Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 5145+'],[' 2579'],"[' 610.024s (Solving', ' 577.24s 1st Model', ' 52.56s Unsat', ' 0.00s)']",[' 605.844s'], ,[' 166115359'],"[' 6667365  (Analyzed', ' 5919441)']","[' 13039    (Average', ' 453.98 Last', ' 3432)']",[' 8052.1  '],"[' 2579     (Average Length', ' 1383.49 Splits', ' 0)']","[' 5919441  (Deleted', ' 5828628)']","[' 55       (Ratio', '   0.00%)']","[' 25300    (Ratio', '   0.43%)']","[' 5919441  (Average Length', '   23.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5919441  (Average', ' 25.67 Max', ' 11233 Sum', ' 151981156)']","[' 5916504  (Average', ' 24.95 Max', ' 11233 Sum', ' 147691354 Ratio', '  97.18%)']","[' 2937     (Average', ' 1460.61 Max', ' 1856 Sum', ' 4289802 Ratio', '   2.82%)']", ,[' 319145  '],[' 16725   '],[' 289217  '],[' 115535  '],"[' 306809   (Atom=Atom', ' 83180 Body=Body', ' 55953 Other', ' 167676)']",[' Yes'],"[' 20332    (Eliminated', '    0 Frozen', ' 20332)']","[' 4693     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.13034'],[' 0'], ,[' 313.037'],[' 0'],[' 14.4899'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.71747e+08'],[' 2.31614e+08'],[' 0'],[' 1.77429e+10'],[' 0'],[' 0'],[' 1559 '],[' 2773 '],[' 4279 '],[' 4851 '],[' 5804 '],[' 6546 '],[' 6 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 5545+'],[' 2779'],"[' 608.638s (Solving', ' 579.26s 1st Model', ' 70.36s Unsat', ' 0.00s)']",[' 605.141s'], ,[' 186457533'],"[' 7321762  (Analyzed', ' 6809561)']","[' 15264    (Average', ' 446.12 Last', ' 135143)']",[' 7510.5  '],"[' 2779     (Average Length', ' 1482.07 Splits', ' 0)']","[' 6809561  (Deleted', ' 6712733)']","[' 69       (Ratio', '   0.00%)']","[' 30852    (Ratio', '   0.45%)']","[' 6809561  (Average Length', '   22.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6809561  (Average', ' 25.49 Max', ' 11356 Sum', ' 173594321)']","[' 6806729  (Average', ' 24.78 Max', ' 10906 Sum', ' 168715940 Ratio', '  97.19%)']","[' 2832     (Average', ' 1722.59 Max', ' 2093 Sum', ' 4878381 Ratio', '   2.81%)']", ,[' 319930  '],[' 16480   '],[' 289280  '],[' 115798  '],"[' 303360   (Atom=Atom', ' 82400 Body=Body', ' 55218 Other', ' 165742)']",[' Yes'],"[' 20270    (Eliminated', '    0 Frozen', ' 20270)']","[' 5836     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.57942'],[' 0'], ,[' 322.04'],[' 0'],[' 14.3765'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.72034e+08'],[' 3.15829e+08'],[' 0'],[' 1.96368e+10'],[' 0'],[' 0'],[' 1144 '],[' 2344 '],[' 3472 '],[' 4375 '],[' 5441 '],[' 6044 '],[' 6 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 4949+'],[' 2481'],"[' 608.338s (Solving', ' 580.08s 1st Model', ' 40.60s Unsat', ' 0.00s)']",[' 604.703s'], ,[' 177707705'],"[' 9723695  (Analyzed', ' 8822948)']","[' 18677    (Average', ' 472.40 Last', ' 1989)']",[' 8652.5  '],"[' 2481     (Average Length', ' 1378.25 Splits', ' 0)']","[' 8822948  (Deleted', ' 8712192)']","[' 35       (Ratio', '   0.00%)']","[' 17660    (Ratio', '   0.20%)']","[' 8822948  (Average Length', '   23.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8822948  (Average', ' 18.34 Max', ' 12216 Sum', ' 161815843)']","[' 8820254  (Average', ' 17.92 Max', ' 12216 Sum', ' 158145758 Ratio', '  97.73%)']","[' 2694     (Average', ' 1362.32 Max', ' 1894 Sum', ' 3670085 Ratio', '   2.27%)']", ,[' 317388  '],[' 16566   '],[' 288032  '],[' 114205  '],"[' 304007   (Atom=Atom', ' 82446 Body=Body', ' 55476 Other', ' 166085)']",[' Yes'],"[' 20100    (Eliminated', '    0 Frozen', ' 20100)']","[' 3046     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.43261'],[' 0'], ,[' 355.141'],[' 0'],[' 14.2624'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.58794e+08'],[' 2.13814e+08'],[' 0'],[' 2.22286e+10'],[' 0'],[' 0'],[' 1749 '],[' 2922 '],[' 3717 '],[' 4658 '],[' 5510 '],[' 6561 '],[' 6 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 5135+'],[' 2574'],"[' 608.340s (Solving', ' 579.66s 1st Model', ' 46.51s Unsat', ' 0.00s)']",[' 606.047s'], ,[' 188318209'],"[' 8938742  (Analyzed', ' 8514835)']","[' 18516    (Average', ' 459.86 Last', ' 2460)']",[' 8115.3  '],"[' 2574     (Average Length', ' 1395.03 Splits', ' 0)']","[' 8514835  (Deleted', ' 8405658)']","[' 58       (Ratio', '   0.00%)']","[' 24480    (Ratio', '   0.29%)']","[' 8514835  (Average Length', '   20.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8514835  (Average', ' 20.47 Max', ' 11584 Sum', ' 174341048)']","[' 8512015  (Average', ' 19.97 Max', ' 11461 Sum', ' 170017767 Ratio', '  97.52%)']","[' 2820     (Average', ' 1533.08 Max', ' 1942 Sum', ' 4323281 Ratio', '   2.48%)']", ,[' 319879  '],[' 16616   '],[' 289372  '],[' 115807  '],"[' 304958   (Atom=Atom', ' 82739 Body=Body', ' 55626 Other', ' 166593)']",[' Yes'],"[' 20215    (Eliminated', '    0 Frozen', ' 20215)']","[' 4680     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.5416'],[' 0'], ,[' 338.87'],[' 0'],[' 15.0299'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.05234e+08'],[' 2.55613e+08'],[' 0'],[' 2.06109e+10'],[' 0'],[' 0'],[' 1264 '],[' 2532 '],[' 3507 '],[' 4532 '],[' 5516 '],[' 6100 '],[' 6 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 5219+'],[' 2616'],"[' 608.429s (Solving', ' 579.32s 1st Model', ' 39.48s Unsat', ' 0.00s)']",[' 605.125s'], ,[' 177564884'],"[' 9462622  (Analyzed', ' 8912150)']","[' 17737    (Average', ' 502.46 Last', ' 12901)']",[' 8247.4  '],"[' 2616     (Average Length', ' 1390.42 Splits', ' 0)']","[' 8912150  (Deleted', ' 8810063)']","[' 29       (Ratio', '   0.00%)']","[' 19476    (Ratio', '   0.22%)']","[' 8912150  (Average Length', '   23.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8912150  (Average', ' 18.31 Max', ' 11641 Sum', ' 163186212)']","[' 8909001  (Average', ' 17.78 Max', ' 11641 Sum', ' 158492760 Ratio', '  97.12%)']","[' 3149     (Average', ' 1490.46 Max', ' 1974 Sum', ' 4693452 Ratio', '   2.88%)']", ,[' 319134  '],[' 16714   '],[' 289541  '],[' 115345  '],"[' 306480   (Atom=Atom', ' 83173 Body=Body', ' 55920 Other', ' 167387)']",[' Yes'],"[' 20357    (Eliminated', '    0 Frozen', ' 20357)']","[' 3817     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.62528'],[' 0'], ,[' 345.783'],[' 0'],[' 14.097'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.73008e+08'],[' 2.27315e+08'],[' 0'],[' 2.22173e+10'],[' 0'],[' 0'],[' 1576 '],[' 2969 '],[' 3554 '],[' 4457 '],[' 5867 '],[' 6739 '],[' 6 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 5809+'],[' 2911'],"[' 608.651s (Solving', ' 576.68s 1st Model', ' 42.13s Unsat', ' 0.00s)']",[' 605.703s'], ,[' 165820303'],"[' 9299322  (Analyzed', ' 8690265)']","[' 18006    (Average', ' 482.63 Last', ' 1174)']",[' 8152.1  '],"[' 2911     (Average Length', ' 1542.91 Splits', ' 0)']","[' 8690265  (Deleted', ' 8578063)']","[' 39       (Ratio', '   0.00%)']","[' 21473    (Ratio', '   0.25%)']","[' 8690265  (Average Length', '   21.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8690265  (Average', ' 17.35 Max', ' 11309 Sum', ' 150783453)']","[' 8687148  (Average', ' 16.73 Max', ' 11309 Sum', ' 145377417 Ratio', '  96.41%)']","[' 3117     (Average', ' 1734.37 Max', ' 2181 Sum', ' 5406036 Ratio', '   3.59%)']", ,[' 319698  '],[' 16501   '],[' 289348  '],[' 115820  '],"[' 304085   (Atom=Atom', ' 82616 Body=Body', ' 55281 Other', ' 166188)']",[' Yes'],"[' 20400    (Eliminated', '    0 Frozen', ' 20400)']","[' 4486     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.25378'],[' 0'], ,[' 339.082'],[' 0'],[' 13.55'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.67443e+08'],[' 2.22331e+08'],[' 0'],[' 2.16716e+10'],[' 0'],[' 0'],[' 1286 '],[' 2478 '],[' 3396 '],[' 4480 '],[' 5230 '],[' 6181 '],[' 6 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 5793+'],[' 2903'],"[' 609.027s (Solving', ' 577.45s 1st Model', ' 49.35s Unsat', ' 0.00s)']",[' 605.156s'], ,[' 170957318'],"[' 9755060  (Analyzed', ' 8815799)']","[' 18504    (Average', ' 476.43 Last', ' 32212)']",[' 8517.0  '],"[' 2903     (Average Length', ' 1512.73 Splits', ' 0)']","[' 8815799  (Deleted', ' 8710071)']","[' 22       (Ratio', '   0.00%)']","[' 16473    (Ratio', '   0.19%)']","[' 8815799  (Average Length', '   22.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8815799  (Average', ' 17.41 Max', ' 12040 Sum', ' 153509663)']","[' 8812973  (Average', ' 16.92 Max', ' 12040 Sum', ' 149134199 Ratio', '  97.15%)']","[' 2826     (Average', ' 1548.29 Max', ' 2088 Sum', ' 4375464 Ratio', '   2.85%)']", ,[' 319018  '],[' 16489   '],[' 289193  '],[' 115103  '],"[' 303890   (Atom=Atom', ' 82560 Body=Body', ' 55245 Other', ' 166085)']",[' Yes'],"[' 20294    (Eliminated', '    0 Frozen', ' 20294)']","[' 3009     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.11477'],[' 0'], ,[' 342.983'],[' 0'],[' 13.7292'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.49234e+08'],[' 2.05144e+08'],[' 0'],[' 2.18956e+10'],[' 0'],[' 0'],[' 1575 '],[' 2553 '],[' 3385 '],[' 4551 '],[' 5474 '],[' 6153 '],[' 6 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 5551+'],[' 2782'],"[' 608.580s (Solving', ' 579.39s 1st Model', ' 37.50s Unsat', ' 0.00s)']",[' 606.078s'], ,[' 166167157'],"[' 9249565  (Analyzed', ' 8613280)']","[' 17728    (Average', ' 485.86 Last', ' 181428)']",[' 7728.1  '],"[' 2782     (Average Length', ' 1489.01 Splits', ' 0)']","[' 8613280  (Deleted', ' 8503207)']","[' 51       (Ratio', '   0.00%)']","[' 21542    (Ratio', '   0.25%)']","[' 8613280  (Average Length', '   20.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8613280  (Average', ' 17.73 Max', ' 11224 Sum', ' 152697136)']","[' 8610287  (Average', ' 17.13 Max', ' 11224 Sum', ' 147536678 Ratio', '  96.62%)']","[' 2993     (Average', ' 1724.18 Max', ' 2144 Sum', ' 5160458 Ratio', '   3.38%)']", ,[' 319555  '],[' 16475   '],[' 289486  '],[' 115279  '],"[' 303343   (Atom=Atom', ' 82383 Body=Body', ' 55203 Other', ' 165757)']",[' Yes'],"[' 20278    (Eliminated', '    0 Frozen', ' 20278)']","[' 4050     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.50819'],[' 0'], ,[' 346.294'],[' 0'],[' 13.943'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.76944e+08'],[' 2.27746e+08'],[' 0'],[' 2.23341e+10'],[' 0'],[' 0'],[' 1294 '],[' 2404 '],[' 3404 '],[' 4529 '],[' 5406 '],[' 6293 '],[' 6 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 5833+'],[' 2923'],"[' 609.423s (Solving', ' 576.24s 1st Model', ' 47.42s Unsat', ' 0.00s)']",[' 605.406s'], ,[' 174030615'],"[' 8019827  (Analyzed', ' 7269958)']","[' 15650    (Average', ' 464.53 Last', ' 54838)']",[' 7928.9  '],"[' 2923     (Average Length', ' 1552.02 Splits', ' 0)']","[' 7269958  (Deleted', ' 7161865)']","[' 43       (Ratio', '   0.00%)']","[' 29712    (Ratio', '   0.41%)']","[' 7269958  (Average Length', '   19.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7269958  (Average', ' 21.87 Max', ' 11712 Sum', ' 159024377)']","[' 7267076  (Average', ' 21.21 Max', ' 10658 Sum', ' 154209305 Ratio', '  96.97%)']","[' 2882     (Average', ' 1670.74 Max', ' 2126 Sum', ' 4815072 Ratio', '   3.03%)']", ,[' 321989  '],[' 16489   '],[' 290873  '],[' 116716  '],"[' 304127   (Atom=Atom', ' 82580 Body=Body', ' 55245 Other', ' 166302)']",[' Yes'],"[' 20425    (Eliminated', '    0 Frozen', ' 20425)']","[' 5974     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.40776'],[' 0'], ,[' 320.833'],[' 0'],[' 14.244'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.24743e+08'],[' 2.73542e+08'],[' 0'],[' 1.98277e+10'],[' 0'],[' 0'],[' 1252 '],[' 2254 '],[' 3227 '],[' 4312 '],[' 5205 '],[' 6037 '],[' 6 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 5147+'],[' 2580'],"[' 608.484s (Solving', ' 579.34s 1st Model', ' 51.38s Unsat', ' 0.00s)']",[' 605.875s'], ,[' 193372226'],"[' 8870271  (Analyzed', ' 8202948)']","[' 17705    (Average', ' 463.31 Last', ' 76842)']",[' 8307.5  '],"[' 2580     (Average Length', ' 1380.59 Splits', ' 0)']","[' 8202948  (Deleted', ' 8095905)']","[' 43       (Ratio', '   0.00%)']","[' 26543    (Ratio', '   0.32%)']","[' 8202948  (Average Length', '   23.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8202948  (Average', ' 21.71 Max', ' 12996 Sum', ' 178126110)']","[' 8200266  (Average', ' 21.24 Max', ' 11720 Sum', ' 174219326 Ratio', '  97.81%)']","[' 2682     (Average', ' 1456.67 Max', ' 1878 Sum', ' 3906784 Ratio', '   2.19%)']", ,[' 318158  '],[' 16610   '],[' 288767  '],[' 114578  '],"[' 304659   (Atom=Atom', ' 82721 Body=Body', ' 55608 Other', ' 166330)']",[' Yes'],"[' 20164    (Eliminated', '    0 Frozen', ' 20164)']","[' 4827     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.63788'],[' 0'], ,[' 336.811'],[' 0'],[' 14.5016'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.10847e+08'],[' 2.61034e+08'],[' 0'],[' 2.14795e+10'],[' 0'],[' 0'],[' 1597 '],[' 2703 '],[' 3608 '],[' 4213 '],[' 5312 '],[' 5987 '],[' 6 '],[' 0 ']
