Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1'],[' 675+'],[' 346'],"[' 632.635s (Solving', ' 630.74s 1st Model', ' 0.92s Unsat', ' 130.77s)']",[' 631.359s'], ,[' 38116259'],"[' 26755204 (Analyzed', ' 26742808)']","[' 52183    (Average', ' 512.48 Last', ' 17287)']",[' 1411.5  '],"[' 346      (Average Length', ' 168.60 Splits', ' 0)']","[' 26742808 (Deleted', ' 26384003)']","[' 60       (Ratio', '   0.00%)']","[' 2727     (Ratio', '   0.01%)']","[' 26742808 (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 26742808 (Average', '  1.38 Max', ' 1953 Sum', ' 36984924)']","[' 26742626 (Average', '  1.38 Max', ' 1953 Sum', ' 36965382 Ratio', '  99.95%)']","[' 182      (Average', ' 107.37 Max', ' 259 Sum', '  19542 Ratio', '   0.05%)']", ,[' 74702   '],[' 3046    '],[' 74289   '],[' 42499   '],"[' 127493   (Atom=Atom', ' 40201 Body=Body', ' 22121 Other', ' 65171)']",[' Yes'],"[' 3383     (Eliminated', '    0 Frozen', ' 3383)']","[' 179      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.416514'],[' 0'], ,[' 484.046'],[' 0'],[' 8.20195'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.08322e+08'],[' 4.73705e+07'],[' 0'],[' 7.29624e+10'],[' 0'],[' 0'],[' 647 '],[' 1216 '],[' 1677 '],[' 2073 '],[' 2649 '],[' 3159 '],[' 3769 '],[' 4405 '],[' 4 '],[' 4 ']
Solving...,TA52, , ,[' 1'],[' 671+'],[' 344'],"[' 472.281s (Solving', ' 470.33s 1st Model', ' 0.86s Unsat', ' 94.72s)']",[' 471.547s'], ,[' 18613481'],"[' 11893948 (Analyzed', ' 11882652)']","[' 24412    (Average', ' 486.75 Last', ' 78654)']",[' 1535.6  '],"[' 344      (Average Length', ' 166.72 Splits', ' 0)']","[' 11882652 (Deleted', ' 11721569)']","[' 74       (Ratio', '   0.00%)']","[' 2509     (Ratio', '   0.02%)']","[' 11882652 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11882652 (Average', '  1.50 Max', ' 2028 Sum', ' 17781484)']","[' 11882452 (Average', '  1.50 Max', ' 2028 Sum', ' 17767668 Ratio', '  99.92%)']","[' 200      (Average', ' 69.08 Max', ' 251 Sum', '  13816 Ratio', '   0.08%)']", ,[' 75672   '],[' 3102    '],[' 75255   '],[' 42941   '],"[' 128819   (Atom=Atom', ' 40587 Body=Body', ' 22177 Other', ' 66055)']",[' Yes'],"[' 3435     (Eliminated', '    0 Frozen', ' 3435)']","[' 245      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.445335'],[' 0'], ,[' 406.194'],[' 0'],[' 6.78953'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.27949e+07'],[' 2.53748e+07'],[' 0'],[' 6.99508e+10'],[' 0'],[' 0'],[' 570 '],[' 1300 '],[' 1678 '],[' 2144 '],[' 2594 '],[' 3196 '],[' 3770 '],[' 4168 '],[' 3 '],[' 5 ']
Solving...,TA53, , , ,[' 737'],[' 377'],"[' 285.300s (Solving', ' 283.30s 1st Model', ' 0.83s Unsat', ' 30.77s)']",[' 284.703s'], ,[' 14716965'],"[' 10359635 (Analyzed', ' 10329831)']","[' 21180    (Average', ' 487.72 Last', ' 3710)']",[' 1546.1  '],"[' 377      (Average Length', ' 183.24 Splits', ' 0)']","[' 10329831 (Deleted', ' 10188376)']","[' 73       (Ratio', '   0.00%)']","[' 1546     (Ratio', '   0.01%)']","[' 10329831 (Average Length', '   11.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10329831 (Average', '  1.35 Max', ' 1994 Sum', ' 13894636)']","[' 10329681 (Average', '  1.34 Max', ' 1994 Sum', ' 13886498 Ratio', '  99.94%)']","[' 150      (Average', ' 54.25 Max', ' 163 Sum', '   8138 Ratio', '   0.06%)']", ,[' 73901   '],[' 2998    '],[' 73517   '],[' 41766   '],"[' 125294   (Atom=Atom', ' 39516 Body=Body', ' 22073 Other', ' 63705)']",[' Yes'],"[' 3364     (Eliminated', '    0 Frozen', ' 3364)']","[' 114      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.483621'],[' 0'], ,[' 227.715'],[' 0'],[' 4.53031'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.3464e+07'],[' 2.054e+07'],[' 0'],[' 3.34394e+10'],[' 0'],[' 0'],[' 472 '],[' 1157 '],[' 1494 '],[' 2029 '],[' 2621 '],[' 3108 '],[' 3561 '],[' 4091 '],[' 2 '],[' 6 ']
Solving...,TA54, , , ,[' 725'],[' 371'],"[' 642.085s (Solving', ' 640.36s 1st Model', ' 0.52s Unsat', ' 15.08s)']",[' 641.391s'], ,[' 36865284'],"[' 25562782 (Analyzed', ' 25548948)']","[' 48415    (Average', ' 527.71 Last', ' 59006)']",[' 1238.6  '],"[' 371      (Average Length', ' 181.36 Splits', ' 0)']","[' 25548948 (Deleted', ' 25206215)']","[' 18       (Ratio', '   0.00%)']","[' 2135     (Ratio', '   0.01%)']","[' 25548948 (Average Length', '   11.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25548948 (Average', '  1.40 Max', ' 1946 Sum', ' 35793097)']","[' 25548810 (Average', '  1.40 Max', ' 1946 Sum', ' 35764825 Ratio', '  99.92%)']","[' 138      (Average', ' 204.87 Max', ' 305 Sum', '  28272 Ratio', '   0.08%)']", ,[' 75339   '],[' 3038    '],[' 74949   '],[' 42450   '],"[' 127346   (Atom=Atom', ' 40160 Body=Body', ' 22113 Other', ' 65073)']",[' Yes'],"[' 3398     (Eliminated', '    0 Frozen', ' 3398)']","[' 380      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.37742'],[' 0'], ,[' 502.348'],[' 0'],[' 8.81305'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.04975e+08'],[' 4.60497e+07'],[' 0'],[' 7.88991e+10'],[' 0'],[' 0'],[' 533 '],[' 997 '],[' 1400 '],[' 1965 '],[' 2391 '],[' 2837 '],[' 3628 '],[' 4127 '],[' 5 '],[' 3 ']
Solving...,TA55, , , ,[' 531'],[' 274'],"[' 531.152s (Solving', ' 529.72s 1st Model', ' 0.39s Unsat', ' 28.77s)']",[' 530.156s'], ,[' 33897172'],"[' 22323242 (Analyzed', ' 22308840)']","[' 43051    (Average', ' 518.20 Last', ' 113462)']",[' 1248.1  '],"[' 274      (Average Length', ' 133.06 Splits', ' 0)']","[' 22308840 (Deleted', ' 22013468)']","[' 63       (Ratio', '   0.00%)']","[' 2675     (Ratio', '   0.01%)']","[' 22308840 (Average Length', '   11.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22308840 (Average', '  1.48 Max', ' 1872 Sum', ' 32986657)']","[' 22308606 (Average', '  1.48 Max', ' 1872 Sum', ' 32956008 Ratio', '  99.91%)']","[' 234      (Average', ' 130.98 Max', ' 222 Sum', '  30649 Ratio', '   0.09%)']", ,[' 74853   '],[' 3023    '],[' 74368   '],[' 42422   '],"[' 127262   (Atom=Atom', ' 40147 Body=Body', ' 22098 Other', ' 65017)']",[' Yes'],"[' 3288     (Eliminated', '    0 Frozen', ' 3288)']","[' 281      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.323224'],[' 0'], ,[' 410.124'],[' 0'],[' 8.40317'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.27028e+07'],[' 4.16298e+07'],[' 0'],[' 6.23224e+10'],[' 0'],[' 0'],[' 682 '],[' 1030 '],[' 1635 '],[' 2207 '],[' 2648 '],[' 3079 '],[' 3627 '],[' 4147 '],[' 4 '],[' 4 ']
Solving...,TA56, , ,[' 1'],[' 443+'],[' 230'],"[' 629.312s (Solving', ' 627.96s 1st Model', ' 0.34s Unsat', ' 2.84s)']",[' 627.750s'], ,[' 39831643'],"[' 29727898 (Analyzed', ' 29716703)']","[' 57626    (Average', ' 515.68 Last', ' 63154)']",[' 1267.7  '],"[' 230      (Average Length', ' 110.27 Splits', ' 0)']","[' 29716703 (Deleted', ' 29326127)']","[' 28       (Ratio', '   0.00%)']","[' 2316     (Ratio', '   0.01%)']","[' 29716703 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 29716703 (Average', '  1.30 Max', ' 2018 Sum', ' 38681759)']","[' 29716547 (Average', '  1.30 Max', ' 2018 Sum', ' 38672846 Ratio', '  99.98%)']","[' 156      (Average', ' 57.13 Max', ' 174 Sum', '   8913 Ratio', '   0.02%)']", ,[' 74826   '],[' 3101    '],[' 74296   '],[' 42574   '],"[' 127718   (Atom=Atom', ' 40221 Body=Body', ' 22176 Other', ' 65321)']",[' Yes'],"[' 3321     (Eliminated', '    0 Frozen', ' 3321)']","[' 220      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.298817'],[' 0'], ,[' 473.039'],[' 0'],[' 8.7915'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.08039e+08'],[' 4.20332e+07'],[' 0'],[' 6.73317e+10'],[' 0'],[' 0'],[' 788 '],[' 1265 '],[' 1638 '],[' 2507 '],[' 2956 '],[' 3421 '],[' 3895 '],[' 4569 '],[' 5 '],[' 3 ']
Solving...,TA57, , , ,[' 561'],[' 289'],"[' 448.931s (Solving', ' 447.37s 1st Model', ' 0.64s Unsat', ' 195.49s)']",[' 448.781s'], ,[' 27746554'],"[' 19603929 (Analyzed', ' 19595333)']","[' 38545    (Average', ' 508.38 Last', ' 411751)']",[' 1320.9  '],"[' 289      (Average Length', ' 140.20 Splits', ' 0)']","[' 19595333 (Deleted', ' 19326564)']","[' 91       (Ratio', '   0.00%)']","[' 2328     (Ratio', '   0.01%)']","[' 19595333 (Average Length', '   10.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19595333 (Average', '  1.37 Max', ' 1846 Sum', ' 26920245)']","[' 19595107 (Average', '  1.37 Max', ' 1846 Sum', ' 26902258 Ratio', '  99.93%)']","[' 226      (Average', ' 79.59 Max', ' 223 Sum', '  17987 Ratio', '   0.07%)']", ,[' 74288   '],[' 3025    '],[' 73818   '],[' 41807   '],"[' 125417   (Atom=Atom', ' 39530 Body=Body', ' 22100 Other', ' 63787)']",[' Yes'],"[' 3305     (Eliminated', '    0 Frozen', ' 3305)']","[' 256      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.377414'],[' 0'], ,[' 336.179'],[' 0'],[' 5.80265'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.85666e+07'],[' 3.44109e+07'],[' 0'],[' 4.92499e+10'],[' 0'],[' 0'],[' 522 '],[' 1275 '],[' 1873 '],[' 2365 '],[' 2810 '],[' 3298 '],[' 4118 '],[' 4525 '],[' 2 '],[' 6 ']
Solving...,TA58, , , ,[' 569'],[' 293'],"[' 445.030s (Solving', ' 443.25s 1st Model', ' 0.81s Unsat', ' 191.45s)']",[' 444.750s'], ,[' 20915796'],"[' 15346632 (Analyzed', ' 15333142)']","[' 31643    (Average', ' 484.57 Last', ' 4838)']",[' 1482.0  '],"[' 293      (Average Length', ' 141.18 Splits', ' 0)']","[' 15333142 (Deleted', ' 15102566)']","[' 114      (Ratio', '   0.00%)']","[' 2187     (Ratio', '   0.01%)']","[' 15333142 (Average Length', '   10.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15333142 (Average', '  1.32 Max', ' 1990 Sum', ' 20178927)']","[' 15332880 (Average', '  1.31 Max', ' 1990 Sum', ' 20156917 Ratio', '  99.89%)']","[' 262      (Average', ' 84.01 Max', ' 210 Sum', '  22010 Ratio', '   0.11%)']", ,[' 74496   '],[' 3037    '],[' 74029   '],[' 42035   '],"[' 126101   (Atom=Atom', ' 39746 Body=Body', ' 22112 Other', ' 64243)']",[' Yes'],"[' 3320     (Eliminated', '    0 Frozen', ' 3320)']","[' 132      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.413184'],[' 0'], ,[' 354.789'],[' 0'],[' 6.21534'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.10963e+07'],[' 2.65187e+07'],[' 0'],[' 5.27071e+10'],[' 0'],[' 0'],[' 555 '],[' 1131 '],[' 1735 '],[' 2165 '],[' 2605 '],[' 3139 '],[' 3745 '],[' 4228 '],[' 2 '],[' 6 ']
Solving...,TA59, , ,[' 1'],[' 633+'],[' 325'],"[' 644.656s (Solving', ' 642.84s 1st Model', ' 0.63s Unsat', ' 18.13s)']",[' 643.734s'], ,[' 32369797'],"[' 21972674 (Analyzed', ' 21965151)']","[' 42313    (Average', ' 519.11 Last', ' 29725)']",[' 1462.2  '],"[' 325      (Average Length', ' 157.24 Splits', ' 0)']","[' 21965151 (Deleted', ' 21683387)']","[' 57       (Ratio', '   0.00%)']","[' 2707     (Ratio', '   0.01%)']","[' 21965151 (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21965151 (Average', '  1.43 Max', ' 1971 Sum', ' 31348556)']","[' 21965004 (Average', '  1.43 Max', ' 1971 Sum', ' 31338193 Ratio', '  99.97%)']","[' 147      (Average', ' 70.50 Max', ' 261 Sum', '  10363 Ratio', '   0.03%)']", ,[' 74626   '],[' 3037    '],[' 74190   '],[' 42167   '],"[' 126497   (Atom=Atom', ' 39878 Body=Body', ' 22112 Other', ' 64507)']",[' Yes'],"[' 3351     (Eliminated', '    0 Frozen', ' 3351)']","[' 224      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.411166'],[' 0'], ,[' 520.263'],[' 0'],[' 9.16637'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.09418e+07'],[' 4.07244e+07'],[' 0'],[' 8.75793e+10'],[' 0'],[' 0'],[' 507 '],[' 1076 '],[' 1592 '],[' 2204 '],[' 2742 '],[' 3251 '],[' 3756 '],[' 4371 '],[' 5 '],[' 3 ']
Solving...,TA60, , , ,[' 579'],[' 298'],"[' 502.516s (Solving', ' 500.80s 1st Model', ' 0.50s Unsat', ' 124.48s)']",[' 501.891s'], ,[' 29463492'],"[' 20819790 (Analyzed', ' 20807130)']","[' 40243    (Average', ' 517.04 Last', ' 244820)']",[' 1465.7  '],"[' 298      (Average Length', ' 144.45 Splits', ' 0)']","[' 20807130 (Deleted', ' 20516143)']","[' 76       (Ratio', '   0.00%)']","[' 2228     (Ratio', '   0.01%)']","[' 20807130 (Average Length', '   10.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20807130 (Average', '  1.37 Max', ' 1968 Sum', ' 28582169)']","[' 20806911 (Average', '  1.37 Max', ' 1968 Sum', ' 28562676 Ratio', '  99.93%)']","[' 219      (Average', ' 89.01 Max', ' 206 Sum', '  19493 Ratio', '   0.07%)']", ,[' 74913   '],[' 3092    '],[' 74452   '],[' 42921   '],"[' 128759   (Atom=Atom', ' 40577 Body=Body', ' 22167 Other', ' 66015)']",[' Yes'],"[' 3381     (Eliminated', '    0 Frozen', ' 3381)']","[' 202      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.391448'],[' 0'], ,[' 384.587'],[' 0'],[' 7.22371'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.63605e+07'],[' 3.94425e+07'],[' 0'],[' 5.71185e+10'],[' 0'],[' 0'],[' 576 '],[' 1130 '],[' 1636 '],[' 2106 '],[' 2648 '],[' 2985 '],[' 3637 '],[' 4059 '],[' 3 '],[' 5 ']
