Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 8979+'],[' 4494'],"[' 1022.022s (Solving', ' 920.50s 1st Model', ' 425.01s Unsat', ' 0.00s)']",[' 1018.891s'], ,[' 538495432'],"[' 3325704  (Analyzed', ' 1270586)']","[' 5159     (Average', ' 246.29 Last', ' 25320)']",[' 12362.5 '],"[' 4494     (Average Length', ' 2062.59 Splits', ' 0)']","[' 1270586  (Deleted', ' 1176217)']","[' 130      (Ratio', '   0.01%)']","[' 73345    (Ratio', '   5.77%)']","[' 1270586  (Average Length', '   30.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1270586  (Average', ' 390.09 Max', ' 14684 Sum', ' 495646781)']","[' 1267804  (Average', ' 385.51 Max', ' 14684 Sum', ' 489825939 Ratio', '  98.83%)']","[' 2782     (Average', ' 2092.32 Max', ' 2902 Sum', ' 5820842 Ratio', '   1.17%)']", ,[' 415667  '],[' 27188   '],[' 417541  '],[' 251016  '],"[' 753044   (Atom=Atom', ' 225826 Body=Body', ' 128088 Other', ' 399130)']",[' Yes'],"[' 31062    (Eliminated', '    0 Frozen', ' 31062)']","[' 13672    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 20.2513'],[' 0'], ,[' 421.624'],[' 0'],[' 33.536'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.62085e+09'],[' 1.52207e+09'],[' 0'],[' 2.11916e+10'],[' 0'],[' 0'],[' 2286 '],[' 4035 '],[' 5651 '],[' 7355 '],[' 4 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 9179+'],[' 4594'],"[' 1023.187s (Solving', ' 921.99s 1st Model', ' 285.24s Unsat', ' 0.00s)']",[' 1020.500s'], ,[' 544517050'],"[' 4557805  (Analyzed', ' 2301431)']","[' 7135     (Average', ' 322.56 Last', ' 22714)']",[' 12572.9 '],"[' 4594     (Average Length', ' 2129.89 Splits', ' 0)']","[' 2301431  (Deleted', ' 2207328)']","[' 127      (Ratio', '   0.01%)']","[' 69564    (Ratio', '   3.02%)']","[' 2301431  (Average Length', '   28.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2301431  (Average', ' 216.90 Max', ' 14944 Sum', ' 499173050)']","[' 2298473  (Average', ' 214.30 Max', ' 14944 Sum', ' 493194678 Ratio', '  98.80%)']","[' 2958     (Average', ' 2021.09 Max', ' 3077 Sum', ' 5978372 Ratio', '   1.20%)']", ,[' 411744  '],[' 26907   '],[' 413762  '],[' 246305  '],"[' 738911   (Atom=Atom', ' 221396 Body=Body', ' 127807 Other', ' 389708)']",[' Yes'],"[' 30925    (Eliminated', '    0 Frozen', ' 30925)']","[' 12750    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 19.8312'],[' 0'], ,[' 470.07'],[' 0'],[' 32.8016'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.55125e+09'],[' 1.44408e+09'],[' 0'],[' 2.75151e+10'],[' 0'],[' 0'],[' 1934 '],[' 3755 '],[' 5426 '],[' 7026 '],[' 4 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 9093+'],[' 4551'],"[' 1023.160s (Solving', ' 932.06s 1st Model', ' 340.90s Unsat', ' 0.00s)']",[' 1021.063s'], ,[' 565515205'],"[' 6383010  (Analyzed', ' 2971881)']","[' 7891     (Average', ' 376.62 Last', ' 137749)']",[' 12237.5 '],"[' 4551     (Average Length', ' 2067.49 Splits', ' 0)']","[' 2971881  (Deleted', ' 2867940)']","[' 105      (Ratio', '   0.00%)']","[' 70080    (Ratio', '   2.36%)']","[' 2971881  (Average Length', '   30.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2971881  (Average', ' 175.54 Max', ' 14689 Sum', ' 521682335)']","[' 2968793  (Average', ' 173.17 Max', ' 14689 Sum', ' 514650879 Ratio', '  98.65%)']","[' 3088     (Average', ' 2277.03 Max', ' 3101 Sum', ' 7031456 Ratio', '   1.35%)']", ,[' 413920  '],[' 26995   '],[' 415759  '],[' 248404  '],"[' 745208   (Atom=Atom', ' 223407 Body=Body', ' 127895 Other', ' 393906)']",[' Yes'],"[' 30834    (Eliminated', '    0 Frozen', ' 30834)']","[' 13107    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.785'],[' 0'], ,[' 466.879'],[' 0'],[' 33.3342'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.54085e+09'],[' 1.43212e+09'],[' 0'],[' 2.88034e+10'],[' 0'],[' 0'],[' 2247 '],[' 3888 '],[' 5506 '],[' 7183 '],[' 4 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 8971+'],[' 4490'],"[' 1023.107s (Solving', ' 933.77s 1st Model', ' 499.42s Unsat', ' 0.00s)']",[' 1020.984s'], ,[' 519202980'],"[' 3100121  (Analyzed', ' 1321490)']","[' 5503     (Average', ' 240.14 Last', ' 85266)']",[' 11895.2 '],"[' 4490     (Average Length', ' 2064.47 Splits', ' 0)']","[' 1321490  (Deleted', ' 1232998)']","[' 94       (Ratio', '   0.01%)']","[' 65214    (Ratio', '   4.93%)']","[' 1321490  (Average Length', '   27.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1321490  (Average', ' 363.04 Max', ' 15286 Sum', ' 479758060)']","[' 1318581  (Average', ' 357.95 Max', ' 15286 Sum', ' 473022095 Ratio', '  98.60%)']","[' 2909     (Average', ' 2315.56 Max', ' 2989 Sum', ' 6735965 Ratio', '   1.40%)']", ,[' 412455  '],[' 26802   '],[' 414339  '],[' 247810  '],"[' 743426   (Atom=Atom', ' 223006 Body=Body', ' 127702 Other', ' 392718)']",[' Yes'],"[' 30686    (Eliminated', '    0 Frozen', ' 30686)']","[' 11767    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.0885'],[' 0'], ,[' 476.777'],[' 0'],[' 31.6238'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.61172e+09'],[' 1.51662e+09'],[' 0'],[' 3.03756e+10'],[' 0'],[' 0'],[' 1677 '],[' 3601 '],[' 5509 '],[' 6979 '],[' 4 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 8261+'],[' 4135'],"[' 1019.585s (Solving', ' 938.45s 1st Model', ' 278.05s Unsat', ' 0.00s)']",[' 1017.516s'], ,[' 499553152'],"[' 3530533  (Analyzed', ' 1368752)']","[' 5050     (Average', ' 271.04 Last', ' 36750)']",[' 11512.4 '],"[' 4135     (Average Length', ' 1921.27 Splits', ' 0)']","[' 1368752  (Deleted', ' 1276197)']","[' 116      (Ratio', '   0.01%)']","[' 68327    (Ratio', '   4.99%)']","[' 1368752  (Average Length', '   28.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1368752  (Average', ' 338.69 Max', ' 15228 Sum', ' 463586842)']","[' 1365924  (Average', ' 334.17 Max', ' 15228 Sum', ' 457395740 Ratio', '  98.66%)']","[' 2828     (Average', ' 2189.22 Max', ' 2934 Sum', ' 6191102 Ratio', '   1.34%)']", ,[' 413770  '],[' 26896   '],[' 415377  '],[' 248073  '],"[' 744215   (Atom=Atom', ' 223175 Body=Body', ' 127796 Other', ' 393244)']",[' Yes'],"[' 30503    (Eliminated', '    0 Frozen', ' 30503)']","[' 13144    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.8814'],[' 0'], ,[' 487.786'],[' 0'],[' 29.8498'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.55427e+09'],[' 1.45574e+09'],[' 0'],[' 3.56904e+10'],[' 0'],[' 0'],[' 1920 '],[' 3476 '],[' 5504 '],[' 7245 '],[' 4 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 9609+'],[' 4809'],"[' 1023.215s (Solving', ' 927.76s 1st Model', ' 390.70s Unsat', ' 0.00s)']",[' 1020.531s'], ,[' 527075847'],"[' 3376894  (Analyzed', ' 1133308)']","[' 5160     (Average', ' 219.63 Last', ' 233643)']",[' 11799.0 '],"[' 4809     (Average Length', ' 2199.11 Splits', ' 0)']","[' 1133308  (Deleted', ' 1043531)']","[' 118      (Ratio', '   0.01%)']","[' 71598    (Ratio', '   6.32%)']","[' 1133308  (Average Length', '   26.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1133308  (Average', ' 428.51 Max', ' 14870 Sum', ' 485638141)']","[' 1130358  (Average', ' 422.16 Max', ' 14870 Sum', ' 478442941 Ratio', '  98.52%)']","[' 2950     (Average', ' 2439.05 Max', ' 3268 Sum', ' 7195200 Ratio', '   1.48%)']", ,[' 413348  '],[' 26923   '],[' 415422  '],[' 247790  '],"[' 743366   (Atom=Atom', ' 222865 Body=Body', ' 127823 Other', ' 392678)']",[' Yes'],"[' 30997    (Eliminated', '    0 Frozen', ' 30997)']","[' 13325    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.526'],[' 0'], ,[' 454.603'],[' 0'],[' 31.7045'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.6507e+09'],[' 1.5523e+09'],[' 0'],[' 2.78421e+10'],[' 0'],[' 0'],[' 1791 '],[' 3573 '],[' 5346 '],[' 6980 '],[' 4 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 9557+'],[' 4783'],"[' 1023.091s (Solving', ' 927.43s 1st Model', ' 214.14s Unsat', ' 0.00s)']",[' 1021.188s'], ,[' 509168340'],"[' 4861114  (Analyzed', ' 2303150)']","[' 6849     (Average', ' 336.28 Last', ' 15456)']",[' 12351.9 '],"[' 4783     (Average Length', ' 2188.55 Splits', ' 0)']","[' 2303150  (Deleted', ' 2208900)']","[' 132      (Ratio', '   0.01%)']","[' 61610    (Ratio', '   2.68%)']","[' 2303150  (Average Length', '   30.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2303150  (Average', ' 201.70 Max', ' 15417 Sum', ' 464551002)']","[' 2300060  (Average', ' 198.50 Max', ' 15417 Sum', ' 457178257 Ratio', '  98.41%)']","[' 3090     (Average', ' 2386.00 Max', ' 3348 Sum', ' 7372745 Ratio', '   1.59%)']", ,[' 412666  '],[' 26760   '],[' 414771  '],[' 247747  '],"[' 743237   (Atom=Atom', ' 222985 Body=Body', ' 127660 Other', ' 392592)']",[' Yes'],"[' 30865    (Eliminated', '    0 Frozen', ' 30865)']","[' 11672    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.5788'],[' 0'], ,[' 501.702'],[' 0'],[' 30.9183'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.48428e+09'],[' 1.38645e+09'],[' 0'],[' 3.42842e+10'],[' 0'],[' 0'],[' 2052 '],[' 4019 '],[' 5959 '],[' 7777 '],[' 4 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 10131+'],[' 5070'],"[' 1024.851s (Solving', ' 920.60s 1st Model', ' 551.63s Unsat', ' 0.00s)']",[' 1022.688s'], ,[' 564869772'],"[' 3388998  (Analyzed', ' 1240942)']","[' 5449     (Average', ' 227.74 Last', ' 40928)']",[' 11641.6 '],"[' 5070     (Average Length', ' 2294.05 Splits', ' 0)']","[' 1240942  (Deleted', ' 1144810)']","[' 123      (Ratio', '   0.01%)']","[' 77524    (Ratio', '   6.25%)']","[' 1240942  (Average Length', '   23.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1240942  (Average', ' 420.60 Max', ' 13653 Sum', ' 521941503)']","[' 1238052  (Average', ' 414.95 Max', ' 13653 Sum', ' 514931415 Ratio', '  98.66%)']","[' 2890     (Average', ' 2425.64 Max', ' 3398 Sum', ' 7010088 Ratio', '   1.34%)']", ,[' 412556  '],[' 26627   '],[' 414791  '],[' 246929  '],"[' 740783   (Atom=Atom', ' 222300 Body=Body', ' 127527 Other', ' 390956)']",[' Yes'],"[' 30862    (Eliminated', '    0 Frozen', ' 30862)']","[' 14547    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 20.2612'],[' 0'], ,[' 406.635'],[' 0'],[' 33.2154'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.72239e+09'],[' 1.61053e+09'],[' 0'],[' 2.04338e+10'],[' 0'],[' 0'],[' 1841 '],[' 3374 '],[' 4869 '],[' 6394 '],[' 4 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 9271+'],[' 4640'],"[' 1022.551s (Solving', ' 927.68s 1st Model', ' 620.12s Unsat', ' 0.00s)']",[' 1020.484s'], ,[' 536499058'],"[' 2531906  (Analyzed', ' 943205)']","[' 5053     (Average', ' 186.66 Last', ' 84075)']",[' 11691.1 '],"[' 4640     (Average Length', ' 2142.69 Splits', ' 0)']","[' 943205   (Deleted', ' 853736)']","[' 86       (Ratio', '   0.01%)']","[' 71621    (Ratio', '   7.59%)']","[' 943205   (Average Length', '   23.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 943205   (Average', ' 526.49 Max', ' 14469 Sum', ' 496589725)']","[' 940605   (Average', ' 519.92 Max', ' 14469 Sum', ' 490395075 Ratio', '  98.75%)']","[' 2600     (Average', ' 2382.56 Max', ' 3128 Sum', ' 6194650 Ratio', '   1.25%)']", ,[' 414410  '],[' 26862   '],[' 416443  '],[' 250146  '],"[' 750434   (Atom=Atom', ' 225282 Body=Body', ' 127762 Other', ' 397390)']",[' Yes'],"[' 30895    (Eliminated', '    0 Frozen', ' 30895)']","[' 12231    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.6152'],[' 0'], ,[' 419.292'],[' 0'],[' 32.9376'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.70018e+09'],[' 1.60258e+09'],[' 0'],[' 2.33793e+10'],[' 0'],[' 0'],[' 1632 '],[' 3234 '],[' 4922 '],[' 6548 '],[' 4 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 9713+'],[' 4861'],"[' 1023.483s (Solving', ' 924.61s 1st Model', ' 563.06s Unsat', ' 0.00s)']",[' 1021.547s'], ,[' 567847395'],"[' 4554062  (Analyzed', ' 1311968)']","[' 5615     (Average', ' 233.65 Last', ' 45470)']",[' 12047.6 '],"[' 4861     (Average Length', ' 2235.91 Splits', ' 0)']","[' 1311968  (Deleted', ' 1215635)']","[' 127      (Ratio', '   0.01%)']","[' 79281    (Ratio', '   6.04%)']","[' 1311968  (Average Length', '   28.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1311968  (Average', ' 398.33 Max', ' 14348 Sum', ' 522590014)']","[' 1309301  (Average', ' 393.65 Max', ' 14348 Sum', ' 516458924 Ratio', '  98.83%)']","[' 2667     (Average', ' 2298.87 Max', ' 3425 Sum', ' 6131090 Ratio', '   1.17%)']", ,[' 413057  '],[' 26910   '],[' 415206  '],[' 248687  '],"[' 746057   (Atom=Atom', ' 223775 Body=Body', ' 127810 Other', ' 394472)']",[' Yes'],"[' 31059    (Eliminated', '    0 Frozen', ' 31059)']","[' 14246    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 19.4284'],[' 0'], ,[' 418.849'],[' 0'],[' 33.202'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.71095e+09'],[' 1.59926e+09'],[' 0'],[' 2.30598e+10'],[' 0'],[' 0'],[' 2062 '],[' 3575 '],[' 5167 '],[' 6698 '],[' 4 '],[' 0 ']
