Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 7911+'],[' 3965'],"[' 615.351s (Solving', ' 563.94s 1st Model', ' 68.37s Unsat', ' 0.00s)']",[' 613.844s'], ,[' 169739817'],"[' 9302192  (Analyzed', ' 9036288)']","[' 19496    (Average', ' 463.49 Last', ' 25270)']",[' 9394.4  '],"[' 3965     (Average Length', ' 2018.36 Splits', ' 0)']","[' 9036288  (Deleted', ' 8896130)']","[' 688      (Ratio', '   0.01%)']","[' 24230    (Ratio', '   0.27%)']","[' 9036288  (Average Length', '   21.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9036288  (Average', ' 15.96 Max', ' 11800 Sum', ' 144252827)']","[' 9033241  (Average', ' 15.46 Max', ' 11800 Sum', ' 139724454 Ratio', '  96.86%)']","[' 3047     (Average', ' 1486.17 Max', ' 2992 Sum', ' 4528373 Ratio', '   3.14%)']", ,[' 340003  '],[' 17954   '],[' 314212  '],[' 145744  '],"[' 337305   (Atom=Atom', ' 94539 Body=Body', ' 65447 Other', ' 177319)']",[' Yes'],"[' 22386    (Eliminated', '    0 Frozen', ' 22386)']","[' 4405     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.37021'],[' 0'], ,[' 264.076'],[' 0'],[' 12.9851'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.83967e+08'],[' 2.39121e+08'],[' 0'],[' 1.48751e+10'],[' 0'],[' 0'],[' 1077 '],[' 2073 '],[' 2836 '],[' 3364 '],[' 3822 '],[' 4514 '],[' 4894 '],[' 5604 '],[' 6281 '],[' 9 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 7301+'],[' 3660'],"[' 612.503s (Solving', ' 568.75s 1st Model', ' 57.23s Unsat', ' 0.00s)']",[' 610.594s'], ,[' 144301153'],"[' 10946185 (Analyzed', ' 10697943)']","[' 23585    (Average', ' 453.59 Last', ' 30014)']",[' 9253.6  '],"[' 3660     (Average Length', ' 1866.54 Splits', ' 0)']","[' 10697943 (Deleted', ' 10550382)']","[' 743      (Ratio', '   0.01%)']","[' 15371    (Ratio', '   0.14%)']","[' 10697943 (Average Length', '   17.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10697943 (Average', ' 11.33 Max', ' 12375 Sum', ' 121192664)']","[' 10694772 (Average', ' 10.89 Max', ' 12375 Sum', ' 116506610 Ratio', '  96.13%)']","[' 3171     (Average', ' 1477.78 Max', ' 2805 Sum', ' 4686054 Ratio', '   3.87%)']", ,[' 336435  '],[' 17544   '],[' 310429  '],[' 142956  '],"[' 331032   (Atom=Atom', ' 92869 Body=Body', ' 64397 Other', ' 173766)']",[' Yes'],"[' 21802    (Eliminated', '    0 Frozen', ' 21802)']","[' 2586     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.11328'],[' 0'], ,[' 301.796'],[' 0'],[' 12.344'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.25357e+08'],[' 1.84361e+08'],[' 0'],[' 1.78903e+10'],[' 0'],[' 0'],[' 964 '],[' 1931 '],[' 2313 '],[' 2973 '],[' 3683 '],[' 4477 '],[' 4850 '],[' 5465 '],[' 5895 '],[' 9 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 7051+'],[' 3535'],"[' 614.580s (Solving', ' 565.46s 1st Model', ' 63.78s Unsat', ' 0.00s)']",[' 612.688s'], ,[' 156608343'],"[' 10027501 (Analyzed', ' 9825248)']","[' 20770    (Average', ' 473.05 Last', ' 54613)']",[' 9313.1  '],"[' 3535     (Average Length', ' 1844.89 Splits', ' 0)']","[' 9825248  (Deleted', ' 9701009)']","[' 616      (Ratio', '   0.01%)']","[' 17525    (Ratio', '   0.18%)']","[' 9825248  (Average Length', '   20.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9825248  (Average', ' 13.60 Max', ' 12299 Sum', ' 133668913)']","[' 9822376  (Average', ' 13.18 Max', ' 12299 Sum', ' 129485483 Ratio', '  96.87%)']","[' 2872     (Average', ' 1456.63 Max', ' 2769 Sum', ' 4183430 Ratio', '   3.13%)']", ,[' 334850  '],[' 17376   '],[' 308992  '],[' 141075  '],"[' 330790   (Atom=Atom', ' 92788 Body=Body', ' 64412 Other', ' 173590)']",[' Yes'],"[' 21748    (Eliminated', '    0 Frozen', ' 21748)']","[' 2358     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.05564'],[' 0'], ,[' 266.886'],[' 0'],[' 12.6827'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.45901e+08'],[' 2.0234e+08'],[' 0'],[' 1.43809e+10'],[' 0'],[' 0'],[' 1342 '],[' 1958 '],[' 2624 '],[' 3191 '],[' 3841 '],[' 4534 '],[' 5161 '],[' 5831 '],[' 6335 '],[' 9 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 8647+'],[' 4333'],"[' 615.684s (Solving', ' 563.94s 1st Model', ' 62.90s Unsat', ' 0.00s)']",[' 614.125s'], ,[' 161860359'],"[' 10062269 (Analyzed', ' 9762608)']","[' 21704    (Average', ' 449.81 Last', ' 40873)']",[' 9124.8  '],"[' 4333     (Average Length', ' 2146.18 Splits', ' 0)']","[' 9762608  (Deleted', ' 9608744)']","[' 792      (Ratio', '   0.01%)']","[' 19967    (Ratio', '   0.20%)']","[' 9762608  (Average Length', '   16.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9762608  (Average', ' 13.93 Max', ' 11836 Sum', ' 135996334)']","[' 9759548  (Average', ' 13.41 Max', ' 11836 Sum', ' 130874064 Ratio', '  96.23%)']","[' 3060     (Average', ' 1673.94 Max', ' 3295 Sum', ' 5122270 Ratio', '   3.77%)']", ,[' 333926  '],[' 17096   '],[' 308479  '],[' 140373  '],"[' 332501   (Atom=Atom', ' 93398 Body=Body', ' 64250 Other', ' 174853)']",[' Yes'],"[' 22250    (Eliminated', '    0 Frozen', ' 22250)']","[' 3746     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.62224'],[' 0'], ,[' 262.507'],[' 0'],[' 13.0272'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.60855e+08'],[' 2.18006e+08'],[' 0'],[' 1.50063e+10'],[' 0'],[' 0'],[' 944 '],[' 1665 '],[' 2267 '],[' 2827 '],[' 3638 '],[' 4178 '],[' 4867 '],[' 5409 '],[' 5884 '],[' 9 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 7035+'],[' 3527'],"[' 612.203s (Solving', ' 570.49s 1st Model', ' 51.52s Unsat', ' 0.00s)']",[' 610.375s'], ,[' 168455898'],"[' 10578381 (Analyzed', ' 10267453)']","[' 21952    (Average', ' 467.72 Last', ' 15123)']",[' 8855.8  '],"[' 3527     (Average Length', ' 1838.38 Splits', ' 0)']","[' 10267453 (Deleted', ' 10130425)']","[' 783      (Ratio', '   0.01%)']","[' 21142    (Ratio', '   0.21%)']","[' 10267453 (Average Length', '   19.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10267453 (Average', ' 14.33 Max', ' 12295 Sum', ' 147120132)']","[' 10264420 (Average', ' 13.91 Max', ' 12295 Sum', ' 142824140 Ratio', '  97.08%)']","[' 3033     (Average', ' 1416.42 Max', ' 2778 Sum', ' 4295992 Ratio', '   2.92%)']", ,[' 337415  '],[' 17571   '],[' 311076  '],[' 142928  '],"[' 333993   (Atom=Atom', ' 93594 Body=Body', ' 65033 Other', ' 175366)']",[' Yes'],"[' 21974    (Eliminated', '    0 Frozen', ' 21974)']","[' 3879     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.5883'],[' 0'], ,[' 298.332'],[' 0'],[' 13.1525'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.66853e+08'],[' 2.21883e+08'],[' 0'],[' 1.79499e+10'],[' 0'],[' 0'],[' 1051 '],[' 1821 '],[' 2615 '],[' 3099 '],[' 3647 '],[' 4435 '],[' 5146 '],[' 6096 '],[' 6295 '],[' 9 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 6655+'],[' 3337'],"[' 612.876s (Solving', ' 574.04s 1st Model', ' 49.94s Unsat', ' 0.00s)']",[' 611.078s'], ,[' 147751271'],"[' 11082619 (Analyzed', ' 10861414)']","[' 22668    (Average', ' 479.15 Last', ' 88577)']",[' 8458.2  '],"[' 3337     (Average Length', ' 1773.76 Splits', ' 0)']","[' 10861414 (Deleted', ' 10712148)']","[' 810      (Ratio', '   0.01%)']","[' 18521    (Ratio', '   0.17%)']","[' 10861414 (Average Length', '   18.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10861414 (Average', ' 11.89 Max', ' 12171 Sum', ' 129100190)']","[' 10858255 (Average', ' 11.48 Max', ' 12171 Sum', ' 124693082 Ratio', '  96.59%)']","[' 3159     (Average', ' 1395.10 Max', ' 2788 Sum', ' 4407108 Ratio', '   3.41%)']", ,[' 336011  '],[' 17434   '],[' 309564  '],[' 142083  '],"[' 331709   (Atom=Atom', ' 92938 Body=Body', ' 64684 Other', ' 174087)']",[' Yes'],"[' 21759    (Eliminated', '    0 Frozen', ' 21759)']","[' 3208     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.98051'],[' 0'], ,[' 319.901'],[' 0'],[' 12.9173'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.38172e+08'],[' 1.95961e+08'],[' 0'],[' 1.97836e+10'],[' 0'],[' 0'],[' 938 '],[' 1714 '],[' 2416 '],[' 2911 '],[' 3602 '],[' 4481 '],[' 5050 '],[' 5621 '],[' 6317 '],[' 9 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 7673+'],[' 3846'],"[' 613.650s (Solving', ' 568.00s 1st Model', ' 54.67s Unsat', ' 0.00s)']",[' 612.391s'], ,[' 146960461'],"[' 10709810 (Analyzed', ' 10374826)']","[' 22133    (Average', ' 468.75 Last', ' 98037)']",[' 9173.3  '],"[' 3846     (Average Length', ' 1947.97 Splits', ' 0)']","[' 10374826 (Deleted', ' 10253355)']","[' 877      (Ratio', '   0.01%)']","[' 15982    (Ratio', '   0.15%)']","[' 10374826 (Average Length', '   19.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10374826 (Average', ' 11.89 Max', ' 12179 Sum', ' 123401039)']","[' 10371475 (Average', ' 11.40 Max', ' 12179 Sum', ' 118306123 Ratio', '  95.87%)']","[' 3351     (Average', ' 1520.42 Max', ' 2988 Sum', ' 5094916 Ratio', '   4.13%)']", ,[' 334944  '],[' 17191   '],[' 308841  '],[' 141275  '],"[' 329717   (Atom=Atom', ' 92542 Body=Body', ' 63975 Other', ' 173200)']",[' Yes'],"[' 21772    (Eliminated', '    0 Frozen', ' 21772)']","[' 2819     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.45594'],[' 0'], ,[' 296.33'],[' 0'],[' 12.0453'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.33485e+08'],[' 1.89919e+08'],[' 0'],[' 1.82171e+10'],[' 0'],[' 0'],[' 1345 '],[' 1825 '],[' 2244 '],[' 3094 '],[' 3583 '],[' 4210 '],[' 4902 '],[' 5547 '],[' 6094 '],[' 9 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 7167+'],[' 3593'],"[' 612.764s (Solving', ' 571.87s 1st Model', ' 55.46s Unsat', ' 0.00s)']",[' 611.016s'], ,[' 154034290'],"[' 12301227 (Analyzed', ' 12084218)']","[' 24572    (Average', ' 491.79 Last', ' 123573)']",[' 9058.9  '],"[' 3593     (Average Length', ' 1851.48 Splits', ' 0)']","[' 12084218 (Deleted', ' 11935278)']","[' 642      (Ratio', '   0.01%)']","[' 14916    (Ratio', '   0.12%)']","[' 12084218 (Average Length', '   18.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12084218 (Average', ' 10.90 Max', ' 12734 Sum', ' 131770834)']","[' 12081362 (Average', ' 10.54 Max', ' 12734 Sum', ' 127356785 Ratio', '  96.65%)']","[' 2856     (Average', ' 1545.54 Max', ' 2815 Sum', ' 4414049 Ratio', '   3.35%)']", ,[' 335429  '],[' 17360   '],[' 309317  '],[' 141741  '],"[' 329297   (Atom=Atom', ' 92372 Body=Body', ' 64011 Other', ' 172914)']",[' Yes'],"[' 21635    (Eliminated', '    0 Frozen', ' 21635)']","[' 2478     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.54757'],[' 0'], ,[' 303.517'],[' 0'],[' 12.578'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.34362e+08'],[' 1.90355e+08'],[' 0'],[' 1.86642e+10'],[' 0'],[' 0'],[' 1104 '],[' 1784 '],[' 2383 '],[' 3034 '],[' 3714 '],[' 4228 '],[' 4903 '],[' 5847 '],[' 6024 '],[' 9 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 7553+'],[' 3786'],"[' 614.330s (Solving', ' 570.47s 1st Model', ' 53.04s Unsat', ' 0.00s)']",[' 612.281s'], ,[' 147166988'],"[' 10550748 (Analyzed', ' 10243809)']","[' 22535    (Average', ' 454.57 Last', ' 10902)']",[' 8956.9  '],"[' 3786     (Average Length', ' 1939.13 Splits', ' 0)']","[' 10243809 (Deleted', ' 10102141)']","[' 670      (Ratio', '   0.01%)']","[' 17317    (Ratio', '   0.17%)']","[' 10243809 (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10243809 (Average', ' 12.14 Max', ' 12399 Sum', ' 124329980)']","[' 10241000 (Average', ' 11.69 Max', ' 12399 Sum', ' 119790539 Ratio', '  96.35%)']","[' 2809     (Average', ' 1616.03 Max', ' 3016 Sum', ' 4539441 Ratio', '   3.65%)']", ,[' 333527  '],[' 17022   '],[' 307288  '],[' 139767  '],"[' 329792   (Atom=Atom', ' 92555 Body=Body', ' 64000 Other', ' 173237)']",[' Yes'],"[' 21838    (Eliminated', '    0 Frozen', ' 21838)']","[' 2987     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.13179'],[' 0'], ,[' 301.257'],[' 0'],[' 12.6098'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.33027e+08'],[' 1.92124e+08'],[' 0'],[' 1.79709e+10'],[' 0'],[' 0'],[' 959 '],[' 1526 '],[' 2249 '],[' 2877 '],[' 3471 '],[' 4055 '],[' 4796 '],[' 5551 '],[' 6002 '],[' 9 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 7065+'],[' 3542'],"[' 613.269s (Solving', ' 569.63s 1st Model', ' 53.36s Unsat', ' 0.00s)']",[' 611.656s'], ,[' 149944867'],"[' 9869227  (Analyzed', ' 9601846)']","[' 20444    (Average', ' 469.67 Last', ' 34342)']",[' 8741.1  '],"[' 3542     (Average Length', ' 1850.92 Splits', ' 0)']","[' 9601846  (Deleted', ' 9457102)']","[' 721      (Ratio', '   0.01%)']","[' 21386    (Ratio', '   0.22%)']","[' 9601846  (Average Length', '   19.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9601846  (Average', ' 13.49 Max', ' 12174 Sum', ' 129512071)']","[' 9598684  (Average', ' 12.99 Max', ' 12174 Sum', ' 124758789 Ratio', '  96.33%)']","[' 3162     (Average', ' 1503.25 Max', ' 2828 Sum', ' 4753282 Ratio', '   3.67%)']", ,[' 335614  '],[' 17539   '],[' 309718  '],[' 142130  '],"[' 332090   (Atom=Atom', ' 93080 Body=Body', ' 64637 Other', ' 174373)']",[' Yes'],"[' 21828    (Eliminated', '    0 Frozen', ' 21828)']","[' 3237     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.85281'],[' 0'], ,[' 305.398'],[' 0'],[' 13.1811'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.48471e+08'],[' 2.05717e+08'],[' 0'],[' 1.87775e+10'],[' 0'],[' 0'],[' 1092 '],[' 2006 '],[' 2495 '],[' 3045 '],[' 3393 '],[' 4211 '],[' 4920 '],[' 5461 '],[' 5886 '],[' 9 '],[' 0 ']
