Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 4215+'],[' 2115'],"[' 548.290s (Solving', ' 520.69s 1st Model', ' 31.91s Unsat', ' 0.00s)']",[' 544.313s'], ,[' 124419505'],"[' 9382120  (Analyzed', ' 8974505)']","[' 17871    (Average', ' 502.18 Last', ' 37227)']",[' 7293.3  '],"[' 2114     (Average Length', ' 1184.92 Splits', ' 0)']","[' 8974505  (Deleted', ' 8866284)']","[' 24       (Ratio', '   0.00%)']","[' 14009    (Ratio', '   0.16%)']","[' 8974505  (Average Length', '   22.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8974505  (Average', ' 12.68 Max', ' 11579 Sum', ' 113760686)']","[' 8971809  (Average', ' 12.32 Max', ' 10167 Sum', ' 110533053 Ratio', '  97.16%)']","[' 2696     (Average', ' 1197.19 Max', ' 1581 Sum', ' 3227633 Ratio', '   2.84%)']", ,[' 297200  '],[' 14357   '],[' 270143  '],[' 101919  '],"[' 267686   (Atom=Atom', ' 73565 Body=Body', ' 48911 Other', ' 145210)']",[' Yes'],"[' 17747    (Eliminated', '    0 Frozen', ' 17747)']","[' 2707     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.16527'],[' 0'], ,[' 314.992'],[' 0'],[' 11.8434'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.89841e+08'],[' 1.5111e+08'],[' 0'],[' 1.74284e+10'],[' 0'],[' 0'],[' 1148 '],[' 2554 '],[' 3318 '],[' 4042 '],[' 5021 '],[' 5990 '],[' 6581 '],[' 7 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 4731+'],[' 2373'],"[' 609.117s (Solving', ' 578.43s 1st Model', ' 34.67s Unsat', ' 0.00s)']",[' 606.719s'], ,[' 108084590'],"[' 11127637 (Analyzed', ' 10614972)']","[' 22575    (Average', ' 470.21 Last', ' 110419)']",[' 7634.6  '],"[' 2373     (Average Length', ' 1302.11 Splits', ' 0)']","[' 10614972 (Deleted', ' 10492827)']","[' 19       (Ratio', '   0.00%)']","[' 11633    (Ratio', '   0.11%)']","[' 10614972 (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10614972 (Average', '  9.02 Max', ' 11066 Sum', ' 95733842)']","[' 10612012 (Average', '  8.67 Max', ' 10145 Sum', ' 92003278 Ratio', '  96.10%)']","[' 2960     (Average', ' 1260.33 Max', ' 1777 Sum', ' 3730564 Ratio', '   3.90%)']", ,[' 299087  '],[' 14302   '],[' 271854  '],[' 102555  '],"[' 267437   (Atom=Atom', ' 73603 Body=Body', ' 48746 Other', ' 145088)']",[' Yes'],"[' 17886    (Eliminated', '    0 Frozen', ' 17886)']","[' 2230     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.88847'],[' 0'], ,[' 358.497'],[' 0'],[' 12.0066'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.67749e+08'],[' 1.30262e+08'],[' 0'],[' 2.00274e+10'],[' 0'],[' 0'],[' 957 '],[' 1986 '],[' 2844 '],[' 3714 '],[' 4440 '],[' 5168 '],[' 6098 '],[' 7 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 4623+'],[' 2319'],"[' 608.495s (Solving', ' 579.48s 1st Model', ' 33.43s Unsat', ' 0.00s)']",[' 606.547s'], ,[' 119339589'],"[' 11730634 (Analyzed', ' 11296331)']","[' 22824    (Average', ' 494.93 Last', ' 109862)']",[' 7988.3  '],"[' 2319     (Average Length', ' 1273.42 Splits', ' 0)']","[' 11296331 (Deleted', ' 11172069)']","[' 18       (Ratio', '   0.00%)']","[' 10632    (Ratio', '   0.09%)']","[' 11296331 (Average Length', '   20.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11296331 (Average', '  9.35 Max', ' 11100 Sum', ' 105670627)']","[' 11293712 (Average', '  9.10 Max', ' 10270 Sum', ' 102740746 Ratio', '  97.23%)']","[' 2619     (Average', ' 1118.70 Max', ' 1669 Sum', ' 2929881 Ratio', '   2.77%)']", ,[' 296771  '],[' 14050   '],[' 269986  '],[' 100942  '],"[' 263491   (Atom=Atom', ' 72541 Body=Body', ' 47990 Other', ' 142960)']",[' Yes'],"[' 17608    (Eliminated', '    0 Frozen', ' 17608)']","[' 1866     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.75077'],[' 0'], ,[' 365.054'],[' 0'],[' 11.5305'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.78842e+08'],[' 1.38414e+08'],[' 0'],[' 2.12291e+10'],[' 0'],[' 0'],[' 1319 '],[' 2317 '],[' 3366 '],[' 4067 '],[' 4541 '],[' 5583 '],[' 6583 '],[' 7 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 4779+'],[' 2397'],"[' 608.519s (Solving', ' 580.61s 1st Model', ' 38.60s Unsat', ' 0.00s)']",[' 607.266s'], ,[' 123111312'],"[' 11410860 (Analyzed', ' 10838925)']","[' 22282    (Average', ' 486.44 Last', ' 51431)']",[' 7915.3  '],"[' 2397     (Average Length', ' 1303.15 Splits', ' 0)']","[' 10838925 (Deleted', ' 10709108)']","[' 17       (Ratio', '   0.00%)']","[' 13580    (Ratio', '   0.13%)']","[' 10838925 (Average Length', '   18.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10838925 (Average', ' 10.07 Max', ' 11619 Sum', ' 109113518)']","[' 10836727 (Average', '  9.79 Max', ' 10662 Sum', ' 106163858 Ratio', '  97.30%)']","[' 2198     (Average', ' 1341.97 Max', ' 1744 Sum', ' 2949660 Ratio', '   2.70%)']", ,[' 297449  '],[' 13958   '],[' 269895  '],[' 101536  '],"[' 262170   (Atom=Atom', ' 72251 Body=Body', ' 47714 Other', ' 142205)']",[' Yes'],"[' 17565    (Eliminated', '    0 Frozen', ' 17565)']","[' 1942     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.45908'],[' 0'], ,[' 362.569'],[' 0'],[' 12.5789'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.871e+08'],[' 1.47886e+08'],[' 0'],[' 2.07188e+10'],[' 0'],[' 0'],[' 997 '],[' 1988 '],[' 2845 '],[' 3660 '],[' 4979 '],[' 5554 '],[' 5976 '],[' 7 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 4187+'],[' 2101'],"[' 607.763s (Solving', ' 582.84s 1st Model', ' 30.54s Unsat', ' 0.00s)']",[' 605.391s'], ,[' 107948911'],"[' 11733728 (Analyzed', ' 11138862)']","[' 23169    (Average', ' 480.77 Last', ' 44536)']",[' 7592.1  '],"[' 2101     (Average Length', ' 1164.23 Splits', ' 0)']","[' 11138862 (Deleted', ' 11015976)']","[' 18       (Ratio', '   0.00%)']","[' 11684    (Ratio', '   0.10%)']","[' 11138862 (Average Length', '   19.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11138862 (Average', '  8.63 Max', ' 10819 Sum', ' 96147452)']","[' 11136433 (Average', '  8.37 Max', ' 10819 Sum', ' 93282923 Ratio', '  97.02%)']","[' 2429     (Average', ' 1179.30 Max', ' 1605 Sum', ' 2864529 Ratio', '   2.98%)']", ,[' 297817  '],[' 14259   '],[' 270747  '],[' 101705  '],"[' 265840   (Atom=Atom', ' 73159 Body=Body', ' 48617 Other', ' 144064)']",[' Yes'],"[' 17647    (Eliminated', '    0 Frozen', ' 17647)']","[' 2031     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.81551'],[' 0'], ,[' 380.864'],[' 0'],[' 11.2803'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.65346e+08'],[' 1.2519e+08'],[' 0'],[' 2.1761e+10'],[' 0'],[' 0'],[' 1175 '],[' 1999 '],[' 3015 '],[' 3902 '],[' 4593 '],[' 5599 '],[' 6566 '],[' 7 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 4849+'],[' 2432'],"[' 608.912s (Solving', ' 579.10s 1st Model', ' 32.14s Unsat', ' 0.00s)']",[' 606.625s'], ,[' 109207028'],"[' 9980330  (Analyzed', ' 9502118)']","[' 19874    (Average', ' 478.12 Last', ' 102547)']",[' 7474.9  '],"[' 2432     (Average Length', ' 1310.69 Splits', ' 0)']","[' 9502118  (Deleted', ' 9384746)']","[' 20       (Ratio', '   0.00%)']","[' 13057    (Ratio', '   0.14%)']","[' 9502118  (Average Length', '   19.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9502118  (Average', ' 10.17 Max', ' 10785 Sum', ' 96678972)']","[' 9499342  (Average', '  9.81 Max', ' 9880 Sum', ' 93226068 Ratio', '  96.43%)']","[' 2776     (Average', ' 1243.84 Max', ' 1767 Sum', ' 3452904 Ratio', '   3.57%)']", ,[' 297961  '],[' 14002   '],[' 270280  '],[' 101937  '],"[' 262993   (Atom=Atom', ' 72462 Body=Body', ' 47846 Other', ' 142685)']",[' Yes'],"[' 17641    (Eliminated', '    0 Frozen', ' 17641)']","[' 2476     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.86001'],[' 0'], ,[' 365.645'],[' 0'],[' 12.7295'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.70288e+08'],[' 1.33876e+08'],[' 0'],[' 2.08684e+10'],[' 0'],[' 0'],[' 1151 '],[' 2207 '],[' 2836 '],[' 3622 '],[' 4489 '],[' 5425 '],[' 6241 '],[' 7 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 4917+'],[' 2466'],"[' 609.040s (Solving', ' 578.62s 1st Model', ' 38.86s Unsat', ' 0.00s)']",[' 606.000s'], ,[' 103991136'],"[' 11617450 (Analyzed', ' 10962232)']","[' 23328    (Average', ' 469.92 Last', ' 12109)']",[' 7953.2  '],"[' 2466     (Average Length', ' 1338.53 Splits', ' 0)']","[' 10962232 (Deleted', ' 10828549)']","[' 15       (Ratio', '   0.00%)']","[' 9886     (Ratio', '   0.09%)']","[' 10962232 (Average Length', '   19.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10962232 (Average', '  8.16 Max', ' 10721 Sum', ' 89462167)']","[' 10959915 (Average', '  7.89 Max', ' 10721 Sum', ' 86484376 Ratio', '  96.67%)']","[' 2317     (Average', ' 1285.19 Max', ' 1847 Sum', ' 2977791 Ratio', '   3.33%)']", ,[' 298031  '],[' 14035   '],[' 270721  '],[' 101838  '],"[' 263476   (Atom=Atom', ' 72628 Body=Body', ' 47945 Other', ' 142903)']",[' Yes'],"[' 17667    (Eliminated', '    0 Frozen', ' 17667)']","[' 1667     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.92842'],[' 0'], ,[' 355.278'],[' 0'],[' 10.8133'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.60024e+08'],[' 1.22437e+08'],[' 0'],[' 1.93251e+10'],[' 0'],[' 0'],[' 1227 '],[' 1927 '],[' 3009 '],[' 3740 '],[' 4434 '],[' 5234 '],[' 6147 '],[' 7 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 4359+'],[' 2187'],"[' 608.341s (Solving', ' 580.59s 1st Model', ' 36.34s Unsat', ' 0.00s)']",[' 605.375s'], ,[' 118995204'],"[' 11555601 (Analyzed', ' 11127920)']","[' 22876    (Average', ' 486.45 Last', ' 247450)']",[' 7953.9  '],"[' 2187     (Average Length', ' 1219.40 Splits', ' 0)']","[' 11127920 (Deleted', ' 10993878)']","[' 18       (Ratio', '   0.00%)']","[' 12397    (Ratio', '   0.11%)']","[' 11127920 (Average Length', '   18.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11127920 (Average', '  9.55 Max', ' 10338 Sum', ' 106287171)']","[' 11125357 (Average', '  9.28 Max', ' 10338 Sum', ' 103294497 Ratio', '  97.18%)']","[' 2563     (Average', ' 1167.64 Max', ' 1586 Sum', ' 2992674 Ratio', '   2.82%)']", ,[' 297178  '],[' 14160   '],[' 270067  '],[' 101466  '],"[' 264631   (Atom=Atom', ' 72849 Body=Body', ' 48320 Other', ' 143462)']",[' Yes'],"[' 17625    (Eliminated', '    0 Frozen', ' 17625)']","[' 2372     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.44893'],[' 0'], ,[' 361.496'],[' 0'],[' 12.2109'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.82424e+08'],[' 1.42756e+08'],[' 0'],[' 1.97838e+10'],[' 0'],[' 0'],[' 1110 '],[' 2181 '],[' 2967 '],[' 3688 '],[' 4621 '],[' 5604 '],[' 6407 '],[' 7 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 4727+'],[' 2371'],"[' 608.409s (Solving', ' 580.77s 1st Model', ' 33.32s Unsat', ' 0.00s)']",[' 605.938s'], ,[' 113476900'],"[' 11237678 (Analyzed', ' 10758993)']","[' 22455    (Average', ' 479.14 Last', ' 52514)']",[' 7383.8  '],"[' 2371     (Average Length', ' 1292.39 Splits', ' 0)']","[' 10758993 (Deleted', ' 10631034)']","[' 23       (Ratio', '   0.00%)']","[' 12597    (Ratio', '   0.12%)']","[' 10758993 (Average Length', '   18.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10758993 (Average', '  9.39 Max', ' 11099 Sum', ' 101048820)']","[' 10756515 (Average', '  9.11 Max', ' 10184 Sum', ' 97981141 Ratio', '  96.96%)']","[' 2478     (Average', ' 1237.97 Max', ' 1772 Sum', ' 3067679 Ratio', '   3.04%)']", ,[' 298868  '],[' 14007   '],[' 270955  '],[' 102156  '],"[' 262919   (Atom=Atom', ' 72421 Body=Body', ' 47861 Other', ' 142637)']",[' Yes'],"[' 17597    (Eliminated', '    0 Frozen', ' 17597)']","[' 2572     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.3575'],[' 0'], ,[' 367.979'],[' 0'],[' 11.7888'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.75926e+08'],[' 1.36551e+08'],[' 0'],[' 2.09101e+10'],[' 0'],[' 0'],[' 976 '],[' 1916 '],[' 2737 '],[' 3674 '],[' 4390 '],[' 5288 '],[' 6017 '],[' 7 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 4211+'],[' 2113'],"[' 607.944s (Solving', ' 581.87s 1st Model', ' 32.59s Unsat', ' 0.00s)']",[' 605.797s'], ,[' 121180915'],"[' 11088050 (Analyzed', ' 10671322)']","[' 21541    (Average', ' 495.40 Last', ' 118650)']",[' 7865.2  '],"[' 2113     (Average Length', ' 1176.72 Splits', ' 0)']","[' 10671322 (Deleted', ' 10549210)']","[' 27       (Ratio', '   0.00%)']","[' 13150    (Ratio', '   0.12%)']","[' 10671322 (Average Length', '   22.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10671322 (Average', ' 10.21 Max', ' 10676 Sum', ' 108965093)']","[' 10668760 (Average', '  9.94 Max', ' 10676 Sum', ' 106058689 Ratio', '  97.33%)']","[' 2562     (Average', ' 1134.43 Max', ' 1578 Sum', ' 2906404 Ratio', '   2.67%)']", ,[' 297628  '],[' 14476   '],[' 270976  '],[' 102098  '],"[' 269178   (Atom=Atom', ' 74039 Body=Body', ' 49268 Other', ' 145871)']",[' Yes'],"[' 17855    (Eliminated', '    0 Frozen', ' 17855)']","[' 2430     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.07591'],[' 0'], ,[' 373.756'],[' 0'],[' 12.8207'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.83208e+08'],[' 1.44119e+08'],[' 0'],[' 2.24429e+10'],[' 0'],[' 0'],[' 1264 '],[' 2267 '],[' 3083 '],[' 3932 '],[' 4504 '],[' 5359 '],[' 6193 '],[' 7 '],[' 0 ']
