Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1327'],[' 673'],"[' 34.181s (Solving', ' 27.65s 1st Model', ' 2.50s Unsat', ' 13.68s)']",[' 33.797s'], ,[' 2126514 '],"[' 578247   (Analyzed', ' 252732)']","[' 1188     (Average', ' 212.74 Last', ' 335)']",[' 1765.9  '],"[' 673      (Average Length', ' 323.05 Splits', ' 0)']","[' 252732   (Deleted', ' 239485)']","[' 70       (Ratio', '   0.03%)']","[' 912      (Ratio', '   0.36%)']","[' 252732   (Average Length', '    9.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 252732   (Average', '  3.33 Max', ' 2381 Sum', ' 841657)']","[' 252639   (Average', '  3.30 Max', ' 2381 Sum', ' 835129 Ratio', '  99.22%)']","[' 93       (Average', ' 70.19 Max', ' 563 Sum', '   6528 Ratio', '   0.78%)']", ,[' 96205   '],[' 3486    '],[' 95846   '],[' 54660   '],"[' 163976   (Atom=Atom', ' 52172 Body=Body', ' 28936 Other', ' 82868)']",[' Yes'],"[' 4127     (Eliminated', '    0 Frozen', ' 4127)']","[' 4        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.55176'],[' 0'], ,[' 18.9508'],[' 0'],[' 0.359991'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.64378e+07'],[' 1.4906e+07'],[' 0'],[' 1.66522e+09'],[' 0'],[' 0'],[' 524 '],[' 858 '],[' 1329 '],[' 1696 '],[' 2096 '],[' 2569 '],[' 2940 '],[' 3368 '],[' 3915 '],[' 0 '],[' 9 ']
Solving...,TA62, , ,[' 1713'],[' 866'],"[' 21.935s (Solving', ' 14.91s 1st Model', ' 3.22s Unsat', ' 2.06s)']",[' 21.438s'], ,[' 2249390 '],"[' 190859   (Analyzed', ' 117096)']","[' 609      (Average', ' 192.28 Last', ' 152)']",[' 1805.5  '],"[' 866      (Average Length', ' 405.81 Splits', ' 0)']","[' 117096   (Deleted', ' 105603)']","[' 84       (Ratio', '   0.07%)']","[' 720      (Ratio', '   0.61%)']","[' 117096   (Average Length', '    8.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 117096   (Average', '  8.33 Max', ' 2385 Sum', ' 975111)']","[' 117001   (Average', '  8.31 Max', ' 2385 Sum', ' 973168 Ratio', '  99.80%)']","[' 95       (Average', ' 20.45 Max', ' 169 Sum', '   1943 Ratio', '   0.20%)']", ,[' 96503   '],[' 3465    '],[' 96310   '],[' 54606   '],"[' 163814   (Atom=Atom', ' 52139 Body=Body', ' 28915 Other', ' 82760)']",[' Yes'],"[' 4272     (Eliminated', '    0 Frozen', ' 4272)']","[' 6        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.89182'],[' 0'], ,[' 5.44351'],[' 0'],[' 0.215885'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.87114e+07'],[' 1.76264e+07'],[' 0'],[' 1.67081e+08'],[' 0'],[' 0'],[' 515 '],[' 843 '],[' 1286 '],[' 1644 '],[' 2053 '],[' 2340 '],[' 2746 '],[' 3189 '],[' 4090 '],[' 0 '],[' 9 ']
Solving...,TA63, , ,[' 1383'],[' 701'],"[' 22.854s (Solving', ' 16.20s 1st Model', ' 2.27s Unsat', ' 0.95s)']",[' 22.734s'], ,[' 1851451 '],"[' 379319   (Analyzed', ' 52923)']","[' 806      (Average', ' 65.66 Last', ' 1603)']",[' 1689.1  '],"[' 701      (Average Length', ' 334.26 Splits', ' 0)']","[' 52923    (Deleted', ' 51045)']","[' 61       (Ratio', '   0.12%)']","[' 513      (Ratio', '   0.97%)']","[' 52923    (Average Length', '    8.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 52923    (Average', ' 11.29 Max', ' 1836 Sum', ' 597630)']","[' 52843    (Average', ' 11.07 Max', ' 1836 Sum', ' 585650 Ratio', '  98.00%)']","[' 80       (Average', ' 149.75 Max', ' 586 Sum', '  11980 Ratio', '   2.00%)']", ,[' 96599   '],[' 3508    '],[' 96269   '],[' 54924   '],"[' 164768   (Atom=Atom', ' 52414 Body=Body', ' 28958 Other', ' 83396)']",[' Yes'],"[' 4178     (Eliminated', '    0 Frozen', ' 4178)']","[' 3        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.51238'],[' 0'], ,[' 9.46028'],[' 0'],[' 0.186632'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.52578e+07'],[' 1.42336e+07'],[' 0'],[' 5.45755e+08'],[' 0'],[' 0'],[' 521 '],[' 847 '],[' 1251 '],[' 1634 '],[' 2040 '],[' 2515 '],[' 2852 '],[' 3234 '],[' 3823 '],[' 0 '],[' 9 ']
Solving...,TA64, , ,[' 1661'],[' 840'],"[' 22.064s (Solving', ' 13.58s 1st Model', ' 3.22s Unsat', ' 1.62s)']",[' 21.641s'], ,[' 2292163 '],"[' 99516    (Analyzed', ' 55978)']","[' 409      (Average', ' 136.87 Last', ' 336)']",[' 1846.3  '],"[' 840      (Average Length', ' 403.48 Splits', ' 0)']","[' 55978    (Deleted', ' 45797)']","[' 85       (Ratio', '   0.15%)']","[' 750      (Ratio', '   1.34%)']","[' 55978    (Average Length', '    8.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 55978    (Average', ' 18.76 Max', ' 2409 Sum', ' 1050040)']","[' 55884    (Average', ' 18.72 Max', ' 2409 Sum', ' 1048081 Ratio', '  99.81%)']","[' 94       (Average', ' 20.84 Max', ' 264 Sum', '   1959 Ratio', '   0.19%)']", ,[' 96903   '],[' 3512    '],[' 96704   '],[' 55087   '],"[' 165257   (Atom=Atom', ' 52573 Body=Body', ' 28962 Other', ' 83722)']",[' Yes'],"[' 4313     (Eliminated', '    0 Frozen', ' 4313)']","[' 2        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.85166'],[' 0'], ,[' 5.35686'],[' 0'],[' 0.221338'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.95441e+07'],[' 1.86354e+07'],[' 0'],[' 2.07392e+08'],[' 0'],[' 0'],[' 515 '],[' 817 '],[' 1163 '],[' 1561 '],[' 1941 '],[' 2247 '],[' 2614 '],[' 2942 '],[' 3423 '],[' 0 '],[' 9 ']
Solving...,TA65, , ,[' 1299'],[' 659'],"[' 17.354s (Solving', ' 11.57s 1st Model', ' 2.76s Unsat', ' 1.96s)']",[' 17.234s'], ,[' 1757167 '],"[' 64094    (Analyzed', ' 41107)']","[' 273      (Average', ' 150.58 Last', ' 1879)']",[' 1693.1  '],"[' 659      (Average Length', ' 315.99 Splits', ' 0)']","[' 41107    (Deleted', ' 32198)']","[' 78       (Ratio', '   0.19%)']","[' 675      (Ratio', '   1.64%)']","[' 41107    (Average Length', '    7.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 41107    (Average', ' 20.50 Max', ' 2369 Sum', ' 842632)']","[' 41000    (Average', ' 20.39 Max', ' 2369 Sum', ' 838077 Ratio', '  99.46%)']","[' 107      (Average', ' 42.57 Max', ' 242 Sum', '   4555 Ratio', '   0.54%)']", ,[' 96246   '],[' 3499    '],[' 95878   '],[' 54551   '],"[' 163649   (Atom=Atom', ' 52050 Body=Body', ' 28949 Other', ' 82650)']",[' Yes'],"[' 4131     (Eliminated', '    0 Frozen', ' 4131)']","[' 8        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.50329'],[' 0'], ,[' 4.78039'],[' 0'],[' 0.183162'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.42924e+07'],[' 1.36176e+07'],[' 0'],[' 2.23788e+08'],[' 0'],[' 0'],[' 501 '],[' 795 '],[' 1208 '],[' 1542 '],[' 1905 '],[' 2318 '],[' 2674 '],[' 3102 '],[' 3779 '],[' 0 '],[' 9 ']
Solving...,TA66, , ,[' 1637'],[' 828'],"[' 40.483s (Solving', ' 33.29s 1st Model', ' 3.18s Unsat', ' 21.54s)']",[' 40.344s'], ,[' 2683027 '],"[' 300585   (Analyzed', ' 271157)']","[' 882      (Average', ' 307.43 Last', ' 1082)']",[' 1907.4  '],"[' 828      (Average Length', ' 395.50 Splits', ' 0)']","[' 271157   (Deleted', ' 255475)']","[' 81       (Ratio', '   0.03%)']","[' 889      (Ratio', '   0.33%)']","[' 271157   (Average Length', '    9.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 271157   (Average', '  5.26 Max', ' 2460 Sum', ' 1424982)']","[' 271010   (Average', '  5.20 Max', ' 2460 Sum', ' 1409934 Ratio', '  98.94%)']","[' 147      (Average', ' 102.37 Max', ' 691 Sum', '  15048 Ratio', '   1.06%)']", ,[' 97474   '],[' 3613    '],[' 97263   '],[' 55772   '],"[' 167312   (Atom=Atom', ' 53157 Body=Body', ' 29063 Other', ' 85092)']",[' Yes'],"[' 4402     (Eliminated', '    0 Frozen', ' 4402)']","[' 15       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.83143'],[' 0'], ,[' 22.6898'],[' 0'],[' 0.497421'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.0683e+07'],[' 1.92655e+07'],[' 0'],[' 1.99927e+09'],[' 0'],[' 0'],[' 504 '],[' 962 '],[' 1347 '],[' 1741 '],[' 2171 '],[' 2520 '],[' 2986 '],[' 3376 '],[' 4098 '],[' 0 '],[' 9 ']
Solving...,TA67, , ,[' 1479'],[' 749'],"[' 24.349s (Solving', ' 18.31s 1st Model', ' 2.53s Unsat', ' 8.54s)']",[' 24.016s'], ,[' 2558412 '],"[' 520648   (Analyzed', ' 502322)']","[' 1313     (Average', ' 382.58 Last', ' 1118)']",[' 1716.8  '],"[' 749      (Average Length', ' 360.70 Splits', ' 0)']","[' 502322   (Deleted', ' 487447)']","[' 82       (Ratio', '   0.02%)']","[' 800      (Ratio', '   0.16%)']","[' 502322   (Average Length', '    9.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 502322   (Average', '  3.05 Max', ' 2377 Sum', ' 1532989)']","[' 502179   (Average', '  3.04 Max', ' 2377 Sum', ' 1524705 Ratio', '  99.46%)']","[' 143      (Average', ' 57.93 Max', ' 419 Sum', '   8284 Ratio', '   0.54%)']", ,[' 97281   '],[' 3552    '],[' 96998   '],[' 55126   '],"[' 165374   (Atom=Atom', ' 52572 Body=Body', ' 29002 Other', ' 83800)']",[' Yes'],"[' 4269     (Eliminated', '    0 Frozen', ' 4269)']","[' 10       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.59867'],[' 0'], ,[' 7.93626'],[' 0'],[' 0.311198'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.72374e+07'],[' 1.54063e+07'],[' 0'],[' 3.38443e+08'],[' 0'],[' 0'],[' 528 '],[' 949 '],[' 1258 '],[' 1633 '],[' 2118 '],[' 2470 '],[' 2799 '],[' 3226 '],[' 3951 '],[' 0 '],[' 9 ']
Solving...,TA68, , ,[' 1371'],[' 695'],"[' 52.362s (Solving', ' 46.18s 1st Model', ' 4.88s Unsat', ' 32.09s)']",[' 51.922s'], ,[' 2318324 '],"[' 578870   (Analyzed', ' 340045)']","[' 1434     (Average', ' 237.13 Last', ' 28908)']",[' 1758.7  '],"[' 695      (Average Length', ' 332.10 Splits', ' 0)']","[' 340045   (Deleted', ' 327801)']","[' 68       (Ratio', '   0.02%)']","[' 871      (Ratio', '   0.26%)']","[' 340045   (Average Length', '    9.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 340045   (Average', '  3.23 Max', ' 2371 Sum', ' 1099455)']","[' 339962   (Average', '  3.21 Max', ' 2371 Sum', ' 1092580 Ratio', '  99.37%)']","[' 83       (Average', ' 82.83 Max', ' 573 Sum', '   6875 Ratio', '   0.63%)']", ,[' 96593   '],[' 3492    '],[' 96258   '],[' 54818   '],"[' 164450   (Atom=Atom', ' 52324 Body=Body', ' 28942 Other', ' 83184)']",[' Yes'],"[' 4157     (Eliminated', '    0 Frozen', ' 4157)']","[' 7        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.49737'],[' 0'], ,[' 36.3543'],[' 0'],[' 0.662412'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.70883e+07'],[' 1.54485e+07'],[' 0'],[' 3.96247e+09'],[' 0'],[' 0'],[' 534 '],[' 825 '],[' 1223 '],[' 1550 '],[' 1932 '],[' 2382 '],[' 2741 '],[' 3131 '],[' 3845 '],[' 0 '],[' 9 ']
Solving...,TA69, , ,[' 1485'],[' 752'],"[' 132.006s (Solving', ' 125.01s 1st Model', ' 2.69s Unsat', ' 3.99s)']",[' 131.078s'], ,[' 10507206'],"[' 6607836  (Analyzed', ' 6575061)']","[' 13077    (Average', ' 502.80 Last', ' 15311)']",[' 1753.7  '],"[' 752      (Average Length', ' 355.67 Splits', ' 0)']","[' 6575061  (Deleted', ' 6462792)']","[' 56       (Ratio', '   0.00%)']","[' 859      (Ratio', '   0.01%)']","[' 6575061  (Average Length', '   11.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6575061  (Average', '  1.41 Max', ' 2389 Sum', ' 9262941)']","[' 6574918  (Average', '  1.41 Max', ' 2389 Sum', ' 9246486 Ratio', '  99.82%)']","[' 143      (Average', ' 115.07 Max', ' 1526 Sum', '  16455 Ratio', '   0.18%)']", ,[' 96989   '],[' 3570    '],[' 96697   '],[' 54999   '],"[' 164993   (Atom=Atom', ' 52427 Body=Body', ' 29020 Other', ' 83546)']",[' Yes'],"[' 4278     (Eliminated', '    0 Frozen', ' 4278)']","[' 81       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.79817'],[' 0'], ,[' 65.4856'],[' 0'],[' 2.10659'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.9517e+07'],[' 2.39434e+07'],[' 0'],[' 3.04047e+09'],[' 0'],[' 0'],[' 739 '],[' 1035 '],[' 1555 '],[' 1987 '],[' 2451 '],[' 2806 '],[' 3201 '],[' 3675 '],[' 4481 '],[' 1 '],[' 8 ']
Solving...,TA70, , ,[' 1723'],[' 871'],"[' 22.675s (Solving', ' 15.20s 1st Model', ' 3.29s Unsat', ' 2.68s)']",[' 22.406s'], ,[' 2352750 '],"[' 170703   (Analyzed', ' 138516)']","[' 518      (Average', ' 267.41 Last', ' 436)']",[' 1890.4  '],"[' 871      (Average Length', ' 410.81 Splits', ' 0)']","[' 138516   (Deleted', ' 128760)']","[' 82       (Ratio', '   0.06%)']","[' 636      (Ratio', '   0.46%)']","[' 138516   (Average Length', '    9.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 138516   (Average', '  7.54 Max', ' 2463 Sum', ' 1044257)']","[' 138426   (Average', '  7.52 Max', ' 2463 Sum', ' 1042294 Ratio', '  99.81%)']","[' 90       (Average', ' 21.81 Max', ' 143 Sum', '   1963 Ratio', '   0.19%)']", ,[' 98120   '],[' 3585    '],[' 97942   '],[' 56125   '],"[' 168371   (Atom=Atom', ' 53538 Body=Body', ' 29035 Other', ' 85798)']",[' Yes'],"[' 4407     (Eliminated', '    0 Frozen', ' 4407)']","[' 2        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.94308'],[' 0'], ,[' 5.46735'],[' 0'],[' 0.234379'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.93382e+07'],[' 1.82652e+07'],[' 0'],[' 1.35454e+08'],[' 0'],[' 0'],[' 626 '],[' 1053 '],[' 1543 '],[' 2026 '],[' 2418 '],[' 2900 '],[' 3405 '],[' 4012 '],[' 4779 '],[' 0 '],[' 9 ']
