Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , , ,[' 1'],[' 3459+'],[' 1734'],"[' 602.155s (Solving', ' 593.85s 1st Model', ' 9.92s Unsat', ' 0.00s)']",[' 600.781s'], ,[' 93036009'],"[' 16884935 (Analyzed', ' 16601025)']","[' 30704    (Average', ' 540.68 Last', ' 188263)']",[' 3574.3  '],"[' 1734     (Average Length', ' 932.97 Splits', ' 0)']","[' 16601025 (Deleted', ' 16436475)']","[' 68       (Ratio', '   0.00%)']","[' 10997    (Ratio', '   0.07%)']","[' 16601025 (Average Length', '   14.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16601025 (Average', '  5.32 Max', ' 4240 Sum', ' 88282550)']","[' 16600300 (Average', '  5.27 Max', ' 4208 Sum', ' 87511715 Ratio', '  99.13%)']","[' 725      (Average', ' 1063.22 Max', ' 1249 Sum', ' 770835 Ratio', '   0.87%)']", ,[' 108291  '],[' 5993    '],[' 99595   '],[' 42663   '],"[' 118248   (Atom=Atom', ' 31969 Body=Body', ' 20789 Other', ' 65490)']",[' Yes'],"[' 8032     (Eliminated', '    0 Frozen', ' 8032)']","[' 1945     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.85331'],[' 0'], ,[' 415.64'],[' 0'],[' 13.5084'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.15781e+08'],[' 1.46551e+08'],[' 0'],[' 2.6362e+10'],[' 0'],[' 0'],[' 981 '],[' 1862 '],[' 2791 '],[' 3622 '],[' 4 '],[' 0 ']
Solving...,TA62, , , ,[' 1'],[' 3519+'],[' 1764'],"[' 602.239s (Solving', ' 593.37s 1st Model', ' 14.55s Unsat', ' 0.00s)']",[' 599.891s'], ,[' 149825587'],"[' 13245639 (Analyzed', ' 13011182)']","[' 25253    (Average', ' 515.23 Last', ' 35081)']",[' 3560.0  '],"[' 1764     (Average Length', ' 957.79 Splits', ' 0)']","[' 13011182 (Deleted', ' 12874288)']","[' 135      (Ratio', '   0.00%)']","[' 20607    (Ratio', '   0.16%)']","[' 13011182 (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13011182 (Average', ' 11.15 Max', ' 4817 Sum', ' 145095869)']","[' 13010475 (Average', ' 11.09 Max', ' 3798 Sum', ' 144349317 Ratio', '  99.49%)']","[' 707      (Average', ' 1055.94 Max', ' 1279 Sum', ' 746552 Ratio', '   0.51%)']", ,[' 109222  '],[' 6152    '],[' 100484  '],[' 43451   '],"[' 120759   (Atom=Atom', ' 32635 Body=Body', ' 21266 Other', ' 66858)']",[' Yes'],"[' 8250     (Eliminated', '    0 Frozen', ' 8250)']","[' 3366     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.95717'],[' 0'], ,[' 386.9'],[' 0'],[' 15.1406'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.61043e+08'],[' 2.78142e+08'],[' 0'],[' 2.20789e+10'],[' 0'],[' 0'],[' 971 '],[' 2021 '],[' 2829 '],[' 3586 '],[' 4 '],[' 0 ']
Solving...,TA63, , , ,[' 1'],[' 3279+'],[' 1644'],"[' 602.228s (Solving', ' 594.32s 1st Model', ' 10.86s Unsat', ' 0.00s)']",[' 600.453s'], ,[' 129612561'],"[' 15821927 (Analyzed', ' 15575085)']","[' 29755    (Average', ' 523.44 Last', ' 5426)']",[' 3316.2  '],"[' 1644     (Average Length', ' 904.46 Splits', ' 0)']","[' 15575085 (Deleted', ' 15409007)']","[' 167      (Ratio', '   0.00%)']","[' 17101    (Ratio', '   0.11%)']","[' 15575085 (Average Length', '   15.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15575085 (Average', '  8.05 Max', ' 4466 Sum', ' 125403776)']","[' 15574416 (Average', '  8.01 Max', ' 3702 Sum', ' 124716287 Ratio', '  99.45%)']","[' 669      (Average', ' 1027.64 Max', ' 1210 Sum', ' 687489 Ratio', '   0.55%)']", ,[' 108041  '],[' 6027    '],[' 99388   '],[' 42635   '],"[' 118441   (Atom=Atom', ' 32015 Body=Body', ' 20891 Other', ' 65535)']",[' Yes'],"[' 8001     (Eliminated', '    0 Frozen', ' 8001)']","[' 3139     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.75203'],[' 0'], ,[' 395.589'],[' 0'],[' 13.4561'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.07498e+08'],[' 2.27191e+08'],[' 0'],[' 2.31935e+10'],[' 0'],[' 0'],[' 1002 '],[' 1801 '],[' 2567 '],[' 3487 '],[' 4 '],[' 0 ']
Solving...,TA64, , , ,[' 1'],[' 3611+'],[' 1810'],"[' 602.327s (Solving', ' 593.25s 1st Model', ' 11.57s Unsat', ' 0.00s)']",[' 600.547s'], ,[' 98080133'],"[' 20521491 (Analyzed', ' 20097413)']","[' 36833    (Average', ' 545.64 Last', ' 9191)']",[' 3753.1  '],"[' 1810     (Average Length', ' 973.16 Splits', ' 0)']","[' 20097413 (Deleted', ' 19875931)']","[' 93       (Ratio', '   0.00%)']","[' 11996    (Ratio', '   0.06%)']","[' 20097413 (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20097413 (Average', '  4.61 Max', ' 4034 Sum', ' 92687955)']","[' 20096684 (Average', '  4.57 Max', ' 4034 Sum', ' 91938991 Ratio', '  99.19%)']","[' 729      (Average', ' 1027.39 Max', ' 1244 Sum', ' 748964 Ratio', '   0.81%)']", ,[' 108041  '],[' 6064    '],[' 99687   '],[' 42640   '],"[' 119626   (Atom=Atom', ' 32329 Body=Body', ' 21002 Other', ' 66295)']",[' Yes'],"[' 8141     (Eliminated', '    0 Frozen', ' 8141)']","[' 2276     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.01777'],[' 0'], ,[' 396.14'],[' 0'],[' 10.6549'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.11426e+08'],[' 1.4255e+08'],[' 0'],[' 2.44894e+10'],[' 0'],[' 0'],[' 1263 '],[' 1975 '],[' 2652 '],[' 3310 '],[' 4 '],[' 0 ']
Solving...,TA65, , , ,[' 1'],[' 3423+'],[' 1716'],"[' 602.163s (Solving', ' 593.99s 1st Model', ' 10.02s Unsat', ' 0.00s)']",[' 601.234s'], ,[' 123137760'],"[' 14903871 (Analyzed', ' 14569149)']","[' 27622    (Average', ' 527.45 Last', ' 6805)']",[' 3410.4  '],"[' 1716     (Average Length', ' 950.33 Splits', ' 0)']","[' 14569149 (Deleted', ' 14413551)']","[' 129      (Ratio', '   0.00%)']","[' 18386    (Ratio', '   0.13%)']","[' 14569149 (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14569149 (Average', '  8.15 Max', ' 4307 Sum', ' 118665915)']","[' 14568424 (Average', '  8.09 Max', ' 3786 Sum', ' 117893794 Ratio', '  99.35%)']","[' 725      (Average', ' 1064.99 Max', ' 1301 Sum', ' 772121 Ratio', '   0.65%)']", ,[' 109386  '],[' 6191    '],[' 100676  '],[' 43500   '],"[' 121150   (Atom=Atom', ' 32743 Body=Body', ' 21383 Other', ' 67024)']",[' Yes'],"[' 8235     (Eliminated', '    0 Frozen', ' 8235)']","[' 3335     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.82888'],[' 0'], ,[' 406.831'],[' 0'],[' 15.2111'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.76059e+08'],[' 2.07833e+08'],[' 0'],[' 2.56394e+10'],[' 0'],[' 0'],[' 952 '],[' 1771 '],[' 2691 '],[' 3633 '],[' 4 '],[' 0 ']
Solving...,TA66, , , ,[' 1'],[' 3883+'],[' 1946'],"[' 602.359s (Solving', ' 592.77s 1st Model', ' 15.31s Unsat', ' 0.00s)']",[' 600.875s'], ,[' 132187084'],"[' 13754806 (Analyzed', ' 13383676)']","[' 25181    (Average', ' 531.50 Last', ' 176808)']",[' 3534.8  '],"[' 1946     (Average Length', ' 1041.13 Splits', ' 0)']","[' 13383676 (Deleted', ' 13245169)']","[' 131      (Ratio', '   0.00%)']","[' 17098    (Ratio', '   0.13%)']","[' 13383676 (Average Length', '   15.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13383676 (Average', '  9.49 Max', ' 3843 Sum', ' 127068979)']","[' 13382997 (Average', '  9.44 Max', ' 3843 Sum', ' 126297641 Ratio', '  99.39%)']","[' 679      (Average', ' 1135.99 Max', ' 1368 Sum', ' 771338 Ratio', '   0.61%)']", ,[' 108634  '],[' 6035    '],[' 100184  '],[' 43018   '],"[' 119509   (Atom=Atom', ' 32349 Body=Body', ' 20915 Other', ' 66245)']",[' Yes'],"[' 8281     (Eliminated', '    0 Frozen', ' 8281)']","[' 3338     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.14586'],[' 0'], ,[' 389.927'],[' 0'],[' 14.5474'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.33923e+08'],[' 2.49743e+08'],[' 0'],[' 2.38605e+10'],[' 0'],[' 0'],[' 976 '],[' 1773 '],[' 2839 '],[' 3728 '],[' 4 '],[' 0 ']
Solving...,TA67, , , ,[' 1'],[' 3659+'],[' 1834'],"[' 602.379s (Solving', ' 593.24s 1st Model', ' 10.38s Unsat', ' 0.00s)']",[' 600.609s'], ,[' 108352158'],"[' 15386309 (Analyzed', ' 15059931)']","[' 27828    (Average', ' 541.18 Last', ' 253667)']",[' 3644.7  '],"[' 1834     (Average Length', ' 968.23 Splits', ' 0)']","[' 15059931 (Deleted', ' 14894653)']","[' 108      (Ratio', '   0.00%)']","[' 15514    (Ratio', '   0.10%)']","[' 15059931 (Average Length', '   15.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15059931 (Average', '  6.86 Max', ' 4879 Sum', ' 103290668)']","[' 15059223 (Average', '  6.81 Max', ' 3928 Sum', ' 102550251 Ratio', '  99.28%)']","[' 708      (Average', ' 1045.79 Max', ' 1224 Sum', ' 740417 Ratio', '   0.72%)']", ,[' 108280  '],[' 6090    '],[' 99986   '],[' 42773   '],"[' 119948   (Atom=Atom', ' 32457 Body=Body', ' 21080 Other', ' 66411)']",[' Yes'],"[' 8197     (Eliminated', '    0 Frozen', ' 8197)']","[' 2944     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.05894'],[' 0'], ,[' 408.225'],[' 0'],[' 13.8858'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.35406e+08'],[' 1.7088e+08'],[' 0'],[' 2.52986e+10'],[' 0'],[' 0'],[' 1152 '],[' 2092 '],[' 2727 '],[' 3511 '],[' 4 '],[' 0 ']
Solving...,TA68, , , ,[' 1'],[' 3665+'],[' 1837'],"[' 602.303s (Solving', ' 593.27s 1st Model', ' 14.88s Unsat', ' 0.00s)']",[' 600.031s'], ,[' 115964766'],"[' 16415005 (Analyzed', ' 15982132)']","[' 31396    (Average', ' 509.05 Last', ' 42884)']",[' 3674.6  '],"[' 1837     (Average Length', ' 979.86 Splits', ' 0)']","[' 15982132 (Deleted', ' 15790449)']","[' 115      (Ratio', '   0.00%)']","[' 15536    (Ratio', '   0.10%)']","[' 15982132 (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15982132 (Average', '  6.92 Max', ' 3881 Sum', ' 110620001)']","[' 15981484 (Average', '  6.88 Max', ' 3881 Sum', ' 109949493 Ratio', '  99.39%)']","[' 648      (Average', ' 1034.73 Max', ' 1252 Sum', ' 670508 Ratio', '   0.61%)']", ,[' 107873  '],[' 5978    '],[' 99437   '],[' 42503   '],"[' 118320   (Atom=Atom', ' 32012 Body=Body', ' 20744 Other', ' 65564)']",[' Yes'],"[' 8102     (Eliminated', '    0 Frozen', ' 8102)']","[' 2541     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.03679'],[' 0'], ,[' 406.364'],[' 0'],[' 14.0016'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.41839e+08'],[' 1.7704e+08'],[' 0'],[' 2.42e+10'],[' 0'],[' 0'],[' 1045 '],[' 1778 '],[' 2526 '],[' 3294 '],[' 4 '],[' 0 ']
Solving...,TA69, , , ,[' 1'],[' 3251+'],[' 1630'],"[' 602.139s (Solving', ' 593.76s 1st Model', ' 10.69s Unsat', ' 0.00s)']",[' 600.500s'], ,[' 119813071'],"[' 14986433 (Analyzed', ' 14659338)']","[' 27584    (Average', ' 531.44 Last', ' 28433)']",[' 3508.3  '],"[' 1630     (Average Length', ' 890.91 Splits', ' 0)']","[' 14659338 (Deleted', ' 14516329)']","[' 140      (Ratio', '   0.00%)']","[' 18353    (Ratio', '   0.13%)']","[' 14659338 (Average Length', '   17.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14659338 (Average', '  7.86 Max', ' 4411 Sum', ' 115269962)']","[' 14658558 (Average', '  7.81 Max', ' 3798 Sum', ' 114520842 Ratio', '  99.35%)']","[' 780      (Average', ' 960.41 Max', ' 1135 Sum', ' 749120 Ratio', '   0.65%)']", ,[' 108429  '],[' 6197    '],[' 100020  '],[' 42985   '],"[' 120992   (Atom=Atom', ' 32681 Body=Body', ' 21401 Other', ' 66910)']",[' Yes'],"[' 8154     (Eliminated', '    0 Frozen', ' 8154)']","[' 3395     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.87465'],[' 0'], ,[' 408.598'],[' 0'],[' 14.0849'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.66469e+08'],[' 1.97159e+08'],[' 0'],[' 2.53006e+10'],[' 0'],[' 0'],[' 1329 '],[' 2232 '],[' 2806 '],[' 3719 '],[' 4 '],[' 0 ']
Solving...,TA70, , , ,[' 1'],[' 3409+'],[' 1709'],"[' 602.245s (Solving', ' 593.67s 1st Model', ' 9.58s Unsat', ' 0.00s)']",[' 601.031s'], ,[' 85917393'],"[' 17166304 (Analyzed', ' 16884500)']","[' 31813    (Average', ' 530.74 Last', ' 91641)']",[' 3774.3  '],"[' 1709     (Average Length', ' 926.72 Splits', ' 0)']","[' 16884500 (Deleted', ' 16712629)']","[' 78       (Ratio', '   0.00%)']","[' 10237    (Ratio', '   0.06%)']","[' 16884500 (Average Length', '   15.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16884500 (Average', '  4.79 Max', ' 4597 Sum', ' 80889711)']","[' 16883708 (Average', '  4.74 Max', ' 4240 Sum', ' 80084899 Ratio', '  99.01%)']","[' 792      (Average', ' 1016.18 Max', ' 1201 Sum', ' 804812 Ratio', '   0.99%)']", ,[' 108639  '],[' 6086    '],[' 99868   '],[' 43061   '],"[' 119707   (Atom=Atom', ' 32316 Body=Body', ' 21068 Other', ' 66323)']",[' Yes'],"[' 8113     (Eliminated', '    0 Frozen', ' 8113)']","[' 1986     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.90163'],[' 0'], ,[' 427.725'],[' 0'],[' 12.9163'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.75416e+08'],[' 1.19295e+08'],[' 0'],[' 2.58244e+10'],[' 0'],[' 0'],[' 977 '],[' 2231 '],[' 2959 '],[' 3806 '],[' 4 '],[' 0 ']
