Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, ,[' 1'],[' 4295+'],[' 2151'],"[' 1003.251s (Solving', ' 989.77s 1st Model', ' 620.06s Unsat', ' 0.00s)']",[' 1000.109s'], ,[' 374610413'],"[' 9528162  (Analyzed', ' 9316644)']","[' 20192    (Average', ' 461.40 Last', ' 310964)']",[' 4088.9  '],"[' 2151     (Average Length', ' 1036.02 Splits', ' 0)']","[' 9316644  (Deleted', ' 9208907)']","[' 734      (Ratio', '   0.01%)']","[' 48832    (Ratio', '   0.52%)']","[' 9316644  (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9316644  (Average', ' 39.47 Max', ' 4009 Sum', ' 367703238)']","[' 9316088  (Average', ' 39.41 Max', ' 4009 Sum', ' 367143541 Ratio', '  99.85%)']","[' 556      (Average', ' 1006.65 Max', ' 1974 Sum', ' 559697 Ratio', '   0.15%)']", ,[' 91380   '],[' 8325    '],[' 92613   '],[' 57186   '],"[' 171554   (Atom=Atom', ' 49609 Body=Body', ' 27400 Other', ' 94545)']",[' Yes'],"[' 10308    (Eliminated', '    0 Frozen', ' 10308)']","[' 6376     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.82428'],[' 0'], ,[' 501.855'],[' 0'],[' 26.0929'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.50154e+09'],[' 1.30139e+09'],[' 0'],[' 3.24365e+10'],[' 0'],[' 0'],[' 1119 '],[' 2125 '],[' 2983 '],[' 3 '],[' 0 ']
Solving...,TA52, ,[' 1'],[' 4039+'],[' 2023'],"[' 1003.111s (Solving', ' 990.22s 1st Model', ' 578.19s Unsat', ' 0.00s)']",[' 1000.719s'], ,[' 335455153'],"[' 10304259 (Analyzed', ' 9980698)']","[' 21893    (Average', ' 455.89 Last', ' 425410)']",[' 4078.8  '],"[' 2023     (Average Length', ' 970.29 Splits', ' 0)']","[' 9980698  (Deleted', ' 9862557)']","[' 681      (Ratio', '   0.01%)']","[' 49786    (Ratio', '   0.50%)']","[' 9980698  (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9980698  (Average', ' 32.93 Max', ' 3959 Sum', ' 328653431)']","[' 9980105  (Average', ' 32.87 Max', ' 3959 Sum', ' 328069407 Ratio', '  99.82%)']","[' 593      (Average', ' 984.86 Max', ' 1790 Sum', ' 584024 Ratio', '   0.18%)']", ,[' 91502   '],[' 8426    '],[' 92601   '],[' 57265   '],"[' 171791   (Atom=Atom', ' 49587 Body=Body', ' 27501 Other', ' 94703)']",[' Yes'],"[' 10275    (Eliminated', '    0 Frozen', ' 10275)']","[' 5945     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.69667'],[' 0'], ,[' 537.847'],[' 0'],[' 24.454'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.30179e+09'],[' 1.12266e+09'],[' 0'],[' 3.66801e+10'],[' 0'],[' 0'],[' 1211 '],[' 2257 '],[' 3083 '],[' 3 '],[' 0 ']
Solving...,TA53, ,[' 1'],[' 4421+'],[' 2214'],"[' 1003.392s (Solving', ' 988.97s 1st Model', ' 598.23s Unsat', ' 0.00s)']",[' 1000.172s'], ,[' 368918091'],"[' 7701586  (Analyzed', ' 7584664)']","[' 16901    (Average', ' 448.77 Last', ' 727657)']",[' 4268.2  '],"[' 2214     (Average Length', ' 1063.95 Splits', ' 0)']","[' 7584664  (Deleted', ' 7492831)']","[' 612      (Ratio', '   0.01%)']","[' 49159    (Ratio', '   0.65%)']","[' 7584664  (Average Length', '   16.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7584664  (Average', ' 47.68 Max', ' 4842 Sum', ' 361624977)']","[' 7584129  (Average', ' 47.61 Max', ' 4842 Sum', ' 361105626 Ratio', '  99.86%)']","[' 535      (Average', ' 970.75 Max', ' 1970 Sum', ' 519351 Ratio', '   0.14%)']", ,[' 91869   '],[' 8403    '],[' 93172   '],[' 57657   '],"[' 172967   (Atom=Atom', ' 50002 Body=Body', ' 27478 Other', ' 95487)']",[' Yes'],"[' 10456    (Eliminated', '    0 Frozen', ' 10456)']","[' 6053     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.04901'],[' 0'], ,[' 488.724'],[' 0'],[' 25.5603'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.54009e+09'],[' 1.33631e+09'],[' 0'],[' 3.09707e+10'],[' 0'],[' 0'],[' 1054 '],[' 1992 '],[' 2873 '],[' 3 '],[' 0 ']
Solving...,TA54, ,[' 1'],[' 4639+'],[' 2323'],"[' 1003.587s (Solving', ' 987.97s 1st Model', ' 677.80s Unsat', ' 0.00s)']",[' 999.266s'], ,[' 349072545'],"[' 9649632  (Analyzed', ' 9516384)']","[' 20096    (Average', ' 473.55 Last', ' 474008)']",[' 4382.3  '],"[' 2323     (Average Length', ' 1117.88 Splits', ' 0)']","[' 9516384  (Deleted', ' 9403439)']","[' 562      (Ratio', '   0.01%)']","[' 49286    (Ratio', '   0.52%)']","[' 9516384  (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9516384  (Average', ' 35.85 Max', ' 4148 Sum', ' 341192886)']","[' 9515821  (Average', ' 35.79 Max', ' 4148 Sum', ' 340626792 Ratio', '  99.83%)']","[' 563      (Average', ' 1005.50 Max', ' 2079 Sum', ' 566094 Ratio', '   0.17%)']", ,[' 91954   '],[' 8403    '],[' 93346   '],[' 57766   '],"[' 173294   (Atom=Atom', ' 50111 Body=Body', ' 27478 Other', ' 95705)']",[' Yes'],"[' 10545    (Eliminated', '    0 Frozen', ' 10545)']","[' 6422     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.28192'],[' 0'], ,[' 510.69'],[' 0'],[' 24.9628'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.41377e+09'],[' 1.22513e+09'],[' 0'],[' 3.31235e+10'],[' 0'],[' 0'],[' 1162 '],[' 2110 '],[' 2968 '],[' 3 '],[' 0 ']
Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, ,[' 1'],[' 3987+'],[' 1997'],"[' 1002.326s (Solving', ' 990.32s 1st Model', ' 543.43s Unsat', ' 0.00s)']",[' 999.547s'], ,[' 288644953'],"[' 12038998 (Analyzed', ' 11708559)']","[' 24614    (Average', ' 475.69 Last', ' 1152102)']",[' 3601.9  '],"[' 1997     (Average Length', ' 956.27 Splits', ' 0)']","[' 11708559 (Deleted', ' 11582783)']","[' 362      (Ratio', '   0.00%)']","[' 34351    (Ratio', '   0.29%)']","[' 11708559 (Average Length', '   15.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11708559 (Average', ' 24.14 Max', ' 3179 Sum', ' 282673124)']","[' 11708023 (Average', ' 24.10 Max', ' 3179 Sum', ' 282206428 Ratio', '  99.83%)']","[' 536      (Average', ' 870.70 Max', ' 1142 Sum', ' 466696 Ratio', '   0.17%)']", ,[' 86739   '],[' 6674    '],[' 87819   '],[' 50615   '],"[' 151841   (Atom=Atom', ' 44689 Body=Body', ' 25749 Other', ' 81403)']",[' Yes'],"[' 8504     (Eliminated', '    0 Frozen', ' 8504)']","[' 4874     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.76624'],[' 0'], ,[' 645.943'],[' 0'],[' 21.4078'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.04734e+09'],[' 8.75136e+08'],[' 0'],[' 5.61992e+10'],[' 0'],[' 0'],[' 1119 '],[' 2197 '],[' 3049 '],[' 3 '],[' 0 ']
Solving...,TA52, ,[' 1'],[' 3619+'],[' 1813'],"[' 1002.330s (Solving', ' 991.23s 1st Model', ' 408.32s Unsat', ' 0.00s)']",[' 999.828s'], ,[' 298330745'],"[' 12337848 (Analyzed', ' 12104467)']","[' 24215    (Average', ' 499.87 Last', ' 1303678)']",[' 3484.3  '],"[' 1813     (Average Length', ' 866.99 Splits', ' 0)']","[' 12104467 (Deleted', ' 11982231)']","[' 337      (Ratio', '   0.00%)']","[' 37923    (Ratio', '   0.31%)']","[' 12104467 (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12104467 (Average', ' 24.20 Max', ' 3251 Sum', ' 292969988)']","[' 12103931 (Average', ' 24.17 Max', ' 3251 Sum', ' 292557502 Ratio', '  99.86%)']","[' 536      (Average', ' 769.56 Max', ' 993 Sum', ' 412486 Ratio', '   0.14%)']", ,[' 86756   '],[' 6733    '],[' 87687   '],[' 50606   '],"[' 151814   (Atom=Atom', ' 44621 Body=Body', ' 25808 Other', ' 81385)']",[' Yes'],"[' 8414     (Eliminated', '    0 Frozen', ' 8414)']","[' 5532     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.53282'],[' 0'], ,[' 625.467'],[' 0'],[' 21.8122'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.09544e+09'],[' 9.18792e+08'],[' 0'],[' 5.51636e+10'],[' 0'],[' 0'],[' 1211 '],[' 2229 '],[' 3131 '],[' 3 '],[' 0 ']
Solving...,TA53, ,[' 1'],[' 3547+'],[' 1777'],"[' 1002.207s (Solving', ' 992.01s 1st Model', ' 363.41s Unsat', ' 0.00s)']",[' 999.578s'], ,[' 292854691'],"[' 9973908  (Analyzed', ' 9733976)']","[' 19893    (Average', ' 489.32 Last', ' 593305)']",[' 3405.3  '],"[' 1777     (Average Length', ' 850.63 Splits', ' 0)']","[' 9733976  (Deleted', ' 9637621)']","[' 285      (Ratio', '   0.00%)']","[' 35636    (Ratio', '   0.37%)']","[' 9733976  (Average Length', '   15.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9733976  (Average', ' 29.57 Max', ' 3178 Sum', ' 287815527)']","[' 9733442  (Average', ' 29.52 Max', ' 3178 Sum', ' 287368386 Ratio', '  99.84%)']","[' 534      (Average', ' 837.34 Max', ' 1120 Sum', ' 447141 Ratio', '   0.16%)']", ,[' 86843   '],[' 6764    '],[' 87730   '],[' 50611   '],"[' 151829   (Atom=Atom', ' 44595 Body=Body', ' 25839 Other', ' 81395)']",[' Yes'],"[' 8401     (Eliminated', '    0 Frozen', ' 8401)']","[' 5086     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.32468'],[' 0'], ,[' 628.395'],[' 0'],[' 21.3006'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.14628e+09'],[' 9.67531e+08'],[' 0'],[' 5.56041e+10'],[' 0'],[' 0'],[' 1054 '],[' 2070 '],[' 2934 '],[' 3 '],[' 0 ']
Solving...,TA54, ,[' 1'],[' 3193+'],[' 1600'],"[' 1002.089s (Solving', ' 992.67s 1st Model', ' 198.93s Unsat', ' 0.00s)']",[' 1000.453s'], ,[' 286192753'],"[' 11852454 (Analyzed', ' 11633024)']","[' 23005    (Average', ' 505.67 Last', ' 474008)']",[' 3318.6  '],"[' 1600     (Average Length', ' 769.46 Splits', ' 0)']","[' 11633024 (Deleted', ' 11504071)']","[' 337      (Ratio', '   0.00%)']","[' 35593    (Ratio', '   0.31%)']","[' 11633024 (Average Length', '   16.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11633024 (Average', ' 24.20 Max', ' 3218 Sum', ' 281511124)']","[' 11632510 (Average', ' 24.17 Max', ' 3218 Sum', ' 281125334 Ratio', '  99.86%)']","[' 514      (Average', ' 750.56 Max', ' 985 Sum', ' 385790 Ratio', '   0.14%)']", ,[' 86755   '],[' 6780    '],[' 87494   '],[' 50602   '],"[' 151802   (Atom=Atom', ' 44570 Body=Body', ' 25855 Other', ' 81377)']",[' Yes'],"[' 8269     (Eliminated', '    0 Frozen', ' 8269)']","[' 5442     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.14897'],[' 0'], ,[' 645.928'],[' 0'],[' 21.0262'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.04746e+09'],[' 8.79916e+08'],[' 0'],[' 5.73948e+10'],[' 0'],[' 0'],[' 1162 '],[' 2125 '],[' 2986 '],[' 3 '],[' 0 ']
Solving...,TA55, ,[' 1'],[' 3797+'],[' 1902'],"[' 1002.241s (Solving', ' 991.52s 1st Model', ' 557.06s Unsat', ' 0.00s)']",[' 1000.219s'], ,[' 308570207'],"[' 9898587  (Analyzed', ' 9591204)']","[' 20137    (Average', ' 476.30 Last', ' 411386)']",[' 3350.4  '],"[' 1902     (Average Length', ' 901.73 Splits', ' 0)']","[' 9591204  (Deleted', ' 9501675)']","[' 445      (Ratio', '   0.00%)']","[' 38300    (Ratio', '   0.40%)']","[' 9591204  (Average Length', '   16.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9591204  (Average', ' 31.64 Max', ' 3174 Sum', ' 303418837)']","[' 9590619  (Average', ' 31.58 Max', ' 3066 Sum', ' 302858305 Ratio', '  99.82%)']","[' 585      (Average', ' 958.17 Max', ' 1218 Sum', ' 560532 Ratio', '   0.18%)']", ,[' 86606   '],[' 6743    '],[' 87562   '],[' 50373   '],"[' 151115   (Atom=Atom', ' 44378 Body=Body', ' 25818 Other', ' 80919)']",[' Yes'],"[' 8449     (Eliminated', '    0 Frozen', ' 8449)']","[' 5334     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.41539'],[' 0'], ,[' 597.052'],[' 0'],[' 21.4903'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.21719e+09'],[' 1.02345e+09'],[' 0'],[' 5.12208e+10'],[' 0'],[' 0'],[' 1135 '],[' 2113 '],[' 2959 '],[' 3 '],[' 0 ']
