Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, ,[' 1'],[' 5507+'],[' 2757'],"[' 1003.185s (Solving', ' 985.08s 1st Model', ' 825.83s Unsat', ' 0.00s)']",[' 1001.250s'], ,[' 388619470'],"[' 6292679  (Analyzed', ' 5499182)']","[' 16109    (Average', ' 341.37 Last', ' 584473)']",[' 4789.0  '],"[' 2757     (Average Length', ' 1303.25 Splits', ' 0)']","[' 5499182  (Deleted', ' 5431864)']","[' 375      (Ratio', '   0.01%)']","[' 39952    (Ratio', '   0.73%)']","[' 5499182  (Average Length', '   15.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5499182  (Average', ' 68.83 Max', ' 4544 Sum', ' 378521662)']","[' 5498479  (Average', ' 68.66 Max', ' 4544 Sum', ' 377582899 Ratio', '  99.75%)']","[' 703      (Average', ' 1335.37 Max', ' 1701 Sum', ' 938763 Ratio', '   0.25%)']", ,[' 115921  '],[' 8970    '],[' 117395  '],[' 67752   '],"[' 203252   (Atom=Atom', ' 59780 Body=Body', ' 34420 Other', ' 109052)']",[' Yes'],"[' 11444    (Eliminated', '    0 Frozen', ' 11444)']","[' 6483     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.21964'],[' 0'], ,[' 551.168'],[' 0'],[' 26.3699'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.3776e+09'],[' 1.17743e+09'],[' 0'],[' 4.46752e+10'],[' 0'],[' 0'],[' 1121 '],[' 2206 '],[' 3273 '],[' 3 '],[' 0 ']
Solving...,TA62, ,[' 1'],[' 4813+'],[' 2410'],"[' 1003.021s (Solving', ' 985.72s 1st Model', ' 598.22s Unsat', ' 0.00s)']",[' 1000.578s'], ,[' 370459711'],"[' 6104727  (Analyzed', ' 5494046)']","[' 14544    (Average', ' 377.75 Last', ' 280384)']",[' 4825.2  '],"[' 2410     (Average Length', ' 1156.05 Splits', ' 0)']","[' 5494046  (Deleted', ' 5425306)']","[' 369      (Ratio', '   0.01%)']","[' 42060    (Ratio', '   0.77%)']","[' 5494046  (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5494046  (Average', ' 65.73 Max', ' 4687 Sum', ' 361111360)']","[' 5493428  (Average', ' 65.61 Max', ' 4687 Sum', ' 360471700 Ratio', '  99.82%)']","[' 618      (Average', ' 1035.05 Max', ' 1391 Sum', ' 639660 Ratio', '   0.18%)']", ,[' 116149  '],[' 9062    '],[' 117362  '],[' 68161   '],"[' 204479   (Atom=Atom', ' 60097 Body=Body', ' 34512 Other', ' 109870)']",[' Yes'],"[' 11275    (Eliminated', '    0 Frozen', ' 11275)']","[' 6153     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.04581'],[' 0'], ,[' 566.102'],[' 0'],[' 25.5345'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.33363e+09'],[' 1.1512e+09'],[' 0'],[' 4.54037e+10'],[' 0'],[' 0'],[' 1212 '],[' 2429 '],[' 3504 '],[' 3 '],[' 0 ']
Solving...,TA63, ,[' 1'],[' 5437+'],[' 2722'],"[' 1003.642s (Solving', ' 984.85s 1st Model', ' 922.94s Unsat', ' 0.00s)']",[' 1000.047s'], ,[' 375499246'],"[' 6091867  (Analyzed', ' 5510655)']","[' 16489    (Average', ' 334.20 Last', ' 766155)']",[' 4844.0  '],"[' 2722     (Average Length', ' 1277.32 Splits', ' 0)']","[' 5510655  (Deleted', ' 5443363)']","[' 335      (Ratio', '   0.01%)']","[' 37272    (Ratio', '   0.68%)']","[' 5510655  (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5510655  (Average', ' 66.31 Max', ' 4657 Sum', ' 365403259)']","[' 5510034  (Average', ' 66.17 Max', ' 4657 Sum', ' 364645859 Ratio', '  99.79%)']","[' 621      (Average', ' 1219.65 Max', ' 1906 Sum', ' 757400 Ratio', '   0.21%)']", ,[' 116064  '],[' 8995    '],[' 117473  '],[' 68040   '],"[' 204116   (Atom=Atom', ' 60043 Body=Body', ' 34445 Other', ' 109628)']",[' Yes'],"[' 11404    (Eliminated', '    0 Frozen', ' 11404)']","[' 5507     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.31822'],[' 0'], ,[' 559.625'],[' 0'],[' 26.0379'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.27825e+09'],[' 1.08918e+09'],[' 0'],[' 4.27657e+10'],[' 0'],[' 0'],[' 1122 '],[' 2064 '],[' 3048 '],[' 3 '],[' 0 ']
Solving...,TA64, ,[' 1'],[' 5459+'],[' 2733'],"[' 1003.249s (Solving', ' 984.00s 1st Model', ' 581.15s Unsat', ' 0.00s)']",[' 1000.172s'], ,[' 347423455'],"[' 7557864  (Analyzed', ' 6866040)']","[' 16151    (Average', ' 425.12 Last', ' 344987)']",[' 4872.6  '],"[' 2733     (Average Length', ' 1283.07 Splits', ' 0)']","[' 6866040  (Deleted', ' 6782613)']","[' 356      (Ratio', '   0.01%)']","[' 39136    (Ratio', '   0.57%)']","[' 6866040  (Average Length', '   16.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6866040  (Average', ' 49.11 Max', ' 4588 Sum', ' 337177266)']","[' 6865342  (Average', ' 48.98 Max', ' 4588 Sum', ' 336281496 Ratio', '  99.73%)']","[' 698      (Average', ' 1283.34 Max', ' 2728 Sum', ' 895770 Ratio', '   0.27%)']", ,[' 116135  '],[' 8989    '],[' 117541  '],[' 68021   '],"[' 204059   (Atom=Atom', ' 60030 Body=Body', ' 34439 Other', ' 109590)']",[' Yes'],"[' 11395    (Eliminated', '    0 Frozen', ' 11395)']","[' 6014     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.56945'],[' 0'], ,[' 576.191'],[' 0'],[' 24.9656'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.15395e+09'],[' 9.79476e+08'],[' 0'],[' 4.46934e+10'],[' 0'],[' 0'],[' 1228 '],[' 2197 '],[' 3179 '],[' 3 '],[' 0 ']
Solving...,TA65, ,[' 1'],[' 4903+'],[' 2455'],"[' 1003.246s (Solving', ' 984.59s 1st Model', ' 850.39s Unsat', ' 0.00s)']",[' 998.516s'], ,[' 372317521'],"[' 5441153  (Analyzed', ' 4829198)']","[' 14229    (Average', ' 339.39 Last', ' 743493)']",[' 4611.2  '],"[' 2455     (Average Length', ' 1164.69 Splits', ' 0)']","[' 4829198  (Deleted', ' 4768632)']","[' 304      (Ratio', '   0.01%)']","[' 40666    (Ratio', '   0.84%)']","[' 4829198  (Average Length', '   14.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4829198  (Average', ' 75.27 Max', ' 4593 Sum', ' 363494007)']","[' 4828534  (Average', ' 75.11 Max', ' 4593 Sum', ' 362716703 Ratio', '  99.79%)']","[' 664      (Average', ' 1170.64 Max', ' 1529 Sum', ' 777304 Ratio', '   0.21%)']", ,[' 115769  '],[' 8974    '],[' 116978  '],[' 67722   '],"[' 203162   (Atom=Atom', ' 59746 Body=Body', ' 34424 Other', ' 108992)']",[' Yes'],"[' 11183    (Eliminated', '    0 Frozen', ' 11183)']","[' 5968     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.18617'],[' 0'], ,[' 528.178'],[' 0'],[' 26.7717'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.33035e+09'],[' 1.14584e+09'],[' 0'],[' 3.72173e+10'],[' 0'],[' 0'],[' 1063 '],[' 2136 '],[' 3165 '],[' 3 '],[' 0 ']
Solving...,TA66, ,[' 1'],[' 5285+'],[' 2646'],"[' 1003.580s (Solving', ' 985.19s 1st Model', ' 896.15s Unsat', ' 0.00s)']",[' 999.938s'], ,[' 370535117'],"[' 5574305  (Analyzed', ' 4983593)']","[' 15232    (Average', ' 327.18 Last', ' 311454)']",[' 4755.6  '],"[' 2646     (Average Length', ' 1250.55 Splits', ' 0)']","[' 4983593  (Deleted', ' 4919802)']","[' 328      (Ratio', '   0.01%)']","[' 40536    (Ratio', '   0.81%)']","[' 4983593  (Average Length', '   14.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4983593  (Average', ' 72.44 Max', ' 4553 Sum', ' 361016531)']","[' 4982859  (Average', ' 72.26 Max', ' 4553 Sum', ' 360096829 Ratio', '  99.75%)']","[' 734      (Average', ' 1253.00 Max', ' 1620 Sum', ' 919702 Ratio', '   0.25%)']", ,[' 116230  '],[' 9061    '],[' 117616  '],[' 68074   '],"[' 204218   (Atom=Atom', ' 60011 Body=Body', ' 34511 Other', ' 109696)']",[' Yes'],"[' 11447    (Eliminated', '    0 Frozen', ' 11447)']","[' 6368     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.42291'],[' 0'], ,[' 538.765'],[' 0'],[' 25.7852'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.33029e+09'],[' 1.14424e+09'],[' 0'],[' 4.04419e+10'],[' 0'],[' 0'],[' 1075 '],[' 2189 '],[' 3232 '],[' 3 '],[' 0 ']
Solving...,TA67, ,[' 1'],[' 5607+'],[' 2807'],"[' 1003.282s (Solving', ' 982.74s 1st Model', ' 857.45s Unsat', ' 0.00s)']",[' 998.500s'], ,[' 355099935'],"[' 6600271  (Analyzed', ' 5872292)']","[' 16993    (Average', ' 345.57 Last', ' 1044474)']",[' 4900.0  '],"[' 2807     (Average Length', ' 1317.15 Splits', ' 0)']","[' 5872292  (Deleted', ' 5800686)']","[' 351      (Ratio', '   0.01%)']","[' 38064    (Ratio', '   0.65%)']","[' 5872292  (Average Length', '   15.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5872292  (Average', ' 58.67 Max', ' 4549 Sum', ' 344503125)']","[' 5871601  (Average', ' 58.52 Max', ' 4549 Sum', ' 343667576 Ratio', '  99.76%)']","[' 691      (Average', ' 1209.19 Max', ' 1639 Sum', ' 835549 Ratio', '   0.24%)']", ,[' 116265  '],[' 9026    '],[' 117762  '],[' 68138   '],"[' 204410   (Atom=Atom', ' 60110 Body=Body', ' 34476 Other', ' 109824)']",[' Yes'],"[' 11523    (Eliminated', '    0 Frozen', ' 11523)']","[' 5912     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.70523'],[' 0'], ,[' 568.912'],[' 0'],[' 25.2807'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.19387e+09'],[' 1.01737e+09'],[' 0'],[' 4.3782e+10'],[' 0'],[' 0'],[' 1170 '],[' 2259 '],[' 3247 '],[' 3 '],[' 0 ']
Solving...,TA68, ,[' 1'],[' 5233+'],[' 2620'],"[' 1003.514s (Solving', ' 984.18s 1st Model', ' 607.68s Unsat', ' 0.00s)']",[' 997.750s'], ,[' 332467315'],"[' 8676579  (Analyzed', ' 7984874)']","[' 19272    (Average', ' 414.33 Last', ' 628409)']",[' 4776.1  '],"[' 2620     (Average Length', ' 1228.42 Splits', ' 0)']","[' 7984874  (Deleted', ' 7886976)']","[' 342      (Ratio', '   0.00%)']","[' 37957    (Ratio', '   0.48%)']","[' 7984874  (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7984874  (Average', ' 40.41 Max', ' 4574 Sum', ' 322706785)']","[' 7984184  (Average', ' 40.31 Max', ' 4574 Sum', ' 321838372 Ratio', '  99.73%)']","[' 690      (Average', ' 1258.57 Max', ' 1739 Sum', ' 868413 Ratio', '   0.27%)']", ,[' 115829  '],[' 8951    '],[' 117136  '],[' 67688   '],"[' 203060   (Atom=Atom', ' 59735 Body=Body', ' 34401 Other', ' 108924)']",[' Yes'],"[' 11258    (Eliminated', '    0 Frozen', ' 11258)']","[' 5724     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.40099'],[' 0'], ,[' 576.383'],[' 0'],[' 25.4448'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.06906e+09'],[' 9.03094e+08'],[' 0'],[' 4.02607e+10'],[' 0'],[' 0'],[' 1079 '],[' 2139 '],[' 3188 '],[' 3 '],[' 0 ']
Solving...,TA69, ,[' 1'],[' 5087+'],[' 2547'],"[' 1003.906s (Solving', ' 986.21s 1st Model', ' 591.28s Unsat', ' 0.00s)']",[' 997.891s'], ,[' 335037401'],"[' 7261984  (Analyzed', ' 6320492)']","[' 15063    (Average', ' 419.60 Last', ' 320069)']",[' 4895.6  '],"[' 2547     (Average Length', ' 1210.77 Splits', ' 0)']","[' 6320492  (Deleted', ' 6239179)']","[' 381      (Ratio', '   0.01%)']","[' 40907    (Ratio', '   0.65%)']","[' 6320492  (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6320492  (Average', ' 51.36 Max', ' 4526 Sum', ' 324589982)']","[' 6319845  (Average', ' 51.23 Max', ' 4526 Sum', ' 323827007 Ratio', '  99.76%)']","[' 647      (Average', ' 1179.25 Max', ' 1649 Sum', ' 762975 Ratio', '   0.24%)']", ,[' 116078  '],[' 9010    '],[' 117376  '],[' 67936   '],"[' 203804   (Atom=Atom', ' 59924 Body=Body', ' 34460 Other', ' 109420)']",[' Yes'],"[' 11308    (Eliminated', '    0 Frozen', ' 11308)']","[' 6189     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.11345'],[' 0'], ,[' 565.398'],[' 0'],[' 25.1674'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.14612e+09'],[' 9.80763e+08'],[' 0'],[' 3.54771e+10'],[' 0'],[' 0'],[' 1287 '],[' 2374 '],[' 3468 '],[' 3 '],[' 0 ']
Solving...,TA70, ,[' 1'],[' 5193+'],[' 2600'],"[' 1004.413s (Solving', ' 975.38s 1st Model', ' 782.91s Unsat', ' 0.00s)']",[' 996.328s'], ,[' 242558014'],"[' 4784850  (Analyzed', ' 3814418)']","[' 11795    (Average', ' 323.39 Last', ' 602426)']",[' 4921.2  '],"[' 2600     (Average Length', ' 1233.44 Splits', ' 0)']","[' 3814418  (Deleted', ' 3754666)']","[' 327      (Ratio', '   0.01%)']","[' 36230    (Ratio', '   0.95%)']","[' 3814418  (Average Length', '   15.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3814418  (Average', ' 60.90 Max', ' 4827 Sum', ' 232310902)']","[' 3813839  (Average', ' 60.72 Max', ' 4827 Sum', ' 231620494 Ratio', '  99.70%)']","[' 579      (Average', ' 1192.41 Max', ' 1567 Sum', ' 690408 Ratio', '   0.30%)']", ,[' 116312  '],[' 9016    '],[' 117657  '],[' 68271   '],"[' 204809   (Atom=Atom', ' 60253 Body=Body', ' 34466 Other', ' 110090)']",[' Yes'],"[' 11361    (Eliminated', '    0 Frozen', ' 11361)']","[' 5126     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.0227'],[' 0'], ,[' 567.828'],[' 0'],[' 26.0171'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.89679e+08'],[' 6.80357e+08'],[' 0'],[' 4.15146e+10'],[' 0'],[' 0'],[' 1283 '],[' 2577 '],[' 3601 '],[' 3 '],[' 0 ']
