Optimal Found Or Timeout,Instances,Solving...,Solving...,Solving...,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , , , ,[' 975'],[' 497'],"[' 14.245s (Solving', ' 12.58s 1st Model', ' 0.66s Unsat', ' 3.70s)']",[' 14.172s'], ,[' 1480281 '],"[' 734853   (Analyzed', ' 407586)']","[' 1543     (Average', ' 264.15 Last', ' 26675)']",[' 1291.3  '],"[' 497      (Average Length', ' 303.99 Splits', ' 0)']","[' 407586   (Deleted', ' 391810)']","[' 22       (Ratio', '   0.01%)']","[' 386      (Ratio', '   0.09%)']","[' 407586   (Average Length', '    9.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 407586   (Average', '  1.76 Max', ' 1152 Sum', ' 715619)']","[' 407362   (Average', '  1.62 Max', ' 731 Sum', ' 662222 Ratio', '  92.54%)']","[' 224      (Average', ' 238.38 Max', ' 421 Sum', '  53397 Ratio', '   7.46%)']", ,[' 58472   '],[' 1836    '],[' 54432   '],[' 17158   '],"[' 44419    (Atom=Atom', ' 13261 Body=Body', ' 7796 Other', ' 23362)']",[' Yes'],"[' 2880     (Eliminated', '    0 Frozen', ' 2880)']","[' 1        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.323754'],[' 0'], ,[' 4.65969'],[' 0'],[' 0.10811'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.66445e+06'],[' 2.10638e+06'],[' 0'],[' 2.85082e+08'],[' 0'],[' 0'],[' 508 '],[' 820 '],[' 1184 '],[' 1618 '],[' 1904 '],[' 2251 '],[' 2566 '],[' 2841 '],[' 3149 '],[' 0 '],[' 9 ']
Solving...,TA52, , , , , ,[' 955'],[' 487'],"[' 119.102s (Solving', ' 117.41s 1st Model', ' 0.82s Unsat', ' 0.47s)']",[' 118.953s'], ,[' 17614431'],"[' 10461225 (Analyzed', ' 10450688)']","[' 18789    (Average', ' 556.21 Last', ' 1017)']",[' 1281.3  '],"[' 487      (Average Length', ' 302.46 Splits', ' 0)']","[' 10450688 (Deleted', ' 10268236)']","[' 6        (Ratio', '   0.00%)']","[' 645      (Ratio', '   0.01%)']","[' 10450688 (Average Length', '   11.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10450688 (Average', '  1.62 Max', ' 1877 Sum', ' 16936148)']","[' 10450452 (Average', '  1.62 Max', ' 1877 Sum', ' 16878950 Ratio', '  99.66%)']","[' 236      (Average', ' 242.36 Max', ' 439 Sum', '  57198 Ratio', '   0.34%)']", ,[' 58609   '],[' 1874    '],[' 54621   '],[' 17238   '],"[' 44955    (Atom=Atom', ' 13405 Body=Body', ' 7911 Other', ' 23639)']",[' Yes'],"[' 2923     (Eliminated', '    0 Frozen', ' 2923)']","[' 44       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.323939'],[' 0'], ,[' 46.4517'],[' 0'],[' 1.62862'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.51819e+07'],[' 2.11081e+07'],[' 0'],[' 2.10748e+09'],[' 0'],[' 0'],[' 559 '],[' 894 '],[' 1230 '],[' 1509 '],[' 1800 '],[' 2190 '],[' 2504 '],[' 2831 '],[' 3111 '],[' 1 '],[' 8 ']
Solving...,TA53, , , , , ,[' 985'],[' 502'],"[' 49.978s (Solving', ' 48.37s 1st Model', ' 0.68s Unsat', ' 42.07s)']",[' 49.641s'], ,[' 3914453 '],"[' 2138755  (Analyzed', ' 2046959)']","[' 4546     (Average', ' 450.28 Last', ' 365)']",[' 1224.4  '],"[' 502      (Average Length', ' 301.42 Splits', ' 0)']","[' 2046959  (Deleted', ' 2012761)']","[' 22       (Ratio', '   0.00%)']","[' 505      (Ratio', '   0.02%)']","[' 2046959  (Average Length', '   12.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2046959  (Average', '  1.66 Max', ' 1904 Sum', ' 3400549)']","[' 2046675  (Average', '  1.62 Max', ' 1543 Sum', ' 3320801 Ratio', '  97.65%)']","[' 284      (Average', ' 280.80 Max', ' 461 Sum', '  79748 Ratio', '   2.35%)']", ,[' 58326   '],[' 1870    '],[' 54449   '],[' 17078   '],"[' 44982    (Atom=Atom', ' 13404 Body=Body', ' 7899 Other', ' 23679)']",[' Yes'],"[' 2931     (Eliminated', '    0 Frozen', ' 2931)']","[' 39       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.312621'],[' 0'], ,[' 30.019'],[' 0'],[' 0.515828'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.53339e+06'],[' 4.29736e+06'],[' 0'],[' 1.96554e+09'],[' 0'],[' 0'],[' 502 '],[' 833 '],[' 1222 '],[' 1569 '],[' 1898 '],[' 2143 '],[' 2395 '],[' 2758 '],[' 3025 '],[' 0 '],[' 9 ']
Solving...,TA54, , , , , ,[' 1077'],[' 548'],"[' 8.435s (Solving', ' 6.70s 1st Model', ' 0.78s Unsat', ' 0.23s)']",[' 8.125s'], ,[' 1005880 '],"[' 62947    (Analyzed', ' 19875)']","[' 301      (Average', ' 66.03 Last', ' 318)']",[' 1226.1  '],"[' 548      (Average Length', ' 326.73 Splits', ' 0)']","[' 19875    (Deleted', ' 12334)']","[' 20       (Ratio', '   0.10%)']","[' 312      (Ratio', '   1.57%)']","[' 19875    (Average Length', '    8.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19875    (Average', ' 28.09 Max', ' 2065 Sum', ' 558289)']","[' 19627    (Average', ' 24.03 Max', ' 1599 Sum', ' 477551 Ratio', '  85.54%)']","[' 248      (Average', ' 325.56 Max', ' 504 Sum', '  80738 Ratio', '  14.46%)']", ,[' 58453   '],[' 1893    '],[' 54653   '],[' 17167   '],"[' 45437    (Atom=Atom', ' 13542 Body=Body', ' 7968 Other', ' 23927)']",[' Yes'],"[' 2990     (Eliminated', '    0 Frozen', ' 2990)']","[' 17       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.33802'],[' 0'], ,[' 0.785056'],[' 0'],[' 0.0566385'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.00878e+06'],[' 1.62785e+06'],[' 0'],[' 2.41309e+07'],[' 0'],[' 0'],[' 546 '],[' 810 '],[' 1144 '],[' 1469 '],[' 1810 '],[' 2058 '],[' 2368 '],[' 2656 '],[' 3077 '],[' 0 '],[' 9 ']
Solving...,TA55, , , , , ,[' 1147'],[' 583'],"[' 174.738s (Solving', ' 172.82s 1st Model', ' 0.85s Unsat', ' 55.26s)']",[' 174.000s'], ,[' 22166135'],"[' 13204538 (Analyzed', ' 13190547)']","[' 24854    (Average', ' 530.72 Last', ' 1065)']",[' 1195.7  '],"[' 583      (Average Length', ' 348.92 Splits', ' 0)']","[' 13190547 (Deleted', ' 12991982)']","[' 30       (Ratio', '   0.00%)']","[' 1025     (Ratio', '   0.01%)']","[' 13190547 (Average Length', '   11.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13190547 (Average', '  1.63 Max', ' 1743 Sum', ' 21501926)']","[' 13190171 (Average', '  1.62 Max', ' 1477 Sum', ' 21385254 Ratio', '  99.46%)']","[' 376      (Average', ' 310.30 Max', ' 550 Sum', ' 116672 Ratio', '   0.54%)']", ,[' 58299   '],[' 1910    '],[' 54604   '],[' 17141   '],"[' 45799    (Atom=Atom', ' 13643 Body=Body', ' 8018 Other', ' 24138)']",[' Yes'],"[' 3036     (Eliminated', '    0 Frozen', ' 3036)']","[' 78       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.366405'],[' 0'], ,[' 83.2135'],[' 0'],[' 2.59996'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.77774e+07'],[' 2.78152e+07'],[' 0'],[' 4.61094e+09'],[' 0'],[' 0'],[' 463 '],[' 872 '],[' 1215 '],[' 1538 '],[' 1890 '],[' 2271 '],[' 2544 '],[' 2785 '],[' 3129 '],[' 1 '],[' 8 ']
Solving...,TA56, , , , , ,[' 675'],[' 347'],"[' 105.222s (Solving', ' 103.88s 1st Model', ' 0.49s Unsat', ' 98.44s)']",[' 104.969s'], ,[' 7637193 '],"[' 5001836  (Analyzed', ' 4853415)']","[' 8656     (Average', ' 560.70 Last', ' 979)']",[' 1179.2  '],"[' 347      (Average Length', ' 232.33 Splits', ' 0)']","[' 4853415  (Deleted', ' 4796044)']","[' 24       (Ratio', '   0.00%)']","[' 758      (Ratio', '   0.02%)']","[' 4853415  (Average Length', '   13.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4853415  (Average', '  1.47 Max', ' 1638 Sum', ' 7137815)']","[' 4853089  (Average', '  1.46 Max', ' 1485 Sum', ' 7069756 Ratio', '  99.05%)']","[' 326      (Average', ' 208.77 Max', ' 326 Sum', '  68059 Ratio', '   0.95%)']", ,[' 58133   '],[' 1860    '],[' 54067   '],[' 16933   '],"[' 44340    (Atom=Atom', ' 13209 Body=Body', ' 7869 Other', ' 23262)']",[' Yes'],"[' 2778     (Eliminated', '    0 Frozen', ' 2778)']","[' 76       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.247291'],[' 0'], ,[' 67.9526'],[' 0'],[' 1.21241'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.03442e+07'],[' 8.65761e+06'],[' 0'],[' 4.39617e+09'],[' 0'],[' 0'],[' 571 '],[' 969 '],[' 1261 '],[' 1599 '],[' 1886 '],[' 2297 '],[' 2673 '],[' 2963 '],[' 3273 '],[' 0 '],[' 9 ']
Solving...,TA57, , , , , ,[' 807'],[' 413'],"[' 9.004s (Solving', ' 7.55s 1st Model', ' 0.63s Unsat', ' 2.10s)']",[' 9.016s'], ,[' 1002031 '],"[' 228730   (Analyzed', ' 131514)']","[' 764      (Average', ' 172.14 Last', ' 480)']",[' 1225.4  '],"[' 413      (Average Length', ' 264.72 Splits', ' 0)']","[' 131514   (Deleted', ' 113052)']","[' 23       (Ratio', '   0.02%)']","[' 628      (Ratio', '   0.48%)']","[' 131514   (Average Length', '   10.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 131514   (Average', '  4.44 Max', ' 1701 Sum', ' 584045)']","[' 131194   (Average', '  3.90 Max', ' 1562 Sum', ' 513082 Ratio', '  87.85%)']","[' 320      (Average', ' 221.76 Max', ' 375 Sum', '  70963 Ratio', '  12.15%)']", ,[' 58418   '],[' 1885    '],[' 54434   '],[' 17107   '],"[' 44903    (Atom=Atom', ' 13375 Body=Body', ' 7944 Other', ' 23584)']",[' Yes'],"[' 2863     (Eliminated', '    0 Frozen', ' 2863)']","[' 61       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.281622'],[' 0'], ,[' 2.15701'],[' 0'],[' 0.0781919'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.2297e+06'],[' 1.58145e+06'],[' 0'],[' 1.28654e+08'],[' 0'],[' 0'],[' 609 '],[' 929 '],[' 1297 '],[' 1823 '],[' 2077 '],[' 2373 '],[' 2781 '],[' 2974 '],[' 3278 '],[' 0 '],[' 9 ']
Solving...,TA58, , , , , ,[' 1011'],[' 515'],"[' 95.268s (Solving', ' 93.49s 1st Model', ' 0.79s Unsat', ' 87.29s)']",[' 94.969s'], ,[' 12161353'],"[' 8849324  (Analyzed', ' 8835049)']","[' 16554    (Average', ' 533.71 Last', ' 175401)']",[' 1305.0  '],"[' 515      (Average Length', ' 317.17 Splits', ' 0)']","[' 8835049  (Deleted', ' 8700169)']","[' 16       (Ratio', '   0.00%)']","[' 522      (Ratio', '   0.01%)']","[' 8835049  (Average Length', '   10.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8835049  (Average', '  1.30 Max', ' 1899 Sum', ' 11524401)']","[' 8834793  (Average', '  1.30 Max', ' 1581 Sum', ' 11456434 Ratio', '  99.41%)']","[' 256      (Average', ' 265.50 Max', ' 470 Sum', '  67967 Ratio', '   0.59%)']", ,[' 58710   '],[' 1887    '],[' 54724   '],[' 17337   '],"[' 45237    (Atom=Atom', ' 13483 Body=Body', ' 7949 Other', ' 23805)']",[' Yes'],"[' 2956     (Eliminated', '    0 Frozen', ' 2956)']","[' 51       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.331445'],[' 0'], ,[' 33.8355'],[' 0'],[' 1.05536'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.3022e+07'],[' 1.29569e+07'],[' 0'],[' 1.55172e+09'],[' 0'],[' 0'],[' 533 '],[' 829 '],[' 1209 '],[' 1527 '],[' 1854 '],[' 2380 '],[' 2602 '],[' 2910 '],[' 3185 '],[' 0 '],[' 9 ']
Solving...,TA59, , , , , ,[' 853'],[' 436'],"[' 6.967s (Solving', ' 5.47s 1st Model', ' 0.72s Unsat', ' 0.13s)']",[' 6.891s'], ,[' 941283  '],"[' 28749    (Analyzed', ' 16415)']","[' 156      (Average', ' 105.22 Last', ' 278)']",[' 1277.6  '],"[' 436      (Average Length', ' 281.32 Splits', ' 0)']","[' 16415    (Deleted', ' 6463)']","[' 19       (Ratio', '   0.12%)']","[' 305      (Ratio', '   1.86%)']","[' 16415    (Average Length', '    7.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16415    (Average', ' 34.21 Max', ' 1640 Sum', ' 561552)']","[' 16174    (Average', ' 30.61 Max', ' 1564 Sum', ' 502437 Ratio', '  89.47%)']","[' 241      (Average', ' 245.29 Max', ' 404 Sum', '  59115 Ratio', '  10.53%)']", ,[' 58399   '],[' 1850    '],[' 54363   '],[' 17103   '],"[' 44464    (Atom=Atom', ' 13258 Body=Body', ' 7839 Other', ' 23367)']",[' Yes'],"[' 2855     (Eliminated', '    0 Frozen', ' 2855)']","[' 18       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.295353'],[' 0'], ,[' 0.563567'],[' 0'],[' 0.0498696'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.84126e+06'],[' 1.52086e+06'],[' 0'],[' 1.17845e+07'],[' 0'],[' 0'],[' 415 '],[' 701 '],[' 1019 '],[' 1404 '],[' 1725 '],[' 2077 '],[' 2422 '],[' 2683 '],[' 3026 '],[' 0 '],[' 9 ']
Solving...,TA60, , , , , ,[' 1011'],[' 515'],"[' 8.630s (Solving', ' 6.92s 1st Model', ' 0.73s Unsat', ' 0.37s)']",[' 8.641s'], ,[' 1025709 '],"[' 95869    (Analyzed', ' 30267)']","[' 370      (Average', ' 81.80 Last', ' 152)']",[' 1277.1  '],"[' 515      (Average Length', ' 313.14 Splits', ' 0)']","[' 30267    (Deleted', ' 18449)']","[' 23       (Ratio', '   0.08%)']","[' 388      (Ratio', '   1.28%)']","[' 30267    (Average Length', '    9.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 30267    (Average', ' 17.83 Max', ' 2020 Sum', ' 539748)']","[' 30002    (Average', ' 15.59 Max', ' 1593 Sum', ' 471857 Ratio', '  87.42%)']","[' 265      (Average', ' 256.19 Max', ' 437 Sum', '  67891 Ratio', '  12.58%)']", ,[' 58541   '],[' 1866    '],[' 54589   '],[' 17209   '],"[' 44931    (Atom=Atom', ' 13401 Body=Body', ' 7887 Other', ' 23643)']",[' Yes'],"[' 2941     (Eliminated', '    0 Frozen', ' 2941)']","[' 29       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.343093'],[' 0'], ,[' 0.987581'],[' 0'],[' 0.0590875'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.13146e+06'],[' 1.69397e+06'],[' 0'],[' 4.11786e+07'],[' 0'],[' 0'],[' 518 '],[' 789 '],[' 1124 '],[' 1498 '],[' 1889 '],[' 2141 '],[' 2444 '],[' 2711 '],[' 3022 '],[' 0 '],[' 9 ']
