Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, ,[' 1'],[' 2119+'],[' 1065'],"[' 416.213s (Solving', ' 411.33s 1st Model', ' 5.91s Unsat', ' 4.46s)']",[' 415.438s'], ,[' 42556746'],"[' 20064403 (Analyzed', ' 19955165)']","[' 36491    (Average', ' 546.85 Last', ' 16378)']",[' 2194.1  '],"[' 1065     (Average Length', ' 498.11 Splits', ' 0)']","[' 19955165 (Deleted', ' 19654161)']","[' 52       (Ratio', '   0.00%)']","[' 3049     (Ratio', '   0.02%)']","[' 19955165 (Average Length', '   11.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19955165 (Average', '  2.02 Max', ' 2881 Sum', ' 40222911)']","[' 19954903 (Average', '  2.01 Max', ' 2881 Sum', ' 40139636 Ratio', '  99.79%)']","[' 262      (Average', ' 317.84 Max', ' 2096 Sum', '  83275 Ratio', '   0.21%)']", ,[' 78480   '],[' 4276    '],[' 78696   '],[' 44373   '],"[' 133115   (Atom=Atom', ' 40845 Body=Body', ' 23351 Other', ' 68919)']",[' Yes'],"[' 5242     (Eliminated', '    0 Frozen', ' 5242)']","[' 365      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.06479'],[' 0'], ,[' 281.67'],[' 0'],[' 5.18542'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.15383e+08'],[' 6.32259e+07'],[' 0'],[' 3.0736e+10'],[' 0'],[' 0'],[' 828 '],[' 1342 '],[' 2038 '],[' 2656 '],[' 3137 '],[' 2 '],[' 3 ']
Solving...,TA52, ,[' 1'],[' 2251+'],[' 1131'],"[' 819.765s (Solving', ' 814.45s 1st Model', ' 4.59s Unsat', ' 15.17s)']",[' 818.266s'], ,[' 62920475'],"[' 21263414 (Analyzed', ' 21162951)']","[' 36778    (Average', ' 575.42 Last', ' 11396)']",[' 1970.4  '],"[' 1131     (Average Length', ' 531.71 Splits', ' 0)']","[' 21162951 (Deleted', ' 20904166)']","[' 61       (Ratio', '   0.00%)']","[' 6928     (Ratio', '   0.03%)']","[' 21162951 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21162951 (Average', '  2.88 Max', ' 2336 Sum', ' 60877726)']","[' 21162461 (Average', '  2.86 Max', ' 2336 Sum', ' 60603093 Ratio', '  99.55%)']","[' 490      (Average', ' 560.48 Max', ' 849 Sum', ' 274633 Ratio', '   0.45%)']", ,[' 78409   '],[' 4301    '],[' 78687   '],[' 43986   '],"[' 131954   (Atom=Atom', ' 40433 Body=Body', ' 23376 Other', ' 68145)']",[' Yes'],"[' 5329     (Eliminated', '    0 Frozen', ' 5329)']","[' 1301     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.13004'],[' 0'], ,[' 667.927'],[' 0'],[' 11.5606'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.80222e+08'],[' 1.16621e+08'],[' 0'],[' 9.40295e+10'],[' 0'],[' 0'],[' 807 '],[' 1423 '],[' 2208 '],[' 2820 '],[' 3286 '],[' 4 '],[' 1 ']
Solving...,TA53, , ,[' 2157'],[' 1084'],"[' 249.132s (Solving', ' 244.17s 1st Model', ' 4.10s Unsat', ' 35.66s)']",[' 248.828s'], ,[' 39715489'],"[' 14818753 (Analyzed', ' 14733606)']","[' 25062    (Average', ' 587.89 Last', ' 5948)']",[' 2111.5  '],"[' 1084     (Average Length', ' 502.42 Splits', ' 0)']","[' 14733606 (Deleted', ' 14575754)']","[' 61       (Ratio', '   0.00%)']","[' 4513     (Ratio', '   0.03%)']","[' 14733606 (Average Length', '   15.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14733606 (Average', '  2.55 Max', ' 2774 Sum', ' 37566042)']","[' 14733303 (Average', '  2.54 Max', ' 2774 Sum', ' 37444823 Ratio', '  99.68%)']","[' 303      (Average', ' 400.06 Max', ' 805 Sum', ' 121219 Ratio', '   0.32%)']", ,[' 78698   '],[' 4279    '],[' 78911   '],[' 44443   '],"[' 133325   (Atom=Atom', ' 40912 Body=Body', ' 23354 Other', ' 69059)']",[' Yes'],"[' 5242     (Eliminated', '    0 Frozen', ' 5242)']","[' 742      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.07478'],[' 0'], ,[' 141.768'],[' 0'],[' 4.41796'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.15297e+08'],[' 7.24987e+07'],[' 0'],[' 1.20435e+10'],[' 0'],[' 0'],[' 742 '],[' 1383 '],[' 1852 '],[' 2504 '],[' 3000 '],[' 1 '],[' 4 ']
Solving...,TA54, , ,[' 2395'],[' 1203'],"[' 518.535s (Solving', ' 513.26s 1st Model', ' 5.53s Unsat', ' 305.36s)']",[' 517.719s'], ,[' 36452961'],"[' 17671542 (Analyzed', ' 17549525)']","[' 34885    (Average', ' 503.07 Last', ' 146927)']",[' 2089.5  '],"[' 1203     (Average Length', ' 561.98 Splits', ' 0)']","[' 17549525 (Deleted', ' 17224028)']","[' 67       (Ratio', '   0.00%)']","[' 4584     (Ratio', '   0.03%)']","[' 17549525 (Average Length', '   10.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17549525 (Average', '  1.96 Max', ' 2446 Sum', ' 34374867)']","[' 17548982 (Average', '  1.94 Max', ' 2446 Sum', ' 34100539 Ratio', '  99.20%)']","[' 543      (Average', ' 505.21 Max', ' 890 Sum', ' 274328 Ratio', '   0.80%)']", ,[' 78469   '],[' 4282    '],[' 78800   '],[' 43797   '],"[' 131387   (Atom=Atom', ' 40263 Body=Body', ' 23357 Other', ' 67767)']",[' Yes'],"[' 5363     (Eliminated', '    0 Frozen', ' 5363)']","[' 799      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.1871'],[' 0'], ,[' 398.896'],[' 0'],[' 7.0308'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.05034e+08'],[' 6.20707e+07'],[' 0'],[' 4.96085e+10'],[' 0'],[' 0'],[' 812 '],[' 1328 '],[' 1908 '],[' 2423 '],[' 2949 '],[' 1 '],[' 4 ']
Solving...,TA55, ,[' 1'],[' 2297+'],[' 1154'],"[' 812.062s (Solving', ' 806.99s 1st Model', ' 3.79s Unsat', ' 8.53s)']",[' 810.688s'], ,[' 49597908'],"[' 22841112 (Analyzed', ' 22742259)']","[' 43969    (Average', ' 517.23 Last', ' 47573)']",[' 2045.8  '],"[' 1154     (Average Length', ' 540.67 Splits', ' 0)']","[' 22742259 (Deleted', ' 22364118)']","[' 42       (Ratio', '   0.00%)']","[' 4230     (Ratio', '   0.02%)']","[' 22742259 (Average Length', '   11.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22742259 (Average', '  2.08 Max', ' 2455 Sum', ' 47387043)']","[' 22741810 (Average', '  2.07 Max', ' 2455 Sum', ' 47157569 Ratio', '  99.52%)']","[' 449      (Average', ' 511.08 Max', ' 836 Sum', ' 229474 Ratio', '   0.48%)']", ,[' 77964   '],[' 4224    '],[' 78263   '],[' 43394   '],"[' 130178   (Atom=Atom', ' 39918 Body=Body', ' 23299 Other', ' 66961)']",[' Yes'],"[' 5273     (Eliminated', '    0 Frozen', ' 5273)']","[' 768      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.16182'],[' 0'], ,[' 656.723'],[' 0'],[' 10.6838'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.41268e+08'],[' 8.2686e+07'],[' 0'],[' 9.21713e+10'],[' 0'],[' 0'],[' 734 '],[' 1303 '],[' 2048 '],[' 2681 '],[' 3155 '],[' 4 '],[' 1 ']
Solving...,TA56, ,[' 1'],[' 1763+'],[' 887'],"[' 1001.125s (Solving', ' 996.89s 1st Model', ' 2.99s Unsat', ' 0.00s)']",[' 1000.313s'], ,[' 49604399'],"[' 27083533 (Analyzed', ' 27001542)']","[' 51561    (Average', ' 523.68 Last', ' 20214)']",[' 2004.0  '],"[' 887      (Average Length', ' 424.30 Splits', ' 0)']","[' 27001542 (Deleted', ' 26605984)']","[' 21       (Ratio', '   0.00%)']","[' 4074     (Ratio', '   0.02%)']","[' 27001542 (Average Length', '   11.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 27001542 (Average', '  1.76 Max', ' 2554 Sum', ' 47612563)']","[' 27001063 (Average', '  1.76 Max', ' 2554 Sum', ' 47411870 Ratio', '  99.58%)']","[' 479      (Average', ' 418.98 Max', ' 671 Sum', ' 200693 Ratio', '   0.42%)']", ,[' 77938   '],[' 4239    '],[' 78014   '],[' 43206   '],"[' 129614   (Atom=Atom', ' 39715 Body=Body', ' 23314 Other', ' 66585)']",[' Yes'],"[' 5065     (Eliminated', '    0 Frozen', ' 5065)']","[' 706      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.898074'],[' 0'], ,[' 829.558'],[' 0'],[' 12.708'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46423e+08'],[' 7.92292e+07'],[' 0'],[' 1.10268e+11'],[' 0'],[' 0'],[' 810 '],[' 1483 '],[' 2236 '],[' 2792 '],[' 3320 '],[' 5 '],[' 0 ']
Solving...,TA57, ,[' 1'],[' 1801+'],[' 906'],"[' 947.855s (Solving', ' 943.08s 1st Model', ' 4.44s Unsat', ' 143.72s)']",[' 944.328s'], ,[' 59954226'],"[' 28463711 (Analyzed', ' 28375445)']","[' 49481    (Average', ' 573.46 Last', ' 103701)']",[' 2033.9  '],"[' 906      (Average Length', ' 428.32 Splits', ' 0)']","[' 28375445 (Deleted', ' 28005580)']","[' 33       (Ratio', '   0.00%)']","[' 5183     (Ratio', '   0.02%)']","[' 28375445 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28375445 (Average', '  2.04 Max', ' 2506 Sum', ' 57924231)']","[' 28374916 (Average', '  2.03 Max', ' 2506 Sum', ' 57714834 Ratio', '  99.64%)']","[' 529      (Average', ' 395.84 Max', ' 632 Sum', ' 209397 Ratio', '   0.36%)']", ,[' 78310   '],[' 4317    '],[' 78400   '],[' 43857   '],"[' 131567   (Atom=Atom', ' 40288 Body=Body', ' 23392 Other', ' 67887)']",[' Yes'],"[' 5157     (Eliminated', '    0 Frozen', ' 5157)']","[' 805      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.07063'],[' 0'], ,[' 724.697'],[' 0'],[' 11.3262'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.77827e+08'],[' 1.04317e+08'],[' 0'],[' 8.42103e+10'],[' 0'],[' 0'],[' 895 '],[' 1499 '],[' 2362 '],[' 2962 '],[' 3455 '],[' 4 '],[' 1 ']
Solving...,TA58, ,[' 1'],[' 2247+'],[' 1129'],"[' 618.758s (Solving', ' 613.25s 1st Model', ' 5.68s Unsat', ' 8.83s)']",[' 617.641s'], ,[' 48895637'],"[' 19390588 (Analyzed', ' 19284964)']","[' 33343    (Average', ' 578.38 Last', ' 2663)']",[' 2056.9  '],"[' 1129     (Average Length', ' 528.38 Splits', ' 0)']","[' 19284964 (Deleted', ' 19038608)']","[' 65       (Ratio', '   0.00%)']","[' 5170     (Ratio', '   0.03%)']","[' 19284964 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19284964 (Average', '  2.43 Max', ' 2528 Sum', ' 46784543)']","[' 19284538 (Average', '  2.41 Max', ' 2528 Sum', ' 46566982 Ratio', '  99.53%)']","[' 426      (Average', ' 510.71 Max', ' 852 Sum', ' 217561 Ratio', '   0.47%)']", ,[' 78668   '],[' 4286    '],[' 78937   '],[' 44059   '],"[' 132173   (Atom=Atom', ' 40521 Body=Body', ' 23361 Other', ' 68291)']",[' Yes'],"[' 5305     (Eliminated', '    0 Frozen', ' 5305)']","[' 871      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.22028'],[' 0'], ,[' 464.3'],[' 0'],[' 8.50194'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.51355e+08'],[' 9.38134e+07'],[' 0'],[' 5.09776e+10'],[' 0'],[' 0'],[' 825 '],[' 1424 '],[' 2091 '],[' 2667 '],[' 3193 '],[' 3 '],[' 2 ']
Solving...,TA59, , ,[' 2331'],[' 1171'],"[' 494.379s (Solving', ' 488.13s 1st Model', ' 16.08s Unsat', ' 68.20s)']",[' 493.500s'], ,[' 46865579'],"[' 18860462 (Analyzed', ' 18767474)']","[' 32684    (Average', ' 574.21 Last', ' 43483)']",[' 2057.7  '],"[' 1171     (Average Length', ' 548.74 Splits', ' 0)']","[' 18767474 (Deleted', ' 18502993)']","[' 74       (Ratio', '   0.00%)']","[' 5969     (Ratio', '   0.03%)']","[' 18767474 (Average Length', '   12.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18767474 (Average', '  2.38 Max', ' 2383 Sum', ' 44659408)']","[' 18767087 (Average', '  2.37 Max', ' 2383 Sum', ' 44511667 Ratio', '  99.67%)']","[' 387      (Average', ' 381.76 Max', ' 832 Sum', ' 147741 Ratio', '   0.33%)']", ,[' 78086   '],[' 4246    '],[' 78406   '],[' 43561   '],"[' 130679   (Atom=Atom', ' 40063 Body=Body', ' 23321 Other', ' 67295)']",[' Yes'],"[' 5316     (Eliminated', '    0 Frozen', ' 5316)']","[' 1074     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.4154'],[' 0'], ,[' 349.649'],[' 0'],[' 7.50275'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.41101e+08'],[' 8.82376e+07'],[' 0'],[' 2.98884e+10'],[' 0'],[' 0'],[' 765 '],[' 1378 '],[' 1940 '],[' 2593 '],[' 3105 '],[' 2 '],[' 3 ']
Solving...,TA60, , ,[' 2211'],[' 1111'],"[' 812.344s (Solving', ' 806.60s 1st Model', ' 9.50s Unsat', ' 5.46s)']",[' 810.813s'], ,[' 70063938'],"[' 21828559 (Analyzed', ' 21750411)']","[' 39514    (Average', ' 550.45 Last', ' 115815)']",[' 1889.2  '],"[' 1111     (Average Length', ' 524.96 Splits', ' 0)']","[' 21750411 (Deleted', ' 21468044)']","[' 111      (Ratio', '   0.00%)']","[' 8551     (Ratio', '   0.04%)']","[' 21750411 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21750411 (Average', '  3.13 Max', ' 2197 Sum', ' 68017874)']","[' 21749959 (Average', '  3.12 Max', ' 2197 Sum', ' 67793951 Ratio', '  99.67%)']","[' 452      (Average', ' 495.40 Max', ' 813 Sum', ' 223923 Ratio', '   0.33%)']", ,[' 78316   '],[' 4268    '],[' 78590   '],[' 43705   '],"[' 131111   (Atom=Atom', ' 40185 Body=Body', ' 23343 Other', ' 67583)']",[' Yes'],"[' 5292     (Eliminated', '    0 Frozen', ' 5292)']","[' 1674     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.30261'],[' 0'], ,[' 625.956'],[' 0'],[' 11.9515'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.15847e+08'],[' 1.39558e+08'],[' 0'],[' 6.48563e+10'],[' 0'],[' 0'],[' 723 '],[' 1397 '],[' 2057 '],[' 2634 '],[' 3116 '],[' 4 '],[' 1 ']
