Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, ,[' 1'],[' 821+'],[' 421'],"[' 210.618s (Solving', ' 208.58s 1st Model', ' 0.62s Unsat', ' 6.12s)']",[' 210.359s'], ,[' 4390638 '],"[' 2918321  (Analyzed', ' 2704052)']","[' 6912     (Average', ' 391.21 Last', ' 3368)']",[' 1019.6  '],"[' 421      (Average Length', ' 201.96 Splits', ' 0)']","[' 2704052  (Deleted', ' 2649115)']","[' 74       (Ratio', '   0.00%)']","[' 1466     (Ratio', '   0.05%)']","[' 2704052  (Average Length', '   10.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2704052  (Average', '  1.39 Max', ' 1741 Sum', ' 3762102)']","[' 2703958  (Average', '  1.39 Max', ' 1741 Sum', ' 3754076 Ratio', '  99.79%)']","[' 94       (Average', ' 85.38 Max', ' 365 Sum', '   8026 Ratio', '   0.21%)']", ,[' 74618   '],[' 2632    '],[' 74270   '],[' 42734   '],"[' 128198   (Atom=Atom', ' 40850 Body=Body', ' 21707 Other', ' 65641)']",[' Yes'],"[' 3034     (Eliminated', '    0 Frozen', ' 3034)']","[' 59       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.447957'],[' 0'], ,[' 190.188'],[' 0'],[' 2.62745'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.64514e+07'],[' 9.85613e+06'],[' 0'],[' 3.72643e+10'],[' 0'],[' 0'],[' 609 '],[' 972 '],[' 1461 '],[' 1937 '],[' 2409 '],[' 2778 '],[' 3123 '],[' 3567 '],[' 4039 '],[' 4369 '],[' 2 '],[' 8 ']
Solving...,TA52, , ,[' 843'],[' 432'],"[' 215.473s (Solving', ' 213.21s 1st Model', ' 0.83s Unsat', ' 10.69s)']",[' 215.109s'], ,[' 10805007'],"[' 7781883  (Analyzed', ' 7761651)']","[' 16690    (Average', ' 465.05 Last', ' 24520)']",[' 1179.5  '],"[' 432      (Average Length', ' 209.38 Splits', ' 0)']","[' 7761651  (Deleted', ' 7641921)']","[' 76       (Ratio', '   0.00%)']","[' 1647     (Ratio', '   0.02%)']","[' 7761651  (Average Length', '   10.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7761651  (Average', '  1.31 Max', ' 1622 Sum', ' 10186326)']","[' 7761535  (Average', '  1.31 Max', ' 1622 Sum', ' 10174718 Ratio', '  99.89%)']","[' 116      (Average', ' 100.07 Max', ' 382 Sum', '  11608 Ratio', '   0.11%)']", ,[' 74615   '],[' 2605    '],[' 74280   '],[' 42200   '],"[' 126596   (Atom=Atom', ' 40343 Body=Body', ' 21680 Other', ' 64573)']",[' Yes'],"[' 3020     (Eliminated', '    0 Frozen', ' 3020)']","[' 64       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.541134'],[' 0'], ,[' 165.694'],[' 0'],[' 3.28459'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.5197e+07'],[' 1.73292e+07'],[' 0'],[' 2.52988e+10'],[' 0'],[' 0'],[' 482 '],[' 1071 '],[' 1541 '],[' 1972 '],[' 2324 '],[' 2803 '],[' 3260 '],[' 3653 '],[' 3987 '],[' 4209 '],[' 2 '],[' 8 ']
Solving...,TA53, , ,[' 709'],[' 365'],"[' 108.311s (Solving', ' 106.60s 1st Model', ' 0.50s Unsat', ' 4.83s)']",[' 108.125s'], ,[' 2757217 '],"[' 1222986  (Analyzed', ' 1212556)']","[' 2927     (Average', ' 414.27 Last', ' 3540)']",[' 1081.9  '],"[' 365      (Average Length', ' 174.92 Splits', ' 0)']","[' 1212556  (Deleted', ' 1183656)']","[' 81       (Ratio', '   0.01%)']","[' 1524     (Ratio', '   0.13%)']","[' 1212556  (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1212556  (Average', '  1.98 Max', ' 1624 Sum', ' 2395730)']","[' 1212423  (Average', '  1.96 Max', ' 1624 Sum', ' 2380664 Ratio', '  99.37%)']","[' 133      (Average', ' 113.28 Max', ' 336 Sum', '  15066 Ratio', '   0.63%)']", ,[' 73433   '],[' 2619    '],[' 73030   '],[' 42041   '],"[' 126119   (Atom=Atom', ' 40170 Body=Body', ' 21694 Other', ' 64255)']",[' Yes'],"[' 2966     (Eliminated', '    0 Frozen', ' 2966)']","[' 130      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.444294'],[' 0'], ,[' 97.715'],[' 0'],[' 1.34594'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.2517e+07'],[' 9.61006e+06'],[' 0'],[' 1.90284e+10'],[' 0'],[' 0'],[' 520 '],[' 1016 '],[' 1459 '],[' 1876 '],[' 2218 '],[' 2737 '],[' 3265 '],[' 3575 '],[' 4054 '],[' 4410 '],[' 1 '],[' 9 ']
Solving...,TA54, , ,[' 683'],[' 352'],"[' 319.055s (Solving', ' 317.17s 1st Model', ' 0.55s Unsat', ' 15.21s)']",[' 318.703s'], ,[' 11982429'],"[' 7504909  (Analyzed', ' 7473337)']","[' 16057    (Average', ' 465.43 Last', ' 19641)']",[' 1112.9  '],"[' 352      (Average Length', ' 169.65 Splits', ' 0)']","[' 7473337  (Deleted', ' 7345457)']","[' 74       (Ratio', '   0.00%)']","[' 2356     (Ratio', '   0.03%)']","[' 7473337  (Average Length', '   11.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7473337  (Average', '  1.53 Max', ' 1560 Sum', ' 11431860)']","[' 7473131  (Average', '  1.53 Max', ' 1560 Sum', ' 11407326 Ratio', '  99.79%)']","[' 206      (Average', ' 119.10 Max', ' 288 Sum', '  24534 Ratio', '   0.21%)']", ,[' 74136   '],[' 2693    '],[' 73725   '],[' 42144   '],"[' 126428   (Atom=Atom', ' 40199 Body=Body', ' 21768 Other', ' 64461)']",[' Yes'],"[' 3032     (Eliminated', '    0 Frozen', ' 3032)']","[' 209      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.468919'],[' 0'], ,[' 271.697'],[' 0'],[' 4.5921'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.10696e+07'],[' 2.33445e+07'],[' 0'],[' 4.5712e+10'],[' 0'],[' 0'],[' 473 '],[' 874 '],[' 1327 '],[' 1742 '],[' 2346 '],[' 2639 '],[' 2970 '],[' 3501 '],[' 4265 '],[' 4554 '],[' 3 '],[' 7 ']
Solving...,TA55, , ,[' 795'],[' 408'],"[' 419.611s (Solving', ' 417.85s 1st Model', ' 0.67s Unsat', ' 116.25s)']",[' 419.047s'], ,[' 15338146'],"[' 11053987 (Analyzed', ' 10989545)']","[' 24156    (Average', ' 454.94 Last', ' 2798)']",[' 1036.8  '],"[' 408      (Average Length', ' 192.05 Splits', ' 0)']","[' 10989545 (Deleted', ' 10815853)']","[' 88       (Ratio', '   0.00%)']","[' 2245     (Ratio', '   0.02%)']","[' 10989545 (Average Length', '   10.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10989545 (Average', '  1.34 Max', ' 1529 Sum', ' 14691451)']","[' 10989369 (Average', '  1.33 Max', ' 1529 Sum', ' 14667362 Ratio', '  99.84%)']","[' 176      (Average', ' 136.87 Max', ' 352 Sum', '  24089 Ratio', '   0.16%)']", ,[' 73297   '],[' 2587    '],[' 72930   '],[' 41176   '],"[' 123524   (Atom=Atom', ' 39337 Body=Body', ' 21662 Other', ' 62525)']",[' Yes'],"[' 2970     (Eliminated', '    0 Frozen', ' 2970)']","[' 170      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.47613'],[' 0'], ,[' 349.078'],[' 0'],[' 5.65049'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.93132e+07'],[' 2.37672e+07'],[' 0'],[' 5.86655e+10'],[' 0'],[' 0'],[' 427 '],[' 877 '],[' 1472 '],[' 1957 '],[' 2369 '],[' 2704 '],[' 3200 '],[' 3684 '],[' 4255 '],[' 4573 '],[' 3 '],[' 7 ']
Solving...,TA56, , ,[' 821'],[' 421'],"[' 207.614s (Solving', ' 205.41s 1st Model', ' 0.97s Unsat', ' 2.94s)']",[' 207.188s'], ,[' 15114141'],"[' 9273642  (Analyzed', ' 9245443)']","[' 18135    (Average', ' 509.81 Last', ' 10056)']",[' 1183.8  '],"[' 421      (Average Length', ' 204.87 Splits', ' 0)']","[' 9245443  (Deleted', ' 9103758)']","[' 68       (Ratio', '   0.00%)']","[' 1792     (Ratio', '   0.02%)']","[' 9245443  (Average Length', '   11.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9245443  (Average', '  1.56 Max', ' 1618 Sum', ' 14439191)']","[' 9245296  (Average', '  1.56 Max', ' 1618 Sum', ' 14423219 Ratio', '  99.89%)']","[' 147      (Average', ' 108.65 Max', ' 316 Sum', '  15972 Ratio', '   0.11%)']", ,[' 74507   '],[' 2640    '],[' 74163   '],[' 42440   '],"[' 127316   (Atom=Atom', ' 40548 Body=Body', ' 21715 Other', ' 65053)']",[' Yes'],"[' 3046     (Eliminated', '    0 Frozen', ' 3046)']","[' 181      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.540141'],[' 0'], ,[' 152.393'],[' 0'],[' 3.95047'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.44333e+07'],[' 2.31708e+07'],[' 0'],[' 2.02415e+10'],[' 0'],[' 0'],[' 641 '],[' 1324 '],[' 1721 '],[' 2153 '],[' 2716 '],[' 3203 '],[' 3588 '],[' 4028 '],[' 4430 '],[' 4702 '],[' 2 '],[' 8 ']
Solving...,TA57, , ,[' 731'],[' 376'],"[' 123.978s (Solving', ' 122.01s 1st Model', ' 0.47s Unsat', ' 20.17s)']",[' 123.703s'], ,[' 5425623 '],"[' 3290709  (Analyzed', ' 3217532)']","[' 7555     (Average', ' 425.88 Last', ' 17327)']",[' 1062.3  '],"[' 376      (Average Length', ' 182.47 Splits', ' 0)']","[' 3217532  (Deleted', ' 3144067)']","[' 105      (Ratio', '   0.00%)']","[' 1657     (Ratio', '   0.05%)']","[' 3217532  (Average Length', '   10.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3217532  (Average', '  1.54 Max', ' 1668 Sum', ' 4966254)']","[' 3217353  (Average', '  1.54 Max', ' 1668 Sum', ' 4946896 Ratio', '  99.61%)']","[' 179      (Average', ' 108.15 Max', ' 306 Sum', '  19358 Ratio', '   0.39%)']", ,[' 73896   '],[' 2635    '],[' 73509   '],[' 42478   '],"[' 127430   (Atom=Atom', ' 40591 Body=Body', ' 21710 Other', ' 65129)']",[' Yes'],"[' 2998     (Eliminated', '    0 Frozen', ' 2998)']","[' 69       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.439279'],[' 0'], ,[' 100.74'],[' 0'],[' 1.83738'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.03483e+07'],[' 1.18429e+07'],[' 0'],[' 1.54293e+10'],[' 0'],[' 0'],[' 591 '],[' 928 '],[' 1523 '],[' 1947 '],[' 2466 '],[' 2925 '],[' 3295 '],[' 3761 '],[' 4120 '],[' 4607 '],[' 1 '],[' 9 ']
Solving...,TA58, , ,[' 759'],[' 390'],"[' 243.582s (Solving', ' 241.42s 1st Model', ' 0.74s Unsat', ' 139.24s)']",[' 243.250s'], ,[' 14977905'],"[' 10555371 (Analyzed', ' 10536969)']","[' 22167    (Average', ' 475.34 Last', ' 2676)']",[' 1034.6  '],"[' 390      (Average Length', ' 188.18 Splits', ' 0)']","[' 10536969 (Deleted', ' 10371919)']","[' 104      (Ratio', '   0.00%)']","[' 2244     (Ratio', '   0.02%)']","[' 10536969 (Average Length', '   10.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10536969 (Average', '  1.36 Max', ' 1574 Sum', ' 14380626)']","[' 10536802 (Average', '  1.36 Max', ' 1574 Sum', ' 14372011 Ratio', '  99.94%)']","[' 167      (Average', ' 51.59 Max', ' 289 Sum', '   8615 Ratio', '   0.06%)']", ,[' 74033   '],[' 2599    '],[' 73658   '],[' 41810   '],"[' 125426   (Atom=Atom', ' 39959 Body=Body', ' 21674 Other', ' 63793)']",[' Yes'],"[' 2974     (Eliminated', '    0 Frozen', ' 2974)']","[' 111      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.468002'],[' 0'], ,[' 181.611'],[' 0'],[' 3.77671'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.52553e+07'],[' 2.17986e+07'],[' 0'],[' 2.43462e+10'],[' 0'],[' 0'],[' 532 '],[' 1109 '],[' 1642 '],[' 2095 '],[' 2483 '],[' 3045 '],[' 3617 '],[' 4082 '],[' 4578 '],[' 4930 '],[' 1 '],[' 9 ']
Solving...,TA59, ,[' 1'],[' 637+'],[' 329'],"[' 397.520s (Solving', ' 395.94s 1st Model', ' 0.59s Unsat', ' 94.43s)']",[' 396.891s'], ,[' 19649513'],"[' 12994353 (Analyzed', ' 12979381)']","[' 27970    (Average', ' 464.05 Last', ' 115008)']",[' 1006.1  '],"[' 329      (Average Length', ' 158.80 Splits', ' 0)']","[' 12979381 (Deleted', ' 12773241)']","[' 93       (Ratio', '   0.00%)']","[' 2820     (Ratio', '   0.02%)']","[' 12979381 (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12979381 (Average', '  1.46 Max', ' 1554 Sum', ' 19012478)']","[' 12979202 (Average', '  1.46 Max', ' 1554 Sum', ' 18995645 Ratio', '  99.91%)']","[' 179      (Average', ' 94.04 Max', ' 260 Sum', '  16833 Ratio', '   0.09%)']", ,[' 73562   '],[' 2628    '],[' 73127   '],[' 41798   '],"[' 125390   (Atom=Atom', ' 39918 Body=Body', ' 21703 Other', ' 63769)']",[' Yes'],"[' 2943     (Eliminated', '    0 Frozen', ' 2943)']","[' 173      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.399047'],[' 0'], ,[' 321.147'],[' 0'],[' 5.02893'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.96593e+07'],[' 2.93536e+07'],[' 0'],[' 4.90882e+10'],[' 0'],[' 0'],[' 440 '],[' 853 '],[' 1475 '],[' 1914 '],[' 2449 '],[' 2890 '],[' 3379 '],[' 3903 '],[' 4374 '],[' 5042 '],[' 3 '],[' 7 ']
Solving...,TA60, ,[' 1'],[' 847+'],[' 434'],"[' 404.947s (Solving', ' 403.05s 1st Model', ' 0.88s Unsat', ' 100.72s)']",[' 403.906s'], ,[' 18203008'],"[' 11091599 (Analyzed', ' 11038081)']","[' 22939    (Average', ' 481.19 Last', ' 215408)']",[' 1062.7  '],"[' 434      (Average Length', ' 209.77 Splits', ' 0)']","[' 11038081 (Deleted', ' 10884795)']","[' 70       (Ratio', '   0.00%)']","[' 3019     (Ratio', '   0.03%)']","[' 11038081 (Average Length', '   12.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11038081 (Average', '  1.58 Max', ' 1625 Sum', ' 17477937)']","[' 11037924 (Average', '  1.58 Max', ' 1625 Sum', ' 17460062 Ratio', '  99.90%)']","[' 157      (Average', ' 113.85 Max', ' 340 Sum', '  17875 Ratio', '   0.10%)']", ,[' 74764   '],[' 2734    '],[' 74431   '],[' 42777   '],"[' 128327   (Atom=Atom', ' 40791 Body=Body', ' 21809 Other', ' 65727)']",[' Yes'],"[' 3151     (Eliminated', '    0 Frozen', ' 3151)']","[' 312      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.496486'],[' 0'], ,[' 337.239'],[' 0'],[' 5.66097'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.45904e+07'],[' 2.85178e+07'],[' 0'],[' 5.69757e+10'],[' 0'],[' 0'],[' 501 '],[' 892 '],[' 1608 '],[' 2075 '],[' 2439 '],[' 2991 '],[' 3345 '],[' 3832 '],[' 4263 '],[' 4695 '],[' 3 '],[' 7 ']
