Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1741'],[' 878'],"[' 14.827s (Solving', ' 9.54s 1st Model', ' 2.66s Unsat', ' 0.86s)']",[' 14.750s'], ,[' 3008868 '],"[' 139583   (Analyzed', ' 62415)']","[' 443      (Average', ' 140.89 Last', ' 1309)']",[' 2124.3  '],"[' 877      (Average Length', ' 418.62 Splits', ' 0)']","[' 62415    (Deleted', ' 48682)']","[' 61       (Ratio', '   0.10%)']","[' 693      (Ratio', '   1.11%)']","[' 62415    (Average Length', '    8.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 62415    (Average', ' 23.48 Max', ' 3003 Sum', ' 1465468)']","[' 62253    (Average', ' 23.13 Max', ' 3003 Sum', ' 1443420 Ratio', '  98.50%)']","[' 162      (Average', ' 136.10 Max', ' 662 Sum', '  22048 Ratio', '   1.50%)']", ,[' 99351   '],[' 4226    '],[' 99187   '],[' 55867   '],"[' 167597   (Atom=Atom', ' 52639 Body=Body', ' 29676 Other', ' 85282)']",[' Yes'],"[' 5062     (Eliminated', '    0 Frozen', ' 5062)']","[' 21       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.26828'],[' 0'], ,[' 3.54245'],[' 0'],[' 0.166117'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.84321e+07'],[' 1.73413e+07'],[' 0'],[' 1.54916e+08'],[' 0'],[' 0'],[' 619 '],[' 1035 '],[' 1503 '],[' 1966 '],[' 2388 '],[' 3809 '],[' 4329 '],[' 1 '],[' 6 ']
Solving...,TA62, , ,[' 2275'],[' 1145'],"[' 90.099s (Solving', ' 83.27s 1st Model', ' 4.27s Unsat', ' 70.71s)']",[' 89.766s'], ,[' 4980569 '],"[' 741319   (Analyzed', ' 646375)']","[' 1890     (Average', ' 342.00 Last', ' 2500)']",[' 2321.0  '],"[' 1145     (Average Length', ' 540.67 Splits', ' 0)']","[' 646375   (Deleted', ' 625725)']","[' 65       (Ratio', '   0.01%)']","[' 1510     (Ratio', '   0.23%)']","[' 646375   (Average Length', '    9.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 646375   (Average', '  4.54 Max', ' 2873 Sum', ' 2935510)']","[' 646121   (Average', '  4.40 Max', ' 2873 Sum', ' 2844294 Ratio', '  96.89%)']","[' 254      (Average', ' 359.12 Max', ' 916 Sum', '  91216 Ratio', '   3.11%)']", ,[' 99962   '],[' 4279    '],[' 100034  '],[' 56147   '],"[' 168437   (Atom=Atom', ' 52866 Body=Body', ' 29729 Other', ' 85842)']",[' Yes'],"[' 5351     (Eliminated', '    0 Frozen', ' 5351)']","[' 113      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.75556'],[' 0'], ,[' 70.6957'],[' 0'],[' 1.05385'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.92451e+07'],[' 2.6378e+07'],[' 0'],[' 1.11629e+10'],[' 0'],[' 0'],[' 632 '],[' 1109 '],[' 1643 '],[' 2065 '],[' 2564 '],[' 2996 '],[' 3897 '],[' 0 '],[' 7 ']
Solving...,TA63, , ,[' 2193'],[' 1104'],"[' 29.947s (Solving', ' 22.82s 1st Model', ' 3.72s Unsat', ' 10.66s)']",[' 29.766s'], ,[' 5094126 '],"[' 837726   (Analyzed', ' 769592)']","[' 2121     (Average', ' 362.84 Last', ' 632)']",[' 2395.0  '],"[' 1104     (Average Length', ' 521.98 Splits', ' 0)']","[' 769592   (Deleted', ' 745283)']","[' 70       (Ratio', '   0.01%)']","[' 1125     (Ratio', '   0.15%)']","[' 769592   (Average Length', '   10.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 769592   (Average', '  3.86 Max', ' 3011 Sum', ' 2968689)']","[' 769481   (Average', '  3.83 Max', ' 3011 Sum', ' 2951133 Ratio', '  99.41%)']","[' 111      (Average', ' 158.16 Max', ' 681 Sum', '  17556 Ratio', '   0.59%)']", ,[' 99906   '],[' 4246    '],[' 99932   '],[' 56621   '],"[' 169859   (Atom=Atom', ' 53373 Body=Body', ' 29696 Other', ' 86790)']",[' Yes'],"[' 5272     (Eliminated', '    0 Frozen', ' 5272)']","[' 40       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.773'],[' 0'], ,[' 10.7393'],[' 0'],[' 0.416288'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.01945e+07'],[' 2.71964e+07'],[' 0'],[' 6.41159e+08'],[' 0'],[' 0'],[' 576 '],[' 1065 '],[' 1540 '],[' 1997 '],[' 2432 '],[' 2877 '],[' 3377 '],[' 0 '],[' 7 ']
Solving...,TA64, , ,[' 2291'],[' 1153'],"[' 165.046s (Solving', ' 156.85s 1st Model', ' 4.87s Unsat', ' 142.04s)']",[' 164.516s'], ,[' 18488109'],"[' 9954529  (Analyzed', ' 9900188)']","[' 17761    (Average', ' 557.41 Last', ' 1383)']",[' 2355.4  '],"[' 1153     (Average Length', ' 539.76 Splits', ' 0)']","[' 9900188  (Deleted', ' 9737124)']","[' 106      (Ratio', '   0.00%)']","[' 1682     (Ratio', '   0.02%)']","[' 9900188  (Average Length', '   10.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9900188  (Average', '  1.64 Max', ' 2909 Sum', ' 16190054)']","[' 9899955  (Average', '  1.63 Max', ' 2909 Sum', ' 16143065 Ratio', '  99.71%)']","[' 233      (Average', ' 201.67 Max', ' 700 Sum', '  46989 Ratio', '   0.29%)']", ,[' 99808   '],[' 4254    '],[' 99860   '],[' 56094   '],"[' 168278   (Atom=Atom', ' 52838 Body=Body', ' 29704 Other', ' 85736)']",[' Yes'],"[' 5306     (Eliminated', '    0 Frozen', ' 5306)']","[' 125      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.06755'],[' 0'], ,[' 86.4563'],[' 0'],[' 2.69517'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.87347e+07'],[' 4.44199e+07'],[' 0'],[' 5.82218e+09'],[' 0'],[' 0'],[' 624 '],[' 1051 '],[' 1546 '],[' 1927 '],[' 2304 '],[' 2741 '],[' 3272 '],[' 0 '],[' 7 ']
Solving...,TA65, , ,[' 1849'],[' 932'],"[' 263.334s (Solving', ' 257.28s 1st Model', ' 5.48s Unsat', ' 105.56s)']",[' 262.578s'], ,[' 8108799 '],"[' 2812922  (Analyzed', ' 2746725)']","[' 6692     (Average', ' 410.45 Last', ' 11304)']",[' 2250.7  '],"[' 932      (Average Length', ' 439.41 Splits', ' 0)']","[' 2746725  (Deleted', ' 2684320)']","[' 54       (Ratio', '   0.00%)']","[' 1736     (Ratio', '   0.06%)']","[' 2746725  (Average Length', '   10.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2746725  (Average', '  2.31 Max', ' 2974 Sum', ' 6343394)']","[' 2746507  (Average', '  2.29 Max', ' 2974 Sum', ' 6286486 Ratio', '  99.10%)']","[' 218      (Average', ' 261.05 Max', ' 719 Sum', '  56908 Ratio', '   0.90%)']", ,[' 99945   '],[' 4387    '],[' 99827   '],[' 56984   '],"[' 170948   (Atom=Atom', ' 53595 Body=Body', ' 29837 Other', ' 87516)']",[' Yes'],"[' 5269     (Eliminated', '    0 Frozen', ' 5269)']","[' 182      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.50825'],[' 0'], ,[' 231.472'],[' 0'],[' 3.25002'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.4696e+07'],[' 2.67513e+07'],[' 0'],[' 3.51266e+10'],[' 0'],[' 0'],[' 592 '],[' 941 '],[' 1475 '],[' 2017 '],[' 2499 '],[' 3070 '],[' 3760 '],[' 1 '],[' 6 ']
Solving...,TA66, , ,[' 2225'],[' 1120'],"[' 311.339s (Solving', ' 304.32s 1st Model', ' 3.88s Unsat', ' 8.63s)']",[' 311.047s'], ,[' 24869690'],"[' 13635384 (Analyzed', ' 13551648)']","[' 25323    (Average', ' 535.15 Last', ' 122076)']",[' 2154.7  '],"[' 1120     (Average Length', ' 522.73 Splits', ' 0)']","[' 13551648 (Deleted', ' 13352689)']","[' 42       (Ratio', '   0.00%)']","[' 1959     (Ratio', '   0.01%)']","[' 13551648 (Average Length', '   10.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13551648 (Average', '  1.68 Max', ' 2836 Sum', ' 22756117)']","[' 13551370 (Average', '  1.67 Max', ' 2836 Sum', ' 22657628 Ratio', '  99.57%)']","[' 278      (Average', ' 354.28 Max', ' 872 Sum', '  98489 Ratio', '   0.43%)']", ,[' 99900   '],[' 4330    '],[' 99939   '],[' 56081   '],"[' 168239   (Atom=Atom', ' 52749 Body=Body', ' 29780 Other', ' 85710)']",[' Yes'],"[' 5369     (Eliminated', '    0 Frozen', ' 5369)']","[' 271      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.63612'],[' 0'], ,[' 209.841'],[' 0'],[' 4.33801'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.43185e+07'],[' 5.24548e+07'],[' 0'],[' 2.42175e+10'],[' 0'],[' 0'],[' 610 '],[' 1082 '],[' 1541 '],[' 2024 '],[' 2528 '],[' 3058 '],[' 3588 '],[' 2 '],[' 5 ']
Solving...,TA67, , ,[' 2221'],[' 1118'],"[' 166.509s (Solving', ' 159.40s 1st Model', ' 3.66s Unsat', ' 5.54s)']",[' 166.156s'], ,[' 22121437'],"[' 11750718 (Analyzed', ' 11670493)']","[' 20499    (Average', ' 569.32 Last', ' 1740)']",[' 2245.4  '],"[' 1118     (Average Length', ' 524.33 Splits', ' 0)']","[' 11670493 (Deleted', ' 11489695)']","[' 52       (Ratio', '   0.00%)']","[' 1353     (Ratio', '   0.01%)']","[' 11670493 (Average Length', '   10.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11670493 (Average', '  1.71 Max', ' 2908 Sum', ' 19965493)']","[' 11670258 (Average', '  1.70 Max', ' 2908 Sum', ' 19894714 Ratio', '  99.65%)']","[' 235      (Average', ' 301.19 Max', ' 867 Sum', '  70779 Ratio', '   0.35%)']", ,[' 99981   '],[' 4305    '],[' 100019  '],[' 56168   '],"[' 168500   (Atom=Atom', ' 52861 Body=Body', ' 29755 Other', ' 85884)']",[' Yes'],"[' 5343     (Eliminated', '    0 Frozen', ' 5343)']","[' 128      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.68539'],[' 0'], ,[' 75.8264'],[' 0'],[' 2.18886'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.61656e+07'],[' 4.54353e+07'],[' 0'],[' 5.12969e+09'],[' 0'],[' 0'],[' 646 '],[' 1124 '],[' 1618 '],[' 2003 '],[' 2453 '],[' 2911 '],[' 3579 '],[' 1 '],[' 6 ']
Solving...,TA68, , ,[' 1945'],[' 980'],"[' 163.494s (Solving', ' 156.59s 1st Model', ' 3.34s Unsat', ' 3.54s)']",[' 163.016s'], ,[' 20945761'],"[' 11358755 (Analyzed', ' 11300475)']","[' 19245    (Average', ' 587.19 Last', ' 2235)']",[' 2236.5  '],"[' 980      (Average Length', ' 459.48 Splits', ' 0)']","[' 11300475 (Deleted', ' 11138664)']","[' 47       (Ratio', '   0.00%)']","[' 1416     (Ratio', '   0.01%)']","[' 11300475 (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11300475 (Average', '  1.67 Max', ' 2931 Sum', ' 18891667)']","[' 11300309 (Average', '  1.67 Max', ' 2931 Sum', ' 18863941 Ratio', '  99.85%)']","[' 166      (Average', ' 167.02 Max', ' 635 Sum', '  27726 Ratio', '   0.15%)']", ,[' 99448   '],[' 4244    '],[' 99364   '],[' 55887   '],"[' 167657   (Atom=Atom', ' 52641 Body=Body', ' 29694 Other', ' 85322)']",[' Yes'],"[' 5160     (Eliminated', '    0 Frozen', ' 5160)']","[' 112      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.52233'],[' 0'], ,[' 85.0011'],[' 0'],[' 2.70385'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.85777e+07'],[' 4.2434e+07'],[' 0'],[' 5.70966e+09'],[' 0'],[' 0'],[' 601 '],[' 1049 '],[' 1517 '],[' 1927 '],[' 2343 '],[' 2827 '],[' 3494 '],[' 1 '],[' 6 ']
Solving...,TA69, , ,[' 2407'],[' 1211'],"[' 303.807s (Solving', ' 296.27s 1st Model', ' 4.17s Unsat', ' 0.55s)']",[' 303.047s'], ,[' 25302752'],"[' 13606682 (Analyzed', ' 13522601)']","[' 24331    (Average', ' 555.78 Last', ' 111774)']",[' 2317.4  '],"[' 1211     (Average Length', ' 564.26 Splits', ' 0)']","[' 13522601 (Deleted', ' 13338315)']","[' 60       (Ratio', '   0.00%)']","[' 1990     (Ratio', '   0.01%)']","[' 13522601 (Average Length', '   11.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13522601 (Average', '  1.69 Max', ' 2975 Sum', ' 22831926)']","[' 13522371 (Average', '  1.68 Max', ' 2975 Sum', ' 22752422 Ratio', '  99.65%)']","[' 230      (Average', ' 345.67 Max', ' 770 Sum', '  79504 Ratio', '   0.35%)']", ,[' 100435  '],[' 4376    '],[' 100557  '],[' 57020   '],"[' 171056   (Atom=Atom', ' 53642 Body=Body', ' 29826 Other', ' 87588)']",[' Yes'],"[' 5498     (Eliminated', '    0 Frozen', ' 5498)']","[' 213      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.78956'],[' 0'], ,[' 207.133'],[' 0'],[' 4.42981'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.91768e+07'],[' 5.28649e+07'],[' 0'],[' 2.29754e+10'],[' 0'],[' 0'],[' 817 '],[' 1224 '],[' 1742 '],[' 2228 '],[' 2770 '],[' 3287 '],[' 4035 '],[' 2 '],[' 5 ']
Solving...,TA70, , ,[' 2521'],[' 1268'],"[' 163.872s (Solving', ' 156.16s 1st Model', ' 4.29s Unsat', ' 0.75s)']",[' 163.516s'], ,[' 21561105'],"[' 10462973 (Analyzed', ' 10406574)']","[' 17256    (Average', ' 603.07 Last', ' 1126)']",[' 2205.8  '],"[' 1268     (Average Length', ' 581.77 Splits', ' 0)']","[' 10406574 (Deleted', ' 10242158)']","[' 90       (Ratio', '   0.00%)']","[' 2191     (Ratio', '   0.02%)']","[' 10406574 (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10406574 (Average', '  1.85 Max', ' 2829 Sum', ' 19262827)']","[' 10406339 (Average', '  1.85 Max', ' 2829 Sum', ' 19215264 Ratio', '  99.75%)']","[' 235      (Average', ' 202.40 Max', ' 968 Sum', '  47563 Ratio', '   0.25%)']", ,[' 100090  '],[' 4324    '],[' 100239  '],[' 56221   '],"[' 168659   (Atom=Atom', ' 52895 Body=Body', ' 29774 Other', ' 85990)']",[' Yes'],"[' 5473     (Eliminated', '    0 Frozen', ' 5473)']","[' 361      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.89115'],[' 0'], ,[' 85.5487'],[' 0'],[' 2.92994'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.60954e+07'],[' 4.89637e+07'],[' 0'],[' 5.55643e+09'],[' 0'],[' 0'],[' 689 '],[' 1138 '],[' 1613 '],[' 2169 '],[' 2715 '],[' 3290 '],[' 4059 '],[' 1 '],[' 6 ']
