Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1'],[' 4917+'],[' 2462'],"[' 604.004s (Solving', ' 589.90s 1st Model', ' 378.89s Unsat', ' 0.00s)']",[' 602.500s'], ,[' 290184788'],"[' 5052983  (Analyzed', ' 4843020)']","[' 12370    (Average', ' 391.51 Last', ' 158873)']",[' 4769.3  '],"[' 2462     (Average Length', ' 1332.28 Splits', ' 0)']","[' 4843020  (Deleted', ' 4754796)']","[' 428      (Ratio', '   0.01%)']","[' 51397    (Ratio', '   1.06%)']","[' 4843020  (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4843020  (Average', ' 58.16 Max', ' 4721 Sum', ' 281672716)']","[' 4842484  (Average', ' 58.03 Max', ' 4721 Sum', ' 281044165 Ratio', '  99.78%)']","[' 536      (Average', ' 1172.67 Max', ' 1504 Sum', ' 628551 Ratio', '   0.22%)']", ,[' 110523  '],[' 8421    '],[' 106469  '],[' 56828   '],"[' 162682   (Atom=Atom', ' 42953 Body=Body', ' 30545 Other', ' 89184)']",[' Yes'],"[' 10981    (Eliminated', '    0 Frozen', ' 10981)']","[' 5628     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.85737'],[' 0'], ,[' 219.286'],[' 0'],[' 18.0649'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.00058e+09'],[' 8.72049e+08'],[' 0'],[' 7.95059e+09'],[' 0'],[' 0'],[' 1115 '],[' 2110 '],[' 3007 '],[' 3 '],[' 0 ']
Solving...,TA52, , ,[' 1'],[' 4659+'],[' 2333'],"[' 603.258s (Solving', ' 590.49s 1st Model', ' 330.07s Unsat', ' 0.00s)']",[' 601.953s'], ,[' 268456642'],"[' 7560091  (Analyzed', ' 7401889)']","[' 15736    (Average', ' 470.38 Last', ' 94518)']",[' 4941.9  '],"[' 2333     (Average Length', ' 1295.41 Splits', ' 0)']","[' 7401889  (Deleted', ' 7296898)']","[' 420      (Ratio', '   0.01%)']","[' 51827    (Ratio', '   0.70%)']","[' 7401889  (Average Length', '   19.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7401889  (Average', ' 35.12 Max', ' 4684 Sum', ' 259958650)']","[' 7401261  (Average', ' 35.02 Max', ' 4684 Sum', ' 259225498 Ratio', '  99.72%)']","[' 628      (Average', ' 1167.44 Max', ' 1466 Sum', ' 733152 Ratio', '   0.28%)']", ,[' 110491  '],[' 8466    '],[' 106318  '],[' 56735   '],"[' 163343   (Atom=Atom', ' 43081 Body=Body', ' 30798 Other', ' 89464)']",[' Yes'],"[' 10942    (Eliminated', '    0 Frozen', ' 10942)']","[' 6752     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.58125'],[' 0'], ,[' 246.125'],[' 0'],[' 17.3642'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.94803e+08'],[' 7.7347e+08'],[' 0'],[' 1.02005e+10'],[' 0'],[' 0'],[' 1193 '],[' 2129 '],[' 3058 '],[' 3 '],[' 0 ']
Solving...,TA53, , ,[' 1'],[' 4985+'],[' 2496'],"[' 603.473s (Solving', ' 590.07s 1st Model', ' 347.93s Unsat', ' 0.00s)']",[' 602.344s'], ,[' 277140526'],"[' 7787768  (Analyzed', ' 7602178)']","[' 16571    (Average', ' 458.76 Last', ' 191229)']",[' 4995.4  '],"[' 2496     (Average Length', ' 1351.63 Splits', ' 0)']","[' 7602178  (Deleted', ' 7495241)']","[' 394      (Ratio', '   0.01%)']","[' 49529    (Ratio', '   0.65%)']","[' 7602178  (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7602178  (Average', ' 35.26 Max', ' 4700 Sum', ' 268025504)']","[' 7601635  (Average', ' 35.17 Max', ' 4700 Sum', ' 267354475 Ratio', '  99.75%)']","[' 543      (Average', ' 1235.78 Max', ' 1554 Sum', ' 671029 Ratio', '   0.25%)']", ,[' 111491  '],[' 8516    '],[' 107439  '],[' 57543   '],"[' 163094   (Atom=Atom', ' 43032 Body=Body', ' 30634 Other', ' 89428)']",[' Yes'],"[' 11042    (Eliminated', '    0 Frozen', ' 11042)']","[' 6078     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.71599'],[' 0'], ,[' 243.83'],[' 0'],[' 17.8103'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.27386e+08'],[' 7.98088e+08'],[' 0'],[' 9.79584e+09'],[' 0'],[' 0'],[' 1069 '],[' 1993 '],[' 2911 '],[' 3 '],[' 0 ']
Solving...,TA54, , ,[' 1'],[' 4353+'],[' 2180'],"[' 603.363s (Solving', ' 591.14s 1st Model', ' 326.30s Unsat', ' 0.00s)']",[' 601.547s'], ,[' 291590632'],"[' 7196432  (Analyzed', ' 7016668)']","[' 14983    (Average', ' 468.31 Last', ' 144310)']",[' 4819.0  '],"[' 2180     (Average Length', ' 1184.65 Splits', ' 0)']","[' 7016668  (Deleted', ' 6903813)']","[' 410      (Ratio', '   0.01%)']","[' 53570    (Ratio', '   0.76%)']","[' 7016668  (Average Length', '   17.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7016668  (Average', ' 40.41 Max', ' 4692 Sum', ' 283550844)']","[' 7016108  (Average', ' 40.33 Max', ' 4692 Sum', ' 282966445 Ratio', '  99.79%)']","[' 560      (Average', ' 1043.57 Max', ' 1264 Sum', ' 584399 Ratio', '   0.21%)']", ,[' 110378  '],[' 8462    '],[' 106065  '],[' 56654   '],"[' 162746   (Atom=Atom', ' 42891 Body=Body', ' 30759 Other', ' 89096)']",[' Yes'],"[' 10778    (Eliminated', '    0 Frozen', ' 10778)']","[' 6268     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.45175'],[' 0'], ,[' 232.778'],[' 0'],[' 18.1561'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.00472e+09'],[' 8.74172e+08'],[' 0'],[' 9.21159e+09'],[' 0'],[' 0'],[' 1134 '],[' 1994 '],[' 2948 '],[' 3 '],[' 0 ']
Solving...,TA55, , ,[' 1'],[' 4531+'],[' 2269'],"[' 603.340s (Solving', ' 590.81s 1st Model', ' 372.16s Unsat', ' 0.00s)']",[' 602.281s'], ,[' 283972437'],"[' 6828622  (Analyzed', ' 6666047)']","[' 15863    (Average', ' 420.23 Last', ' 162281)']",[' 4778.3  '],"[' 2269     (Average Length', ' 1237.43 Splits', ' 0)']","[' 6666047  (Deleted', ' 6562943)']","[' 496      (Ratio', '   0.01%)']","[' 51782    (Ratio', '   0.78%)']","[' 6666047  (Average Length', '   17.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6666047  (Average', ' 41.39 Max', ' 4672 Sum', ' 275933068)']","[' 6665418  (Average', ' 41.29 Max', ' 4672 Sum', ' 275246227 Ratio', '  99.75%)']","[' 629      (Average', ' 1091.96 Max', ' 1352 Sum', ' 686841 Ratio', '   0.25%)']", ,[' 110611  '],[' 8458    '],[' 106406  '],[' 56829   '],"[' 162737   (Atom=Atom', ' 42902 Body=Body', ' 30681 Other', ' 89154)']",[' Yes'],"[' 10871    (Eliminated', '    0 Frozen', ' 10871)']","[' 6575     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.52751'],[' 0'], ,[' 242.82'],[' 0'],[' 17.9319'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.66383e+08'],[' 8.36707e+08'],[' 0'],[' 9.84258e+09'],[' 0'],[' 0'],[' 1054 '],[' 2089 '],[' 3031 '],[' 3 '],[' 0 ']
Solving...,TA56, , ,[' 1'],[' 4795+'],[' 2401'],"[' 603.544s (Solving', ' 589.69s 1st Model', ' 195.62s Unsat', ' 0.00s)']",[' 602.063s'], ,[' 276964284'],"[' 9374132  (Analyzed', ' 9130848)']","[' 18944    (Average', ' 481.99 Last', ' 89863)']",[' 5198.4  '],"[' 2401     (Average Length', ' 1313.61 Splits', ' 0)']","[' 9130848  (Deleted', ' 9009689)']","[' 445      (Ratio', '   0.00%)']","[' 50106    (Ratio', '   0.55%)']","[' 9130848  (Average Length', '   18.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9130848  (Average', ' 29.29 Max', ' 4873 Sum', ' 267411499)']","[' 9130229  (Average', ' 29.22 Max', ' 4873 Sum', ' 266767422 Ratio', '  99.76%)']","[' 619      (Average', ' 1040.51 Max', ' 1357 Sum', ' 644077 Ratio', '   0.24%)']", ,[' 110977  '],[' 8482    '],[' 106866  '],[' 57141   '],"[' 163240   (Atom=Atom', ' 43074 Body=Body', ' 30740 Other', ' 89426)']",[' Yes'],"[' 10992    (Eliminated', '    0 Frozen', ' 10992)']","[' 5816     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.78127'],[' 0'], ,[' 263.511'],[' 0'],[' 17.6843'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.38994e+08'],[' 7.16991e+08'],[' 0'],[' 1.1729e+10'],[' 0'],[' 0'],[' 1193 '],[' 2267 '],[' 3122 '],[' 3 '],[' 0 ']
Solving...,TA57, , ,[' 1'],[' 4401+'],[' 2204'],"[' 603.484s (Solving', ' 590.78s 1st Model', ' 314.97s Unsat', ' 0.00s)']",[' 601.828s'], ,[' 288363999'],"[' 6305956  (Analyzed', ' 6118084)']","[' 13801    (Average', ' 443.31 Last', ' 96004)']",[' 4848.6  '],"[' 2204     (Average Length', ' 1213.35 Splits', ' 0)']","[' 6118084  (Deleted', ' 6019605)']","[' 446      (Ratio', '   0.01%)']","[' 52539    (Ratio', '   0.86%)']","[' 6118084  (Average Length', '   19.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6118084  (Average', ' 45.80 Max', ' 4726 Sum', ' 280226040)']","[' 6117499  (Average', ' 45.70 Max', ' 4726 Sum', ' 279610672 Ratio', '  99.78%)']","[' 585      (Average', ' 1051.91 Max', ' 1267 Sum', ' 615368 Ratio', '   0.22%)']", ,[' 110262  '],[' 8444    '],[' 106027  '],[' 56559   '],"[' 162564   (Atom=Atom', ' 42845 Body=Body', ' 30728 Other', ' 88991)']",[' Yes'],"[' 10839    (Eliminated', '    0 Frozen', ' 10839)']","[' 6677     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.49484'],[' 0'], ,[' 232.699'],[' 0'],[' 17.9917'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.00046e+09'],[' 8.69451e+08'],[' 0'],[' 9.2372e+09'],[' 0'],[' 0'],[' 1264 '],[' 2254 '],[' 3187 '],[' 3 '],[' 0 ']
Solving...,TA58, , ,[' 1'],[' 4861+'],[' 2434'],"[' 603.550s (Solving', ' 590.21s 1st Model', ' 332.59s Unsat', ' 0.00s)']",[' 601.641s'], ,[' 282898607'],"[' 7901218  (Analyzed', ' 7738872)']","[' 15616    (Average', ' 495.57 Last', ' 369233)']",[' 4860.4  '],"[' 2434     (Average Length', ' 1320.14 Splits', ' 0)']","[' 7738872  (Deleted', ' 7627097)']","[' 421      (Ratio', '   0.01%)']","[' 51861    (Ratio', '   0.67%)']","[' 7738872  (Average Length', '   19.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7738872  (Average', ' 35.44 Max', ' 4653 Sum', ' 274283341)']","[' 7738312  (Average', ' 35.35 Max', ' 4653 Sum', ' 273597758 Ratio', '  99.75%)']","[' 560      (Average', ' 1224.26 Max', ' 2166 Sum', ' 685583 Ratio', '   0.25%)']", ,[' 111612  '],[' 8546    '],[' 107514  '],[' 57654   '],"[' 163177   (Atom=Atom', ' 43064 Body=Body', ' 30642 Other', ' 89471)']",[' Yes'],"[' 11009    (Eliminated', '    0 Frozen', ' 11009)']","[' 6440     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.67334'],[' 0'], ,[' 241.035'],[' 0'],[' 17.8401'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.37978e+08'],[' 8.14642e+08'],[' 0'],[' 9.92044e+09'],[' 0'],[' 0'],[' 1180 '],[' 2161 '],[' 3124 '],[' 3 '],[' 0 ']
Solving...,TA59, , ,[' 1'],[' 4465+'],[' 2236'],"[' 603.494s (Solving', ' 590.86s 1st Model', ' 348.88s Unsat', ' 0.00s)']",[' 601.672s'], ,[' 272046901'],"[' 8151884  (Analyzed', ' 7940785)']","[' 16923    (Average', ' 469.23 Last', ' 159116)']",[' 4897.4  '],"[' 2236     (Average Length', ' 1231.62 Splits', ' 0)']","[' 7940785  (Deleted', ' 7824849)']","[' 409      (Ratio', '   0.01%)']","[' 50176    (Ratio', '   0.63%)']","[' 7940785  (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7940785  (Average', ' 33.21 Max', ' 4732 Sum', ' 263680453)']","[' 7940220  (Average', ' 33.13 Max', ' 4732 Sum', ' 263077946 Ratio', '  99.77%)']","[' 565      (Average', ' 1066.38 Max', ' 1357 Sum', ' 602507 Ratio', '   0.23%)']", ,[' 110138  '],[' 8411    '],[' 105943  '],[' 56445   '],"[' 162071   (Atom=Atom', ' 42718 Body=Body', ' 30539 Other', ' 88814)']",[' Yes'],"[' 10818    (Eliminated', '    0 Frozen', ' 10818)']","[' 5865     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.52558'],[' 0'], ,[' 251.918'],[' 0'],[' 17.4815'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.21359e+08'],[' 7.99343e+08'],[' 0'],[' 1.0075e+10'],[' 0'],[' 0'],[' 1019 '],[' 2031 '],[' 2968 '],[' 3 '],[' 0 ']
Solving...,TA60, , ,[' 1'],[' 5093+'],[' 2550'],"[' 603.746s (Solving', ' 589.97s 1st Model', ' 398.74s Unsat', ' 0.00s)']",[' 602.313s'], ,[' 302875419'],"[' 4367128  (Analyzed', ' 4152900)']","[' 11397    (Average', ' 364.39 Last', ' 223221)']",[' 4764.5  '],"[' 2550     (Average Length', ' 1364.03 Splits', ' 0)']","[' 4152900  (Deleted', ' 4072505)']","[' 411      (Ratio', '   0.01%)']","[' 52440    (Ratio', '   1.26%)']","[' 4152900  (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4152900  (Average', ' 70.88 Max', ' 4691 Sum', ' 294353965)']","[' 4152298  (Average', ' 70.69 Max', ' 4691 Sum', ' 293558014 Ratio', '  99.73%)']","[' 602      (Average', ' 1322.18 Max', ' 1592 Sum', ' 795951 Ratio', '   0.27%)']", ,[' 111410  '],[' 8511    '],[' 107395  '],[' 57574   '],"[' 163430   (Atom=Atom', ' 43150 Body=Body', ' 30675 Other', ' 89605)']",[' Yes'],"[' 11066    (Eliminated', '    0 Frozen', ' 11066)']","[' 6796     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.74361'],[' 0'], ,[' 214.668'],[' 0'],[' 18.348'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.08207e+09'],[' 9.43442e+08'],[' 0'],[' 7.90173e+09'],[' 0'],[' 0'],[' 1022 '],[' 2025 '],[' 2957 '],[' 3 '],[' 0 ']
