Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
UNKNOWN,TA71,[' 9413+'],[' 4709'],"[' 627.118s (Solving', ' 540.52s 1st Model', ' 177.61s Unsat', ' 0.00s)']",[' 625.172s'], ,[' 231181436'],"[' 6741536  (Analyzed', ' 73440)']","[' 2811     (Average', ' 26.13 Last', ' 16611)']",[' 19467.2 '],"[' 4709     (Average Length', ' 2426.01 Splits', ' 0)']","[' 73440    (Deleted', ' 55310)']","[' 39       (Ratio', '   0.05%)']","[' 9072     (Ratio', '  12.35%)']","[' 73440    (Average Length', '   36.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 73440    (Average', ' 2105.61 Max', ' 27434 Sum', ' 154636205)']","[' 70166    (Average', ' 1962.48 Max', ' 27434 Sum', ' 144124889 Ratio', '  93.20%)']","[' 3274     (Average', ' 3210.54 Max', ' 3256 Sum', ' 10511316 Ratio', '   6.80%)']", ,[' 457671  '],[' 32760   '],[' 418750  '],[' 199263  '],"[' 580780   (Atom=Atom', ' 147102 Body=Body', ' 103656 Other', ' 330022)']",[' Yes'],"[' 37848    (Eliminated', '    0 Frozen', ' 37848)']","[' 1365     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.739'],[' 0'], ,[' 183.18'],[' 0'],[' 12.4422'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.91592e+08'],[' 2.66461e+08'],[' 0'],[' 1.23193e+10'],[' 0'],[' 0'],[' 2425 '],[' 9193 '],[' 10070 '],[' 3 '],[' 0 ']
Solving...,TA72, ,[' 8039+'],[' 4022'],"[' 630.456s (Solving', ' 546.93s 1st Model', ' 217.79s Unsat', ' 0.00s)']",[' 629.016s'], ,[' 275549948'],"[' 6291611  (Analyzed', ' 114886)']","[' 2671     (Average', ' 43.01 Last', ' 29831)']",[' 19627.6 '],"[' 4023     (Average Length', ' 2106.26 Splits', ' 0)']","[' 114886   (Deleted', ' 88428)']","[' 37       (Ratio', '   0.03%)']","[' 15590    (Ratio', '  13.57%)']","[' 114886   (Average Length', '   32.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 114886   (Average', ' 1790.36 Max', ' 26984 Sum', ' 205687625)']","[' 112187   (Average', ' 1729.48 Max', ' 26984 Sum', ' 198692781 Ratio', '  96.60%)']","[' 2699     (Average', ' 2591.64 Max', ' 2644 Sum', ' 6994844 Ratio', '   3.40%)']", ,[' 455364  '],[' 32545   '],[' 415863  '],[' 197522  '],"[' 575534   (Atom=Atom', ' 145554 Body=Body', ' 103011 Other', ' 326969)']",[' Yes'],"[' 36958    (Eliminated', '    0 Frozen', ' 36958)']","[' 1976     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.5311'],[' 0'], ,[' 187.894'],[' 0'],[' 14.3583'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.64999e+08'],[' 3.33689e+08'],[' 0'],[' 1.16576e+10'],[' 0'],[' 0'],[' 2216 '],[' 8905 '],[' 9376 '],[' 3 '],[' 0 ']
Solving...,TA73, ,[' 8549+'],[' 4277'],"[' 631.391s (Solving', ' 545.83s 1st Model', ' 214.82s Unsat', ' 0.00s)']",[' 629.672s'], ,[' 278772503'],"[' 5763711  (Analyzed', ' 111509)']","[' 2683     (Average', ' 41.56 Last', ' 20867)']",[' 19119.2 '],"[' 4278     (Average Length', ' 2228.99 Splits', ' 0)']","[' 111509   (Deleted', ' 85342)']","[' 36       (Ratio', '   0.03%)']","[' 14603    (Ratio', '  13.10%)']","[' 111509   (Average Length', '   33.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 111509   (Average', ' 1896.93 Max', ' 26259 Sum', ' 211525047)']","[' 107566   (Average', ' 1798.54 Max', ' 26259 Sum', ' 200553626 Ratio', '  94.81%)']","[' 3943     (Average', ' 2782.51 Max', ' 2875 Sum', ' 10971421 Ratio', '   5.19%)']", ,[' 455204  '],[' 32660   '],[' 415854  '],[' 198318  '],"[' 577969   (Atom=Atom', ' 146269 Body=Body', ' 103356 Other', ' 328344)']",[' Yes'],"[' 37326    (Eliminated', '    0 Frozen', ' 37326)']","[' 2977     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.9065'],[' 0'], ,[' 179.383'],[' 0'],[' 14.7963'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.65632e+08'],[' 3.35192e+08'],[' 0'],[' 1.01526e+10'],[' 0'],[' 0'],[' 2426 '],[' 7925 '],[' 9995 '],[' 3 '],[' 0 ']
Solving...,TA74, ,[' 8337+'],[' 4171'],"[' 630.944s (Solving', ' 547.76s 1st Model', ' 218.39s Unsat', ' 0.00s)']",[' 629.547s'], ,[' 270840657'],"[' 6184439  (Analyzed', ' 102889)']","[' 2618     (Average', ' 39.30 Last', ' 17468)']",[' 19590.7 '],"[' 4172     (Average Length', ' 2176.42 Splits', ' 0)']","[' 102889   (Deleted', ' 80073)']","[' 34       (Ratio', '   0.03%)']","[' 13367    (Ratio', '  12.99%)']","[' 102889   (Average Length', '   32.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 102889   (Average', ' 1925.90 Max', ' 27518 Sum', ' 198154171)']","[' 100625   (Average', ' 1864.97 Max', ' 27518 Sum', ' 191884917 Ratio', '  96.84%)']","[' 2264     (Average', ' 2769.11 Max', ' 2825 Sum', ' 6269254 Ratio', '   3.16%)']", ,[' 456277  '],[' 32533   '],[' 416891  '],[' 197679  '],"[' 575759   (Atom=Atom', ' 145655 Body=Body', ' 102975 Other', ' 327129)']",[' Yes'],"[' 37056    (Eliminated', '    0 Frozen', ' 37056)']","[' 1408     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.4225'],[' 0'], ,[' 186.898'],[' 0'],[' 14.1776'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.51138e+08'],[' 3.22014e+08'],[' 0'],[' 1.1738e+10'],[' 0'],[' 0'],[' 2193 '],[' 7486 '],[' 7698 '],[' 3 '],[' 0 ']
UNKNOWN,TA75,[' 8267+'],[' 4136'],"[' 625.931s (Solving', ' 544.93s 1st Model', ' 207.65s Unsat', ' 0.00s)']",[' 624.563s'], ,[' 250259402'],"[' 5121617  (Analyzed', ' 93626)']","[' 2570     (Average', ' 36.43 Last', ' 39395)']",[' 18812.5 '],"[' 4136     (Average Length', ' 2144.13 Splits', ' 0)']","[' 93626    (Deleted', ' 69592)']","[' 44       (Ratio', '   0.05%)']","[' 12223    (Ratio', '  13.06%)']","[' 93626    (Average Length', '   34.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 93626    (Average', ' 2000.40 Max', ' 26572 Sum', ' 187289808)']","[' 89681    (Average', ' 1880.70 Max', ' 26572 Sum', ' 176082350 Ratio', '  94.02%)']","[' 3945     (Average', ' 2840.93 Max', ' 2842 Sum', ' 11207458 Ratio', '   5.98%)']", ,[' 457548  '],[' 32903   '],[' 417989  '],[' 199440  '],"[' 581391   (Atom=Atom', ' 147101 Body=Body', ' 104085 Other', ' 330205)']",[' Yes'],"[' 37469    (Eliminated', '    0 Frozen', ' 37469)']","[' 2449     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.7813'],[' 0'], ,[' 183.258'],[' 0'],[' 13.7248'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.19459e+08'],[' 2.93012e+08'],[' 0'],[' 9.12325e+09'],[' 0'],[' 0'],[' 2268 '],[' 8619 '],[' 9237 '],[' 3 '],[' 0 ']
UNKNOWN,TA76,[' 5767+'],[' 2886'],"[' 469.152s (Solving', ' 402.75s 1st Model', ' 107.65s Unsat', ' 0.00s)']",[' 468.266s'], ,[' 144176401'],"[' 6173158  (Analyzed', ' 14727)']","[' 1536     (Average', ' 9.59 Last', ' 1440)']",[' 23178.5 '],"[' 2885     (Average Length', ' 1559.99 Splits', ' 0)']","[' 14727    (Deleted', ' 3979)']","[' 29       (Ratio', '   0.20%)']","[' 848      (Ratio', '   5.76%)']","[' 14727    (Average Length', '   41.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14727    (Average', ' 5472.32 Max', ' 28907 Sum', ' 80590850)']","[' 11437    (Average', ' 5138.11 Max', ' 28907 Sum', ' 75668926 Ratio', '  93.89%)']","[' 3290     (Average', ' 1496.03 Max', ' 1512 Sum', ' 4921924 Ratio', '   6.11%)']", ,[' 453179  '],[' 32556   '],[' 412575  '],[' 196446  '],"[' 572273   (Atom=Atom', ' 144463 Body=Body', ' 103044 Other', ' 324766)']",[' Yes'],"[' 35929    (Eliminated', '    0 Frozen', ' 35929)']","[' 79       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.4051'],[' 0'], ,[' 169.987'],[' 0'],[' 7.41163'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.73102e+08'],[' 1.58095e+08'],[' 0'],[' 1.23566e+10'],[' 0'],[' 0'],[' 6666 '],[' 11318 '],[' 11071 '],[' 3 '],[' 0 ']
UNKNOWN,TA77,[' 7845+'],[' 3925'],"[' 624.787s (Solving', ' 546.63s 1st Model', ' 223.16s Unsat', ' 0.00s)']",[' 623.234s'], ,[' 287483411'],"[' 5787818  (Analyzed', ' 126191)']","[' 2720     (Average', ' 46.39 Last', ' 33845)']",[' 19496.8 '],"[' 3925     (Average Length', ' 2072.80 Splits', ' 0)']","[' 126191   (Deleted', ' 100726)']","[' 43       (Ratio', '   0.03%)']","[' 16393    (Ratio', '  12.99%)']","[' 126191   (Average Length', '   30.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 126191   (Average', ' 1757.81 Max', ' 26118 Sum', ' 221820366)']","[' 122597   (Average', ' 1689.35 Max', ' 26118 Sum', ' 213180702 Ratio', '  96.11%)']","[' 3594     (Average', ' 2403.91 Max', ' 2526 Sum', ' 8639664 Ratio', '   3.89%)']", ,[' 456001  '],[' 32517   '],[' 416428  '],[' 197370  '],"[' 574790   (Atom=Atom', ' 145346 Body=Body', ' 102927 Other', ' 326517)']",[' Yes'],"[' 36850    (Eliminated', '    0 Frozen', ' 36850)']","[' 3386     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.3247'],[' 0'], ,[' 179.246'],[' 0'],[' 14.9337'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.85607e+08'],[' 3.52666e+08'],[' 0'],[' 1.00794e+10'],[' 0'],[' 0'],[' 2197 '],[' 6885 '],[' 8949 '],[' 3 '],[' 0 ']
UNKNOWN,TA78,[' 8167+'],[' 4087'],"[' 620.485s (Solving', ' 545.94s 1st Model', ' 214.77s Unsat', ' 0.00s)']",[' 618.938s'], ,[' 271570006'],"[' 6265357  (Analyzed', ' 116705)']","[' 2628     (Average', ' 44.41 Last', ' 24700)']",[' 19779.2 '],"[' 4087     (Average Length', ' 2154.00 Splits', ' 0)']","[' 116705   (Deleted', ' 91076)']","[' 42       (Ratio', '   0.04%)']","[' 15706    (Ratio', '  13.46%)']","[' 116705   (Average Length', '   32.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 116705   (Average', ' 1714.79 Max', ' 26955 Sum', ' 200124151)']","[' 114052   (Average', ' 1655.08 Max', ' 26955 Sum', ' 193155574 Ratio', '  96.52%)']","[' 2653     (Average', ' 2626.68 Max', ' 2694 Sum', ' 6968577 Ratio', '   3.48%)']", ,[' 456502  '],[' 32714   '],[' 417021  '],[' 198472  '],"[' 578295   (Atom=Atom', ' 146295 Body=Body', ' 103518 Other', ' 328482)']",[' Yes'],"[' 37259    (Eliminated', '    0 Frozen', ' 37259)']","[' 1940     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.8274'],[' 0'], ,[' 185.211'],[' 0'],[' 14.1928'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.64267e+08'],[' 3.32974e+08'],[' 0'],[' 1.16823e+10'],[' 0'],[' 0'],[' 2215 '],[' 8639 '],[' 10037 '],[' 3 '],[' 0 ']
UNKNOWN,TA79,[' 7931+'],[' 3968'],"[' 625.294s (Solving', ' 546.61s 1st Model', ' 203.23s Unsat', ' 0.00s)']",[' 623.078s'], ,[' 246773955'],"[' 5837391  (Analyzed', ' 76121)']","[' 2618     (Average', ' 29.08 Last', ' 7385)']",[' 19812.7 '],"[' 3968     (Average Length', ' 2070.68 Splits', ' 0)']","[' 76121    (Deleted', ' 56085)']","[' 45       (Ratio', '   0.06%)']","[' 9879     (Ratio', '  12.98%)']","[' 76121    (Average Length', '   33.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 76121    (Average', ' 2362.42 Max', ' 27145 Sum', ' 179830147)']","[' 72358    (Average', ' 2238.57 Max', ' 27145 Sum', ' 170402322 Ratio', '  94.76%)']","[' 3763     (Average', ' 2505.40 Max', ' 2553 Sum', ' 9427825 Ratio', '   5.24%)']", ,[' 456937  '],[' 32776   '],[' 417331  '],[' 198576  '],"[' 578763   (Atom=Atom', ' 146425 Body=Body', ' 103704 Other', ' 328634)']",[' Yes'],"[' 37180    (Eliminated', '    0 Frozen', ' 37180)']","[' 1980     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.955'],[' 0'], ,[' 184.25'],[' 0'],[' 14.3553'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.08743e+08'],[' 2.83602e+08'],[' 0'],[' 9.93257e+09'],[' 0'],[' 0'],[' 2290 '],[' 6974 '],[' 9262 '],[' 3 '],[' 0 ']
Solving...,TA80, ,[' 8175+'],[' 4091'],"[' 627.548s (Solving', ' 547.00s 1st Model', ' 220.65s Unsat', ' 0.00s)']",[' 625.484s'], ,[' 273131604'],"[' 6019653  (Analyzed', ' 107179)']","[' 2833     (Average', ' 37.83 Last', ' 17956)']",[' 19754.6 '],"[' 4092     (Average Length', ' 2152.67 Splits', ' 0)']","[' 107179   (Deleted', ' 83775)']","[' 32       (Ratio', '   0.03%)']","[' 14489    (Ratio', '  13.52%)']","[' 107179   (Average Length', '   34.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 107179   (Average', ' 1883.81 Max', ' 27271 Sum', ' 201904668)']","[' 104640   (Average', ' 1819.21 Max', ' 27271 Sum', ' 194981141 Ratio', '  96.57%)']","[' 2539     (Average', ' 2726.87 Max', ' 2773 Sum', ' 6923527 Ratio', '   3.43%)']", ,[' 455479  '],[' 32712   '],[' 416022  '],[' 198295  '],"[' 578116   (Atom=Atom', ' 146290 Body=Body', ' 103512 Other', ' 328314)']",[' Yes'],"[' 37240    (Eliminated', '    0 Frozen', ' 37240)']","[' 1085     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.4159'],[' 0'], ,[' 186.994'],[' 0'],[' 14.4579'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.58619e+08'],[' 3.29481e+08'],[' 0'],[' 1.19948e+10'],[' 0'],[' 0'],[' 2315 '],[' 7999 '],[' 8492 '],[' 3 '],[' 0 ']
