Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 3307+'],[' 1662'],"[' 606.618s (Solving', ' 587.41s 1st Model', ' 21.68s Unsat', ' 0.00s)']",[' 602.656s'], ,[' 109644885'],"[' 12181841 (Analyzed', ' 11999248)']","[' 24515    (Average', ' 489.47 Last', ' 109735)']",[' 6497.1  '],"[' 1662     (Average Length', ' 972.87 Splits', ' 0)']","[' 11999248 (Deleted', ' 11862844)']","[' 15       (Ratio', '   0.00%)']","[' 14468    (Ratio', '   0.12%)']","[' 11999248 (Average Length', '   20.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11999248 (Average', '  8.41 Max', ' 9848 Sum', ' 100875449)']","[' 11997952 (Average', '  8.30 Max', ' 9848 Sum', ' 99643935 Ratio', '  98.78%)']","[' 1296     (Average', ' 950.24 Max', ' 1451 Sum', ' 1231514 Ratio', '   1.22%)']", ,[' 289673  '],[' 12593   '],[' 261767  '],[' 95465   '],"[' 238473   (Atom=Atom', ' 66293 Body=Body', ' 43669 Other', ' 128511)']",[' Yes'],"[' 15681    (Eliminated', '    0 Frozen', ' 15681)']","[' 2674     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.61032'],[' 0'], ,[' 399.613'],[' 0'],[' 11.7864'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.81489e+08'],[' 1.36714e+08'],[' 0'],[' 2.21414e+10'],[' 0'],[' 0'],[' 1360 '],[' 2688 '],[' 3806 '],[' 4749 '],[' 5710 '],[' 6509 '],[' 7524 '],[' 8273 '],[' 8 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 3733+'],[' 1875'],"[' 606.632s (Solving', ' 586.74s 1st Model', ' 21.15s Unsat', ' 0.00s)']",[' 604.688s'], ,[' 85402465'],"[' 11905141 (Analyzed', ' 11704677)']","[' 23765    (Average', ' 492.52 Last', ' 211658)']",[' 6174.5  '],"[' 1875     (Average Length', ' 1046.62 Splits', ' 0)']","[' 11704677 (Deleted', ' 11556666)']","[' 32       (Ratio', '   0.00%)']","[' 13215    (Ratio', '   0.11%)']","[' 11704677 (Average Length', '   17.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11704677 (Average', '  6.52 Max', ' 9596 Sum', ' 76344729)']","[' 11703521 (Average', '  6.41 Max', ' 9596 Sum', ' 75036991 Ratio', '  98.29%)']","[' 1156     (Average', ' 1131.26 Max', ' 1588 Sum', ' 1307738 Ratio', '   1.71%)']", ,[' 287497  '],[' 12292   '],[' 259976  '],[' 94204   '],"[' 234272   (Atom=Atom', ' 65302 Body=Body', ' 42766 Other', ' 126204)']",[' Yes'],"[' 15537    (Eliminated', '    0 Frozen', ' 15537)']","[' 2585     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.7679'],[' 0'], ,[' 413.765'],[' 0'],[' 12.4763'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46178e+08'],[' 1.06563e+08'],[' 0'],[' 2.34698e+10'],[' 0'],[' 0'],[' 996 '],[' 1934 '],[' 2896 '],[' 4050 '],[' 4945 '],[' 5826 '],[' 6661 '],[' 7537 '],[' 8 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 3593+'],[' 1805'],"[' 606.227s (Solving', ' 587.46s 1st Model', ' 19.47s Unsat', ' 0.00s)']",[' 603.406s'], ,[' 94238670'],"[' 13165400 (Analyzed', ' 12853004)']","[' 26720    (Average', ' 481.03 Last', ' 50325)']",[' 6350.7  '],"[' 1805     (Average Length', ' 1039.70 Splits', ' 0)']","[' 12853004 (Deleted', ' 12707743)']","[' 31       (Ratio', '   0.00%)']","[' 10171    (Ratio', '   0.08%)']","[' 12853004 (Average Length', '   18.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12853004 (Average', '  6.65 Max', ' 9799 Sum', ' 85417900)']","[' 12851438 (Average', '  6.51 Max', ' 9799 Sum', ' 83686447 Ratio', '  97.97%)']","[' 1566     (Average', ' 1105.65 Max', ' 1588 Sum', ' 1731453 Ratio', '   2.03%)']", ,[' 288072  '],[' 12419   '],[' 260515  '],[' 94653   '],"[' 235947   (Atom=Atom', ' 65740 Body=Body', ' 43147 Other', ' 127060)']",[' Yes'],"[' 15597    (Eliminated', '    0 Frozen', ' 15597)']","[' 2058     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.5396'],[' 0'], ,[' 412.789'],[' 0'],[' 12.1298'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.52094e+08'],[' 1.11236e+08'],[' 0'],[' 2.37958e+10'],[' 0'],[' 0'],[' 1408 '],[' 2247 '],[' 3203 '],[' 4157 '],[' 5144 '],[' 6083 '],[' 7157 '],[' 8049 '],[' 8 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 3461+'],[' 1739'],"[' 606.559s (Solving', ' 587.10s 1st Model', ' 19.10s Unsat', ' 0.00s)']",[' 603.828s'], ,[' 81304223'],"[' 11988061 (Analyzed', ' 11712004)']","[' 24621    (Average', ' 475.69 Last', ' 45163)']",[' 6475.1  '],"[' 1739     (Average Length', ' 1011.33 Splits', ' 0)']","[' 11712004 (Deleted', ' 11565638)']","[' 15       (Ratio', '   0.00%)']","[' 10579    (Ratio', '   0.09%)']","[' 11712004 (Average Length', '   17.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11712004 (Average', '  6.18 Max', ' 9692 Sum', ' 72372073)']","[' 11710502 (Average', '  6.06 Max', ' 9692 Sum', ' 70954588 Ratio', '  98.04%)']","[' 1502     (Average', ' 943.73 Max', ' 1436 Sum', ' 1417485 Ratio', '   1.96%)']", ,[' 287581  '],[' 12400   '],[' 260144  '],[' 94310   '],"[' 235519   (Atom=Atom', ' 65598 Body=Body', ' 43090 Other', ' 126831)']",[' Yes'],"[' 15542    (Eliminated', '    0 Frozen', ' 15542)']","[' 2146     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.64154'],[' 0'], ,[' 417.313'],[' 0'],[' 11.7121'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.38124e+08'],[' 1.01705e+08'],[' 0'],[' 2.32977e+10'],[' 0'],[' 0'],[' 1107 '],[' 1937 '],[' 2971 '],[' 4291 '],[' 5270 '],[' 6220 '],[' 7049 '],[' 7827 '],[' 8 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 3317+'],[' 1667'],"[' 606.259s (Solving', ' 588.21s 1st Model', ' 18.58s Unsat', ' 0.00s)']",[' 603.609s'], ,[' 102260136'],"[' 12938981 (Analyzed', ' 12764603)']","[' 25057    (Average', ' 509.42 Last', ' 119866)']",[' 6063.1  '],"[' 1667     (Average Length', ' 974.92 Splits', ' 0)']","[' 12764603 (Deleted', ' 12617628)']","[' 32       (Ratio', '   0.00%)']","[' 14825    (Ratio', '   0.12%)']","[' 12764603 (Average Length', '   19.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12764603 (Average', '  7.42 Max', ' 9420 Sum', ' 94676576)']","[' 12762970 (Average', '  7.28 Max', ' 9420 Sum', ' 92957922 Ratio', '  98.18%)']","[' 1633     (Average', ' 1052.45 Max', ' 1491 Sum', ' 1718654 Ratio', '   1.82%)']", ,[' 288766  '],[' 12542   '],[' 261115  '],[' 95045   '],"[' 237582   (Atom=Atom', ' 66094 Body=Body', ' 43516 Other', ' 127972)']",[' Yes'],"[' 15638    (Eliminated', '    0 Frozen', ' 15638)']","[' 2775     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.39439'],[' 0'], ,[' 411.889'],[' 0'],[' 11.5948'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.7157e+08'],[' 1.26668e+08'],[' 0'],[' 2.40529e+10'],[' 0'],[' 0'],[' 1125 '],[' 2431 '],[' 3555 '],[' 4526 '],[' 5727 '],[' 6657 '],[' 7710 '],[' 8507 '],[' 8 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 3699+'],[' 1858'],"[' 606.271s (Solving', ' 587.66s 1st Model', ' 18.85s Unsat', ' 0.00s)']",[' 604.094s'], ,[' 85768405'],"[' 13488213 (Analyzed', ' 13246351)']","[' 27217    (Average', ' 486.69 Last', ' 59678)']",[' 6017.4  '],"[' 1858     (Average Length', ' 1041.34 Splits', ' 0)']","[' 13246351 (Deleted', ' 13092650)']","[' 18       (Ratio', '   0.00%)']","[' 11180    (Ratio', '   0.08%)']","[' 13246351 (Average Length', '   17.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13246351 (Average', '  5.83 Max', ' 9714 Sum', ' 77205740)']","[' 13244939 (Average', '  5.71 Max', ' 9714 Sum', ' 75648737 Ratio', '  97.98%)']","[' 1412     (Average', ' 1102.69 Max', ' 1593 Sum', ' 1557003 Ratio', '   2.02%)']", ,[' 287722  '],[' 12340   '],[' 260214  '],[' 94401   '],"[' 235084   (Atom=Atom', ' 65477 Body=Body', ' 42910 Other', ' 126697)']",[' Yes'],"[' 15593    (Eliminated', '    0 Frozen', ' 15593)']","[' 2153     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.47045'],[' 0'], ,[' 417.024'],[' 0'],[' 11.8151'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.4359e+08'],[' 1.03455e+08'],[' 0'],[' 2.45254e+10'],[' 0'],[' 0'],[' 983 '],[' 1882 '],[' 2785 '],[' 3710 '],[' 4689 '],[' 5640 '],[' 6496 '],[' 7410 '],[' 8 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 3257+'],[' 1637'],"[' 606.105s (Solving', ' 587.99s 1st Model', ' 18.16s Unsat', ' 0.00s)']",[' 604.047s'], ,[' 102805182'],"[' 13719219 (Analyzed', ' 13479638)']","[' 27001    (Average', ' 499.23 Last', ' 4891)']",[' 6681.0  '],"[' 1637     (Average Length', ' 953.33 Splits', ' 0)']","[' 13479638 (Deleted', ' 13324366)']","[' 16       (Ratio', '   0.00%)']","[' 13384    (Ratio', '   0.10%)']","[' 13479638 (Average Length', '   19.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13479638 (Average', '  6.95 Max', ' 9879 Sum', ' 93670048)']","[' 13478310 (Average', '  6.86 Max', ' 9879 Sum', ' 92486306 Ratio', '  98.74%)']","[' 1328     (Average', ' 891.37 Max', ' 1404 Sum', ' 1183742 Ratio', '   1.26%)']", ,[' 287679  '],[' 12420   '],[' 260114  '],[' 94312   '],"[' 235502   (Atom=Atom', ' 65576 Body=Body', ' 43150 Other', ' 126776)']",[' Yes'],"[' 15490    (Eliminated', '    0 Frozen', ' 15490)']","[' 2626     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.39461'],[' 0'], ,[' 410.883'],[' 0'],[' 11.2944'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.68853e+08'],[' 1.2445e+08'],[' 0'],[' 2.43838e+10'],[' 0'],[' 0'],[' 1424 '],[' 2249 '],[' 3393 '],[' 4429 '],[' 5605 '],[' 6607 '],[' 7677 '],[' 8366 '],[' 8 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 3497+'],[' 1757'],"[' 606.003s (Solving', ' 588.27s 1st Model', ' 16.90s Unsat', ' 0.00s)']",[' 603.516s'], ,[' 84290146'],"[' 13754185 (Analyzed', ' 13458368)']","[' 27311    (Average', ' 492.78 Last', ' 66635)']",[' 5880.4  '],"[' 1757     (Average Length', ' 1009.53 Splits', ' 0)']","[' 13458368 (Deleted', ' 13293336)']","[' 15       (Ratio', '   0.00%)']","[' 9923     (Ratio', '   0.07%)']","[' 13458368 (Average Length', '   17.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13458368 (Average', '  5.71 Max', ' 9333 Sum', ' 76895906)']","[' 13456468 (Average', '  5.56 Max', ' 9333 Sum', ' 74798294 Ratio', '  97.27%)']","[' 1900     (Average', ' 1104.01 Max', ' 1578 Sum', ' 2097612 Ratio', '   2.73%)']", ,[' 287261  '],[' 12367   '],[' 259887  '],[' 94159   '],"[' 235063   (Atom=Atom', ' 65484 Body=Body', ' 42991 Other', ' 126588)']",[' Yes'],"[' 15510    (Eliminated', '    0 Frozen', ' 15510)']","[' 1966     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.26611'],[' 0'], ,[' 420.7'],[' 0'],[' 11.8178'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.40477e+08'],[' 9.98213e+07'],[' 0'],[' 2.52347e+10'],[' 0'],[' 0'],[' 1104 '],[' 2056 '],[' 2975 '],[' 3851 '],[' 4697 '],[' 5788 '],[' 6873 '],[' 7655 '],[' 8 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 3811+'],[' 1914'],"[' 606.541s (Solving', ' 586.85s 1st Model', ' 17.02s Unsat', ' 0.00s)']",[' 604.922s'], ,[' 75615030'],"[' 13600638 (Analyzed', ' 13297032)']","[' 27728    (Average', ' 479.55 Last', ' 61045)']",[' 5957.6  '],"[' 1914     (Average Length', ' 1073.07 Splits', ' 0)']","[' 13297032 (Deleted', ' 13136472)']","[' 17       (Ratio', '   0.00%)']","[' 9633     (Ratio', '   0.07%)']","[' 13297032 (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13297032 (Average', '  5.07 Max', ' 9367 Sum', ' 67441070)']","[' 13295163 (Average', '  4.92 Max', ' 9367 Sum', ' 65365259 Ratio', '  96.92%)']","[' 1869     (Average', ' 1110.65 Max', ' 1616 Sum', ' 2075811 Ratio', '   3.08%)']", ,[' 287275  '],[' 12273   '],[' 259855  '],[' 94105   '],"[' 234130   (Atom=Atom', ' 65265 Body=Body', ' 42709 Other', ' 126156)']",[' Yes'],"[' 15569    (Eliminated', '    0 Frozen', ' 15569)']","[' 1687     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.74829'],[' 0'], ,[' 418.44'],[' 0'],[' 10.8217'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.30522e+08'],[' 9.16414e+07'],[' 0'],[' 2.50197e+10'],[' 0'],[' 0'],[' 959 '],[' 1742 '],[' 2569 '],[' 3464 '],[' 4353 '],[' 5367 '],[' 6240 '],[' 7030 '],[' 8 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 3583+'],[' 1800'],"[' 606.436s (Solving', ' 587.48s 1st Model', ' 18.91s Unsat', ' 0.00s)']",[' 605.172s'], ,[' 91363132'],"[' 11803892 (Analyzed', ' 11583493)']","[' 24085    (Average', ' 480.94 Last', ' 4978)']",[' 6219.0  '],"[' 1800     (Average Length', ' 1048.85 Splits', ' 0)']","[' 11583493 (Deleted', ' 11437626)']","[' 49       (Ratio', '   0.00%)']","[' 15883    (Ratio', '   0.14%)']","[' 11583493 (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11583493 (Average', '  7.14 Max', ' 9602 Sum', ' 82759109)']","[' 11582081 (Average', '  7.01 Max', ' 9602 Sum', ' 81246756 Ratio', '  98.17%)']","[' 1412     (Average', ' 1071.07 Max', ' 1605 Sum', ' 1512353 Ratio', '   1.83%)']", ,[' 288475  '],[' 12496   '],[' 260987  '],[' 94880   '],"[' 237106   (Atom=Atom', ' 66043 Body=Body', ' 43378 Other', ' 127685)']",[' Yes'],"[' 15690    (Eliminated', '    0 Frozen', ' 15690)']","[' 3183     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.53996'],[' 0'], ,[' 412.507'],[' 0'],[' 11.8145'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.67305e+08'],[' 1.244e+08'],[' 0'],[' 2.37457e+10'],[' 0'],[' 0'],[' 1201 '],[' 2112 '],[' 2976 '],[' 3778 '],[' 4734 '],[' 5603 '],[' 6499 '],[' 7322 '],[' 8 '],[' 0 ']
