Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1'],[' 3587+'],[' 1798'],"[' 602.061s (Solving', ' 594.44s 1st Model', ' 132.90s Unsat', ' 0.00s)']",[' 600.984s'], ,[' 142316576'],"[' 18361538 (Analyzed', ' 18132260)']","[' 37808    (Average', ' 479.59 Last', ' 891948)']",[' 2985.4  '],"[' 1798     (Average Length', ' 938.86 Splits', ' 0)']","[' 18132260 (Deleted', ' 17940033)']","[' 252      (Ratio', '   0.00%)']","[' 21315    (Ratio', '   0.12%)']","[' 18132260 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18132260 (Average', '  7.62 Max', ' 3359 Sum', ' 138146846)']","[' 18131723 (Average', '  7.59 Max', ' 3359 Sum', ' 137670761 Ratio', '  99.66%)']","[' 537      (Average', ' 886.56 Max', ' 1193 Sum', ' 476085 Ratio', '   0.34%)']", ,[' 87538   '],[' 5125    '],[' 81467   '],[' 37891   '],"[' 102320   (Atom=Atom', ' 27777 Body=Body', ' 18360 Other', ' 56183)']",[' Yes'],"[' 7105     (Eliminated', '    0 Frozen', ' 7105)']","[' 3365     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.6471'],[' 0'], ,[' 367.052'],[' 0'],[' 14.2444'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.87427e+08'],[' 2.86665e+08'],[' 0'],[' 2.07624e+10'],[' 0'],[' 0'],[' 948 '],[' 1565 '],[' 2299 '],[' 2907 '],[' 4 '],[' 0 ']
Solving...,TA52, , ,[' 1'],[' 3011+'],[' 1510'],"[' 601.777s (Solving', ' 595.30s 1st Model', ' 8.37s Unsat', ' 0.00s)']",[' 600.297s'], ,[' 138770089'],"[' 14412642 (Analyzed', ' 14287367)']","[' 26303    (Average', ' 543.18 Last', ' 85808)']",[' 2869.7  '],"[' 1510     (Average Length', ' 824.89 Splits', ' 0)']","[' 14287367 (Deleted', ' 14150123)']","[' 290      (Ratio', '   0.00%)']","[' 20820    (Ratio', '   0.15%)']","[' 14287367 (Average Length', '   15.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14287367 (Average', '  9.47 Max', ' 2838 Sum', ' 135362111)']","[' 14286812 (Average', '  9.44 Max', ' 2838 Sum', ' 134910940 Ratio', '  99.67%)']","[' 555      (Average', ' 812.92 Max', ' 1058 Sum', ' 451171 Ratio', '   0.33%)']", ,[' 87290   '],[' 5165    '],[' 81127   '],[' 37695   '],"[' 101983   (Atom=Atom', ' 27617 Body=Body', ' 18467 Other', ' 55899)']",[' Yes'],"[' 6933     (Eliminated', '    0 Frozen', ' 6933)']","[' 3714     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.39609'],[' 0'], ,[' 376.684'],[' 0'],[' 14.4957'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.95427e+08'],[' 3.01564e+08'],[' 0'],[' 2.09776e+10'],[' 0'],[' 0'],[' 921 '],[' 1794 '],[' 2430 '],[' 3034 '],[' 4 '],[' 0 ']
Solving...,TA53, , ,[' 1'],[' 3459+'],[' 1734'],"[' 602.073s (Solving', ' 594.43s 1st Model', ' 16.58s Unsat', ' 0.00s)']",[' 600.922s'], ,[' 111493513'],"[' 19084220 (Analyzed', ' 18865564)']","[' 36104    (Average', ' 522.53 Last', ' 74467)']",[' 3043.2  '],"[' 1734     (Average Length', ' 911.72 Splits', ' 0)']","[' 18865564 (Deleted', ' 18622161)']","[' 203      (Ratio', '   0.00%)']","[' 18089    (Ratio', '   0.10%)']","[' 18865564 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18865564 (Average', '  5.69 Max', ' 2978 Sum', ' 107383713)']","[' 18864993 (Average', '  5.67 Max', ' 2978 Sum', ' 106901849 Ratio', '  99.55%)']","[' 571      (Average', ' 843.89 Max', ' 1151 Sum', ' 481864 Ratio', '   0.45%)']", ,[' 87465   '],[' 5100    '],[' 81288   '],[' 37829   '],"[' 101775   (Atom=Atom', ' 27603 Body=Body', ' 18299 Other', ' 55873)']",[' Yes'],"[' 7049     (Eliminated', '    0 Frozen', ' 7049)']","[' 2854     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.64797'],[' 0'], ,[' 387.386'],[' 0'],[' 13.5956'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.67381e+08'],[' 1.91098e+08'],[' 0'],[' 2.18781e+10'],[' 0'],[' 0'],[' 870 '],[' 1590 '],[' 2292 '],[' 2906 '],[' 4 '],[' 0 ']
Solving...,TA54, , ,[' 1'],[' 3275+'],[' 1642'],"[' 601.980s (Solving', ' 594.82s 1st Model', ' 36.08s Unsat', ' 0.00s)']",[' 600.734s'], ,[' 157950104'],"[' 17292625 (Analyzed', ' 17053050)']","[' 33423    (Average', ' 510.22 Last', ' 164878)']",[' 2877.8  '],"[' 1642     (Average Length', ' 874.34 Splits', ' 0)']","[' 17053050 (Deleted', ' 16854413)']","[' 241      (Ratio', '   0.00%)']","[' 23393    (Ratio', '   0.14%)']","[' 17053050 (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17053050 (Average', '  9.04 Max', ' 3397 Sum', ' 154092121)']","[' 17052505 (Average', '  9.01 Max', ' 3397 Sum', ' 153632743 Ratio', '  99.70%)']","[' 545      (Average', ' 842.90 Max', ' 1128 Sum', ' 459378 Ratio', '   0.30%)']", ,[' 86838   '],[' 5118    '],[' 80796   '],[' 37442   '],"[' 101757   (Atom=Atom', ' 27594 Body=Body', ' 18354 Other', ' 55809)']",[' Yes'],"[' 6948     (Eliminated', '    0 Frozen', ' 6948)']","[' 3347     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.53967'],[' 0'], ,[' 347.638'],[' 0'],[' 14.9573'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.3818e+08'],[' 3.33981e+08'],[' 0'],[' 1.86606e+10'],[' 0'],[' 0'],[' 971 '],[' 1617 '],[' 2274 '],[' 2888 '],[' 4 '],[' 0 ']
Solving...,TA55, , ,[' 1'],[' 3315+'],[' 1662'],"[' 602.005s (Solving', ' 594.73s 1st Model', ' 77.73s Unsat', ' 0.00s)']",[' 600.031s'], ,[' 156536554'],"[' 12691089 (Analyzed', ' 12558048)']","[' 23887    (Average', ' 525.73 Last', ' 474272)']",[' 2798.1  '],"[' 1662     (Average Length', ' 892.23 Splits', ' 0)']","[' 12558048 (Deleted', ' 12436358)']","[' 373      (Ratio', '   0.00%)']","[' 22932    (Ratio', '   0.18%)']","[' 12558048 (Average Length', '   13.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12558048 (Average', ' 12.19 Max', ' 2921 Sum', ' 153065739)']","[' 12557508 (Average', ' 12.15 Max', ' 2921 Sum', ' 152591968 Ratio', '  99.69%)']","[' 540      (Average', ' 877.35 Max', ' 1158 Sum', ' 473771 Ratio', '   0.31%)']", ,[' 87149   '],[' 5088    '],[' 80970   '],[' 37583   '],"[' 101345   (Atom=Atom', ' 27491 Body=Body', ' 18249 Other', ' 55605)']",[' Yes'],"[' 6984     (Eliminated', '    0 Frozen', ' 6984)']","[' 3820     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.5534'],[' 0'], ,[' 341.978'],[' 0'],[' 15.1353'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.36049e+08'],[' 4.17867e+08'],[' 0'],[' 1.81321e+10'],[' 0'],[' 0'],[' 849 '],[' 1517 '],[' 2265 '],[' 2858 '],[' 4 '],[' 0 ']
Solving...,TA56, , ,[' 1'],[' 3157+'],[' 1583'],"[' 602.141s (Solving', ' 594.34s 1st Model', ' 15.99s Unsat', ' 0.00s)']",[' 600.156s'], ,[' 118047364'],"[' 19543252 (Analyzed', ' 19345307)']","[' 36971    (Average', ' 523.26 Last', ' 74765)']",[' 3130.4  '],"[' 1583     (Average Length', ' 852.03 Splits', ' 0)']","[' 19345307 (Deleted', ' 19137430)']","[' 209      (Ratio', '   0.00%)']","[' 17682    (Ratio', '   0.09%)']","[' 19345307 (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19345307 (Average', '  5.89 Max', ' 3108 Sum', ' 113964785)']","[' 19344697 (Average', '  5.87 Max', ' 3108 Sum', ' 113501610 Ratio', '  99.59%)']","[' 610      (Average', ' 759.30 Max', ' 1030 Sum', ' 463175 Ratio', '   0.41%)']", ,[' 86686   '],[' 5088    '],[' 80599   '],[' 37377   '],"[' 101136   (Atom=Atom', ' 27422 Body=Body', ' 18261 Other', ' 55453)']",[' Yes'],"[' 6917     (Eliminated', '    0 Frozen', ' 6917)']","[' 2452     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.69262'],[' 0'], ,[' 382.701'],[' 0'],[' 12.9491'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.79092e+08'],[' 1.99195e+08'],[' 0'],[' 2.07078e+10'],[' 0'],[' 0'],[' 951 '],[' 1800 '],[' 2449 '],[' 3042 '],[' 4 '],[' 0 ']
Solving...,TA57, , ,[' 1'],[' 2927+'],[' 1468'],"[' 602.019s (Solving', ' 595.05s 1st Model', ' 31.44s Unsat', ' 0.00s)']",[' 599.484s'], ,[' 139609798'],"[' 17277771 (Analyzed', ' 17095590)']","[' 33061    (Average', ' 517.09 Last', ' 68004)']",[' 2889.9  '],"[' 1468     (Average Length', ' 793.99 Splits', ' 0)']","[' 17095590 (Deleted', ' 16917281)']","[' 248      (Ratio', '   0.00%)']","[' 21480    (Ratio', '   0.13%)']","[' 17095590 (Average Length', '   14.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17095590 (Average', '  7.96 Max', ' 2826 Sum', ' 136014057)']","[' 17095030 (Average', '  7.93 Max', ' 2826 Sum', ' 135599415 Ratio', '  99.70%)']","[' 560      (Average', ' 740.43 Max', ' 972 Sum', ' 414642 Ratio', '   0.30%)']", ,[' 86689   '],[' 5112    '],[' 80488   '],[' 37347   '],"[' 101183   (Atom=Atom', ' 27403 Body=Body', ' 18325 Other', ' 55455)']",[' Yes'],"[' 6821     (Eliminated', '    0 Frozen', ' 6821)']","[' 3367     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.45335'],[' 0'], ,[' 367.448'],[' 0'],[' 14.272'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.77967e+08'],[' 2.82954e+08'],[' 0'],[' 1.95312e+10'],[' 0'],[' 0'],[' 1052 '],[' 1829 '],[' 2494 '],[' 3115 '],[' 4 '],[' 0 ']
Solving...,TA58, , ,[' 1'],[' 3037+'],[' 1523'],"[' 602.050s (Solving', ' 594.68s 1st Model', ' 10.52s Unsat', ' 0.00s)']",[' 600.500s'], ,[' 93744206'],"[' 17548924 (Analyzed', ' 17306490)']","[' 33192    (Average', ' 521.41 Last', ' 4802)']",[' 3022.7  '],"[' 1523     (Average Length', ' 827.21 Splits', ' 0)']","[' 17306490 (Deleted', ' 17125399)']","[' 156      (Ratio', '   0.00%)']","[' 14547    (Ratio', '   0.08%)']","[' 17306490 (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17306490 (Average', '  5.20 Max', ' 3191 Sum', ' 89967794)']","[' 17305866 (Average', '  5.17 Max', ' 3191 Sum', ' 89483461 Ratio', '  99.46%)']","[' 624      (Average', ' 776.17 Max', ' 1049 Sum', ' 484333 Ratio', '   0.54%)']", ,[' 87161   '],[' 5128    '],[' 81014   '],[' 37614   '],"[' 101347   (Atom=Atom', ' 27464 Body=Body', ' 18339 Other', ' 55544)']",[' Yes'],"[' 6894     (Eliminated', '    0 Frozen', ' 6894)']","[' 2507     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.60591'],[' 0'], ,[' 391.006'],[' 0'],[' 12.4533'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.30795e+08'],[' 1.60569e+08'],[' 0'],[' 1.94336e+10'],[' 0'],[' 0'],[' 960 '],[' 1668 '],[' 2481 '],[' 3133 '],[' 4 '],[' 0 ']
Solving...,TA59, , ,[' 1'],[' 3129+'],[' 1569'],"[' 602.246s (Solving', ' 594.34s 1st Model', ' 156.38s Unsat', ' 0.00s)']",[' 601.719s'], ,[' 135099733'],"[' 13014869 (Analyzed', ' 12832141)']","[' 26051    (Average', ' 492.58 Last', ' 637810)']",[' 2816.7  '],"[' 1569     (Average Length', ' 845.76 Splits', ' 0)']","[' 12832141 (Deleted', ' 12698368)']","[' 266      (Ratio', '   0.00%)']","[' 21041    (Ratio', '   0.16%)']","[' 12832141 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12832141 (Average', ' 10.26 Max', ' 3061 Sum', ' 131683617)']","[' 12831598 (Average', ' 10.23 Max', ' 3061 Sum', ' 131240059 Ratio', '  99.66%)']","[' 543      (Average', ' 816.87 Max', ' 1616 Sum', ' 443558 Ratio', '   0.34%)']", ,[' 86889   '],[' 5058    '],[' 80636   '],[' 37386   '],"[' 100385   (Atom=Atom', ' 27226 Body=Body', ' 18105 Other', ' 55054)']",[' Yes'],"[' 6861     (Eliminated', '    0 Frozen', ' 6861)']","[' 3133     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.69554'],[' 0'], ,[' 354.829'],[' 0'],[' 15.0111'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.87145e+08'],[' 2.91948e+08'],[' 0'],[' 1.66755e+10'],[' 0'],[' 0'],[' 819 '],[' 1442 '],[' 2194 '],[' 2853 '],[' 4 '],[' 0 ']
Solving...,TA60, , ,[' 1'],[' 3477+'],[' 1743'],"[' 601.961s (Solving', ' 594.70s 1st Model', ' 48.51s Unsat', ' 0.00s)']",[' 601.141s'], ,[' 181280242'],"[' 14417235 (Analyzed', ' 14243765)']","[' 27758    (Average', ' 513.14 Last', ' 92413)']",[' 2839.8  '],"[' 1743     (Average Length', ' 912.32 Splits', ' 0)']","[' 14243765 (Deleted', ' 14103913)']","[' 339      (Ratio', '   0.00%)']","[' 26855    (Ratio', '   0.19%)']","[' 14243765 (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14243765 (Average', ' 12.46 Max', ' 2664 Sum', ' 177512765)']","[' 14243189 (Average', ' 12.43 Max', ' 2664 Sum', ' 176999340 Ratio', '  99.71%)']","[' 576      (Average', ' 891.36 Max', ' 1159 Sum', ' 513425 Ratio', '   0.29%)']", ,[' 87407   '],[' 5102    '],[' 81324   '],[' 37787   '],"[' 101834   (Atom=Atom', ' 27628 Body=Body', ' 18307 Other', ' 55899)']",[' Yes'],"[' 7034     (Eliminated', '    0 Frozen', ' 7034)']","[' 4055     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.56502'],[' 0'], ,[' 335.704'],[' 0'],[' 15.6818'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.50913e+08'],[' 4.2705e+08'],[' 0'],[' 1.77866e+10'],[' 0'],[' 0'],[' 887 '],[' 1680 '],[' 2398 '],[' 2970 '],[' 4 '],[' 0 ']
