Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 2437'],[' 1225'],"[' 563.166s (Solving', ' 555.53s 1st Model', ' 4.80s Unsat', ' 213.94s)']",[' 561.875s'], ,[' 32675490'],"[' 16864230 (Analyzed', ' 16762482)']","[' 31480    (Average', ' 532.48 Last', ' 142588)']",[' 2495.9  '],"[' 1225     (Average Length', ' 579.04 Splits', ' 0)']","[' 16762482 (Deleted', ' 16491526)']","[' 76       (Ratio', '   0.00%)']","[' 3709     (Ratio', '   0.02%)']","[' 16762482 (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16762482 (Average', '  1.79 Max', ' 3075 Sum', ' 30078542)']","[' 16761959 (Average', '  1.78 Max', ' 3075 Sum', ' 29853216 Ratio', '  99.25%)']","[' 523      (Average', ' 430.83 Max', ' 916 Sum', ' 225326 Ratio', '   0.75%)']", ,[' 102591  '],[' 5022    '],[' 102716  '],[' 57373   '],"[' 172115   (Atom=Atom', ' 53349 Body=Body', ' 30472 Other', ' 88294)']",[' Yes'],"[' 6147     (Eliminated', '    0 Frozen', ' 6147)']","[' 608      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.88741'],[' 0'], ,[' 437.946'],[' 0'],[' 7.18306'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.11714e+08'],[' 6.83492e+07'],[' 0'],[' 4.89626e+10'],[' 0'],[' 0'],[' 741 '],[' 1353 '],[' 2025 '],[' 2663 '],[' 3206 '],[' 3753 '],[' 2 '],[' 4 ']
Solving...,TA62, , ,[' 2595'],[' 1304'],"[' 682.111s (Solving', ' 674.90s 1st Model', ' 4.47s Unsat', ' 168.09s)']",[' 680.969s'], ,[' 41316540'],"[' 19651129 (Analyzed', ' 19523329)']","[' 36895    (Average', ' 529.16 Last', ' 37951)']",[' 2502.2  '],"[' 1304     (Average Length', ' 611.02 Splits', ' 0)']","[' 19523329 (Deleted', ' 19203919)']","[' 53       (Ratio', '   0.00%)']","[' 3462     (Ratio', '   0.02%)']","[' 19523329 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19523329 (Average', '  1.97 Max', ' 3271 Sum', ' 38461468)']","[' 19522887 (Average', '  1.96 Max', ' 3271 Sum', ' 38205894 Ratio', '  99.34%)']","[' 442      (Average', ' 578.22 Max', ' 988 Sum', ' 255574 Ratio', '   0.66%)']", ,[' 103544  '],[' 5092    '],[' 103729  '],[' 58468   '],"[' 175400   (Atom=Atom', ' 54374 Body=Body', ' 30542 Other', ' 90484)']",[' Yes'],"[' 6277     (Eliminated', '    0 Frozen', ' 6277)']","[' 648      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.84771'],[' 0'], ,[' 538.142'],[' 0'],[' 9.12179'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.35978e+08'],[' 8.38796e+07'],[' 0'],[' 6.68579e+10'],[' 0'],[' 0'],[' 771 '],[' 1514 '],[' 2161 '],[' 2914 '],[' 3550 '],[' 4157 '],[' 3 '],[' 3 ']
Solving...,TA63, ,[' 1'],[' 2461+'],[' 1237'],"[' 849.281s (Solving', ' 841.59s 1st Model', ' 4.56s Unsat', ' 11.63s)']",[' 847.484s'], ,[' 45771070'],"[' 19632526 (Analyzed', ' 19524427)']","[' 35830    (Average', ' 544.92 Last', ' 42775)']",[' 2476.9  '],"[' 1237     (Average Length', ' 581.31 Splits', ' 0)']","[' 19524427 (Deleted', ' 19254833)']","[' 25       (Ratio', '   0.00%)']","[' 4745     (Ratio', '   0.02%)']","[' 19524427 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19524427 (Average', '  2.20 Max', ' 3140 Sum', ' 43036257)']","[' 19523983 (Average', '  2.19 Max', ' 3140 Sum', ' 42808307 Ratio', '  99.47%)']","[' 444      (Average', ' 513.40 Max', ' 970 Sum', ' 227950 Ratio', '   0.53%)']", ,[' 102927  '],[' 5056    '],[' 103054  '],[' 57597   '],"[' 172787   (Atom=Atom', ' 53539 Body=Body', ' 30506 Other', ' 88742)']",[' Yes'],"[' 6183     (Eliminated', '    0 Frozen', ' 6183)']","[' 790      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.84901'],[' 0'], ,[' 703.659'],[' 0'],[' 11.2931'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46303e+08'],[' 9.43589e+07'],[' 0'],[' 9.31896e+10'],[' 0'],[' 0'],[' 935 '],[' 1617 '],[' 2230 '],[' 2785 '],[' 3457 '],[' 4061 '],[' 5 '],[' 1 ']
Solving...,TA64, ,[' 1'],[' 2553+'],[' 1283'],"[' 1001.660s (Solving', ' 994.00s 1st Model', ' 4.85s Unsat', ' 0.00s)']",[' 999.344s'], ,[' 48219593'],"[' 22837217 (Analyzed', ' 22730253)']","[' 41460    (Average', ' 548.25 Last', ' 58064)']",[' 2513.6  '],"[' 1283     (Average Length', ' 603.58 Splits', ' 0)']","[' 22730253 (Deleted', ' 22407422)']","[' 27       (Ratio', '   0.00%)']","[' 3923     (Ratio', '   0.02%)']","[' 22730253 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22730253 (Average', '  1.99 Max', ' 3126 Sum', ' 45317198)']","[' 22729748 (Average', '  1.98 Max', ' 3126 Sum', ' 45042700 Ratio', '  99.39%)']","[' 505      (Average', ' 543.56 Max', ' 976 Sum', ' 274498 Ratio', '   0.61%)']", ,[' 102852  '],[' 5036    '],[' 103012  '],[' 57481   '],"[' 172439   (Atom=Atom', ' 53443 Body=Body', ' 30486 Other', ' 88510)']",[' Yes'],"[' 6196     (Eliminated', '    0 Frozen', ' 6196)']","[' 650      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.95669'],[' 0'], ,[' 840.298'],[' 0'],[' 13.0798'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.55252e+08'],[' 9.50314e+07'],[' 0'],[' 1.10845e+11'],[' 0'],[' 0'],[' 975 '],[' 1719 '],[' 2416 '],[' 3102 '],[' 3672 '],[' 4122 '],[' 6 '],[' 0 ']
Solving...,TA65, ,[' 1'],[' 2181+'],[' 1097'],"[' 838.107s (Solving', ' 831.59s 1st Model', ' 4.42s Unsat', ' 2.17s)']",[' 835.938s'], ,[' 36349125'],"[' 12492034 (Analyzed', ' 12375671)']","[' 24139    (Average', ' 512.68 Last', ' 74104)']",[' 2408.2  '],"[' 1097     (Average Length', ' 523.43 Splits', ' 0)']","[' 12375671 (Deleted', ' 12201848)']","[' 55       (Ratio', '   0.00%)']","[' 5491     (Ratio', '   0.04%)']","[' 12375671 (Average Length', '   13.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12375671 (Average', '  2.75 Max', ' 3063 Sum', ' 34047410)']","[' 12375158 (Average', '  2.73 Max', ' 3063 Sum', ' 33754547 Ratio', '  99.14%)']","[' 513      (Average', ' 570.88 Max', ' 940 Sum', ' 292863 Ratio', '   0.86%)']", ,[' 103367  '],[' 5079    '],[' 103396  '],[' 58256   '],"[' 174764   (Atom=Atom', ' 54175 Body=Body', ' 30529 Other', ' 90060)']",[' Yes'],"[' 6108     (Eliminated', '    0 Frozen', ' 6108)']","[' 895      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.57337'],[' 0'], ,[' 743.052'],[' 0'],[' 10.7876'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.19411e+08'],[' 8.61105e+07'],[' 0'],[' 1.04903e+11'],[' 0'],[' 0'],[' 657 '],[' 1360 '],[' 2113 '],[' 2773 '],[' 3356 '],[' 4259 '],[' 5 '],[' 1 ']
Solving...,TA66, ,[' 1'],[' 2441+'],[' 1227'],"[' 842.797s (Solving', ' 835.64s 1st Model', ' 4.79s Unsat', ' 4.30s)']",[' 841.234s'], ,[' 48344809'],"[' 20151182 (Analyzed', ' 20076274)']","[' 37145    (Average', ' 540.48 Last', ' 193128)']",[' 2424.9  '],"[' 1227     (Average Length', ' 576.04 Splits', ' 0)']","[' 20076274 (Deleted', ' 19766504)']","[' 25       (Ratio', '   0.00%)']","[' 4893     (Ratio', '   0.02%)']","[' 20076274 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20076274 (Average', '  2.28 Max', ' 3059 Sum', ' 45684578)']","[' 20075750 (Average', '  2.26 Max', ' 3059 Sum', ' 45405082 Ratio', '  99.39%)']","[' 524      (Average', ' 533.39 Max', ' 977 Sum', ' 279496 Ratio', '   0.61%)']", ,[' 102720  '],[' 5107    '],[' 102855  '],[' 57858   '],"[' 173570   (Atom=Atom', ' 53749 Body=Body', ' 30557 Other', ' 89264)']",[' Yes'],"[' 6242     (Eliminated', '    0 Frozen', ' 6242)']","[' 910      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.76986'],[' 0'], ,[' 700.917'],[' 0'],[' 11.3266'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.48831e+08'],[' 9.82193e+07'],[' 0'],[' 9.23235e+10'],[' 0'],[' 0'],[' 797 '],[' 1533 '],[' 2041 '],[' 2689 '],[' 3386 '],[' 4025 '],[' 5 '],[' 1 ']
Solving...,TA67, ,[' 1'],[' 2437+'],[' 1225'],"[' 678.511s (Solving', ' 671.28s 1st Model', ' 4.28s Unsat', ' 2.81s)']",[' 677.000s'], ,[' 41315578'],"[' 16274460 (Analyzed', ' 16144259)']","[' 29074    (Average', ' 555.28 Last', ' 37203)']",[' 2440.9  '],"[' 1225     (Average Length', ' 574.10 Splits', ' 0)']","[' 16144259 (Deleted', ' 15927318)']","[' 40       (Ratio', '   0.00%)']","[' 4489     (Ratio', '   0.03%)']","[' 16144259 (Average Length', '   13.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16144259 (Average', '  2.40 Max', ' 3094 Sum', ' 38676921)']","[' 16143722 (Average', '  2.38 Max', ' 3094 Sum', ' 38425000 Ratio', '  99.35%)']","[' 537      (Average', ' 469.13 Max', ' 721 Sum', ' 251921 Ratio', '   0.65%)']", ,[' 102401  '],[' 5041    '],[' 102520  '],[' 57068   '],"[' 171200   (Atom=Atom', ' 53025 Body=Body', ' 30491 Other', ' 87684)']",[' Yes'],"[' 6160     (Eliminated', '    0 Frozen', ' 6160)']","[' 662      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.83358'],[' 0'], ,[' 555.778'],[' 0'],[' 8.95617'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.30154e+08'],[' 8.48605e+07'],[' 0'],[' 7.16562e+10'],[' 0'],[' 0'],[' 959 '],[' 1528 '],[' 2365 '],[' 3039 '],[' 3611 '],[' 4147 '],[' 4 '],[' 2 ']
Solving...,TA68, ,[' 1'],[' 2227+'],[' 1120'],"[' 685.755s (Solving', ' 678.99s 1st Model', ' 4.07s Unsat', ' 12.95s)']",[' 684.547s'], ,[' 36825293'],"[' 17571445 (Analyzed', ' 17449737)']","[' 34247    (Average', ' 509.53 Last', ' 41970)']",[' 2413.3  '],"[' 1120     (Average Length', ' 527.95 Splits', ' 0)']","[' 17449737 (Deleted', ' 17182722)']","[' 28       (Ratio', '   0.00%)']","[' 3266     (Ratio', '   0.02%)']","[' 17449737 (Average Length', '   11.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17449737 (Average', '  1.96 Max', ' 3213 Sum', ' 34269108)']","[' 17449297 (Average', '  1.95 Max', ' 3213 Sum', ' 34073503 Ratio', '  99.43%)']","[' 440      (Average', ' 444.56 Max', ' 905 Sum', ' 195605 Ratio', '   0.57%)']", ,[' 101929  '],[' 4995    '],[' 101975  '],[' 57283   '],"[' 171845   (Atom=Atom', ' 53286 Body=Body', ' 30445 Other', ' 88114)']",[' Yes'],"[' 6041     (Eliminated', '    0 Frozen', ' 6041)']","[' 370      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.62216'],[' 0'], ,[' 564.939'],[' 0'],[' 8.74235'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.12455e+08'],[' 6.98272e+07'],[' 0'],[' 8.08961e+10'],[' 0'],[' 0'],[' 818 '],[' 1313 '],[' 1864 '],[' 2438 '],[' 3137 '],[' 3805 '],[' 4 '],[' 2 ']
Solving...,TA69, ,[' 1'],[' 2151+'],[' 1082'],"[' 1001.516s (Solving', ' 995.13s 1st Model', ' 4.67s Unsat', ' 0.00s)']",[' 999.625s'], ,[' 49867725'],"[' 22686252 (Analyzed', ' 22589834)']","[' 40510    (Average', ' 557.64 Last', ' 338122)']",[' 2378.0  '],"[' 1082     (Average Length', ' 514.08 Splits', ' 0)']","[' 22589834 (Deleted', ' 22220887)']","[' 32       (Ratio', '   0.00%)']","[' 4748     (Ratio', '   0.02%)']","[' 22589834 (Average Length', '   12.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22589834 (Average', '  2.10 Max', ' 3130 Sum', ' 47356892)']","[' 22589330 (Average', '  2.08 Max', ' 3130 Sum', ' 47099044 Ratio', '  99.46%)']","[' 504      (Average', ' 511.60 Max', ' 848 Sum', ' 257848 Ratio', '   0.54%)']", ,[' 102879  '],[' 5118    '],[' 102888  '],[' 57856   '],"[' 173564   (Atom=Atom', ' 53736 Body=Body', ' 30568 Other', ' 89260)']",[' Yes'],"[' 6127     (Eliminated', '    0 Frozen', ' 6127)']","[' 878      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.63101'],[' 0'], ,[' 845.126'],[' 0'],[' 13.8006'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.50949e+08'],[' 9.46812e+07'],[' 0'],[' 1.13381e+11'],[' 0'],[' 0'],[' 897 '],[' 1563 '],[' 2426 '],[' 3082 '],[' 3897 '],[' 4503 '],[' 6 '],[' 0 ']
Solving...,TA70, ,[' 1'],[' 2383+'],[' 1198'],"[' 855.208s (Solving', ' 848.15s 1st Model', ' 4.34s Unsat', ' 19.20s)']",[' 853.641s'], ,[' 29680855'],"[' 13227417 (Analyzed', ' 13134016)']","[' 26630    (Average', ' 493.20 Last', ' 73312)']",[' 2384.2  '],"[' 1198     (Average Length', ' 567.35 Splits', ' 0)']","[' 13134016 (Deleted', ' 12915942)']","[' 31       (Ratio', '   0.00%)']","[' 4014     (Ratio', '   0.03%)']","[' 13134016 (Average Length', '   12.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13134016 (Average', '  2.08 Max', ' 3095 Sum', ' 27370284)']","[' 13133396 (Average', '  2.06 Max', ' 3095 Sum', ' 27021260 Ratio', '  98.72%)']","[' 620      (Average', ' 562.94 Max', ' 948 Sum', ' 349024 Ratio', '   1.28%)']", ,[' 103068  '],[' 5109    '],[' 103185  '],[' 57703   '],"[' 173105   (Atom=Atom', ' 53592 Body=Body', ' 30559 Other', ' 88954)']",[' Yes'],"[' 6226     (Eliminated', '    0 Frozen', ' 6226)']","[' 722      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.69322'],[' 0'], ,[' 756.868'],[' 0'],[' 10.3888'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.48568e+07'],[' 6.29332e+07'],[' 0'],[' 1.05253e+11'],[' 0'],[' 0'],[' 705 '],[' 1437 '],[' 2184 '],[' 2785 '],[' 3726 '],[' 4375 '],[' 5 '],[' 1 ']
