Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solving...,TA51, ,[' 1'],[' 8153+'],[' 4078'],"[' 667.073s (Solving', ' 616.83s 1st Model', ' 500.65s Unsat', ' 0.00s)']",[' 665.359s'], ,[' 581198449'],"[' 1173572  (Analyzed', ' 384122)']","[' 4106     (Average', ' 93.55 Last', ' 40337)']",[' 19704.9 '],"[' 4078     (Average Length', ' 2038.50 Splits', ' 0)']","[' 384122   (Deleted', ' 337564)']","[' 134      (Ratio', '   0.03%)']","[' 42684    (Ratio', '  11.11%)']","[' 384122   (Average Length', '   43.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 384122   (Average', ' 1323.11 Max', ' 18300 Sum', ' 508235843)']","[' 384122   (Average', ' 1323.11 Max', ' 18300 Sum', ' 508235843 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 104932  '],[' 19125   '],[' 108258  '],[' 79027   '],"[' 237077   (Atom=Atom', ' 60650 Body=Body', ' 38200 Other', ' 138227)']",[' Yes'],"[' 23201    (Eliminated', '    0 Frozen', ' 23201)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.92558'],[' 0'], ,[' 189.913'],[' 0'],[' 29.4603'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.16913e+08'],[' 8.55694e+08'],[' 0'],[' 2.82581e+09'],[' 0'],[' 0'],3615
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solving...,TA52, ,[' 1'],[' 5767+'],[' 2885'],"[' 540.906s (Solving', ' 506.83s 1st Model', ' 406.87s Unsat', ' 0.00s)']",[' 539.094s'], ,[' 500688338'],"[' 947876   (Analyzed', ' 332248)']","[' 3247     (Average', ' 102.32 Last', ' 39919)']",[' 19433.3 '],"[' 2885     (Average Length', ' 1442.00 Splits', ' 0)']","[' 332248   (Deleted', ' 288110)']","[' 121      (Ratio', '   0.04%)']","[' 39912    (Ratio', '  12.01%)']","[' 332248   (Average Length', '   43.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 332248   (Average', ' 1348.61 Max', ' 18283 Sum', ' 448071812)']","[' 332248   (Average', ' 1348.61 Max', ' 18283 Sum', ' 448071812 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 103739  '],[' 19125   '],[' 105872  '],[' 77834   '],"[' 233498   (Atom=Atom', ' 59457 Body=Body', ' 38200 Other', ' 135841)']",[' Yes'],"[' 22008    (Eliminated', '    0 Frozen', ' 22008)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.52253'],[' 0'], ,[' 155.848'],[' 0'],[' 25.331'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.86482e+08'],[' 7.3312e+08'],[' 0'],[' 2.35119e+09'],[' 0'],[' 0'],3667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solving...,TA53, ,[' 1'],[' 7287+'],[' 3645'],"[' 431.952s (Solving', ' 386.64s 1st Model', ' 278.99s Unsat', ' 0.00s)']",[' 430.031s'], ,[' 403703381'],"[' 820252   (Analyzed', ' 234751)']","[' 3252     (Average', ' 72.19 Last', ' 41094)']",[' 19502.5 '],"[' 3645     (Average Length', ' 1822.00 Splits', ' 0)']","[' 234751   (Deleted', ' 203042)']","[' 87       (Ratio', '   0.04%)']","[' 27263    (Ratio', '  11.61%)']","[' 234751   (Average Length', '   41.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 234751   (Average', ' 1442.40 Max', ' 18298 Sum', ' 338605851)']","[' 234751   (Average', ' 1442.40 Max', ' 18298 Sum', ' 338605851 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 104499  '],[' 19125   '],[' 107392  '],[' 78594   '],"[' 235778   (Atom=Atom', ' 60217 Body=Body', ' 38200 Other', ' 137361)']",[' Yes'],"[' 22768    (Eliminated', '    0 Frozen', ' 22768)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.12011'],[' 0'], ,[' 122.44'],[' 0'],[' 19.7748'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.49036e+08'],[' 5.10734e+08'],[' 0'],[' 1.771e+09'],[' 0'],[' 0'],3435
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solving...,TA54, ,[' 1'],[' 5551+'],[' 2777'],"[' 385.155s (Solving', ' 351.12s 1st Model', ' 256.35s Unsat', ' 0.00s)']",[' 383.297s'], ,[' 369618035'],"[' 672787   (Analyzed', ' 219724)']","[' 2628     (Average', ' 83.61 Last', ' 16391)']",[' 19245.3 '],"[' 2777     (Average Length', ' 1388.00 Splits', ' 0)']","[' 219724   (Deleted', ' 188654)']","[' 93       (Ratio', '   0.04%)']","[' 27125    (Ratio', '  12.35%)']","[' 219724   (Average Length', '   42.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 219724   (Average', ' 1454.17 Max', ' 18205 Sum', ' 319515564)']","[' 219724   (Average', ' 1454.17 Max', ' 18205 Sum', ' 319515564 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 103631  '],[' 19125   '],[' 105656  '],[' 77726   '],"[' 233174   (Atom=Atom', ' 59349 Body=Body', ' 38200 Other', ' 135625)']",[' Yes'],"[' 21900    (Eliminated', '    0 Frozen', ' 21900)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.41118'],[' 0'], ,[' 108.901'],[' 0'],[' 18.476'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.08915e+08'],[' 4.72996e+08'],[' 0'],[' 1.43493e+09'],[' 0'],[' 0'],3472
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solving...,TA55, ,[' 1'],[' 6709+'],[' 3356'],"[' 460.964s (Solving', ' 419.16s 1st Model', ' 314.74s Unsat', ' 0.00s)']",[' 459.500s'], ,[' 431047048'],"[' 815149   (Analyzed', ' 256188)']","[' 3217     (Average', ' 79.64 Last', ' 33167)']",[' 19462.9 '],"[' 3356     (Average Length', ' 1677.50 Splits', ' 0)']","[' 256188   (Deleted', ' 221254)']","[' 85       (Ratio', '   0.03%)']","[' 31315    (Ratio', '  12.22%)']","[' 256188   (Average Length', '   43.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 256188   (Average', ' 1447.06 Max', ' 18283 Sum', ' 370718851)']","[' 256188   (Average', ' 1447.06 Max', ' 18283 Sum', ' 370718851 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 104210  '],[' 19125   '],[' 106814  '],[' 78305   '],"[' 234911   (Atom=Atom', ' 59928 Body=Body', ' 38200 Other', ' 136783)']",[' Yes'],"[' 22479    (Eliminated', '    0 Frozen', ' 22479)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.52774'],[' 0'], ,[' 130.583'],[' 0'],[' 21.2956'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.10278e+08'],[' 5.68971e+08'],[' 0'],[' 1.88851e+09'],[' 0'],[' 0'],3612
