Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solving...,TA56, ,[' 1'],[' 7175+'],[' 3589'],"[' 468.559s (Solving', ' 422.49s 1st Model', ' 310.26s Unsat', ' 0.00s)']",[' 466.422s'], ,[' 432992688'],"[' 1197563  (Analyzed', ' 246750)']","[' 3637     (Average', ' 67.84 Last', ' 21275)']",[' 19518.6 '],"[' 3589     (Average Length', ' 1794.00 Splits', ' 0)']","[' 246750   (Deleted', ' 213746)']","[' 90       (Ratio', '   0.04%)']","[' 29166    (Ratio', '  11.82%)']","[' 246750   (Average Length', '   43.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 246750   (Average', ' 1492.77 Max', ' 18291 Sum', ' 368341710)']","[' 246750   (Average', ' 1492.77 Max', ' 18291 Sum', ' 368341710 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 104443  '],[' 19125   '],[' 107280  '],[' 78538   '],"[' 235610   (Atom=Atom', ' 60161 Body=Body', ' 38200 Other', ' 137249)']",[' Yes'],"[' 22712    (Eliminated', '    0 Frozen', ' 22712)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.943'],[' 0'], ,[' 135.799'],[' 0'],[' 21.4096'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.9503e+08'],[' 5.54715e+08'],[' 0'],[' 2.12436e+09'],[' 0'],[' 0'],3523
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solving...,TA57, ,[' 1'],[' 7299+'],[' 3651'],"[' 432.564s (Solving', ' 385.91s 1st Model', ' 276.84s Unsat', ' 0.00s)']",[' 431.094s'], ,[' 400627956'],"[' 865305   (Analyzed', ' 227135)']","[' 3120     (Average', ' 72.80 Last', ' 32005)']",[' 19601.4 '],"[' 3651     (Average Length', ' 1825.00 Splits', ' 0)']","[' 227135   (Deleted', ' 195179)']","[' 99       (Ratio', '   0.04%)']","[' 27411    (Ratio', '  12.07%)']","[' 227135   (Average Length', '   43.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 227135   (Average', ' 1475.04 Max', ' 18302 Sum', ' 335032382)']","[' 227135   (Average', ' 1475.04 Max', ' 18302 Sum', ' 335032382 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 104505  '],[' 19125   '],[' 107404  '],[' 78600   '],"[' 235796   (Atom=Atom', ' 60223 Body=Body', ' 38200 Other', ' 137373)']",[' Yes'],"[' 22774    (Eliminated', '    0 Frozen', ' 22774)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.09443'],[' 0'], ,[' 122.519'],[' 0'],[' 19.6698'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.39863e+08'],[' 5.03448e+08'],[' 0'],[' 1.78242e+09'],[' 0'],[' 0'],3823
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solving...,TA58, ,[' 1'],[' 6157+'],[' 3080'],"[' 518.952s (Solving', ' 480.61s 1st Model', ' 380.73s Unsat', ' 0.00s)']",[' 517.375s'], ,[' 478602492'],"[' 789806   (Analyzed', ' 303804)']","[' 3167     (Average', ' 95.93 Last', ' 42058)']",[' 19374.1 '],"[' 3080     (Average Length', ' 1539.50 Splits', ' 0)']","[' 303804   (Deleted', ' 262565)']","[' 128      (Ratio', '   0.04%)']","[' 35159    (Ratio', '  11.57%)']","[' 303804   (Average Length', '   43.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 303804   (Average', ' 1392.68 Max', ' 18296 Sum', ' 423100467)']","[' 303804   (Average', ' 1392.68 Max', ' 18296 Sum', ' 423100467 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 103934  '],[' 19125   '],[' 106262  '],[' 78029   '],"[' 234083   (Atom=Atom', ' 59652 Body=Body', ' 38200 Other', ' 136231)']",[' Yes'],"[' 22203    (Eliminated', '    0 Frozen', ' 22203)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.88401'],[' 0'], ,[' 147.513'],[' 0'],[' 24.1097'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.21986e+08'],[' 6.72989e+08'],[' 0'],[' 2.09877e+09'],[' 0'],[' 0'],3715
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solving...,TA59, ,[' 1'],[' 7257+'],[' 3630'],"[' 344.043s (Solving', ' 298.80s 1st Model', ' 189.74s Unsat', ' 0.00s)']",[' 342.750s'], ,[' 320225500'],"[' 866788   (Analyzed', ' 159220)']","[' 3110     (Average', ' 51.20 Last', ' 7378)']",[' 19538.0 '],"[' 3630     (Average Length', ' 1814.50 Splits', ' 0)']","[' 159220   (Deleted', ' 134641)']","[' 57       (Ratio', '   0.04%)']","[' 18993    (Ratio', '  11.93%)']","[' 159220   (Average Length', '   41.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 159220   (Average', ' 1602.49 Max', ' 18288 Sum', ' 255147995)']","[' 159219   (Average', ' 1602.37 Max', ' 18288 Sum', ' 255129855 Ratio', '  99.99%)']","[' 1        (Average', ' 18140.00 Max', ' 18140 Sum', '  18140 Ratio', '   0.01%)']", ,[' 104484  '],[' 19125   '],[' 107362  '],[' 78579   '],"[' 235733   (Atom=Atom', ' 60202 Body=Body', ' 38200 Other', ' 137331)']",[' Yes'],"[' 22753    (Eliminated', '    0 Frozen', ' 22753)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.03718'],[' 0'], ,[' 96.9246'],[' 0'],[' 15.2783'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.01122e+08'],[' 3.73839e+08'],[' 0'],[' 1.50132e+09'],[' 0'],[' 0'],3502
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solving...,TA60, ,[' 1'],[' 7579+'],[' 3791'],"[' 440.653s (Solving', ' 393.94s 1st Model', ' 284.76s Unsat', ' 0.00s)']",[' 438.953s'], ,[' 405420241'],"[' 825684   (Analyzed', ' 226012)']","[' 3359     (Average', ' 67.29 Last', ' 22558)']",[' 19574.1 '],"[' 3791     (Average Length', ' 1895.00 Splits', ' 0)']","[' 226012   (Deleted', ' 193516)']","[' 105      (Ratio', '   0.05%)']","[' 27779    (Ratio', '  12.29%)']","[' 226012   (Average Length', '   42.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 226012   (Average', ' 1494.31 Max', ' 18288 Sum', ' 337731036)']","[' 226012   (Average', ' 1494.31 Max', ' 18288 Sum', ' 337731036 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 104645  '],[' 19125   '],[' 107684  '],[' 78740   '],"[' 236216   (Atom=Atom', ' 60363 Body=Body', ' 38200 Other', ' 137653)']",[' Yes'],"[' 22914    (Eliminated', '    0 Frozen', ' 22914)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.30285'],[' 0'], ,[' 123.492'],[' 0'],[' 19.854'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.58741e+08'],[' 5.20667e+08'],[' 0'],[' 1.76916e+09'],[' 0'],[' 0'],3517
