Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, ,[' 1'],[' 6541+'],[' 3273'],"[' 1007.199s (Solving', ' 967.52s 1st Model', ' 825.64s Unsat', ' 0.00s)']",[' 1000.984s'], ,[' 382789010'],"[' 5178978  (Analyzed', ' 1352158)']","[' 6520     (Average', ' 207.39 Last', ' 93082)']",[' 8903.4  '],"[' 3273     (Average Length', ' 1594.65 Splits', ' 0)']","[' 1352158  (Deleted', ' 1288381)']","[' 245      (Ratio', '   0.02%)']","[' 53432    (Ratio', '   3.95%)']","[' 1352158  (Average Length', '   22.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1352158  (Average', ' 262.90 Max', ' 9145 Sum', ' 355482301)']","[' 1351470  (Average', ' 262.17 Max', ' 8162 Sum', ' 354492269 Ratio', '  99.72%)']","[' 688      (Average', ' 1439.00 Max', ' 1439 Sum', ' 990032 Ratio', '   0.28%)']", ,[' 126549  '],[' 13096   '],[' 128672  '],[' 78105   '],"[' 234311   (Atom=Atom', ' 66007 Body=Body', ' 38546 Other', ' 129758)']",[' Yes'],"[' 16219    (Eliminated', '    0 Frozen', ' 16219)']","[' 6464     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.40721'],[' 0'], ,[' 415.172'],[' 0'],[' 30.0081'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.11921e+09'],[' 1.00579e+09'],[' 0'],[' 1.61778e+10'],[' 0'],[' 0'],[' 1905 '],[' 3575 '],[' 2 '],[' 0 ']
Solving...,TA62, ,[' 1'],[' 6627+'],[' 3316'],"[' 1006.729s (Solving', ' 972.54s 1st Model', ' 872.66s Unsat', ' 0.00s)']",[' 1000.563s'], ,[' 401016587'],"[' 4419616  (Analyzed', ' 1334060)']","[' 6181     (Average', ' 215.83 Last', ' 90975)']",[' 8769.7  '],"[' 3316     (Average Length', ' 1614.89 Splits', ' 0)']","[' 1334060  (Deleted', ' 1269395)']","[' 256      (Ratio', '   0.02%)']","[' 55721    (Ratio', '   4.18%)']","[' 1334060  (Average Length', '   22.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1334060  (Average', ' 280.62 Max', ' 9724 Sum', ' 374366714)']","[' 1333712  (Average', ' 280.19 Max', ' 8738 Sum', ' 373795994 Ratio', '  99.85%)']","[' 348      (Average', ' 1640.00 Max', ' 1640 Sum', ' 570720 Ratio', '   0.15%)']", ,[' 126790  '],[' 13162   '],[' 128924  '],[' 78412   '],"[' 235232   (Atom=Atom', ' 66248 Body=Body', ' 38612 Other', ' 130372)']",[' Yes'],"[' 16296    (Eliminated', '    0 Frozen', ' 16296)']","[' 4182     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.24422'],[' 0'], ,[' 395.693'],[' 0'],[' 30.2972'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.21146e+09'],[' 1.09491e+09'],[' 0'],[' 1.43981e+10'],[' 0'],[' 0'],[' 1875 '],[' 3600 '],[' 2 '],[' 0 ']
Solving...,TA63, ,[' 1'],[' 6535+'],[' 3270'],"[' 1006.444s (Solving', ' 972.27s 1st Model', ' 824.62s Unsat', ' 0.00s)']",[' 1000.141s'], ,[' 411707009'],"[' 4424137  (Analyzed', ' 1532980)']","[' 6781     (Average', ' 226.07 Last', ' 218548)']",[' 8630.7  '],"[' 3270     (Average Length', ' 1596.73 Splits', ' 0)']","[' 1532980  (Deleted', ' 1465779)']","[' 288      (Ratio', '   0.02%)']","[' 57025    (Ratio', '   3.72%)']","[' 1532980  (Average Length', '   22.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1532980  (Average', ' 252.02 Max', ' 8717 Sum', ' 386343080)']","[' 1532363  (Average', ' 251.38 Max', ' 8657 Sum', ' 385355880 Ratio', '  99.74%)']","[' 617      (Average', ' 1600.00 Max', ' 1600 Sum', ' 987200 Ratio', '   0.26%)']", ,[' 126540  '],[' 13094   '],[' 128624  '],[' 78094   '],"[' 234278   (Atom=Atom', ' 65998 Body=Body', ' 38544 Other', ' 129736)']",[' Yes'],"[' 16178    (Eliminated', '    0 Frozen', ' 16178)']","[' 6839     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.24558'],[' 0'], ,[' 404.603'],[' 0'],[' 30.2039'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.27473e+09'],[' 1.14869e+09'],[' 0'],[' 1.55072e+10'],[' 0'],[' 0'],[' 1806 '],[' 3396 '],[' 2 '],[' 0 ']
Solving...,TA64, ,[' 1'],[' 6685+'],[' 3345'],"[' 1006.453s (Solving', ' 974.88s 1st Model', ' 835.94s Unsat', ' 0.00s)']",[' 1002.922s'], ,[' 469811465'],"[' 5056983  (Analyzed', ' 1971899)']","[' 7819     (Average', ' 252.19 Last', ' 143024)']",[' 8554.5  '],"[' 3345     (Average Length', ' 1636.11 Splits', ' 0)']","[' 1971899  (Deleted', ' 1901980)']","[' 358      (Ratio', '   0.02%)']","[' 59892    (Ratio', '   3.04%)']","[' 1971899  (Average Length', '   21.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1971899  (Average', ' 225.28 Max', ' 9236 Sum', ' 444220191)']","[' 1971275  (Average', ' 224.71 Max', ' 8185 Sum', ' 443110719 Ratio', '  99.75%)']","[' 624      (Average', ' 1778.00 Max', ' 1778 Sum', ' 1109472 Ratio', '   0.25%)']", ,[' 126633  '],[' 13100   '],[' 128804  '],[' 78193   '],"[' 234575   (Atom=Atom', ' 66091 Body=Body', ' 38550 Other', ' 129934)']",[' Yes'],"[' 16271    (Eliminated', '    0 Frozen', ' 16271)']","[' 6850     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.69334'],[' 0'], ,[' 421.126'],[' 0'],[' 29.9687'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.53322e+09'],[' 1.37917e+09'],[' 0'],[' 2.17123e+10'],[' 0'],[' 0'],[' 1813 '],[' 3266 '],[' 2 '],[' 0 ']
Solving...,TA65, ,[' 1'],[' 7553+'],[' 3779'],"[' 1006.467s (Solving', ' 973.97s 1st Model', ' 854.53s Unsat', ' 0.00s)']",[' 1003.531s'], ,[' 518913842'],"[' 5067734  (Analyzed', ' 2062771)']","[' 8431     (Average', ' 244.67 Last', ' 198563)']",[' 8937.5  '],"[' 3779     (Average Length', ' 1837.01 Splits', ' 0)']","[' 2062771  (Deleted', ' 1987083)']","[' 309      (Ratio', '   0.01%)']","[' 64259    (Ratio', '   3.12%)']","[' 2062771  (Average Length', '   22.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2062771  (Average', ' 237.26 Max', ' 9497 Sum', ' 489419482)']","[' 2062176  (Average', ' 236.78 Max', ' 8177 Sum', ' 488421667 Ratio', '  99.80%)']","[' 595      (Average', ' 1677.00 Max', ' 1677 Sum', ' 997815 Ratio', '   0.20%)']", ,[' 127097  '],[' 13110   '],[' 129636  '],[' 78667   '],"[' 235997   (Atom=Atom', ' 66555 Body=Body', ' 38560 Other', ' 130882)']",[' Yes'],"[' 16649    (Eliminated', '    0 Frozen', ' 16649)']","[' 7466     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.07898'],[' 0'], ,[' 405.661'],[' 0'],[' 30.9234'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.78283e+09'],[' 1.6145e+09'],[' 0'],[' 2.1133e+10'],[' 0'],[' 0'],[' 1720 '],[' 3412 '],[' 2 '],[' 0 ']
Solving...,TA66, ,[' 1'],[' 7101+'],[' 3553'],"[' 1006.151s (Solving', ' 976.29s 1st Model', ' 847.20s Unsat', ' 0.00s)']",[' 1003.703s'], ,[' 518160286'],"[' 5643791  (Analyzed', ' 2087607)']","[' 8567     (Average', ' 243.68 Last', ' 191392)']",[' 8717.7  '],"[' 3553     (Average Length', ' 1732.62 Splits', ' 0)']","[' 2087607  (Deleted', ' 2012266)']","[' 307      (Ratio', '   0.01%)']","[' 63334    (Ratio', '   3.03%)']","[' 2087607  (Average Length', '   21.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2087607  (Average', ' 234.86 Max', ' 9347 Sum', ' 490296140)']","[' 2087014  (Average', ' 234.37 Max', ' 8129 Sum', ' 489264913 Ratio', '  99.79%)']","[' 593      (Average', ' 1739.00 Max', ' 1739 Sum', ' 1031227 Ratio', '   0.21%)']", ,[' 127003  '],[' 13154   '],[' 129361  '],[' 78617   '],"[' 235847   (Atom=Atom', ' 66461 Body=Body', ' 38604 Other', ' 130782)']",[' Yes'],"[' 16512    (Eliminated', '    0 Frozen', ' 16512)']","[' 7092     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.34972'],[' 0'], ,[' 412.019'],[' 0'],[' 30.8007'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.74298e+09'],[' 1.57284e+09'],[' 0'],[' 2.23634e+10'],[' 0'],[' 0'],[' 1761 '],[' 3422 '],[' 2 '],[' 0 ']
Solving...,TA67, ,[' 1'],[' 7187+'],[' 3596'],"[' 1005.874s (Solving', ' 976.56s 1st Model', ' 825.68s Unsat', ' 0.00s)']",[' 1004.078s'], ,[' 523598715'],"[' 5848434  (Analyzed', ' 2128518)']","[' 8715     (Average', ' 244.24 Last', ' 192909)']",[' 8765.7  '],"[' 3596     (Average Length', ' 1756.07 Splits', ' 0)']","[' 2128518  (Deleted', ' 2055795)']","[' 343      (Ratio', '   0.02%)']","[' 62908    (Ratio', '   2.96%)']","[' 2128518  (Average Length', '   22.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2128518  (Average', ' 232.60 Max', ' 9597 Sum', ' 495094523)']","[' 2127923  (Average', ' 232.10 Max', ' 8244 Sum', ' 494028878 Ratio', '  99.78%)']","[' 595      (Average', ' 1791.00 Max', ' 1791 Sum', ' 1065645 Ratio', '   0.22%)']", ,[' 126890  '],[' 13102   '],[' 129262  '],[' 78452   '],"[' 235352   (Atom=Atom', ' 66348 Body=Body', ' 38552 Other', ' 130452)']",[' Yes'],"[' 16474    (Eliminated', '    0 Frozen', ' 16474)']","[' 7307     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.36529'],[' 0'], ,[' 411.364'],[' 0'],[' 30.6863'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.75777e+09'],[' 1.5868e+09'],[' 0'],[' 2.21627e+10'],[' 0'],[' 0'],[' 1867 '],[' 3386 '],[' 2 '],[' 0 ']
Solving...,TA68, ,[' 1'],[' 6821+'],[' 3413'],"[' 1005.574s (Solving', ' 977.13s 1st Model', ' 861.78s Unsat', ' 0.00s)']",[' 1003.328s'], ,[' 528842692'],"[' 5176396  (Analyzed', ' 2108343)']","[' 8569     (Average', ' 246.04 Last', ' 96268)']",[' 8645.0  '],"[' 3413     (Average Length', ' 1659.23 Splits', ' 0)']","[' 2108343  (Deleted', ' 2036043)']","[' 337      (Ratio', '   0.02%)']","[' 63695    (Ratio', '   3.02%)']","[' 2108343  (Average Length', '   22.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2108343  (Average', ' 238.29 Max', ' 9345 Sum', ' 502394199)']","[' 2107697  (Average', ' 237.77 Max', ' 7653 Sum', ' 501298067 Ratio', '  99.78%)']","[' 646      (Average', ' 1696.80 Max', ' 4848 Sum', ' 1096132 Ratio', '   0.22%)']", ,[' 126647  '],[' 13082   '],[' 128874  '],[' 78189   '],"[' 234563   (Atom=Atom', ' 66105 Body=Body', ' 38532 Other', ' 129926)']",[' Yes'],"[' 16309    (Eliminated', '    0 Frozen', ' 16309)']","[' 7090     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.08626'],[' 0'], ,[' 407.263'],[' 0'],[' 31.0624'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.79178e+09'],[' 1.61858e+09'],[' 0'],[' 2.13937e+10'],[' 0'],[' 0'],[' 1789 '],[' 3400 '],[' 2 '],[' 0 ']
Solving...,TA69, ,[' 1'],[' 7023+'],[' 3514'],"[' 1006.241s (Solving', ' 975.87s 1st Model', ' 822.09s Unsat', ' 0.00s)']",[' 1002.391s'], ,[' 495192416'],"[' 4927642  (Analyzed', ' 1959925)']","[' 8308     (Average', ' 235.91 Last', ' 110206)']",[' 8720.1  '],"[' 3514     (Average Length', ' 1712.44 Splits', ' 0)']","[' 1959925  (Deleted', ' 1884568)']","[' 388      (Ratio', '   0.02%)']","[' 65125    (Ratio', '   3.32%)']","[' 1959925  (Average Length', '   23.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1959925  (Average', ' 238.73 Max', ' 8731 Sum', ' 467887087)']","[' 1959344  (Average', ' 238.24 Max', ' 8336 Sum', ' 466929018 Ratio', '  99.80%)']","[' 581      (Average', ' 1649.00 Max', ' 1649 Sum', ' 958069 Ratio', '   0.20%)']", ,[' 126928  '],[' 13142   '],[' 129215  '],[' 78530   '],"[' 235586   (Atom=Atom', ' 66386 Body=Body', ' 38592 Other', ' 130608)']",[' Yes'],"[' 16429    (Eliminated', '    0 Frozen', ' 16429)']","[' 7857     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.57312'],[' 0'], ,[' 406.195'],[' 0'],[' 30.3042'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.67041e+09'],[' 1.5142e+09'],[' 0'],[' 1.97042e+10'],[' 0'],[' 0'],[' 1939 '],[' 3659 '],[' 2 '],[' 0 ']
Solving...,TA70, ,[' 1'],[' 6835+'],[' 3420'],"[' 1006.254s (Solving', ' 973.20s 1st Model', ' 838.68s Unsat', ' 0.00s)']",[' 1002.359s'], ,[' 429688922'],"[' 4688077  (Analyzed', ' 1647505)']","[' 7078     (Average', ' 232.76 Last', ' 181588)']",[' 8634.0  '],"[' 3420     (Average Length', ' 1670.55 Splits', ' 0)']","[' 1647505  (Deleted', ' 1578834)']","[' 338      (Ratio', '   0.02%)']","[' 59929    (Ratio', '   3.64%)']","[' 1647505  (Average Length', '   23.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1647505  (Average', ' 244.86 Max', ' 9864 Sum', ' 403415127)']","[' 1646893  (Average', ' 244.21 Max', ' 8111 Sum', ' 402342291 Ratio', '  99.73%)']","[' 612      (Average', ' 1753.00 Max', ' 1753 Sum', ' 1072836 Ratio', '   0.27%)']", ,[' 126912  '],[' 13168   '],[' 129161  '],[' 78540   '],"[' 235616   (Atom=Atom', ' 66370 Body=Body', ' 38618 Other', ' 130628)']",[' Yes'],"[' 16417    (Eliminated', '    0 Frozen', ' 16417)']","[' 7256     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.17331'],[' 0'], ,[' 406.248'],[' 0'],[' 29.535'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.36071e+09'],[' 1.22985e+09'],[' 0'],[' 1.75493e+10'],[' 0'],[' 0'],[' 1958 '],[' 3741 '],[' 2 '],[' 0 ']
