Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , , ,[' 1'],[' 5991+'],[' 2998'],"[' 326.418s (Solving', ' 294.10s 1st Model', ' 195.31s Unsat', ' 0.00s)']",[' 323.859s'], ,[' 197153550'],"[' 628911   (Analyzed', ' 232744)']","[' 2543     (Average', ' 91.52 Last', ' 41503)']",[' 12959.9 '],"[' 2998     (Average Length', ' 1449.61 Splits', ' 0)']","[' 232744   (Deleted', ' 206511)']","[' 76       (Ratio', '   0.03%)']","[' 19503    (Ratio', '   8.38%)']","[' 232744   (Average Length', '   26.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 232744   (Average', ' 699.81 Max', ' 13206 Sum', ' 162875533)']","[' 231766   (Average', ' 696.96 Max', ' 13206 Sum', ' 162214405 Ratio', '  99.59%)']","[' 978      (Average', ' 676.00 Max', ' 676 Sum', ' 661128 Ratio', '   0.41%)']", ,[' 161503  '],[' 14595   '],[' 160547  '],[' 83345   '],"[' 286360   (Atom=Atom', ' 79472 Body=Body', ' 50299 Other', ' 156589)']",[' Yes'],"[' 17478    (Eliminated', '    0 Frozen', ' 17478)']","[' 20       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.57122'],[' 0'], ,[' 84.4273'],[' 0'],[' 11.4024'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.05954e+08'],[' 2.7747e+08'],[' 0'],[' 1.65655e+09'],[' 0'],[' 0'],[' 6977 '],[' 3674 '],[' 2 '],[' 0 ']
Solving...,TA62, , , ,[' 1'],[' 7423+'],[' 3714'],"[' 609.198s (Solving', ' 572.84s 1st Model', ' 397.83s Unsat', ' 0.00s)']",[' 603.063s'], ,[' 332734035'],"[' 2451726  (Analyzed', ' 772870)']","[' 4871     (Average', ' 158.67 Last', ' 85966)']",[' 10349.1 '],"[' 3714     (Average Length', ' 1818.65 Splits', ' 0)']","[' 772870   (Deleted', ' 721650)']","[' 143      (Ratio', '   0.02%)']","[' 45318    (Ratio', '   5.86%)']","[' 772870   (Average Length', '   24.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 772870   (Average', ' 388.24 Max', ' 11003 Sum', ' 300061606)']","[' 772276   (Average', ' 386.96 Max', ' 11003 Sum', ' 299069032 Ratio', '  99.67%)']","[' 594      (Average', ' 1671.00 Max', ' 1671 Sum', ' 992574 Ratio', '   0.33%)']", ,[' 163565  '],[' 14805   '],[' 163070  '],[' 85131   '],"[' 291176   (Atom=Atom', ' 80672 Body=Body', ' 50779 Other', ' 159725)']",[' Yes'],"[' 18273    (Eliminated', '    0 Frozen', ' 18273)']","[' 5379     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.24718'],[' 0'], ,[' 182.29'],[' 0'],[' 20.2789'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.55664e+08'],[' 6.82001e+08'],[' 0'],[' 4.5998e+09'],[' 0'],[' 0'],[' 1822 '],[' 3638 '],[' 2 '],[' 0 ']
Solving...,TA63, , , ,[' 1'],[' 7339+'],[' 3672'],"[' 608.059s (Solving', ' 574.75s 1st Model', ' 403.51s Unsat', ' 0.00s)']",[' 603.875s'], ,[' 350176064'],"[' 2237358  (Analyzed', ' 854696)']","[' 4960     (Average', ' 172.32 Last', ' 112383)']",[' 9979.7  '],"[' 3672     (Average Length', ' 1796.86 Splits', ' 0)']","[' 854696   (Deleted', ' 802295)']","[' 210      (Ratio', '   0.02%)']","[' 47276    (Ratio', '   5.53%)']","[' 854696   (Average Length', '   23.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 854696   (Average', ' 374.01 Max', ' 10812 Sum', ' 319660733)']","[' 854058   (Average', ' 372.62 Max', ' 10812 Sum', ' 318480433 Ratio', '  99.63%)']","[' 638      (Average', ' 1850.00 Max', ' 1850 Sum', ' 1180300 Ratio', '   0.37%)']", ,[' 161963  '],[' 14564   '],[' 161582  '],[' 83863   '],"[' 287315   (Atom=Atom', ' 79737 Body=Body', ' 49885 Other', ' 157693)']",[' Yes'],"[' 18019    (Eliminated', '    0 Frozen', ' 18019)']","[' 5271     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.82234'],[' 0'], ,[' 182.011'],[' 0'],[' 20.8776'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.96712e+08'],[' 7.17872e+08'],[' 0'],[' 4.59361e+09'],[' 0'],[' 0'],[' 1700 '],[' 3383 '],[' 2 '],[' 0 ']
Solving...,TA64, , , ,[' 1'],[' 7511+'],[' 3758'],"[' 608.373s (Solving', ' 573.87s 1st Model', ' 426.08s Unsat', ' 0.00s)']",[' 603.109s'], ,[' 353070025'],"[' 1607878  (Analyzed', ' 912598)']","[' 5031     (Average', ' 181.39 Last', ' 93307)']",[' 10088.9 '],"[' 3758     (Average Length', ' 1835.94 Splits', ' 0)']","[' 912598   (Deleted', ' 857177)']","[' 221      (Ratio', '   0.02%)']","[' 48006    (Ratio', '   5.26%)']","[' 912598   (Average Length', '   23.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 912598   (Average', ' 353.12 Max', ' 11399 Sum', ' 322260875)']","[' 911972   (Average', ' 351.93 Max', ' 10838 Sum', ' 321171635 Ratio', '  99.66%)']","[' 626      (Average', ' 1740.00 Max', ' 1740 Sum', ' 1089240 Ratio', '   0.34%)']", ,[' 162493  '],[' 14630   '],[' 162173  '],[' 84280   '],"[' 288942   (Atom=Atom', ' 80243 Body=Body', ' 50308 Other', ' 158391)']",[' Yes'],"[' 18164    (Eliminated', '    0 Frozen', ' 18164)']","[' 6044     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.06867'],[' 0'], ,[' 173.609'],[' 0'],[' 21.6948'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.11849e+08'],[' 7.31814e+08'],[' 0'],[' 3.70841e+09'],[' 0'],[' 0'],[' 1780 '],[' 3374 '],[' 2 '],[' 0 ']
Solving...,TA65, , , ,[' 1'],[' 7581+'],[' 3793'],"[' 597.914s (Solving', ' 549.96s 1st Model', ' 381.69s Unsat', ' 0.01s)']",[' 578.125s'], ,[' 300208368'],"[' 1098355  (Analyzed', ' 703831)']","[' 4192     (Average', ' 167.90 Last', ' 91580)']",[' 9955.0  '],"[' 3793     (Average Length', ' 1848.52 Splits', ' 0)']","[' 703831   (Deleted', ' 655826)']","[' 155      (Ratio', '   0.02%)']","[' 41561    (Ratio', '   5.90%)']","[' 703831   (Average Length', '   23.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 703831   (Average', ' 383.52 Max', ' 10470 Sum', ' 269931561)']","[' 703261   (Average', ' 382.10 Max', ' 10470 Sum', ' 268931211 Ratio', '  99.63%)']","[' 570      (Average', ' 1755.00 Max', ' 1755 Sum', ' 1000350 Ratio', '   0.37%)']", ,[' 162784  '],[' 14671   '],[' 162454  '],[' 84493   '],"[' 289356   (Atom=Atom', ' 80282 Body=Body', ' 50311 Other', ' 158763)']",[' Yes'],"[' 18226    (Eliminated', '    0 Frozen', ' 18226)']","[' 5125     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.92617'],[' 0'], ,[' 153.422'],[' 0'],[' 19.8237'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.73724e+08'],[' 6.08797e+08'],[' 0'],[' 2.62267e+09'],[' 0'],[' 0'],[' 1725 '],[' 3487 '],[' 2 '],[' 0 ']
Solving...,TA66, , , ,[' 1'],[' 6813+'],[' 3409'],"[' 600.029s (Solving', ' 553.68s 1st Model', ' 332.26s Unsat', ' 0.00s)']",[' 580.844s'], ,[' 292504169'],"[' 2007656  (Analyzed', ' 716907)']","[' 4577     (Average', ' 156.63 Last', ' 82606)']",[' 10428.2 '],"[' 3409     (Average Length', ' 1682.41 Splits', ' 0)']","[' 716907   (Deleted', ' 670854)']","[' 165      (Ratio', '   0.02%)']","[' 41033    (Ratio', '   5.72%)']","[' 716907   (Average Length', '   23.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 716907   (Average', ' 365.53 Max', ' 10661 Sum', ' 262049273)']","[' 716300   (Average', ' 364.33 Max', ' 10661 Sum', ' 261187333 Ratio', '  99.67%)']","[' 607      (Average', ' 1420.00 Max', ' 1420 Sum', ' 861940 Ratio', '   0.33%)']", ,[' 162797  '],[' 14733   '],[' 162168  '],[' 84395   '],"[' 289100   (Atom=Atom', ' 80110 Body=Body', ' 50519 Other', ' 158471)']",[' Yes'],"[' 18026    (Eliminated', '    0 Frozen', ' 18026)']","[' 5588     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.11587'],[' 0'], ,[' 170.78'],[' 0'],[' 19.3659'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.67323e+08'],[' 6.01368e+08'],[' 0'],[' 3.70643e+09'],[' 0'],[' 0'],[' 1731 '],[' 3599 '],[' 2 '],[' 0 ']
Solving...,TA67, , , ,[' 1'],[' 6619+'],[' 3312'],"[' 596.860s (Solving', ' 557.94s 1st Model', ' 346.44s Unsat', ' 0.00s)']",[' 578.672s'], ,[' 313939162'],"[' 1637377  (Analyzed', ' 769373)']","[' 4242     (Average', ' 181.37 Last', ' 77061)']",[' 9840.0  '],"[' 3312     (Average Length', ' 1628.90 Splits', ' 0)']","[' 769373   (Deleted', ' 715018)']","[' 221      (Ratio', '   0.03%)']","[' 44216    (Ratio', '   5.75%)']","[' 769373   (Average Length', '   24.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 769373   (Average', ' 372.61 Max', ' 10961 Sum', ' 286674850)']","[' 768787   (Average', ' 371.34 Max', ' 10775 Sum', ' 285697988 Ratio', '  99.66%)']","[' 586      (Average', ' 1667.00 Max', ' 1667 Sum', ' 976862 Ratio', '   0.34%)']", ,[' 161788  '],[' 14597   '],[' 161027  '],[' 83578   '],"[' 286809   (Atom=Atom', ' 79577 Body=Body', ' 50083 Other', ' 157149)']",[' Yes'],"[' 17718    (Eliminated', '    0 Frozen', ' 17718)']","[' 5401     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.34506'],[' 0'], ,[' 167.892'],[' 0'],[' 20.3542'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.16676e+08'],[' 6.4662e+08'],[' 0'],[' 3.43404e+09'],[' 0'],[' 0'],[' 1864 '],[' 3542 '],[' 2 '],[' 0 ']
Solving...,TA68, , , ,[' 1'],[' 8007+'],[' 4006'],"[' 599.192s (Solving', ' 546.50s 1st Model', ' 332.67s Unsat', ' 0.00s)']",[' 579.000s'], ,[' 285417155'],"[' 1339967  (Analyzed', ' 719791)']","[' 4615     (Average', ' 155.97 Last', ' 90990)']",[' 10013.3 '],"[' 4006     (Average Length', ' 1961.63 Splits', ' 0)']","[' 719791   (Deleted', ' 674512)']","[' 170      (Ratio', '   0.02%)']","[' 38472    (Ratio', '   5.34%)']","[' 719791   (Average Length', '   23.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 719791   (Average', ' 352.16 Max', ' 10418 Sum', ' 253481361)']","[' 719118   (Average', ' 350.66 Max', ' 10418 Sum', ' 252404561 Ratio', '  99.58%)']","[' 673      (Average', ' 1600.00 Max', ' 1600 Sum', ' 1076800 Ratio', '   0.42%)']", ,[' 162742  '],[' 14632   '],[' 162633  '],[' 84483   '],"[' 289385   (Atom=Atom', ' 80360 Body=Body', ' 50174 Other', ' 158851)']",[' Yes'],"[' 18390    (Eliminated', '    0 Frozen', ' 18390)']","[' 5670     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.4639'],[' 0'], ,[' 153.43'],[' 0'],[' 18.927'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.52122e+08'],[' 5.88003e+08'],[' 0'],[' 2.78176e+09'],[' 0'],[' 0'],[' 1797 '],[' 3530 '],[' 2 '],[' 0 ']
Solving...,TA69, , , ,[' 1'],[' 6881+'],[' 3443'],"[' 599.260s (Solving', ' 555.63s 1st Model', ' 282.57s Unsat', ' 0.00s)']",[' 579.266s'], ,[' 305861711'],"[' 1529195  (Analyzed', ' 800730)']","[' 4384     (Average', ' 182.65 Last', ' 185097)']",[' 9923.6  '],"[' 3443     (Average Length', ' 1684.44 Splits', ' 0)']","[' 800730   (Deleted', ' 749936)']","[' 222      (Ratio', '   0.03%)']","[' 43760    (Ratio', '   5.47%)']","[' 800730   (Average Length', '   24.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 800730   (Average', ' 346.67 Max', ' 10559 Sum', ' 277592672)']","[' 800071   (Average', ' 345.46 Max', ' 10559 Sum', ' 276617352 Ratio', '  99.65%)']","[' 659      (Average', ' 1480.00 Max', ' 1480 Sum', ' 975320 Ratio', '   0.35%)']", ,[' 162569  '],[' 14689   '],[' 161980  '],[' 84239   '],"[' 288500   (Atom=Atom', ' 79954 Body=Body', ' 50327 Other', ' 158219)']",[' Yes'],"[' 17976    (Eliminated', '    0 Frozen', ' 17976)']","[' 6058     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.95964'],[' 0'], ,[' 164.746'],[' 0'],[' 19.9885'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.0086e+08'],[' 6.33833e+08'],[' 0'],[' 3.31133e+09'],[' 0'],[' 0'],[' 1981 '],[' 3676 '],[' 2 '],[' 0 ']
Solving...,TA70, , , ,[' 1'],[' 8215+'],[' 4110'],"[' 597.690s (Solving', ' 546.62s 1st Model', ' 332.87s Unsat', ' 0.00s)']",[' 577.547s'], ,[' 280046786'],"[' 2003330  (Analyzed', ' 693462)']","[' 4429     (Average', ' 156.57 Last', ' 106825)']",[' 10564.0 '],"[' 4110     (Average Length', ' 2007.39 Splits', ' 0)']","[' 693462   (Deleted', ' 647247)']","[' 199      (Ratio', '   0.03%)']","[' 39499    (Ratio', '   5.70%)']","[' 693462   (Average Length', '   24.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 693462   (Average', ' 352.53 Max', ' 11098 Sum', ' 244468043)']","[' 692864   (Average', ' 350.91 Max', ' 11098 Sum', ' 243341411 Ratio', '  99.54%)']","[' 598      (Average', ' 1884.00 Max', ' 1884 Sum', ' 1126632 Ratio', '   0.46%)']", ,[' 163766  '],[' 14774   '],[' 163698  '],[' 85317   '],"[' 291553   (Atom=Atom', ' 80814 Body=Body', ' 50524 Other', ' 160215)']",[' Yes'],"[' 18647    (Eliminated', '    0 Frozen', ' 18647)']","[' 5541     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.3552'],[' 0'], ,[' 163.677'],[' 0'],[' 18.5094'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.09401e+08'],[' 5.47832e+08'],[' 0'],[' 3.59527e+09'],[' 0'],[' 0'],[' 1979 '],[' 3755 '],[' 2 '],[' 0 ']
