Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 
Solving...,swv11, , ,[' 333'],[' 176'],"[' 484.732s (Solving', ' 483.53s 1st Model', ' 0.48s Unsat', ' 62.16s)']",[' 483.000s'], ,[' 40472729'],"[' 29296690 (Analyzed', ' 29284776)']","[' 60712    (Average', ' 482.36 Last', ' 50056)']",[' 1311.8  '],"[' 176      (Average Length', ' 82.55 Splits', ' 0)']","[' 29284776 (Deleted', ' 28902926)']","[' 46       (Ratio', '   0.00%)']","[' 3555     (Ratio', '   0.01%)']","[' 29284776 (Average Length', '   12.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 29284776 (Average', '  1.34 Max', ' 1767 Sum', ' 39307099)']","[' 29284526 (Average', '  1.34 Max', ' 1767 Sum', ' 39292470 Ratio', '  99.96%)']","[' 250      (Average', ' 58.52 Max', ' 134 Sum', '  14629 Ratio', '   0.04%)']", ,[' 68002   '],[' 2726    '],[' 67668   '],[' 36895   '],"[' 110681   (Atom=Atom', ' 34667 Body=Body', ' 15426 Other', ' 60588)']",[' Yes'],"[' 2892     (Eliminated', '    0 Frozen', ' 2892)']","[' 367      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.28402'],[' 0'], ,[' 324.128'],[' 0'],[' 5.3357'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.09533e+08'],[' 4.4202e+07'],[' 0'],[' 4.58503e+10'],[' 0'],[' 0'],[' 896 '],[' 1377 '],[' 1907 '],[' 2359 '],[' 2819 '],[' 3281 '],[' 4046 '],[' 4673 '],[' 5364 ']
Solving...,swv12, ,[' 1'],[' 287+'],[' 153'],"[' 482.587s (Solving', ' 481.41s 1st Model', ' 0.57s Unsat', ' 0.01s)']",[' 480.547s'], ,[' 31032480'],"[' 20990986 (Analyzed', ' 20977933)']","[' 43173    (Average', ' 485.90 Last', ' 28129)']",[' 1352.3  '],"[' 153      (Average Length', ' 70.82 Splits', ' 0)']","[' 20977933 (Deleted', ' 20707684)']","[' 7        (Ratio', '   0.00%)']","[' 3678     (Ratio', '   0.02%)']","[' 20977933 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20977933 (Average', '  1.44 Max', ' 1775 Sum', ' 30107079)']","[' 20977756 (Average', '  1.43 Max', ' 1775 Sum', ' 30098539 Ratio', '  99.97%)']","[' 177      (Average', ' 48.25 Max', ' 104 Sum', '   8540 Ratio', '   0.03%)']", ,[' 68003   '],[' 2737    '],[' 67646   '],[' 36845   '],"[' 110531   (Atom=Atom', ' 34606 Body=Body', ' 15437 Other', ' 60488)']",[' Yes'],"[' 2880     (Eliminated', '    0 Frozen', ' 2880)']","[' 194      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.288164'],[' 0'], ,[' 366.884'],[' 0'],[' 6.22607'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.61676e+07'],[' 3.87495e+07'],[' 0'],[' 6.04833e+10'],[' 0'],[' 0'],[' 711 '],[' 1303 '],[' 1996 '],[' 2864 '],[' 3138 '],[' 3477 '],[' 4209 '],[' 4951 '],[' 5601 ']
Solving...,swv13, ,[' 1'],[' 273+'],[' 146'],"[' 482.200s (Solving', ' 481.14s 1st Model', ' 0.54s Unsat', ' 0.02s)']",[' 480.781s'], ,[' 37706621'],"[' 25397929 (Analyzed', ' 25390505)']","[' 49600    (Average', ' 511.91 Last', ' 59901)']",[' 1252.6  '],"[' 146      (Average Length', ' 67.77 Splits', ' 0)']","[' 25390505 (Deleted', ' 25076033)']","[' 15       (Ratio', '   0.00%)']","[' 3838     (Ratio', '   0.02%)']","[' 25390505 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25390505 (Average', '  1.44 Max', ' 1771 Sum', ' 36660546)']","[' 25390324 (Average', '  1.44 Max', ' 1771 Sum', ' 36650601 Ratio', '  99.97%)']","[' 181      (Average', ' 54.94 Max', ' 107 Sum', '   9945 Ratio', '   0.03%)']", ,[' 68114   '],[' 2744    '],[' 67750   '],[' 37037   '],"[' 111107   (Atom=Atom', ' 34791 Body=Body', ' 15444 Other', ' 60872)']",[' Yes'],"[' 2880     (Eliminated', '    0 Frozen', ' 2880)']","[' 180      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.257496'],[' 0'], ,[' 346.335'],[' 0'],[' 5.54813'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.01376e+08'],[' 4.38755e+07'],[' 0'],[' 5.73002e+10'],[' 0'],[' 0'],[' 592 '],[' 1315 '],[' 2054 '],[' 2650 '],[' 3024 '],[' 3453 '],[' 4203 '],[' 4997 '],[' 5838 ']
Solving...,swv14, ,[' 1'],[' 317+'],[' 168'],"[' 447.162s (Solving', ' 445.92s 1st Model', ' 0.56s Unsat', ' 24.54s)']",[' 444.906s'], ,[' 28234685'],"[' 18500361 (Analyzed', ' 18488209)']","[' 38502    (Average', ' 480.19 Last', ' 56381)']",[' 1299.1  '],"[' 168      (Average Length', ' 78.45 Splits', ' 0)']","[' 18488209 (Deleted', ' 18256940)']","[' 28       (Ratio', '   0.00%)']","[' 3964     (Ratio', '   0.02%)']","[' 18488209 (Average Length', '   13.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18488209 (Average', '  1.48 Max', ' 1645 Sum', ' 27356695)']","[' 18488017 (Average', '  1.48 Max', ' 1645 Sum', ' 27346028 Ratio', '  99.96%)']","[' 192      (Average', ' 55.56 Max', ' 124 Sum', '  10667 Ratio', '   0.04%)']", ,[' 67698   '],[' 2711    '],[' 67356   '],[' 36506   '],"[' 109514   (Atom=Atom', ' 34293 Body=Body', ' 15411 Other', ' 59810)']",[' Yes'],"[' 2869     (Eliminated', '    0 Frozen', ' 2869)']","[' 237      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.297748'],[' 0'], ,[' 344.68'],[' 0'],[' 5.50789'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.80033e+07'],[' 3.57809e+07'],[' 0'],[' 5.42272e+10'],[' 0'],[' 0'],[' 671 '],[' 1327 '],[' 1946 '],[' 2660 '],[' 2808 '],[' 3351 '],[' 3972 '],[' 4543 '],[' 5355 ']
Solving...,swv15, ,[' 1'],[' 225+'],[' 122'],"[' 482.216s (Solving', ' 481.11s 1st Model', ' 0.51s Unsat', ' 0.00s)']",[' 480.563s'], ,[' 29989264'],"[' 17609338 (Analyzed', ' 17603268)']","[' 34466    (Average', ' 510.74 Last', ' 77362)']",[' 1381.4  '],"[' 122      (Average Length', ' 54.89 Splits', ' 0)']","[' 17603268 (Deleted', ' 17389727)']","[' 10       (Ratio', '   0.00%)']","[' 5341     (Ratio', '   0.03%)']","[' 17603268 (Average Length', '   15.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17603268 (Average', '  1.65 Max', ' 1716 Sum', ' 29105318)']","[' 17603070 (Average', '  1.65 Max', ' 1716 Sum', ' 29099268 Ratio', '  99.98%)']","[' 198      (Average', ' 30.56 Max', '  68 Sum', '   6050 Ratio', '   0.02%)']", ,[' 68987   '],[' 2877    '],[' 68599   '],[' 37836   '],"[' 113504   (Atom=Atom', ' 35457 Body=Body', ' 15577 Other', ' 62470)']",[' Yes'],"[' 2989     (Eliminated', '    0 Frozen', ' 2989)']","[' 588      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.261534'],[' 0'], ,[' 384.44'],[' 0'],[' 7.12463'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.52393e+07'],[' 4.43289e+07'],[' 0'],[' 6.76619e+10'],[' 0'],[' 0'],[' 938 '],[' 1496 '],[' 2148 '],[' 3015 '],[' 3243 '],[' 3640 '],[' 4345 '],[' 4943 '],[' 5684 ']
Solving...,swv16, , ,[' 199'],[' 109'],"[' 118.462s (Solving', ' 117.78s 1st Model', ' 0.17s Unsat', ' 117.11s)']",[' 118.141s'], ,[' 7515211 '],"[' 6085500  (Analyzed', ' 6081116)']","[' 14317    (Average', ' 424.75 Last', ' 103700)']",[' 1004.7  '],"[' 109      (Average Length', ' 48.28 Splits', ' 0)']","[' 6081116  (Deleted', ' 5986427)']","[' 115      (Ratio', '   0.00%)']","[' 1632     (Ratio', '   0.03%)']","[' 6081116  (Average Length', '    9.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6081116  (Average', '  1.20 Max', ' 1069 Sum', ' 7287716)']","[' 6080981  (Average', '  1.20 Max', ' 1069 Sum', ' 7287147 Ratio', '  99.99%)']","[' 135      (Average', '  4.21 Max', '  50 Sum', '    569 Ratio', '   0.01%)']", ,[' 49235   '],[' 1863    '],[' 48832   '],[' 28675   '],"[' 86021    (Atom=Atom', ' 27310 Body=Body', ' 14563 Other', ' 44148)']",[' Yes'],"[' 1960     (Eliminated', '    0 Frozen', ' 1960)']","[' 38       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.171756'],[' 0'], ,[' 82.4224'],[' 0'],[' 2.06376'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.14426e+07'],[' 7.92199e+06'],[' 0'],[' 1.16286e+10'],[' 0'],[' 0'],[' 627 '],[' 941 '],[' 1591 '],[' 1823 '],[' 2276 '],[' 2660 '],[' 3010 '],[' 3262 '],[' 3612 ']
Solving...,swv17, , ,[' 145'],[' 82'],"[' 186.593s (Solving', ' 186.02s 1st Model', ' 0.14s Unsat', ' 65.54s)']",[' 186.313s'], ,[' 11785920'],"[' 9093342  (Analyzed', ' 9090951)']","[' 19686    (Average', ' 461.80 Last', ' 107588)']",[' 900.8   '],"[' 82       (Average Length', ' 35.52 Splits', ' 0)']","[' 9090951  (Deleted', ' 8962401)']","[' 89       (Ratio', '   0.00%)']","[' 1554     (Ratio', '   0.02%)']","[' 9090951  (Average Length', '   10.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9090951  (Average', '  1.26 Max', ' 1183 Sum', ' 11481631)']","[' 9090826  (Average', '  1.26 Max', ' 1183 Sum', ' 11480699 Ratio', '  99.99%)']","[' 125      (Average', '  7.46 Max', '  49 Sum', '    932 Ratio', '   0.01%)']", ,[' 49136   '],[' 1861    '],[' 48708   '],[' 28238   '],"[' 84710    (Atom=Atom', ' 26875 Body=Body', ' 14561 Other', ' 43274)']",[' Yes'],"[' 1933     (Eliminated', '    0 Frozen', ' 1933)']","[' 60       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.144612'],[' 0'], ,[' 134.129'],[' 0'],[' 2.6773'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.19518e+07'],[' 1.16656e+07'],[' 0'],[' 2.09494e+10'],[' 0'],[' 0'],[' 478 '],[' 827 '],[' 1325 '],[' 1658 '],[' 2020 '],[' 2551 '],[' 2850 '],[' 3315 '],[' 3662 ']
Solving...,swv18, , ,[' 153'],[' 86'],"[' 263.139s (Solving', ' 262.55s 1st Model', ' 0.13s Unsat', ' 22.05s)']",[' 262.609s'], ,[' 13148363'],"[' 9893841  (Analyzed', ' 9891499)']","[' 21966    (Average', ' 450.31 Last', ' 39441)']",[' 791.3   '],"[' 86       (Average Length', ' 38.16 Splits', ' 0)']","[' 9891499  (Deleted', ' 9739338)']","[' 67       (Ratio', '   0.00%)']","[' 2079     (Ratio', '   0.02%)']","[' 9891499  (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9891499  (Average', '  1.29 Max', ' 1231 Sum', ' 12798020)']","[' 9891388  (Average', '  1.29 Max', ' 1231 Sum', ' 12796475 Ratio', '  99.99%)']","[' 111      (Average', ' 13.92 Max', '  61 Sum', '   1545 Ratio', '   0.01%)']", ,[' 50098   '],[' 1918    '],[' 49674   '],[' 28619   '],"[' 85853    (Atom=Atom', ' 27199 Body=Body', ' 14618 Other', ' 44036)']",[' Yes'],"[' 1994     (Eliminated', '    0 Frozen', ' 1994)']","[' 142      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.136504'],[' 0'], ,[' 206.203'],[' 0'],[' 4.1736'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.63981e+07'],[' 1.41868e+07'],[' 0'],[' 3.23631e+10'],[' 0'],[' 0'],[' 497 '],[' 962 '],[' 1310 '],[' 1941 '],[' 2367 '],[' 2838 '],[' 3302 '],[' 3615 '],[' 3980 ']
Solving...,swv19, , ,[' 137'],[' 78'],"[' 324.737s (Solving', ' 324.15s 1st Model', ' 0.14s Unsat', ' 83.67s)']",[' 324.109s'], ,[' 18766720'],"[' 14858143 (Analyzed', ' 14856226)']","[' 31474    (Average', ' 472.02 Last', ' 20712)']",[' 877.2   '],"[' 78       (Average Length', ' 33.69 Splits', ' 0)']","[' 14856226 (Deleted', ' 14642163)']","[' 68       (Ratio', '   0.00%)']","[' 1851     (Ratio', '   0.01%)']","[' 14856226 (Average Length', '   11.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14856226 (Average', '  1.23 Max', ' 1181 Sum', ' 18295834)']","[' 14856114 (Average', '  1.23 Max', ' 1181 Sum', ' 18293723 Ratio', '  99.99%)']","[' 112      (Average', ' 18.85 Max', '  58 Sum', '   2111 Ratio', '   0.01%)']", ,[' 50014   '],[' 1864    '],[' 49582   '],[' 28293   '],"[' 84875    (Atom=Atom', ' 26927 Body=Body', ' 14564 Other', ' 43384)']",[' Yes'],"[' 1932     (Eliminated', '    0 Frozen', ' 1932)']","[' 71       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.141243'],[' 0'], ,[' 239.267'],[' 0'],[' 4.4414'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.06558e+07'],[' 1.77481e+07'],[' 0'],[' 3.81083e+10'],[' 0'],[' 0'],[' 719 '],[' 1058 '],[' 1437 '],[' 1880 '],[' 2452 '],[' 2771 '],[' 3280 '],[' 3694 '],[' 4223 ']
Solving...,swv20, , ,[' 215'],[' 117'],"[' 78.903s (Solving', ' 78.23s 1st Model', ' 0.28s Unsat', ' 17.46s)']",[' 78.766s'], ,[' 3333983 '],"[' 2511887  (Analyzed', ' 2509945)']","[' 6010     (Average', ' 417.63 Last', ' 22817)']",[' 912.4   '],"[' 117      (Average Length', ' 52.91 Splits', ' 0)']","[' 2509945  (Deleted', ' 2462702)']","[' 86       (Ratio', '   0.00%)']","[' 1366     (Ratio', '   0.05%)']","[' 2509945  (Average Length', '   10.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2509945  (Average', '  1.26 Max', ' 1194 Sum', ' 3172337)']","[' 2509829  (Average', '  1.26 Max', ' 1194 Sum', ' 3171076 Ratio', '  99.96%)']","[' 116      (Average', ' 10.87 Max', '  68 Sum', '   1261 Ratio', '   0.04%)']", ,[' 48925   '],[' 1848    '],[' 48532   '],[' 28238   '],"[' 84710    (Atom=Atom', ' 26888 Body=Body', ' 14548 Other', ' 43274)']",[' Yes'],"[' 1955     (Eliminated', '    0 Frozen', ' 1955)']","[' 72       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.168685'],[' 0'], ,[' 63.8922'],[' 0'],[' 0.938913'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.01372e+07'],[' 4.52725e+06'],[' 0'],[' 1.12139e+10'],[' 0'],[' 0'],[' 500 '],[' 909 '],[' 1194 '],[' 1467 '],[' 1844 '],[' 2101 '],[' 2462 '],[' 3011 '],[' 3312 ']
