Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 5037+'],[' 2529'],"[' 612.061s (Solving', ' 573.99s 1st Model', ' 41.18s Unsat', ' 0.00s)']",[' 607.578s'], ,[' 99547385'],"[' 9973716  (Analyzed', ' 9755904)']","[' 21333    (Average', ' 457.32 Last', ' 12353)']",[' 7147.8  '],"[' 2529     (Average Length', ' 1377.32 Splits', ' 0)']","[' 9755904  (Deleted', ' 9624421)']","[' 349      (Ratio', '   0.00%)']","[' 14250    (Ratio', '   0.15%)']","[' 9755904  (Average Length', '   19.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9755904  (Average', '  8.89 Max', ' 10108 Sum', ' 86710650)']","[' 9753790  (Average', '  8.63 Max', ' 10108 Sum', ' 84228908 Ratio', '  97.14%)']","[' 2114     (Average', ' 1173.96 Max', ' 2097 Sum', ' 2481742 Ratio', '   2.86%)']", ,[' 302441  '],[' 14006   '],[' 279727  '],[' 114657  '],"[' 270942   (Atom=Atom', ' 76499 Body=Body', ' 51997 Other', ' 142446)']",[' Yes'],"[' 17772    (Eliminated', '    0 Frozen', ' 17772)']","[' 2439     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.92456'],[' 0'], ,[' 326.32'],[' 0'],[' 11.4764'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.68065e+08'],[' 1.31568e+08'],[' 0'],[' 1.51084e+10'],[' 0'],[' 0'],[' 949 '],[' 1871 '],[' 2559 '],[' 3074 '],[' 3868 '],[' 4381 '],[' 4803 '],[' 5228 '],[' 5968 '],[' 6404 '],[' 10 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 5293+'],[' 2657'],"[' 612.531s (Solving', ' 572.51s 1st Model', ' 44.79s Unsat', ' 0.00s)']",[' 607.328s'], ,[' 76658029'],"[' 8748053  (Analyzed', ' 8523213)']","[' 19176    (Average', ' 444.47 Last', ' 5583)']",[' 7133.6  '],"[' 2657     (Average Length', ' 1396.13 Splits', ' 0)']","[' 8523213  (Deleted', ' 8392180)']","[' 408      (Ratio', '   0.00%)']","[' 10278    (Ratio', '   0.12%)']","[' 8523213  (Average Length', '   16.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8523213  (Average', '  7.45 Max', ' 10012 Sum', ' 63524374)']","[' 8520920  (Average', '  7.14 Max', ' 10012 Sum', ' 60835764 Ratio', '  95.77%)']","[' 2293     (Average', ' 1172.53 Max', ' 2076 Sum', ' 2688610 Ratio', '   4.23%)']", ,[' 299204  '],[' 13529   '],[' 276546  '],[' 112101  '],"[' 266847   (Atom=Atom', ' 75504 Body=Body', ' 51144 Other', ' 140199)']",[' Yes'],"[' 17542    (Eliminated', '    0 Frozen', ' 17542)']","[' 1718     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.56305'],[' 0'], ,[' 314.634'],[' 0'],[' 10.6522'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.26073e+08'],[' 9.72852e+07'],[' 0'],[' 1.30688e+10'],[' 0'],[' 0'],[' 886 '],[' 1473 '],[' 2103 '],[' 2527 '],[' 3299 '],[' 3811 '],[' 4467 '],[' 4810 '],[' 5407 '],[' 5918 '],[' 10 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 5055+'],[' 2538'],"[' 609.889s (Solving', ' 577.52s 1st Model', ' 34.96s Unsat', ' 0.00s)']",[' 605.922s'], ,[' 96373571'],"[' 10149559 (Analyzed', ' 9982723)']","[' 21570    (Average', ' 462.81 Last', ' 22670)']",[' 7289.7  '],"[' 2538     (Average Length', ' 1389.24 Splits', ' 0)']","[' 9982723  (Deleted', ' 9852950)']","[' 300      (Ratio', '   0.00%)']","[' 12128    (Ratio', '   0.12%)']","[' 9982723  (Average Length', '   19.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9982723  (Average', '  8.39 Max', ' 9917 Sum', ' 83792145)']","[' 9980339  (Average', '  8.09 Max', ' 9917 Sum', ' 80720727 Ratio', '  96.33%)']","[' 2384     (Average', ' 1288.35 Max', ' 2148 Sum', ' 3071418 Ratio', '   3.67%)']", ,[' 300714  '],[' 14068   '],[' 278818  '],[' 113739  '],"[' 269854   (Atom=Atom', ' 76263 Body=Body', ' 51801 Other', ' 141790)']",[' Yes'],"[' 17683    (Eliminated', '    0 Frozen', ' 17683)']","[' 1910     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.12591'],[' 0'], ,[' 343.444'],[' 0'],[' 11.3034'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.59975e+08'],[' 1.24452e+08'],[' 0'],[' 1.73401e+10'],[' 0'],[' 0'],[' 1247 '],[' 1958 '],[' 2496 '],[' 3055 '],[' 3424 '],[' 4272 '],[' 4800 '],[' 5272 '],[' 5857 '],[' 6371 '],[' 10 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 5303+'],[' 2662'],"[' 610.096s (Solving', ' 577.45s 1st Model', ' 32.93s Unsat', ' 0.00s)']",[' 606.984s'], ,[' 83496452'],"[' 11043286 (Analyzed', ' 10808476)']","[' 23147    (Average', ' 466.95 Last', ' 52724)']",[' 7204.5  '],"[' 2662     (Average Length', ' 1419.10 Splits', ' 0)']","[' 10808476 (Deleted', ' 10668752)']","[' 373      (Ratio', '   0.00%)']","[' 10176    (Ratio', '   0.09%)']","[' 10808476 (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10808476 (Average', '  6.48 Max', ' 10237 Sum', ' 69994338)']","[' 10806269 (Average', '  6.24 Max', ' 10237 Sum', ' 67410537 Ratio', '  96.31%)']","[' 2207     (Average', ' 1170.73 Max', ' 2180 Sum', ' 2583801 Ratio', '   3.69%)']", ,[' 300487  '],[' 13614   '],[' 277493  '],[' 112774  '],"[' 266206   (Atom=Atom', ' 75290 Body=Body', ' 50915 Other', ' 140001)']",[' Yes'],"[' 17551    (Eliminated', '    0 Frozen', ' 17551)']","[' 1535     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.07486'],[' 0'], ,[' 348.356'],[' 0'],[' 10.9513'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.42088e+08'],[' 1.07239e+08'],[' 0'],[' 1.87224e+10'],[' 0'],[' 0'],[' 934 '],[' 1658 '],[' 2028 '],[' 2730 '],[' 3555 '],[' 4130 '],[' 4504 '],[' 5056 '],[' 5509 '],[' 5935 '],[' 10 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 4365+'],[' 2193'],"[' 549.042s (Solving', ' 522.76s 1st Model', ' 24.70s Unsat', ' 0.00s)']",[' 546.484s'], ,[' 89746297'],"[' 11033540 (Analyzed', ' 10862562)']","[' 23281    (Average', ' 466.58 Last', ' 39307)']",[' 6963.6  '],"[' 2192     (Average Length', ' 1210.87 Splits', ' 0)']","[' 10862562 (Deleted', ' 10710247)']","[' 356      (Ratio', '   0.00%)']","[' 13078    (Ratio', '   0.12%)']","[' 10862562 (Average Length', '   18.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10862562 (Average', '  7.27 Max', ' 11052 Sum', ' 78957156)']","[' 10860279 (Average', '  7.04 Max', ' 11052 Sum', ' 76444142 Ratio', '  96.82%)']","[' 2283     (Average', ' 1100.75 Max', ' 1840 Sum', ' 2513014 Ratio', '   3.18%)']", ,[' 301551  '],[' 13944   '],[' 278533  '],[' 113940  '],"[' 269193   (Atom=Atom', ' 75968 Body=Body', ' 51859 Other', ' 141366)']",[' Yes'],"[' 17439    (Eliminated', '    0 Frozen', ' 17439)']","[' 2276     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.8305'],[' 0'], ,[' 322.868'],[' 0'],[' 10.1021'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.54835e+08'],[' 1.18488e+08'],[' 0'],[' 1.78916e+10'],[' 0'],[' 0'],[' 911 '],[' 1680 '],[' 2330 '],[' 5026 '],[' 3546 '],[' 4159 '],[' 4521 '],[' 5305 '],[' 6093 '],[' 6258 '],[' 10 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 4779+'],[' 2400'],"[' 609.293s (Solving', ' 578.87s 1st Model', ' 28.64s Unsat', ' 0.00s)']",[' 607.094s'], ,[' 91286720'],"[' 13884228 (Analyzed', ' 13737921)']","[' 28295    (Average', ' 485.52 Last', ' 172606)']",[' 7039.9  '],"[' 2400     (Average Length', ' 1314.56 Splits', ' 0)']","[' 13737921 (Deleted', ' 13576163)']","[' 436      (Ratio', '   0.00%)']","[' 10872    (Ratio', '   0.08%)']","[' 13737921 (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13737921 (Average', '  5.77 Max', ' 9984 Sum', ' 79291579)']","[' 13735603 (Average', '  5.59 Max', ' 9984 Sum', ' 76766974 Ratio', '  96.82%)']","[' 2318     (Average', ' 1089.13 Max', ' 1995 Sum', ' 2524605 Ratio', '   3.18%)']", ,[' 299477  '],[' 13579   '],[' 276540  '],[' 112248  '],"[' 265666   (Atom=Atom', ' 75091 Body=Body', ' 51021 Other', ' 139554)']",[' Yes'],"[' 17354    (Eliminated', '    0 Frozen', ' 17354)']","[' 1812     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.68487'],[' 0'], ,[' 356.609'],[' 0'],[' 10.0386'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.5616e+08'],[' 1.15178e+08'],[' 0'],[' 2.03555e+10'],[' 0'],[' 0'],[' 912 '],[' 1634 '],[' 2356 '],[' 2704 '],[' 3274 '],[' 3954 '],[' 4525 '],[' 4999 '],[' 5564 '],[' 6245 '],[' 10 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 4653+'],[' 2337'],"[' 609.955s (Solving', ' 579.52s 1st Model', ' 30.89s Unsat', ' 0.00s)']",[' 605.734s'], ,[' 82517920'],"[' 10082947 (Analyzed', ' 9871673)']","[' 21197    (Average', ' 465.71 Last', ' 32021)']",[' 6939.1  '],"[' 2337     (Average Length', ' 1284.15 Splits', ' 0)']","[' 9871673  (Deleted', ' 9735803)']","[' 448      (Ratio', '   0.00%)']","[' 11040    (Ratio', '   0.11%)']","[' 9871673  (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9871673  (Average', '  7.24 Max', ' 9816 Sum', ' 71450796)']","[' 9869107  (Average', '  6.95 Max', ' 9816 Sum', ' 68619076 Ratio', '  96.04%)']","[' 2566     (Average', ' 1103.55 Max', ' 1945 Sum', ' 2831720 Ratio', '   3.96%)']", ,[' 301392  '],[' 13819   '],[' 278270  '],[' 113592  '],"[' 267214   (Atom=Atom', ' 75477 Body=Body', ' 51342 Other', ' 140395)']",[' Yes'],"[' 17432    (Eliminated', '    0 Frozen', ' 17432)']","[' 1817     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.64155'],[' 0'], ,[' 351.458'],[' 0'],[' 10.036'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.39782e+08'],[' 1.05056e+08'],[' 0'],[' 1.59256e+10'],[' 0'],[' 0'],[' 1221 '],[' 1741 '],[' 2202 '],[' 2969 '],[' 3312 '],[' 4064 '],[' 4607 '],[' 5111 '],[' 5571 '],[' 6091 '],[' 10 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 5295+'],[' 2658'],"[' 609.582s (Solving', ' 577.93s 1st Model', ' 31.36s Unsat', ' 0.00s)']",[' 606.719s'], ,[' 92444002'],"[' 12327014 (Analyzed', ' 12159247)']","[' 25100    (Average', ' 484.43 Last', ' 21259)']",[' 7193.8  '],"[' 2658     (Average Length', ' 1410.92 Splits', ' 0)']","[' 12159247 (Deleted', ' 12001898)']","[' 438      (Ratio', '   0.00%)']","[' 12004    (Ratio', '   0.10%)']","[' 12159247 (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12159247 (Average', '  6.52 Max', ' 9977 Sum', ' 79337875)']","[' 12156738 (Average', '  6.28 Max', ' 9977 Sum', ' 76387411 Ratio', '  96.28%)']","[' 2509     (Average', ' 1175.95 Max', ' 2130 Sum', ' 2950464 Ratio', '   3.72%)']", ,[' 300657  '],[' 13700   '],[' 277864  '],[' 113229  '],"[' 267347   (Atom=Atom', ' 75603 Body=Body', ' 51189 Other', ' 140555)']",[' Yes'],"[' 17616    (Eliminated', '    0 Frozen', ' 17616)']","[' 1982     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.10227'],[' 0'], ,[' 347.721'],[' 0'],[' 10.8945'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.59307e+08'],[' 1.1986e+08'],[' 0'],[' 1.93932e+10'],[' 0'],[' 0'],[' 938 '],[' 1471 '],[' 2236 '],[' 2787 '],[' 3297 '],[' 3980 '],[' 4537 '],[' 5079 '],[' 5867 '],[' 6037 '],[' 10 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 5633+'],[' 2827'],"[' 610.919s (Solving', ' 576.49s 1st Model', ' 35.25s Unsat', ' 0.00s)']",[' 608.188s'], ,[' 87515847'],"[' 11951823 (Analyzed', ' 11715730)']","[' 25158    (Average', ' 465.69 Last', ' 106361)']",[' 7273.5  '],"[' 2827     (Average Length', ' 1461.94 Splits', ' 0)']","[' 11715730 (Deleted', ' 11550025)']","[' 414      (Ratio', '   0.00%)']","[' 10608    (Ratio', '   0.09%)']","[' 11715730 (Average Length', '   15.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11715730 (Average', '  6.24 Max', ' 11084 Sum', ' 73155516)']","[' 11713476 (Average', '  6.01 Max', ' 11084 Sum', ' 70393010 Ratio', '  96.22%)']","[' 2254     (Average', ' 1225.60 Max', ' 2281 Sum', ' 2762506 Ratio', '   3.78%)']", ,[' 300054  '],[' 13493   '],[' 276994  '],[' 112161  '],"[' 267781   (Atom=Atom', ' 75755 Body=Body', ' 51164 Other', ' 140862)']",[' Yes'],"[' 17702    (Eliminated', '    0 Frozen', ' 17702)']","[' 1675     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.46487'],[' 0'], ,[' 343.137'],[' 0'],[' 10.1257'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.48583e+08'],[' 1.12872e+08'],[' 0'],[' 1.76539e+10'],[' 0'],[' 0'],[' 808 '],[' 1475 '],[' 2116 '],[' 2655 '],[' 3176 '],[' 3708 '],[' 4196 '],[' 4846 '],[' 5437 '],[' 5994 '],[' 10 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 5459+'],[' 2740'],"[' 610.715s (Solving', ' 575.61s 1st Model', ' 36.15s Unsat', ' 0.00s)']",[' 607.672s'], ,[' 85841392'],"[' 11226143 (Analyzed', ' 11027876)']","[' 23625    (Average', ' 466.79 Last', ' 21006)']",[' 7432.1  '],"[' 2740     (Average Length', ' 1424.63 Splits', ' 0)']","[' 11027876 (Deleted', ' 10882304)']","[' 451      (Ratio', '   0.00%)']","[' 11315    (Ratio', '   0.10%)']","[' 11027876 (Average Length', '   17.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11027876 (Average', '  6.47 Max', ' 10130 Sum', ' 71327997)']","[' 11025491 (Average', '  6.23 Max', ' 10130 Sum', ' 68703246 Ratio', '  96.32%)']","[' 2385     (Average', ' 1100.52 Max', ' 2074 Sum', ' 2624751 Ratio', '   3.68%)']", ,[' 299365  '],[' 13677   '],[' 277145  '],[' 112205  '],"[' 269203   (Atom=Atom', ' 76100 Body=Body', ' 51585 Other', ' 141518)']",[' Yes'],"[' 17713    (Eliminated', '    0 Frozen', ' 17713)']","[' 1706     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.78798'],[' 0'], ,[' 339.884'],[' 0'],[' 10.096'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.47351e+08'],[' 1.10794e+08'],[' 0'],[' 1.76677e+10'],[' 0'],[' 0'],[' 1084 '],[' 1767 '],[' 2258 '],[' 2813 '],[' 3280 '],[' 3914 '],[' 4312 '],[' 4865 '],[' 5425 '],[' 5936 '],[' 10 '],[' 0 ']
