Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, ,[' 1'],[' 1731+'],[' 873'],"[' 356.341s (Solving', ' 352.69s 1st Model', ' 2.12s Unsat', ' 3.09s)']",[' 355.375s'], ,[' 32398857'],"[' 16813534 (Analyzed', ' 16768914)']","[' 31809    (Average', ' 527.18 Last', ' 20989)']",[' 2151.0  '],"[' 873      (Average Length', ' 520.37 Splits', ' 0)']","[' 16768914 (Deleted', ' 16520091)']","[' 2        (Ratio', '   0.00%)']","[' 2100     (Ratio', '   0.01%)']","[' 16768914 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16768914 (Average', '  1.83 Max', ' 2893 Sum', ' 30634609)']","[' 16768614 (Average', '  1.82 Max', ' 2893 Sum', ' 30525306 Ratio', '  99.64%)']","[' 300      (Average', ' 364.34 Max', ' 758 Sum', ' 109303 Ratio', '   0.36%)']", ,[' 87162   '],[' 3425    '],[' 80167   '],[' 28947   '],"[' 74823    (Atom=Atom', ' 21589 Body=Body', ' 13255 Other', ' 39979)']",[' Yes'],"[' 4957     (Eliminated', '    0 Frozen', ' 4957)']","[' 241      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.769297'],[' 0'], ,[' 230.665'],[' 0'],[' 6.48517'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.82964e+07'],[' 4.68903e+07'],[' 0'],[' 1.44288e+10'],[' 0'],[' 0'],[' 699 '],[' 1293 '],[' 1895 '],[' 2484 '],[' 2982 '],[' 3504 '],[' 3999 '],[' 4 '],[' 3 ']
Solving...,TA62, ,[' 1'],[' 1623+'],[' 819'],"[' 369.946s (Solving', ' 366.46s 1st Model', ' 1.95s Unsat', ' 21.74s)']",[' 369.203s'], ,[' 22597589'],"[' 13423471 (Analyzed', ' 13364889)']","[' 27515    (Average', ' 485.73 Last', ' 76522)']",[' 2140.3  '],"[' 819      (Average Length', ' 488.26 Splits', ' 0)']","[' 13364889 (Deleted', ' 13174140)']","[' 18       (Ratio', '   0.00%)']","[' 2220     (Ratio', '   0.02%)']","[' 13364889 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13364889 (Average', '  1.57 Max', ' 2897 Sum', ' 20998882)']","[' 13364568 (Average', '  1.56 Max', ' 2897 Sum', ' 20838436 Ratio', '  99.24%)']","[' 321      (Average', ' 499.83 Max', ' 698 Sum', ' 160446 Ratio', '   0.76%)']", ,[' 87400   '],[' 3472    '],[' 80372   '],[' 29100   '],"[' 75339    (Atom=Atom', ' 21723 Body=Body', ' 13396 Other', ' 40220)']",[' Yes'],"[' 4961     (Eliminated', '    0 Frozen', ' 4961)']","[' 317      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.722138'],[' 0'], ,[' 269.909'],[' 0'],[' 6.25149'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.80423e+07'],[' 2.66385e+07'],[' 0'],[' 1.75036e+10'],[' 0'],[' 0'],[' 732 '],[' 1285 '],[' 2041 '],[' 2616 '],[' 3223 '],[' 3686 '],[' 4212 '],[' 4 '],[' 3 ']
Solving...,TA63, ,[' 1'],[' 1643+'],[' 829'],"[' 370.429s (Solving', ' 366.95s 1st Model', ' 1.91s Unsat', ' 20.37s)']",[' 369.734s'], ,[' 25890253'],"[' 13898351 (Analyzed', ' 13849304)']","[' 27328    (Average', ' 506.78 Last', ' 18943)']",[' 2069.2  '],"[' 829      (Average Length', ' 488.04 Splits', ' 0)']","[' 13849304 (Deleted', ' 13667189)']","[' 15       (Ratio', '   0.00%)']","[' 2524     (Ratio', '   0.02%)']","[' 13849304 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13849304 (Average', '  1.75 Max', ' 2950 Sum', ' 24276720)']","[' 13849002 (Average', '  1.74 Max', ' 2950 Sum', ' 24127302 Ratio', '  99.38%)']","[' 302      (Average', ' 494.76 Max', ' 749 Sum', ' 149418 Ratio', '   0.62%)']", ,[' 87430   '],[' 3476    '],[' 80396   '],[' 29151   '],"[' 75437    (Atom=Atom', ' 21749 Body=Body', ' 13408 Other', ' 40280)']",[' Yes'],"[' 4967     (Eliminated', '    0 Frozen', ' 4967)']","[' 396      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.708256'],[' 0'], ,[' 270.982'],[' 0'],[' 6.94707'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.549e+07'],[' 3.30025e+07'],[' 0'],[' 1.73687e+10'],[' 0'],[' 0'],[' 811 '],[' 1446 '],[' 1843 '],[' 2575 '],[' 2975 '],[' 3584 '],[' 4126 '],[' 4 '],[' 3 ']
Solving...,TA64, ,[' 1'],[' 1319+'],[' 667'],"[' 436.725s (Solving', ' 433.75s 1st Model', ' 1.68s Unsat', ' 2.19s)']",[' 436.094s'], ,[' 35678198'],"[' 20472814 (Analyzed', ' 20431204)']","[' 40125    (Average', ' 509.19 Last', ' 6391)']",[' 2005.8  '],"[' 667      (Average Length', ' 431.35 Splits', ' 0)']","[' 20431204 (Deleted', ' 20154100)']","[' 7        (Ratio', '   0.00%)']","[' 2719     (Ratio', '   0.01%)']","[' 20431204 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20431204 (Average', '  1.67 Max', ' 2735 Sum', ' 34122365)']","[' 20430849 (Average', '  1.66 Max', ' 2735 Sum', ' 33977425 Ratio', '  99.58%)']","[' 355      (Average', ' 408.28 Max', ' 600 Sum', ' 144940 Ratio', '   0.42%)']", ,[' 86758   '],[' 3411    '],[' 79641   '],[' 28648   '],"[' 73946    (Atom=Atom', ' 21327 Body=Body', ' 13213 Other', ' 39406)']",[' Yes'],"[' 4766     (Eliminated', '    0 Frozen', ' 4766)']","[' 389      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.596502'],[' 0'], ,[' 300.507'],[' 0'],[' 7.0876'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.16675e+07'],[' 4.17417e+07'],[' 0'],[' 1.98438e+10'],[' 0'],[' 0'],[' 890 '],[' 1463 '],[' 2089 '],[' 2693 '],[' 3376 '],[' 3865 '],[' 4355 '],[' 5 '],[' 2 ']
Solving...,TA65, ,[' 1'],[' 1591+'],[' 803'],"[' 438.338s (Solving', ' 435.10s 1st Model', ' 1.86s Unsat', ' 88.25s)']",[' 437.438s'], ,[' 28343099'],"[' 17675400 (Analyzed', ' 17610529)']","[' 36667    (Average', ' 480.28 Last', ' 113467)']",[' 2089.7  '],"[' 803      (Average Length', ' 489.45 Splits', ' 0)']","[' 17610529 (Deleted', ' 17355817)']","[' 21       (Ratio', '   0.00%)']","[' 2334     (Ratio', '   0.01%)']","[' 17610529 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17610529 (Average', '  1.51 Max', ' 2970 Sum', ' 26640177)']","[' 17610285 (Average', '  1.51 Max', ' 2970 Sum', ' 26522995 Ratio', '  99.56%)']","[' 244      (Average', ' 480.25 Max', ' 723 Sum', ' 117182 Ratio', '   0.44%)']", ,[' 87752   '],[' 3500    '],[' 80617   '],[' 29294   '],"[' 75757    (Atom=Atom', ' 21819 Body=Body', ' 13480 Other', ' 40458)']",[' Yes'],"[' 4977     (Eliminated', '    0 Frozen', ' 4977)']","[' 306      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.655923'],[' 0'], ,[' 309.83'],[' 0'],[' 7.99772'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.21583e+07'],[' 3.15373e+07'],[' 0'],[' 2.01345e+10'],[' 0'],[' 0'],[' 657 '],[' 1243 '],[' 1744 '],[' 2359 '],[' 3081 '],[' 3593 '],[' 4154 '],[' 4 '],[' 3 ']
Solving...,TA66, ,[' 1'],[' 1635+'],[' 825'],"[' 542.447s (Solving', ' 538.97s 1st Model', ' 1.92s Unsat', ' 26.38s)']",[' 541.797s'], ,[' 38590841'],"[' 23528738 (Analyzed', ' 23492133)']","[' 47081    (Average', ' 498.97 Last', ' 186340)']",[' 2114.9  '],"[' 825      (Average Length', ' 502.50 Splits', ' 0)']","[' 23492133 (Deleted', ' 23218446)']","[' 21       (Ratio', '   0.00%)']","[' 3066     (Ratio', '   0.01%)']","[' 23492133 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 23492133 (Average', '  1.56 Max', ' 2856 Sum', ' 36702885)']","[' 23491843 (Average', '  1.56 Max', ' 2856 Sum', ' 36567233 Ratio', '  99.63%)']","[' 290      (Average', ' 467.77 Max', ' 748 Sum', ' 135652 Ratio', '   0.37%)']", ,[' 87327   '],[' 3453    '],[' 80256   '],[' 29071   '],"[' 75066    (Atom=Atom', ' 21653 Body=Body', ' 13339 Other', ' 40074)']",[' Yes'],"[' 4947     (Eliminated', '    0 Frozen', ' 4947)']","[' 568      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.713517'],[' 0'], ,[' 387.12'],[' 0'],[' 8.80845'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.75654e+07'],[' 4.37499e+07'],[' 0'],[' 2.55077e+10'],[' 0'],[' 0'],[' 662 '],[' 1323 '],[' 1861 '],[' 2481 '],[' 3016 '],[' 3642 '],[' 4269 '],[' 6 '],[' 1 ']
Solving...,TA67, , ,[' 1515'],[' 765'],"[' 363.692s (Solving', ' 360.50s 1st Model', ' 1.78s Unsat', ' 12.60s)']",[' 363.250s'], ,[' 30436176'],"[' 16386231 (Analyzed', ' 16324635)']","[' 33369    (Average', ' 489.22 Last', ' 14138)']",[' 2067.5  '],"[' 765      (Average Length', ' 460.72 Splits', ' 0)']","[' 16324635 (Deleted', ' 16089946)']","[' 14       (Ratio', '   0.00%)']","[' 2282     (Ratio', '   0.01%)']","[' 16324635 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16324635 (Average', '  1.76 Max', ' 2948 Sum', ' 28797798)']","[' 16324415 (Average', '  1.76 Max', ' 2948 Sum', ' 28697124 Ratio', '  99.65%)']","[' 220      (Average', ' 457.61 Max', ' 700 Sum', ' 100674 Ratio', '   0.35%)']", ,[' 87039   '],[' 3433    '],[' 79969   '],[' 28883   '],"[' 74578    (Atom=Atom', ' 21513 Body=Body', ' 13279 Other', ' 39786)']",[' Yes'],"[' 4872     (Eliminated', '    0 Frozen', ' 4872)']","[' 361      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.640096'],[' 0'], ,[' 243.713'],[' 0'],[' 5.4907'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.95146e+07'],[' 3.86656e+07'],[' 0'],[' 1.51931e+10'],[' 0'],[' 0'],[' 885 '],[' 1409 '],[' 1988 '],[' 2776 '],[' 3389 '],[' 4087 '],[' 4494 '],[' 4 '],[' 3 ']
Solving...,TA68, ,[' 1'],[' 1425+'],[' 720'],"[' 600.052s (Solving', ' 596.95s 1st Model', ' 1.74s Unsat', ' 84.12s)']",[' 599.094s'], ,[' 38939022'],"[' 25290607 (Analyzed', ' 25235328)']","[' 50626    (Average', ' 498.47 Last', ' 85422)']",[' 1956.2  '],"[' 720      (Average Length', ' 441.69 Splits', ' 0)']","[' 25235328 (Deleted', ' 24885325)']","[' 25       (Ratio', '   0.00%)']","[' 2782     (Ratio', '   0.01%)']","[' 25235328 (Average Length', '   12.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25235328 (Average', '  1.48 Max', ' 2812 Sum', ' 37278262)']","[' 25234992 (Average', '  1.47 Max', ' 2812 Sum', ' 37141792 Ratio', '  99.63%)']","[' 336      (Average', ' 406.16 Max', ' 640 Sum', ' 136470 Ratio', '   0.37%)']", ,[' 86796   '],[' 3419    '],[' 79752   '],[' 28711   '],"[' 74261    (Atom=Atom', ' 21412 Body=Body', ' 13237 Other', ' 39612)']",[' Yes'],"[' 4819     (Eliminated', '    0 Frozen', ' 4819)']","[' 411      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.625262'],[' 0'], ,[' 418.494'],[' 0'],[' 10.738'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.03725e+08'],[' 4.60604e+07'],[' 0'],[' 2.64219e+10'],[' 0'],[' 0'],[' 714 '],[' 1303 '],[' 1814 '],[' 2347 '],[' 2869 '],[' 3513 '],[' 4109 '],[' 6 '],[' 1 ']
Solving...,TA69, , ,[' 1565'],[' 790'],"[' 441.350s (Solving', ' 437.81s 1st Model', ' 2.10s Unsat', ' 6.95s)']",[' 440.203s'], ,[' 34601842'],"[' 17108293 (Analyzed', ' 16958548)']","[' 34298    (Average', ' 494.45 Last', ' 51325)']",[' 2211.4  '],"[' 789      (Average Length', ' 473.49 Splits', ' 0)']","[' 16958548 (Deleted', ' 16768577)']","[' 16       (Ratio', '   0.00%)']","[' 3493     (Ratio', '   0.02%)']","[' 16958548 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16958548 (Average', '  1.93 Max', ' 2921 Sum', ' 32725825)']","[' 16958243 (Average', '  1.92 Max', ' 2921 Sum', ' 32570939 Ratio', '  99.53%)']","[' 305      (Average', ' 507.82 Max', ' 686 Sum', ' 154886 Ratio', '   0.47%)']", ,[' 88026   '],[' 3538    '],[' 80872   '],[' 29476   '],"[' 76343    (Atom=Atom', ' 21958 Body=Body', ' 13594 Other', ' 40791)']",[' Yes'],"[' 5002     (Eliminated', '    0 Frozen', ' 5002)']","[' 611      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.735275'],[' 0'], ,[' 314.518'],[' 0'],[' 8.10676'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.76551e+07'],[' 4.69906e+07'],[' 0'],[' 2.02729e+10'],[' 0'],[' 0'],[' 1174 '],[' 1766 '],[' 2213 '],[' 2938 '],[' 3463 '],[' 4238 '],[' 4701 '],[' 6 '],[' 1 ']
Solving...,TA70, ,[' 1'],[' 1487+'],[' 751'],"[' 516.106s (Solving', ' 512.82s 1st Model', ' 2.12s Unsat', ' 0.12s)']",[' 514.016s'], ,[' 39495384'],"[' 18070571 (Analyzed', ' 18012074)']","[' 35215    (Average', ' 511.49 Last', ' 114048)']",[' 2093.8  '],"[' 751      (Average Length', ' 459.29 Splits', ' 0)']","[' 18012074 (Deleted', ' 17799224)']","[' 12       (Ratio', '   0.00%)']","[' 4589     (Ratio', '   0.03%)']","[' 18012074 (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18012074 (Average', '  2.09 Max', ' 2940 Sum', ' 37714429)']","[' 18011796 (Average', '  2.09 Max', ' 2940 Sum', ' 37571882 Ratio', '  99.62%)']","[' 278      (Average', ' 512.76 Max', ' 687 Sum', ' 142547 Ratio', '   0.38%)']", ,[' 88788   '],[' 3651    '],[' 81483   '],[' 30006   '],"[' 77865    (Atom=Atom', ' 22371 Body=Body', ' 13933 Other', ' 41561)']",[' Yes'],"[' 5085     (Eliminated', '    0 Frozen', ' 5085)']","[' 757      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.661025'],[' 0'], ,[' 380.583'],[' 0'],[' 10.0076'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.11443e+07'],[' 4.82133e+07'],[' 0'],[' 2.31526e+10'],[' 0'],[' 0'],[' 581 '],[' 1160 '],[' 1925 '],[' 2965 '],[' 3485 '],[' 4385 '],[' 5073 '],[' 6 '],[' 1 ']
