Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , , ,[' 1'],[' 7325+'],[' 3665'],"[' 608.293s (Solving', ' 574.36s 1st Model', ' 400.64s Unsat', ' 0.00s)']",[' 606.016s'], ,[' 307593684'],"[' 4203237  (Analyzed', ' 801554)']","[' 4880     (Average', ' 164.25 Last', ' 56855)']",[' 9497.3  '],"[' 3665     (Average Length', ' 1788.18 Splits', ' 0)']","[' 801554   (Deleted', ' 750797)']","[' 200      (Ratio', '   0.02%)']","[' 42827    (Ratio', '   5.34%)']","[' 801554   (Average Length', '   22.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 801554   (Average', ' 345.47 Max', ' 10104 Sum', ' 276910477)']","[' 800883   (Average', ' 343.86 Max', ' 9222 Sum', ' 275620815 Ratio', '  99.53%)']","[' 671      (Average', ' 1922.00 Max', ' 1922 Sum', ' 1289662 Ratio', '   0.47%)']", ,[' 155352  '],[' 13394   '],[' 153898  '],[' 75952   '],"[' 265460   (Atom=Atom', ' 74470 Body=Body', ' 44477 Other', ' 146513)']",[' Yes'],"[' 16840    (Eliminated', '    0 Frozen', ' 16840)']","[' 5182     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.15113'],[' 0'], ,[' 204.368'],[' 0'],[' 20.1949'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.76728e+08'],[' 6.03514e+08'],[' 0'],[' 6.95893e+09'],[' 0'],[' 0'],[' 1853 '],[' 3523 '],[' 2 '],[' 0 ']
Solving...,TA62, , , ,[' 1'],[' 7021+'],[' 3513'],"[' 608.746s (Solving', ' 571.29s 1st Model', ' 373.79s Unsat', ' 0.00s)']",[' 593.453s'], ,[' 284973700'],"[' 3605864  (Analyzed', ' 718009)']","[' 4663     (Average', ' 153.98 Last', ' 86625)']",[' 9887.0  '],"[' 3513     (Average Length', ' 1708.17 Splits', ' 0)']","[' 718009   (Deleted', ' 667590)']","[' 154      (Ratio', '   0.02%)']","[' 39882    (Ratio', '   5.55%)']","[' 718009   (Average Length', '   23.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 718009   (Average', ' 353.56 Max', ' 10776 Sum', ' 253856869)']","[' 717388   (Average', ' 352.24 Max', ' 9789 Sum', ' 252911086 Ratio', '  99.63%)']","[' 621      (Average', ' 1523.00 Max', ' 1523 Sum', ' 945783 Ratio', '   0.37%)']", ,[' 155984  '],[' 13514   '],[' 154333  '],[' 76406   '],"[' 266700   (Atom=Atom', ' 74683 Body=Body', ' 44842 Other', ' 147175)']",[' Yes'],"[' 16819    (Eliminated', '    0 Frozen', ' 16819)']","[' 5200     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.83353'],[' 0'], ,[' 200.67'],[' 0'],[' 19.0886'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.36335e+08'],[' 5.69818e+08'],[' 0'],[' 5.92263e+09'],[' 0'],[' 0'],[' 1872 '],[' 3638 '],[' 2 '],[' 0 ']
Solving...,TA63, , , ,[' 1'],[' 8061+'],[' 4033'],"[' 609.472s (Solving', ' 569.92s 1st Model', ' 392.48s Unsat', ' 0.00s)']",[' 596.953s'], ,[' 307043432'],"[' 3595228  (Analyzed', ' 747440)']","[' 5001     (Average', ' 149.46 Last', ' 66862)']",[' 9678.6  '],"[' 4033     (Average Length', ' 1954.28 Splits', ' 0)']","[' 747440   (Deleted', ' 699037)']","[' 165      (Ratio', '   0.02%)']","[' 42822    (Ratio', '   5.73%)']","[' 747440   (Average Length', '   22.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 747440   (Average', ' 366.30 Max', ' 9699 Sum', ' 273787196)']","[' 746788   (Average', ' 364.74 Max', ' 9427 Sum', ' 272624028 Ratio', '  99.58%)']","[' 652      (Average', ' 1784.00 Max', ' 1784 Sum', ' 1163168 Ratio', '   0.42%)']", ,[' 155494  '],[' 13363   '],[' 154328  '],[' 76158   '],"[' 266083   (Atom=Atom', ' 74725 Body=Body', ' 44365 Other', ' 146993)']",[' Yes'],"[' 17106    (Eliminated', '    0 Frozen', ' 17106)']","[' 5257     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.12086'],[' 0'], ,[' 192.192'],[' 0'],[' 19.4943'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.84426e+08'],[' 6.15309e+08'],[' 0'],[' 6.06157e+09'],[' 0'],[' 0'],[' 1775 '],[' 3351 '],[' 2 '],[' 0 ']
Solving...,TA64, , , ,[' 1'],[' 7747+'],[' 3876'],"[' 609.217s (Solving', ' 565.38s 1st Model', ' 353.78s Unsat', ' 0.00s)']",[' 600.484s'], ,[' 276165937'],"[' 4115031  (Analyzed', ' 743299)']","[' 5011     (Average', ' 148.33 Last', ' 118035)']",[' 10087.9 '],"[' 3876     (Average Length', ' 1884.40 Splits', ' 0)']","[' 743299   (Deleted', ' 698107)']","[' 151      (Ratio', '   0.02%)']","[' 36278    (Ratio', '   4.88%)']","[' 743299   (Average Length', '   22.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 743299   (Average', ' 324.87 Max', ' 10316 Sum', ' 241479248)']","[' 742714   (Average', ' 323.56 Max', ' 10316 Sum', ' 240499373 Ratio', '  99.59%)']","[' 585      (Average', ' 1675.00 Max', ' 1675 Sum', ' 979875 Ratio', '   0.41%)']", ,[' 156115  '],[' 13477   '],[' 154827  '],[' 76561   '],"[' 267312   (Atom=Atom', ' 74967 Body=Body', ' 44764 Other', ' 147581)']",[' Yes'],"[' 17118    (Eliminated', '    0 Frozen', ' 17118)']","[' 5322     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.17095'],[' 0'], ,[' 201.957'],[' 0'],[' 18.2577'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.33906e+08'],[' 5.66764e+08'],[' 0'],[' 6.32413e+09'],[' 0'],[' 0'],[' 1811 '],[' 3368 '],[' 2 '],[' 0 ']
Solving...,TA65, , , ,[' 1'],[' 7731+'],[' 3868'],"[' 609.591s (Solving', ' 565.47s 1st Model', ' 386.64s Unsat', ' 0.00s)']",[' 599.359s'], ,[' 299018950'],"[' 3016565  (Analyzed', ' 753860)']","[' 4807     (Average', ' 156.83 Last', ' 88447)']",[' 9483.5  '],"[' 3868     (Average Length', ' 1898.30 Splits', ' 0)']","[' 753860   (Deleted', ' 706220)']","[' 146      (Ratio', '   0.02%)']","[' 42680    (Ratio', '   5.66%)']","[' 753860   (Average Length', '   22.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 753860   (Average', ' 356.05 Max', ' 10656 Sum', ' 268413242)']","[' 753227   (Average', ' 354.36 Max', ' 9598 Sum', ' 267136481 Ratio', '  99.52%)']","[' 633      (Average', ' 2017.00 Max', ' 2017 Sum', ' 1276761 Ratio', '   0.48%)']", ,[' 155638  '],[' 13410   '],[' 154343  '],[' 76225   '],"[' 266367   (Atom=Atom', ' 74763 Body=Body', ' 44569 Other', ' 147035)']",[' Yes'],"[' 17044    (Eliminated', '    0 Frozen', ' 17044)']","[' 5196     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.20699'],[' 0'], ,[' 186.013'],[' 0'],[' 19.473'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.74657e+08'],[' 6.0587e+08'],[' 0'],[' 5.2015e+09'],[' 0'],[' 0'],[' 1730 '],[' 3437 '],[' 2 '],[' 0 ']
Solving...,TA66, , , ,[' 1'],[' 7995+'],[' 4000'],"[' 609.355s (Solving', ' 563.82s 1st Model', ' 367.13s Unsat', ' 0.00s)']",[' 602.016s'], ,[' 283271741'],"[' 4100727  (Analyzed', ' 742563)']","[' 4889     (Average', ' 151.88 Last', ' 66217)']",[' 9704.8  '],"[' 4000     (Average Length', ' 1948.17 Splits', ' 0)']","[' 742563   (Deleted', ' 695926)']","[' 139      (Ratio', '   0.02%)']","[' 39849    (Ratio', '   5.37%)']","[' 742563   (Average Length', '   22.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 742563   (Average', ' 336.02 Max', ' 9846 Sum', ' 249519397)']","[' 742005   (Average', ' 334.59 Max', ' 9846 Sum', ' 248456965 Ratio', '  99.57%)']","[' 558      (Average', ' 1904.00 Max', ' 1904 Sum', ' 1062432 Ratio', '   0.43%)']", ,[' 155787  '],[' 13409   '],[' 154600  '],[' 76338   '],"[' 266503   (Atom=Atom', ' 74776 Body=Body', ' 44448 Other', ' 147279)']",[' Yes'],"[' 17127    (Eliminated', '    0 Frozen', ' 17127)']","[' 5032     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.63025'],[' 0'], ,[' 196.354'],[' 0'],[' 18.255'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.54464e+08'],[' 5.85014e+08'],[' 0'],[' 6.29864e+09'],[' 0'],[' 0'],[' 1782 '],[' 3482 '],[' 2 '],[' 0 ']
Solving...,TA67, , , ,[' 1'],[' 6783+'],[' 3394'],"[' 607.612s (Solving', ' 571.53s 1st Model', ' 413.25s Unsat', ' 0.00s)']",[' 602.375s'], ,[' 314872397'],"[' 3324149  (Analyzed', ' 873855)']","[' 4993     (Average', ' 175.02 Last', ' 128795)']",[' 9295.5  '],"[' 3394     (Average Length', ' 1673.34 Splits', ' 0)']","[' 873855   (Deleted', ' 818658)']","[' 200      (Ratio', '   0.02%)']","[' 44362    (Ratio', '   5.08%)']","[' 873855   (Average Length', '   22.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 873855   (Average', ' 328.87 Max', ' 10172 Sum', ' 287384848)']","[' 873207   (Average', ' 327.54 Max', ' 9555 Sum', ' 286219096 Ratio', '  99.59%)']","[' 648      (Average', ' 1799.00 Max', ' 1799 Sum', ' 1165752 Ratio', '   0.41%)']", ,[' 154876  '],[' 13365   '],[' 153203  '],[' 75538   '],"[' 264189   (Atom=Atom', ' 74085 Body=Body', ' 44363 Other', ' 145741)']",[' Yes'],"[' 16594    (Eliminated', '    0 Frozen', ' 16594)']","[' 5490     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.55291'],[' 0'], ,[' 200.526'],[' 0'],[' 19.887'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.22496e+08'],[' 6.46251e+08'],[' 0'],[' 5.92242e+09'],[' 0'],[' 0'],[' 1879 '],[' 3399 '],[' 2 '],[' 0 ']
Solving...,TA68, , , ,[' 1'],[' 7189+'],[' 3597'],"[' 609.107s (Solving', ' 566.88s 1st Model', ' 362.93s Unsat', ' 0.00s)']",[' 600.750s'], ,[' 307712400'],"[' 2571940  (Analyzed', ' 814876)']","[' 4880     (Average', ' 166.98 Last', ' 75200)']",[' 9399.8  '],"[' 3597     (Average Length', ' 1748.32 Splits', ' 0)']","[' 814876   (Deleted', ' 765172)']","[' 180      (Ratio', '   0.02%)']","[' 42463    (Ratio', '   5.21%)']","[' 814876   (Average Length', '   21.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 814876   (Average', ' 342.79 Max', ' 10183 Sum', ' 279331709)']","[' 814162   (Average', ' 341.30 Max', ' 9296 Sum', ' 278119337 Ratio', '  99.57%)']","[' 714      (Average', ' 1698.00 Max', ' 1698 Sum', ' 1212372 Ratio', '   0.43%)']", ,[' 155054  '],[' 13359   '],[' 153564  '],[' 75700   '],"[' 264867   (Atom=Atom', ' 74352 Body=Body', ' 44430 Other', ' 146085)']",[' Yes'],"[' 16754    (Eliminated', '    0 Frozen', ' 16754)']","[' 5608     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.6888'],[' 0'], ,[' 183.75'],[' 0'],[' 19.8183'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.07781e+08'],[' 6.35351e+08'],[' 0'],[' 4.79146e+09'],[' 0'],[' 0'],[' 1768 '],[' 3325 '],[' 2 '],[' 0 ']
Solving...,TA69, , , ,[' 1'],[' 6513+'],[' 3259'],"[' 607.566s (Solving', ' 571.09s 1st Model', ' 400.09s Unsat', ' 0.00s)']",[' 600.531s'], ,[' 310294986'],"[' 3470160  (Analyzed', ' 828167)']","[' 4674     (Average', ' 177.19 Last', ' 93327)']",[' 9415.4  '],"[' 3259     (Average Length', ' 1594.36 Splits', ' 0)']","[' 828167   (Deleted', ' 774086)']","[' 200      (Ratio', '   0.02%)']","[' 45165    (Ratio', '   5.45%)']","[' 828167   (Average Length', '   23.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 828167   (Average', ' 341.66 Max', ' 10602 Sum', ' 282955662)']","[' 827460   (Average', ' 340.29 Max', ' 9632 Sum', ' 281817392 Ratio', '  99.60%)']","[' 707      (Average', ' 1610.00 Max', ' 1610 Sum', ' 1138270 Ratio', '   0.40%)']", ,[' 155572  '],[' 13492   '],[' 153682  '],[' 76051   '],"[' 265829   (Atom=Atom', ' 74458 Body=Body', ' 44874 Other', ' 146497)']",[' Yes'],"[' 16562    (Eliminated', '    0 Frozen', ' 16562)']","[' 6018     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.74973'],[' 0'], ,[' 199.622'],[' 0'],[' 19.6591'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.21947e+08'],[' 6.49306e+08'],[' 0'],[' 6.04054e+09'],[' 0'],[' 0'],[' 1948 '],[' 3707 '],[' 2 '],[' 0 ']
Solving...,TA70, , , ,[' 1'],[' 6613+'],[' 3309'],"[' 607.894s (Solving', ' 570.53s 1st Model', ' 320.60s Unsat', ' 0.00s)']",[' 600.313s'], ,[' 316697399'],"[' 3169591  (Analyzed', ' 878766)']","[' 4616     (Average', ' 190.37 Last', ' 173301)']",[' 9520.8  '],"[' 3309     (Average Length', ' 1622.25 Splits', ' 0)']","[' 878766   (Deleted', ' 821938)']","[' 252      (Ratio', '   0.03%)']","[' 47807    (Ratio', '   5.44%)']","[' 878766   (Average Length', '   25.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 878766   (Average', ' 329.08 Max', ' 11220 Sum', ' 289188336)']","[' 877993   (Average', ' 327.63 Max', ' 9566 Sum', ' 287906702 Ratio', '  99.56%)']","[' 773      (Average', ' 1658.00 Max', ' 1658 Sum', ' 1281634 Ratio', '   0.44%)']", ,[' 156128  '],[' 13567   '],[' 154302  '],[' 76424   '],"[' 266649   (Atom=Atom', ' 74569 Body=Body', ' 44933 Other', ' 147147)']",[' Yes'],"[' 16720    (Eliminated', '    0 Frozen', ' 16720)']","[' 6364     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.86458'],[' 0'], ,[' 195.67'],[' 0'],[' 19.9322'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.20425e+08'],[' 6.48573e+08'],[' 0'],[' 5.89508e+09'],[' 0'],[' 0'],[' 2054 '],[' 3783 '],[' 2 '],[' 0 ']
