Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1103'],[' 560'],"[' 12.175s (Solving', ' 9.32s 1st Model', ' 1.02s Unsat', ' 0.87s)']",[' 12.141s'], ,[' 1318865 '],"[' 456397   (Analyzed', ' 61950)']","[' 711      (Average', ' 87.13 Last', ' 1151)']",[' 1390.2  '],"[' 560      (Average Length', ' 270.70 Splits', ' 0)']","[' 61950    (Deleted', ' 52536)']","[' 59       (Ratio', '   0.10%)']","[' 624      (Ratio', '   1.01%)']","[' 61950    (Average Length', '    8.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 61950    (Average', '  5.01 Max', ' 774 Sum', ' 310159)']","[' 61877    (Average', '  4.91 Max', ' 774 Sum', ' 304373 Ratio', '  98.13%)']","[' 73       (Average', ' 79.26 Max', ' 486 Sum', '   5786 Ratio', '   1.87%)']", ,[' 73828   '],[' 2877    '],[' 73617   '],[' 41966   '],"[' 125894   (Atom=Atom', ' 39837 Body=Body', ' 21952 Other', ' 64105)']",[' Yes'],"[' 3416     (Eliminated', '    0 Frozen', ' 3416)']","[' 3        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.659361'],[' 0'], ,[' 5.60791'],[' 0'],[' 0.106868'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.31981e+06'],[' 8.41201e+06'],[' 0'],[' 4.82818e+08'],[' 0'],[' 0'],[' 609 '],[' 1018 '],[' 1465 '],[' 1930 '],[' 2373 '],[' 2757 '],[' 3117 '],[' 3369 '],[' 0 '],[' 8 ']
Solving...,TA52, , ,[' 1393'],[' 705'],"[' 68.305s (Solving', ' 64.88s 1st Model', ' 1.69s Unsat', ' 59.34s)']",[' 68.688s'], ,[' 4734636 '],"[' 2008151  (Analyzed', ' 1980633)']","[' 4669     (Average', ' 424.21 Last', ' 57044)']",[' 1441.9  '],"[' 705      (Average Length', ' 336.61 Splits', ' 0)']","[' 1980633  (Deleted', ' 1937610)']","[' 85       (Ratio', '   0.00%)']","[' 1430     (Ratio', '   0.07%)']","[' 1980633  (Average Length', '   10.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1980633  (Average', '  1.97 Max', ' 1951 Sum', ' 3897966)']","[' 1980519  (Average', '  1.96 Max', ' 1951 Sum', ' 3890200 Ratio', '  99.80%)']","[' 114      (Average', ' 68.12 Max', ' 587 Sum', '   7766 Ratio', '   0.20%)']", ,[' 74112   '],[' 2887    '],[' 74026   '],[' 41863   '],"[' 125585   (Atom=Atom', ' 39724 Body=Body', ' 21962 Other', ' 63899)']",[' Yes'],"[' 3551     (Eliminated', '    0 Frozen', ' 3551)']","[' 29       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.824162'],[' 0'], ,[' 47.8544'],[' 0'],[' 1.01888'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.95367e+07'],[' 1.45018e+07'],[' 0'],[' 5.5083e+09'],[' 0'],[' 0'],[' 595 '],[' 1003 '],[' 1561 '],[' 1963 '],[' 2353 '],[' 2774 '],[' 3155 '],[' 3379 '],[' 0 '],[' 8 ']
Solving...,TA53, , ,[' 1203'],[' 610'],"[' 59.892s (Solving', ' 56.82s 1st Model', ' 1.39s Unsat', ' 52.36s)']",[' 62.203s'], ,[' 7810226 '],"[' 4746593  (Analyzed', ' 4723690)']","[' 8667     (Average', ' 545.02 Last', ' 114)']",[' 1311.2  '],"[' 610      (Average Length', ' 288.75 Splits', ' 0)']","[' 4723690  (Deleted', ' 4651598)']","[' 80       (Ratio', '   0.00%)']","[' 875      (Ratio', '   0.02%)']","[' 4723690  (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4723690  (Average', '  1.50 Max', ' 1886 Sum', ' 7093451)']","[' 4723517  (Average', '  1.50 Max', ' 1886 Sum', ' 7074556 Ratio', '  99.73%)']","[' 173      (Average', ' 109.22 Max', ' 498 Sum', '  18895 Ratio', '   0.27%)']", ,[' 73344   '],[' 2887    '],[' 73168   '],[' 40964   '],"[' 122888   (Atom=Atom', ' 38825 Body=Body', ' 21962 Other', ' 62101)']",[' Yes'],"[' 3461     (Eliminated', '    0 Frozen', ' 3461)']","[' 61       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.707377'],[' 0'], ,[' 26.5934'],[' 0'],[' 0.928573'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.69499e+07'],[' 1.59499e+07'],[' 0'],[' 1.6279e+09'],[' 0'],[' 0'],[' 523 '],[' 896 '],[' 1344 '],[' 1687 '],[' 2096 '],[' 2511 '],[' 2868 '],[' 3155 '],[' 0 '],[' 8 ']
Solving...,TA54, , ,[' 1151'],[' 584'],"[' 16.394s (Solving', ' 13.64s 1st Model', ' 1.49s Unsat', ' 8.85s)']",[' 16.828s'], ,[' 1727560 '],"[' 160147   (Analyzed', ' 111324)']","[' 464      (Average', ' 239.92 Last', ' 335)']",[' 1499.4  '],"[' 583      (Average Length', ' 276.19 Splits', ' 0)']","[' 111324   (Deleted', ' 101658)']","[' 63       (Ratio', '   0.06%)']","[' 836      (Ratio', '   0.75%)']","[' 111324   (Average Length', '    9.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 111324   (Average', '  8.93 Max', ' 1963 Sum', ' 993797)']","[' 111213   (Average', '  8.73 Max', ' 1963 Sum', ' 971707 Ratio', '  97.78%)']","[' 111      (Average', ' 199.01 Max', ' 500 Sum', '  22090 Ratio', '   2.22%)']", ,[' 73801   '],[' 2856    '],[' 73595   '],[' 41533   '],"[' 124595   (Atom=Atom', ' 39425 Body=Body', ' 21931 Other', ' 63239)']",[' Yes'],"[' 3400     (Eliminated', '    0 Frozen', ' 3400)']","[' 28       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.697976'],[' 0'], ,[' 10.1634'],[' 0'],[' 0.201691'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.13323e+07'],[' 1.05587e+07'],[' 0'],[' 1.50711e+09'],[' 0'],[' 0'],[' 1025 '],[' 1403 '],[' 1826 '],[' 2218 '],[' 2603 '],[' 2974 '],[' 3317 '],[' 3601 '],[' 1 '],[' 7 ']
Solving...,TA55, , ,[' 1387'],[' 702'],"[' 10.217s (Solving', ' 6.93s 1st Model', ' 1.34s Unsat', ' 0.94s)']",[' 10.516s'], ,[' 1584227 '],"[' 269131   (Analyzed', ' 62032)']","[' 658      (Average', ' 94.27 Last', ' 228)']",[' 1419.0  '],"[' 702      (Average Length', ' 333.86 Splits', ' 0)']","[' 62032    (Deleted', ' 50983)']","[' 68       (Ratio', '   0.11%)']","[' 662      (Ratio', '   1.07%)']","[' 62032    (Average Length', '    9.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 62032    (Average', ' 10.34 Max', ' 1953 Sum', ' 641583)']","[' 61923    (Average', ' 10.02 Max', ' 1953 Sum', ' 621853 Ratio', '  96.92%)']","[' 109      (Average', ' 181.01 Max', ' 547 Sum', '  19730 Ratio', '   3.08%)']", ,[' 73573   '],[' 2870    '],[' 73480   '],[' 41759   '],"[' 125273   (Atom=Atom', ' 39637 Body=Body', ' 21945 Other', ' 63691)']",[' Yes'],"[' 3527     (Eliminated', '    0 Frozen', ' 3527)']","[' 4        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.72776'],[' 0'], ,[' 3.36011'],[' 0'],[' 0.102611'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.04477e+07'],[' 9.63742e+06'],[' 0'],[' 2.3548e+08'],[' 0'],[' 0'],[' 491 '],[' 890 '],[' 1270 '],[' 1729 '],[' 2172 '],[' 2553 '],[' 2938 '],[' 3227 '],[' 0 '],[' 8 ']
Solving...,TA56, , ,[' 839'],[' 428'],"[' 125.816s (Solving', ' 123.67s 1st Model', ' 1.01s Unsat', ' 1.06s)']",[' 131.063s'], ,[' 4064637 '],"[' 2250314  (Analyzed', ' 2229442)']","[' 5005     (Average', ' 445.44 Last', ' 989)']",[' 1369.6  '],"[' 428      (Average Length', ' 205.89 Splits', ' 0)']","[' 2229442  (Deleted', ' 2178137)']","[' 57       (Ratio', '   0.00%)']","[' 790      (Ratio', '   0.04%)']","[' 2229442  (Average Length', '   11.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2229442  (Average', '  1.57 Max', ' 1962 Sum', ' 3492222)']","[' 2229359  (Average', '  1.56 Max', ' 1962 Sum', ' 3485792 Ratio', '  99.82%)']","[' 83       (Average', ' 77.47 Max', ' 361 Sum', '   6430 Ratio', '   0.18%)']", ,[' 73263   '],[' 2855    '],[' 72924   '],[' 41404   '],"[' 124208   (Atom=Atom', ' 39297 Body=Body', ' 21930 Other', ' 62981)']",[' Yes'],"[' 3266     (Eliminated', '    0 Frozen', ' 3266)']","[' 61       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.549008'],[' 0'], ,[' 111.539'],[' 0'],[' 1.92107'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.64394e+07'],[' 1.10854e+07'],[' 0'],[' 1.69732e+10'],[' 0'],[' 0'],[' 636 '],[' 1009 '],[' 1455 '],[' 1876 '],[' 2395 '],[' 2760 '],[' 3115 '],[' 3436 '],[' 1 '],[' 7 ']
Solving...,TA57, , ,[' 1073'],[' 545'],"[' 14.125s (Solving', ' 11.43s 1st Model', ' 1.10s Unsat', ' 7.44s)']",[' 14.594s'], ,[' 1688048 '],"[' 399372   (Analyzed', ' 355829)']","[' 1176     (Average', ' 302.58 Last', ' 499)']",[' 1376.6  '],"[' 545      (Average Length', ' 262.25 Splits', ' 0)']","[' 355829   (Deleted', ' 345617)']","[' 63       (Ratio', '   0.02%)']","[' 761      (Ratio', '   0.21%)']","[' 355829   (Average Length', '    9.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 355829   (Average', '  2.94 Max', ' 1966 Sum', ' 1046660)']","[' 355723   (Average', '  2.92 Max', ' 1966 Sum', ' 1037509 Ratio', '  99.13%)']","[' 106      (Average', ' 86.33 Max', ' 467 Sum', '   9151 Ratio', '   0.87%)']", ,[' 73640   '],[' 2883    '],[' 73407   '],[' 41393   '],"[' 124175   (Atom=Atom', ' 39258 Body=Body', ' 21958 Other', ' 62959)']",[' Yes'],"[' 3400     (Eliminated', '    0 Frozen', ' 3400)']","[' 9        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.612639'],[' 0'], ,[' 7.08528'],[' 0'],[' 0.199024'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.01167e+07'],[' 8.85593e+06'],[' 0'],[' 6.15557e+08'],[' 0'],[' 0'],[' 648 '],[' 1133 '],[' 1484 '],[' 1903 '],[' 2453 '],[' 2824 '],[' 3217 '],[' 3485 '],[' 0 '],[' 8 ']
Solving...,TA58, , ,[' 1261'],[' 639'],"[' 13.600s (Solving', ' 10.50s 1st Model', ' 1.40s Unsat', ' 5.57s)']",[' 14.000s'], ,[' 2060678 '],"[' 494128   (Analyzed', ' 473714)']","[' 1316     (Average', ' 359.97 Last', ' 178)']",[' 1478.7  '],"[' 639      (Average Length', ' 305.82 Splits', ' 0)']","[' 473714   (Deleted', ' 456092)']","[' 68       (Ratio', '   0.01%)']","[' 822      (Ratio', '   0.17%)']","[' 473714   (Average Length', '    9.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 473714   (Average', '  2.74 Max', ' 1977 Sum', ' 1297213)']","[' 473625   (Average', '  2.72 Max', ' 1977 Sum', ' 1290183 Ratio', '  99.46%)']","[' 89       (Average', ' 78.99 Max', ' 538 Sum', '   7030 Ratio', '   0.54%)']", ,[' 73851   '],[' 2883    '],[' 73699   '],[' 41729   '],"[' 125183   (Atom=Atom', ' 39594 Body=Body', ' 21958 Other', ' 63631)']",[' Yes'],"[' 3481     (Eliminated', '    0 Frozen', ' 3481)']","[' 10       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.757437'],[' 0'], ,[' 4.77459'],[' 0'],[' 0.17851'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.25514e+07'],[' 1.10105e+07'],[' 0'],[' 2.66004e+08'],[' 0'],[' 0'],[' 544 '],[' 977 '],[' 1470 '],[' 1849 '],[' 2317 '],[' 2716 '],[' 3072 '],[' 3401 '],[' 0 '],[' 8 ']
Solving...,TA59, , ,[' 1175'],[' 596'],"[' 7.208s (Solving', ' 4.55s 1st Model', ' 1.27s Unsat', ' 0.22s)']",[' 7.234s'], ,[' 1299760 '],"[' 36497    (Analyzed', ' 14357)']","[' 156      (Average', ' 92.03 Last', ' 181)']",[' 1385.9  '],"[' 596      (Average Length', ' 282.81 Splits', ' 0)']","[' 14357    (Deleted', ' 4439)']","[' 68       (Ratio', '   0.47%)']","[' 445      (Ratio', '   3.10%)']","[' 14357    (Average Length', '    7.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14357    (Average', ' 44.61 Max', ' 1954 Sum', ' 640412)']","[' 14243    (Average', ' 43.77 Max', ' 1954 Sum', ' 628446 Ratio', '  98.13%)']","[' 114      (Average', ' 104.96 Max', ' 517 Sum', '  11966 Ratio', '   1.87%)']", ,[' 73207   '],[' 2838    '],[' 73013   '],[' 41137   '],"[' 123407   (Atom=Atom', ' 39047 Body=Body', ' 21913 Other', ' 62447)']",[' Yes'],"[' 3394     (Eliminated', '    0 Frozen', ' 3394)']","[' 6        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.642189'],[' 0'], ,[' 1.52952'],[' 0'],[' 0.0726588'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.12957e+06'],[' 8.67575e+06'],[' 0'],[' 5.98208e+07'],[' 0'],[' 0'],[' 516 '],[' 864 '],[' 1313 '],[' 1707 '],[' 2181 '],[' 2633 '],[' 3004 '],[' 3325 '],[' 0 '],[' 8 ']
Solving...,TA60, , ,[' 1169'],[' 593'],"[' 12.241s (Solving', ' 9.63s 1st Model', ' 0.96s Unsat', ' 1.60s)']",[' 12.141s'], ,[' 1408741 '],"[' 535518   (Analyzed', ' 100442)']","[' 898      (Average', ' 111.85 Last', ' 763)']",[' 1338.3  '],"[' 593      (Average Length', ' 285.16 Splits', ' 0)']","[' 100442   (Deleted', ' 91831)']","[' 74       (Ratio', '   0.07%)']","[' 937      (Ratio', '   0.93%)']","[' 100442   (Average Length', '    9.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 100442   (Average', '  3.51 Max', ' 635 Sum', ' 352905)']","[' 100354   (Average', '  3.48 Max', ' 503 Sum', ' 349195 Ratio', '  98.95%)']","[' 88       (Average', ' 42.16 Max', ' 328 Sum', '   3710 Ratio', '   1.05%)']", ,[' 73934   '],[' 2879    '],[' 73752   '],[' 41945   '],"[' 125831   (Atom=Atom', ' 39814 Body=Body', ' 21954 Other', ' 64063)']",[' Yes'],"[' 3447     (Eliminated', '    0 Frozen', ' 3447)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.61875'],[' 0'], ,[' 6.04521'],[' 0'],[' 0.107589'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.5197e+06'],[' 8.43509e+06'],[' 0'],[' 5.84598e+08'],[' 0'],[' 0'],[' 535 '],[' 1029 '],[' 1442 '],[' 1907 '],[' 2362 '],[' 2744 '],[' 3082 '],[' 3352 '],[' 0 '],[' 8 ']
