Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 2005'],[' 1011'],"[' 15.703s (Solving', ' 10.87s 1st Model', ' 2.64s Unsat', ' 1.13s)']",[' 15.625s'], ,[' 3000079 '],"[' 95403    (Analyzed', ' 29680)']","[' 342      (Average', ' 86.78 Last', ' 562)']",[' 2006.7  '],"[' 1011     (Average Length', ' 480.38 Splits', ' 0)']","[' 29680    (Deleted', ' 24026)']","[' 84       (Ratio', '   0.28%)']","[' 691      (Ratio', '   2.33%)']","[' 29680    (Average Length', '    7.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 29680    (Average', ' 48.45 Max', ' 2638 Sum', ' 1437935)']","[' 29515    (Average', ' 47.26 Max', ' 2638 Sum', ' 1402601 Ratio', '  97.54%)']","[' 165      (Average', ' 214.15 Max', ' 699 Sum', '  35334 Ratio', '   2.46%)']", ,[' 98229   '],[' 3837    '],[' 98172   '],[' 55438   '],"[' 166310   (Atom=Atom', ' 52599 Body=Body', ' 29287 Other', ' 84424)']",[' Yes'],"[' 4780     (Eliminated', '    0 Frozen', ' 4780)']","[' 3        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.28868'],[' 0'], ,[' 4.17683'],[' 0'],[' 0.174482'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.21373e+07'],[' 2.10974e+07'],[' 0'],[' 2.51201e+08'],[' 0'],[' 0'],[' 524 '],[' 936 '],[' 1365 '],[' 1848 '],[' 2228 '],[' 2656 '],[' 3077 '],[' 3455 '],[' 0 '],[' 8 ']
Solving...,TA62, , ,[' 2117'],[' 1067'],"[' 20.743s (Solving', ' 14.86s 1st Model', ' 3.60s Unsat', ' 3.04s)']",[' 20.594s'], ,[' 3728682 '],"[' 285836   (Analyzed', ' 159271)']","[' 806      (Average', ' 197.61 Last', ' 6653)']",[' 2071.7  '],"[' 1067     (Average Length', ' 494.51 Splits', ' 0)']","[' 159271   (Deleted', ' 150239)']","[' 78       (Ratio', '   0.05%)']","[' 1124     (Ratio', '   0.71%)']","[' 159271   (Average Length', '    9.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 159271   (Average', ' 12.50 Max', ' 2572 Sum', ' 1991281)']","[' 159085   (Average', ' 12.09 Max', ' 2572 Sum', ' 1926249 Ratio', '  96.73%)']","[' 186      (Average', ' 349.63 Max', ' 821 Sum', '  65032 Ratio', '   3.27%)']", ,[' 98511   '],[' 3839    '],[' 98482   '],[' 55786   '],"[' 167354   (Atom=Atom', ' 52945 Body=Body', ' 29289 Other', ' 85120)']",[' Yes'],"[' 4810     (Eliminated', '    0 Frozen', ' 4810)']","[' 28       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.50465'],[' 0'], ,[' 6.42775'],[' 0'],[' 0.2448'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.58663e+07'],[' 2.42879e+07'],[' 0'],[' 4.19907e+08'],[' 0'],[' 0'],[' 515 '],[' 953 '],[' 1426 '],[' 1854 '],[' 2237 '],[' 2630 '],[' 3065 '],[' 3509 '],[' 0 '],[' 8 ']
Solving...,TA63, , ,[' 1903'],[' 960'],"[' 16.062s (Solving', ' 10.63s 1st Model', ' 3.17s Unsat', ' 0.48s)']",[' 15.922s'], ,[' 2903705 '],"[' 75877    (Analyzed', ' 30547)']","[' 287      (Average', ' 106.44 Last', ' 154)']",[' 2005.1  '],"[' 960      (Average Length', ' 450.08 Splits', ' 0)']","[' 30547    (Deleted', ' 19014)']","[' 83       (Ratio', '   0.27%)']","[' 626      (Ratio', '   2.05%)']","[' 30547    (Average Length', '    8.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 30547    (Average', ' 45.87 Max', ' 2574 Sum', ' 1401258)']","[' 30405    (Average', ' 45.08 Max', ' 2574 Sum', ' 1377180 Ratio', '  98.28%)']","[' 142      (Average', ' 169.56 Max', ' 737 Sum', '  24078 Ratio', '   1.72%)']", ,[' 97654   '],[' 3769    '],[' 97539   '],[' 54837   '],"[' 164507   (Atom=Atom', ' 52066 Body=Body', ' 29219 Other', ' 83222)']",[' Yes'],"[' 4654     (Eliminated', '    0 Frozen', ' 4654)']","[' 17       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.39088'],[' 0'], ,[' 3.7609'],[' 0'],[' 0.168532'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.1959e+07'],[' 2.09551e+07'],[' 0'],[' 1.46112e+08'],[' 0'],[' 0'],[' 553 '],[' 966 '],[' 1392 '],[' 1787 '],[' 2158 '],[' 2569 '],[' 2983 '],[' 3373 '],[' 0 '],[' 8 ']
Solving...,TA64, , ,[' 1963'],[' 990'],"[' 81.232s (Solving', ' 76.27s 1st Model', ' 3.19s Unsat', ' 66.05s)']",[' 81.000s'], ,[' 7550060 '],"[' 3384307  (Analyzed', ' 3337954)']","[' 7466     (Average', ' 447.09 Last', ' 2911)']",[' 1929.9  '],"[' 990      (Average Length', ' 459.14 Splits', ' 0)']","[' 3337954  (Deleted', ' 3261061)']","[' 125      (Ratio', '   0.00%)']","[' 1565     (Ratio', '   0.05%)']","[' 3337954  (Average Length', '   10.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3337954  (Average', '  1.80 Max', ' 2580 Sum', ' 6012160)']","[' 3337730  (Average', '  1.79 Max', ' 2580 Sum', ' 5981476 Ratio', '  99.49%)']","[' 224      (Average', ' 136.98 Max', ' 693 Sum', '  30684 Ratio', '   0.51%)']", ,[' 98248   '],[' 3889    '],[' 98163   '],[' 55353   '],"[' 166055   (Atom=Atom', ' 52462 Body=Body', ' 29339 Other', ' 84254)']",[' Yes'],"[' 4804     (Eliminated', '    0 Frozen', ' 4804)']","[' 142      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.31509'],[' 0'], ,[' 48.5159'],[' 0'],[' 1.10634'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.69957e+07'],[' 2.72589e+07'],[' 0'],[' 3.84059e+09'],[' 0'],[' 0'],[' 606 '],[' 1025 '],[' 1382 '],[' 1753 '],[' 2190 '],[' 2600 '],[' 3081 '],[' 3430 '],[' 0 '],[' 8 ']
Solving...,TA65, , ,[' 1807'],[' 912'],"[' 19.550s (Solving', ' 15.24s 1st Model', ' 3.15s Unsat', ' 5.59s)']",[' 19.500s'], ,[' 2896804 '],"[' 164626   (Analyzed', ' 111664)']","[' 587      (Average', ' 190.23 Last', ' 1838)']",[' 1992.7  '],"[' 912      (Average Length', ' 431.15 Splits', ' 0)']","[' 111664   (Deleted', ' 101246)']","[' 70       (Ratio', '   0.06%)']","[' 856      (Ratio', '   0.77%)']","[' 111664   (Average Length', '    8.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 111664   (Average', ' 13.25 Max', ' 2558 Sum', ' 1479499)']","[' 111484   (Average', ' 12.80 Max', ' 2558 Sum', ' 1429142 Ratio', '  96.60%)']","[' 180      (Average', ' 279.76 Max', ' 720 Sum', '  50357 Ratio', '   3.40%)']", ,[' 97854   '],[' 3822    '],[' 97704   '],[' 55066   '],"[' 165194   (Atom=Atom', ' 52242 Body=Body', ' 29272 Other', ' 83680)']",[' Yes'],"[' 4672     (Eliminated', '    0 Frozen', ' 4672)']","[' 23       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.22263'],[' 0'], ,[' 8.08601'],[' 0'],[' 0.225213'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.11896e+07'],[' 2.00175e+07'],[' 0'],[' 8.90977e+08'],[' 0'],[' 0'],[' 522 '],[' 856 '],[' 1335 '],[' 1723 '],[' 2218 '],[' 2568 '],[' 2973 '],[' 3397 '],[' 0 '],[' 8 ']
Solving...,TA66, , ,[' 2311'],[' 1164'],"[' 22.872s (Solving', ' 16.68s 1st Model', ' 3.44s Unsat', ' 5.47s)']",[' 22.672s'], ,[' 3991676 '],"[' 538839   (Analyzed', ' 473953)']","[' 1364     (Average', ' 347.47 Last', ' 489)']",[' 2073.6  '],"[' 1164     (Average Length', ' 539.18 Splits', ' 0)']","[' 473953   (Deleted', ' 447091)']","[' 119      (Ratio', '   0.03%)']","[' 975      (Ratio', '   0.21%)']","[' 473953   (Average Length', '    9.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 473953   (Average', '  4.55 Max', ' 2628 Sum', ' 2155573)']","[' 473799   (Average', '  4.52 Max', ' 2628 Sum', ' 2142641 Ratio', '  99.40%)']","[' 154      (Average', ' 83.97 Max', ' 684 Sum', '  12932 Ratio', '   0.60%)']", ,[' 98744   '],[' 3836    '],[' 98797   '],[' 55884   '],"[' 167648   (Atom=Atom', ' 53046 Body=Body', ' 29286 Other', ' 85316)']",[' Yes'],"[' 4889     (Eliminated', '    0 Frozen', ' 4889)']","[' 34       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.44518'],[' 0'], ,[' 6.9344'],[' 0'],[' 0.277827'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.6196e+07'],[' 2.39767e+07'],[' 0'],[' 3.6291e+08'],[' 0'],[' 0'],[' 594 '],[' 978 '],[' 1366 '],[' 1789 '],[' 2275 '],[' 2640 '],[' 3078 '],[' 3497 '],[' 0 '],[' 8 ']
Solving...,TA67, , ,[' 1983'],[' 1000'],"[' 139.150s (Solving', ' 134.31s 1st Model', ' 2.79s Unsat', ' 0.24s)']",[' 138.797s'], ,[' 16371209'],"[' 9467840  (Analyzed', ' 9418575)']","[' 16655    (Average', ' 565.51 Last', ' 237290)']",[' 1850.9  '],"[' 1000     (Average Length', ' 470.00 Splits', ' 0)']","[' 9418575  (Deleted', ' 9285603)']","[' 71       (Ratio', '   0.00%)']","[' 1446     (Ratio', '   0.02%)']","[' 9418575  (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9418575  (Average', '  1.57 Max', ' 2625 Sum', ' 14745351)']","[' 9418393  (Average', '  1.56 Max', ' 2625 Sum', ' 14717487 Ratio', '  99.81%)']","[' 182      (Average', ' 153.10 Max', ' 714 Sum', '  27864 Ratio', '   0.19%)']", ,[' 98976   '],[' 3948    '],[' 98900   '],[' 55908   '],"[' 167720   (Atom=Atom', ' 52958 Body=Body', ' 29398 Other', ' 85364)']",[' Yes'],"[' 4872     (Eliminated', '    0 Frozen', ' 4872)']","[' 179      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.24719'],[' 0'], ,[' 68.419'],[' 0'],[' 2.42745'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.86032e+07'],[' 3.56649e+07'],[' 0'],[' 4.3496e+09'],[' 0'],[' 0'],[' 542 '],[' 995 '],[' 1435 '],[' 1906 '],[' 2331 '],[' 2834 '],[' 3204 '],[' 3601 '],[' 1 '],[' 7 ']
Solving...,TA68, , ,[' 1683'],[' 850'],"[' 21.606s (Solving', ' 16.37s 1st Model', ' 2.35s Unsat', ' 0.23s)']",[' 21.438s'], ,[' 2773636 '],"[' 677409   (Analyzed', ' 13986)']","[' 714      (Average', ' 19.59 Last', ' 127)']",[' 2080.7  '],"[' 850      (Average Length', ' 399.32 Splits', ' 0)']","[' 13986    (Deleted', ' 4599)']","[' 83       (Ratio', '   0.59%)']","[' 559      (Ratio', '   4.00%)']","[' 13986    (Average Length', '    6.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13986    (Average', ' 50.57 Max', ' 2696 Sum', ' 707292)']","[' 13889    (Average', ' 49.65 Max', ' 2696 Sum', ' 694433 Ratio', '  98.18%)']","[' 97       (Average', ' 132.57 Max', ' 675 Sum', '  12859 Ratio', '   1.82%)']", ,[' 97892   '],[' 3806    '],[' 97676   '],[' 55782   '],"[' 167342   (Atom=Atom', ' 52974 Body=Body', ' 29256 Other', ' 85112)']",[' Yes'],"[' 4590     (Eliminated', '    0 Frozen', ' 4590)']","[' 3        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.28798'],[' 0'], ,[' 10.0267'],[' 0'],[' 0.174124'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.11036e+07'],[' 1.96021e+07'],[' 0'],[' 9.12619e+08'],[' 0'],[' 0'],[' 534 '],[' 887 '],[' 1342 '],[' 1775 '],[' 2152 '],[' 2552 '],[' 2939 '],[' 3385 '],[' 0 '],[' 8 ']
Solving...,TA69, , ,[' 1853'],[' 935'],"[' 140.024s (Solving', ' 134.99s 1st Model', ' 3.00s Unsat', ' 0.82s)']",[' 139.719s'], ,[' 17185537'],"[' 10076278 (Analyzed', ' 10028779)']","[' 18612    (Average', ' 538.83 Last', ' 576)']",[' 2005.7  '],"[' 935      (Average Length', ' 446.39 Splits', ' 0)']","[' 10028779 (Deleted', ' 9864251)']","[' 82       (Ratio', '   0.00%)']","[' 1036     (Ratio', '   0.01%)']","[' 10028779 (Average Length', '   10.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10028779 (Average', '  1.54 Max', ' 2605 Sum', ' 15472198)']","[' 10028587 (Average', '  1.54 Max', ' 2605 Sum', ' 15444810 Ratio', '  99.82%)']","[' 192      (Average', ' 142.65 Max', ' 726 Sum', '  27388 Ratio', '   0.18%)']", ,[' 98247   '],[' 3862    '],[' 98138   '],[' 55127   '],"[' 165377   (Atom=Atom', ' 52263 Body=Body', ' 29312 Other', ' 83802)']",[' Yes'],"[' 4753     (Eliminated', '    0 Frozen', ' 4753)']","[' 78       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.2972'],[' 0'], ,[' 70.3236'],[' 0'],[' 2.46872'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.08181e+07'],[' 3.64154e+07'],[' 0'],[' 4.58872e+09'],[' 0'],[' 0'],[' 739 '],[' 1142 '],[' 1710 '],[' 2078 '],[' 2508 '],[' 3018 '],[' 3500 '],[' 3940 '],[' 1 '],[' 7 ']
Solving...,TA70, , ,[' 2059'],[' 1038'],"[' 74.185s (Solving', ' 68.96s 1st Model', ' 3.78s Unsat', ' 57.76s)']",[' 73.859s'], ,[' 7541190 '],"[' 2989213  (Analyzed', ' 2945655)']","[' 6455     (Average', ' 456.34 Last', ' 3363)']",[' 2028.2  '],"[' 1038     (Average Length', ' 490.05 Splits', ' 0)']","[' 2945655  (Deleted', ' 2887513)']","[' 121      (Ratio', '   0.00%)']","[' 1576     (Ratio', '   0.05%)']","[' 2945655  (Average Length', '   10.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2945655  (Average', '  1.99 Max', ' 2717 Sum', ' 5867271)']","[' 2945447  (Average', '  1.98 Max', ' 2717 Sum', ' 5841677 Ratio', '  99.56%)']","[' 208      (Average', ' 123.05 Max', ' 834 Sum', '  25594 Ratio', '   0.44%)']", ,[' 99636   '],[' 3979    '],[' 99604   '],[' 56853   '],"[' 170555   (Atom=Atom', ' 53872 Body=Body', ' 29429 Other', ' 87254)']",[' Yes'],"[' 4947     (Eliminated', '    0 Frozen', ' 4947)']","[' 100      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.36533'],[' 0'], ,[' 44.6005'],[' 0'],[' 0.985672'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.52416e+07'],[' 2.73132e+07'],[' 0'],[' 4.51543e+09'],[' 0'],[' 0'],[' 636 '],[' 1097 '],[' 1548 '],[' 2178 '],[' 2771 '],[' 3250 '],[' 3649 '],[' 4028 '],[' 0 '],[' 8 ']
