Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
UNKNOWN,swv11,[' 1285+'],[' 647'],"[' 1000.831s (Solving', ' 997.86s 1st Model', ' 3.55s Unsat', ' 0.00s)']",[' 1000.172s'], ,[' 162007081'],"[' 21475941 (Analyzed', ' 21413269)']","[' 36409    (Average', ' 588.13 Last', ' 179018)']",[' 2235.8  '],"[' 647      (Average Length', ' 315.51 Splits', ' 0)']","[' 21413269 (Deleted', ' 21220951)']","[' 166      (Ratio', '   0.00%)']","[' 35881    (Ratio', '   0.17%)']","[' 21413269 (Average Length', '   24.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21413269 (Average', '  7.44 Max', ' 2780 Sum', ' 159418003)']","[' 21412690 (Average', '  7.44 Max', ' 2780 Sum', ' 159247922 Ratio', '  99.89%)']","[' 579      (Average', ' 293.75 Max', ' 720 Sum', ' 170081 Ratio', '   0.11%)']", ,[' 72173   '],[' 5609    '],[' 72305   '],[' 41596   '],"[' 124784   (Atom=Atom', ' 36485 Body=Body', ' 18309 Other', ' 69990)']",[' Yes'],"[' 6241     (Eliminated', '    0 Frozen', ' 6241)']","[' 4971     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.608776'],[' 0'], ,[' 756.715'],[' 0'],[' 15.8407'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.3836e+08'],[' 5.30858e+08'],[' 0'],[' 1.04642e+11'],[' 0'],[' 0'],[' 1521 '],[' 2499 '],[' 3581 '],[' 5163 '],[' 4 '],[' 0 ']
UNKNOWN,swv12,[' 997+'],[' 503'],"[' 1000.643s (Solving', ' 998.25s 1st Model', ' 3.30s Unsat', ' 0.00s)']",[' 999.516s'], ,[' 186983972'],"[' 24504973 (Analyzed', ' 24476222)']","[' 43038    (Average', ' 568.71 Last', ' 28392)']",[' 2103.8  '],"[' 503      (Average Length', ' 248.32 Splits', ' 0)']","[' 24476222 (Deleted', ' 24268533)']","[' 160      (Ratio', '   0.00%)']","[' 38448    (Ratio', '   0.16%)']","[' 24476222 (Average Length', '   25.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24476222 (Average', '  7.54 Max', ' 2663 Sum', ' 184455155)']","[' 24475532 (Average', '  7.53 Max', ' 2663 Sum', ' 184289995 Ratio', '  99.91%)']","[' 690      (Average', ' 239.36 Max', ' 340 Sum', ' 165160 Ratio', '   0.09%)']", ,[' 71430   '],[' 5549    '],[' 71426   '],[' 41058   '],"[' 123170   (Atom=Atom', ' 36007 Body=Body', ' 18249 Other', ' 68914)']",[' Yes'],"[' 6045     (Eliminated', '    0 Frozen', ' 6045)']","[' 5180     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.477457'],[' 0'], ,[' 722.217'],[' 0'],[' 16.0456'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.64375e+08'],[' 6.41342e+08'],[' 0'],[' 1.00304e+11'],[' 0'],[' 0'],[' 1403 '],[' 2921 '],[' 3858 '],[' 5381 '],[' 4 '],[' 0 ']
UNKNOWN,swv13,[' 1241+'],[' 625'],"[' 1000.760s (Solving', ' 997.91s 1st Model', ' 5.41s Unsat', ' 0.00s)']",[' 998.906s'], ,[' 178020016'],"[' 24682862 (Analyzed', ' 24611177)']","[' 40867    (Average', ' 602.23 Last', ' 28836)']",[' 2340.8  '],"[' 625      (Average Length', ' 307.97 Splits', ' 0)']","[' 24611177 (Deleted', ' 24393381)']","[' 131      (Ratio', '   0.00%)']","[' 31501    (Ratio', '   0.13%)']","[' 24611177 (Average Length', '   26.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24611177 (Average', '  7.12 Max', ' 2805 Sum', ' 175310390)']","[' 24610448 (Average', '  7.11 Max', ' 2805 Sum', ' 175085659 Ratio', '  99.87%)']","[' 729      (Average', ' 308.27 Max', ' 404 Sum', ' 224731 Ratio', '   0.13%)']", ,[' 71946   '],[' 5595    '],[' 72061   '],[' 41658   '],"[' 124970   (Atom=Atom', ' 36561 Body=Body', ' 18295 Other', ' 70114)']",[' Yes'],"[' 6210     (Eliminated', '    0 Frozen', ' 6210)']","[' 4116     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.585384'],[' 0'], ,[' 772.429'],[' 0'],[' 15.9067'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.39378e+08'],[' 4.3862e+08'],[' 0'],[' 1.08753e+11'],[' 0'],[' 0'],[' 1441 '],[' 2881 '],[' 4009 '],[' 5647 '],[' 4 '],[' 0 ']
UNKNOWN,swv14,[' 1015+'],[' 512'],"[' 1000.575s (Solving', ' 998.17s 1st Model', ' 3.25s Unsat', ' 0.00s)']",[' 998.797s'], ,[' 168306531'],"[' 20999399 (Analyzed', ' 20952760)']","[' 35883    (Average', ' 583.92 Last', ' 220080)']",[' 2261.4  '],"[' 512      (Average Length', ' 253.47 Splits', ' 0)']","[' 20952760 (Deleted', ' 20769494)']","[' 159      (Ratio', '   0.00%)']","[' 35893    (Ratio', '   0.17%)']","[' 20952760 (Average Length', '   26.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20952760 (Average', '  7.92 Max', ' 2918 Sum', ' 165852277)']","[' 20952148 (Average', '  7.91 Max', ' 2918 Sum', ' 165698252 Ratio', '  99.91%)']","[' 612      (Average', ' 251.67 Max', ' 337 Sum', ' 154025 Ratio', '   0.09%)']", ,[' 71433   '],[' 5596    '],[' 71439   '],[' 41236   '],"[' 123704   (Atom=Atom', ' 36138 Body=Body', ' 18296 Other', ' 69270)']",[' Yes'],"[' 6102     (Eliminated', '    0 Frozen', ' 6102)']","[' 4619     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.491481'],[' 0'], ,[' 767.039'],[' 0'],[' 15.5814'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.26751e+08'],[' 5.24241e+08'],[' 0'],[' 1.07666e+11'],[' 0'],[' 0'],[' 1465 '],[' 2882 '],[' 4161 '],[' 5571 '],[' 4 '],[' 0 ']
UNKNOWN,swv15,[' 1159+'],[' 584'],"[' 1000.825s (Solving', ' 997.93s 1st Model', ' 3.11s Unsat', ' 0.00s)']",[' 1000.125s'], ,[' 160577608'],"[' 23915780 (Analyzed', ' 23850054)']","[' 39512    (Average', ' 603.62 Last', ' 133184)']",[' 2274.2  '],"[' 584      (Average Length', ' 287.32 Splits', ' 0)']","[' 23850054 (Deleted', ' 23661838)']","[' 118      (Ratio', '   0.00%)']","[' 30883    (Ratio', '   0.13%)']","[' 23850054 (Average Length', '   25.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 23850054 (Average', '  6.62 Max', ' 2801 Sum', ' 157993805)']","[' 23849380 (Average', '  6.62 Max', ' 2801 Sum', ' 157815580 Ratio', '  99.89%)']","[' 674      (Average', ' 264.43 Max', ' 2391 Sum', ' 178225 Ratio', '   0.11%)']", ,[' 72262   '],[' 5621    '],[' 72336   '],[' 41701   '],"[' 125099   (Atom=Atom', ' 36578 Body=Body', ' 18321 Other', ' 70200)']",[' Yes'],"[' 6195     (Eliminated', '    0 Frozen', ' 6195)']","[' 4729     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.57326'],[' 0'], ,[' 771.625'],[' 0'],[' 15.4075'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.29231e+08'],[' 4.24868e+08'],[' 0'],[' 1.12629e+11'],[' 0'],[' 0'],[' 1607 '],[' 2979 '],[' 4193 '],[' 5655 '],[' 4 '],[' 0 ']
UNKNOWN,swv16,[' 919+'],[' 464'],"[' 1000.441s (Solving', ' 998.62s 1st Model', ' 1.31s Unsat', ' 0.00s)']",[' 1000.094s'], ,[' 89549966'],"[' 38251134 (Analyzed', ' 38209464)']","[' 61679    (Average', ' 619.49 Last', ' 223501)']",[' 1866.4  '],"[' 464      (Average Length', ' 229.04 Splits', ' 0)']","[' 38209464 (Deleted', ' 37862849)']","[' 4        (Ratio', '   0.00%)']","[' 5406     (Ratio', '   0.01%)']","[' 38209464 (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 38209464 (Average', '  2.29 Max', ' 2209 Sum', ' 87312734)']","[' 38209045 (Average', '  2.28 Max', ' 2209 Sum', ' 87244166 Ratio', '  99.92%)']","[' 419      (Average', ' 163.65 Max', ' 308 Sum', '  68568 Ratio', '   0.08%)']", ,[' 54076   '],[' 3511    '],[' 54025   '],[' 30695   '],"[' 92081    (Atom=Atom', ' 27682 Body=Body', ' 16211 Other', ' 48188)']",[' Yes'],"[' 3960     (Eliminated', '    0 Frozen', ' 3960)']","[' 898      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.404018'],[' 0'], ,[' 791.86'],[' 0'],[' 13.6169'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.03234e+08'],[' 1.05301e+08'],[' 0'],[' 1.05815e+11'],[' 0'],[' 0'],[' 1230 '],[' 2206 '],[' 3100 '],[' 3786 '],[' 4 '],[' 0 ']
UNKNOWN,swv17,[' 913+'],[' 461'],"[' 1000.439s (Solving', ' 998.75s 1st Model', ' 1.31s Unsat', ' 0.00s)']",[' 998.859s'], ,[' 87201024'],"[' 36566885 (Analyzed', ' 36500754)']","[' 61969    (Average', ' 589.02 Last', ' 42374)']",[' 1664.7  '],"[' 461      (Average Length', ' 226.66 Splits', ' 0)']","[' 36500754 (Deleted', ' 36152989)']","[' 7        (Ratio', '   0.00%)']","[' 5333     (Ratio', '   0.01%)']","[' 36500754 (Average Length', '   16.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 36500754 (Average', '  2.33 Max', ' 2128 Sum', ' 85163455)']","[' 36500267 (Average', '  2.33 Max', ' 2128 Sum', ' 85062018 Ratio', '  99.88%)']","[' 487      (Average', ' 208.29 Max', ' 323 Sum', ' 101437 Ratio', '   0.12%)']", ,[' 54127   '],[' 3514    '],[' 54078   '],[' 30367   '],"[' 91097    (Atom=Atom', ' 27351 Body=Body', ' 16214 Other', ' 47532)']",[' Yes'],"[' 3965     (Eliminated', '    0 Frozen', ' 3965)']","[' 967      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.35426'],[' 0'], ,[' 790.875'],[' 0'],[' 13.5938'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.13075e+08'],[' 1.23188e+08'],[' 0'],[' 1.0469e+11'],[' 0'],[' 0'],[' 965 '],[' 1806 '],[' 2754 '],[' 3552 '],[' 4 '],[' 0 ']
UNKNOWN,swv18,[' 1059+'],[' 534'],"[' 1000.522s (Solving', ' 998.69s 1st Model', ' 1.72s Unsat', ' 0.00s)']",[' 999.609s'], ,[' 91300241'],"[' 35708075 (Analyzed', ' 35649855)']","[' 61204    (Average', ' 582.48 Last', ' 398317)']",[' 1711.0  '],"[' 534      (Average Length', ' 260.42 Splits', ' 0)']","[' 35649855 (Deleted', ' 35319207)']","[' 26       (Ratio', '   0.00%)']","[' 7760     (Ratio', '   0.02%)']","[' 35649855 (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 35649855 (Average', '  2.50 Max', ' 2015 Sum', ' 89095417)']","[' 35649316 (Average', '  2.50 Max', ' 2015 Sum', ' 88986198 Ratio', '  99.88%)']","[' 539      (Average', ' 202.63 Max', ' 338 Sum', ' 109219 Ratio', '   0.12%)']", ,[' 54370   '],[' 3618    '],[' 54387   '],[' 30736   '],"[' 92204    (Atom=Atom', ' 27616 Body=Body', ' 16318 Other', ' 48270)']",[' Yes'],"[' 4135     (Eliminated', '    0 Frozen', ' 4135)']","[' 1130     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.435973'],[' 0'], ,[' 796.199'],[' 0'],[' 14.3633'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.16095e+08'],[' 1.22788e+08'],[' 0'],[' 1.07975e+11'],[' 0'],[' 0'],[' 946 '],[' 1929 '],[' 2642 '],[' 3402 '],[' 4 '],[' 0 ']
UNKNOWN,swv19,[' 1003+'],[' 506'],"[' 1000.376s (Solving', ' 998.54s 1st Model', ' 1.30s Unsat', ' 0.00s)']",[' 999.031s'], ,[' 98968516'],"[' 37065523 (Analyzed', ' 36997583)']","[' 60796    (Average', ' 608.55 Last', ' 274767)']",[' 1666.8  '],"[' 506      (Average Length', ' 247.33 Splits', ' 0)']","[' 36997583 (Deleted', ' 36662839)']","[' 18       (Ratio', '   0.00%)']","[' 7619     (Ratio', '   0.02%)']","[' 36997583 (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 36997583 (Average', '  2.62 Max', ' 2015 Sum', ' 96826534)']","[' 36997066 (Average', '  2.61 Max', ' 2015 Sum', ' 96714941 Ratio', '  99.88%)']","[' 517      (Average', ' 215.85 Max', ' 362 Sum', ' 111593 Ratio', '   0.12%)']", ,[' 54201   '],[' 3563    '],[' 54191   '],[' 30457   '],"[' 91367    (Atom=Atom', ' 27392 Body=Body', ' 16263 Other', ' 47712)']",[' Yes'],"[' 4053     (Eliminated', '    0 Frozen', ' 4053)']","[' 1068     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.387219'],[' 0'], ,[' 784.563'],[' 0'],[' 13.8173'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.37861e+08'],[' 1.41509e+08'],[' 0'],[' 1.04659e+11'],[' 0'],[' 0'],[' 1058 '],[' 2043 '],[' 2797 '],[' 3739 '],[' 4 '],[' 0 ']
UNKNOWN,swv20,[' 1167+'],[' 588'],"[' 1000.429s (Solving', ' 998.44s 1st Model', ' 1.44s Unsat', ' 0.00s)']",[' 999.719s'], ,[' 79767227'],"[' 36761233 (Analyzed', ' 36691484)']","[' 61876    (Average', ' 592.98 Last', ' 683660)']",[' 1643.5  '],"[' 588      (Average Length', ' 284.68 Splits', ' 0)']","[' 36691484 (Deleted', ' 36335520)']","[' 13       (Ratio', '   0.00%)']","[' 5542     (Ratio', '   0.02%)']","[' 36691484 (Average Length', '   15.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 36691484 (Average', '  2.12 Max', ' 2050 Sum', ' 77602773)']","[' 36691030 (Average', '  2.11 Max', ' 2050 Sum', ' 77492017 Ratio', '  99.86%)']","[' 454      (Average', ' 243.96 Max', ' 434 Sum', ' 110756 Ratio', '   0.14%)']", ,[' 54062   '],[' 3512    '],[' 54128   '],[' 30374   '],"[' 91118    (Atom=Atom', ' 27360 Body=Body', ' 16212 Other', ' 47546)']",[' Yes'],"[' 4078     (Eliminated', '    0 Frozen', ' 4078)']","[' 1025     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.421585'],[' 0'], ,[' 798.721'],[' 0'],[' 14.2887'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.89405e+08'],[' 9.87813e+07'],[' 0'],[' 1.08517e+11'],[' 0'],[' 0'],[' 909 '],[' 1634 '],[' 2414 '],[' 3303 '],[' 4 '],[' 0 ']
