Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 
Solving...,swv11, ,[' 1'],[' 2609+'],[' 1307'],"[' 391.156s (Solving', ' 382.01s 1st Model', ' 252.75s Unsat', ' 0.00s)']",[' 390.344s'], ,[' 221850391'],"[' 963761   (Analyzed', ' 772751)']","[' 3265     (Average', ' 236.68 Last', ' 67226)']",[' 6309.0  '],"[' 1307     (Average Length', ' 645.28 Splits', ' 0)']","[' 772751   (Deleted', ' 693055)']","[' 454      (Ratio', '   0.06%)']","[' 69419    (Ratio', '   8.98%)']","[' 772751   (Average Length', '   35.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 772751   (Average', ' 277.54 Max', ' 7073 Sum', ' 214470171)']","[' 772158   (Average', ' 277.07 Max', ' 6891 Sum', ' 214104853 Ratio', '  99.83%)']","[' 593      (Average', ' 616.05 Max', ' 4206 Sum', ' 365318 Ratio', '   0.17%)']", ,[' 75374   '],[' 11471   '],[' 75792   '],[' 56517   '],"[' 169547   (Atom=Atom', ' 45883 Body=Body', ' 23832 Other', ' 99832)']",[' Yes'],"[' 12389    (Eliminated', '    0 Frozen', ' 12389)']","[' 6688     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.63816'],[' 0'], ,[' 121.174'],[' 0'],[' 13.2463'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.88383e+08'],[' 7.47376e+08'],[' 0'],[' 3.71791e+09'],[' 0'],[' 0'],[' 2386 '],[' 4461 ']
Solving...,swv12, ,[' 1'],[' 2141+'],[' 1073'],"[' 255.222s (Solving', ' 248.90s 1st Model', ' 122.15s Unsat', ' 0.00s)']",[' 254.469s'], ,[' 183766403'],"[' 840131   (Analyzed', ' 675776)']","[' 2559     (Average', ' 264.08 Last', ' 42801)']",[' 6429.3  '],"[' 1073     (Average Length', ' 531.34 Splits', ' 0)']","[' 675776   (Deleted', ' 603479)']","[' 281      (Ratio', '   0.04%)']","[' 57461    (Ratio', '   8.50%)']","[' 675776   (Average Length', '   37.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 675776   (Average', ' 262.58 Max', ' 6978 Sum', ' 177443656)']","[' 675197   (Average', ' 262.16 Max', ' 6978 Sum', ' 177158274 Ratio', '  99.84%)']","[' 579      (Average', ' 492.89 Max', ' 914 Sum', ' 285382 Ratio', '   0.16%)']", ,[' 74684   '],[' 11444   '],[' 74658   '],[' 55338   '],"[' 166010   (Atom=Atom', ' 44963 Body=Body', ' 23573 Other', ' 97474)']",[' Yes'],"[' 11918    (Eliminated', '    0 Frozen', ' 11918)']","[' 5167     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.1571'],[' 0'], ,[' 80.7628'],[' 0'],[' 9.68551'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.60698e+08'],[' 5.2668e+08'],[' 0'],[' 3.03653e+09'],[' 0'],[' 0'],[' 2652 '],[' 4904 ']
Solving...,swv13, ,[' 1'],[' 2359+'],[' 1182'],"[' 326.386s (Solving', ' 319.54s 1st Model', ' 191.48s Unsat', ' 0.00s)']",[' 325.875s'], ,[' 208387195'],"[' 1200599  (Analyzed', ' 1010933)']","[' 3504     (Average', ' 288.51 Last', ' 128724)']",[' 6373.4  '],"[' 1182     (Average Length', ' 581.96 Splits', ' 0)']","[' 1010933  (Deleted', ' 933217)']","[' 603      (Ratio', '   0.06%)']","[' 66612    (Ratio', '   6.59%)']","[' 1010933  (Average Length', '   37.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1010933  (Average', ' 199.27 Max', ' 7003 Sum', ' 201448809)']","[' 1010380  (Average', ' 199.02 Max', ' 6802 Sum', ' 201192442 Ratio', '  99.87%)']","[' 553      (Average', ' 463.59 Max', ' 1111 Sum', ' 256367 Ratio', '   0.13%)']", ,[' 74438   '],[' 11201   '],[' 74655   '],[' 55169   '],"[' 165503   (Atom=Atom', ' 44888 Body=Body', ' 23479 Other', ' 97136)']",[' Yes'],"[' 11918    (Eliminated', '    0 Frozen', ' 11918)']","[' 5291     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.32282'],[' 0'], ,[' 109.186'],[' 0'],[' 11.4885'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.13744e+08'],[' 6.72027e+08'],[' 0'],[' 4.90112e+09'],[' 0'],[' 0'],[' 2727 '],[' 4923 ']
Solving...,swv14, ,[' 1'],[' 2363+'],[' 1184'],"[' 342.510s (Solving', ' 335.57s 1st Model', ' 208.42s Unsat', ' 0.00s)']",[' 341.875s'], ,[' 219165505'],"[' 976708   (Analyzed', ' 829150)']","[' 3048     (Average', ' 272.03 Last', ' 97822)']",[' 5996.3  '],"[' 1184     (Average Length', ' 585.59 Splits', ' 0)']","[' 829150   (Deleted', ' 745690)']","[' 356      (Ratio', '   0.04%)']","[' 70947    (Ratio', '   8.56%)']","[' 829150   (Average Length', '   37.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 829150   (Average', ' 256.68 Max', ' 7007 Sum', ' 212825668)']","[' 828520   (Average', ' 256.23 Max', ' 6672 Sum', ' 212455227 Ratio', '  99.83%)']","[' 630      (Average', ' 588.00 Max', ' 1076 Sum', ' 370441 Ratio', '   0.17%)']", ,[' 74842   '],[' 11417   '],[' 74899   '],[' 55243   '],"[' 165725   (Atom=Atom', ' 44918 Body=Body', ' 23523 Other', ' 97284)']",[' Yes'],"[' 11974    (Eliminated', '    0 Frozen', ' 11974)']","[' 7918     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.27502'],[' 0'], ,[' 105.985'],[' 0'],[' 12.0008'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.95363e+08'],[' 7.52161e+08'],[' 0'],[' 3.83357e+09'],[' 0'],[' 0'],[' 2423 '],[' 4677 ']
Solving...,swv15, ,[' 1'],[' 2295+'],[' 1150'],"[' 371.569s (Solving', ' 364.23s 1st Model', ' 240.50s Unsat', ' 0.00s)']",[' 378.203s'], ,[' 233135584'],"[' 1059329  (Analyzed', ' 910056)']","[' 3436     (Average', ' 264.86 Last', ' 87186)']",[' 6103.0  '],"[' 1150     (Average Length', ' 569.09 Splits', ' 0)']","[' 910056   (Deleted', ' 824221)']","[' 617      (Ratio', '   0.07%)']","[' 72994    (Ratio', '   8.02%)']","[' 910056   (Average Length', '   36.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 910056   (Average', ' 249.20 Max', ' 7089 Sum', ' 226784798)']","[' 909434   (Average', ' 248.83 Max', ' 6911 Sum', ' 226446917 Ratio', '  99.85%)']","[' 622      (Average', ' 543.22 Max', ' 1108 Sum', ' 337881 Ratio', '   0.15%)']", ,[' 74902   '],[' 11300   '],[' 75275   '],[' 56120   '],"[' 168356   (Atom=Atom', ' 45566 Body=Body', ' 23752 Other', ' 99038)']",[' Yes'],"[' 12173    (Eliminated', '    0 Frozen', ' 12173)']","[' 7936     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.26699'],[' 0'], ,[' 120.062'],[' 0'],[' 12.9933'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.86455e+08'],[' 8.40025e+08'],[' 0'],[' 4.51172e+09'],[' 0'],[' 0'],[' 2531 '],[' 4581 ']
Solving...,swv16, ,[' 1'],[' 2403+'],[' 1204'],"[' 172.850s (Solving', ' 167.54s 1st Model', ' 40.80s Unsat', ' 0.00s)']",[' 172.344s'], ,[' 104356608'],"[' 1287292  (Analyzed', ' 1198615)']","[' 3307     (Average', ' 362.45 Last', ' 40428)']",[' 4256.8  '],"[' 1204     (Average Length', ' 595.13 Splits', ' 0)']","[' 1198615  (Deleted', ' 1148582)']","[' 427      (Ratio', '   0.04%)']","[' 34664    (Ratio', '   2.89%)']","[' 1198615  (Average Length', '   23.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1198615  (Average', ' 83.37 Max', ' 4799 Sum', ' 99927689)']","[' 1198264  (Average', ' 83.20 Max', ' 4799 Sum', ' 99725933 Ratio', '  99.80%)']","[' 351      (Average', ' 574.80 Max', ' 1140 Sum', ' 201756 Ratio', '   0.20%)']", ,[' 59389   '],[' 7569    '],[' 59539   '],[' 40128   '],"[' 120380   (Atom=Atom', ' 33568 Body=Body', ' 19758 Other', ' 67054)']",[' Yes'],"[' 8219     (Eliminated', '    0 Frozen', ' 8219)']","[' 3539     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.08157'],[' 0'], ,[' 71.8454'],[' 0'],[' 5.77511'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.10173e+08'],[' 2.77718e+08'],[' 0'],[' 3.71329e+09'],[' 0'],[' 0'],[' 1641 '],[' 2924 ']
Solving...,swv17, ,[' 1'],[' 2073+'],[' 1039'],"[' 189.118s (Solving', ' 184.40s 1st Model', ' 58.00s Unsat', ' 0.00s)']",[' 188.703s'], ,[' 110878082'],"[' 1456908  (Analyzed', ' 1335260)']","[' 3743     (Average', ' 356.74 Last', ' 64213)']",[' 4378.3  '],"[' 1039     (Average Length', ' 512.40 Splits', ' 0)']","[' 1335260  (Deleted', ' 1283332)']","[' 591      (Ratio', '   0.04%)']","[' 36874    (Ratio', '   2.76%)']","[' 1335260  (Average Length', '   26.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1335260  (Average', ' 79.96 Max', ' 5000 Sum', ' 106766029)']","[' 1334895  (Average', ' 79.83 Max', ' 5000 Sum', ' 106587385 Ratio', '  99.83%)']","[' 365      (Average', ' 489.44 Max', ' 2595 Sum', ' 178644 Ratio', '   0.17%)']", ,[' 59408   '],[' 7639    '],[' 59456   '],[' 40445   '],"[' 121331   (Atom=Atom', ' 33757 Body=Body', ' 19886 Other', ' 67688)']",[' Yes'],"[' 8187     (Eliminated', '    0 Frozen', ' 8187)']","[' 3182     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.959276'],[' 0'], ,[' 81.9011'],[' 0'],[' 6.2356'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.27376e+08'],[' 2.91997e+08'],[' 0'],[' 4.41705e+09'],[' 0'],[' 0'],[' 1759 '],[' 3134 ']
Solving...,swv18, ,[' 1'],[' 2537+'],[' 1271'],"[' 234.370s (Solving', ' 228.41s 1st Model', ' 100.88s Unsat', ' 0.00s)']",[' 234.031s'], ,[' 131519273'],"[' 1271399  (Analyzed', ' 1073797)']","[' 3741     (Average', ' 287.03 Last', ' 179019)']",[' 4368.1  '],"[' 1271     (Average Length', ' 618.62 Splits', ' 0)']","[' 1073797  (Deleted', ' 1017436)']","[' 620      (Ratio', '   0.06%)']","[' 41553    (Ratio', '   3.87%)']","[' 1073797  (Average Length', '   24.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1073797  (Average', ' 117.90 Max', ' 4921 Sum', ' 126600990)']","[' 1073407  (Average', ' 117.70 Max', ' 4921 Sum', ' 126385587 Ratio', '  99.83%)']","[' 390      (Average', ' 552.32 Max', ' 1117 Sum', ' 215403 Ratio', '   0.17%)']", ,[' 59565   '],[' 7667    '],[' 59794   '],[' 40708   '],"[' 122120   (Atom=Atom', ' 34017 Body=Body', ' 19889 Other', ' 68214)']",[' Yes'],"[' 8396     (Eliminated', '    0 Frozen', ' 8396)']","[' 3657     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.17502'],[' 0'], ,[' 92.9648'],[' 0'],[' 7.5624'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.65745e+08'],[' 4.20825e+08'],[' 0'],[' 4.8509e+09'],[' 0'],[' 0'],[' 1651 '],[' 2812 ']
Solving...,swv19, ,[' 1'],[' 2439+'],[' 1222'],"[' 170.253s (Solving', ' 164.74s 1st Model', ' 36.22s Unsat', ' 0.00s)']",[' 169.891s'], ,[' 106316283'],"[' 1248044  (Analyzed', ' 892943)']","[' 3110     (Average', ' 287.12 Last', ' 31471)']",[' 4233.8  '],"[' 1222     (Average Length', ' 603.86 Splits', ' 0)']","[' 892943   (Deleted', ' 843193)']","[' 513      (Ratio', '   0.06%)']","[' 34592    (Ratio', '   3.87%)']","[' 892943   (Average Length', '   25.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 892943   (Average', ' 113.83 Max', ' 4951 Sum', ' 101645853)']","[' 892527   (Average', ' 113.54 Max', ' 4644 Sum', ' 101381582 Ratio', '  99.74%)']","[' 416      (Average', ' 635.27 Max', ' 2278 Sum', ' 264271 Ratio', '   0.26%)']", ,[' 59625   '],[' 7601    '],[' 59816   '],[' 40360   '],"[' 121076   (Atom=Atom', ' 33744 Body=Body', ' 19814 Other', ' 67518)']",[' Yes'],"[' 8292     (Eliminated', '    0 Frozen', ' 8292)']","[' 3526     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.10553'],[' 0'], ,[' 69.9656'],[' 0'],[' 5.77998'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.13826e+08'],[' 2.82576e+08'],[' 0'],[' 3.81501e+09'],[' 0'],[' 0'],[' 1704 '],[' 3130 ']
Solving...,swv20, ,[' 1'],[' 2299+'],[' 1152'],"[' 149.235s (Solving', ' 144.13s 1st Model', ' 17.08s Unsat', ' 0.00s)']",[' 148.844s'], ,[' 98112107'],"[' 1086340  (Analyzed', ' 787564)']","[' 2540     (Average', ' 310.06 Last', ' 10694)']",[' 4153.2  '],"[' 1152     (Average Length', ' 569.35 Splits', ' 0)']","[' 787564   (Deleted', ' 741336)']","[' 400      (Ratio', '   0.05%)']","[' 33263    (Ratio', '   4.22%)']","[' 787564   (Average Length', '   24.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 787564   (Average', ' 119.12 Max', ' 4824 Sum', ' 93815208)']","[' 787166   (Average', ' 118.83 Max', ' 4804 Sum', ' 93584249 Ratio', '  99.75%)']","[' 398      (Average', ' 580.30 Max', ' 1105 Sum', ' 230959 Ratio', '   0.25%)']", ,[' 58515   '],[' 7569    '],[' 58638   '],[' 40164   '],"[' 120488   (Atom=Atom', ' 33574 Body=Body', ' 19788 Other', ' 67126)']",[' Yes'],"[' 8192     (Eliminated', '    0 Frozen', ' 8192)']","[' 3797     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.01844'],[' 0'], ,[' 58.1254'],[' 0'],[' 5.28003'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.83366e+08'],[' 2.56006e+08'],[' 0'],[' 2.79581e+09'],[' 0'],[' 0'],[' 1508 '],[' 3004 ']
