Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1'],[' 2683+'],[' 1346'],"[' 601.294s (Solving', ' 596.36s 1st Model', ' 20.50s Unsat', ' 0.00s)']",[' 600.141s'], ,[' 114289049'],"[' 22099289 (Analyzed', ' 21905302)']","[' 42888    (Average', ' 510.76 Last', ' 180084)']",[' 2521.9  '],"[' 1346     (Average Length', ' 727.08 Splits', ' 0)']","[' 21905302 (Deleted', ' 21672845)']","[' 126      (Ratio', '   0.00%)']","[' 13960    (Ratio', '   0.06%)']","[' 21905302 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21905302 (Average', '  5.08 Max', ' 3332 Sum', ' 111323540)']","[' 21904772 (Average', '  5.06 Max', ' 2566 Sum', ' 110896878 Ratio', '  99.62%)']","[' 530      (Average', ' 805.02 Max', ' 966 Sum', ' 426662 Ratio', '   0.38%)']", ,[' 80798   '],[' 4471    '],[' 74439   '],[' 31793   '],"[' 88454    (Atom=Atom', ' 23929 Body=Body', ' 15523 Other', ' 49002)']",[' Yes'],"[' 6059     (Eliminated', '    0 Frozen', ' 6059)']","[' 2500     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.12361'],[' 0'], ,[' 394.341'],[' 0'],[' 13.1549'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.13637e+08'],[' 2.16086e+08'],[' 0'],[' 2.64153e+10'],[' 0'],[' 0'],[' 948 '],[' 1614 '],[' 2380 '],[' 2988 '],[' 4 '],[' 0 ']
Solving...,TA52, , ,[' 1'],[' 2577+'],[' 1293'],"[' 601.291s (Solving', ' 596.48s 1st Model', ' 5.60s Unsat', ' 0.00s)']",[' 600.219s'], ,[' 125877418'],"[' 20105244 (Analyzed', ' 19970849)']","[' 34549    (Average', ' 578.04 Last', ' 6672)']",[' 2435.8  '],"[' 1293     (Average Length', ' 703.86 Splits', ' 0)']","[' 19970849 (Deleted', ' 19784700)']","[' 180      (Ratio', '   0.00%)']","[' 16057    (Ratio', '   0.08%)']","[' 19970849 (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19970849 (Average', '  6.17 Max', ' 2690 Sum', ' 123166707)']","[' 19970304 (Average', '  6.15 Max', ' 2690 Sum', ' 122745951 Ratio', '  99.66%)']","[' 545      (Average', ' 772.03 Max', ' 921 Sum', ' 420756 Ratio', '   0.34%)']", ,[' 80665   '],[' 4483    '],[' 74255   '],[' 31778   '],"[' 88540    (Atom=Atom', ' 23924 Body=Body', ' 15559 Other', ' 49057)']",[' Yes'],"[' 6023     (Eliminated', '    0 Frozen', ' 6023)']","[' 3067     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.08968'],[' 0'], ,[' 393.233'],[' 0'],[' 13.5508'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.61016e+08'],[' 2.61058e+08'],[' 0'],[' 2.6478e+10'],[' 0'],[' 0'],[' 921 '],[' 1794 '],[' 2534 '],[' 3116 '],[' 4 '],[' 0 ']
Solving...,TA53, , , ,[' 2757'],[' 1383'],"[' 482.734s (Solving', ' 477.50s 1st Model', ' 5.66s Unsat', ' 21.98s)']",[' 482.063s'], ,[' 77285602'],"[' 21366355 (Analyzed', ' 21160484)']","[' 37480    (Average', ' 564.58 Last', ' 2074)']",[' 2587.7  '],"[' 1383     (Average Length', ' 734.80 Splits', ' 0)']","[' 21160484 (Deleted', ' 20888296)']","[' 98       (Ratio', '   0.00%)']","[' 10782    (Ratio', '   0.05%)']","[' 21160484 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21160484 (Average', '  3.51 Max', ' 3003 Sum', ' 74369744)']","[' 21159856 (Average', '  3.49 Max', ' 2625 Sum', ' 73872043 Ratio', '  99.33%)']","[' 628      (Average', ' 792.52 Max', ' 938 Sum', ' 497701 Ratio', '   0.67%)']", ,[' 80903   '],[' 4456    '],[' 74455   '],[' 31897   '],"[' 88363    (Atom=Atom', ' 23906 Body=Body', ' 15478 Other', ' 48979)']",[' Yes'],"[' 6072     (Eliminated', '    0 Frozen', ' 6072)']","[' 2296     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.18192'],[' 0'], ,[' 314.524'],[' 0'],[' 10.1461'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.85754e+08'],[' 1.17132e+08'],[' 0'],[' 2.12596e+10'],[' 0'],[' 0'],[' 870 '],[' 1597 '],[' 2337 '],[' 2948 '],[' 3 '],[' 1 ']
Solving...,TA54, , ,[' 1'],[' 2675+'],[' 1342'],"[' 554.975s (Solving', ' 549.86s 1st Model', ' 9.71s Unsat', ' 95.07s)']",[' 554.078s'], ,[' 89434185'],"[' 24284319 (Analyzed', ' 24115805)']","[' 45634    (Average', ' 528.46 Last', ' 477445)']",[' 2551.7  '],"[' 1342     (Average Length', ' 727.62 Splits', ' 0)']","[' 24115805 (Deleted', ' 23802714)']","[' 92       (Ratio', '   0.00%)']","[' 13735    (Ratio', '   0.06%)']","[' 24115805 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24115805 (Average', '  3.59 Max', ' 2983 Sum', ' 86491700)']","[' 24115259 (Average', '  3.57 Max', ' 2578 Sum', ' 86068736 Ratio', '  99.51%)']","[' 546      (Average', ' 774.66 Max', ' 955 Sum', ' 422964 Ratio', '   0.49%)']", ,[' 80504   '],[' 4463    '],[' 74216   '],[' 31649   '],"[' 88304    (Atom=Atom', ' 23893 Body=Body', ' 15499 Other', ' 48912)']",[' Yes'],"[' 6031     (Eliminated', '    0 Frozen', ' 6031)']","[' 2442     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.17687'],[' 0'], ,[' 364.871'],[' 0'],[' 11.4301'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.14042e+08'],[' 1.37344e+08'],[' 0'],[' 2.53269e+10'],[' 0'],[' 0'],[' 971 '],[' 1668 '],[' 2310 '],[' 2908 '],[' 3 '],[' 1 ']
Solving...,TA55, , ,[' 1'],[' 2983+'],[' 1496'],"[' 601.491s (Solving', ' 595.81s 1st Model', ' 136.33s Unsat', ' 0.00s)']",[' 600.656s'], ,[' 144657079'],"[' 18728069 (Analyzed', ' 18574703)']","[' 35807    (Average', ' 518.75 Last', ' 2033516)']",[' 2485.8  '],"[' 1496     (Average Length', ' 795.54 Splits', ' 0)']","[' 18574703 (Deleted', ' 18381190)']","[' 274      (Ratio', '   0.00%)']","[' 18731    (Ratio', '   0.10%)']","[' 18574703 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18574703 (Average', '  7.62 Max', ' 2859 Sum', ' 141565854)']","[' 18574222 (Average', '  7.60 Max', ' 2859 Sum', ' 141177324 Ratio', '  99.73%)']","[' 481      (Average', ' 807.75 Max', ' 1032 Sum', ' 388530 Ratio', '   0.27%)']", ,[' 81082   '],[' 4436    '],[' 74704   '],[' 31992   '],"[' 88368    (Atom=Atom', ' 23939 Body=Body', ' 15418 Other', ' 49011)']",[' Yes'],"[' 6148     (Eliminated', '    0 Frozen', ' 6148)']","[' 3265     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.28952'],[' 0'], ,[' 371.774'],[' 0'],[' 14.0736'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.54786e+08'],[' 3.36762e+08'],[' 0'],[' 2.40213e+10'],[' 0'],[' 0'],[' 849 '],[' 1568 '],[' 2307 '],[' 2897 '],[' 4 '],[' 0 ']
Solving...,TA56, , ,[' 1'],[' 2401+'],[' 1205'],"[' 601.296s (Solving', ' 596.71s 1st Model', ' 8.23s Unsat', ' 0.00s)']",[' 600.359s'], ,[' 107040795'],"[' 25478170 (Analyzed', ' 25343433)']","[' 46313    (Average', ' 547.22 Last', ' 177885)']",[' 2525.0  '],"[' 1205     (Average Length', ' 661.29 Splits', ' 0)']","[' 25343433 (Deleted', ' 25065822)']","[' 141      (Ratio', '   0.00%)']","[' 14048    (Ratio', '   0.06%)']","[' 25343433 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25343433 (Average', '  4.11 Max', ' 3015 Sum', ' 104257773)']","[' 25342833 (Average', '  4.10 Max', ' 3015 Sum', ' 103833469 Ratio', '  99.59%)']","[' 600      (Average', ' 707.17 Max', ' 844 Sum', ' 424304 Ratio', '   0.41%)']", ,[' 80124   '],[' 4426    '],[' 73641   '],[' 31445   '],"[' 87353    (Atom=Atom', ' 23608 Body=Body', ' 15388 Other', ' 48357)']",[' Yes'],"[' 5886     (Eliminated', '    0 Frozen', ' 5886)']","[' 2218     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.04268'],[' 0'], ,[' 400.562'],[' 0'],[' 12.3662'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.56582e+08'],[' 1.69111e+08'],[' 0'],[' 2.71106e+10'],[' 0'],[' 0'],[' 951 '],[' 1800 '],[' 2474 '],[' 3092 '],[' 4 '],[' 0 ']
Solving...,TA57, , ,[' 1'],[' 2515+'],[' 1262'],"[' 601.336s (Solving', ' 596.48s 1st Model', ' 24.58s Unsat', ' 0.00s)']",[' 600.250s'], ,[' 136405583'],"[' 20265622 (Analyzed', ' 20075332)']","[' 36573    (Average', ' 548.91 Last', ' 253754)']",[' 2454.7  '],"[' 1262     (Average Length', ' 686.14 Splits', ' 0)']","[' 20075332 (Deleted', ' 19868930)']","[' 166      (Ratio', '   0.00%)']","[' 17873    (Ratio', '   0.09%)']","[' 20075332 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20075332 (Average', '  6.65 Max', ' 2853 Sum', ' 133553879)']","[' 20074788 (Average', '  6.63 Max', ' 2422 Sum', ' 133170004 Ratio', '  99.71%)']","[' 544      (Average', ' 705.65 Max', ' 874 Sum', ' 383875 Ratio', '   0.29%)']", ,[' 80212   '],[' 4450    '],[' 73858   '],[' 31489   '],"[' 87924    (Atom=Atom', ' 23761 Body=Body', ' 15460 Other', ' 48703)']",[' Yes'],"[' 5942     (Eliminated', '    0 Frozen', ' 5942)']","[' 3048     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.10093'],[' 0'], ,[' 383.502'],[' 0'],[' 14.2024'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.76316e+08'],[' 2.73291e+08'],[' 0'],[' 2.4049e+10'],[' 0'],[' 0'],[' 1052 '],[' 1829 '],[' 2513 '],[' 3124 '],[' 4 '],[' 0 ']
Solving...,TA58, , ,[' 1'],[' 2707+'],[' 1358'],"[' 601.352s (Solving', ' 596.15s 1st Model', ' 7.56s Unsat', ' 0.00s)']",[' 600.359s'], ,[' 112037829'],"[' 26817757 (Analyzed', ' 26625200)']","[' 50065    (Average', ' 531.81 Last', ' 44051)']",[' 2673.0  '],"[' 1358     (Average Length', ' 732.01 Splits', ' 0)']","[' 26625200 (Deleted', ' 26345906)']","[' 121      (Ratio', '   0.00%)']","[' 13725    (Ratio', '   0.05%)']","[' 26625200 (Average Length', '   14.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 26625200 (Average', '  4.08 Max', ' 3433 Sum', ' 108685793)']","[' 26624681 (Average', '  4.07 Max', ' 2907 Sum', ' 108298903 Ratio', '  99.64%)']","[' 519      (Average', ' 745.45 Max', ' 935 Sum', ' 386890 Ratio', '   0.36%)']", ,[' 80717   '],[' 4474    '],[' 74413   '],[' 31791   '],"[' 88519    (Atom=Atom', ' 23953 Body=Body', ' 15532 Other', ' 49034)']",[' Yes'],"[' 6058     (Eliminated', '    0 Frozen', ' 6058)']","[' 2115     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.21299'],[' 0'], ,[' 382.602'],[' 0'],[' 11.2557'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.69839e+08'],[' 1.77411e+08'],[' 0'],[' 2.58629e+10'],[' 0'],[' 0'],[' 960 '],[' 1674 '],[' 2526 '],[' 3170 '],[' 4 '],[' 0 ']
Solving...,TA59, , ,[' 1'],[' 2653+'],[' 1331'],"[' 601.445s (Solving', ' 596.39s 1st Model', ' 37.23s Unsat', ' 0.00s)']",[' 599.984s'], ,[' 114677608'],"[' 21982477 (Analyzed', ' 21840396)']","[' 40911    (Average', ' 533.85 Last', ' 371003)']",[' 2442.3  '],"[' 1331     (Average Length', ' 726.89 Splits', ' 0)']","[' 21840396 (Deleted', ' 21574994)']","[' 154      (Ratio', '   0.00%)']","[' 15423    (Ratio', '   0.07%)']","[' 21840396 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21840396 (Average', '  5.12 Max', ' 2867 Sum', ' 111920229)']","[' 21839926 (Average', '  5.11 Max', ' 2867 Sum', ' 111558778 Ratio', '  99.68%)']","[' 470      (Average', ' 769.04 Max', ' 950 Sum', ' 361451 Ratio', '   0.32%)']", ,[' 80294   '],[' 4393    '],[' 73932   '],[' 31472   '],"[' 87208    (Atom=Atom', ' 23602 Body=Body', ' 15289 Other', ' 48317)']",[' Yes'],"[' 5987     (Eliminated', '    0 Frozen', ' 5987)']","[' 2807     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.13295'],[' 0'], ,[' 396.107'],[' 0'],[' 13.6211'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.10705e+08'],[' 2.13736e+08'],[' 0'],[' 2.62955e+10'],[' 0'],[' 0'],[' 819 '],[' 1461 '],[' 2232 '],[' 2897 '],[' 4 '],[' 0 ']
Solving...,TA60, , ,[' 1'],[' 2811+'],[' 1410'],"[' 601.415s (Solving', ' 596.13s 1st Model', ' 19.11s Unsat', ' 0.00s)']",[' 600.391s'], ,[' 141756655'],"[' 18652227 (Analyzed', ' 18492714)']","[' 34811    (Average', ' 531.23 Last', ' 245706)']",[' 2397.8  '],"[' 1410     (Average Length', ' 743.41 Splits', ' 0)']","[' 18492714 (Deleted', ' 18295259)']","[' 266      (Ratio', '   0.00%)']","[' 19786    (Ratio', '   0.11%)']","[' 18492714 (Average Length', '   14.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18492714 (Average', '  7.51 Max', ' 3008 Sum', ' 138919444)']","[' 18492155 (Average', '  7.49 Max', ' 2805 Sum', ' 138459939 Ratio', '  99.67%)']","[' 559      (Average', ' 822.01 Max', ' 973 Sum', ' 459505 Ratio', '   0.33%)']", ,[' 80872   '],[' 4450    '],[' 74433   '],[' 31883   '],"[' 88350    (Atom=Atom', ' 23909 Body=Body', ' 15460 Other', ' 48981)']",[' Yes'],"[' 6050     (Eliminated', '    0 Frozen', ' 6050)']","[' 3253     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.18694'],[' 0'], ,[' 384.672'],[' 0'],[' 14.3535'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.0393e+08'],[' 2.93469e+08'],[' 0'],[' 2.57575e+10'],[' 0'],[' 0'],[' 887 '],[' 1728 '],[' 2378 '],[' 2962 '],[' 4 '],[' 0 ']
