Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, ,[' 1'],[' 1411+'],[' 713'],"[' 274.583s (Solving', ' 271.55s 1st Model', ' 1.64s Unsat', ' 124.77s)']",[' 274.078s'], ,[' 6994567 '],"[' 3851903  (Analyzed', ' 3734861)']","[' 8549     (Average', ' 436.88 Last', ' 12186)']",[' 1640.5  '],"[' 713      (Average Length', ' 331.71 Splits', ' 0)']","[' 3734861  (Deleted', ' 3674746)']","[' 52       (Ratio', '   0.00%)']","[' 1161     (Ratio', '   0.03%)']","[' 3734861  (Average Length', '   10.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3734861  (Average', '  1.58 Max', ' 2264 Sum', ' 5890673)']","[' 3734735  (Average', '  1.57 Max', ' 2264 Sum', ' 5859580 Ratio', '  99.47%)']","[' 126      (Average', ' 246.77 Max', ' 582 Sum', '  31093 Ratio', '   0.53%)']", ,[' 75179   '],[' 3226    '],[' 75080   '],[' 42723   '],"[' 128165   (Atom=Atom', ' 40245 Body=Body', ' 22301 Other', ' 65619)']",[' Yes'],"[' 3877     (Eliminated', '    0 Frozen', ' 3877)']","[' 55       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.707039'],[' 0'], ,[' 244.036'],[' 0'],[' 3.42361'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.71099e+07'],[' 1.75738e+07'],[' 0'],[' 4.48697e+10'],[' 0'],[' 0'],[' 615 '],[' 1077 '],[' 1534 '],[' 2056 '],[' 2493 '],[' 2940 '],[' 3261 '],[' 1 '],[' 6 ']
Solving...,TA52, , ,[' 1495'],[' 755'],"[' 374.121s (Solving', ' 370.72s 1st Model', ' 1.88s Unsat', ' 82.25s)']",[' 373.578s'], ,[' 19214366'],"[' 11918395 (Analyzed', ' 11877343)']","[' 23322    (Average', ' 509.28 Last', ' 2165)']",[' 1665.6  '],"[' 755      (Average Length', ' 359.05 Splits', ' 0)']","[' 11877343 (Deleted', ' 11686200)']","[' 67       (Ratio', '   0.00%)']","[' 1838     (Ratio', '   0.02%)']","[' 11877343 (Average Length', '   10.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11877343 (Average', '  1.51 Max', ' 2147 Sum', ' 17981657)']","[' 11877138 (Average', '  1.51 Max', ' 2147 Sum', ' 17925148 Ratio', '  99.69%)']","[' 205      (Average', ' 275.65 Max', ' 610 Sum', '  56509 Ratio', '   0.31%)']", ,[' 75012   '],[' 3250    '],[' 74969   '],[' 42465   '],"[' 127391   (Atom=Atom', ' 39963 Body=Body', ' 22325 Other', ' 65103)']",[' Yes'],"[' 3957     (Eliminated', '    0 Frozen', ' 3957)']","[' 269      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.770251'],[' 0'], ,[' 296.457'],[' 0'],[' 5.06601'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.37341e+07'],[' 3.48238e+07'],[' 0'],[' 4.56585e+10'],[' 0'],[' 0'],[' 703 '],[' 1138 '],[' 1690 '],[' 2146 '],[' 2576 '],[' 3071 '],[' 3371 '],[' 2 '],[' 5 ']
Solving...,TA53, , ,[' 1517'],[' 766'],"[' 10.947s (Solving', ' 7.56s 1st Model', ' 1.89s Unsat', ' 1.97s)']",[' 10.844s'], ,[' 2216944 '],"[' 80834    (Analyzed', ' 35984)']","[' 303      (Average', ' 118.76 Last', ' 535)']",[' 1675.6  '],"[' 766      (Average Length', ' 364.78 Splits', ' 0)']","[' 35984    (Deleted', ' 31212)']","[' 74       (Ratio', '   0.21%)']","[' 733      (Ratio', '   2.04%)']","[' 35984    (Average Length', '    7.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 35984    (Average', ' 33.33 Max', ' 2287 Sum', ' 1199380)']","[' 35855    (Average', ' 32.69 Max', ' 2287 Sum', ' 1176344 Ratio', '  98.08%)']","[' 129      (Average', ' 178.57 Max', ' 625 Sum', '  23036 Ratio', '   1.92%)']", ,[' 74891   '],[' 3179    '],[' 74859   '],[' 42277   '],"[' 126827   (Atom=Atom', ' 39846 Body=Body', ' 22254 Other', ' 64727)']",[' Yes'],"[' 3897     (Eliminated', '    0 Frozen', ' 3897)']","[' 15       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.776949'],[' 0'], ,[' 3.78717'],[' 0'],[' 0.132666'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.32959e+07'],[' 1.25941e+07'],[' 0'],[' 4.10062e+08'],[' 0'],[' 0'],[' 596 '],[' 1003 '],[' 1501 '],[' 1874 '],[' 2287 '],[' 2739 '],[' 3088 '],[' 0 '],[' 7 ']
Solving...,TA54, , ,[' 1503'],[' 759'],"[' 16.057s (Solving', ' 12.61s 1st Model', ' 1.72s Unsat', ' 0.99s)']",[' 15.938s'], ,[' 2229653 '],"[' 745306   (Analyzed', ' 32814)']","[' 825      (Average', ' 39.77 Last', ' 203)']",[' 1742.3  '],"[' 759      (Average Length', ' 360.25 Splits', ' 0)']","[' 32814    (Deleted', ' 25587)']","[' 66       (Ratio', '   0.20%)']","[' 701      (Ratio', '   2.14%)']","[' 32814    (Average Length', '    8.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 32814    (Average', ' 14.43 Max', ' 933 Sum', ' 473367)']","[' 32747    (Average', ' 14.36 Max', ' 685 Sum', ' 471348 Ratio', '  99.57%)']","[' 67       (Average', ' 30.13 Max', ' 524 Sum', '   2019 Ratio', '   0.43%)']", ,[' 75276   '],[' 3222    '],[' 75237   '],[' 42975   '],"[' 128921   (Atom=Atom', ' 40501 Body=Body', ' 22297 Other', ' 66123)']",[' Yes'],"[' 3933     (Eliminated', '    0 Frozen', ' 3933)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.781311'],[' 0'], ,[' 8.54311'],[' 0'],[' 0.140625'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.37748e+07'],[' 1.24075e+07'],[' 0'],[' 9.28484e+08'],[' 0'],[' 0'],[' 656 '],[' 1082 '],[' 1517 '],[' 1942 '],[' 2375 '],[' 2849 '],[' 3160 '],[' 0 '],[' 7 ']
Solving...,TA55, , ,[' 1569'],[' 792'],"[' 27.268s (Solving', ' 24.14s 1st Model', ' 1.71s Unsat', ' 18.70s)']",[' 27.188s'], ,[' 4410962 '],"[' 1680118  (Analyzed', ' 1638218)']","[' 3943     (Average', ' 415.48 Last', ' 567)']",[' 1577.2  '],"[' 792      (Average Length', ' 376.10 Splits', ' 0)']","[' 1638218  (Deleted', ' 1608682)']","[' 74       (Ratio', '   0.00%)']","[' 1220     (Ratio', '   0.07%)']","[' 1638218  (Average Length', '   10.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1638218  (Average', '  2.08 Max', ' 2223 Sum', ' 3403104)']","[' 1638087  (Average', '  2.07 Max', ' 2223 Sum', ' 3388423 Ratio', '  99.57%)']","[' 131      (Average', ' 112.07 Max', ' 448 Sum', '  14681 Ratio', '   0.43%)']", ,[' 74701   '],[' 3193    '],[' 74693   '],[' 42277   '],"[' 126827   (Atom=Atom', ' 39832 Body=Body', ' 22268 Other', ' 64727)']",[' Yes'],"[' 3935     (Eliminated', '    0 Frozen', ' 3935)']","[' 28       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.72343'],[' 0'], ,[' 12.5732'],[' 0'],[' 0.440924'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.86162e+07'],[' 1.42209e+07'],[' 0'],[' 1.00112e+09'],[' 0'],[' 0'],[' 564 '],[' 1021 '],[' 1444 '],[' 2006 '],[' 2479 '],[' 2979 '],[' 3310 '],[' 0 '],[' 7 ']
Solving...,TA56, , ,[' 1451'],[' 733'],"[' 18.971s (Solving', ' 15.74s 1st Model', ' 1.65s Unsat', ' 10.41s)']",[' 18.797s'], ,[' 2206358 '],"[' 212366   (Analyzed', ' 165493)']","[' 751      (Average', ' 220.36 Last', ' 1457)']",[' 1689.8  '],"[' 733      (Average Length', ' 345.99 Splits', ' 0)']","[' 165493   (Deleted', ' 156651)']","[' 72       (Ratio', '   0.04%)']","[' 997      (Ratio', '   0.60%)']","[' 165493   (Average Length', '    9.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 165493   (Average', '  7.22 Max', ' 2251 Sum', ' 1195394)']","[' 165379   (Average', '  7.12 Max', ' 2251 Sum', ' 1179132 Ratio', '  98.64%)']","[' 114      (Average', ' 142.65 Max', ' 582 Sum', '  16262 Ratio', '   1.36%)']", ,[' 74663   '],[' 3173    '],[' 74592   '],[' 42334   '],"[' 126998   (Atom=Atom', ' 39909 Body=Body', ' 22248 Other', ' 64841)']",[' Yes'],"[' 3852     (Eliminated', '    0 Frozen', ' 3852)']","[' 14       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.742745'],[' 0'], ,[' 11.3441'],[' 0'],[' 0.232175'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.3255e+07'],[' 1.22649e+07'],[' 0'],[' 1.82877e+09'],[' 0'],[' 0'],[' 644 '],[' 1037 '],[' 1601 '],[' 2058 '],[' 2420 '],[' 2797 '],[' 3158 '],[' 0 '],[' 7 ']
Solving...,TA57, , ,[' 1323'],[' 669'],"[' 167.543s (Solving', ' 164.68s 1st Model', ' 1.59s Unsat', ' 17.56s)']",[' 167.234s'], ,[' 7515006 '],"[' 3447557  (Analyzed', ' 3334443)']","[' 7585     (Average', ' 439.61 Last', ' 12915)']",[' 1585.4  '],"[' 669      (Average Length', ' 325.55 Splits', ' 0)']","[' 3334443  (Deleted', ' 3275405)']","[' 65       (Ratio', '   0.00%)']","[' 1579     (Ratio', '   0.05%)']","[' 3334443  (Average Length', '   11.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3334443  (Average', '  1.95 Max', ' 2176 Sum', ' 6500035)']","[' 3334280  (Average', '  1.94 Max', ' 2176 Sum', ' 6471500 Ratio', '  99.56%)']","[' 163      (Average', ' 175.06 Max', ' 382 Sum', '  28535 Ratio', '   0.44%)']", ,[' 74753   '],[' 3218    '],[' 74652   '],[' 42189   '],"[' 126563   (Atom=Atom', ' 39719 Body=Body', ' 22293 Other', ' 64551)']",[' Yes'],"[' 3867     (Eliminated', '    0 Frozen', ' 3867)']","[' 116      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.659875'],[' 0'], ,[' 141.113'],[' 0'],[' 2.57761'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.81937e+07'],[' 1.88824e+07'],[' 0'],[' 2.16278e+10'],[' 0'],[' 0'],[' 713 '],[' 1219 '],[' 1637 '],[' 2357 '],[' 2763 '],[' 3212 '],[' 3544 '],[' 1 '],[' 6 ']
Solving...,TA58, , ,[' 1615'],[' 815'],"[' 58.504s (Solving', ' 55.01s 1st Model', ' 2.01s Unsat', ' 49.38s)']",[' 58.188s'], ,[' 8486270 '],"[' 4222029  (Analyzed', ' 4185194)']","[' 8672     (Average', ' 482.61 Last', ' 84297)']",[' 1624.2  '],"[' 815      (Average Length', ' 385.31 Splits', ' 0)']","[' 4185194  (Deleted', ' 4107019)']","[' 78       (Ratio', '   0.00%)']","[' 1204     (Ratio', '   0.03%)']","[' 4185194  (Average Length', '   10.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4185194  (Average', '  1.76 Max', ' 2210 Sum', ' 7359971)']","[' 4185048  (Average', '  1.75 Max', ' 2210 Sum', ' 7344648 Ratio', '  99.79%)']","[' 146      (Average', ' 104.95 Max', ' 679 Sum', '  15323 Ratio', '   0.21%)']", ,[' 74836   '],[' 3226    '],[' 74840   '],[' 42307   '],"[' 126917   (Atom=Atom', ' 39829 Body=Body', ' 22301 Other', ' 64787)']",[' Yes'],"[' 3980     (Eliminated', '    0 Frozen', ' 3980)']","[' 101      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.768707'],[' 0'], ,[' 28.0898'],[' 0'],[' 0.868052'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.03783e+07'],[' 1.943e+07'],[' 0'],[' 2.4965e+09'],[' 0'],[' 0'],[' 589 '],[' 1027 '],[' 1492 '],[' 2029 '],[' 2482 '],[' 2929 '],[' 3329 '],[' 0 '],[' 7 ']
Solving...,TA59, , ,[' 1545'],[' 780'],"[' 11.774s (Solving', ' 8.37s 1st Model', ' 2.38s Unsat', ' 2.20s)']",[' 11.672s'], ,[' 2391772 '],"[' 156116   (Analyzed', ' 119095)']","[' 576      (Average', ' 206.76 Last', ' 2857)']",[' 1655.7  '],"[' 780      (Average Length', ' 367.89 Splits', ' 0)']","[' 119095   (Deleted', ' 98596)']","[' 70       (Ratio', '   0.06%)']","[' 1077     (Ratio', '   0.90%)']","[' 119095   (Average Length', '    9.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 119095   (Average', ' 11.44 Max', ' 2206 Sum', ' 1362649)']","[' 118986   (Average', ' 11.38 Max', ' 2206 Sum', ' 1354906 Ratio', '  99.43%)']","[' 109      (Average', ' 71.04 Max', ' 300 Sum', '   7743 Ratio', '   0.57%)']", ,[' 74588   '],[' 3158    '],[' 74562   '],[' 42078   '],"[' 126230   (Atom=Atom', ' 39668 Body=Body', ' 22233 Other', ' 64329)']",[' Yes'],"[' 3882     (Eliminated', '    0 Frozen', ' 3882)']","[' 23       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.79553'],[' 0'], ,[' 3.90549'],[' 0'],[' 0.153397'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.40541e+07'],[' 1.31069e+07'],[' 0'],[' 3.16765e+08'],[' 0'],[' 0'],[' 575 '],[' 987 '],[' 1461 '],[' 1870 '],[' 2325 '],[' 2755 '],[' 3100 '],[' 0 '],[' 7 ']
Solving...,TA60, , ,[' 1293'],[' 654'],"[' 189.610s (Solving', ' 186.68s 1st Model', ' 1.75s Unsat', ' 39.68s)']",[' 189.391s'], ,[' 9409585 '],"[' 4527486  (Analyzed', ' 4477316)']","[' 9827     (Average', ' 455.61 Last', ' 5413)']",[' 1585.8  '],"[' 654      (Average Length', ' 311.47 Splits', ' 0)']","[' 4477316  (Deleted', ' 4383783)']","[' 80       (Ratio', '   0.00%)']","[' 1580     (Ratio', '   0.04%)']","[' 4477316  (Average Length', '   10.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4477316  (Average', '  1.89 Max', ' 2252 Sum', ' 8440859)']","[' 4477165  (Average', '  1.88 Max', ' 2252 Sum', ' 8416252 Ratio', '  99.71%)']","[' 151      (Average', ' 162.96 Max', ' 510 Sum', '  24607 Ratio', '   0.29%)']", ,[' 75170   '],[' 3228    '],[' 75043   '],[' 42642   '],"[' 127922   (Atom=Atom', ' 40162 Body=Body', ' 22303 Other', ' 65457)']",[' Yes'],"[' 3851     (Eliminated', '    0 Frozen', ' 3851)']","[' 98       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.644538'],[' 0'], ,[' 155.264'],[' 0'],[' 2.66372'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.44025e+07'],[' 2.19798e+07'],[' 0'],[' 2.17271e+10'],[' 0'],[' 0'],[' 683 '],[' 1130 '],[' 1687 '],[' 2172 '],[' 2744 '],[' 3181 '],[' 3527 '],[' 1 '],[' 6 ']
