Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 11299+'],[' 5656'],"[' 1024.510s (Solving', ' 937.26s 1st Model', ' 610.94s Unsat', ' 0.00s)']",[' 1021.172s'], ,[' 566259777'],"[' 6257021  (Analyzed', ' 5777357)']","[' 13943    (Average', ' 414.36 Last', ' 75669)']",[' 10291.2 '],"[' 5656     (Average Length', ' 2502.59 Splits', ' 0)']","[' 5777357  (Deleted', ' 5624813)']","[' 156      (Ratio', '   0.00%)']","[' 91324    (Ratio', '   1.58%)']","[' 5777357  (Average Length', '   19.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5777357  (Average', ' 91.55 Max', ' 12266 Sum', ' 528900617)']","[' 5774264  (Average', ' 90.21 Max', ' 12266 Sum', ' 521197537 Ratio', '  98.54%)']","[' 3093     (Average', ' 2490.49 Max', ' 3969 Sum', ' 7703080 Ratio', '   1.46%)']", ,[' 372835  '],[' 24671   '],[' 365468  '],[' 160084  '],"[' 464078   (Atom=Atom', ' 131492 Body=Body', ' 89913 Other', ' 242673)']",[' Yes'],"[' 29072    (Eliminated', '    0 Frozen', ' 29072)']","[' 16818    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.5501'],[' 0'], ,[' 356.248'],[' 0'],[' 34.6401'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.27255e+09'],[' 1.13715e+09'],[' 0'],[' 1.2439e+10'],[' 0'],[' 0'],[' 1358 '],[' 2481 '],[' 3470 '],[' 4446 '],[' 5448 '],[' 6292 '],[' 6 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 13455+'],[' 6734'],"[' 1027.336s (Solving', ' 925.65s 1st Model', ' 524.61s Unsat', ' 0.00s)']",[' 1024.375s'], ,[' 552996817'],"[' 4506876  (Analyzed', ' 4008971)']","[' 11191    (Average', ' 358.23 Last', ' 177025)']",[' 10545.9 '],"[' 6734     (Average Length', ' 2936.23 Splits', ' 0)']","[' 4008971  (Deleted', ' 3873190)']","[' 178      (Ratio', '   0.00%)']","[' 88204    (Ratio', '   2.20%)']","[' 4008971  (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4008971  (Average', ' 127.18 Max', ' 12288 Sum', ' 509851235)']","[' 4006045  (Average', ' 124.94 Max', ' 12288 Sum', ' 500864498 Ratio', '  98.24%)']","[' 2926     (Average', ' 3071.34 Max', ' 4699 Sum', ' 8986737 Ratio', '   1.76%)']", ,[' 371787  '],[' 24487   '],[' 365234  '],[' 159831  '],"[' 465345   (Atom=Atom', ' 132070 Body=Body', ' 89569 Other', ' 243706)']",[' Yes'],"[' 29658    (Eliminated', '    0 Frozen', ' 29658)']","[' 16039    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.38'],[' 0'], ,[' 335.749'],[' 0'],[' 34.2328'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.27442e+09'],[' 1.13653e+09'],[' 0'],[' 1.01549e+10'],[' 0'],[' 0'],[' 1122 '],[' 2063 '],[' 2969 '],[' 3944 '],[' 4883 '],[' 5740 '],[' 6 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 12779+'],[' 6396'],"[' 1028.959s (Solving', ' 921.55s 1st Model', ' 486.21s Unsat', ' 0.00s)']",[' 1024.359s'], ,[' 529433530'],"[' 5663234  (Analyzed', ' 5039501)']","[' 12988    (Average', ' 388.01 Last', ' 64013)']",[' 11100.8 '],"[' 6396     (Average Length', ' 2778.32 Splits', ' 0)']","[' 5039501  (Deleted', ' 4897868)']","[' 160      (Ratio', '   0.00%)']","[' 80786    (Ratio', '   1.60%)']","[' 5039501  (Average Length', '   19.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5039501  (Average', ' 95.73 Max', ' 12906 Sum', ' 482439766)']","[' 5036705  (Average', ' 94.28 Max', ' 12906 Sum', ' 475127834 Ratio', '  98.48%)']","[' 2796     (Average', ' 2615.14 Max', ' 4219 Sum', ' 7311932 Ratio', '   1.52%)']", ,[' 373114  '],[' 24632   '],[' 366264  '],[' 160541  '],"[' 465440   (Atom=Atom', ' 132044 Body=Body', ' 89755 Other', ' 243641)']",[' Yes'],"[' 29508    (Eliminated', '    0 Frozen', ' 29508)']","[' 14557    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 19.5442'],[' 0'], ,[' 351.933'],[' 0'],[' 33.8273'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.14194e+09'],[' 1.01838e+09'],[' 0'],[' 1.11942e+10'],[' 0'],[' 0'],[' 1399 '],[' 2384 '],[' 3333 '],[' 4409 '],[' 5399 '],[' 6221 '],[' 6 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 13711+'],[' 6862'],"[' 1029.206s (Solving', ' 924.01s 1st Model', ' 576.24s Unsat', ' 0.00s)']",[' 1025.844s'], ,[' 549488315'],"[' 4378114  (Analyzed', ' 3929212)']","[' 11016    (Average', ' 356.68 Last', ' 141511)']",[' 10613.2 '],"[' 6862     (Average Length', ' 2947.37 Splits', ' 0)']","[' 3929212  (Deleted', ' 3792780)']","[' 132      (Ratio', '   0.00%)']","[' 86620    (Ratio', '   2.20%)']","[' 3929212  (Average Length', '   18.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3929212  (Average', ' 128.24 Max', ' 12313 Sum', ' 503889490)']","[' 3926485  (Average', ' 126.25 Max', ' 12313 Sum', ' 496072584 Ratio', '  98.45%)']","[' 2727     (Average', ' 2866.49 Max', ' 4589 Sum', ' 7816906 Ratio', '   1.55%)']", ,[' 373262  '],[' 24620   '],[' 366584  '],[' 160966  '],"[' 465759   (Atom=Atom', ' 132198 Body=Body', ' 89571 Other', ' 243990)']",[' Yes'],"[' 29617    (Eliminated', '    0 Frozen', ' 29617)']","[' 15333    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.8174'],[' 0'], ,[' 339.425'],[' 0'],[' 34.08'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.24907e+09'],[' 1.11647e+09'],[' 0'],[' 1.06269e+10'],[' 0'],[' 0'],[' 1224 '],[' 2101 '],[' 3095 '],[' 4060 '],[' 5037 '],[' 5888 '],[' 6 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 12495+'],[' 6254'],"[' 1026.832s (Solving', ' 928.69s 1st Model', ' 564.79s Unsat', ' 0.00s)']",[' 1021.734s'], ,[' 545706091'],"[' 3378947  (Analyzed', ' 2817113)']","[' 9153     (Average', ' 307.78 Last', ' 89615)']",[' 10284.6 '],"[' 6254     (Average Length', ' 2741.06 Splits', ' 0)']","[' 2817113  (Deleted', ' 2691728)']","[' 177      (Ratio', '   0.01%)']","[' 90387    (Ratio', '   3.21%)']","[' 2817113  (Average Length', '   19.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2817113  (Average', ' 179.60 Max', ' 12380 Sum', ' 505961853)']","[' 2814191  (Average', ' 176.63 Max', ' 12380 Sum', ' 497596498 Ratio', '  98.35%)']","[' 2922     (Average', ' 2862.89 Max', ' 4428 Sum', ' 8365355 Ratio', '   1.65%)']", ,[' 373439  '],[' 24685   '],[' 366521  '],[' 160808  '],"[' 466113   (Atom=Atom', ' 132157 Body=Body', ' 89960 Other', ' 243996)']",[' Yes'],"[' 29458    (Eliminated', '    0 Frozen', ' 29458)']","[' 16508    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.4391'],[' 0'], ,[' 327.979'],[' 0'],[' 34.3731'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.31313e+09'],[' 1.17676e+09'],[' 0'],[' 9.76755e+09'],[' 0'],[' 0'],[' 1246 '],[' 2251 '],[' 3208 '],[' 4175 '],[' 5146 '],[' 5956 '],[' 6 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 12595+'],[' 6304'],"[' 1029.100s (Solving', ' 926.84s 1st Model', ' 602.48s Unsat', ' 0.00s)']",[' 1023.797s'], ,[' 531367829'],"[' 4960594  (Analyzed', ' 4511871)']","[' 12413    (Average', ' 363.48 Last', ' 89277)']",[' 10779.4 '],"[' 6304     (Average Length', ' 2748.94 Splits', ' 0)']","[' 4511871  (Deleted', ' 4374846)']","[' 164      (Ratio', '   0.00%)']","[' 84335    (Ratio', '   1.87%)']","[' 4511871  (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4511871  (Average', ' 108.11 Max', ' 12515 Sum', ' 487775985)']","[' 4508926  (Average', ' 106.36 Max', ' 12515 Sum', ' 479871063 Ratio', '  98.38%)']","[' 2945     (Average', ' 2684.18 Max', ' 4236 Sum', ' 7904922 Ratio', '   1.62%)']", ,[' 372076  '],[' 24547   '],[' 365209  '],[' 159921  '],"[' 463771   (Atom=Atom', ' 131593 Body=Body', ' 89516 Other', ' 242662)']",[' Yes'],"[' 29347    (Eliminated', '    0 Frozen', ' 29347)']","[' 15456    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.1319'],[' 0'], ,[' 344.26'],[' 0'],[' 34.5794'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.19121e+09'],[' 1.06649e+09'],[' 0'],[' 1.0169e+10'],[' 0'],[' 0'],[' 1144 '],[' 2185 '],[' 3107 '],[' 4078 '],[' 5022 '],[' 5924 '],[' 6 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 14217+'],[' 7115'],"[' 1031.111s (Solving', ' 914.89s 1st Model', ' 549.72s Unsat', ' 0.00s)']",[' 1025.188s'], ,[' 509610087'],"[' 6804067  (Analyzed', ' 6214937)']","[' 14318    (Average', ' 434.06 Last', ' 59047)']",[' 11338.5 '],"[' 7115     (Average Length', ' 3075.06 Splits', ' 0)']","[' 6214937  (Deleted', ' 6079250)']","[' 88       (Ratio', '   0.00%)']","[' 72428    (Ratio', '   1.17%)']","[' 6214937  (Average Length', '   19.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6214937  (Average', ' 73.87 Max', ' 13472 Sum', ' 459097315)']","[' 6211937  (Average', ' 72.37 Max', ' 13472 Sum', ' 449784689 Ratio', '  97.97%)']","[' 3000     (Average', ' 3104.21 Max', ' 4930 Sum', ' 9312626 Ratio', '   2.03%)']", ,[' 372467  '],[' 24503   '],[' 366135  '],[' 160393  '],"[' 465914   (Atom=Atom', ' 132295 Body=Body', ' 89423 Other', ' 244196)']",[' Yes'],"[' 29837    (Eliminated', '    0 Frozen', ' 29837)']","[' 12795    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 21.0189'],[' 0'], ,[' 348.644'],[' 0'],[' 33.7244'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.05354e+09'],[' 9.41371e+08'],[' 0'],[' 1.05323e+10'],[' 0'],[' 0'],[' 1374 '],[' 2230 '],[' 3210 '],[' 4160 '],[' 5167 '],[' 6025 '],[' 6 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 12595+'],[' 6304'],"[' 1034.756s (Solving', ' 909.13s 1st Model', ' 481.10s Unsat', ' 0.00s)']",[' 1024.172s'], ,[' 430853629'],"[' 4406723  (Analyzed', ' 3940342)']","[' 10637    (Average', ' 370.44 Last', ' 36746)']",[' 10925.2 '],"[' 6304     (Average Length', ' 2790.27 Splits', ' 0)']","[' 3940342  (Deleted', ' 3823394)']","[' 132      (Ratio', '   0.00%)']","[' 66337    (Ratio', '   1.68%)']","[' 3940342  (Average Length', '   21.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3940342  (Average', ' 97.83 Max', ' 14424 Sum', ' 385496680)']","[' 3937691  (Average', ' 96.12 Max', ' 14424 Sum', ' 378739666 Ratio', '  98.25%)']","[' 2651     (Average', ' 2548.85 Max', ' 4592 Sum', ' 6757014 Ratio', '   1.75%)']", ,[' 372427  '],[' 24583   '],[' 365612  '],[' 160083  '],"[' 465262   (Atom=Atom', ' 131978 Body=Body', ' 89795 Other', ' 243489)']",[' Yes'],"[' 29456    (Eliminated', '    0 Frozen', ' 29456)']","[' 11664    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 21.9906'],[' 0'], ,[' 343.532'],[' 0'],[' 34.6355'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.65548e+08'],[' 7.69619e+08'],[' 0'],[' 8.22535e+09'],[' 0'],[' 0'],[' 1306 '],[' 2299 '],[' 3248 '],[' 4308 '],[' 5260 '],[' 6141 '],[' 6 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 13697+'],[' 6855'],"[' 1032.876s (Solving', ' 914.11s 1st Model', ' 584.00s Unsat', ' 0.00s)']",[' 1025.750s'], ,[' 503232704'],"[' 3449482  (Analyzed', ' 2805945)']","[' 9350     (Average', ' 300.10 Last', ' 55074)']",[' 11221.2 '],"[' 6855     (Average Length', ' 2959.44 Splits', ' 0)']","[' 2805945  (Deleted', ' 2686398)']","[' 116      (Ratio', '   0.00%)']","[' 77826    (Ratio', '   2.77%)']","[' 2805945  (Average Length', '   20.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2805945  (Average', ' 161.78 Max', ' 13344 Sum', ' 453934426)']","[' 2803057  (Average', ' 158.81 Max', ' 13344 Sum', ' 445618129 Ratio', '  98.17%)']","[' 2888     (Average', ' 2879.60 Max', ' 4581 Sum', ' 8316297 Ratio', '   1.83%)']", ,[' 374127  '],[' 24716   '],[' 367605  '],[' 161539  '],"[' 467991   (Atom=Atom', ' 132791 Body=Body', ' 89979 Other', ' 245221)']",[' Yes'],"[' 29867    (Eliminated', '    0 Frozen', ' 29867)']","[' 13626    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 21.1175'],[' 0'], ,[' 326.209'],[' 0'],[' 34.1282'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.06076e+09'],[' 9.54544e+08'],[' 0'],[' 8.2946e+09'],[' 0'],[' 0'],[' 1217 '],[' 2126 '],[' 3134 '],[' 4138 '],[' 5098 '],[' 5940 '],[' 6 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 13329+'],[' 6671'],"[' 1031.105s (Solving', ' 916.49s 1st Model', ' 414.89s Unsat', ' 0.00s)']",[' 1025.891s'], ,[' 490202490'],"[' 3681369  (Analyzed', ' 3207669)']","[' 9873     (Average', ' 324.89 Last', ' 37448)']",[' 11096.4 '],"[' 6671     (Average Length', ' 2860.32 Splits', ' 0)']","[' 3207669  (Deleted', ' 3087206)']","[' 162      (Ratio', '   0.01%)']","[' 78125    (Ratio', '   2.44%)']","[' 3207669  (Average Length', '   21.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3207669  (Average', ' 138.31 Max', ' 13040 Sum', ' 443642043)']","[' 3204528  (Average', ' 135.44 Max', ' 13040 Sum', ' 434434416 Ratio', '  97.92%)']","[' 3141     (Average', ' 2931.43 Max', ' 4315 Sum', ' 9207627 Ratio', '   2.08%)']", ,[' 373637  '],[' 24694   '],[' 366872  '],[' 161059  '],"[' 467107   (Atom=Atom', ' 132563 Body=Body', ' 89983 Other', ' 244561)']",[' Yes'],"[' 29648    (Eliminated', '    0 Frozen', ' 29648)']","[' 14959    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 20.7465'],[' 0'], ,[' 341.779'],[' 0'],[' 33.8497'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.07631e+09'],[' 9.56605e+08'],[' 0'],[' 9.35845e+09'],[' 0'],[' 0'],[' 1214 '],[' 2219 '],[' 3151 '],[' 4080 '],[' 5061 '],[' 5913 '],[' 6 '],[' 0 ']
