Optimal Found Or Timeout,Instances,Solving...,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51_Clus(1), , , , ,[' 1'],[' 4943+'],[' 2475'],"[' 603.295s (Solving', ' 589.67s 1st Model', ' 510.50s Unsat', ' 0.00s)']",[' 599.938s'], ,[' 149171006'],"[' 9476434  (Analyzed', ' 8517393)']","[' 21025    (Average', ' 405.11 Last', ' 1985337)']",[' 4344.8  '],"[' 2475     (Average Length', ' 1269.49 Splits', ' 0)']","[' 8517393  (Deleted', ' 8468690)']","[' 645      (Ratio', '   0.01%)']","[' 14083    (Ratio', '   0.17%)']","[' 8517393  (Average Length', '   12.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8517393  (Average', ' 16.50 Max', ' 4446 Sum', ' 140537178)']","[' 8517085  (Average', ' 16.46 Max', ' 4446 Sum', ' 140161482 Ratio', '  99.73%)']","[' 308      (Average', ' 1219.79 Max', ' 1576 Sum', ' 375696 Ratio', '   0.27%)']", ,[' 92618   '],[' 5922    '],[' 87219   '],[' 39373   '],"[' 115805   (Atom=Atom', ' 30387 Body=Body', ' 19779 Other', ' 65639)']",[' Yes'],"[' 8453     (Eliminated', '    0 Frozen', ' 8453)']","[' 1753     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.73837'],[' 0'], ,[' 329.221'],[' 0'],[' 15.0806'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.77861e+08'],[' 3.7964e+08'],[' 0'],[' 1.32851e+10'],[' 0'],[' 0'],[' 1107 '],[' 2188 '],[' 3506 '],[' 3 '],[' 0 ']
Solving...,TA51_Clus(10), , , , ,[' 1'],[' 3949+'],[' 1978'],"[' 602.377s (Solving', ' 592.42s 1st Model', ' 155.72s Unsat', ' 0.00s)']",[' 599.281s'], ,[' 208853888'],"[' 8102204  (Analyzed', ' 7579596)']","[' 16152    (Average', ' 469.27 Last', ' 502597)']",[' 3840.6  '],"[' 1978     (Average Length', ' 1028.74 Splits', ' 0)']","[' 7579596  (Deleted', ' 7507942)']","[' 616      (Ratio', '   0.01%)']","[' 26406    (Ratio', '   0.35%)']","[' 7579596  (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7579596  (Average', ' 26.75 Max', ' 3714 Sum', ' 202765187)']","[' 7579167  (Average', ' 26.69 Max', ' 3714 Sum', ' 202325760 Ratio', '  99.78%)']","[' 429      (Average', ' 1024.31 Max', ' 1221 Sum', ' 439427 Ratio', '   0.22%)']", ,[' 93176   '],[' 6045    '],[' 87173   '],[' 39544   '],"[' 116391   (Atom=Atom', ' 30403 Body=Body', ' 20157 Other', ' 65831)']",[' Yes'],"[' 8123     (Eliminated', '    0 Frozen', ' 8123)']","[' 3796     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.10751'],[' 0'], ,[' 305.7'],[' 0'],[' 16.998'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.61516e+08'],[' 5.53946e+08'],[' 0'],[' 1.42051e+10'],[' 0'],[' 0'],[' 1224 '],[' 2319 '],[' 3568 '],[' 3 '],[' 0 ']
Solving...,TA51_Clus(11), , , , ,[' 1'],[' 3537+'],[' 1772'],"[' 602.246s (Solving', ' 593.73s 1st Model', ' 108.70s Unsat', ' 0.00s)']",[' 600.266s'], ,[' 211541616'],"[' 7595278  (Analyzed', ' 7227711)']","[' 15645    (Average', ' 461.98 Last', ' 446273)']",[' 3571.6  '],"[' 1772     (Average Length', ' 933.80 Splits', ' 0)']","[' 7227711  (Deleted', ' 7142703)']","[' 519      (Ratio', '   0.01%)']","[' 29135    (Ratio', '   0.40%)']","[' 7227711  (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7227711  (Average', ' 28.58 Max', ' 3646 Sum', ' 206541027)']","[' 7227241  (Average', ' 28.51 Max', ' 3646 Sum', ' 206038175 Ratio', '  99.76%)']","[' 470      (Average', ' 1069.90 Max', ' 1192 Sum', ' 502852 Ratio', '   0.24%)']", ,[' 92857   '],[' 6032    '],[' 86675   '],[' 39286   '],"[' 115612   (Atom=Atom', ' 30145 Body=Body', ' 20118 Other', ' 65349)']",[' Yes'],"[' 7931     (Eliminated', '    0 Frozen', ' 7931)']","[' 4360     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.74132'],[' 0'], ,[' 303.625'],[' 0'],[' 17.7878'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.89443e+08'],[' 5.80447e+08'],[' 0'],[' 1.45993e+10'],[' 0'],[' 0'],[' 1104 '],[' 2278 '],[' 3514 '],[' 3 '],[' 0 ']
Solving...,TA51_Clus(12), , , , ,[' 1'],[' 3903+'],[' 1955'],"[' 602.926s (Solving', ' 592.29s 1st Model', ' 185.11s Unsat', ' 0.00s)']",[' 601.313s'], ,[' 166230121'],"[' 8104185  (Analyzed', ' 7694515)']","[' 17051    (Average', ' 451.26 Last', ' 825762)']",[' 3759.4  '],"[' 1955     (Average Length', ' 1022.13 Splits', ' 0)']","[' 7694515  (Deleted', ' 7632823)']","[' 441      (Ratio', '   0.01%)']","[' 23026    (Ratio', '   0.30%)']","[' 7694515  (Average Length', '   18.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7694515  (Average', ' 20.86 Max', ' 3705 Sum', ' 160470480)']","[' 7694067  (Average', ' 20.79 Max', ' 3705 Sum', ' 159996367 Ratio', '  99.70%)']","[' 448      (Average', ' 1058.29 Max', ' 1272 Sum', ' 474113 Ratio', '   0.30%)']", ,[' 93444   '],[' 6087    '],[' 87391   '],[' 39759   '],"[' 117018   (Atom=Atom', ' 30548 Body=Body', ' 20283 Other', ' 66187)']",[' Yes'],"[' 8150     (Eliminated', '    0 Frozen', ' 8150)']","[' 3918     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.24828'],[' 0'], ,[' 327.787'],[' 0'],[' 15.5952'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.72449e+08'],[' 4.76543e+08'],[' 0'],[' 1.66206e+10'],[' 0'],[' 0'],[' 1174 '],[' 2246 '],[' 3682 '],[' 3 '],[' 0 ']
Solving...,TA51_Clus(13), , , , ,[' 1'],[' 3867+'],[' 1937'],"[' 603.243s (Solving', ' 591.67s 1st Model', ' 61.11s Unsat', ' 0.00s)']",[' 590.000s'], ,[' 164096885'],"[' 7870705  (Analyzed', ' 7320586)']","[' 14717    (Average', ' 497.42 Last', ' 145987)']",[' 3831.5  '],"[' 1937     (Average Length', ' 1016.00 Splits', ' 0)']","[' 7320586  (Deleted', ' 7244212)']","[' 519      (Ratio', '   0.01%)']","[' 24571    (Ratio', '   0.34%)']","[' 7320586  (Average Length', '   17.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7320586  (Average', ' 21.59 Max', ' 3737 Sum', ' 158071790)']","[' 7320174  (Average', ' 21.53 Max', ' 3737 Sum', ' 157640898 Ratio', '  99.73%)']","[' 412      (Average', ' 1045.85 Max', ' 1255 Sum', ' 430892 Ratio', '   0.27%)']", ,[' 92962   '],[' 6020    '],[' 86939   '],[' 39391   '],"[' 115898   (Atom=Atom', ' 30262 Body=Body', ' 20082 Other', ' 65554)']",[' Yes'],"[' 8072     (Eliminated', '    0 Frozen', ' 8072)']","[' 3721     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.4107'],[' 0'], ,[' 310.701'],[' 0'],[' 15.8425'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.08972e+08'],[' 4.22509e+08'],[' 0'],[' 1.20469e+10'],[' 0'],[' 0'],[' 1248 '],[' 2341 '],[' 3624 '],[' 3 '],[' 0 ']
Solving...,TA51_Clus(14), , , , ,[' 1'],[' 3821+'],[' 1914'],"[' 602.903s (Solving', ' 591.68s 1st Model', ' 98.20s Unsat', ' 0.00s)']",[' 595.031s'], ,[' 172010845'],"[' 6333622  (Analyzed', ' 5803464)']","[' 13239    (Average', ' 438.36 Last', ' 123510)']",[' 3850.8  '],"[' 1914     (Average Length', ' 1015.12 Splits', ' 0)']","[' 5803464  (Deleted', ' 5734884)']","[' 463      (Ratio', '   0.01%)']","[' 25188    (Ratio', '   0.43%)']","[' 5803464  (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5803464  (Average', ' 28.63 Max', ' 3750 Sum', ' 166152147)']","[' 5802986  (Average', ' 28.55 Max', ' 3750 Sum', ' 165674191 Ratio', '  99.71%)']","[' 478      (Average', ' 999.91 Max', ' 1214 Sum', ' 477956 Ratio', '   0.29%)']", ,[' 93019   '],[' 6032    '],[' 86985   '],[' 39428   '],"[' 116019   (Atom=Atom', ' 30287 Body=Body', ' 20118 Other', ' 65614)']",[' Yes'],"[' 8079     (Eliminated', '    0 Frozen', ' 8079)']","[' 3621     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.37952'],[' 0'], ,[' 297.954'],[' 0'],[' 16.6288'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.39112e+08'],[' 4.5203e+08'],[' 0'],[' 1.19181e+10'],[' 0'],[' 0'],[' 1174 '],[' 2248 '],[' 3554 '],[' 3 '],[' 0 ']
Solving...,TA51_Clus(15), , , , ,[' 1'],[' 4055+'],[' 2031'],"[' 603.124s (Solving', ' 591.20s 1st Model', ' 170.12s Unsat', ' 0.00s)']",[' 600.578s'], ,[' 166289347'],"[' 6666550  (Analyzed', ' 6211553)']","[' 14493    (Average', ' 428.59 Last', ' 452411)']",[' 3849.9  '],"[' 2031     (Average Length', ' 1049.56 Splits', ' 0)']","[' 6211553  (Deleted', ' 6142921)']","[' 491      (Ratio', '   0.01%)']","[' 24591    (Ratio', '   0.40%)']","[' 6211553  (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6211553  (Average', ' 25.79 Max', ' 3735 Sum', ' 160178579)']","[' 6211120  (Average', ' 25.72 Max', ' 3735 Sum', ' 159742386 Ratio', '  99.73%)']","[' 433      (Average', ' 1007.37 Max', ' 1243 Sum', ' 436193 Ratio', '   0.27%)']", ,[' 93071   '],[' 6023    '],[' 87117   '],[' 39497   '],"[' 116228   (Atom=Atom', ' 30368 Body=Body', ' 20091 Other', ' 65769)']",[' Yes'],"[' 8144     (Eliminated', '    0 Frozen', ' 8144)']","[' 3726     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.53041'],[' 0'], ,[' 304.889'],[' 0'],[' 16.2591'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.36013e+08'],[' 4.48245e+08'],[' 0'],[' 1.25437e+10'],[' 0'],[' 0'],[' 1174 '],[' 2241 '],[' 3509 '],[' 3 '],[' 0 ']
Solving...,TA51_Clus(2), , , , ,[' 1'],[' 4511+'],[' 2259'],"[' 603.110s (Solving', ' 590.88s 1st Model', ' 406.03s Unsat', ' 0.00s)']",[' 595.969s'], ,[' 141460480'],"[' 9238306  (Analyzed', ' 8422767)']","[' 20726    (Average', ' 406.39 Last', ' 1433166)']",[' 4263.5  '],"[' 2259     (Average Length', ' 1165.59 Splits', ' 0)']","[' 8422767  (Deleted', ' 8371455)']","[' 612      (Ratio', '   0.01%)']","[' 13757    (Ratio', '   0.16%)']","[' 8422767  (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8422767  (Average', ' 15.86 Max', ' 4459 Sum', ' 133612512)']","[' 8422430  (Average', ' 15.82 Max', ' 4459 Sum', ' 133248009 Ratio', '  99.73%)']","[' 337      (Average', ' 1081.61 Max', ' 1801 Sum', ' 364503 Ratio', '   0.27%)']", ,[' 92697   '],[' 5937    '],[' 87015   '],[' 39289   '],"[' 115570   (Atom=Atom', ' 30252 Body=Body', ' 19833 Other', ' 65485)']",[' Yes'],"[' 8284     (Eliminated', '    0 Frozen', ' 8284)']","[' 1671     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.57741'],[' 0'], ,[' 337.782'],[' 0'],[' 15.2078'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.60332e+08'],[' 3.6518e+08'],[' 0'],[' 1.37124e+10'],[' 0'],[' 0'],[' 1059 '],[' 2145 '],[' 3362 '],[' 3 '],[' 0 ']
Solving...,TA51_Clus(3), , , , , ,[' 4545'],[' 2276'],"[' 516.058s (Solving', ' 504.68s 1st Model', ' 329.10s Unsat', ' 61.88s)']",[' 513.844s'], ,[' 138919597'],"[' 9271341  (Analyzed', ' 8523737)']","[' 20832    (Average', ' 409.17 Last', ' 1013668)']",[' 4152.7  '],"[' 2276     (Average Length', ' 1170.71 Splits', ' 0)']","[' 8523737  (Deleted', ' 8462187)']","[' 589      (Ratio', '   0.01%)']","[' 13238    (Ratio', '   0.16%)']","[' 8523737  (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8523737  (Average', ' 15.41 Max', ' 4273 Sum', ' 131365681)']","[' 8523386  (Average', ' 15.37 Max', ' 4273 Sum', ' 130987660 Ratio', '  99.71%)']","[' 351      (Average', ' 1076.98 Max', ' 1464 Sum', ' 378021 Ratio', '   0.29%)']", ,[' 92815   '],[' 5951    '],[' 87096   '],[' 39404   '],"[' 115877   (Atom=Atom', ' 30325 Body=Body', ' 19875 Other', ' 65677)']",[' Yes'],"[' 8282     (Eliminated', '    0 Frozen', ' 8282)']","[' 2039     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.38242'],[' 0'], ,[' 276.187'],[' 0'],[' 12.6209'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.81176e+08'],[' 3.8448e+08'],[' 0'],[' 1.19643e+10'],[' 0'],[' 0'],[' 1099 '],[' 2216 '],[' 3324 '],[' 2 '],[' 1 ']
Solving...,TA51_Clus(4), , , , ,[' 1'],[' 4489+'],[' 2248'],"[' 602.485s (Solving', ' 591.41s 1st Model', ' 413.56s Unsat', ' 0.00s)']",[' 598.625s'], ,[' 167542518'],"[' 9438717  (Analyzed', ' 8762246)']","[' 22188    (Average', ' 394.91 Last', ' 1023247)']",[' 4064.0  '],"[' 2248     (Average Length', ' 1156.23 Splits', ' 0)']","[' 8762246  (Deleted', ' 8695942)']","[' 678      (Ratio', '   0.01%)']","[' 18997    (Ratio', '   0.22%)']","[' 8762246  (Average Length', '   12.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8762246  (Average', ' 18.30 Max', ' 4077 Sum', ' 160323845)']","[' 8761825  (Average', ' 18.24 Max', ' 4077 Sum', ' 159859492 Ratio', '  99.71%)']","[' 421      (Average', ' 1102.98 Max', ' 1858 Sum', ' 464353 Ratio', '   0.29%)']", ,[' 92903   '],[' 5972    '],[' 87180   '],[' 39458   '],"[' 116114   (Atom=Atom', ' 30381 Body=Body', ' 19938 Other', ' 65795)']",[' Yes'],"[' 8298     (Eliminated', '    0 Frozen', ' 8298)']","[' 2740     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.33317'],[' 0'], ,[' 327.593'],[' 0'],[' 15.4667'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.75374e+08'],[' 4.66041e+08'],[' 0'],[' 1.47867e+10'],[' 0'],[' 0'],[' 1130 '],[' 2280 '],[' 3360 '],[' 3 '],[' 0 ']
