Optimal Found Or Timeout,Instances,Solving...,Solving...,Solving...,Solving...,Solving...,Solving...,Solving...,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,Dmu34_Clus(1), , , , , , , , , , ,[' 1'],[' 3471+'],[' 1739'],"[' 602.381s (Solving', ' 593.91s 1st Model', ' 362.25s Unsat', ' 0.00s)']",[' 593.234s'], ,[' 190956581'],"[' 6286740  (Analyzed', ' 5964792)']","[' 15647    (Average', ' 381.21 Last', ' 424066)']",[' 3417.6  '],"[' 1739     (Average Length', ' 944.51 Splits', ' 0)']","[' 5964792  (Deleted', ' 5898397)']","[' 1144     (Ratio', '   0.02%)']","[' 33947    (Ratio', '   0.57%)']","[' 5964792  (Average Length', '   18.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5964792  (Average', ' 31.20 Max', ' 3454 Sum', ' 186105832)']","[' 5964464  (Average', ' 31.15 Max', ' 3454 Sum', ' 185806198 Ratio', '  99.84%)']","[' 328      (Average', ' 913.52 Max', ' 1212 Sum', ' 299634 Ratio', '   0.16%)']", ,[' 93070   '],[' 6053    '],[' 86872   '],[' 39383   '],"[' 115778   (Atom=Atom', ' 30196 Body=Body', ' 20181 Other', ' 65401)']",[' Yes'],"[' 7959     (Eliminated', '    0 Frozen', ' 7959)']","[' 3549     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.70721'],[' 0'], ,[' 290.024'],[' 0'],[' 15.9566'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.36813e+08'],[' 6.37733e+08'],[' 0'],[' 1.21952e+10'],[' 0'],[' 0'],[' 3360 '],[' 6018 '],[' 8356 '],[' 3 '],[' 0 ']
Solving...,Dmu34_Clus(10), , , , , , , , , , ,[' 1'],[' 3543+'],[' 1775'],"[' 603.166s (Solving', ' 592.86s 1st Model', ' 376.97s Unsat', ' 0.00s)']",[' 596.281s'], ,[' 188053502'],"[' 5520111  (Analyzed', ' 5191105)']","[' 14405    (Average', ' 360.37 Last', ' 442178)']",[' 3605.4  '],"[' 1775     (Average Length', ' 952.73 Splits', ' 0)']","[' 5191105  (Deleted', ' 5126987)']","[' 1099     (Ratio', '   0.02%)']","[' 37696    (Ratio', '   0.73%)']","[' 5191105  (Average Length', '   18.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5191105  (Average', ' 35.25 Max', ' 3705 Sum', ' 182992959)']","[' 5190635  (Average', ' 35.16 Max', ' 3705 Sum', ' 182529735 Ratio', '  99.75%)']","[' 470      (Average', ' 985.58 Max', ' 1146 Sum', ' 463224 Ratio', '   0.25%)']", ,[' 95689   '],[' 6399    '],[' 89326   '],[' 41253   '],"[' 121244   (Atom=Atom', ' 31616 Body=Body', ' 21219 Other', ' 68409)']",[' Yes'],"[' 8365     (Eliminated', '    0 Frozen', ' 8365)']","[' 4257     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.02688'],[' 0'], ,[' 273.951'],[' 0'],[' 15.7044'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.50747e+08'],[' 6.5429e+08'],[' 0'],[' 1.16344e+10'],[' 0'],[' 0'],[' 3270 '],[' 6119 '],[' 8755 '],[' 3 '],[' 0 ']
Solving...,Dmu34_Clus(11), , , , , , , , , , ,[' 1'],[' 3961+'],[' 1984'],"[' 603.523s (Solving', ' 591.18s 1st Model', ' 472.92s Unsat', ' 0.00s)']",[' 593.906s'], ,[' 172462755'],"[' 5724438  (Analyzed', ' 5242010)']","[' 15015    (Average', ' 349.12 Last', ' 781024)']",[' 3701.6  '],"[' 1984     (Average Length', ' 1057.61 Splits', ' 0)']","[' 5242010  (Deleted', ' 5182903)']","[' 965      (Ratio', '   0.02%)']","[' 34917    (Ratio', '   0.67%)']","[' 5242010  (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5242010  (Average', ' 31.82 Max', ' 3787 Sum', ' 166783340)']","[' 5241575  (Average', ' 31.72 Max', ' 3787 Sum', ' 166284760 Ratio', '  99.70%)']","[' 435      (Average', ' 1146.16 Max', ' 1364 Sum', ' 498580 Ratio', '   0.30%)']", ,[' 96586   '],[' 6488    '],[' 90371   '],[' 41900   '],"[' 123175   (Atom=Atom', ' 32181 Body=Body', ' 21486 Other', ' 69508)']",[' Yes'],"[' 8643     (Eliminated', '    0 Frozen', ' 8643)']","[' 4123     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.55249'],[' 0'], ,[' 277.98'],[' 0'],[' 15.8471'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.51872e+08'],[' 5.6008e+08'],[' 0'],[' 9.54869e+09'],[' 0'],[' 0'],[' 3129 '],[' 5800 '],[' 8185 '],[' 3 '],[' 0 ']
Solving...,Dmu34_Clus(12), , , , , , , , , , ,[' 1'],[' 3397+'],[' 1702'],"[' 603.313s (Solving', ' 591.92s 1st Model', ' 491.74s Unsat', ' 0.00s)']",[' 594.109s'], ,[' 155603602'],"[' 4483435  (Analyzed', ' 4199264)']","[' 12725    (Average', ' 330.00 Last', ' 389556)']",[' 3250.8  '],"[' 1702     (Average Length', ' 915.44 Splits', ' 0)']","[' 4199264  (Deleted', ' 4138750)']","[' 1265     (Ratio', '   0.03%)']","[' 34179    (Ratio', '   0.81%)']","[' 4199264  (Average Length', '   18.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4199264  (Average', ' 36.05 Max', ' 3293 Sum', ' 151402697)']","[' 4198774  (Average', ' 35.94 Max', ' 3293 Sum', ' 150927297 Ratio', '  99.69%)']","[' 490      (Average', ' 970.20 Max', ' 1110 Sum', ' 475400 Ratio', '   0.31%)']", ,[' 92928   '],[' 6015    '],[' 86659   '],[' 39196   '],"[' 115262   (Atom=Atom', ' 30028 Body=Body', ' 20076 Other', ' 65158)']",[' Yes'],"[' 7914     (Eliminated', '    0 Frozen', ' 7914)']","[' 4292     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.32433'],[' 0'], ,[' 280.466'],[' 0'],[' 15.7874'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.95134e+08'],[' 5.15066e+08'],[' 0'],[' 9.51614e+09'],[' 0'],[' 0'],[' 3512 '],[' 6127 '],[' 8331 '],[' 3 '],[' 0 ']
Solving...,Dmu34_Clus(13), , , , , , , , , , ,[' 1'],[' 3711+'],[' 1859'],"[' 603.076s (Solving', ' 591.46s 1st Model', ' 539.34s Unsat', ' 0.00s)']",[' 594.500s'], ,[' 171967385'],"[' 4581512  (Analyzed', ' 4321457)']","[' 13365    (Average', ' 323.34 Last', ' 526821)']",[' 3452.7  '],"[' 1859     (Average Length', ' 997.54 Splits', ' 0)']","[' 4321457  (Deleted', ' 4261597)']","[' 1144     (Ratio', '   0.03%)']","[' 34667    (Ratio', '   0.80%)']","[' 4321457  (Average Length', '   19.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4321457  (Average', ' 38.67 Max', ' 3348 Sum', ' 167128333)']","[' 4321043  (Average', ' 38.58 Max', ' 3348 Sum', ' 166701443 Ratio', '  99.74%)']","[' 414      (Average', ' 1031.14 Max', ' 1176 Sum', ' 426890 Ratio', '   0.26%)']", ,[' 92940   '],[' 6010    '],[' 86864   '],[' 39305   '],"[' 115541   (Atom=Atom', ' 30151 Body=Body', ' 20055 Other', ' 65335)']",[' Yes'],"[' 8046     (Eliminated', '    0 Frozen', ' 8046)']","[' 4288     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.45183'],[' 0'], ,[' 274.184'],[' 0'],[' 15.9257'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.55237e+08'],[' 5.69447e+08'],[' 0'],[' 9.54828e+09'],[' 0'],[' 0'],[' 3495 '],[' 6103 '],[' 8375 '],[' 3 '],[' 0 ']
Solving...,Dmu34_Clus(14), , , , , , , , , , ,[' 1'],[' 3763+'],[' 1885'],"[' 602.476s (Solving', ' 593.30s 1st Model', ' 361.07s Unsat', ' 0.00s)']",[' 599.719s'], ,[' 202773021'],"[' 6743035  (Analyzed', ' 6347276)']","[' 16357    (Average', ' 388.05 Last', ' 804626)']",[' 3572.3  '],"[' 1885     (Average Length', ' 1013.85 Splits', ' 0)']","[' 6347276  (Deleted', ' 6278709)']","[' 1131     (Ratio', '   0.02%)']","[' 38535    (Ratio', '   0.61%)']","[' 6347276  (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6347276  (Average', ' 31.12 Max', ' 3713 Sum', ' 197554007)']","[' 6346804  (Average', ' 31.04 Max', ' 3713 Sum', ' 197017326 Ratio', '  99.73%)']","[' 472      (Average', ' 1137.04 Max', ' 1334 Sum', ' 536681 Ratio', '   0.27%)']", ,[' 95918   '],[' 6413    '],[' 89629   '],[' 41465   '],"[' 121818   (Atom=Atom', ' 31782 Body=Body', ' 21261 Other', ' 68775)']",[' Yes'],"[' 8476     (Eliminated', '    0 Frozen', ' 8476)']","[' 4466     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.83771'],[' 0'], ,[' 287.705'],[' 0'],[' 16.1047'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.10958e+08'],[' 7.03877e+08'],[' 0'],[' 1.32281e+10'],[' 0'],[' 0'],[' 3224 '],[' 6043 '],[' 8563 '],[' 3 '],[' 0 ']
Solving...,Dmu34_Clus(15), , , , , , , , , , ,[' 1'],[' 3703+'],[' 1855'],"[' 602.296s (Solving', ' 593.60s 1st Model', ' 345.33s Unsat', ' 0.00s)']",[' 598.688s'], ,[' 212013201'],"[' 6777628  (Analyzed', ' 6368539)']","[' 16916    (Average', ' 376.48 Last', ' 432137)']",[' 3508.4  '],"[' 1855     (Average Length', ' 1003.65 Splits', ' 0)']","[' 6368539  (Deleted', ' 6299392)']","[' 1122     (Ratio', '   0.02%)']","[' 40065    (Ratio', '   0.63%)']","[' 6368539  (Average Length', '   18.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6368539  (Average', ' 32.49 Max', ' 3582 Sum', ' 206913272)']","[' 6368077  (Average', ' 32.41 Max', ' 3582 Sum', ' 206381678 Ratio', '  99.74%)']","[' 462      (Average', ' 1150.64 Max', ' 1357 Sum', ' 531594 Ratio', '   0.26%)']", ,[' 95435   '],[' 6351    '],[' 89170   '],[' 41093   '],"[' 120738   (Atom=Atom', ' 31504 Body=Body', ' 21075 Other', ' 68159)']",[' Yes'],"[' 8391     (Eliminated', '    0 Frozen', ' 8391)']","[' 4507     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.74609'],[' 0'], ,[' 285.049'],[' 0'],[' 16.3733'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.55147e+08'],[' 7.43905e+08'],[' 0'],[' 1.39871e+10'],[' 0'],[' 0'],[' 3345 '],[' 6285 '],[' 8721 '],[' 3 '],[' 0 ']
Solving...,Dmu34_Clus(2), , , , , , , , , , ,[' 1'],[' 3635+'],[' 1821'],"[' 602.206s (Solving', ' 594.35s 1st Model', ' 353.21s Unsat', ' 0.00s)']",[' 601.094s'], ,[' 200418831'],"[' 7191305  (Analyzed', ' 6863357)']","[' 18209    (Average', ' 376.92 Last', ' 466784)']",[' 3472.9  '],"[' 1821     (Average Length', ' 976.95 Splits', ' 0)']","[' 6863357  (Deleted', ' 6797045)']","[' 1147     (Ratio', '   0.02%)']","[' 33692    (Ratio', '   0.49%)']","[' 6863357  (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6863357  (Average', ' 28.48 Max', ' 3572 Sum', ' 195465285)']","[' 6862893  (Average', ' 28.41 Max', ' 3572 Sum', ' 194978885 Ratio', '  99.75%)']","[' 464      (Average', ' 1048.28 Max', ' 1232 Sum', ' 486400 Ratio', '   0.25%)']", ,[' 93841   '],[' 6144    '],[' 87668   '],[' 39945   '],"[' 117420   (Atom=Atom', ' 30642 Body=Body', ' 20454 Other', ' 66324)']",[' Yes'],"[' 8133     (Eliminated', '    0 Frozen', ' 8133)']","[' 4325     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.66373'],[' 0'], ,[' 299.043'],[' 0'],[' 15.8187'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.1056e+08'],[' 7.00103e+08'],[' 0'],[' 1.51773e+10'],[' 0'],[' 0'],[' 3262 '],[' 6102 '],[' 8479 '],[' 3 '],[' 0 ']
Solving...,Dmu34_Clus(3), , , , , , , , , , ,[' 1'],[' 3591+'],[' 1799'],"[' 602.348s (Solving', ' 594.03s 1st Model', ' 380.90s Unsat', ' 0.00s)']",[' 601.219s'], ,[' 207269833'],"[' 6674543  (Analyzed', ' 6406624)']","[' 16996    (Average', ' 376.95 Last', ' 438515)']",[' 3273.9  '],"[' 1799     (Average Length', ' 959.88 Splits', ' 0)']","[' 6406624  (Deleted', ' 6340146)']","[' 1329     (Ratio', '   0.02%)']","[' 37139    (Ratio', '   0.58%)']","[' 6406624  (Average Length', '   18.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6406624  (Average', ' 31.67 Max', ' 3306 Sum', ' 202881397)']","[' 6406055  (Average', ' 31.57 Max', ' 3246 Sum', ' 202279942 Ratio', '  99.70%)']","[' 569      (Average', ' 1057.04 Max', ' 1209 Sum', ' 601455 Ratio', '   0.30%)']", ,[' 93388   '],[' 6088    '],[' 87233   '],[' 39625   '],"[' 116498   (Atom=Atom', ' 30396 Body=Body', ' 20286 Other', ' 65816)']",[' Yes'],"[' 8058     (Eliminated', '    0 Frozen', ' 8058)']","[' 4342     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.66162'],[' 0'], ,[' 293.737'],[' 0'],[' 15.7686'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.50139e+08'],[' 7.38007e+08'],[' 0'],[' 1.52712e+10'],[' 0'],[' 0'],[' 3455 '],[' 6036 '],[' 8444 '],[' 3 '],[' 0 ']
Solving...,Dmu34_Clus(4), , , , , , , , , , ,[' 1'],[' 3377+'],[' 1692'],"[' 602.111s (Solving', ' 594.41s 1st Model', ' 322.76s Unsat', ' 0.00s)']",[' 601.203s'], ,[' 206277722'],"[' 7125692  (Analyzed', ' 6886299)']","[' 17058    (Average', ' 403.70 Last', ' 398385)']",[' 3455.0  '],"[' 1692     (Average Length', ' 909.35 Splits', ' 0)']","[' 6886299  (Deleted', ' 6822518)']","[' 1174     (Ratio', '   0.02%)']","[' 35394    (Ratio', '   0.51%)']","[' 6886299  (Average Length', '   17.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6886299  (Average', ' 29.28 Max', ' 3552 Sum', ' 201650593)']","[' 6885825  (Average', ' 29.22 Max', ' 3552 Sum', ' 201206543 Ratio', '  99.78%)']","[' 474      (Average', ' 936.81 Max', ' 1090 Sum', ' 444050 Ratio', '   0.22%)']", ,[' 93796   '],[' 6162    '],[' 87537   '],[' 39852   '],"[' 117273   (Atom=Atom', ' 30585 Body=Body', ' 20508 Other', ' 66180)']",[' Yes'],"[' 8047     (Eliminated', '    0 Frozen', ' 8047)']","[' 4404     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.59356'],[' 0'], ,[' 295.29'],[' 0'],[' 15.7346'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.43693e+08'],[' 7.29917e+08'],[' 0'],[' 1.52418e+10'],[' 0'],[' 0'],[' 3414 '],[' 6224 '],[' 8471 '],[' 3 '],[' 0 ']
