Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1'],[' 2711+'],[' 1361'],"[' 582.966s (Solving', ' 577.79s 1st Model', ' 4.98s Unsat', ' 95.96s)']",[' 581.859s'], ,[' 64074329'],"[' 26869826 (Analyzed', ' 26775337)']","[' 50141    (Average', ' 534.00 Last', ' 172816)']",[' 2606.6  '],"[' 1361     (Average Length', ' 738.37 Splits', ' 0)']","[' 26775337 (Deleted', ' 26430708)']","[' 94       (Ratio', '   0.00%)']","[' 5883     (Ratio', '   0.02%)']","[' 26775337 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 26775337 (Average', '  2.28 Max', ' 3755 Sum', ' 61143229)']","[' 26774737 (Average', '  2.27 Max', ' 3755 Sum', ' 60730327 Ratio', '  99.32%)']","[' 600      (Average', ' 688.17 Max', ' 986 Sum', ' 412902 Ratio', '   0.68%)']", ,[' 78894   '],[' 4065    '],[' 73086   '],[' 32126   '],"[' 83913    (Atom=Atom', ' 23343 Body=Body', ' 15186 Other', ' 45384)']",[' Yes'],"[' 5787     (Eliminated', '    0 Frozen', ' 5787)']","[' 878      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.15466'],[' 0'], ,[' 383.433'],[' 0'],[' 10.1431'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.5289e+08'],[' 8.12576e+07'],[' 0'],[' 2.38074e+10'],[' 0'],[' 0'],[' 687 '],[' 1379 '],[' 1874 '],[' 2541 '],[' 3053 '],[' 4 '],[' 1 ']
Solving...,TA52, , ,[' 1'],[' 2481+'],[' 1246'],"[' 484.024s (Solving', ' 479.02s 1st Model', ' 7.53s Unsat', ' 111.03s)']",[' 482.797s'], ,[' 65696113'],"[' 19925245 (Analyzed', ' 19835052)']","[' 37479    (Average', ' 529.23 Last', ' 28756)']",[' 2379.2  '],"[' 1246     (Average Length', ' 706.98 Splits', ' 0)']","[' 19835052 (Deleted', ' 19593642)']","[' 114      (Ratio', '   0.00%)']","[' 9103     (Ratio', '   0.05%)']","[' 19835052 (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19835052 (Average', '  3.19 Max', ' 3061 Sum', ' 63280603)']","[' 19834429 (Average', '  3.17 Max', ' 3061 Sum', ' 62888837 Ratio', '  99.38%)']","[' 623      (Average', ' 628.84 Max', ' 941 Sum', ' 391766 Ratio', '   0.62%)']", ,[' 79544   '],[' 4102    '],[' 73585   '],[' 32630   '],"[' 83897    (Atom=Atom', ' 23307 Body=Body', ' 15266 Other', ' 45324)']",[' Yes'],"[' 5723     (Eliminated', '    0 Frozen', ' 5723)']","[' 1407     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.0602'],[' 0'], ,[' 309.742'],[' 0'],[' 9.66317'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.76238e+08'],[' 1.12161e+08'],[' 0'],[' 1.82126e+10'],[' 0'],[' 0'],[' 777 '],[' 1323 '],[' 1863 '],[' 2467 '],[' 2977 '],[' 3 '],[' 2 ']
Solving...,TA53, , ,[' 1'],[' 2673+'],[' 1342'],"[' 546.399s (Solving', ' 541.25s 1st Model', ' 6.26s Unsat', ' 63.18s)']",[' 545.359s'], ,[' 64743150'],"[' 21063735 (Analyzed', ' 20917310)']","[' 40523    (Average', ' 516.18 Last', ' 63984)']",[' 2570.2  '],"[' 1342     (Average Length', ' 728.05 Splits', ' 0)']","[' 20917310 (Deleted', ' 20645801)']","[' 117      (Ratio', '   0.00%)']","[' 8012     (Ratio', '   0.04%)']","[' 20917310 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20917310 (Average', '  2.96 Max', ' 3187 Sum', ' 61964199)']","[' 20916708 (Average', '  2.94 Max', ' 3187 Sum', ' 61545775 Ratio', '  99.32%)']","[' 602      (Average', ' 695.06 Max', ' 967 Sum', ' 418424 Ratio', '   0.68%)']", ,[' 79338   '],[' 4110    '],[' 73419   '],[' 32478   '],"[' 84478    (Atom=Atom', ' 23489 Body=Body', ' 15309 Other', ' 45680)']",[' Yes'],"[' 5805     (Eliminated', '    0 Frozen', ' 5805)']","[' 1258     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.10572'],[' 0'], ,[' 367.972'],[' 0'],[' 10.3373'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.52158e+08'],[' 9.18927e+07'],[' 0'],[' 2.26285e+10'],[' 0'],[' 0'],[' 717 '],[' 1268 '],[' 1850 '],[' 2412 '],[' 2913 '],[' 4 '],[' 1 ']
Solving...,TA54, , ,[' 1'],[' 2333+'],[' 1172'],"[' 601.465s (Solving', ' 596.39s 1st Model', ' 5.54s Unsat', ' 0.00s)']",[' 596.438s'], ,[' 69621312'],"[' 22947226 (Analyzed', ' 22854798)']","[' 43416    (Average', ' 526.41 Last', ' 457574)']",[' 2408.1  '],"[' 1172     (Average Length', ' 653.94 Splits', ' 0)']","[' 22854798 (Deleted', ' 22558098)']","[' 140      (Ratio', '   0.00%)']","[' 9448     (Ratio', '   0.04%)']","[' 22854798 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22854798 (Average', '  2.94 Max', ' 2955 Sum', ' 67186142)']","[' 22854165 (Average', '  2.92 Max', ' 2955 Sum', ' 66811745 Ratio', '  99.44%)']","[' 633      (Average', ' 591.46 Max', ' 838 Sum', ' 374397 Ratio', '   0.56%)']", ,[' 79527   '],[' 4152    '],[' 73438   '],[' 32486   '],"[' 84623    (Atom=Atom', ' 23478 Body=Body', ' 15431 Other', ' 45714)']",[' Yes'],"[' 5686     (Eliminated', '    0 Frozen', ' 5686)']","[' 1568     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.07915'],[' 0'], ,[' 393.522'],[' 0'],[' 11.1037'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.69668e+08'],[' 1.02894e+08'],[' 0'],[' 2.10561e+10'],[' 0'],[' 0'],[' 801 '],[' 1240 '],[' 1901 '],[' 2425 '],[' 2967 '],[' 5 '],[' 0 ']
Solving...,TA55, , , ,[' 2717'],[' 1364'],"[' 490.468s (Solving', ' 485.11s 1st Model', ' 20.44s Unsat', ' 0.48s)']",[' 488.953s'], ,[' 81854117'],"[' 19860970 (Analyzed', ' 19789007)']","[' 38500    (Average', ' 514.00 Last', ' 220482)']",[' 2511.8  '],"[' 1364     (Average Length', ' 741.92 Splits', ' 0)']","[' 19789007 (Deleted', ' 19550195)']","[' 207      (Ratio', '   0.00%)']","[' 9166     (Ratio', '   0.05%)']","[' 19789007 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19789007 (Average', '  4.00 Max', ' 2517 Sum', ' 79186409)']","[' 19788395 (Average', '  3.98 Max', ' 2517 Sum', ' 78798713 Ratio', '  99.51%)']","[' 612      (Average', ' 633.49 Max', ' 978 Sum', ' 387696 Ratio', '   0.49%)']", ,[' 79265   '],[' 4077    '],[' 73443   '],[' 32400   '],"[' 84053    (Atom=Atom', ' 23387 Body=Body', ' 15213 Other', ' 45453)']",[' Yes'],"[' 5801     (Eliminated', '    0 Frozen', ' 5801)']","[' 1662     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.15203'],[' 0'], ,[' 281.963'],[' 0'],[' 9.53881'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.46309e+08'],[' 1.62858e+08'],[' 0'],[' 1.5013e+10'],[' 0'],[' 0'],[' 686 '],[' 1296 '],[' 1821 '],[' 2366 '],[' 2888 '],[' 4 '],[' 1 ']
Solving...,TA56, , ,[' 1'],[' 2229+'],[' 1120'],"[' 601.308s (Solving', ' 596.87s 1st Model', ' 4.33s Unsat', ' 0.00s)']",[' 600.734s'], ,[' 61395865'],"[' 26744929 (Analyzed', ' 26620552)']","[' 49311    (Average', ' 539.85 Last', ' 361283)']",[' 2641.0  '],"[' 1120     (Average Length', ' 645.22 Splits', ' 0)']","[' 26620552 (Deleted', ' 26291122)']","[' 64       (Ratio', '   0.00%)']","[' 6092     (Ratio', '   0.02%)']","[' 26620552 (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 26620552 (Average', '  2.20 Max', ' 3591 Sum', ' 58600459)']","[' 26619912 (Average', '  2.19 Max', ' 3591 Sum', ' 58237144 Ratio', '  99.38%)']","[' 640      (Average', ' 567.68 Max', ' 826 Sum', ' 363315 Ratio', '   0.62%)']", ,[' 78656   '],[' 4113    '],[' 72872   '],[' 32015   '],"[' 83950    (Atom=Atom', ' 23302 Body=Body', ' 15332 Other', ' 45316)']",[' Yes'],"[' 5639     (Eliminated', '    0 Frozen', ' 5639)']","[' 919      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.967682'],[' 0'], ,[' 406.326'],[' 0'],[' 10.2621'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.45753e+08'],[' 7.8153e+07'],[' 0'],[' 2.52479e+10'],[' 0'],[' 0'],[' 821 '],[' 1426 '],[' 2065 '],[' 2629 '],[' 3174 '],[' 5 '],[' 0 ']
Solving...,TA57, , ,[' 1'],[' 2259+'],[' 1135'],"[' 490.373s (Solving', ' 485.93s 1st Model', ' 4.54s Unsat', ' 3.67s)']",[' 489.297s'], ,[' 55049709'],"[' 18704004 (Analyzed', ' 18596482)']","[' 35228    (Average', ' 527.89 Last', ' 91506)']",[' 2496.7  '],"[' 1135     (Average Length', ' 647.08 Splits', ' 0)']","[' 18596482 (Deleted', ' 18395181)']","[' 99       (Ratio', '   0.00%)']","[' 7387     (Ratio', '   0.04%)']","[' 18596482 (Average Length', '   14.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18596482 (Average', '  2.83 Max', ' 2934 Sum', ' 52559003)']","[' 18595863 (Average', '  2.81 Max', ' 2781 Sum', ' 52219084 Ratio', '  99.35%)']","[' 619      (Average', ' 549.14 Max', ' 841 Sum', ' 339919 Ratio', '   0.65%)']", ,[' 79248   '],[' 4141    '],[' 73324   '],[' 32411   '],"[' 84186    (Atom=Atom', ' 23357 Body=Body', ' 15385 Other', ' 45444)']",[' Yes'],"[' 5650     (Eliminated', '    0 Frozen', ' 5650)']","[' 1248     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.963459'],[' 0'], ,[' 335.357'],[' 0'],[' 9.92383'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.24084e+08'],[' 7.35897e+07'],[' 0'],[' 2.01135e+10'],[' 0'],[' 0'],[' 850 '],[' 1510 '],[' 2037 '],[' 2702 '],[' 3235 '],[' 4 '],[' 1 ']
Solving...,TA58, , ,[' 1'],[' 2709+'],[' 1360'],"[' 601.516s (Solving', ' 596.04s 1st Model', ' 5.19s Unsat', ' 0.00s)']",[' 600.078s'], ,[' 74182819'],"[' 25860509 (Analyzed', ' 25778133)']","[' 48395    (Average', ' 532.66 Last', ' 107906)']",[' 2477.8  '],"[' 1360     (Average Length', ' 743.62 Splits', ' 0)']","[' 25778133 (Deleted', ' 25495305)']","[' 108      (Ratio', '   0.00%)']","[' 9039     (Ratio', '   0.04%)']","[' 25778133 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25778133 (Average', '  2.77 Max', ' 2888 Sum', ' 71455363)']","[' 25777503 (Average', '  2.76 Max', ' 2888 Sum', ' 71035083 Ratio', '  99.41%)']","[' 630      (Average', ' 667.11 Max', ' 968 Sum', ' 420280 Ratio', '   0.59%)']", ,[' 79291   '],[' 4091    '],[' 73457   '],[' 32442   '],"[' 84343    (Atom=Atom', ' 23450 Body=Body', ' 15282 Other', ' 45611)']",[' Yes'],"[' 5809     (Eliminated', '    0 Frozen', ' 5809)']","[' 1648     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.192'],[' 0'], ,[' 382.489'],[' 0'],[' 10.3357'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.85199e+08'],[' 1.1097e+08'],[' 0'],[' 2.36578e+10'],[' 0'],[' 0'],[' 737 '],[' 1343 '],[' 1946 '],[' 2529 '],[' 3073 '],[' 5 '],[' 0 ']
Solving...,TA59, , ,[' 1'],[' 2421+'],[' 1216'],"[' 601.337s (Solving', ' 596.73s 1st Model', ' 4.60s Unsat', ' 0.00s)']",[' 598.906s'], ,[' 54340247'],"[' 25145491 (Analyzed', ' 24989751)']","[' 49802    (Average', ' 501.78 Last', ' 111040)']",[' 2494.9  '],"[' 1216     (Average Length', ' 681.39 Splits', ' 0)']","[' 24989751 (Deleted', ' 24640083)']","[' 94       (Ratio', '   0.00%)']","[' 6457     (Ratio', '   0.03%)']","[' 24989751 (Average Length', '   12.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24989751 (Average', '  2.07 Max', ' 3179 Sum', ' 51721904)']","[' 24989121 (Average', '  2.05 Max', ' 3179 Sum', ' 51321771 Ratio', '  99.23%)']","[' 630      (Average', ' 635.13 Max', ' 878 Sum', ' 400133 Ratio', '   0.77%)']", ,[' 79111   '],[' 4073    '],[' 73146   '],[' 32278   '],"[' 83425    (Atom=Atom', ' 23189 Body=Body', ' 15192 Other', ' 45044)']",[' Yes'],"[' 5657     (Eliminated', '    0 Frozen', ' 5657)']","[' 1036     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.00185'],[' 0'], ,[' 405.401'],[' 0'],[' 11.0443'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.3129e+08'],[' 6.82635e+07'],[' 0'],[' 2.46327e+10'],[' 0'],[' 0'],[' 580 '],[' 1164 '],[' 1806 '],[' 2395 '],[' 2969 '],[' 5 '],[' 0 ']
Solving...,TA60, , , ,[' 2275'],[' 1143'],"[' 507.907s (Solving', ' 503.11s 1st Model', ' 6.90s Unsat', ' 15.29s)']",[' 506.750s'], ,[' 59699465'],"[' 24506304 (Analyzed', ' 24433133)']","[' 45698    (Average', ' 534.67 Last', ' 398482)']",[' 2605.0  '],"[' 1143     (Average Length', ' 632.09 Splits', ' 0)']","[' 24433133 (Deleted', ' 24114890)']","[' 106      (Ratio', '   0.00%)']","[' 7560     (Ratio', '   0.03%)']","[' 24433133 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24433133 (Average', '  2.33 Max', ' 2844 Sum', ' 56963404)']","[' 24432600 (Average', '  2.32 Max', ' 2844 Sum', ' 56694055 Ratio', '  99.53%)']","[' 533      (Average', ' 505.35 Max', ' 736 Sum', ' 269349 Ratio', '   0.47%)']", ,[' 79095   '],[' 4087    '],[' 73048   '],[' 32229   '],"[' 83553    (Atom=Atom', ' 23197 Body=Body', ' 15254 Other', ' 45102)']",[' Yes'],"[' 5616     (Eliminated', '    0 Frozen', ' 5616)']","[' 1169     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.02845'],[' 0'], ,[' 319.882'],[' 0'],[' 8.55542'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.43736e+08'],[' 7.63755e+07'],[' 0'],[' 1.86355e+10'],[' 0'],[' 0'],[' 742 '],[' 1293 '],[' 1867 '],[' 2406 '],[' 2884 '],[' 4 '],[' 1 ']
