Optimal Found Or Timeout,Instances,Solving...,Solving...,Solving...,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , , , ,[' 3655'],[' 1837'],"[' 956.829s (Solving', ' 937.85s 1st Model', ' 18.79s Unsat', ' 32.41s)']",[' 954.109s'], ,[' 93546026'],"[' 29170738 (Analyzed', ' 28989046)']","[' 55987    (Average', ' 517.78 Last', ' 41038)']",[' 5734.7  '],"[' 1837     (Average Length', ' 1031.02 Splits', ' 0)']","[' 28989046 (Deleted', ' 28646335)']","[' 22       (Ratio', '   0.00%)']","[' 7795     (Ratio', '   0.03%)']","[' 28989046 (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28989046 (Average', '  2.96 Max', ' 7991 Sum', ' 85883585)']","[' 28986747 (Average', '  2.89 Max', ' 7941 Sum', ' 83781444 Ratio', '  97.55%)']","[' 2299     (Average', ' 914.37 Max', ' 1408 Sum', ' 2102141 Ratio', '   2.45%)']", ,[' 262977  '],[' 10556   '],[' 241838  '],[' 79835   '],"[' 207264   (Atom=Atom', ' 58515 Body=Body', ' 37608 Other', ' 111141)']",[' Yes'],"[' 13821    (Eliminated', '    0 Frozen', ' 13821)']","[' 1518     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.82058'],[' 0'], ,[' 674.365'],[' 0'],[' 13.5214'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.85033e+08'],[' 1.09052e+08'],[' 0'],[' 4.28542e+10'],[' 0'],[' 0'],[' 972 '],[' 1495 '],[' 2349 '],[' 3239 '],[' 3847 '],[' 4351 '],[' 4895 '],[' 5453 '],[' 5982 '],[' 8 '],[' 1 ']
Solving...,TA72, , , , , ,[' 4475'],[' 2247'],"[' 958.173s (Solving', ' 935.80s 1st Model', ' 25.02s Unsat', ' 27.69s)']",[' 954.469s'], ,[' 97312720'],"[' 29094073 (Analyzed', ' 28805366)']","[' 57601    (Average', ' 500.08 Last', ' 121169)']",[' 5981.0  '],"[' 2247     (Average Length', ' 1205.68 Splits', ' 0)']","[' 28805366 (Deleted', ' 28473072)']","[' 29       (Ratio', '   0.00%)']","[' 8285     (Ratio', '   0.03%)']","[' 28805366 (Average Length', '   13.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28805366 (Average', '  3.04 Max', ' 8019 Sum', ' 87561274)']","[' 28803402 (Average', '  2.96 Max', ' 7536 Sum', ' 85351020 Ratio', '  97.48%)']","[' 1964     (Average', ' 1125.38 Max', ' 1685 Sum', ' 2210254 Ratio', '   2.52%)']", ,[' 266838  '],[' 10428   '],[' 244308  '],[' 81862   '],"[' 206536   (Atom=Atom', ' 58413 Body=Body', ' 37224 Other', ' 110899)']",[' Yes'],"[' 14024    (Eliminated', '    0 Frozen', ' 14024)']","[' 1502     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.56927'],[' 0'], ,[' 657.321'],[' 0'],[' 15.0172'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.84872e+08'],[' 1.1204e+08'],[' 0'],[' 4.26831e+10'],[' 0'],[' 0'],[' 735 '],[' 1432 '],[' 2042 '],[' 2649 '],[' 3186 '],[' 3734 '],[' 4363 '],[' 4930 '],[' 5521 '],[' 8 '],[' 1 ']
Solving...,TA73, , , , ,[' 1'],[' 4293+'],[' 2156'],"[' 928.835s (Solving', ' 906.74s 1st Model', ' 28.88s Unsat', ' 115.02s)']",[' 924.891s'], ,[' 97127699'],"[' 25415704 (Analyzed', ' 25200355)']","[' 49605    (Average', ' 508.02 Last', ' 62337)']",[' 5933.0  '],"[' 2156     (Average Length', ' 1156.62 Splits', ' 0)']","[' 25200355 (Deleted', ' 24913395)']","[' 20       (Ratio', '   0.00%)']","[' 9490     (Ratio', '   0.04%)']","[' 25200355 (Average Length', '   15.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25200355 (Average', '  3.49 Max', ' 7901 Sum', ' 87830153)']","[' 25198348 (Average', '  3.40 Max', ' 7579 Sum', ' 85704367 Ratio', '  97.58%)']","[' 2007     (Average', ' 1059.19 Max', ' 1602 Sum', ' 2125786 Ratio', '   2.42%)']", ,[' 265413  '],[' 10535   '],[' 243791  '],[' 81019   '],"[' 207927   (Atom=Atom', ' 58750 Body=Body', ' 37545 Other', ' 111632)']",[' Yes'],"[' 14036    (Eliminated', '    0 Frozen', ' 14036)']","[' 1659     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.54149'],[' 0'], ,[' 644.343'],[' 0'],[' 14.5685'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.82466e+08'],[' 1.14387e+08'],[' 0'],[' 3.96414e+10'],[' 0'],[' 0'],[' 1006 '],[' 1673 '],[' 2304 '],[' 2844 '],[' 3451 '],[' 4068 '],[' 4720 '],[' 5263 '],[' 5837 '],[' 7 '],[' 2 ']
Solving...,TA74, , , , ,[' 1'],[' 4513+'],[' 2266'],"[' 922.065s (Solving', ' 900.08s 1st Model', ' 27.09s Unsat', ' 8.35s)']",[' 919.188s'], ,[' 99189573'],"[' 26454281 (Analyzed', ' 26243622)']","[' 51704    (Average', ' 507.57 Last', ' 42273)']",[' 5498.7  '],"[' 2266     (Average Length', ' 1209.25 Splits', ' 0)']","[' 26243622 (Deleted', ' 25920041)']","[' 16       (Ratio', '   0.00%)']","[' 11481    (Ratio', '   0.04%)']","[' 26243622 (Average Length', '   14.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 26243622 (Average', '  3.45 Max', ' 8054 Sum', ' 90488668)']","[' 26241719 (Average', '  3.37 Max', ' 7437 Sum', ' 88392345 Ratio', '  97.68%)']","[' 1903     (Average', ' 1101.59 Max', ' 1731 Sum', ' 2096323 Ratio', '   2.32%)']", ,[' 269149  '],[' 10498   '],[' 245935  '],[' 83054   '],"[' 207632   (Atom=Atom', ' 58712 Body=Body', ' 37434 Other', ' 111486)']",[' Yes'],"[' 14125    (Eliminated', '    0 Frozen', ' 14125)']","[' 2283     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.43337'],[' 0'], ,[' 627.019'],[' 0'],[' 14.76'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.9444e+08'],[' 1.21016e+08'],[' 0'],[' 4.03249e+10'],[' 0'],[' 0'],[' 860 '],[' 1422 '],[' 1981 '],[' 2548 '],[' 3117 '],[' 3771 '],[' 4348 '],[' 4938 '],[' 5536 '],[' 8 '],[' 1 ']
Solving...,TA75, , , , ,[' 1'],[' 5025+'],[' 2522'],"[' 1007.264s (Solving', ' 983.28s 1st Model', ' 32.93s Unsat', ' 0.00s)']",[' 1003.891s'], ,[' 106529550'],"[' 26814282 (Analyzed', ' 26580522)']","[' 53617    (Average', ' 495.75 Last', ' 121957)']",[' 5325.3  '],"[' 2522     (Average Length', ' 1311.47 Splits', ' 0)']","[' 26580522 (Deleted', ' 26249472)']","[' 38       (Ratio', '   0.00%)']","[' 12740    (Ratio', '   0.05%)']","[' 26580522 (Average Length', '   14.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 26580522 (Average', '  3.69 Max', ' 8639 Sum', ' 97957455)']","[' 26578428 (Average', '  3.59 Max', ' 7023 Sum', ' 95292380 Ratio', '  97.28%)']","[' 2094     (Average', ' 1272.72 Max', ' 1975 Sum', ' 2665075 Ratio', '   2.72%)']", ,[' 267364  '],[' 10615   '],[' 245420  '],[' 82381   '],"[' 210177   (Atom=Atom', ' 59436 Body=Body', ' 37785 Other', ' 112956)']",[' Yes'],"[' 14392    (Eliminated', '    0 Frozen', ' 14392)']","[' 2563     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.75417'],[' 0'], ,[' 692.629'],[' 0'],[' 16.2438'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.18528e+08'],[' 1.41812e+08'],[' 0'],[' 4.55087e+10'],[' 0'],[' 0'],[' 915 '],[' 1533 '],[' 2070 '],[' 2700 '],[' 3300 '],[' 4042 '],[' 4600 '],[' 5231 '],[' 5828 '],[' 9 '],[' 0 ']
Solving...,TA76, , , , , ,[' 4137'],[' 2078'],"[' 63337.736s (Solving', ' 63316.23s 1st Model', ' 21.35s Unsat', ' 39.24s)']",[' 951.516s'], ,[' 82954741'],"[' 29662781 (Analyzed', ' 29473120)']","[' 59531    (Average', ' 495.09 Last', ' 52630)']",[' 5947.0  '],"[' 2078     (Average Length', ' 1136.71 Splits', ' 0)']","[' 29473120 (Deleted', ' 29107947)']","[' 22       (Ratio', '   0.00%)']","[' 5805     (Ratio', '   0.02%)']","[' 29473120 (Average Length', '   13.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 29473120 (Average', '  2.50 Max', ' 9545 Sum', ' 73680477)']","[' 29471249 (Average', '  2.44 Max', ' 7933 Sum', ' 71876962 Ratio', '  97.55%)']","[' 1871     (Average', ' 963.93 Max', ' 1653 Sum', ' 1803515 Ratio', '   2.45%)']", ,[' 267260  '],[' 10454   '],[' 244440  '],[' 82001   '],"[' 206365   (Atom=Atom', ' 58348 Body=Body', ' 37302 Other', ' 110715)']",[' Yes'],"[' 13906    (Eliminated', '    0 Frozen', ' 13906)']","[' 1059     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.33629'],[' 0'], ,[' 63029.4'],[' 0'],[' 13.2311'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.63539e+08'],[' 9.00716e+07'],[' 0'],[' 4.03742e+10'],[' 0'],[' 0'],[' 896 '],[' 1459 '],[' 2099 '],[' 2667 '],[' 3260 '],[' 3880 '],[' 4454 '],[' 5122 '],[' 5647 '],[' 8 '],[' 1 ']
Solving...,TA77, , , , ,[' 1'],[' 3899+'],[' 1959'],"[' 1006.177s (Solving', ' 986.54s 1st Model', ' 21.69s Unsat', ' 0.00s)']",[' 997.734s'], ,[' 92954391'],"[' 26498657 (Analyzed', ' 26283954)']","[' 52753    (Average', ' 498.25 Last', ' 49252)']",[' 5970.2  '],"[' 1959     (Average Length', ' 1081.86 Splits', ' 0)']","[' 26283954 (Deleted', ' 25978682)']","[' 11       (Ratio', '   0.00%)']","[' 8131     (Ratio', '   0.03%)']","[' 26283954 (Average Length', '   13.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 26283954 (Average', '  3.20 Max', ' 8023 Sum', ' 84191251)']","[' 26282173 (Average', '  3.13 Max', ' 7663 Sum', ' 82315696 Ratio', '  97.77%)']","[' 1781     (Average', ' 1053.09 Max', ' 1559 Sum', ' 1875555 Ratio', '   2.23%)']", ,[' 267186  '],[' 10415   '],[' 244153  '],[' 81855   '],"[' 205490   (Atom=Atom', ' 58073 Body=Body', ' 37185 Other', ' 110232)']",[' Yes'],"[' 13762    (Eliminated', '    0 Frozen', ' 13762)']","[' 1502     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.97791'],[' 0'], ,[' 719.327'],[' 0'],[' 15.8326'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.77358e+08'],[' 1.08527e+08'],[' 0'],[' 4.27172e+10'],[' 0'],[' 0'],[' 806 '],[' 1541 '],[' 2021 '],[' 2674 '],[' 3323 '],[' 3887 '],[' 4491 '],[' 5095 '],[' 5658 '],[' 9 '],[' 0 ']
Solving...,TA78, , , , ,[' 1'],[' 4039+'],[' 2029'],"[' 1006.123s (Solving', ' 985.97s 1st Model', ' 19.02s Unsat', ' 0.00s)']",[' 1003.438s'], ,[' 88381484'],"[' 28093495 (Analyzed', ' 27891653)']","[' 55084    (Average', ' 506.35 Last', ' 111924)']",[' 5876.8  '],"[' 2029     (Average Length', ' 1108.58 Splits', ' 0)']","[' 27891653 (Deleted', ' 27583158)']","[' 10       (Ratio', '   0.00%)']","[' 7144     (Ratio', '   0.03%)']","[' 27891653 (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 27891653 (Average', '  2.85 Max', ' 9296 Sum', ' 79434912)']","[' 27889806 (Average', '  2.78 Max', ' 7950 Sum', ' 77576817 Ratio', '  97.66%)']","[' 1847     (Average', ' 1006.01 Max', ' 1603 Sum', ' 1858095 Ratio', '   2.34%)']", ,[' 266905  '],[' 10542   '],[' 244341  '],[' 81896   '],"[' 207630   (Atom=Atom', ' 58651 Body=Body', ' 37566 Other', ' 111413)']",[' Yes'],"[' 13948    (Eliminated', '    0 Frozen', ' 13948)']","[' 1333     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.07717'],[' 0'], ,[' 713.874'],[' 0'],[' 14.5876'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.74767e+08'],[' 1.01917e+08'],[' 0'],[' 4.49479e+10'],[' 0'],[' 0'],[' 946 '],[' 1549 '],[' 2122 '],[' 2696 '],[' 3290 '],[' 3846 '],[' 4676 '],[' 5254 '],[' 5811 '],[' 9 '],[' 0 ']
Solving...,TA79, , , , , ,[' 3691'],[' 1855'],"[' 772.280s (Solving', ' 752.72s 1st Model', ' 20.62s Unsat', ' 151.40s)']",[' 769.391s'], ,[' 70672821'],"[' 22895629 (Analyzed', ' 22641850)']","[' 45428    (Average', ' 498.41 Last', ' 18041)']",[' 5997.6  '],"[' 1854     (Average Length', ' 1032.85 Splits', ' 0)']","[' 22641850 (Deleted', ' 22365079)']","[' 19       (Ratio', '   0.00%)']","[' 5687     (Ratio', '   0.03%)']","[' 22641850 (Average Length', '   14.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22641850 (Average', '  2.74 Max', ' 8210 Sum', ' 62055358)']","[' 22640062 (Average', '  2.67 Max', ' 8210 Sum', ' 60496931 Ratio', '  97.49%)']","[' 1788     (Average', ' 871.60 Max', ' 1488 Sum', ' 1558427 Ratio', '   2.51%)']", ,[' 268596  '],[' 10532   '],[' 245096  '],[' 82643   '],"[' 206939   (Atom=Atom', ' 58437 Body=Body', ' 37536 Other', ' 110966)']",[' Yes'],"[' 13801    (Eliminated', '    0 Frozen', ' 13801)']","[' 1042     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.94046'],[' 0'], ,[' 527.01'],[' 0'],[' 11.687'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.37048e+08'],[' 7.93664e+07'],[' 0'],[' 3.31287e+10'],[' 0'],[' 0'],[' 870 '],[' 1459 '],[' 3027 '],[' 2654 '],[' 3211 '],[' 3860 '],[' 4441 '],[' 5012 '],[' 5576 '],[' 6 '],[' 3 ']
Solving...,TA80, , , , ,[' 1'],[' 3865+'],[' 1942'],"[' 999.508s (Solving', ' 979.94s 1st Model', ' 22.32s Unsat', ' 0.00s)']",[' 1003.750s'], ,[' 99853086'],"[' 28751830 (Analyzed', ' 28554296)']","[' 57692    (Average', ' 494.94 Last', ' 132453)']",[' 5469.5  '],"[' 1942     (Average Length', ' 1062.10 Splits', ' 0)']","[' 28554296 (Deleted', ' 28203533)']","[' 17       (Ratio', '   0.00%)']","[' 11602    (Ratio', '   0.04%)']","[' 28554296 (Average Length', '   14.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28554296 (Average', '  3.22 Max', ' 7859 Sum', ' 92017037)']","[' 28552376 (Average', '  3.16 Max', ' 7614 Sum', ' 90129752 Ratio', '  97.95%)']","[' 1920     (Average', ' 982.96 Max', ' 1511 Sum', ' 1887285 Ratio', '   2.05%)']", ,[' 267557  '],[' 10590   '],[' 244708  '],[' 82259   '],"[' 208017   (Atom=Atom', ' 58756 Body=Body', ' 37710 Other', ' 111551)']",[' Yes'],"[' 13938    (Eliminated', '    0 Frozen', ' 13938)']","[' 2299     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.93644'],[' 0'], ,[' 708.715'],[' 0'],[' 15.8168'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.01519e+08'],[' 1.23745e+08'],[' 0'],[' 4.44458e+10'],[' 0'],[' 0'],[' 810 '],[' 1389 '],[' 2133 '],[' 2749 '],[' 3299 '],[' 3816 '],[' 4426 '],[' 5053 '],[' 5570 '],[' 9 '],[' 0 ']
