Optimal Found Or Timeout,Instances,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 
,TA51,"[' 1572203  (Analyzed', ' 1530069)']","[' 4305     (Average', ' 355.42 Last', ' 16981)']",[' 1113.0  '],"[' 152      (Average Length', ' 70.66 Splits', ' 0)']","[' 1530069  (Deleted', ' 1497628)']","[' 64       (Ratio', '   0.00%)']","[' 1504     (Ratio', '   0.10%)']","[' 1530069  (Average Length', '   10.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1530069  (Average', '  1.46 Max', ' 1693 Sum', ' 2240119)']","[' 1529976  (Average', '  1.46 Max', ' 1693 Sum', ' 2237253 Ratio', '  99.87%)']","[' 93       (Average', ' 30.82 Max', ' 116 Sum', '   2866 Ratio', '   0.13%)']", ,[' 73248   '],[' 2618    '],[' 72639   '],[' 42293   '],"[' 126875   (Atom=Atom', ' 40423 Body=Body', ' 21693 Other', ' 64759)']",[' Yes'],"[' 2759     (Eliminated', '    0 Frozen', ' 2759)']","[' 12       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.245937'],[' 0'], ,[' 64.3056'],[' 0'],[' 1.0468'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.11957e+06'],[' 5.50911e+06'],[' 0'],[' 1.10429e+10'],[' 0'],[' 0'],[' 446 '],[' 841 '],[' 1326 '],[' 1606 '],[' 1910 '],[' 2558 '],[' 3008 '],[' 3289 '],[' 3803 '],[' 4269 ']
,TA52,"[' 3964658  (Analyzed', ' 3956639)']","[' 9720     (Average', ' 407.06 Last', ' 8176)']",[' 1309.5  '],"[' 188      (Average Length', ' 87.77 Splits', ' 0)']","[' 3956639  (Deleted', ' 3887683)']","[' 92       (Ratio', '   0.00%)']","[' 1889     (Ratio', '   0.05%)']","[' 3956639  (Average Length', '    9.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3956639  (Average', '  1.26 Max', ' 1725 Sum', ' 4998464)']","[' 3956525  (Average', '  1.26 Max', ' 1725 Sum', ' 4996479 Ratio', '  99.96%)']","[' 114      (Average', ' 17.41 Max', ' 135 Sum', '   1985 Ratio', '   0.04%)']", ,[' 74447   '],[' 2647    '],[' 73874   '],[' 42866   '],"[' 128594   (Atom=Atom', ' 40967 Body=Body', ' 21722 Other', ' 65905)']",[' Yes'],"[' 2824     (Eliminated', '    0 Frozen', ' 2824)']","[' 34       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.314344'],[' 0'], ,[' 72.2282'],[' 0'],[' 1.47824'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.77089e+07'],[' 8.77552e+06'],[' 0'],[' 1.08639e+10'],[' 0'],[' 0'],[' 557 '],[' 964 '],[' 1381 '],[' 1748 '],[' 2115 '],[' 2531 '],[' 2979 '],[' 3486 '],[' 3828 '],[' 4187 ']
,TA53,"[' 1558011  (Analyzed', ' 1548207)']","[' 3847     (Average', ' 402.45 Last', ' 1606)']",[' 1198.2  '],"[' 177      (Average Length', ' 81.90 Splits', ' 0)']","[' 1548207  (Deleted', ' 1519658)']","[' 86       (Ratio', '   0.01%)']","[' 1217     (Ratio', '   0.08%)']","[' 1548207  (Average Length', '   11.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1548207  (Average', '  1.42 Max', ' 1699 Sum', ' 2200523)']","[' 1548079  (Average', '  1.42 Max', ' 1699 Sum', ' 2198350 Ratio', '  99.90%)']","[' 128      (Average', ' 16.98 Max', ' 123 Sum', '   2173 Ratio', '   0.10%)']", ,[' 72019   '],[' 2578    '],[' 71434   '],[' 41494   '],"[' 124478   (Atom=Atom', ' 39664 Body=Body', ' 21653 Other', ' 63161)']",[' Yes'],"[' 2743     (Eliminated', '    0 Frozen', ' 2743)']","[' 15       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.285773'],[' 0'], ,[' 17.3143'],[' 0'],[' 0.431547'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.92101e+06'],[' 5.4341e+06'],[' 0'],[' 2.15711e+09'],[' 0'],[' 0'],[' 423 '],[' 1150 '],[' 1503 '],[' 1818 '],[' 2116 '],[' 2568 '],[' 2932 '],[' 3282 '],[' 3704 '],[' 4102 ']
,TA54,"[' 916247   (Analyzed', ' 897733)']","[' 2582     (Average', ' 347.69 Last', ' 1242)']",[' 1047.0  '],"[' 196      (Average Length', ' 92.59 Splits', ' 0)']","[' 897733   (Deleted', ' 877103)']","[' 92       (Ratio', '   0.01%)']","[' 1551     (Ratio', '   0.17%)']","[' 897733   (Average Length', '   10.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 897733   (Average', '  1.56 Max', ' 1612 Sum', ' 1404314)']","[' 897617   (Average', '  1.56 Max', ' 1612 Sum', ' 1401105 Ratio', '  99.77%)']","[' 116      (Average', ' 27.66 Max', ' 146 Sum', '   3209 Ratio', '   0.23%)']", ,[' 73334   '],[' 2544    '],[' 72768   '],[' 41459   '],"[' 124373   (Atom=Atom', ' 39663 Body=Body', ' 21619 Other', ' 63091)']",[' Yes'],"[' 2728     (Eliminated', '    0 Frozen', ' 2728)']","[' 26       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.289657'],[' 0'], ,[' 36.4501'],[' 0'],[' 0.651968'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.96276e+06'],[' 4.78666e+06'],[' 0'],[' 6.26417e+09'],[' 0'],[' 0'],[' 445 '],[' 883 '],[' 1221 '],[' 1596 '],[' 1981 '],[' 2311 '],[' 2641 '],[' 3258 '],[' 3665 '],[' 4082 ']
,TA55,"[' 2974552  (Analyzed', ' 2939636)']","[' 6987     (Average', ' 420.73 Last', ' 14852)']",[' 1108.0  '],"[' 195      (Average Length', ' 92.29 Splits', ' 0)']","[' 2939636  (Deleted', ' 2892816)']","[' 101      (Ratio', '   0.00%)']","[' 1448     (Ratio', '   0.05%)']","[' 2939636  (Average Length', '   10.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2939636  (Average', '  1.31 Max', ' 1662 Sum', ' 3846800)']","[' 2939503  (Average', '  1.31 Max', ' 1662 Sum', ' 3841966 Ratio', '  99.87%)']","[' 133      (Average', ' 36.35 Max', ' 152 Sum', '   4834 Ratio', '   0.13%)']", ,[' 73764   '],[' 2623    '],[' 73198   '],[' 42537   '],"[' 127607   (Atom=Atom', ' 40662 Body=Body', ' 21698 Other', ' 65247)']",[' Yes'],"[' 2807     (Eliminated', '    0 Frozen', ' 2807)']","[' 61       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.279967'],[' 0'], ,[' 37.8867'],[' 0'],[' 0.838682'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.37997e+07'],[' 7.13941e+06'],[' 0'],[' 5.33e+09'],[' 0'],[' 0'],[' 643 '],[' 924 '],[' 1408 '],[' 1887 '],[' 2268 '],[' 2666 '],[' 3095 '],[' 3490 '],[' 4022 '],[' 4373 ']
,TA56,"[' 1860403  (Analyzed', ' 1721389)']","[' 4628     (Average', ' 371.95 Last', ' 3456)']",[' 1235.5  '],"[' 177      (Average Length', ' 82.44 Splits', ' 0)']","[' 1721389  (Deleted', ' 1688886)']","[' 117      (Ratio', '   0.01%)']","[' 1484     (Ratio', '   0.09%)']","[' 1721389  (Average Length', '    9.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1721389  (Average', '  1.29 Max', ' 1644 Sum', ' 2227490)']","[' 1721268  (Average', '  1.29 Max', ' 1644 Sum', ' 2227159 Ratio', '  99.99%)']","[' 121      (Average', '  2.74 Max', '  67 Sum', '    331 Ratio', '   0.01%)']", ,[' 73011   '],[' 2571    '],[' 72427   '],[' 41639   '],"[' 124913   (Atom=Atom', ' 39816 Body=Body', ' 21646 Other', ' 63451)']",[' Yes'],"[' 2737     (Eliminated', '    0 Frozen', ' 2737)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.297856'],[' 0'], ,[' 36.4643'],[' 0'],[' 0.680581'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.01037e+07'],[' 5.94075e+06'],[' 0'],[' 5.81397e+09'],[' 0'],[' 0'],[' 586 '],[' 1056 '],[' 1435 '],[' 1820 '],[' 2365 '],[' 2723 '],[' 3045 '],[' 3343 '],[' 3642 '],[' 4176 ']
,TA57,"[' 705777   (Analyzed', ' 649114)']","[' 2154     (Average', ' 301.35 Last', ' 3383)']",[' 1241.4  '],"[' 146      (Average Length', ' 66.67 Splits', ' 0)']","[' 649114   (Deleted', ' 629943)']","[' 87       (Ratio', '   0.01%)']","[' 1527     (Ratio', '   0.24%)']","[' 649114   (Average Length', '   10.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 649114   (Average', '  1.45 Max', ' 1649 Sum', ' 940937)']","[' 649011   (Average', '  1.45 Max', ' 1649 Sum', ' 939530 Ratio', '  99.85%)']","[' 103      (Average', ' 13.66 Max', '  86 Sum', '   1407 Ratio', '   0.15%)']", ,[' 72618   '],[' 2545    '],[' 72003   '],[' 41144   '],"[' 123428   (Atom=Atom', ' 39347 Body=Body', ' 21620 Other', ' 62461)']",[' Yes'],"[' 2680     (Eliminated', '    0 Frozen', ' 2680)']","[' 21       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.272269'],[' 0'], ,[' 39.8986'],[' 0'],[' 0.57418'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.65517e+06'],[' 4.03016e+06'],[' 0'],[' 6.75888e+09'],[' 0'],[' 0'],[' 445 '],[' 966 '],[' 1249 '],[' 1669 '],[' 1981 '],[' 2398 '],[' 2693 '],[' 3183 '],[' 3611 '],[' 3958 ']
,TA58,"[' 1897568  (Analyzed', ' 1876309)']","[' 4748     (Average', ' 395.18 Last', ' 462)']",[' 1170.5  '],"[' 189      (Average Length', ' 88.82 Splits', ' 0)']","[' 1876309  (Deleted', ' 1840968)']","[' 96       (Ratio', '   0.01%)']","[' 1413     (Ratio', '   0.08%)']","[' 1876309  (Average Length', '    9.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1876309  (Average', '  1.38 Max', ' 1702 Sum', ' 2580553)']","[' 1876176  (Average', '  1.37 Max', ' 1702 Sum', ' 2576309 Ratio', '  99.84%)']","[' 133      (Average', ' 31.91 Max', ' 134 Sum', '   4244 Ratio', '   0.16%)']", ,[' 73245   '],[' 2619    '],[' 72673   '],[' 41865   '],"[' 125591   (Atom=Atom', ' 39994 Body=Body', ' 21694 Other', ' 63903)']",[' Yes'],"[' 2797     (Eliminated', '    0 Frozen', ' 2797)']","[' 18       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.293305'],[' 0'], ,[' 39.5857'],[' 0'],[' 0.704676'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.06609e+07'],[' 6.33093e+06'],[' 0'],[' 6.69792e+09'],[' 0'],[' 0'],[' 555 '],[' 1002 '],[' 1419 '],[' 1697 '],[' 2100 '],[' 2425 '],[' 2894 '],[' 3399 '],[' 3702 '],[' 4109 ']
,TA59,"[' 3261006  (Analyzed', ' 3238679)']","[' 8003     (Average', ' 404.68 Last', ' 28217)']",[' 1045.8  '],"[' 186      (Average Length', ' 87.82 Splits', ' 0)']","[' 3238679  (Deleted', ' 3185996)']","[' 75       (Ratio', '   0.00%)']","[' 1982     (Ratio', '   0.06%)']","[' 3238679  (Average Length', '   10.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3238679  (Average', '  1.41 Max', ' 1673 Sum', ' 4574964)']","[' 3238560  (Average', '  1.41 Max', ' 1673 Sum', ' 4569916 Ratio', '  99.89%)']","[' 119      (Average', ' 42.42 Max', ' 132 Sum', '   5048 Ratio', '   0.11%)']", ,[' 72826   '],[' 2575    '],[' 72251   '],[' 41590   '],"[' 124766   (Atom=Atom', ' 39763 Body=Body', ' 21650 Other', ' 63353)']",[' Yes'],"[' 2750     (Eliminated', '    0 Frozen', ' 2750)']","[' 15       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.269895'],[' 0'], ,[' 74.298'],[' 0'],[' 1.36576'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.54988e+07'],[' 8.14043e+06'],[' 0'],[' 1.24589e+10'],[' 0'],[' 0'],[' 417 '],[' 880 '],[' 1134 '],[' 1482 '],[' 1908 '],[' 2477 '],[' 2788 '],[' 3189 '],[' 3729 '],[' 4191 ']
,TA60,"[' 1450554  (Analyzed', ' 1249907)']","[' 3386     (Average', ' 369.14 Last', ' 930)']",[' 1149.2  '],"[' 263      (Average Length', ' 126.21 Splits', ' 0)']","[' 1249907  (Deleted', ' 1226617)']","[' 105      (Ratio', '   0.01%)']","[' 1321     (Ratio', '   0.11%)']","[' 1249907  (Average Length', '    9.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1249907  (Average', '  1.27 Max', ' 381 Sum', ' 1586798)']","[' 1249802  (Average', '  1.27 Max', ' 381 Sum', ' 1586693 Ratio', '  99.99%)']","[' 105      (Average', '  1.00 Max', '   1 Sum', '    105 Ratio', '   0.01%)']", ,[' 73284   '],[' 2569    '],[' 72786   '],[' 41935   '],"[' 125801   (Atom=Atom', ' 40114 Body=Body', ' 21644 Other', ' 64043)']",[' Yes'],"[' 2821     (Eliminated', '    0 Frozen', ' 2821)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.344773'],[' 0'], ,[' 16.6306'],[' 0'],[' 0.362518'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.09302e+06'],[' 5.92111e+06'],[' 0'],[' 2.09826e+09'],[' 0'],[' 0'],[' 452 '],[' 682 '],[' 1079 '],[' 1466 '],[' 1856 '],[' 2325 '],[' 2600 '],[' 3024 '],[' 3490 '],[' 3825 ']
