Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
UNKNOWN,TA71,[' 8515+'],[' 4262'],"[' 1020.369s (Solving', ' 931.93s 1st Model', ' 254.28s Unsat', ' 0.00s)']",[' 1018.750s'], ,[' 548222362'],"[' 3975611  (Analyzed', ' 1686233)']","[' 5922     (Average', ' 284.74 Last', ' 40623)']",[' 12390.5 '],"[' 4262     (Average Length', ' 1970.02 Splits', ' 0)']","[' 1686233  (Deleted', ' 1582811)']","[' 90       (Ratio', '   0.01%)']","[' 75624    (Ratio', '   4.48%)']","[' 1686233  (Average Length', '   32.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1686233  (Average', ' 300.66 Max', ' 15008 Sum', ' 506983202)']","[' 1683186  (Average', ' 297.12 Max', ' 15008 Sum', ' 501013745 Ratio', '  98.82%)']","[' 3047     (Average', ' 1959.13 Max', ' 2624 Sum', ' 5969457 Ratio', '   1.18%)']", ,[' 415129  '],[' 27173   '],[' 416925  '],[' 249883  '],"[' 749645   (Atom=Atom', ' 224708 Body=Body', ' 128073 Other', ' 396864)']",[' Yes'],"[' 30969    (Eliminated', '    0 Frozen', ' 30969)']","[' 13536    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.0347'],[' 0'], ,[' 462.366'],[' 0'],[' 32.343'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.71019e+09'],[' 1.60021e+09'],[' 0'],[' 3.12308e+10'],[' 0'],[' 0'],[' 1977 '],[' 3546 '],[' 5793 '],[' 7471 '],[' 4 '],[' 0 ']
UNKNOWN,TA72,[' 8819+'],[' 4414'],"[' 1018.777s (Solving', ' 934.14s 1st Model', ' 242.63s Unsat', ' 0.00s)']",[' 1016.266s'], ,[' 502099627'],"[' 3711758  (Analyzed', ' 1597764)']","[' 5785     (Average', ' 276.19 Last', ' 138882)']",[' 12053.0 '],"[' 4414     (Average Length', ' 2062.31 Splits', ' 0)']","[' 1597764  (Deleted', ' 1506057)']","[' 116      (Ratio', '   0.01%)']","[' 67063    (Ratio', '   4.20%)']","[' 1597764  (Average Length', '   27.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1597764  (Average', ' 289.45 Max', ' 15047 Sum', ' 462473990)']","[' 1594619  (Average', ' 285.08 Max', ' 15047 Sum', ' 455491626 Ratio', '  98.49%)']","[' 3145     (Average', ' 2220.15 Max', ' 2946 Sum', ' 6982364 Ratio', '   1.51%)']", ,[' 411297  '],[' 26611   '],[' 413219  '],[' 246417  '],"[' 739247   (Atom=Atom', ' 221804 Body=Body', ' 127511 Other', ' 389932)']",[' Yes'],"[' 30533    (Eliminated', '    0 Frozen', ' 30533)']","[' 12236    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.5159'],[' 0'], ,[' 498.884'],[' 0'],[' 30.4223'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.61542e+09'],[' 1.51674e+09'],[' 0'],[' 3.79317e+10'],[' 0'],[' 0'],[' 1631 '],[' 3511 '],[' 5451 '],[' 7134 '],[' 4 '],[' 0 ']
UNKNOWN,TA73,[' 8031+'],[' 4020'],"[' 1018.128s (Solving', ' 941.31s 1st Model', ' 389.78s Unsat', ' 0.00s)']",[' 1015.469s'], ,[' 600788578'],"[' 5533720  (Analyzed', ' 2501410)']","[' 7396     (Average', ' 338.21 Last', ' 29307)']",[' 12003.9 '],"[' 4020     (Average Length', ' 1849.73 Splits', ' 0)']","[' 2501410  (Deleted', ' 2396223)']","[' 113      (Ratio', '   0.00%)']","[' 78132    (Ratio', '   3.12%)']","[' 2501410  (Average Length', '   30.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2501410  (Average', ' 224.65 Max', ' 14528 Sum', ' 561942224)']","[' 2498411  (Average', ' 222.30 Max', ' 14528 Sum', ' 556070699 Ratio', '  98.96%)']","[' 2999     (Average', ' 1957.83 Max', ' 2690 Sum', ' 5871525 Ratio', '   1.04%)']", ,[' 413464  '],[' 26875   '],[' 414945  '],[' 247703  '],"[' 743105   (Atom=Atom', ' 222826 Body=Body', ' 127775 Other', ' 392504)']",[' Yes'],"[' 30356    (Eliminated', '    0 Frozen', ' 30356)']","[' 14499    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.1782'],[' 0'], ,[' 460.22'],[' 0'],[' 34.8696'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.67824e+09'],[' 1.55897e+09'],[' 0'],[' 2.8767e+10'],[' 0'],[' 0'],[' 2099 '],[' 3724 '],[' 5318 '],[' 7027 '],[' 4 '],[' 0 ']
UNKNOWN,TA74,[' 9523+'],[' 4766'],"[' 1022.426s (Solving', ' 928.23s 1st Model', ' 445.08s Unsat', ' 0.00s)']",[' 1020.438s'], ,[' 566622335'],"[' 2764903  (Analyzed', ' 1101021)']","[' 5201     (Average', ' 211.69 Last', ' 104625)']",[' 11985.7 '],"[' 4766     (Average Length', ' 2215.88 Splits', ' 0)']","[' 1101021  (Deleted', ' 997983)']","[' 104      (Ratio', '   0.01%)']","[' 77810    (Ratio', '   7.07%)']","[' 1101021  (Average Length', '   25.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1101021  (Average', ' 476.19 Max', ' 14198 Sum', ' 524300402)']","[' 1098240  (Average', ' 470.57 Max', ' 14198 Sum', ' 518112416 Ratio', '  98.82%)']","[' 2781     (Average', ' 2225.09 Max', ' 3135 Sum', ' 6187986 Ratio', '   1.18%)']", ,[' 412187  '],[' 26672   '],[' 414387  '],[' 247208  '],"[' 741620   (Atom=Atom', ' 222534 Body=Body', ' 127572 Other', ' 391514)']",[' Yes'],"[' 30872    (Eliminated', '    0 Frozen', ' 30872)']","[' 14573    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.2985'],[' 0'], ,[' 428.137'],[' 0'],[' 33.0454'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.82432e+09'],[' 1.71543e+09'],[' 0'],[' 2.52253e+10'],[' 0'],[' 0'],[' 1647 '],[' 3406 '],[' 5092 '],[' 6634 '],[' 4 '],[' 0 ']
UNKNOWN,TA75,[' 8861+'],[' 4435'],"[' 1020.843s (Solving', ' 930.81s 1st Model', ' 213.22s Unsat', ' 0.00s)']",[' 1018.906s'], ,[' 523931314'],"[' 3580581  (Analyzed', ' 1821967)']","[' 6083     (Average', ' 299.52 Last', ' 34837)']",[' 12202.0 '],"[' 4435     (Average Length', ' 2060.22 Splits', ' 0)']","[' 1821967  (Deleted', ' 1723015)']","[' 126      (Ratio', '   0.01%)']","[' 70772    (Ratio', '   3.88%)']","[' 1821967  (Average Length', '   29.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1821967  (Average', ' 265.27 Max', ' 15063 Sum', ' 483321020)']","[' 1818860  (Average', ' 261.73 Max', ' 15063 Sum', ' 476867001 Ratio', '  98.66%)']","[' 3107     (Average', ' 2077.25 Max', ' 2863 Sum', ' 6454019 Ratio', '   1.34%)']", ,[' 413457  '],[' 26926   '],[' 415416  '],[' 247433  '],"[' 742295   (Atom=Atom', ' 222505 Body=Body', ' 127826 Other', ' 391964)']",[' Yes'],"[' 30885    (Eliminated', '    0 Frozen', ' 30885)']","[' 12737    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.3726'],[' 0'], ,[' 484.332'],[' 0'],[' 31.1074'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.63739e+09'],[' 1.53386e+09'],[' 0'],[' 3.57426e+10'],[' 0'],[' 0'],[' 1824 '],[' 3685 '],[' 5620 '],[' 7511 '],[' 4 '],[' 0 ']
UNKNOWN,TA76,[' 9261+'],[' 4635'],"[' 1020.402s (Solving', ' 929.75s 1st Model', ' 374.00s Unsat', ' 0.00s)']",[' 1018.344s'], ,[' 551425143'],"[' 3682638  (Analyzed', ' 1314963)']","[' 5405     (Average', ' 243.29 Last', ' 95275)']",[' 11796.4 '],"[' 4635     (Average Length', ' 2138.04 Splits', ' 0)']","[' 1314963  (Deleted', ' 1214773)']","[' 95       (Ratio', '   0.01%)']","[' 76458    (Ratio', '   5.81%)']","[' 1314963  (Average Length', '   26.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1314963  (Average', ' 388.03 Max', ' 13866 Sum', ' 510251291)']","[' 1312102  (Average', ' 383.25 Max', ' 13866 Sum', ' 503954305 Ratio', '  98.77%)']","[' 2861     (Average', ' 2200.97 Max', ' 3051 Sum', ' 6296986 Ratio', '   1.23%)']", ,[' 412171  '],[' 26610   '],[' 414214  '],[' 246575  '],"[' 739721   (Atom=Atom', ' 221963 Body=Body', ' 127510 Other', ' 390248)']",[' Yes'],"[' 30653    (Eliminated', '    0 Frozen', ' 30653)']","[' 14923    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.9081'],[' 0'], ,[' 441.807'],[' 0'],[' 32.1995'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.76428e+09'],[' 1.6496e+09'],[' 0'],[' 2.92525e+10'],[' 0'],[' 0'],[' 1762 '],[' 3225 '],[' 4923 '],[' 6879 '],[' 4 '],[' 0 ']
UNKNOWN,TA77,[' 8757+'],[' 4383'],"[' 1020.463s (Solving', ' 934.76s 1st Model', ' 297.40s Unsat', ' 0.00s)']",[' 1018.781s'], ,[' 574176149'],"[' 4168495  (Analyzed', ' 2173544)']","[' 6297     (Average', ' 345.17 Last', ' 34545)']",[' 11796.3 '],"[' 4383     (Average Length', ' 2018.93 Splits', ' 0)']","[' 2173544  (Deleted', ' 2071584)']","[' 100      (Ratio', '   0.00%)']","[' 75171    (Ratio', '   3.46%)']","[' 2173544  (Average Length', '   27.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2173544  (Average', ' 246.13 Max', ' 14064 Sum', ' 534973268)']","[' 2170564  (Average', ' 243.32 Max', ' 14064 Sum', ' 528868697 Ratio', '  98.86%)']","[' 2980     (Average', ' 2048.51 Max', ' 2937 Sum', ' 6104571 Ratio', '   1.14%)']", ,[' 410865  '],[' 26630   '],[' 412663  '],[' 245955  '],"[' 737861   (Atom=Atom', ' 221323 Body=Body', ' 127530 Other', ' 389008)']",[' Yes'],"[' 30428    (Eliminated', '    0 Frozen', ' 30428)']","[' 14504    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.7262'],[' 0'], ,[' 459.94'],[' 0'],[' 33.5317'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.70948e+09'],[' 1.59435e+09'],[' 0'],[' 3.00052e+10'],[' 0'],[' 0'],[' 1711 '],[' 3561 '],[' 5119 '],[' 6929 '],[' 4 '],[' 0 ']
UNKNOWN,TA78,[' 9333+'],[' 4671'],"[' 1021.907s (Solving', ' 926.06s 1st Model', ' 321.39s Unsat', ' 0.00s)']",[' 1019.828s'], ,[' 556131975'],"[' 4088620  (Analyzed', ' 1846055)']","[' 6110     (Average', ' 302.14 Last', ' 37216)']",[' 12371.7 '],"[' 4671     (Average Length', ' 2153.33 Splits', ' 0)']","[' 1846055  (Deleted', ' 1749576)']","[' 139      (Ratio', '   0.01%)']","[' 73066    (Ratio', '   3.96%)']","[' 1846055  (Average Length', '   27.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1846055  (Average', ' 277.12 Max', ' 14477 Sum', ' 511586493)']","[' 1843097  (Average', ' 273.63 Max', ' 14477 Sum', ' 505136783 Ratio', '  98.74%)']","[' 2958     (Average', ' 2180.43 Max', ' 2942 Sum', ' 6449710 Ratio', '   1.26%)']", ,[' 411978  '],[' 26796   '],[' 414050  '],[' 247015  '],"[' 741041   (Atom=Atom', ' 222217 Body=Body', ' 127696 Other', ' 391128)']",[' Yes'],"[' 30868    (Eliminated', '    0 Frozen', ' 30868)']","[' 13212    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.2305'],[' 0'], ,[' 458.161'],[' 0'],[' 32.6603'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.70569e+09'],[' 1.59576e+09'],[' 0'],[' 2.9649e+10'],[' 0'],[' 0'],[' 1801 '],[' 3490 '],[' 5154 '],[' 6793 '],[' 4 '],[' 0 ']
UNKNOWN,TA79,[' 9993+'],[' 5001'],"[' 1022.249s (Solving', ' 922.40s 1st Model', ' 303.46s Unsat', ' 0.00s)']",[' 1019.859s'], ,[' 561777140'],"[' 3074296  (Analyzed', ' 1292317)']","[' 5322     (Average', ' 242.83 Last', ' 19415)']",[' 12208.3 '],"[' 5001     (Average Length', ' 2285.81 Splits', ' 0)']","[' 1292317  (Deleted', ' 1188170)']","[' 109      (Ratio', '   0.01%)']","[' 78617    (Ratio', '   6.08%)']","[' 1292317  (Average Length', '   26.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1292317  (Average', ' 399.44 Max', ' 14203 Sum', ' 516202266)']","[' 1289553  (Average', ' 394.46 Max', ' 14203 Sum', ' 509762149 Ratio', '  98.75%)']","[' 2764     (Average', ' 2330.00 Max', ' 3201 Sum', ' 6440117 Ratio', '   1.25%)']", ,[' 414045  '],[' 26761   '],[' 416377  '],[' 248852  '],"[' 746552   (Atom=Atom', ' 224089 Body=Body', ' 127661 Other', ' 394802)']",[' Yes'],"[' 31093    (Eliminated', '    0 Frozen', ' 31093)']","[' 14694    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.5239'],[' 0'], ,[' 421.455'],[' 0'],[' 33.0144'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.80406e+09'],[' 1.69335e+09'],[' 0'],[' 2.51639e+10'],[' 0'],[' 0'],[' 1730 '],[' 3282 '],[' 4878 '],[' 6621 '],[' 4 '],[' 0 ']
UNKNOWN,TA80,[' 9645+'],[' 4827'],"[' 1021.449s (Solving', ' 925.86s 1st Model', ' 354.86s Unsat', ' 0.00s)']",[' 1019.016s'], ,[' 564675499'],"[' 3776538  (Analyzed', ' 1551805)']","[' 5827     (Average', ' 266.31 Last', ' 40580)']",[' 12079.2 '],"[' 4827     (Average Length', ' 2203.75 Splits', ' 0)']","[' 1551805  (Deleted', ' 1447975)']","[' 126      (Ratio', '   0.01%)']","[' 79773    (Ratio', '   5.14%)']","[' 1551805  (Average Length', '   26.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1551805  (Average', ' 335.36 Max', ' 14310 Sum', ' 520407310)']","[' 1549069  (Average', ' 331.47 Max', ' 14310 Sum', ' 514384436 Ratio', '  98.84%)']","[' 2736     (Average', ' 2201.34 Max', ' 3097 Sum', ' 6022874 Ratio', '   1.16%)']", ,[' 413604  '],[' 26988   '],[' 415770  '],[' 248659  '],"[' 745973   (Atom=Atom', ' 223669 Body=Body', ' 127888 Other', ' 394416)']",[' Yes'],"[' 31154    (Eliminated', '    0 Frozen', ' 31154)']","[' 15162    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.3245'],[' 0'], ,[' 434.301'],[' 0'],[' 32.8962'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.75371e+09'],[' 1.6367e+09'],[' 0'],[' 2.35381e+10'],[' 0'],[' 0'],[' 1800 '],[' 3299 '],[' 4962 '],[' 6645 '],[' 4 '],[' 0 ']
