Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
UNKNOWN,TA51,[' 5983+'],[' 2995'],"[' 1012.095s (Solving', ' 987.39s 1st Model', ' 603.38s Unsat', ' 0.00s)']",[' 999.719s'], ,[' 380679711'],"[' 6744934  (Analyzed', ' 6517710)']","[' 13492    (Average', ' 483.08 Last', ' 193874)']",[' 5845.9  '],"[' 2995     (Average Length', ' 1429.99 Splits', ' 0)']","[' 6517710  (Deleted', ' 6412274)']","[' 2379     (Ratio', '   0.04%)']","[' 62954    (Ratio', '   0.97%)']","[' 6517710  (Average Length', '   18.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6517710  (Average', ' 56.39 Max', ' 6589 Sum', ' 367554190)']","[' 6517208  (Average', ' 56.26 Max', ' 6589 Sum', ' 366706293 Ratio', '  99.77%)']","[' 502      (Average', ' 1689.04 Max', ' 3392 Sum', ' 847897 Ratio', '   0.23%)']", ,[' 94736   '],[' 11681   '],[' 96728   '],[' 61870   '],"[' 185606   (Atom=Atom', ' 50937 Body=Body', ' 30756 Other', ' 103913)']",[' Yes'],"[' 14423    (Eliminated', '    0 Frozen', ' 14423)']","[' 6731     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.84174'],[' 0'], ,[' 393.559'],[' 0'],[' 28.2611'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.77679e+09'],[' 1.61591e+09'],[' 0'],[' 1.41812e+10'],[' 0'],[' 0'],[' 1115 '],[' 2176 '],[' 3188 '],[' 3 '],[' 0 ']
UNKNOWN,TA52,[' 5809+'],[' 2908'],"[' 1005.626s (Solving', ' 982.21s 1st Model', ' 598.09s Unsat', ' 0.00s)']",[' 1001.781s'], ,[' 346561846'],"[' 9106775  (Analyzed', ' 8958772)']","[' 17138    (Average', ' 522.74 Last', ' 140493)']",[' 5973.7  '],"[' 2908     (Average Length', ' 1396.52 Splits', ' 0)']","[' 8958772  (Deleted', ' 8834818)']","[' 2087     (Ratio', '   0.02%)']","[' 63067    (Ratio', '   0.70%)']","[' 8958772  (Average Length', '   20.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8958772  (Average', ' 37.19 Max', ' 6455 Sum', ' 333208392)']","[' 8958332  (Average', ' 37.11 Max', ' 6455 Sum', ' 332472093 Ratio', '  99.78%)']","[' 440      (Average', ' 1673.41 Max', ' 2671 Sum', ' 736299 Ratio', '   0.22%)']", ,[' 94702   '],[' 11677   '],[' 96622   '],[' 61852   '],"[' 185552   (Atom=Atom', ' 50923 Body=Body', ' 30752 Other', ' 103877)']",[' Yes'],"[' 14347    (Eliminated', '    0 Frozen', ' 14347)']","[' 6591     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.65016'],[' 0'], ,[' 436.888'],[' 0'],[' 27.4471'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.50495e+09'],[' 1.36224e+09'],[' 0'],[' 1.7117e+10'],[' 0'],[' 0'],[' 1193 '],[' 2228 '],[' 3246 '],[' 3 '],[' 0 ']
UNKNOWN,TA53,[' 6133+'],[' 3070'],"[' 1007.249s (Solving', ' 980.96s 1st Model', ' 555.59s Unsat', ' 0.00s)']",[' 1002.609s'], ,[' 339891559'],"[' 8642474  (Analyzed', ' 8442781)']","[' 16744    (Average', ' 504.23 Last', ' 112683)']",[' 6141.1  '],"[' 3070     (Average Length', ' 1473.46 Splits', ' 0)']","[' 8442781  (Deleted', ' 8309943)']","[' 2413     (Ratio', '   0.03%)']","[' 58190    (Ratio', '   0.69%)']","[' 8442781  (Average Length', '   16.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8442781  (Average', ' 38.57 Max', ' 6879 Sum', ' 325605746)']","[' 8442338  (Average', ' 38.48 Max', ' 6879 Sum', ' 324852206 Ratio', '  99.77%)']","[' 443      (Average', ' 1700.99 Max', ' 2834 Sum', ' 753540 Ratio', '   0.23%)']", ,[' 94890   '],[' 11660   '],[' 96973   '],[' 61981   '],"[' 185939   (Atom=Atom', ' 51069 Body=Body', ' 30735 Other', ' 104135)']",[' Yes'],"[' 14493    (Eliminated', '    0 Frozen', ' 14493)']","[' 5881     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.17266'],[' 0'], ,[' 417.293'],[' 0'],[' 27.6076'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.52085e+09'],[' 1.37663e+09'],[' 0'],[' 1.44521e+10'],[' 0'],[' 0'],[' 1069 '],[' 2057 '],[' 3114 '],[' 3 '],[' 0 ']
UNKNOWN,TA54,[' 6319+'],[' 3163'],"[' 1006.852s (Solving', ' 980.29s 1st Model', ' 579.88s Unsat', ' 0.00s)']",[' 1004.047s'], ,[' 357009195'],"[' 8083622  (Analyzed', ' 7850356)']","[' 16513    (Average', ' 475.40 Last', ' 91105)']",[' 6186.3  '],"[' 3163     (Average Length', ' 1503.11 Splits', ' 0)']","[' 7850356  (Deleted', ' 7718166)']","[' 2091     (Ratio', '   0.03%)']","[' 61740    (Ratio', '   0.79%)']","[' 7850356  (Average Length', '   17.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7850356  (Average', ' 43.58 Max', ' 6643 Sum', ' 342146670)']","[' 7849931  (Average', ' 43.49 Max', ' 6477 Sum', ' 341424943 Ratio', '  99.79%)']","[' 425      (Average', ' 1698.18 Max', ' 2850 Sum', ' 721727 Ratio', '   0.21%)']", ,[' 95042   '],[' 11704   '],[' 97141   '],[' 62218   '],"[' 186650   (Atom=Atom', ' 51262 Body=Body', ' 30779 Other', ' 104609)']",[' Yes'],"[' 14553    (Eliminated', '    0 Frozen', ' 14553)']","[' 6316     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.24283'],[' 0'], ,[' 407.649'],[' 0'],[' 27.9017'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.6224e+09'],[' 1.47311e+09'],[' 0'],[' 1.44986e+10'],[' 0'],[' 0'],[' 1134 '],[' 2075 '],[' 3097 '],[' 3 '],[' 0 ']
UNKNOWN,TA55,[' 5965+'],[' 2986'],"[' 1006.499s (Solving', ' 981.08s 1st Model', ' 549.70s Unsat', ' 0.00s)']",[' 1002.484s'], ,[' 347211827'],"[' 7764704  (Analyzed', ' 7543908)']","[' 15891    (Average', ' 474.73 Last', ' 88470)']",[' 6122.0  '],"[' 2986     (Average Length', ' 1425.33 Splits', ' 0)']","[' 7543908  (Deleted', ' 7418924)']","[' 1978     (Ratio', '   0.03%)']","[' 59910    (Ratio', '   0.79%)']","[' 7543908  (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7543908  (Average', ' 44.18 Max', ' 6283 Sum', ' 333255495)']","[' 7543438  (Average', ' 44.07 Max', ' 6283 Sum', ' 332453296 Ratio', '  99.76%)']","[' 470      (Average', ' 1706.81 Max', ' 2727 Sum', ' 802199 Ratio', '   0.24%)']", ,[' 94739   '],[' 11685   '],[' 96715   '],[' 61908   '],"[' 185720   (Atom=Atom', ' 50971 Body=Body', ' 30760 Other', ' 103989)']",[' Yes'],"[' 14411    (Eliminated', '    0 Frozen', ' 14411)']","[' 6247     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.91395'],[' 0'], ,[' 418.527'],[' 0'],[' 27.3724'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.55122e+09'],[' 1.40883e+09'],[' 0'],[' 1.46529e+10'],[' 0'],[' 0'],[' 1054 '],[' 2117 '],[' 3125 '],[' 3 '],[' 0 ']
UNKNOWN,TA56,[' 6823+'],[' 3415'],"[' 1000.175s (Solving', ' 972.94s 1st Model', ' 591.55s Unsat', ' 0.00s)']",[' 1004.547s'], ,[' 363937504'],"[' 10155135 (Analyzed', ' 9915138)']","[' 19643    (Average', ' 504.77 Last', ' 176403)']",[' 6510.4  '],"[' 3415     (Average Length', ' 1630.43 Splits', ' 0)']","[' 9915138  (Deleted', ' 9775579)']","[' 2551     (Ratio', '   0.03%)']","[' 61093    (Ratio', '   0.62%)']","[' 9915138  (Average Length', '   18.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9915138  (Average', ' 35.03 Max', ' 6341 Sum', ' 347321291)']","[' 9914654  (Average', ' 34.93 Max', ' 6341 Sum', ' 346383789 Ratio', '  99.73%)']","[' 484      (Average', ' 1936.99 Max', ' 3128 Sum', ' 937502 Ratio', '   0.27%)']", ,[' 95144   '],[' 11668   '],[' 97521   '],[' 62321   '],"[' 186959   (Atom=Atom', ' 51401 Body=Body', ' 30743 Other', ' 104815)']",[' Yes'],"[' 14795    (Eliminated', '    0 Frozen', ' 14795)']","[' 6264     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.60047'],[' 0'], ,[' 433.422'],[' 0'],[' 27.5049'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.55046e+09'],[' 1.40151e+09'],[' 0'],[' 1.71332e+10'],[' 0'],[' 0'],[' 1193 '],[' 2175 '],[' 3262 '],[' 3 '],[' 0 ']
UNKNOWN,TA57,[' 6335+'],[' 3171'],"[' 1007.548s (Solving', ' 977.86s 1st Model', ' 499.34s Unsat', ' 0.00s)']",[' 1002.672s'], ,[' 334868924'],"[' 6837022  (Analyzed', ' 6657756)']","[' 12861    (Average', ' 517.67 Last', ' 91778)']",[' 6225.4  '],"[' 3171     (Average Length', ' 1521.07 Splits', ' 0)']","[' 6657756  (Deleted', ' 6549393)']","[' 2123     (Ratio', '   0.03%)']","[' 58644    (Ratio', '   0.88%)']","[' 6657756  (Average Length', '   20.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6657756  (Average', ' 48.07 Max', ' 6564 Sum', ' 320009231)']","[' 6657319  (Average', ' 47.95 Max', ' 6564 Sum', ' 319267573 Ratio', '  99.77%)']","[' 437      (Average', ' 1697.16 Max', ' 2892 Sum', ' 741658 Ratio', '   0.23%)']", ,[' 94994   '],[' 11687   '],[' 97135   '],[' 62138   '],"[' 186410   (Atom=Atom', ' 51199 Body=Body', ' 30762 Other', ' 104449)']",[' Yes'],"[' 14578    (Eliminated', '    0 Frozen', ' 14578)']","[' 5445     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.87693'],[' 0'], ,[' 413.162'],[' 0'],[' 27.7837'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.40137e+09'],[' 1.26744e+09'],[' 0'],[' 1.35407e+10'],[' 0'],[' 0'],[' 1264 '],[' 2368 '],[' 3344 '],[' 3 '],[' 0 ']
UNKNOWN,TA58,[' 5825+'],[' 2916'],"[' 1007.317s (Solving', ' 979.93s 1st Model', ' 596.55s Unsat', ' 0.00s)']",[' 1002.266s'], ,[' 321901419'],"[' 8641110  (Analyzed', ' 8387537)']","[' 16721    (Average', ' 501.62 Last', ' 108992)']",[' 6155.8  '],"[' 2916     (Average Length', ' 1402.77 Splits', ' 0)']","[' 8387537  (Deleted', ' 8256457)']","[' 2118     (Ratio', '   0.03%)']","[' 56792    (Ratio', '   0.68%)']","[' 8387537  (Average Length', '   19.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8387537  (Average', ' 36.73 Max', ' 6523 Sum', ' 308063241)']","[' 8387027  (Average', ' 36.63 Max', ' 6523 Sum', ' 307228464 Ratio', '  99.73%)']","[' 510      (Average', ' 1636.82 Max', ' 2703 Sum', ' 834777 Ratio', '   0.27%)']", ,[' 94758   '],[' 11695   '],[' 96710   '],[' 61873   '],"[' 185615   (Atom=Atom', ' 50926 Body=Body', ' 30770 Other', ' 103919)']",[' Yes'],"[' 14397    (Eliminated', '    0 Frozen', ' 14397)']","[' 6203     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.21751'],[' 0'], ,[' 434.044'],[' 0'],[' 27.1453'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.34571e+09'],[' 1.21802e+09'],[' 0'],[' 1.50034e+10'],[' 0'],[' 0'],[' 1180 '],[' 2286 '],[' 3343 '],[' 3 '],[' 0 ']
UNKNOWN,TA59,[' 6011+'],[' 3009'],"[' 1005.996s (Solving', ' 980.55s 1st Model', ' 569.49s Unsat', ' 0.00s)']",[' 1000.625s'], ,[' 334126753'],"[' 9280616  (Analyzed', ' 9108126)']","[' 18291    (Average', ' 497.96 Last', ' 126221)']",[' 6186.7  '],"[' 3009     (Average Length', ' 1441.62 Splits', ' 0)']","[' 9108126  (Deleted', ' 8973894)']","[' 2366     (Ratio', '   0.03%)']","[' 58734    (Ratio', '   0.64%)']","[' 9108126  (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9108126  (Average', ' 35.13 Max', ' 6124 Sum', ' 319957245)']","[' 9107621  (Average', ' 35.03 Max', ' 6124 Sum', ' 319097169 Ratio', '  99.73%)']","[' 505      (Average', ' 1703.12 Max', ' 2753 Sum', ' 860076 Ratio', '   0.27%)']", ,[' 94701   '],[' 11650   '],[' 96703   '],[' 61832   '],"[' 185492   (Atom=Atom', ' 50930 Body=Body', ' 30725 Other', ' 103837)']",[' Yes'],"[' 14402    (Eliminated', '    0 Frozen', ' 14402)']","[' 6309     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.03583'],[' 0'], ,[' 437.437'],[' 0'],[' 27.2025'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.45153e+09'],[' 1.31324e+09'],[' 0'],[' 1.56628e+10'],[' 0'],[' 0'],[' 1019 '],[' 2075 '],[' 3108 '],[' 3 '],[' 0 ']
UNKNOWN,TA60,[' 6651+'],[' 3329'],"[' 1006.655s (Solving', ' 977.86s 1st Model', ' 602.25s Unsat', ' 0.00s)']",[' 1001.844s'], ,[' 367986333'],"[' 4672834  (Analyzed', ' 4458096)']","[' 11045    (Average', ' 403.63 Last', ' 380114)']",[' 6281.6  '],"[' 3329     (Average Length', ' 1599.30 Splits', ' 0)']","[' 4458096  (Deleted', ' 4370689)']","[' 2119     (Ratio', '   0.05%)']","[' 59978    (Ratio', '   1.35%)']","[' 4458096  (Average Length', '   17.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4458096  (Average', ' 79.09 Max', ' 6917 Sum', ' 352583866)']","[' 4457658  (Average', ' 78.90 Max', ' 6917 Sum', ' 351763908 Ratio', '  99.77%)']","[' 438      (Average', ' 1872.05 Max', ' 3285 Sum', ' 819958 Ratio', '   0.23%)']", ,[' 95081   '],[' 11684   '],[' 97428   '],[' 62208   '],"[' 186620   (Atom=Atom', ' 51272 Body=Body', ' 30759 Other', ' 104589)']",[' Yes'],"[' 14781    (Eliminated', '    0 Frozen', ' 14781)']","[' 6694     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.64175'],[' 0'], ,[' 373.813'],[' 0'],[' 28.4692'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.71105e+09'],[' 1.55253e+09'],[' 0'],[' 1.15214e+10'],[' 0'],[' 0'],[' 1022 '],[' 2049 '],[' 3074 '],[' 3 '],[' 0 ']
