Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 921'],[' 470'],"[' 8.033s (Solving', ' 5.53s 1st Model', ' 1.05s Unsat', ' 1.86s)']",[' 7.813s'], ,[' 1052157 '],"[' 155278   (Analyzed', ' 134983)']","[' 550      (Average', ' 245.42 Last', ' 1171)']",[' 1210.3  '],"[' 470      (Average Length', ' 223.31 Splits', ' 0)']","[' 134983   (Deleted', ' 127295)']","[' 72       (Ratio', '   0.05%)']","[' 572      (Ratio', '   0.42%)']","[' 134983   (Average Length', '    8.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 134983   (Average', '  4.28 Max', ' 1786 Sum', ' 577287)']","[' 134900   (Average', '  4.25 Max', ' 1786 Sum', ' 573995 Ratio', '  99.43%)']","[' 83       (Average', ' 39.66 Max', ' 343 Sum', '   3292 Ratio', '   0.57%)']", ,[' 72585   '],[' 2604    '],[' 72276   '],[' 40984   '],"[' 122948   (Atom=Atom', ' 39128 Body=Body', ' 21679 Other', ' 62141)']",[' Yes'],"[' 3045     (Eliminated', '    0 Frozen', ' 3045)']","[' 5        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.609947'],[' 0'], ,[' 2.23021'],[' 0'],[' 0.0904191'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.8412e+06'],[' 7.23402e+06'],[' 0'],[' 1.15821e+08'],[' 0'],[' 0'],[' 609 '],[' 994 '],[' 1383 '],[' 1726 '],[' 2144 '],[' 2578 '],[' 2937 '],[' 3244 '],[' 3457 '],[' 0 '],[' 9 ']
Solving...,TA52, , ,[' 921'],[' 470'],"[' 15.256s (Solving', ' 12.79s 1st Model', ' 0.88s Unsat', ' 5.82s)']",[' 15.063s'], ,[' 1079438 '],"[' 417994   (Analyzed', ' 110359)']","[' 830      (Average', ' 132.96 Last', ' 97)']",[' 1205.5  '],"[' 470      (Average Length', ' 226.03 Splits', ' 0)']","[' 110359   (Deleted', ' 103475)']","[' 79       (Ratio', '   0.07%)']","[' 959      (Ratio', '   0.87%)']","[' 110359   (Average Length', '    8.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 110359   (Average', '  2.89 Max', ' 624 Sum', ' 318974)']","[' 110269   (Average', '  2.87 Max', ' 504 Sum', ' 316398 Ratio', '  99.19%)']","[' 90       (Average', ' 28.62 Max', ' 411 Sum', '   2576 Ratio', '   0.81%)']", ,[' 72740   '],[' 2646    '],[' 72436   '],[' 41176   '],"[' 123524   (Atom=Atom', ' 39278 Body=Body', ' 21721 Other', ' 62525)']",[' Yes'],"[' 3092     (Eliminated', '    0 Frozen', ' 3092)']","[' 3        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.583767'],[' 0'], ,[' 9.30252'],[' 0'],[' 0.152869'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.83939e+06'],[' 6.97518e+06'],[' 0'],[' 1.1665e+09'],[' 0'],[' 0'],[' 540 '],[' 889 '],[' 1285 '],[' 1769 '],[' 2049 '],[' 2437 '],[' 2825 '],[' 3128 '],[' 3343 '],[' 0 '],[' 9 ']
Solving...,TA53, , ,[' 1091'],[' 555'],"[' 74.360s (Solving', ' 71.58s 1st Model', ' 1.23s Unsat', ' 67.51s)']",[' 73.906s'], ,[' 8414156 '],"[' 5763819  (Analyzed', ' 5744937)']","[' 10491    (Average', ' 547.61 Last', ' 106)']",[' 1143.1  '],"[' 555      (Average Length', ' 264.59 Splits', ' 0)']","[' 5744937  (Deleted', ' 5666500)']","[' 91       (Ratio', '   0.00%)']","[' 832      (Ratio', '   0.01%)']","[' 5744937  (Average Length', '   11.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5744937  (Average', '  1.36 Max', ' 1726 Sum', ' 7801417)']","[' 5744828  (Average', '  1.36 Max', ' 1726 Sum', ' 7797966 Ratio', '  99.96%)']","[' 109      (Average', ' 31.66 Max', ' 489 Sum', '   3451 Ratio', '   0.04%)']", ,[' 72760   '],[' 2611    '],[' 72535   '],[' 40912   '],"[' 122732   (Atom=Atom', ' 39049 Body=Body', ' 21686 Other', ' 61997)']",[' Yes'],"[' 3136     (Eliminated', '    0 Frozen', ' 3136)']","[' 3        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.603739'],[' 0'], ,[' 30.8643'],[' 0'],[' 1.05519'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.74707e+07'],[' 1.46344e+07'],[' 0'],[' 1.78054e+09'],[' 0'],[' 0'],[' 523 '],[' 823 '],[' 1218 '],[' 1557 '],[' 1892 '],[' 2310 '],[' 2700 '],[' 3052 '],[' 3291 '],[' 0 '],[' 9 ']
Solving...,TA54, , ,[' 977'],[' 498'],"[' 9.219s (Solving', ' 6.91s 1st Model', ' 0.87s Unsat', ' 0.26s)']",[' 9.000s'], ,[' 948791  '],"[' 282510   (Analyzed', ' 9183)']","[' 362      (Average', ' 25.37 Last', ' 236)']",[' 1186.5  '],"[' 498      (Average Length', ' 241.52 Splits', ' 0)']","[' 9183     (Deleted', ' 1830)']","[' 73       (Ratio', '   0.79%)']","[' 366      (Ratio', '   3.99%)']","[' 9183     (Average Length', '    6.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9183     (Average', ' 23.29 Max', ' 799 Sum', ' 213847)']","[' 9109     (Average', ' 23.20 Max', ' 799 Sum', ' 213029 Ratio', '  99.62%)']","[' 74       (Average', ' 11.05 Max', ' 394 Sum', '    818 Ratio', '   0.38%)']", ,[' 72671   '],[' 2610    '],[' 72402   '],[' 40938   '],"[' 122810   (Atom=Atom', ' 39076 Body=Body', ' 21685 Other', ' 62049)']",[' Yes'],"[' 3091     (Eliminated', '    0 Frozen', ' 3091)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.587165'],[' 0'], ,[' 4.06123'],[' 0'],[' 0.0781932'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.56269e+06'],[' 6.97644e+06'],[' 0'],[' 3.38619e+08'],[' 0'],[' 0'],[' 535 '],[' 933 '],[' 1328 '],[' 1649 '],[' 1966 '],[' 2321 '],[' 2648 '],[' 3004 '],[' 3256 '],[' 0 '],[' 9 ']
Solving...,TA55, , ,[' 1135'],[' 577'],"[' 8.106s (Solving', ' 5.34s 1st Model', ' 1.29s Unsat', ' 0.67s)']",[' 7.875s'], ,[' 1083783 '],"[' 114982   (Analyzed', ' 54949)']","[' 453      (Average', ' 121.30 Last', ' 309)']",[' 1165.6  '],"[' 577      (Average Length', ' 277.02 Splits', ' 0)']","[' 54949    (Deleted', ' 43069)']","[' 62       (Ratio', '   0.11%)']","[' 603      (Ratio', '   1.10%)']","[' 54949    (Average Length', '    9.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 54949    (Average', '  9.49 Max', ' 1748 Sum', ' 521491)']","[' 54879    (Average', '  9.41 Max', ' 1748 Sum', ' 517322 Ratio', '  99.20%)']","[' 70       (Average', ' 59.56 Max', ' 496 Sum', '   4169 Ratio', '   0.80%)']", ,[' 72346   '],[' 2591    '],[' 72147   '],[' 40840   '],"[' 122516   (Atom=Atom', ' 38997 Body=Body', ' 21666 Other', ' 61853)']",[' Yes'],"[' 3142     (Eliminated', '    0 Frozen', ' 3142)']","[' 1        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.635081'],[' 0'], ,[' 1.89718'],[' 0'],[' 0.0777685'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.8529e+06'],[' 7.32892e+06'],[' 0'],[' 8.15529e+07'],[' 0'],[' 0'],[' 491 '],[' 822 '],[' 1235 '],[' 1502 '],[' 1946 '],[' 2305 '],[' 2681 '],[' 3095 '],[' 3330 '],[' 0 '],[' 9 ']
Solving...,TA56, , ,[' 855'],[' 437'],"[' 10.030s (Solving', ' 7.54s 1st Model', ' 0.96s Unsat', ' 1.87s)']",[' 9.875s'], ,[' 976698  '],"[' 329345   (Analyzed', ' 97035)']","[' 717      (Average', ' 135.33 Last', ' 352)']",[' 1209.6  '],"[' 437      (Average Length', ' 208.41 Splits', ' 0)']","[' 97035    (Deleted', ' 86631)']","[' 77       (Ratio', '   0.08%)']","[' 633      (Ratio', '   0.65%)']","[' 97035    (Average Length', '    8.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 97035    (Average', '  3.26 Max', ' 1766 Sum', ' 316101)']","[' 96947    (Average', '  3.22 Max', ' 1766 Sum', ' 312285 Ratio', '  98.79%)']","[' 88       (Average', ' 43.36 Max', ' 372 Sum', '   3816 Ratio', '   1.21%)']", ,[' 72346   '],[' 2596    '],[' 72008   '],[' 40903   '],"[' 122705   (Atom=Atom', ' 39055 Body=Body', ' 21671 Other', ' 61979)']",[' Yes'],"[' 3008     (Eliminated', '    0 Frozen', ' 3008)']","[' 1        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.576632'],[' 0'], ,[' 4.38548'],[' 0'],[' 0.0966911'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.38672e+06'],[' 6.65222e+06'],[' 0'],[' 3.60746e+08'],[' 0'],[' 0'],[' 634 '],[' 963 '],[' 1488 '],[' 1807 '],[' 2166 '],[' 2484 '],[' 2826 '],[' 3137 '],[' 3424 '],[' 0 '],[' 9 ']
Solving...,TA57, , ,[' 1023'],[' 521'],"[' 9.342s (Solving', ' 6.62s 1st Model', ' 1.03s Unsat', ' 0.43s)']",[' 9.063s'], ,[' 967226  '],"[' 273716   (Analyzed', ' 14996)']","[' 437      (Average', ' 34.32 Last', ' 142)']",[' 1171.4  '],"[' 521      (Average Length', ' 248.99 Splits', ' 0)']","[' 14996    (Deleted', ' 9412)']","[' 74       (Ratio', '   0.49%)']","[' 446      (Ratio', '   2.97%)']","[' 14996    (Average Length', '    7.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14996    (Average', ' 15.95 Max', ' 1753 Sum', ' 239174)']","[' 14918    (Average', ' 15.73 Max', ' 1753 Sum', ' 235816 Ratio', '  98.60%)']","[' 78       (Average', ' 43.05 Max', ' 411 Sum', '   3358 Ratio', '   1.40%)']", ,[' 72579   '],[' 2619    '],[' 72322   '],[' 40992   '],"[' 122972   (Atom=Atom', ' 39121 Body=Body', ' 21694 Other', ' 62157)']",[' Yes'],"[' 3112     (Eliminated', '    0 Frozen', ' 3112)']","[' 1        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.607858'],[' 0'], ,[' 3.80499'],[' 0'],[' 0.0796661'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.41432e+06'],[' 6.80021e+06'],[' 0'],[' 3.09215e+08'],[' 0'],[' 0'],[' 600 '],[' 1023 '],[' 1317 '],[' 1743 '],[' 2184 '],[' 2542 '],[' 2913 '],[' 3258 '],[' 3483 '],[' 0 '],[' 9 ']
Solving...,TA58, , ,[' 1203'],[' 611'],"[' 8.730s (Solving', ' 5.58s 1st Model', ' 1.26s Unsat', ' 0.44s)']",[' 8.438s'], ,[' 1091084 '],"[' 108005   (Analyzed', ' 14475)']","[' 314      (Average', ' 46.10 Last', ' 64)']",[' 1279.8  '],"[' 611      (Average Length', ' 293.56 Splits', ' 0)']","[' 14475    (Deleted', ' 4480)']","[' 76       (Ratio', '   0.53%)']","[' 473      (Ratio', '   3.27%)']","[' 14475    (Average Length', '    7.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14475    (Average', ' 27.92 Max', ' 1753 Sum', ' 404182)']","[' 14398    (Average', ' 27.88 Max', ' 1753 Sum', ' 403508 Ratio', '  99.83%)']","[' 77       (Average', '  8.75 Max', ' 248 Sum', '    674 Ratio', '   0.17%)']", ,[' 72653   '],[' 2603    '],[' 72481   '],[' 40904   '],"[' 122708   (Atom=Atom', ' 39049 Body=Body', ' 21678 Other', ' 61981)']",[' Yes'],"[' 3181     (Eliminated', '    0 Frozen', ' 3181)']","[' 1        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.709746'],[' 0'], ,[' 2.35115'],[' 0'],[' 0.0855354'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.0632e+06'],[' 8.56696e+06'],[' 0'],[' 1.37241e+08'],[' 0'],[' 0'],[' 464 '],[' 920 '],[' 1268 '],[' 1667 '],[' 2113 '],[' 2440 '],[' 2810 '],[' 3146 '],[' 3430 '],[' 0 '],[' 9 ']
Solving...,TA59, , ,[' 941'],[' 480'],"[' 9.742s (Solving', ' 7.18s 1st Model', ' 0.97s Unsat', ' 0.38s)']",[' 9.531s'], ,[' 957354  '],"[' 311432   (Analyzed', ' 18963)']","[' 490      (Average', ' 38.70 Last', ' 199)']",[' 1224.4  '],"[' 480      (Average Length', ' 231.10 Splits', ' 0)']","[' 18963    (Deleted', ' 9466)']","[' 64       (Ratio', '   0.34%)']","[' 517      (Ratio', '   2.73%)']","[' 18963    (Average Length', '    7.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18963    (Average', ' 10.55 Max', ' 731 Sum', ' 200130)']","[' 18889    (Average', ' 10.35 Max', ' 731 Sum', ' 196327 Ratio', '  98.10%)']","[' 74       (Average', ' 51.39 Max', ' 412 Sum', '   3803 Ratio', '   1.90%)']", ,[' 72143   '],[' 2599    '],[' 71854   '],[' 40915   '],"[' 122741   (Atom=Atom', ' 39064 Body=Body', ' 21674 Other', ' 62003)']",[' Yes'],"[' 3060     (Eliminated', '    0 Frozen', ' 3060)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.601108'],[' 0'], ,[' 4.31959'],[' 0'],[' 0.0811677'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.8097e+06'],[' 7.16854e+06'],[' 0'],[' 3.5429e+08'],[' 0'],[' 0'],[' 493 '],[' 841 '],[' 1185 '],[' 1531 '],[' 1910 '],[' 2314 '],[' 2716 '],[' 3041 '],[' 3317 '],[' 0 '],[' 9 ']
Solving...,TA60, , ,[' 1101'],[' 560'],"[' 63.890s (Solving', ' 60.95s 1st Model', ' 1.57s Unsat', ' 56.28s)']",[' 63.625s'], ,[' 3822320 '],"[' 1939044  (Analyzed', ' 1922621)']","[' 4355     (Average', ' 441.47 Last', ' 55927)']",[' 1215.7  '],"[' 560      (Average Length', ' 269.03 Splits', ' 0)']","[' 1922621  (Deleted', ' 1884221)']","[' 97       (Ratio', '   0.01%)']","[' 1112     (Ratio', '   0.06%)']","[' 1922621  (Average Length', '   10.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1922621  (Average', '  1.69 Max', ' 1692 Sum', ' 3245764)']","[' 1922491  (Average', '  1.68 Max', ' 1692 Sum', ' 3237316 Ratio', '  99.74%)']","[' 130      (Average', ' 64.98 Max', ' 488 Sum', '   8448 Ratio', '   0.26%)']", ,[' 72797   '],[' 2627    '],[' 72579   '],[' 41001   '],"[' 122999   (Atom=Atom', ' 39122 Body=Body', ' 21702 Other', ' 62175)']",[' Yes'],"[' 3159     (Eliminated', '    0 Frozen', ' 3159)']","[' 19       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.663668'],[' 0'], ,[' 44.2798'],[' 0'],[' 0.95976'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.70929e+07'],[' 1.21008e+07'],[' 0'],[' 4.82742e+09'],[' 0'],[' 0'],[' 534 '],[' 901 '],[' 1345 '],[' 1842 '],[' 2167 '],[' 2584 '],[' 2864 '],[' 3214 '],[' 3445 '],[' 0 '],[' 9 ']
