Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1169'],[' 595'],"[' 14.415s (Solving', ' 10.11s 1st Model', ' 1.63s Unsat', ' 0.37s)']",[' 14.219s'], ,[' 1387933 '],"[' 253160   (Analyzed', ' 9111)']","[' 388      (Average', ' 23.48 Last', ' 225)']",[' 1564.9  '],"[' 595      (Average Length', ' 285.44 Splits', ' 0)']","[' 9111     (Deleted', ' 0)']","[' 81       (Ratio', '   0.89%)']","[' 458      (Ratio', '   5.03%)']","[' 9111     (Average Length', '    6.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9111     (Average', ' 44.27 Max', ' 2147 Sum', ' 403302)']","[' 9005     (Average', ' 43.43 Max', ' 2147 Sum', ' 395650 Ratio', '  98.10%)']","[' 106      (Average', ' 72.19 Max', ' 373 Sum', '   7652 Ratio', '   1.90%)']", ,[' 95294   '],[' 3256    '],[' 94866   '],[' 54259   '],"[' 162773   (Atom=Atom', ' 52001 Body=Body', ' 28706 Other', ' 82066)']",[' Yes'],"[' 3828     (Eliminated', '    0 Frozen', ' 3828)']","[' 7        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.15751'],[' 0'], ,[' 5.38218'],[' 0'],[' 0.117982'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.31563e+07'],[' 1.24107e+07'],[' 0'],[' 3.55373e+08'],[' 0'],[' 0'],[' 490 '],[' 801 '],[' 1140 '],[' 1413 '],[' 1828 '],[' 2163 '],[' 2508 '],[' 2841 '],[' 3267 '],[' 3857 '],[' 0 '],[' 10 ']
Solving...,TA62, , ,[' 1297'],[' 659'],"[' 112.911s (Solving', ' 108.34s 1st Model', ' 1.93s Unsat', ' 0.97s)']",[' 112.203s'], ,[' 4026997 '],"[' 1849897  (Analyzed', ' 1699070)']","[' 4047     (Average', ' 419.83 Last', ' 14187)']",[' 1563.3  '],"[' 659      (Average Length', ' 313.86 Splits', ' 0)']","[' 1699070  (Deleted', ' 1662288)']","[' 61       (Ratio', '   0.00%)']","[' 965      (Ratio', '   0.06%)']","[' 1699070  (Average Length', '   10.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1699070  (Average', '  1.80 Max', ' 2117 Sum', ' 3050053)']","[' 1698936  (Average', '  1.78 Max', ' 2116 Sum', ' 3024149 Ratio', '  99.15%)']","[' 134      (Average', ' 193.31 Max', ' 546 Sum', '  25904 Ratio', '   0.85%)']", ,[' 94981   '],[' 3280    '],[' 94609   '],[' 54311   '],"[' 162929   (Atom=Atom', ' 52029 Body=Body', ' 28730 Other', ' 82170)']",[' Yes'],"[' 3908     (Eliminated', '    0 Frozen', ' 3908)']","[' 70       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.20379'],[' 0'], ,[' 89.9418'],[' 0'],[' 1.59635'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.1529e+07'],[' 1.69829e+07'],[' 0'],[' 1.15068e+10'],[' 0'],[' 0'],[' 475 '],[' 786 '],[' 1171 '],[' 1444 '],[' 1893 '],[' 2262 '],[' 2583 '],[' 2928 '],[' 3339 '],[' 4046 '],[' 1 '],[' 9 ']
Solving...,TA63, , ,[' 1339'],[' 680'],"[' 18.916s (Solving', ' 13.38s 1st Model', ' 1.60s Unsat', ' 0.08s)']",[' 18.672s'], ,[' 1567133 '],"[' 413040   (Analyzed', ' 7529)']","[' 652      (Average', ' 11.55 Last', ' 100)']",[' 1587.7  '],"[' 680      (Average Length', ' 326.95 Splits', ' 0)']","[' 7529     (Deleted', ' 1120)']","[' 71       (Ratio', '   0.94%)']","[' 321      (Ratio', '   4.26%)']","[' 7529     (Average Length', '    7.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7529     (Average', ' 42.16 Max', ' 1297 Sum', ' 317444)']","[' 7456     (Average', ' 42.11 Max', ' 1297 Sum', ' 317027 Ratio', '  99.87%)']","[' 73       (Average', '  5.71 Max', ' 251 Sum', '    417 Ratio', '   0.13%)']", ,[' 95110   '],[' 3231    '],[' 94760   '],[' 53919   '],"[' 161753   (Atom=Atom', ' 51686 Body=Body', ' 28681 Other', ' 81386)']",[' Yes'],"[' 3881     (Eliminated', '    0 Frozen', ' 3881)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.25065'],[' 0'], ,[' 8.03378'],[' 0'],[' 0.130236'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.55076e+07'],[' 1.45317e+07'],[' 0'],[' 5.99586e+08'],[' 0'],[' 0'],[' 496 '],[' 782 '],[' 1128 '],[' 1467 '],[' 1801 '],[' 2223 '],[' 2528 '],[' 2815 '],[' 3220 '],[' 3698 '],[' 0 '],[' 10 ']
Solving...,TA64, , ,[' 1361'],[' 691'],"[' 20.714s (Solving', ' 15.97s 1st Model', ' 1.66s Unsat', ' 1.17s)']",[' 20.391s'], ,[' 1692479 '],"[' 612464   (Analyzed', ' 36027)']","[' 820      (Average', ' 43.94 Last', ' 252)']",[' 1538.1  '],"[' 691      (Average Length', ' 326.73 Splits', ' 0)']","[' 36027    (Deleted', ' 28888)']","[' 107      (Ratio', '   0.30%)']","[' 830      (Ratio', '   2.30%)']","[' 36027    (Average Length', '    7.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 36027    (Average', '  7.96 Max', ' 724 Sum', ' 286818)']","[' 35922    (Average', '  7.91 Max', ' 724 Sum', ' 284811 Ratio', '  99.30%)']","[' 105      (Average', ' 19.11 Max', ' 135 Sum', '   2007 Ratio', '   0.70%)']", ,[' 95775   '],[' 3238    '],[' 95424   '],[' 54235   '],"[' 162701   (Atom=Atom', ' 51995 Body=Body', ' 28688 Other', ' 82018)']",[' Yes'],"[' 3887     (Eliminated', '    0 Frozen', ' 3887)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.21341'],[' 0'], ,[' 10.7322'],[' 0'],[' 0.157604'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.51951e+07'],[' 1.39804e+07'],[' 0'],[' 9.51907e+08'],[' 0'],[' 0'],[' 466 '],[' 722 '],[' 1014 '],[' 1403 '],[' 1733 '],[' 2007 '],[' 2318 '],[' 2675 '],[' 3019 '],[' 3639 '],[' 0 '],[' 10 ']
Solving...,TA65, , ,[' 1283'],[' 652'],"[' 13.455s (Solving', ' 8.42s 1st Model', ' 1.89s Unsat', ' 0.26s)']",[' 13.281s'], ,[' 1426428 '],"[' 109060   (Analyzed', ' 11413)']","[' 356      (Average', ' 32.06 Last', ' 115)']",[' 1544.9  '],"[' 652      (Average Length', ' 308.70 Splits', ' 0)']","[' 11413    (Deleted', ' 2572)']","[' 83       (Ratio', '   0.73%)']","[' 445      (Ratio', '   3.90%)']","[' 11413    (Average Length', '    6.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11413    (Average', ' 48.43 Max', ' 2072 Sum', ' 552689)']","[' 11276    (Average', ' 46.90 Max', ' 2072 Sum', ' 535294 Ratio', '  96.85%)']","[' 137      (Average', ' 126.97 Max', ' 549 Sum', '  17395 Ratio', '   3.15%)']", ,[' 94948   '],[' 3215    '],[' 94567   '],[' 53617   '],"[' 160847   (Atom=Atom', ' 51400 Body=Body', ' 28665 Other', ' 80782)']",[' Yes'],"[' 3834     (Eliminated', '    0 Frozen', ' 3834)']","[' 8        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.2704'],[' 0'], ,[' 3.26182'],[' 0'],[' 0.113087'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.39868e+07'],[' 1.33357e+07'],[' 0'],[' 1.38498e+08'],[' 0'],[' 0'],[' 448 '],[' 701 '],[' 1013 '],[' 1302 '],[' 1641 '],[' 2047 '],[' 2379 '],[' 2653 '],[' 3003 '],[' 3689 '],[' 0 '],[' 10 ']
Solving...,TA66, , ,[' 1531'],[' 776'],"[' 15.095s (Solving', ' 8.52s 1st Model', ' 2.35s Unsat', ' 0.14s)']",[' 14.984s'], ,[' 1671104 '],"[' 59619    (Analyzed', ' 9753)']","[' 169      (Average', ' 57.71 Last', ' 521)']",[' 1606.3  '],"[' 776      (Average Length', ' 362.62 Splits', ' 0)']","[' 9753     (Deleted', ' 0)']","[' 79       (Ratio', '   0.81%)']","[' 469      (Ratio', '   4.81%)']","[' 9753     (Average Length', '    6.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9753     (Average', ' 69.06 Max', ' 2158 Sum', ' 673581)']","[' 9659     (Average', ' 68.48 Max', ' 2158 Sum', ' 667854 Ratio', '  99.15%)']","[' 94       (Average', ' 60.93 Max', ' 236 Sum', '   5727 Ratio', '   0.85%)']", ,[' 95557   '],[' 3268    '],[' 95281   '],[' 54626   '],"[' 163874   (Atom=Atom', ' 52356 Body=Body', ' 28718 Other', ' 82800)']",[' Yes'],"[' 3992     (Eliminated', '    0 Frozen', ' 3992)']","[' 4        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.37598'],[' 0'], ,[' 3.01005'],[' 0'],[' 0.122341'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.53806e+07'],[' 1.46867e+07'],[' 0'],[' 9.35553e+07'],[' 0'],[' 0'],[' 452 '],[' 755 '],[' 1099 '],[' 1457 '],[' 1811 '],[' 2228 '],[' 2572 '],[' 2963 '],[' 3318 '],[' 3887 '],[' 0 '],[' 10 ']
Solving...,TA67, , ,[' 1285'],[' 653'],"[' 23.700s (Solving', ' 17.47s 1st Model', ' 1.61s Unsat', ' 3.30s)']",[' 23.469s'], ,[' 1952815 '],"[' 791692   (Analyzed', ' 266150)']","[' 1392     (Average', ' 191.20 Last', ' 983)']",[' 1574.5  '],"[' 653      (Average Length', ' 311.54 Splits', ' 0)']","[' 266150   (Deleted', ' 253679)']","[' 57       (Ratio', '   0.02%)']","[' 645      (Ratio', '   0.24%)']","[' 266150   (Average Length', '    9.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 266150   (Average', '  2.29 Max', ' 858 Sum', ' 608282)']","[' 266092   (Average', '  2.28 Max', ' 858 Sum', ' 608058 Ratio', '  99.96%)']","[' 58       (Average', '  3.86 Max', ' 167 Sum', '    224 Ratio', '   0.04%)']", ,[' 96075   '],[' 3245    '],[' 95696   '],[' 54736   '],"[' 164204   (Atom=Atom', ' 52489 Body=Body', ' 28695 Other', ' 83020)']",[' Yes'],"[' 3866     (Eliminated', '    0 Frozen', ' 3866)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.21212'],[' 0'], ,[' 10.9882'],[' 0'],[' 0.190235'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.59892e+07'],[' 1.43327e+07'],[' 0'],[' 8.86332e+08'],[' 0'],[' 0'],[' 507 '],[' 898 '],[' 1225 '],[' 1536 '],[' 1809 '],[' 2178 '],[' 2535 '],[' 2932 '],[' 3247 '],[' 3729 '],[' 0 '],[' 10 ']
Solving...,TA68, , ,[' 1263'],[' 642'],"[' 13.994s (Solving', ' 9.51s 1st Model', ' 2.08s Unsat', ' 2.25s)']",[' 13.688s'], ,[' 1576987 '],"[' 209630   (Analyzed', ' 189127)']","[' 620      (Average', ' 305.04 Last', ' 199)']",[' 1522.2  '],"[' 642      (Average Length', ' 311.03 Splits', ' 0)']","[' 189127   (Deleted', ' 178383)']","[' 63       (Ratio', '   0.03%)']","[' 472      (Ratio', '   0.25%)']","[' 189127   (Average Length', '    9.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 189127   (Average', '  4.20 Max', ' 2078 Sum', ' 794650)']","[' 189034   (Average', '  4.16 Max', ' 2078 Sum', ' 787045 Ratio', '  99.04%)']","[' 93       (Average', ' 81.77 Max', ' 398 Sum', '   7605 Ratio', '   0.96%)']", ,[' 94550   '],[' 3185    '],[' 94170   '],[' 53397   '],"[' 160187   (Atom=Atom', ' 51210 Body=Body', ' 28635 Other', ' 80342)']",[' Yes'],"[' 3805     (Eliminated', '    0 Frozen', ' 3805)']","[' 3        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.27229'],[' 0'], ,[' 3.56103'],[' 0'],[' 0.141233'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.37785e+07'],[' 1.28121e+07'],[' 0'],[' 1.18195e+08'],[' 0'],[' 0'],[' 424 '],[' 674 '],[' 1008 '],[' 1277 '],[' 1690 '],[' 2007 '],[' 2346 '],[' 2637 '],[' 2968 '],[' 3703 '],[' 0 '],[' 10 ']
Solving...,TA69, , ,[' 1297'],[' 659'],"[' 66.949s (Solving', ' 62.37s 1st Model', ' 1.77s Unsat', ' 55.86s)']",[' 66.047s'], ,[' 7277413 '],"[' 3985834  (Analyzed', ' 3960883)']","[' 8321     (Average', ' 476.01 Last', ' 88036)']",[' 1499.0  '],"[' 659      (Average Length', ' 316.08 Splits', ' 0)']","[' 3960883  (Deleted', ' 3890439)']","[' 69       (Ratio', '   0.00%)']","[' 748      (Ratio', '   0.02%)']","[' 3960883  (Average Length', '    9.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3960883  (Average', '  1.62 Max', ' 2237 Sum', ' 6408645)']","[' 3960783  (Average', '  1.62 Max', ' 2151 Sum', ' 6404790 Ratio', '  99.94%)']","[' 100      (Average', ' 38.55 Max', ' 505 Sum', '   3855 Ratio', '   0.06%)']", ,[' 95950   '],[' 3271    '],[' 95577   '],[' 54548   '],"[' 163640   (Atom=Atom', ' 52275 Body=Body', ' 28721 Other', ' 82644)']",[' Yes'],"[' 3898     (Eliminated', '    0 Frozen', ' 3898)']","[' 10       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.10509'],[' 0'], ,[' 29.5879'],[' 0'],[' 1.05589'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.88183e+07'],[' 1.85893e+07'],[' 0'],[' 1.4216e+09'],[' 0'],[' 0'],[' 648 '],[' 975 '],[' 1470 '],[' 1720 '],[' 2098 '],[' 2482 '],[' 2907 '],[' 3311 '],[' 3734 '],[' 4704 '],[' 0 '],[' 10 ']
Solving...,TA70, , ,[' 1755'],[' 888'],"[' 16.141s (Solving', ' 9.86s 1st Model', ' 2.27s Unsat', ' 0.11s)']",[' 16.031s'], ,[' 1839952 '],"[' 47128    (Analyzed', ' 12771)']","[' 190      (Average', ' 67.22 Last', ' 350)']",[' 1640.2  '],"[' 888      (Average Length', ' 417.00 Splits', ' 0)']","[' 12771    (Deleted', ' 4956)']","[' 112      (Ratio', '   0.88%)']","[' 559      (Ratio', '   4.38%)']","[' 12771    (Average Length', '    7.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12771    (Average', ' 57.43 Max', ' 2201 Sum', ' 733479)']","[' 12653    (Average', ' 57.25 Max', ' 2201 Sum', ' 731172 Ratio', '  99.69%)']","[' 118      (Average', ' 19.55 Max', ' 664 Sum', '   2307 Ratio', '   0.31%)']", ,[' 96626   '],[' 3276    '],[' 96462   '],[' 55296   '],"[' 165884   (Atom=Atom', ' 53018 Body=Body', ' 28726 Other', ' 84140)']",[' Yes'],"[' 4112     (Eliminated', '    0 Frozen', ' 4112)']","[' 5        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.56614'],[' 0'], ,[' 3.2204'],[' 0'],[' 0.142704'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.71798e+07'],[' 1.64482e+07'],[' 0'],[' 7.4835e+07'],[' 0'],[' 0'],[' 544 '],[' 912 '],[' 1342 '],[' 1712 '],[' 2101 '],[' 2504 '],[' 2906 '],[' 3374 '],[' 3842 '],[' 4740 '],[' 0 '],[' 10 ']
