Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 4467+'],[' 2243'],"[' 608.595s (Solving', ' 582.82s 1st Model', ' 25.07s Unsat', ' 0.00s)']",[' 605.438s'], ,[' 99825456'],"[' 12243946 (Analyzed', ' 12067324)']","[' 24673    (Average', ' 489.09 Last', ' 11595)']",[' 6711.1  '],"[' 2243     (Average Length', ' 1219.21 Splits', ' 0)']","[' 12067324 (Deleted', ' 11919941)']","[' 227      (Ratio', '   0.00%)']","[' 14185    (Ratio', '   0.12%)']","[' 12067324 (Average Length', '   19.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12067324 (Average', '  7.43 Max', ' 9553 Sum', ' 89621950)']","[' 12064782 (Average', '  7.19 Max', ' 9553 Sum', ' 86739866 Ratio', '  96.78%)']","[' 2542     (Average', ' 1133.79 Max', ' 1784 Sum', ' 2882084 Ratio', '   3.22%)']", ,[' 293673  '],[' 13305   '],[' 270311  '],[' 104472  '],"[' 257318   (Atom=Atom', ' 72204 Body=Body', ' 48380 Other', ' 136734)']",[' Yes'],"[' 16903    (Eliminated', '    0 Frozen', ' 16903)']","[' 2552     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.75863'],[' 0'], ,[' 379.949'],[' 0'],[' 11.3151'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.70902e+08'],[' 1.2853e+08'],[' 0'],[' 2.20312e+10'],[' 0'],[' 0'],[' 1077 '],[' 2075 '],[' 2838 '],[' 3366 '],[' 3966 '],[' 4652 '],[' 5063 '],[' 5891 '],[' 6379 '],[' 9 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 4719+'],[' 2369'],"[' 608.297s (Solving', ' 582.90s 1st Model', ' 24.10s Unsat', ' 0.00s)']",[' 606.453s'], ,[' 85604326'],"[' 13202714 (Analyzed', ' 12936148)']","[' 27102    (Average', ' 477.31 Last', ' 62384)']",[' 6705.5  '],"[' 2369     (Average Length', ' 1258.85 Splits', ' 0)']","[' 12936148 (Deleted', ' 12763824)']","[' 200      (Ratio', '   0.00%)']","[' 8987     (Ratio', '   0.07%)']","[' 12936148 (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12936148 (Average', '  5.77 Max', ' 9560 Sum', ' 74675812)']","[' 12933790 (Average', '  5.56 Max', ' 9560 Sum', ' 71861124 Ratio', '  96.23%)']","[' 2358     (Average', ' 1193.68 Max', ' 1868 Sum', ' 2814688 Ratio', '   3.77%)']", ,[' 291687  '],[' 12873   '],[' 268083  '],[' 102732  '],"[' 251560   (Atom=Atom', ' 70755 Body=Body', ' 47127 Other', ' 133678)']",[' Yes'],"[' 16602    (Eliminated', '    0 Frozen', ' 16602)']","[' 1594     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.77383'],[' 0'], ,[' 384.146'],[' 0'],[' 11.0027'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.42973e+08'],[' 1.04584e+08'],[' 0'],[' 2.31083e+10'],[' 0'],[' 0'],[' 964 '],[' 1936 '],[' 2415 '],[' 3114 '],[' 3627 '],[' 4401 '],[' 4887 '],[' 5532 '],[' 6118 '],[' 9 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 4365+'],[' 2192'],"[' 607.751s (Solving', ' 584.19s 1st Model', ' 23.90s Unsat', ' 0.00s)']",[' 605.609s'], ,[' 98548401'],"[' 13036776 (Analyzed', ' 12806802)']","[' 25997    (Average', ' 492.63 Last', ' 62639)']",[' 6714.5  '],"[' 2192     (Average Length', ' 1204.38 Splits', ' 0)']","[' 12806802 (Deleted', ' 12659252)']","[' 205      (Ratio', '   0.00%)']","[' 13576    (Ratio', '   0.11%)']","[' 12806802 (Average Length', '   18.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12806802 (Average', '  6.89 Max', ' 9371 Sum', ' 88283333)']","[' 12804409 (Average', '  6.69 Max', ' 9371 Sum', ' 85626010 Ratio', '  96.99%)']","[' 2393     (Average', ' 1110.46 Max', ' 1788 Sum', ' 2657323 Ratio', '   3.01%)']", ,[' 292101  '],[' 13080   '],[' 268835  '],[' 103251  '],"[' 252727   (Atom=Atom', ' 71037 Body=Body', ' 47506 Other', ' 134184)']",[' Yes'],"[' 16609    (Eliminated', '    0 Frozen', ' 16609)']","[' 2676     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.56624'],[' 0'], ,[' 382.564'],[' 0'],[' 10.7375'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.7039e+08'],[' 1.2724e+08'],[' 0'],[' 2.25533e+10'],[' 0'],[' 0'],[' 1342 '],[' 1958 '],[' 2641 '],[' 3191 '],[' 3802 '],[' 4549 '],[' 5127 '],[' 5744 '],[' 6384 '],[' 9 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 4369+'],[' 2194'],"[' 607.809s (Solving', ' 582.35s 1st Model', ' 25.96s Unsat', ' 0.00s)']",[' 604.094s'], ,[' 75952959'],"[' 11903734 (Analyzed', ' 11697190)']","[' 25547    (Average', ' 457.87 Last', ' 65662)']",[' 6803.9  '],"[' 2194     (Average Length', ' 1204.69 Splits', ' 0)']","[' 11697190 (Deleted', ' 11537059)']","[' 208      (Ratio', '   0.00%)']","[' 9497     (Ratio', '   0.08%)']","[' 11697190 (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11697190 (Average', '  5.59 Max', ' 9825 Sum', ' 65415060)']","[' 11695064 (Average', '  5.38 Max', ' 9825 Sum', ' 62938119 Ratio', '  96.21%)']","[' 2126     (Average', ' 1165.07 Max', ' 4271 Sum', ' 2476941 Ratio', '   3.79%)']", ,[' 292090  '],[' 12874   '],[' 268061  '],[' 102842  '],"[' 251292   (Atom=Atom', ' 70641 Body=Body', ' 47180 Other', ' 133471)']",[' Yes'],"[' 16531    (Eliminated', '    0 Frozen', ' 16531)']","[' 1678     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.92974'],[' 0'], ,[' 379.936'],[' 0'],[' 10.4522'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.29407e+08'],[' 9.41024e+07'],[' 0'],[' 2.0144e+10'],[' 0'],[' 0'],[' 944 '],[' 1807 '],[' 2318 '],[' 2942 '],[' 3735 '],[' 4275 '],[' 5065 '],[' 5552 '],[' 6055 '],[' 9 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 3877+'],[' 1948'],"[' 606.811s (Solving', ' 585.43s 1st Model', ' 21.17s Unsat', ' 0.00s)']",[' 604.672s'], ,[' 86741254'],"[' 11589355 (Analyzed', ' 11313141)']","[' 24369    (Average', ' 464.24 Last', ' 19250)']",[' 6227.5  '],"[' 1948     (Average Length', ' 1091.75 Splits', ' 0)']","[' 11313141 (Deleted', ' 11164151)']","[' 266      (Ratio', '   0.00%)']","[' 12243    (Ratio', '   0.11%)']","[' 11313141 (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11313141 (Average', '  6.94 Max', ' 10614 Sum', ' 78525423)']","[' 11310788 (Average', '  6.71 Max', ' 9738 Sum', ' 75905889 Ratio', '  96.66%)']","[' 2353     (Average', ' 1113.27 Max', ' 1749 Sum', ' 2619534 Ratio', '   3.34%)']", ,[' 293730  '],[' 13201   '],[' 269703  '],[' 104177  '],"[' 254388   (Atom=Atom', ' 71394 Body=Body', ' 47921 Other', ' 135073)']",[' Yes'],"[' 16586    (Eliminated', '    0 Frozen', ' 16586)']","[' 2066     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.10832'],[' 0'], ,[' 395.058'],[' 0'],[' 10.8782'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.47268e+08'],[' 1.12161e+08'],[' 0'],[' 2.17296e+10'],[' 0'],[' 0'],[' 1051 '],[' 1823 '],[' 2657 '],[' 3148 '],[' 3701 '],[' 4419 '],[' 5058 '],[' 6008 '],[' 6438 '],[' 9 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 4515+'],[' 2267'],"[' 607.961s (Solving', ' 584.51s 1st Model', ' 24.75s Unsat', ' 0.00s)']",[' 606.703s'], ,[' 84776847'],"[' 12857030 (Analyzed', ' 12593512)']","[' 26471    (Average', ' 475.75 Last', ' 27671)']",[' 6717.3  '],"[' 2267     (Average Length', ' 1238.88 Splits', ' 0)']","[' 12593512 (Deleted', ' 12434357)']","[' 195      (Ratio', '   0.00%)']","[' 11834    (Ratio', '   0.09%)']","[' 12593512 (Average Length', '   17.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12593512 (Average', '  5.87 Max', ' 10748 Sum', ' 73893415)']","[' 12591442 (Average', '  5.68 Max', ' 9808 Sum', ' 71516856 Ratio', '  96.78%)']","[' 2070     (Average', ' 1148.10 Max', ' 1871 Sum', ' 2376559 Ratio', '   3.22%)']", ,[' 292831  '],[' 13031   '],[' 268843  '],[' 103713  '],"[' 253990   (Atom=Atom', ' 71345 Body=Body', ' 47653 Other', ' 134992)']",[' Yes'],"[' 16734    (Eliminated', '    0 Frozen', ' 16734)']","[' 2222     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.65171'],[' 0'], ,[' 385.475'],[' 0'],[' 10.3985'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.48694e+08'],[' 1.0883e+08'],[' 0'],[' 2.26378e+10'],[' 0'],[' 0'],[' 938 '],[' 1775 '],[' 2367 '],[' 2995 '],[' 3753 '],[' 4439 '],[' 5008 '],[' 5510 '],[' 6112 '],[' 9 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 3995+'],[' 2007'],"[' 606.668s (Solving', ' 585.03s 1st Model', ' 22.42s Unsat', ' 0.00s)']",[' 605.219s'], ,[' 89529661'],"[' 14038547 (Analyzed', ' 13828545)']","[' 28867    (Average', ' 479.04 Last', ' 89208)']",[' 6749.8  '],"[' 2007     (Average Length', ' 1126.57 Splits', ' 0)']","[' 13828545 (Deleted', ' 13666735)']","[' 204      (Ratio', '   0.00%)']","[' 10680    (Ratio', '   0.08%)']","[' 13828545 (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13828545 (Average', '  5.76 Max', ' 9960 Sum', ' 79584656)']","[' 13826387 (Average', '  5.59 Max', ' 9960 Sum', ' 77360502 Ratio', '  97.21%)']","[' 2158     (Average', ' 1030.66 Max', ' 1680 Sum', ' 2224154 Ratio', '   2.79%)']", ,[' 291222  '],[' 12932   '],[' 267498  '],[' 102454  '],"[' 250833   (Atom=Atom', ' 70480 Body=Body', ' 47229 Other', ' 133124)']",[' Yes'],"[' 16357    (Eliminated', '    0 Frozen', ' 16357)']","[' 1765     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.22715'],[' 0'], ,[' 394.03'],[' 0'],[' 10.6189'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.53309e+08'],[' 1.10156e+08'],[' 0'],[' 2.30084e+10'],[' 0'],[' 0'],[' 1345 '],[' 1825 '],[' 2279 '],[' 3129 '],[' 3647 '],[' 4489 '],[' 5005 '],[' 5650 '],[' 6108 '],[' 9 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 3721+'],[' 1870'],"[' 606.048s (Solving', ' 587.77s 1st Model', ' 18.69s Unsat', ' 0.00s)']",[' 605.016s'], ,[' 85452271'],"[' 14991793 (Analyzed', ' 14789885)']","[' 29614    (Average', ' 499.42 Last', ' 30036)']",[' 6260.1  '],"[' 1870     (Average Length', ' 1053.96 Splits', ' 0)']","[' 14789885 (Deleted', ' 14615112)']","[' 158      (Ratio', '   0.00%)']","[' 10720    (Ratio', '   0.07%)']","[' 14789885 (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14789885 (Average', '  5.21 Max', ' 10603 Sum', ' 77056389)']","[' 14787824 (Average', '  5.06 Max', ' 9769 Sum', ' 74833175 Ratio', '  97.11%)']","[' 2061     (Average', ' 1078.71 Max', ' 1678 Sum', ' 2223214 Ratio', '   2.89%)']", ,[' 291843  '],[' 12858   '],[' 267409  '],[' 102645  '],"[' 249941   (Atom=Atom', ' 70196 Body=Body', ' 47096 Other', ' 132649)']",[' Yes'],"[' 16206    (Eliminated', '    0 Frozen', ' 16206)']","[' 1720     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.53996'],[' 0'], ,[' 406.653'],[' 0'],[' 10.6563'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46328e+08'],[' 1.03359e+08'],[' 0'],[' 2.52262e+10'],[' 0'],[' 0'],[' 1104 '],[' 1784 '],[' 2395 '],[' 3218 '],[' 3620 '],[' 4329 '],[' 5045 '],[' 5958 '],[' 6225 '],[' 9 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 4085+'],[' 2052'],"[' 606.285s (Solving', ' 585.25s 1st Model', ' 21.77s Unsat', ' 0.00s)']",[' 604.844s'], ,[' 88984919'],"[' 14071681 (Analyzed', ' 13800590)']","[' 28076    (Average', ' 491.54 Last', ' 6702)']",[' 6701.6  '],"[' 2052     (Average Length', ' 1140.81 Splits', ' 0)']","[' 13800590 (Deleted', ' 13628770)']","[' 168      (Ratio', '   0.00%)']","[' 10223    (Ratio', '   0.07%)']","[' 13800590 (Average Length', '   17.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13800590 (Average', '  5.73 Max', ' 9753 Sum', ' 79113003)']","[' 13798451 (Average', '  5.56 Max', ' 9753 Sum', ' 76703015 Ratio', '  96.95%)']","[' 2139     (Average', ' 1126.69 Max', ' 1698 Sum', ' 2409988 Ratio', '   3.05%)']", ,[' 292283  '],[' 12840   '],[' 267932  '],[' 102793  '],"[' 250365   (Atom=Atom', ' 70358 Body=Body', ' 47091 Other', ' 132916)']",[' Yes'],"[' 16363    (Eliminated', '    0 Frozen', ' 16363)']","[' 1570     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.10853'],[' 0'], ,[' 398.149'],[' 0'],[' 10.7656'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46606e+08'],[' 1.06034e+08'],[' 0'],[' 2.39002e+10'],[' 0'],[' 0'],[' 959 '],[' 1600 '],[' 2278 '],[' 2895 '],[' 3559 '],[' 4238 '],[' 4975 '],[' 5640 '],[' 6114 '],[' 9 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 4363+'],[' 2191'],"[' 607.344s (Solving', ' 583.50s 1st Model', ' 24.42s Unsat', ' 0.00s)']",[' 605.813s'], ,[' 93876733'],"[' 13101655 (Analyzed', ' 12893680)']","[' 26608    (Average', ' 484.58 Last', ' 108165)']",[' 6536.0  '],"[' 2191     (Average Length', ' 1183.70 Splits', ' 0)']","[' 12893680 (Deleted', ' 12728500)']","[' 226      (Ratio', '   0.00%)']","[' 13910    (Ratio', '   0.11%)']","[' 12893680 (Average Length', '   17.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12893680 (Average', '  6.53 Max', ' 9060 Sum', ' 84196614)']","[' 12891069 (Average', '  6.31 Max', ' 9060 Sum', ' 81362869 Ratio', '  96.63%)']","[' 2611     (Average', ' 1085.31 Max', ' 1696 Sum', ' 2833745 Ratio', '   3.37%)']", ,[' 291259  '],[' 13113   '],[' 268407  '],[' 102807  '],"[' 253548   (Atom=Atom', ' 71201 Body=Body', ' 47630 Other', ' 134717)']",[' Yes'],"[' 16663    (Eliminated', '    0 Frozen', ' 16663)']","[' 2644     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.60645'],[' 0'], ,[' 384.618'],[' 0'],[' 10.9823'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.6531e+08'],[' 1.23353e+08'],[' 0'],[' 2.30314e+10'],[' 0'],[' 0'],[' 1092 '],[' 2006 '],[' 2661 '],[' 3145 '],[' 3492 '],[' 4310 '],[' 4816 '],[' 5456 '],[' 5829 '],[' 9 '],[' 0 ']
