Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 
Solving...,TA41, , ,[' 563'],[' 291'],"[' 2.483s (Solving', ' 1.56s 1st Model', ' 0.26s Unsat', ' 0.11s)']",[' 2.438s'], ,[' 259117  '],"[' 6608     (Analyzed', ' 4101)']","[' 29       (Average', ' 141.41 Last', ' 212)']",[' 678.1   '],"[' 291      (Average Length', ' 140.24 Splits', ' 0)']","[' 4101     (Deleted', ' 0)']","[' 57       (Ratio', '   1.39%)']","[' 280      (Ratio', '   6.83%)']","[' 4101     (Average Length', '    5.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4101     (Average', ' 25.75 Max', ' 905 Sum', ' 105621)']","[' 4025     (Average', ' 25.54 Max', ' 905 Sum', ' 104740 Ratio', '  99.17%)']","[' 76       (Average', ' 11.59 Max', ' 222 Sum', '    881 Ratio', '   0.83%)']", ,[' 39548   '],[' 1590    '],[' 39225   '],[' 20960   '],"[' 62876    (Atom=Atom', ' 19968 Body=Body', ' 10860 Other', ' 32048)']",[' Yes'],"[' 1867     (Eliminated', '    0 Frozen', ' 1867)']","[' 10       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.246513'],[' 0'], ,[' 0.481323'],[' 0'],[' 0.0171461'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.47897e+06'],[' 2.33407e+06'],[' 0'],[' 1.99806e+07'],[' 0'],[' 0'],[' 316 '],[' 577 '],[' 890 '],[' 1246 '],[' 1546 '],[' 1896 '],[' 2213 '],[' 2462 '],[' 2841 ']
Solving...,TA42, , ,[' 431'],[' 225'],"[' 2.643s (Solving', ' 1.91s 1st Model', ' 0.29s Unsat', ' 0.72s)']",[' 2.578s'], ,[' 222613  '],"[' 16291    (Analyzed', ' 14377)']","[' 85       (Average', ' 169.14 Last', ' 152)']",[' 612.1   '],"[' 225      (Average Length', ' 107.22 Splits', ' 0)']","[' 14377    (Deleted', ' 10098)']","[' 84       (Ratio', '   0.58%)']","[' 418      (Ratio', '   2.91%)']","[' 14377    (Average Length', '    7.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14377    (Average', '  7.75 Max', ' 888 Sum', ' 111479)']","[' 14285    (Average', '  7.74 Max', ' 888 Sum', ' 111228 Ratio', '  99.77%)']","[' 92       (Average', '  2.73 Max', ' 111 Sum', '    251 Ratio', '   0.23%)']", ,[' 38224   '],[' 1539    '],[' 37838   '],[' 20011   '],"[' 60029    (Atom=Atom', ' 19070 Body=Body', ' 10809 Other', ' 30150)']",[' Yes'],"[' 1753     (Eliminated', '    0 Frozen', ' 1753)']","[' 6        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.204639'],[' 0'], ,[' 0.93814'],[' 0'],[' 0.0235847'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.97072e+06'],[' 1.83368e+06'],[' 0'],[' 1.11028e+08'],[' 0'],[' 0'],[' 535 '],[' 803 '],[' 1044 '],[' 1428 '],[' 1765 '],[' 2057 '],[' 2420 '],[' 2598 '],[' 3013 ']
Solving...,TA43, , ,[' 499'],[' 259'],"[' 3.191s (Solving', ' 2.27s 1st Model', ' 0.30s Unsat', ' 0.90s)']",[' 3.094s'], ,[' 269046  '],"[' 25533    (Analyzed', ' 22643)']","[' 119      (Average', ' 190.28 Last', ' 475)']",[' 679.3   '],"[' 259      (Average Length', ' 124.42 Splits', ' 0)']","[' 22643    (Deleted', ' 16313)']","[' 74       (Ratio', '   0.33%)']","[' 439      (Ratio', '   1.94%)']","[' 22643    (Average Length', '    7.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22643    (Average', '  5.63 Max', ' 876 Sum', ' 127370)']","[' 22555    (Average', '  5.61 Max', ' 876 Sum', ' 126984 Ratio', '  99.70%)']","[' 88       (Average', '  4.39 Max', '  71 Sum', '    386 Ratio', '   0.30%)']", ,[' 38938   '],[' 1566    '],[' 38585   '],[' 20312   '],"[' 60932    (Atom=Atom', ' 19344 Body=Body', ' 10836 Other', ' 30752)']",[' Yes'],"[' 1813     (Eliminated', '    0 Frozen', ' 1813)']","[' 1        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.239194'],[' 0'], ,[' 1.18991'],[' 0'],[' 0.0304857'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.50935e+06'],[' 2.33015e+06'],[' 0'],[' 1.32418e+08'],[' 0'],[' 0'],[' 371 '],[' 613 '],[' 923 '],[' 1162 '],[' 1576 '],[' 1861 '],[' 2131 '],[' 2520 '],[' 2791 ']
Solving...,TA44, , ,[' 421'],[' 220'],"[' 2.390s (Solving', ' 1.51s 1st Model', ' 0.31s Unsat', ' 0.30s)']",[' 2.328s'], ,[' 226118  '],"[' 18154    (Analyzed', ' 15237)']","[' 85       (Average', ' 179.26 Last', ' 239)']",[' 690.2   '],"[' 220      (Average Length', ' 104.07 Splits', ' 0)']","[' 15237    (Deleted', ' 10375)']","[' 62       (Ratio', '   0.41%)']","[' 390      (Ratio', '   2.56%)']","[' 15237    (Average Length', '    7.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15237    (Average', '  6.55 Max', ' 895 Sum', '  99827)']","[' 15169    (Average', '  6.53 Max', ' 895 Sum', '  99521 Ratio', '  99.69%)']","[' 68       (Average', '  4.50 Max', '  92 Sum', '    306 Ratio', '   0.31%)']", ,[' 39103   '],[' 1548    '],[' 38709   '],[' 20651   '],"[' 61949    (Atom=Atom', ' 19701 Body=Body', ' 10818 Other', ' 31430)']",[' Yes'],"[' 1754     (Eliminated', '    0 Frozen', ' 1754)']","[' 14       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.226267'],[' 0'], ,[' 0.561521'],[' 0'],[' 0.0189874'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.17759e+06'],[' 2.03324e+06'],[' 0'],[' 3.53923e+07'],[' 0'],[' 0'],[' 433 '],[' 667 '],[' 1037 '],[' 1412 '],[' 1768 '],[' 2087 '],[' 2335 '],[' 2630 '],[' 2904 ']
Solving...,TA45, , ,[' 411'],[' 215'],"[' 1.903s (Solving', ' 1.08s 1st Model', ' 0.17s Unsat', ' 0.16s)']",[' 1.828s'], ,[' 177541  '],"[' 8691     (Analyzed', ' 6775)']","[' 54       (Average', ' 125.46 Last', ' 153)']",[' 598.4   '],"[' 215      (Average Length', ' 101.97 Splits', ' 0)']","[' 6775     (Deleted', ' 1804)']","[' 82       (Ratio', '   1.21%)']","[' 345      (Ratio', '   5.09%)']","[' 6775     (Average Length', '    6.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6775     (Average', ' 10.87 Max', ' 868 Sum', '  73662)']","[' 6682     (Average', ' 10.82 Max', ' 868 Sum', '  73322 Ratio', '  99.54%)']","[' 93       (Average', '  3.66 Max', ' 118 Sum', '    340 Ratio', '   0.46%)']", ,[' 38937   '],[' 1538    '],[' 38540   '],[' 20374   '],"[' 61118    (Atom=Atom', ' 19434 Body=Body', ' 10808 Other', ' 30876)']",[' Yes'],"[' 1741     (Eliminated', '    0 Frozen', ' 1741)']","[' 20       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.202471'],[' 0'], ,[' 0.393705'],[' 0'],[' 0.012886'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.70734e+06'],[' 1.59476e+06'],[' 0'],[' 2.20131e+07'],[' 0'],[' 0'],[' 424 '],[' 628 '],[' 992 '],[' 1309 '],[' 1640 '],[' 1961 '],[' 2315 '],[' 2613 '],[' 2951 ']
Solving...,TA46, , ,[' 451'],[' 235'],"[' 5.057s (Solving', ' 4.31s 1st Model', ' 0.32s Unsat', ' 2.75s)']",[' 5.000s'], ,[' 551614  '],"[' 252518   (Analyzed', ' 247550)']","[' 767      (Average', ' 322.75 Last', ' 74)']",[' 711.8   '],"[' 235      (Average Length', ' 111.53 Splits', ' 0)']","[' 247550   (Deleted', ' 234549)']","[' 61       (Ratio', '   0.02%)']","[' 613      (Ratio', '   0.25%)']","[' 247550   (Average Length', '    8.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 247550   (Average', '  1.65 Max', ' 939 Sum', ' 407910)']","[' 247452   (Average', '  1.64 Max', ' 939 Sum', ' 406728 Ratio', '  99.71%)']","[' 98       (Average', ' 12.06 Max', ' 154 Sum', '   1182 Ratio', '   0.29%)']", ,[' 39522   '],[' 1613    '],[' 39144   '],[' 20871   '],"[' 62609    (Atom=Atom', ' 19856 Body=Body', ' 10883 Other', ' 31870)']",[' Yes'],"[' 1835     (Eliminated', '    0 Frozen', ' 1835)']","[' 38       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.231965'],[' 0'], ,[' 1.78842'],[' 0'],[' 0.0592338'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.25918e+06'],[' 2.57012e+06'],[' 0'],[' 1.28872e+08'],[' 0'],[' 0'],[' 528 '],[' 856 '],[' 1187 '],[' 1499 '],[' 1933 '],[' 2116 '],[' 2400 '],[' 2745 '],[' 3087 ']
Solving...,TA47, , ,[' 419'],[' 219'],"[' 2.623s (Solving', ' 1.72s 1st Model', ' 0.27s Unsat', ' 0.50s)']",[' 2.594s'], ,[' 236195  '],"[' 16372    (Analyzed', ' 13549)']","[' 88       (Average', ' 153.97 Last', ' 815)']",[' 695.5   '],"[' 219      (Average Length', ' 103.22 Splits', ' 0)']","[' 13549    (Deleted', ' 7683)']","[' 51       (Ratio', '   0.38%)']","[' 440      (Ratio', '   3.25%)']","[' 13549    (Average Length', '    6.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13549    (Average', '  8.14 Max', ' 860 Sum', ' 110326)']","[' 13468    (Average', '  8.03 Max', ' 860 Sum', ' 108839 Ratio', '  98.65%)']","[' 81       (Average', ' 18.36 Max', ' 165 Sum', '   1487 Ratio', '   1.35%)']", ,[' 38753   '],[' 1565    '],[' 38360   '],[' 20377   '],"[' 61127    (Atom=Atom', ' 19410 Body=Body', ' 10835 Other', ' 30882)']",[' Yes'],"[' 1772     (Eliminated', '    0 Frozen', ' 1772)']","[' 4        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.221737'],[' 0'], ,[' 0.772185'],[' 0'],[' 0.0219921'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.29349e+06'],[' 2.1481e+06'],[' 0'],[' 7.40554e+07'],[' 0'],[' 0'],[' 368 '],[' 689 '],[' 1054 '],[' 1346 '],[' 1608 '],[' 1896 '],[' 2185 '],[' 2555 '],[' 2950 ']
Solving...,TA48, , ,[' 349'],[' 184'],"[' 2.023s (Solving', ' 1.31s 1st Model', ' 0.19s Unsat', ' 0.20s)']",[' 2.000s'], ,[' 176678  '],"[' 14651    (Analyzed', ' 12923)']","[' 81       (Average', ' 159.54 Last', ' 99)']",[' 656.7   '],"[' 184      (Average Length', ' 86.73 Splits', ' 0)']","[' 12923    (Deleted', ' 4274)']","[' 50       (Ratio', '   0.39%)']","[' 388      (Ratio', '   3.00%)']","[' 12923    (Average Length', '    7.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12923    (Average', '  5.84 Max', ' 848 Sum', '  75490)']","[' 12855    (Average', '  5.80 Max', ' 848 Sum', '  74999 Ratio', '  99.35%)']","[' 68       (Average', '  7.22 Max', ' 110 Sum', '    491 Ratio', '   0.65%)']", ,[' 38482   '],[' 1547    '],[' 38055   '],[' 20328   '],"[' 60980    (Atom=Atom', ' 19379 Body=Body', ' 10817 Other', ' 30784)']",[' Yes'],"[' 1720     (Eliminated', '    0 Frozen', ' 1720)']","[' 17       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.199589'],[' 0'], ,[' 0.395584'],[' 0'],[' 0.0146958'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.75101e+06'],[' 1.62715e+06'],[' 0'],[' 1.83825e+07'],[' 0'],[' 0'],[' 409 '],[' 727 '],[' 1029 '],[' 1437 '],[' 1774 '],[' 1994 '],[' 2404 '],[' 2633 '],[' 3023 ']
Solving...,TA49, , ,[' 493'],[' 256'],"[' 2.744s (Solving', ' 1.68s 1st Model', ' 0.24s Unsat', ' 0.36s)']",[' 2.672s'], ,[' 241366  '],"[' 14805    (Analyzed', ' 12531)']","[' 68       (Average', ' 184.28 Last', ' 94)']",[' 690.3   '],"[' 256      (Average Length', ' 121.87 Splits', ' 0)']","[' 12531    (Deleted', ' 6901)']","[' 72       (Ratio', '   0.57%)']","[' 352      (Ratio', '   2.81%)']","[' 12531    (Average Length', '    7.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12531    (Average', '  7.87 Max', ' 879 Sum', '  98617)']","[' 12449    (Average', '  7.85 Max', ' 879 Sum', '  98373 Ratio', '  99.75%)']","[' 82       (Average', '  2.98 Max', '  53 Sum', '    244 Ratio', '   0.25%)']", ,[' 39074   '],[' 1562    '],[' 38715   '],[' 20655   '],"[' 61961    (Atom=Atom', ' 19691 Body=Body', ' 10832 Other', ' 31438)']",[' Yes'],"[' 1803     (Eliminated', '    0 Frozen', ' 1803)']","[' 6        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.240685'],[' 0'], ,[' 0.666389'],[' 0'],[' 0.0214982'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.33873e+06'],[' 2.18499e+06'],[' 0'],[' 4.64735e+07'],[' 0'],[' 0'],[' 353 '],[' 687 '],[' 980 '],[' 1312 '],[' 1632 '],[' 2001 '],[' 2247 '],[' 2674 '],[' 2978 ']
Solving...,TA50, , ,[' 433'],[' 226'],"[' 2.534s (Solving', ' 1.64s 1st Model', ' 0.15s Unsat', ' 0.73s)']",[' 2.516s'], ,[' 206814  '],"[' 21047    (Analyzed', ' 19477)']","[' 101      (Average', ' 192.84 Last', ' 930)']",[' 540.9   '],"[' 226      (Average Length', ' 106.68 Splits', ' 0)']","[' 19477    (Deleted', ' 12920)']","[' 76       (Ratio', '   0.39%)']","[' 480      (Ratio', '   2.46%)']","[' 19477    (Average Length', '    7.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19477    (Average', '  5.82 Max', ' 859 Sum', ' 113287)']","[' 19370    (Average', '  5.68 Max', ' 859 Sum', ' 110590 Ratio', '  97.62%)']","[' 107      (Average', ' 25.21 Max', ' 199 Sum', '   2697 Ratio', '   2.38%)']", ,[' 38323   '],[' 1539    '],[' 37935   '],[' 20106   '],"[' 60314    (Atom=Atom', ' 19165 Body=Body', ' 10809 Other', ' 30340)']",[' Yes'],"[' 1751     (Eliminated', '    0 Frozen', ' 1751)']","[' 24       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.185937'],[' 0'], ,[' 0.873829'],[' 0'],[' 0.0241334'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.67503e+06'],[' 1.53447e+06'],[' 0'],[' 1.02877e+08'],[' 0'],[' 0'],[' 402 '],[' 633 '],[' 932 '],[' 1206 '],[' 1516 '],[' 1910 '],[' 2115 '],[' 2410 '],[' 2922 ']
