Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solving...,TA71, ,[' 1'],[' 7901+'],[' 3954'],"[' 1027.795s (Solving', ' 925.46s 1st Model', ' 513.16s Unsat', ' 0.00s)']", 1025.297s, ,[' 521563931'],"[' 1648069  (Analyzed', ' 1333280)']","[' 4803     (Average', ' 277.59 Last', ' 96487)']",[' 23673.4 '],"[' 3954     (Average Length', ' 1975.47 Splits', ' 0)']","[' 1333280  (Deleted', ' 1258360)']","[' 504      (Ratio', '   0.04%)']","[' 36170    (Ratio', '   2.71%)']","[' 1333280  (Average Length', '   77.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1333280  (Average', ' 328.45 Max', ' 31898 Sum', ' 437909745)']","[' 1331841  (Average', ' 326.44 Max', ' 31898 Sum', ' 435234914 Ratio', '  99.39%)']","[' 1439     (Average', ' 1858.81 Max', ' 1970 Sum', ' 2674831 Ratio', '   0.61%)']", ,[' 419091  '],[' 48670   '],[' 412379  '],[' 289901  '],"[' 869699   (Atom=Atom', ' 252049 Body=Body', ' 140750 Other', ' 476900)']",[' Yes'],"[' 43800    (Eliminated', '    0 Frozen', ' 43800)']","[' 5821     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.8689'],[' 0'], ,[' 499.674'],[' 0'],[' 33.3407'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.10743e+09'],[' 1.0459e+09'],[' 0'],[' 2.70449e+10'],[' 0'],[' 0'],2764,17118,18780,3,0
Solving...,TA72, ,[' 1'],[' 8069+'],[' 4038'],"[' 1028.010s (Solving', ' 923.61s 1st Model', ' 498.41s Unsat', ' 0.00s)']", 1024.438s, ,[' 492131560'],"[' 1820817  (Analyzed', ' 1502825)']","[' 5403     (Average', ' 278.15 Last', ' 91252)']",[' 23382.6 '],"[' 4038     (Average Length', ' 2017.45 Splits', ' 0)']","[' 1502825  (Deleted', ' 1421864)']","[' 386      (Ratio', '   0.03%)']","[' 35442    (Ratio', '   2.36%)']","[' 1502825  (Average Length', '   78.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1502825  (Average', ' 271.36 Max', ' 31303 Sum', ' 407802611)']","[' 1501479  (Average', ' 269.66 Max', ' 31303 Sum', ' 405250112 Ratio', '  99.37%)']","[' 1346     (Average', ' 1896.36 Max', ' 1940 Sum', ' 2552499 Ratio', '   0.63%)']", ,[' 415571  '],[' 48099   '],[' 408820  '],[' 287457  '],"[' 862367   (Atom=Atom', ' 250171 Body=Body', ' 140184 Other', ' 472012)']",[' Yes'],"[' 43318    (Eliminated', '    0 Frozen', ' 43318)']","[' 6129     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.518'],[' 0'], ,[' 503.696'],[' 0'],[' 31.9122'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.07958e+09'],[' 1.01688e+09'],[' 0'],[' 2.82294e+10'],[' 0'],[' 0'],2246,18349,21100,3,0
Solving...,TA73, ,[' 1'],[' 11437+'],[' 5722'],"[' 1034.379s (Solving', ' 897.68s 1st Model', ' 762.55s Unsat', ' 0.00s)']", 1031.563s, ,[' 683851176'],"[' 1121817  (Analyzed', ' 421675)']","[' 4706     (Average', ' 89.60 Last', ' 65549)']",[' 22944.9 '],"[' 5722     (Average Length', ' 2693.33 Splits', ' 0)']","[' 421675   (Deleted', ' 359426)']","[' 1245     (Ratio', '   0.30%)']","[' 43077    (Ratio', '  10.22%)']","[' 421675   (Average Length', '   39.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 421675   (Average', ' 1353.02 Max', ' 32319 Sum', ' 570535081)']","[' 420206   (Average', ' 1345.02 Max', ' 32319 Sum', ' 567162887 Ratio', '  99.41%)']","[' 1469     (Average', ' 2295.57 Max', ' 5061 Sum', ' 3372194 Ratio', '   0.59%)']", ,[' 425265  '],[' 48630   '],[' 421711  '],[' 298221  '],"[' 894659   (Atom=Atom', ' 258203 Body=Body', ' 142916 Other', ' 493540)']",[' Yes'],"[' 47076    (Eliminated', '    0 Frozen', ' 47076)']","[' 6058     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 23.3067'],[' 0'], ,[' 333.764'],[' 0'],[' 42.5084'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.43631e+09'],[' 1.35846e+09'],[' 0'],[' 6.81814e+09'],[' 0'],[' 0'],2638,4766,7064,3,0
Solving...,TA74, , ,[' 8439+'],[' 4223'],"[' 1027.033s (Solving', ' 926.97s 1st Model', ' 511.43s Unsat', ' 0.00s)']", 1024.797s, ,[' 512298086'],"[' 1687671  (Analyzed', ' 1392845)']","[' 5486     (Average', ' 253.89 Last', ' 41478)']",[' 22054.4 '],"[' 4224     (Average Length', ' 2110.59 Splits', ' 0)']","[' 1392845  (Deleted', ' 1319915)']","[' 492      (Ratio', '   0.04%)']","[' 33308    (Ratio', '   2.39%)']","[' 1392845  (Average Length', '   73.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1392845  (Average', ' 309.22 Max', ' 31304 Sum', ' 430691607)']","[' 1391424  (Average', ' 306.91 Max', ' 31304 Sum', ' 427478034 Ratio', '  99.25%)']","[' 1421     (Average', ' 2261.49 Max', ' 2332 Sum', ' 3213573 Ratio', '   0.75%)']", ,[' 417043  '],[' 48305   '],[' 410267  '],[' 287920  '],"[' 863756   (Atom=Atom', ' 250649 Body=Body', ' 140169 Other', ' 472938)']",[' Yes'],"[' 43487    (Eliminated', '    0 Frozen', ' 43487)']","[' 5566     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.5534'],[' 0'], ,[' 506.469'],[' 0'],[' 32.8803'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.08459e+09'],[' 1.02377e+09'],[' 0'],[' 2.71195e+10'],[' 0'],[' 0'],2258,16884,19062,3,0
Solving...,TA75, , ,[' 9657+'],[' 4832'],"[' 1031.501s (Solving', ' 912.76s 1st Model', ' 473.96s Unsat', ' 0.00s)']", 1028.094s, ,[' 495363327'],"[' 1793892  (Analyzed', ' 1450103)']","[' 5698     (Average', ' 254.49 Last', ' 97470)']",[' 23176.9 '],"[' 4833     (Average Length', ' 2407.76 Splits', ' 0)']","[' 1450103  (Deleted', ' 1364907)']","[' 705      (Ratio', '   0.05%)']","[' 34114    (Ratio', '   2.35%)']","[' 1450103  (Average Length', '   76.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1450103  (Average', ' 274.22 Max', ' 31700 Sum', ' 397645735)']","[' 1448733  (Average', ' 271.96 Max', ' 31700 Sum', ' 394362939 Ratio', '  99.17%)']","[' 1370     (Average', ' 2396.20 Max', ' 2716 Sum', ' 3282796 Ratio', '   0.83%)']", ,[' 417242  '],[' 48228   '],[' 411268  '],[' 288479  '],"[' 865433   (Atom=Atom', ' 251034 Body=Body', ' 140343 Other', ' 474056)']",[' Yes'],"[' 44208    (Eliminated', '    0 Frozen', ' 44208)']","[' 6095     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 19.6801'],[' 0'], ,[' 495.575'],[' 0'],[' 31.452'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.08661e+09'],[' 1.02487e+09'],[' 0'],[' 2.6021e+10'],[' 0'],[' 0'],2533,16904,16196,3,0
Solving...,TA76, ,[' 1'],[' 9957+'],[' 4982'],"[' 1025.908s (Solving', ' 934.84s 1st Model', ' 539.69s Unsat', ' 0.00s)']", 1022.406s, ,[' 532203119'],"[' 1541286  (Analyzed', ' 916389)']","[' 5361     (Average', ' 170.94 Last', ' 86261)']",[' 18014.5 '],"[' 4982     (Average Length', ' 2394.60 Splits', ' 0)']","[' 916389   (Deleted', ' 851003)']","[' 1513     (Ratio', '   0.17%)']","[' 41052    (Ratio', '   4.48%)']","[' 916389   (Average Length', '   64.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 916389   (Average', ' 505.06 Max', ' 30295 Sum', ' 462834758)']","[' 913863   (Average', ' 494.94 Max', ' 30295 Sum', ' 453555843 Ratio', '  98.00%)']","[' 2526     (Average', ' 3673.36 Max', ' 4603 Sum', ' 9278915 Ratio', '   2.00%)']", ,[' 424366  '],[' 48338   '],[' 420405  '],[' 297266  '],"[' 891794   (Atom=Atom', ' 257511 Body=Body', ' 142653 Other', ' 491630)']",[' Yes'],"[' 46355    (Eliminated', '    0 Frozen', ' 46355)']","[' 6561     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.4132'],[' 0'], ,[' 494.11'],[' 0'],[' 32.5842'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.92924e+08'],[' 9.25131e+08'],[' 0'],[' 2.92232e+10'],[' 0'],[' 0'],2317,4669,16718,3,0
Solving...,TA77, ,[' 1'],[' 7845+'],[' 3926'],"[' 1025.401s (Solving', ' 931.67s 1st Model', ' 530.30s Unsat', ' 0.00s)']", 1022.891s, ,[' 503234254'],"[' 1839165  (Analyzed', ' 1536043)']","[' 5627     (Average', ' 272.98 Last', ' 45493)']",[' 22471.3 '],"[' 3926     (Average Length', ' 1961.57 Splits', ' 0)']","[' 1536043  (Deleted', ' 1457385)']","[' 343      (Ratio', '   0.02%)']","[' 35736    (Ratio', '   2.33%)']","[' 1536043  (Average Length', '   80.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1536043  (Average', ' 276.02 Max', ' 32091 Sum', ' 423977897)']","[' 1535120  (Average', ' 274.77 Max', ' 32091 Sum', ' 422057239 Ratio', '  99.55%)']","[' 923      (Average', ' 2080.89 Max', ' 2114 Sum', ' 1920658 Ratio', '   0.45%)']", ,[' 416269  '],[' 48149   '],[' 409633  '],[' 290148  '],"[' 870440   (Atom=Atom', ' 252619 Body=Body', ' 140427 Other', ' 477394)']",[' Yes'],"[' 43449    (Eliminated', '    0 Frozen', ' 43449)']","[' 5048     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.6404'],[' 0'], ,[' 511.693'],[' 0'],[' 32.9647'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.08639e+09'],[' 1.02368e+09'],[' 0'],[' 2.76235e+10'],[' 0'],[' 0'],2282,19486,21652,3,0
Solving...,TA78, ,[' 1'],[' 8007+'],[' 4007'],"[' 1025.183s (Solving', ' 932.22s 1st Model', ' 453.06s Unsat', ' 0.00s)']", 1021.703s, ,[' 519231691'],"[' 1736967  (Analyzed', ' 1426324)']","[' 5573     (Average', ' 255.93 Last', ' 33296)']",[' 21674.6 '],"[' 4007     (Average Length', ' 2000.82 Splits', ' 0)']","[' 1426324  (Deleted', ' 1366083)']","[' 425      (Ratio', '   0.03%)']","[' 33660    (Ratio', '   2.36%)']","[' 1426324  (Average Length', '   74.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1426324  (Average', ' 310.50 Max', ' 31501 Sum', ' 442870405)']","[' 1424945  (Average', ' 308.35 Max', ' 31501 Sum', ' 439801409 Ratio', '  99.31%)']","[' 1379     (Average', ' 2225.52 Max', ' 2289 Sum', ' 3068996 Ratio', '   0.69%)']", ,[' 414997  '],[' 48269   '],[' 407965  '],[' 287193  '],"[' 861575   (Atom=Atom', ' 249970 Body=Body', ' 140121 Other', ' 471484)']",[' Yes'],"[' 43221    (Eliminated', '    0 Frozen', ' 43221)']","[' 5585     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.4003'],[' 0'], ,[' 511.285'],[' 0'],[' 33.6498'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.08947e+09'],[' 1.02964e+09'],[' 0'],[' 2.78464e+10'],[' 0'],[' 0'],2370,16378,18310,3,0
Solving...,TA79, ,[' 1'],[' 11739+'],[' 5872'],"[' 1037.299s (Solving', ' 894.27s 1st Model', ' 654.44s Unsat', ' 0.00s)']", 1028.547s, ,[' 477937068'],"[' 1264055  (Analyzed', ' 793548)']","[' 5724     (Average', ' 138.64 Last', ' 199640)']",[' 22447.3 '],"[' 5872     (Average Length', ' 2793.81 Splits', ' 0)']","[' 793548   (Deleted', ' 744232)']","[' 588      (Ratio', '   0.07%)']","[' 28355    (Ratio', '   3.57%)']","[' 793548   (Average Length', '   46.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 793548   (Average', ' 458.30 Max', ' 33675 Sum', ' 363685287)']","[' 792862   (Average', ' 456.01 Max', ' 33675 Sum', ' 361863325 Ratio', '  99.50%)']","[' 686      (Average', ' 2655.92 Max', ' 5312 Sum', ' 1821962 Ratio', '   0.50%)']", ,[' 424463  '],[' 48374   '],[' 420373  '],[' 296259  '],"[' 888773   (Atom=Atom', ' 257284 Body=Body', ' 141873 Other', ' 489616)']",[' Yes'],"[' 46284    (Eliminated', '    0 Frozen', ' 46284)']","[' 2995     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 24.1691'],[' 0'], ,[' 440.017'],[' 0'],[' 34.6198'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.27358e+08'],[' 8.71057e+08'],[' 0'],[' 1.72219e+10'],[' 0'],[' 0'],2295,4718,8899,3,0
