Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 
Solving...,TA51, ,[' 1'],[' 2811+'],[' 1408'],"[' 422.912s (Solving', ' 414.34s 1st Model', ' 284.66s Unsat', ' 0.00s)']",[' 420.328s'], ,[' 160760285'],"[' 1801365  (Analyzed', ' 1704830)']","[' 4980     (Average', ' 342.34 Last', ' 395423)']",[' 5731.7  '],"[' 1408     (Average Length', ' 703.33 Splits', ' 0)']","[' 1704830  (Deleted', ' 1644512)']","[' 244      (Ratio', '   0.01%)']","[' 31539    (Ratio', '   1.85%)']","[' 1704830  (Average Length', '   37.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1704830  (Average', ' 90.23 Max', ' 9039 Sum', ' 153824659)']","[' 1704434  (Average', ' 89.96 Max', ' 8687 Sum', ' 153361070 Ratio', '  99.70%)']","[' 396      (Average', ' 1170.68 Max', ' 1381 Sum', ' 463589 Ratio', '   0.30%)']", ,[' 95974   '],[' 14147   '],[' 94415   '],[' 64092   '],"[' 192272   (Atom=Atom', ' 52907 Body=Body', ' 31008 Other', ' 108357)']",[' Yes'],"[' 13338    (Eliminated', '    0 Frozen', ' 13338)']","[' 5109     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.57458'],[' 0'], ,[' 197.293'],[' 0'],[' 11.1528'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.75806e+08'],[' 5.21631e+08'],[' 0'],[' 1.05742e+10'],[' 0'],[' 0'],[' 1687 '],[' 12468 ']
Solving...,TA52, ,[' 1'],[' 2009+'],[' 1007'],"[' 199.825s (Solving', ' 193.99s 1st Model', ' 67.63s Unsat', ' 0.00s)']",[' 198.375s'], ,[' 95090172'],"[' 1049533  (Analyzed', ' 994339)']","[' 2865     (Average', ' 347.06 Last', ' 120213)']",[' 5436.5  '],"[' 1007     (Average Length', ' 502.91 Splits', ' 0)']","[' 994339   (Deleted', ' 953962)']","[' 282      (Ratio', '   0.03%)']","[' 22401    (Ratio', '   2.25%)']","[' 994339   (Average Length', '   42.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 994339   (Average', ' 90.76 Max', ' 9130 Sum', ' 90243682)']","[' 993998   (Average', ' 90.44 Max', ' 9130 Sum', ' 89929963 Ratio', '  99.65%)']","[' 341      (Average', ' 920.00 Max', ' 1005 Sum', ' 313719 Ratio', '   0.35%)']", ,[' 95870   '],[' 14177   '],[' 94159   '],[' 64590   '],"[' 193766   (Atom=Atom', ' 53126 Body=Body', ' 31287 Other', ' 109353)']",[' Yes'],"[' 13216    (Eliminated', '    0 Frozen', ' 13216)']","[' 3537     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.06859'],[' 0'], ,[' 98.5569'],[' 0'],[' 6.04552'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.32146e+08'],[' 2.04464e+08'],[' 0'],[' 5.50854e+09'],[' 0'],[' 0'],[' 1867 '],[' 13277 ']
Solving...,TA53, ,[' 1'],[' 2697+'],[' 1351'],"[' 371.516s (Solving', ' 363.55s 1st Model', ' 234.40s Unsat', ' 0.00s)']",[' 368.922s'], ,[' 160209207'],"[' 1444983  (Analyzed', ' 1350530)']","[' 4242     (Average', ' 318.37 Last', ' 188183)']",[' 5461.2  '],"[' 1351     (Average Length', ' 674.89 Splits', ' 0)']","[' 1350530  (Deleted', ' 1304305)']","[' 260      (Ratio', '   0.02%)']","[' 29130    (Ratio', '   2.16%)']","[' 1350530  (Average Length', '   31.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1350530  (Average', ' 113.95 Max', ' 9361 Sum', ' 153896531)']","[' 1350164  (Average', ' 113.63 Max', ' 9361 Sum', ' 153456514 Ratio', '  99.71%)']","[' 366      (Average', ' 1202.23 Max', ' 1336 Sum', ' 440017 Ratio', '   0.29%)']", ,[' 95469   '],[' 13990   '],[' 94087   '],[' 64084   '],"[' 192248   (Atom=Atom', ' 52822 Body=Body', ' 31085 Other', ' 108341)']",[' Yes'],"[' 13358    (Eliminated', '    0 Frozen', ' 13358)']","[' 4364     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.46898'],[' 0'], ,[' 149.335'],[' 0'],[' 10.7926'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.72164e+08'],[' 5.12352e+08'],[' 0'],[' 5.81898e+09'],[' 0'],[' 0'],[' 1509 '],[' 13424 ']
Solving...,TA54, ,[' 1'],[' 2615+'],[' 1310'],"[' 424.359s (Solving', ' 416.14s 1st Model', ' 286.05s Unsat', ' 0.00s)']",[' 423.063s'], ,[' 167838857'],"[' 1382519  (Analyzed', ' 1314847)']","[' 3826     (Average', ' 343.66 Last', ' 140398)']",[' 5420.8  '],"[' 1310     (Average Length', ' 654.40 Splits', ' 0)']","[' 1314847  (Deleted', ' 1263773)']","[' 274      (Ratio', '   0.02%)']","[' 32734    (Ratio', '   2.49%)']","[' 1314847  (Average Length', '   34.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1314847  (Average', ' 123.03 Max', ' 8461 Sum', ' 161771173)']","[' 1314481  (Average', ' 122.71 Max', ' 8213 Sum', ' 161338933 Ratio', '  99.73%)']","[' 366      (Average', ' 1180.98 Max', ' 1308 Sum', ' 432240 Ratio', '   0.27%)']", ,[' 94815   '],[' 14105   '],[' 93009   '],[' 63371   '],"[' 190109   (Atom=Atom', ' 52377 Body=Body', ' 30817 Other', ' 106915)']",[' Yes'],"[' 13049    (Eliminated', '    0 Frozen', ' 13049)']","[' 4886     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.61727'],[' 0'], ,[' 163.304'],[' 0'],[' 12.4993'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.90199e+08'],[' 5.33774e+08'],[' 0'],[' 6.43239e+09'],[' 0'],[' 0'],[' 1617 '],[' 12331 ']
Solving...,TA55, ,[' 1'],[' 2351+'],[' 1178'],"[' 202.789s (Solving', ' 195.25s 1st Model', ' 65.96s Unsat', ' 0.00s)']",[' 201.406s'], ,[' 80223317'],"[' 828512   (Analyzed', ' 756493)']","[' 2352     (Average', ' 321.64 Last', ' 43632)']",[' 5357.2  '],"[' 1178     (Average Length', ' 588.43 Splits', ' 0)']","[' 756493   (Deleted', ' 720157)']","[' 208      (Ratio', '   0.03%)']","[' 19591    (Ratio', '   2.59%)']","[' 756493   (Average Length', '   41.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 756493   (Average', ' 99.03 Max', ' 9436 Sum', ' 74913291)']","[' 756055   (Average', ' 98.39 Max', ' 9436 Sum', ' 74432498 Ratio', '  99.36%)']","[' 438      (Average', ' 1097.70 Max', ' 1176 Sum', ' 480793 Ratio', '   0.64%)']", ,[' 95142   '],[' 14125   '],[' 93443   '],[' 64030   '],"[' 192086   (Atom=Atom', ' 52777 Body=Body', ' 31076 Other', ' 108233)']",[' Yes'],"[' 13176    (Eliminated', '    0 Frozen', ' 13176)']","[' 3175     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.409'],[' 0'], ,[' 97.8063'],[' 0'],[' 5.95121'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.89135e+08'],[' 1.68552e+08'],[' 0'],[' 4.76208e+09'],[' 0'],[' 0'],[' 1762 '],[' 12165 ']
Solving...,TA56, ,[' 1'],[' 2361+'],[' 1183'],"[' 162.011s (Solving', ' 154.48s 1st Model', ' 26.01s Unsat', ' 0.00s)']",[' 161.547s'], ,[' 67305400'],"[' 875190   (Analyzed', ' 813567)']","[' 2282     (Average', ' 356.51 Last', ' 41654)']",[' 5354.2  '],"[' 1183     (Average Length', ' 590.92 Splits', ' 0)']","[' 813567   (Deleted', ' 781716)']","[' 199      (Ratio', '   0.02%)']","[' 16270    (Ratio', '   2.00%)']","[' 813567   (Average Length', '   41.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 813567   (Average', ' 76.18 Max', ' 9376 Sum', ' 61976484)']","[' 813139   (Average', ' 75.61 Max', ' 9055 Sum', ' 61510628 Ratio', '  99.25%)']","[' 428      (Average', ' 1088.45 Max', ' 1181 Sum', ' 465856 Ratio', '   0.75%)']", ,[' 95035   '],[' 14050   '],[' 93263   '],[' 63452   '],"[' 190352   (Atom=Atom', ' 52352 Body=Body', ' 30923 Other', ' 107077)']",[' Yes'],"[' 13028    (Eliminated', '    0 Frozen', ' 13028)']","[' 2565     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.70661'],[' 0'], ,[' 87.1421'],[' 0'],[' 4.74023'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.31275e+08'],[' 1.14566e+08'],[' 0'],[' 4.97008e+09'],[' 0'],[' 0'],[' 1903 '],[' 13406 ']
Solving...,TA57, ,[' 1'],[' 2073+'],[' 1039'],"[' 189.749s (Solving', ' 183.22s 1st Model', ' 55.39s Unsat', ' 0.00s)']",[' 188.438s'], ,[' 86667943'],"[' 895975   (Analyzed', ' 829299)']","[' 2479     (Average', ' 334.53 Last', ' 86087)']",[' 5491.6  '],"[' 1039     (Average Length', ' 518.89 Splits', ' 0)']","[' 829299   (Deleted', ' 791164)']","[' 301      (Ratio', '   0.04%)']","[' 19839    (Ratio', '   2.39%)']","[' 829299   (Average Length', '   43.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 829299   (Average', ' 98.49 Max', ' 9129 Sum', ' 81680608)']","[' 828919   (Average', ' 98.07 Max', ' 8859 Sum', ' 81328533 Ratio', '  99.57%)']","[' 380      (Average', ' 926.51 Max', ' 1037 Sum', ' 352075 Ratio', '   0.43%)']", ,[' 95459   '],[' 14051   '],[' 93747   '],[' 64019   '],"[' 192053   (Atom=Atom', ' 52714 Body=Body', ' 31128 Other', ' 108211)']",[' Yes'],"[' 13089    (Eliminated', '    0 Frozen', ' 13089)']","[' 2831     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.22416'],[' 0'], ,[' 92.9559'],[' 0'],[' 5.99557'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.93397e+08'],[' 1.73304e+08'],[' 0'],[' 4.78305e+09'],[' 0'],[' 0'],[' 1981 '],[' 13514 ']
Solving...,TA58, ,[' 1'],[' 2591+'],[' 1298'],"[' 215.527s (Solving', ' 208.55s 1st Model', ' 80.60s Unsat', ' 0.00s)']",[' 214.125s'], ,[' 108643015'],"[' 956184   (Analyzed', ' 877570)']","[' 2552     (Average', ' 343.88 Last', ' 211914)']",[' 5439.9  '],"[' 1298     (Average Length', ' 648.43 Splits', ' 0)']","[' 877570   (Deleted', ' 840431)']","[' 314      (Ratio', '   0.04%)']","[' 24086    (Ratio', '   2.74%)']","[' 877570   (Average Length', '   38.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 877570   (Average', ' 117.06 Max', ' 9266 Sum', ' 102730215)']","[' 877159   (Average', ' 116.49 Max', ' 9266 Sum', ' 102232336 Ratio', '  99.52%)']","[' 411      (Average', ' 1211.38 Max', ' 1296 Sum', ' 497879 Ratio', '   0.48%)']", ,[' 96014   '],[' 14063   '],[' 94695   '],[' 64804   '],"[' 194408   (Atom=Atom', ' 53353 Body=Body', ' 31274 Other', ' 109781)']",[' Yes'],"[' 13494    (Eliminated', '    0 Frozen', ' 13494)']","[' 3663     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.29964'],[' 0'], ,[' 99.9812'],[' 0'],[' 6.81057'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.77381e+08'],[' 2.4917e+08'],[' 0'],[' 5.13162e+09'],[' 0'],[' 0'],[' 1830 '],[' 13332 ']
Solving...,TA59, ,[' 1'],[' 2337+'],[' 1171'],"[' 300.672s (Solving', ' 293.82s 1st Model', ' 166.07s Unsat', ' 0.00s)']",[' 299.547s'], ,[' 130031639'],"[' 1299060  (Analyzed', ' 1226334)']","[' 3614     (Average', ' 339.33 Last', ' 108201)']",[' 5429.7  '],"[' 1171     (Average Length', ' 584.89 Splits', ' 0)']","[' 1226334  (Deleted', ' 1178448)']","[' 249      (Ratio', '   0.02%)']","[' 28690    (Ratio', '   2.34%)']","[' 1226334  (Average Length', '   37.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1226334  (Average', ' 101.52 Max', ' 9083 Sum', ' 124491516)']","[' 1225968  (Average', ' 101.20 Max', ' 8550 Sum', ' 124106915 Ratio', '  99.69%)']","[' 366      (Average', ' 1050.82 Max', ' 1169 Sum', ' 384601 Ratio', '   0.31%)']", ,[' 94911   '],[' 14092   '],[' 93227   '],[' 63902   '],"[' 191702   (Atom=Atom', ' 52660 Body=Body', ' 31065 Other', ' 107977)']",[' Yes'],"[' 13158    (Eliminated', '    0 Frozen', ' 13158)']","[' 4338     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.26968'],[' 0'], ,[' 135.992'],[' 0'],[' 8.6764'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.07512e+08'],[' 3.66862e+08'],[' 0'],[' 6.85614e+09'],[' 0'],[' 0'],[' 1642 '],[' 12641 ']
Solving...,TA60, ,[' 1'],[' 2525+'],[' 1265'],"[' 297.500s (Solving', ' 290.66s 1st Model', ' 162.67s Unsat', ' 0.00s)']",[' 296.156s'], ,[' 131320933'],"[' 1173776  (Analyzed', ' 1100508)']","[' 3298     (Average', ' 333.69 Last', ' 149600)']",[' 5193.2  '],"[' 1265     (Average Length', ' 631.96 Splits', ' 0)']","[' 1100508  (Deleted', ' 1057588)']","[' 250      (Ratio', '   0.02%)']","[' 27212    (Ratio', '   2.47%)']","[' 1100508  (Average Length', '   36.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1100508  (Average', ' 114.25 Max', ' 9053 Sum', ' 125731788)']","[' 1100165  (Average', ' 113.87 Max', ' 8610 Sum', ' 125316991 Ratio', '  99.67%)']","[' 343      (Average', ' 1209.32 Max', ' 1263 Sum', ' 414797 Ratio', '   0.33%)']", ,[' 94784   '],[' 14059   '],[' 93123   '],[' 63668   '],"[' 191000   (Atom=Atom', ' 52530 Body=Body', ' 30961 Other', ' 107509)']",[' Yes'],"[' 13148    (Eliminated', '    0 Frozen', ' 13148)']","[' 4076     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.23899'],[' 0'], ,[' 126.437'],[' 0'],[' 8.72695'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.17278e+08'],[' 3.74934e+08'],[' 0'],[' 5.79817e+09'],[' 0'],[' 0'],[' 1619 '],[' 12813 ']
