Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
UNKNOWN,TA51,[' 2251+'],[' 1130'],"[' 1001.007s (Solving', ' 996.51s 1st Model', ' 4.67s Unsat', ' 0.00s)']",[' 998.938s'], ,[' 103459707'],"[' 25307314 (Analyzed', ' 25047871)']","[' 41967    (Average', ' 596.85 Last', ' 375557)']",[' 2558.2  '],"[' 1130     (Average Length', ' 539.93 Splits', ' 0)']","[' 25047871 (Deleted', ' 24806392)']","[' 36       (Ratio', '   0.00%)']","[' 10804    (Ratio', '   0.04%)']","[' 25047871 (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25047871 (Average', '  4.00 Max', ' 3095 Sum', ' 100229261)']","[' 25047210 (Average', '  3.99 Max', ' 3095 Sum', ' 99837556 Ratio', '  99.61%)']","[' 661      (Average', ' 592.59 Max', ' 872 Sum', ' 391705 Ratio', '   0.39%)']", ,[' 82726   '],[' 5402    '],[' 83022   '],[' 47035   '],"[' 141101   (Atom=Atom', ' 42381 Body=Body', ' 24477 Other', ' 74243)']",[' Yes'],"[' 6448     (Eliminated', '    0 Frozen', ' 6448)']","[' 1699     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.07733'],[' 0'], ,[' 822.142'],[' 0'],[' 14.7553'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.58193e+08'],[' 1.82563e+08'],[' 0'],[' 9.92634e+10'],[' 0'],[' 0'],[' 1132 '],[' 1886 '],[' 2960 '],[' 4049 '],[' 4 '],[' 0 ']
UNKNOWN,TA52,[' 2073+'],[' 1041'],"[' 1001.118s (Solving', ' 996.10s 1st Model', ' 4.37s Unsat', ' 0.00s)']",[' 999.219s'], ,[' 105546832'],"[' 25459356 (Analyzed', ' 25320638)']","[' 41655    (Average', ' 607.87 Last', ' 256443)']",[' 2463.0  '],"[' 1041     (Average Length', ' 489.62 Splits', ' 0)']","[' 25320638 (Deleted', ' 25081615)']","[' 62       (Ratio', '   0.00%)']","[' 12901    (Ratio', '   0.05%)']","[' 25320638 (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25320638 (Average', '  4.06 Max', ' 2956 Sum', ' 102686936)']","[' 25319953 (Average', '  4.04 Max', ' 2956 Sum', ' 102315601 Ratio', '  99.64%)']","[' 685      (Average', ' 542.09 Max', ' 730 Sum', ' 371335 Ratio', '   0.36%)']", ,[' 82794   '],[' 5410    '],[' 82999   '],[' 47030   '],"[' 141086   (Atom=Atom', ' 42368 Body=Body', ' 24485 Other', ' 74233)']",[' Yes'],"[' 6365     (Eliminated', '    0 Frozen', ' 6365)']","[' 2220     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.07397'],[' 0'], ,[' 812.442'],[' 0'],[' 14.1339'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.94988e+08'],[' 2.07557e+08'],[' 0'],[' 9.76204e+10'],[' 0'],[' 0'],[' 1044 '],[' 1882 '],[' 2860 '],[' 3850 '],[' 4 '],[' 0 ']
UNKNOWN,TA53,[' 2303+'],[' 1156'],"[' 1001.004s (Solving', ' 996.03s 1st Model', ' 4.92s Unsat', ' 0.00s)']",[' 999.406s'], ,[' 79402569'],"[' 27766547 (Analyzed', ' 27482662)']","[' 49949    (Average', ' 550.21 Last', ' 9328)']",[' 2713.1  '],"[' 1156     (Average Length', ' 552.50 Splits', ' 0)']","[' 27482662 (Deleted', ' 27155533)']","[' 27       (Ratio', '   0.00%)']","[' 7230     (Ratio', '   0.03%)']","[' 27482662 (Average Length', '   13.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 27482662 (Average', '  2.77 Max', ' 3148 Sum', ' 76008440)']","[' 27482062 (Average', '  2.75 Max', ' 3148 Sum', ' 75674845 Ratio', '  99.56%)']","[' 600      (Average', ' 555.99 Max', ' 810 Sum', ' 333595 Ratio', '   0.44%)']", ,[' 81666   '],[' 5219    '],[' 81994   '],[' 46238   '],"[' 138710   (Atom=Atom', ' 41767 Body=Body', ' 24294 Other', ' 72649)']",[' Yes'],"[' 6297     (Eliminated', '    0 Frozen', ' 6297)']","[' 1226     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.20588'],[' 0'], ,[' 820.097'],[' 0'],[' 13.6984'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.05712e+08'],[' 1.32466e+08'],[' 0'],[' 9.93423e+10'],[' 0'],[' 0'],[' 951 '],[' 1684 '],[' 2584 '],[' 3618 '],[' 4 '],[' 0 ']
UNKNOWN,TA54,[' 1983+'],[' 996'],"[' 1001.176s (Solving', ' 996.37s 1st Model', ' 7.98s Unsat', ' 0.00s)']",[' 998.875s'], ,[' 98069880'],"[' 24926487 (Analyzed', ' 24708036)']","[' 42848    (Average', ' 576.64 Last', ' 469901)']",[' 2744.6  '],"[' 996      (Average Length', ' 480.77 Splits', ' 0)']","[' 24708036 (Deleted', ' 24485042)']","[' 24       (Ratio', '   0.00%)']","[' 9094     (Ratio', '   0.04%)']","[' 24708036 (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24708036 (Average', '  3.84 Max', ' 3162 Sum', ' 94851575)']","[' 24707301 (Average', '  3.82 Max', ' 3162 Sum', ' 94486936 Ratio', '  99.62%)']","[' 735      (Average', ' 496.11 Max', ' 685 Sum', ' 364639 Ratio', '   0.38%)']", ,[' 82748   '],[' 5424    '],[' 82936   '],[' 47459   '],"[' 142373   (Atom=Atom', ' 42783 Body=Body', ' 24499 Other', ' 75091)']",[' Yes'],"[' 6362     (Eliminated', '    0 Frozen', ' 6362)']","[' 1598     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.11131'],[' 0'], ,[' 825.815'],[' 0'],[' 14.7593'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.41135e+08'],[' 1.65393e+08'],[' 0'],[' 9.86809e+10'],[' 0'],[' 0'],[' 997 '],[' 1906 '],[' 2827 '],[' 3766 '],[' 4 '],[' 0 ']
UNKNOWN,TA55,[' 2113+'],[' 1061'],"[' 1001.433s (Solving', ' 995.32s 1st Model', ' 5.61s Unsat', ' 0.00s)']",[' 996.844s'], ,[' 96331440'],"[' 23711430 (Analyzed', ' 23587692)']","[' 40956    (Average', ' 575.93 Last', ' 28199)']",[' 2423.7  '],"[' 1061     (Average Length', ' 514.54 Splits', ' 0)']","[' 23587692 (Deleted', ' 23346894)']","[' 86       (Ratio', '   0.00%)']","[' 11655    (Ratio', '   0.05%)']","[' 23587692 (Average Length', '   15.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 23587692 (Average', '  3.97 Max', ' 2842 Sum', ' 93676434)']","[' 23586883 (Average', '  3.95 Max', ' 2842 Sum', ' 93218716 Ratio', '  99.51%)']","[' 809      (Average', ' 565.78 Max', ' 772 Sum', ' 457718 Ratio', '   0.49%)']", ,[' 82206   '],[' 5335    '],[' 82468   '],[' 46455   '],"[' 139361   (Atom=Atom', ' 41868 Body=Body', ' 24410 Other', ' 73083)']",[' Yes'],"[' 6347     (Eliminated', '    0 Frozen', ' 6347)']","[' 2009     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.32625'],[' 0'], ,[' 779.597'],[' 0'],[' 14.1777'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.7679e+08'],[' 1.93384e+08'],[' 0'],[' 7.6277e+10'],[' 0'],[' 0'],[' 846 '],[' 1928 '],[' 2790 '],[' 3878 '],[' 4 '],[' 0 ']
UNKNOWN,TA56,[' 2007+'],[' 1008'],"[' 1001.621s (Solving', ' 995.00s 1st Model', ' 9.25s Unsat', ' 0.00s)']",[' 997.953s'], ,[' 73700854'],"[' 20108506 (Analyzed', ' 19956054)']","[' 34504    (Average', ' 578.37 Last', ' 110442)']",[' 2804.7  '],"[' 1008     (Average Length', ' 488.92 Splits', ' 0)']","[' 19956054 (Deleted', ' 19761468)']","[' 14       (Ratio', '   0.00%)']","[' 7600     (Ratio', '   0.04%)']","[' 19956054 (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19956054 (Average', '  3.54 Max', ' 3331 Sum', ' 70629017)']","[' 19955439 (Average', '  3.53 Max', ' 3331 Sum', ' 70375291 Ratio', '  99.64%)']","[' 615      (Average', ' 412.56 Max', ' 674 Sum', ' 253726 Ratio', '   0.36%)']", ,[' 82152   '],[' 5315    '],[' 82360   '],[' 46554   '],"[' 139658   (Atom=Atom', ' 41987 Body=Body', ' 24390 Other', ' 73281)']",[' Yes'],"[' 6273     (Eliminated', '    0 Frozen', ' 6273)']","[' 1433     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.4549'],[' 0'], ,[' 799.708'],[' 0'],[' 14.6711'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.83e+08'],[' 1.26274e+08'],[' 0'],[' 7.62449e+10'],[' 0'],[' 0'],[' 1157 '],[' 2346 '],[' 3269 '],[' 4117 '],[' 4 '],[' 0 ']
UNKNOWN,TA57,[' 1693+'],[' 851'],"[' 1001.421s (Solving', ' 996.09s 1st Model', ' 5.35s Unsat', ' 0.00s)']",[' 998.594s'], ,[' 78230573'],"[' 21370241 (Analyzed', ' 21222681)']","[' 36795    (Average', ' 576.78 Last', ' 16214)']",[' 2546.5  '],"[' 851      (Average Length', ' 413.28 Splits', ' 0)']","[' 21222681 (Deleted', ' 21013633)']","[' 33       (Ratio', '   0.00%)']","[' 9499     (Ratio', '   0.04%)']","[' 21222681 (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21222681 (Average', '  3.56 Max', ' 3174 Sum', ' 75596404)']","[' 21222062 (Average', '  3.55 Max', ' 3174 Sum', ' 75395727 Ratio', '  99.73%)']","[' 619      (Average', ' 324.20 Max', ' 2885 Sum', ' 200677 Ratio', '   0.27%)']", ,[' 81792   '],[' 5309    '],[' 81859   '],[' 45983   '],"[' 137945   (Atom=Atom', ' 41422 Body=Body', ' 24384 Other', ' 72139)']",[' Yes'],"[' 6126     (Eliminated', '    0 Frozen', ' 6126)']","[' 1460     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.1253'],[' 0'], ,[' 804.59'],[' 0'],[' 13.7942'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.96361e+08'],[' 1.33653e+08'],[' 0'],[' 8.44396e+10'],[' 0'],[' 0'],[' 1230 '],[' 2151 '],[' 3060 '],[' 4199 '],[' 4 '],[' 0 ']
UNKNOWN,TA58,[' 2095+'],[' 1052'],"[' 1001.374s (Solving', ' 994.94s 1st Model', ' 5.49s Unsat', ' 0.00s)']",[' 998.094s'], ,[' 85611450'],"[' 22477025 (Analyzed', ' 22328578)']","[' 40219    (Average', ' 555.17 Last', ' 2068)']",[' 2464.2  '],"[' 1052     (Average Length', ' 507.22 Splits', ' 0)']","[' 22328578 (Deleted', ' 22104789)']","[' 63       (Ratio', '   0.00%)']","[' 12422    (Ratio', '   0.06%)']","[' 22328578 (Average Length', '   15.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22328578 (Average', '  3.71 Max', ' 2707 Sum', ' 82844046)']","[' 22327905 (Average', '  3.70 Max', ' 2707 Sum', ' 82510034 Ratio', '  99.60%)']","[' 673      (Average', ' 496.30 Max', ' 738 Sum', ' 334012 Ratio', '   0.40%)']", ,[' 82364   '],[' 5324    '],[' 82618   '],[' 46519   '],"[' 139553   (Atom=Atom', ' 41943 Body=Body', ' 24399 Other', ' 73211)']",[' Yes'],"[' 6328     (Eliminated', '    0 Frozen', ' 6328)']","[' 2354     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.41469'],[' 0'], ,[' 791.246'],[' 0'],[' 14.9405'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.32503e+08'],[' 1.60863e+08'],[' 0'],[' 8.35556e+10'],[' 0'],[' 0'],[' 915 '],[' 1892 '],[' 2817 '],[' 3765 '],[' 4 '],[' 0 ']
UNKNOWN,TA59,[' 1821+'],[' 915'],"[' 1001.394s (Solving', ' 995.27s 1st Model', ' 5.36s Unsat', ' 0.00s)']",[' 996.922s'], ,[' 86240897'],"[' 23752513 (Analyzed', ' 23596146)']","[' 41478    (Average', ' 568.88 Last', ' 50947)']",[' 2664.5  '],"[' 915      (Average Length', ' 448.65 Splits', ' 0)']","[' 23596146 (Deleted', ' 23356159)']","[' 26       (Ratio', '   0.00%)']","[' 9671     (Ratio', '   0.04%)']","[' 23596146 (Average Length', '   16.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 23596146 (Average', '  3.53 Max', ' 3060 Sum', ' 83389689)']","[' 23595349 (Average', '  3.52 Max', ' 3060 Sum', ' 83074643 Ratio', '  99.62%)']","[' 797      (Average', ' 395.29 Max', ' 632 Sum', ' 315046 Ratio', '   0.38%)']", ,[' 81979   '],[' 5365    '],[' 82115   '],[' 46359   '],"[' 139073   (Atom=Atom', ' 41742 Body=Body', ' 24440 Other', ' 72891)']",[' Yes'],"[' 6251     (Eliminated', '    0 Frozen', ' 6251)']","[' 1616     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.36753'],[' 0'], ,[' 793.397'],[' 0'],[' 14.0214'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.15652e+08'],[' 1.48145e+08'],[' 0'],[' 7.80059e+10'],[' 0'],[' 0'],[' 987 '],[' 1856 '],[' 2890 '],[' 4032 '],[' 4 '],[' 0 ']
UNKNOWN,TA60,[' 2503+'],[' 1256'],"[' 1001.626s (Solving', ' 994.38s 1st Model', ' 6.76s Unsat', ' 0.00s)']",[' 996.609s'], ,[' 97706334'],"[' 19448652 (Analyzed', ' 19302404)']","[' 34389    (Average', ' 561.30 Last', ' 189149)']",[' 2387.8  '],"[' 1256     (Average Length', ' 598.55 Splits', ' 0)']","[' 19302404 (Deleted', ' 19094191)']","[' 122      (Ratio', '   0.00%)']","[' 17044    (Ratio', '   0.09%)']","[' 19302404 (Average Length', '   15.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19302404 (Average', '  4.91 Max', ' 2387 Sum', ' 94867396)']","[' 19301813 (Average', '  4.90 Max', ' 2387 Sum', ' 94508703 Ratio', '  99.62%)']","[' 591      (Average', ' 606.93 Max', ' 874 Sum', ' 358693 Ratio', '   0.38%)']", ,[' 82315   '],[' 5308    '],[' 82731   '],[' 46747   '],"[' 140237   (Atom=Atom', ' 42187 Body=Body', ' 24383 Other', ' 73667)']",[' Yes'],"[' 6474     (Eliminated', '    0 Frozen', ' 6474)']","[' 3071     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.6237'],[' 0'], ,[' 781.616'],[' 0'],[' 14.9481'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.967e+08'],[' 2.20931e+08'],[' 0'],[' 7.5039e+10'],[' 0'],[' 0'],[' 874 '],[' 1679 '],[' 2469 '],[' 3426 '],[' 4 '],[' 0 ']
