Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , ,[' 1'],[' 5111+'],[' 2558'],"[' 605.183s (Solving', ' 587.29s 1st Model', ' 481.92s Unsat', ' 0.00s)']",[' 602.609s'], ,[' 347235411'],"[' 1635866  (Analyzed', ' 1261379)']","[' 5180     (Average', ' 243.51 Last', ' 314814)']",[' 7702.6  '],"[' 2558     (Average Length', ' 1257.78 Splits', ' 0)']","[' 1261379  (Deleted', ' 1189295)']","[' 254      (Ratio', '   0.02%)']","[' 62399    (Ratio', '   4.95%)']","[' 1261379  (Average Length', '   24.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1261379  (Average', ' 262.18 Max', ' 8549 Sum', ' 330709994)']","[' 1260913  (Average', ' 261.73 Max', ' 8549 Sum', ' 330145668 Ratio', '  99.83%)']","[' 466      (Average', ' 1211.00 Max', ' 1211 Sum', ' 564326 Ratio', '   0.17%)']", ,[' 127318  '],[' 11978   '],[' 127510  '],[' 69282   '],"[' 233574   (Atom=Atom', ' 64108 Body=Body', ' 42028 Other', ' 127438)']",[' Yes'],"[' 14404    (Eliminated', '    0 Frozen', ' 14404)']","[' 6084     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.55692'],[' 0'], ,[' 177.102'],[' 0'],[' 20.0693'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.07871e+09'],[' 9.85615e+08'],[' 0'],[' 4.1264e+09'],[' 0'],[' 0'],[' 1687 '],[' 3334 '],[' 2 '],[' 0 ']
Solving...,TA52, , , ,[' 1'],[' 5441+'],[' 2723'],"[' 604.936s (Solving', ' 585.28s 1st Model', ' 198.83s Unsat', ' 0.00s)']",[' 603.141s'], ,[' 351962665'],"[' 2841006  (Analyzed', ' 1929190)']","[' 6177     (Average', ' 312.32 Last', ' 43891)']",[' 8292.1  '],"[' 2723     (Average Length', ' 1337.76 Splits', ' 0)']","[' 1929190  (Deleted', ' 1856613)']","[' 306      (Ratio', '   0.02%)']","[' 60657    (Ratio', '   3.14%)']","[' 1929190  (Average Length', '   27.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1929190  (Average', ' 172.19 Max', ' 8820 Sum', ' 332181360)']","[' 1928781  (Average', ' 171.97 Max', ' 8820 Sum', ' 331757227 Ratio', '  99.87%)']","[' 409      (Average', ' 1037.00 Max', ' 1037 Sum', ' 424133 Ratio', '   0.13%)']", ,[' 127541  '],[' 11987   '],[' 127898  '],[' 69439   '],"[' 233914   (Atom=Atom', ' 64186 Body=Body', ' 41942 Other', ' 127786)']",[' Yes'],"[' 14583    (Eliminated', '    0 Frozen', ' 14583)']","[' 5956     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.89927'],[' 0'], ,[' 189.596'],[' 0'],[' 19.7407'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.94993e+08'],[' 8.96926e+08'],[' 0'],[' 5.57747e+09'],[' 0'],[' 0'],[' 1867 '],[' 3411 '],[' 2 '],[' 0 ']
Solving...,TA53, , , ,[' 1'],[' 5325+'],[' 2665'],"[' 605.169s (Solving', ' 586.11s 1st Model', ' 429.35s Unsat', ' 0.00s)']",[' 602.766s'], ,[' 341571247'],"[' 2089407  (Analyzed', ' 1368337)']","[' 5302     (Average', ' 258.08 Last', ' 216092)']",[' 8014.7  '],"[' 2665     (Average Length', ' 1313.97 Splits', ' 0)']","[' 1368337  (Deleted', ' 1304411)']","[' 262      (Ratio', '   0.02%)']","[' 57200    (Ratio', '   4.18%)']","[' 1368337  (Average Length', '   23.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1368337  (Average', ' 236.15 Max', ' 8466 Sum', ' 323126361)']","[' 1367926  (Average', ' 235.82 Max', ' 8386 Sum', ' 322674672 Ratio', '  99.86%)']","[' 411      (Average', ' 1099.00 Max', ' 1099 Sum', ' 451689 Ratio', '   0.14%)']", ,[' 126690  '],[' 11870   '],[' 127046  '],[' 68854   '],"[' 232218   (Atom=Atom', ' 63806 Body=Body', ' 41616 Other', ' 126796)']",[' Yes'],"[' 14439    (Eliminated', '    0 Frozen', ' 14439)']","[' 5117     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.74731'],[' 0'], ,[' 177.703'],[' 0'],[' 19.7889'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.03762e+09'],[' 9.40517e+08'],[' 0'],[' 4.33746e+09'],[' 0'],[' 0'],[' 1513 '],[' 3285 '],[' 2 '],[' 0 ']
Solving...,TA54, , , ,[' 1'],[' 4969+'],[' 2487'],"[' 604.351s (Solving', ' 586.59s 1st Model', ' 524.36s Unsat', ' 0.00s)']",[' 600.422s'], ,[' 329336323'],"[' 1413178  (Analyzed', ' 1117460)']","[' 4803     (Average', ' 232.66 Last', ' 124915)']",[' 7544.2  '],"[' 2487     (Average Length', ' 1225.19 Splits', ' 0)']","[' 1117460  (Deleted', ' 1051645)']","[' 199      (Ratio', '   0.02%)']","[' 59579    (Ratio', '   5.33%)']","[' 1117460  (Average Length', '   25.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1117460  (Average', ' 280.64 Max', ' 8237 Sum', ' 313605050)']","[' 1117025  (Average', ' 280.21 Max', ' 8237 Sum', ' 313120895 Ratio', '  99.85%)']","[' 435      (Average', ' 1113.00 Max', ' 1113 Sum', ' 484155 Ratio', '   0.15%)']", ,[' 127211  '],[' 11978   '],[' 127330  '],[' 69188   '],"[' 233324   (Atom=Atom', ' 64030 Body=Body', ' 42020 Other', ' 127274)']",[' Yes'],"[' 14367    (Eliminated', '    0 Frozen', ' 14367)']","[' 5294     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.53152'],[' 0'], ,[' 173.627'],[' 0'],[' 20.3146'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.64679e+08'],[' 8.82097e+08'],[' 0'],[' 3.53258e+09'],[' 0'],[' 0'],[' 1608 '],[' 3242 '],[' 2 '],[' 0 ']
Solving...,TA55, , , ,[' 1'],[' 5399+'],[' 2702'],"[' 605.311s (Solving', ' 585.75s 1st Model', ' 331.02s Unsat', ' 0.00s)']",[' 603.203s'], ,[' 346696760'],"[' 1828035  (Analyzed', ' 1487955)']","[' 5298     (Average', ' 280.85 Last', ' 144614)']",[' 7678.1  '],"[' 2702     (Average Length', ' 1321.36 Splits', ' 0)']","[' 1487955  (Deleted', ' 1416912)']","[' 334      (Ratio', '   0.02%)']","[' 63072    (Ratio', '   4.24%)']","[' 1487955  (Average Length', '   25.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1487955  (Average', ' 221.44 Max', ' 8301 Sum', ' 329489392)']","[' 1487473  (Average', ' 221.08 Max', ' 8148 Sum', ' 328951962 Ratio', '  99.84%)']","[' 482      (Average', ' 1115.00 Max', ' 1115 Sum', ' 537430 Ratio', '   0.16%)']", ,[' 127461  '],[' 11980   '],[' 127770  '],[' 69446   '],"[' 234138   (Atom=Atom', ' 64305 Body=Body', ' 42081 Other', ' 127752)']",[' Yes'],"[' 14538    (Eliminated', '    0 Frozen', ' 14538)']","[' 5997     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.81382'],[' 0'], ,[' 178.646'],[' 0'],[' 20.0632'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.05708e+09'],[' 9.62234e+08'],[' 0'],[' 4.40512e+09'],[' 0'],[' 0'],[' 1762 '],[' 3332 '],[' 2 '],[' 0 ']
Solving...,TA56, , , ,[' 1'],[' 4863+'],[' 2434'],"[' 605.186s (Solving', ' 587.06s 1st Model', ' 261.29s Unsat', ' 0.00s)']",[' 602.891s'], ,[' 346606846'],"[' 3122083  (Analyzed', ' 2922572)']","[' 6577     (Average', ' 444.36 Last', ' 55864)']",[' 8135.5  '],"[' 2434     (Average Length', ' 1191.83 Splits', ' 0)']","[' 2922572  (Deleted', ' 2842086)']","[' 358      (Ratio', '   0.01%)']","[' 56964    (Ratio', '   1.95%)']","[' 2922572  (Average Length', '   25.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2922572  (Average', ' 112.77 Max', ' 9161 Sum', ' 329576432)']","[' 2922175  (Average', ' 112.65 Max', ' 8668 Sum', ' 329223499 Ratio', '  99.89%)']","[' 397      (Average', ' 889.00 Max', ' 889 Sum', ' 352933 Ratio', '   0.11%)']", ,[' 126520  '],[' 11880   '],[' 126623  '],[' 68651   '],"[' 231685   (Atom=Atom', ' 63626 Body=Body', ' 41665 Other', ' 126394)']",[' Yes'],"[' 14205    (Eliminated', '    0 Frozen', ' 14205)']","[' 5480     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.56999'],[' 0'], ,[' 203.662'],[' 0'],[' 20.3802'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.38366e+08'],[' 8.40933e+08'],[' 0'],[' 5.87391e+09'],[' 0'],[' 0'],[' 1903 '],[' 3331 '],[' 2 '],[' 0 ']
Solving...,TA57, , , ,[' 1'],[' 4993+'],[' 2499'],"[' 604.312s (Solving', ' 587.93s 1st Model', ' 245.89s Unsat', ' 0.00s)']",[' 601.859s'], ,[' 352431423'],"[' 2091966  (Analyzed', ' 1779429)']","[' 5201     (Average', ' 342.13 Last', ' 88665)']",[' 7704.6  '],"[' 2499     (Average Length', ' 1228.73 Splits', ' 0)']","[' 1779429  (Deleted', ' 1699843)']","[' 349      (Ratio', '   0.02%)']","[' 62991    (Ratio', '   3.54%)']","[' 1779429  (Average Length', '   27.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1779429  (Average', ' 188.94 Max', ' 8311 Sum', ' 336211333)']","[' 1778969  (Average', ' 188.66 Max', ' 8212 Sum', ' 335706713 Ratio', '  99.85%)']","[' 460      (Average', ' 1097.00 Max', ' 1097 Sum', ' 504620 Ratio', '   0.15%)']", ,[' 126798  '],[' 11911   '],[' 126960  '],[' 68834   '],"[' 232235   (Atom=Atom', ' 63763 Body=Body', ' 41742 Other', ' 126730)']",[' Yes'],"[' 14299    (Eliminated', '    0 Frozen', ' 14299)']","[' 5785     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.30773'],[' 0'], ,[' 183.612'],[' 0'],[' 20.0136'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.05486e+09'],[' 9.61109e+08'],[' 0'],[' 4.80314e+09'],[' 0'],[' 0'],[' 1981 '],[' 3426 '],[' 2 '],[' 0 ']
Solving...,TA58, , , ,[' 1'],[' 5231+'],[' 2618'],"[' 604.847s (Solving', ' 586.72s 1st Model', ' 307.58s Unsat', ' 0.00s)']",[' 603.375s'], ,[' 365337953'],"[' 2152043  (Analyzed', ' 1579624)']","[' 5719     (Average', ' 276.21 Last', ' 80487)']",[' 8104.7  '],"[' 2618     (Average Length', ' 1291.35 Splits', ' 0)']","[' 1579624  (Deleted', ' 1504091)']","[' 350      (Ratio', '   0.02%)']","[' 63135    (Ratio', '   4.00%)']","[' 1579624  (Average Length', '   26.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1579624  (Average', ' 219.77 Max', ' 8886 Sum', ' 347155498)']","[' 1579170  (Average', ' 219.46 Max', ' 8886 Sum', ' 346669264 Ratio', '  99.86%)']","[' 454      (Average', ' 1071.00 Max', ' 1071 Sum', ' 486234 Ratio', '   0.14%)']", ,[' 127676  '],[' 12025   '],[' 127933  '],[' 69581   '],"[' 234236   (Atom=Atom', ' 64219 Body=Body', ' 42075 Other', ' 127942)']",[' Yes'],"[' 14547    (Eliminated', '    0 Frozen', ' 14547)']","[' 6188     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.54577'],[' 0'], ,[' 178.984'],[' 0'],[' 20.2928'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.11594e+09'],[' 1.01617e+09'],[' 0'],[' 4.79688e+09'],[' 0'],[' 0'],[' 1830 '],[' 3469 '],[' 2 '],[' 0 ']
Solving...,TA59, , , ,[' 1'],[' 4813+'],[' 2409'],"[' 603.778s (Solving', ' 588.22s 1st Model', ' 284.94s Unsat', ' 0.00s)']",[' 602.641s'], ,[' 367091421'],"[' 1967132  (Analyzed', ' 1614953)']","[' 5163     (Average', ' 312.79 Last', ' 65027)']",[' 7746.9  '],"[' 2409     (Average Length', ' 1186.86 Splits', ' 0)']","[' 1614953  (Deleted', ' 1537647)']","[' 315      (Ratio', '   0.02%)']","[' 64836    (Ratio', '   4.01%)']","[' 1614953  (Average Length', '   25.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1614953  (Average', ' 217.44 Max', ' 8846 Sum', ' 351160981)']","[' 1614504  (Average', ' 217.15 Max', ' 8550 Sum', ' 350681000 Ratio', '  99.86%)']","[' 449      (Average', ' 1069.00 Max', ' 1069 Sum', ' 479981 Ratio', '   0.14%)']", ,[' 126611  '],[' 11898   '],[' 126680  '],[' 68700   '],"[' 231758   (Atom=Atom', ' 63611 Body=Body', ' 41679 Other', ' 126468)']",[' Yes'],"[' 14199    (Eliminated', '    0 Frozen', ' 14199)']","[' 5958     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.21243'],[' 0'], ,[' 179.207'],[' 0'],[' 20.3821'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.13918e+09'],[' 1.0415e+09'],[' 0'],[' 4.68433e+09'],[' 0'],[' 0'],[' 1642 '],[' 3292 '],[' 2 '],[' 0 ']
Solving...,TA60, , , ,[' 1'],[' 4729+'],[' 2367'],"[' 603.987s (Solving', ' 588.72s 1st Model', ' 498.56s Unsat', ' 0.00s)']",[' 602.609s'], ,[' 368066717'],"[' 1797166  (Analyzed', ' 1389056)']","[' 5465     (Average', ' 254.17 Last', ' 223800)']",[' 7538.5  '],"[' 2367     (Average Length', ' 1159.83 Splits', ' 0)']","[' 1389056  (Deleted', ' 1317626)']","[' 259      (Ratio', '   0.02%)']","[' 63136    (Ratio', '   4.55%)']","[' 1389056  (Average Length', '   24.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1389056  (Average', ' 253.97 Max', ' 8187 Sum', ' 352780899)']","[' 1388605  (Average', ' 253.62 Max', ' 8187 Sum', ' 352288407 Ratio', '  99.86%)']","[' 451      (Average', ' 1092.00 Max', ' 1092 Sum', ' 492492 Ratio', '   0.14%)']", ,[' 126541  '],[' 11893   '],[' 126569  '],[' 68654   '],"[' 231601   (Atom=Atom', ' 63563 Body=Body', ' 41674 Other', ' 126364)']",[' Yes'],"[' 14146    (Eliminated', '    0 Frozen', ' 14146)']","[' 5793     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.09774'],[' 0'], ,[' 177.348'],[' 0'],[' 20.5997'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.16108e+09'],[' 1.05946e+09'],[' 0'],[' 4.37886e+09'],[' 0'],[' 0'],[' 1633 '],[' 3239 '],[' 2 '],[' 0 ']
