Optimal Found Or Timeout,Instances,Solving...,Solving...,Solving...,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , , , ,[' 3789'],[' 1905'],"[' 765.161s (Solving', ' 747.05s 1st Model', ' 16.17s Unsat', ' 12.99s)']",[' 763.016s'], ,[' 69051590'],"[' 21111665 (Analyzed', ' 20900925)']","[' 42014    (Average', ' 497.48 Last', ' 37943)']",[' 5105.0  '],"[' 1905     (Average Length', ' 1043.28 Splits', ' 0)']","[' 20900925 (Deleted', ' 20641854)']","[' 23       (Ratio', '   0.00%)']","[' 6767     (Ratio', '   0.03%)']","[' 20900925 (Average Length', '   15.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20900925 (Average', '  2.97 Max', ' 7571 Sum', ' 62122818)']","[' 20899244 (Average', '  2.89 Max', ' 7571 Sum', ' 60350070 Ratio', '  97.15%)']","[' 1681     (Average', ' 1054.58 Max', ' 1534 Sum', ' 1772748 Ratio', '   2.85%)']", ,[' 253759  '],[' 9470    '],[' 234479  '],[' 73715   '],"[' 190579   (Atom=Atom', ' 54392 Body=Body', ' 34390 Other', ' 101797)']",[' Yes'],"[' 12818    (Eliminated', '    0 Frozen', ' 12818)']","[' 1256     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.64742'],[' 0'], ,[' 521.233'],[' 0'],[' 9.58501'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.3517e+08'],[' 7.96617e+07'],[' 0'],[' 3.02193e+10'],[' 0'],[' 0'],[' 906 '],[' 1412 '],[' 2066 '],[' 3042 '],[' 3508 '],[' 3981 '],[' 4419 '],[' 4992 '],[' 5602 '],[' 6035 '],[' 7 '],[' 3 ']
Solving...,TA72, , , , ,[' 1'],[' 3805+'],[' 1913'],"[' 851.055s (Solving', ' 833.18s 1st Model', ' 15.65s Unsat', ' 24.90s)']",[' 845.922s'], ,[' 64162695'],"[' 25582875 (Analyzed', ' 25413655)']","[' 52902    (Average', ' 480.39 Last', ' 53880)']",[' 5631.1  '],"[' 1913     (Average Length', ' 1054.63 Splits', ' 0)']","[' 25413655 (Deleted', ' 25066483)']","[' 19       (Ratio', '   0.00%)']","[' 4326     (Ratio', '   0.02%)']","[' 25413655 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25413655 (Average', '  2.21 Max', ' 7983 Sum', ' 56125557)']","[' 25412050 (Average', '  2.15 Max', ' 7268 Sum', ' 54520158 Ratio', '  97.14%)']","[' 1605     (Average', ' 1000.25 Max', ' 1493 Sum', ' 1605399 Ratio', '   2.86%)']", ,[' 257077  '],[' 9348    '],[' 236185  '],[' 75329   '],"[' 188757   (Atom=Atom', ' 53912 Body=Body', ' 34024 Other', ' 100821)']",[' Yes'],"[' 12748    (Eliminated', '    0 Frozen', ' 12748)']","[' 778      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.66959'],[' 0'], ,[' 596.906'],[' 0'],[' 11.5693'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.33117e+08'],[' 7.21531e+07'],[' 0'],[' 3.64331e+10'],[' 0'],[' 0'],[' 682 '],[' 1263 '],[' 1863 '],[' 2394 '],[' 2959 '],[' 3440 '],[' 3923 '],[' 4440 '],[' 4978 '],[' 5511 '],[' 8 '],[' 2 ']
Solving...,TA73, , , , ,[' 1'],[' 3829+'],[' 1925'],"[' 847.590s (Solving', ' 829.37s 1st Model', ' 16.88s Unsat', ' 24.67s)']",[' 845.250s'], ,[' 71214690'],"[' 24959664 (Analyzed', ' 24828311)']","[' 50350    (Average', ' 493.11 Last', ' 129069)']",[' 5422.2  '],"[' 1925     (Average Length', ' 1075.30 Splits', ' 0)']","[' 24828311 (Deleted', ' 24506201)']","[' 17       (Ratio', '   0.00%)']","[' 5610     (Ratio', '   0.02%)']","[' 24828311 (Average Length', '   14.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24828311 (Average', '  2.56 Max', ' 8110 Sum', ' 63544149)']","[' 24826673 (Average', '  2.49 Max', ' 7822 Sum', ' 61902720 Ratio', '  97.42%)']","[' 1638     (Average', ' 1002.09 Max', ' 1587 Sum', ' 1641429 Ratio', '   2.58%)']", ,[' 255030  '],[' 9416    '],[' 235199  '],[' 74262   '],"[' 189846   (Atom=Atom', ' 54196 Body=Body', ' 34228 Other', ' 101422)']",[' Yes'],"[' 12801    (Eliminated', '    0 Frozen', ' 12801)']","[' 1093     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.77602'],[' 0'], ,[' 596.321'],[' 0'],[' 12.496'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46113e+08'],[' 8.2466e+07'],[' 0'],[' 3.77363e+10'],[' 0'],[' 0'],[' 925 '],[' 1580 '],[' 2071 '],[' 2566 '],[' 3274 '],[' 3768 '],[' 4337 '],[' 4988 '],[' 5405 '],[' 5899 '],[' 8 '],[' 2 ']
Solving...,TA74, , , , , ,[' 3467'],[' 1744'],"[' 853.157s (Solving', ' 836.71s 1st Model', ' 14.72s Unsat', ' 109.65s)']",[' 850.516s'], ,[' 74530675'],"[' 25453528 (Analyzed', ' 25318427)']","[' 51284    (Average', ' 493.69 Last', ' 60776)']",[' 5547.6  '],"[' 1744     (Average Length', ' 974.94 Splits', ' 0)']","[' 25318427 (Deleted', ' 25000158)']","[' 34       (Ratio', '   0.00%)']","[' 6660     (Ratio', '   0.03%)']","[' 25318427 (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25318427 (Average', '  2.64 Max', ' 7410 Sum', ' 66727546)']","[' 25317121 (Average', '  2.59 Max', ' 7410 Sum', ' 65642940 Ratio', '  98.37%)']","[' 1306     (Average', ' 830.48 Max', ' 1361 Sum', ' 1084606 Ratio', '   1.63%)']", ,[' 257451  '],[' 9405    '],[' 236305  '],[' 75475   '],"[' 189089   (Atom=Atom', ' 53971 Body=Body', ' 34195 Other', ' 100923)']",[' Yes'],"[' 12629    (Eliminated', '    0 Frozen', ' 12629)']","[' 1213     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.40111'],[' 0'], ,[' 606.829'],[' 0'],[' 12.1264'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.56809e+08'],[' 9.1013e+07'],[' 0'],[' 3.86389e+10'],[' 0'],[' 0'],[' 761 '],[' 1303 '],[' 1853 '],[' 2332 '],[' 3033 '],[' 3540 '],[' 4086 '],[' 4644 '],[' 5130 '],[' 5616 '],[' 7 '],[' 3 ']
Solving...,TA75, , , , , ,[' 4383'],[' 2202'],"[' 878.159s (Solving', ' 858.83s 1st Model', ' 16.45s Unsat', ' 128.53s)']",[' 874.828s'], ,[' 82871745'],"[' 26725097 (Analyzed', ' 26545109)']","[' 53110    (Average', ' 499.81 Last', ' 220922)']",[' 4909.1  '],"[' 2202     (Average Length', ' 1151.67 Splits', ' 0)']","[' 26545109 (Deleted', ' 26199726)']","[' 47       (Ratio', '   0.00%)']","[' 8698     (Ratio', '   0.03%)']","[' 26545109 (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 26545109 (Average', '  2.84 Max', ' 7749 Sum', ' 75444819)']","[' 26543344 (Average', '  2.77 Max', ' 6814 Sum', ' 73638515 Ratio', '  97.61%)']","[' 1765     (Average', ' 1023.40 Max', ' 1728 Sum', ' 1806304 Ratio', '   2.39%)']", ,[' 256127  '],[' 9517    '],[' 236384  '],[' 75049   '],"[' 192132   (Atom=Atom', ' 54877 Body=Body', ' 34531 Other', ' 102724)']",[' Yes'],"[' 13073    (Eliminated', '    0 Frozen', ' 13073)']","[' 1640     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.90744'],[' 0'], ,[' 596.942'],[' 0'],[' 13.8305'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.79327e+08'],[' 1.07233e+08'],[' 0'],[' 3.93444e+10'],[' 0'],[' 0'],[' 915 '],[' 1448 '],[' 1988 '],[' 2507 '],[' 3035 '],[' 3619 '],[' 4271 '],[' 4733 '],[' 5299 '],[' 5823 '],[' 7 '],[' 3 ']
Solving...,TA76, , , , , ,[' 4091'],[' 2056'],"[' 853.225s (Solving', ' 834.58s 1st Model', ' 18.09s Unsat', ' 19.97s)']",[' 850.469s'], ,[' 92766228'],"[' 25433695 (Analyzed', ' 25253213)']","[' 48931    (Average', ' 516.10 Last', ' 11896)']",[' 5207.1  '],"[' 2056     (Average Length', ' 1113.76 Splits', ' 0)']","[' 25253213 (Deleted', ' 24920249)']","[' 40       (Ratio', '   0.00%)']","[' 8792     (Ratio', '   0.03%)']","[' 25253213 (Average Length', '   13.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25253213 (Average', '  3.36 Max', ' 7399 Sum', ' 84890313)']","[' 25251704 (Average', '  3.30 Max', ' 7399 Sum', ' 83409603 Ratio', '  98.26%)']","[' 1509     (Average', ' 981.25 Max', ' 1625 Sum', ' 1480710 Ratio', '   1.74%)']", ,[' 257894  '],[' 9383    '],[' 236841  '],[' 75905   '],"[' 189679   (Atom=Atom', ' 54195 Body=Body', ' 34129 Other', ' 101355)']",[' Yes'],"[' 12861    (Eliminated', '    0 Frozen', ' 12861)']","[' 1758     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.81754'],[' 0'], ,[' 584.115'],[' 0'],[' 13.6438'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.86225e+08'],[' 1.16876e+08'],[' 0'],[' 3.77543e+10'],[' 0'],[' 0'],[' 809 '],[' 1359 '],[' 1857 '],[' 2374 '],[' 2918 '],[' 3414 '],[' 3951 '],[' 4465 '],[' 5018 '],[' 5544 '],[' 8 '],[' 2 ']
Solving...,TA77, , , , ,[' 1'],[' 3429+'],[' 1725'],"[' 807.786s (Solving', ' 791.80s 1st Model', ' 14.22s Unsat', ' 71.16s)']",[' 805.125s'], ,[' 64504580'],"[' 26188418 (Analyzed', ' 26039888)']","[' 51044    (Average', ' 510.15 Last', ' 108616)']",[' 5446.8  '],"[' 1725     (Average Length', ' 964.20 Splits', ' 0)']","[' 26039888 (Deleted', ' 25717192)']","[' 2        (Ratio', '   0.00%)']","[' 4594     (Ratio', '   0.02%)']","[' 26039888 (Average Length', '   13.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 26039888 (Average', '  2.19 Max', ' 7652 Sum', ' 57025785)']","[' 26038544 (Average', '  2.15 Max', ' 7652 Sum', ' 55896351 Ratio', '  98.02%)']","[' 1344     (Average', ' 840.35 Max', ' 1393 Sum', ' 1129434 Ratio', '   1.98%)']", ,[' 256532  '],[' 9316    '],[' 235574  '],[' 74884   '],"[' 187693   (Atom=Atom', ' 53596 Body=Body', ' 33928 Other', ' 100169)']",[' Yes'],"[' 12530    (Eliminated', '    0 Frozen', ' 12530)']","[' 856      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.2974'],[' 0'], ,[' 563.854'],[' 0'],[' 12.2964'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.37457e+08'],[' 7.27965e+07'],[' 0'],[' 3.69637e+10'],[' 0'],[' 0'],[' 746 '],[' 1464 '],[' 1913 '],[' 2496 '],[' 2993 '],[' 3507 '],[' 4036 '],[' 4641 '],[' 5181 '],[' 5674 '],[' 7 '],[' 3 ']
Solving...,TA78, , , , , ,[' 3355'],[' 1688'],"[' 747.037s (Solving', ' 731.09s 1st Model', ' 14.61s Unsat', ' 1.02s)']",[' 745.031s'], ,[' 71409382'],"[' 26517233 (Analyzed', ' 26375188)']","[' 51108    (Average', ' 516.07 Last', ' 50464)']",[' 5392.8  '],"[' 1688     (Average Length', ' 954.02 Splits', ' 0)']","[' 26375188 (Deleted', ' 26061060)']","[' 14       (Ratio', '   0.00%)']","[' 5870     (Ratio', '   0.02%)']","[' 26375188 (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 26375188 (Average', '  2.44 Max', ' 8461 Sum', ' 64281246)']","[' 26373602 (Average', '  2.39 Max', ' 7227 Sum', ' 62936190 Ratio', '  97.91%)']","[' 1586     (Average', ' 848.08 Max', ' 1395 Sum', ' 1345056 Ratio', '   2.09%)']", ,[' 256271  '],[' 9453    '],[' 235484  '],[' 75003   '],"[' 189659   (Atom=Atom', ' 54107 Body=Body', ' 34339 Other', ' 101213)']",[' Yes'],"[' 12624    (Eliminated', '    0 Frozen', ' 12624)']","[' 1093     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.28435'],[' 0'], ,[' 502.611'],[' 0'],[' 10.3807'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.50953e+08'],[' 8.35142e+07'],[' 0'],[' 3.33185e+10'],[' 0'],[' 0'],[' 946 '],[' 1451 '],[' 1983 '],[' 2487 '],[' 2956 '],[' 3523 '],[' 4272 '],[' 4791 '],[' 5374 '],[' 5748 '],[' 7 '],[' 3 ']
Solving...,TA79, , , , ,[' 1'],[' 3531+'],[' 1776'],"[' 1005.163s (Solving', ' 988.80s 1st Model', ' 13.05s Unsat', ' 0.00s)']",[' 1002.406s'], ,[' 80280843'],"[' 32263921 (Analyzed', ' 32108456)']","[' 63882    (Average', ' 502.62 Last', ' 75538)']",[' 5129.9  '],"[' 1776     (Average Length', ' 989.60 Splits', ' 0)']","[' 32108456 (Deleted', ' 31732699)']","[' 11       (Ratio', '   0.00%)']","[' 6541     (Ratio', '   0.02%)']","[' 32108456 (Average Length', '   14.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 32108456 (Average', '  2.28 Max', ' 7994 Sum', ' 73366837)']","[' 32106653 (Average', '  2.23 Max', ' 6930 Sum', ' 71759876 Ratio', '  97.81%)']","[' 1803     (Average', ' 891.27 Max', ' 1458 Sum', ' 1606961 Ratio', '   2.19%)']", ,[' 257974  '],[' 9472    '],[' 236774  '],[' 75858   '],"[' 190202   (Atom=Atom', ' 54271 Body=Body', ' 34396 Other', ' 101535)']",[' Yes'],"[' 12725    (Eliminated', '    0 Frozen', ' 12725)']","[' 1136     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.2792'],[' 0'], ,[' 723.119'],[' 0'],[' 14.7757'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.73262e+08'],[' 9.1674e+07'],[' 0'],[' 4.85125e+10'],[' 0'],[' 0'],[' 824 '],[' 1333 '],[' 1970 '],[' 2458 '],[' 2889 '],[' 3403 '],[' 3997 '],[' 4584 '],[' 5133 '],[' 5608 '],[' 10 '],[' 0 ']
Solving...,TA80, , , , , ,[' 3303'],[' 1662'],"[' 767.788s (Solving', ' 750.66s 1st Model', ' 15.96s Unsat', ' 101.29s)']",[' 765.828s'], ,[' 74163478'],"[' 24670943 (Analyzed', ' 24500263)']","[' 48693    (Average', ' 503.16 Last', ' 198149)']",[' 5278.1  '],"[' 1662     (Average Length', ' 937.75 Splits', ' 0)']","[' 24500263 (Deleted', ' 24195437)']","[' 16       (Ratio', '   0.00%)']","[' 6299     (Ratio', '   0.03%)']","[' 24500263 (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24500263 (Average', '  2.75 Max', ' 7300 Sum', ' 67486383)']","[' 24498589 (Average', '  2.69 Max', ' 7282 Sum', ' 66000060 Ratio', '  97.80%)']","[' 1674     (Average', ' 887.89 Max', ' 1351 Sum', ' 1486323 Ratio', '   2.20%)']", ,[' 256851  '],[' 9579    '],[' 236219  '],[' 75312   '],"[' 191436   (Atom=Atom', ' 54585 Body=Body', ' 34717 Other', ' 102134)']",[' Yes'],"[' 12745    (Eliminated', '    0 Frozen', ' 12745)']","[' 1136     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.57783'],[' 0'], ,[' 521.792'],[' 0'],[' 10.9474'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46714e+08'],[' 8.46616e+07'],[' 0'],[' 3.16628e+10'],[' 0'],[' 0'],[' 789 '],[' 1292 '],[' 1916 '],[' 2555 '],[' 3139 '],[' 3528 '],[' 4219 '],[' 4718 '],[' 5118 '],[' 5613 '],[' 6 '],[' 4 ']
