Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1'],[' 2661+'],[' 1336'],"[' 486.558s (Solving', ' 480.64s 1st Model', ' 9.22s Unsat', ' 0.59s)']",[' 483.906s'], ,[' 57980577'],"[' 16532845 (Analyzed', ' 16395374)']","[' 32591    (Average', ' 503.06 Last', ' 15139)']",[' 2574.5  '],"[' 1336     (Average Length', ' 734.06 Splits', ' 0)']","[' 16395374 (Deleted', ' 16165427)']","[' 89       (Ratio', '   0.00%)']","[' 7843     (Ratio', '   0.05%)']","[' 16395374 (Average Length', '   12.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16395374 (Average', '  3.37 Max', ' 2901 Sum', ' 55249068)']","[' 16394851 (Average', '  3.35 Max', ' 2901 Sum', ' 54885138 Ratio', '  99.34%)']","[' 523      (Average', ' 695.85 Max', ' 1022 Sum', ' 363930 Ratio', '   0.66%)']", ,[' 79220   '],[' 4108    '],[' 73409   '],[' 32355   '],"[' 84460    (Atom=Atom', ' 23487 Body=Body', ' 15316 Other', ' 45657)']",[' Yes'],"[' 5798     (Eliminated', '    0 Frozen', ' 5798)']","[' 1425     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.26354'],[' 0'], ,[' 318.514'],[' 0'],[' 9.6139'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.40052e+08'],[' 8.41042e+07'],[' 0'],[' 1.73063e+10'],[' 0'],[' 0'],[' 828 '],[' 1362 '],[' 1955 '],[' 2501 '],[' 2972 '],[' 4 '],[' 1 ']
Solving...,TA52, , ,[' 1'],[' 2457+'],[' 1234'],"[' 601.476s (Solving', ' 596.38s 1st Model', ' 4.65s Unsat', ' 0.00s)']",[' 599.109s'], ,[' 73028521'],"[' 21748259 (Analyzed', ' 21640646)']","[' 40019    (Average', ' 540.76 Last', ' 316691)']",[' 2310.7  '],"[' 1234     (Average Length', ' 684.33 Splits', ' 0)']","[' 21640646 (Deleted', ' 21406703)']","[' 126      (Ratio', '   0.00%)']","[' 8827     (Ratio', '   0.04%)']","[' 21640646 (Average Length', '   14.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21640646 (Average', '  3.26 Max', ' 3078 Sum', ' 70648600)']","[' 21640037 (Average', '  3.24 Max', ' 3078 Sum', ' 70223340 Ratio', '  99.40%)']","[' 609      (Average', ' 698.29 Max', ' 936 Sum', ' 425260 Ratio', '   0.60%)']", ,[' 79608   '],[' 4152    '],[' 73683   '],[' 32722   '],"[' 84475    (Atom=Atom', ' 23465 Body=Body', ' 15376 Other', ' 45634)']",[' Yes'],"[' 5724     (Eliminated', '    0 Frozen', ' 5724)']","[' 1609     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.06958'],[' 0'], ,[' 401.235'],[' 0'],[' 11.4896'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.9161e+08'],[' 1.21403e+08'],[' 0'],[' 2.32798e+10'],[' 0'],[' 0'],[' 807 '],[' 1391 '],[' 2197 '],[' 2728 '],[' 3123 '],[' 5 '],[' 0 ']
Solving...,TA53, , ,[' 1'],[' 2889+'],[' 1450'],"[' 508.302s (Solving', ' 502.60s 1st Model', ' 5.39s Unsat', ' 22.38s)']",[' 506.813s'], ,[' 44479880'],"[' 20407753 (Analyzed', ' 20313806)']","[' 38977    (Average', ' 521.17 Last', ' 164048)']",[' 2636.3  '],"[' 1450     (Average Length', ' 784.34 Splits', ' 0)']","[' 20313806 (Deleted', ' 20077962)']","[' 62       (Ratio', '   0.00%)']","[' 5227     (Ratio', '   0.03%)']","[' 20313806 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20313806 (Average', '  2.04 Max', ' 3527 Sum', ' 41515012)']","[' 20313346 (Average', '  2.03 Max', ' 3527 Sum', ' 41171548 Ratio', '  99.17%)']","[' 460      (Average', ' 746.66 Max', ' 1086 Sum', ' 343464 Ratio', '   0.83%)']", ,[' 79311   '],[' 4102    '],[' 73598   '],[' 32471   '],"[' 84740    (Atom=Atom', ' 23568 Body=Body', ' 15318 Other', ' 45854)']",[' Yes'],"[' 5877     (Eliminated', '    0 Frozen', ' 5877)']","[' 960      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.25223'],[' 0'], ,[' 325.153'],[' 0'],[' 7.97201'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.08435e+08'],[' 5.63642e+07'],[' 0'],[' 1.89763e+10'],[' 0'],[' 0'],[' 742 '],[' 1325 '],[' 1798 '],[' 2440 '],[' 2920 '],[' 4 '],[' 1 ']
Solving...,TA54, , ,[' 1'],[' 2437+'],[' 1224'],"[' 601.934s (Solving', ' 595.51s 1st Model', ' 7.81s Unsat', ' 0.00s)']",[' 596.500s'], ,[' 56057916'],"[' 19276484 (Analyzed', ' 19209564)']","[' 36657    (Average', ' 524.04 Last', ' 61163)']",[' 2551.1  '],"[' 1224     (Average Length', ' 658.40 Splits', ' 0)']","[' 19209564 (Deleted', ' 18916246)']","[' 103      (Ratio', '   0.00%)']","[' 7193     (Ratio', '   0.04%)']","[' 19209564 (Average Length', '   12.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19209564 (Average', '  2.78 Max', ' 2896 Sum', ' 53479652)']","[' 19209053 (Average', '  2.77 Max', ' 2896 Sum', ' 53161820 Ratio', '  99.41%)']","[' 511      (Average', ' 621.98 Max', ' 844 Sum', ' 317832 Ratio', '   0.59%)']", ,[' 78958   '],[' 4087    '],[' 73093   '],[' 32171   '],"[' 83780    (Atom=Atom', ' 23264 Body=Body', ' 15250 Other', ' 45266)']",[' Yes'],"[' 5665     (Eliminated', '    0 Frozen', ' 5665)']","[' 1264     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.38166'],[' 0'], ,[' 380.665'],[' 0'],[' 10.096'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.36573e+08'],[' 8.18219e+07'],[' 0'],[' 1.69384e+10'],[' 0'],[' 0'],[' 812 '],[' 1390 '],[' 1880 '],[' 2371 '],[' 2890 '],[' 5 '],[' 0 ']
Solving...,TA55, , ,[' 1'],[' 2545+'],[' 1278'],"[' 550.350s (Solving', ' 543.66s 1st Model', ' 6.90s Unsat', ' 61.74s)']",[' 544.969s'], ,[' 46153717'],"[' 17340631 (Analyzed', ' 17227180)']","[' 34081    (Average', ' 505.48 Last', ' 5737)']",[' 2439.0  '],"[' 1278     (Average Length', ' 701.27 Splits', ' 0)']","[' 17227180 (Deleted', ' 16982064)']","[' 82       (Ratio', '   0.00%)']","[' 6650     (Ratio', '   0.04%)']","[' 17227180 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17227180 (Average', '  2.54 Max', ' 3273 Sum', ' 43747427)']","[' 17226607 (Average', '  2.52 Max', ' 3273 Sum', ' 43355080 Ratio', '  99.10%)']","[' 573      (Average', ' 684.72 Max', ' 927 Sum', ' 392347 Ratio', '   0.90%)']", ,[' 79040   '],[' 4081    '],[' 73175   '],[' 32275   '],"[' 83789    (Atom=Atom', ' 23296 Body=Body', ' 15214 Other', ' 45279)']",[' Yes'],"[' 5720     (Eliminated', '    0 Frozen', ' 5720)']","[' 972      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.37674'],[' 0'], ,[' 356.611'],[' 0'],[' 9.31832'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.07252e+08'],[' 6.11514e+07'],[' 0'],[' 1.62239e+10'],[' 0'],[' 0'],[' 734 '],[' 1263 '],[' 1916 '],[' 2509 '],[' 2981 '],[' 4 '],[' 1 ']
Solving...,TA56, , ,[' 1'],[' 2029+'],[' 1020'],"[' 482.925s (Solving', ' 476.43s 1st Model', ' 8.36s Unsat', ' 0.00s)']",[' 476.453s'], ,[' 36321288'],"[' 14909403 (Analyzed', ' 14869359)']","[' 29419    (Average', ' 505.43 Last', ' 54972)']",[' 2682.9  '],"[' 1020     (Average Length', ' 589.95 Splits', ' 0)']","[' 14869359 (Deleted', ' 14662527)']","[' 47       (Ratio', '   0.00%)']","[' 4261     (Ratio', '   0.03%)']","[' 14869359 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14869359 (Average', '  2.29 Max', ' 3636 Sum', ' 34011824)']","[' 14868743 (Average', '  2.27 Max', ' 2997 Sum', ' 33697270 Ratio', '  99.08%)']","[' 616      (Average', ' 510.64 Max', ' 758 Sum', ' 314554 Ratio', '   0.92%)']", ,[' 78626   '],[' 4078    '],[' 72699   '],[' 31969   '],"[' 82867    (Atom=Atom', ' 22998 Body=Body', ' 15176 Other', ' 44693)']",[' Yes'],"[' 5511     (Eliminated', '    0 Frozen', ' 5511)']","[' 650      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.34451'],[' 0'], ,[' 305.47'],[' 0'],[' 6.78906'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.31489e+07'],[' 4.42863e+07'],[' 0'],[' 1.21413e+10'],[' 0'],[' 0'],[' 810 '],[' 2600 '],[' 2205 '],[' 2605 '],[' 3111 '],[' 5 '],[' 0 ']
Solving...,TA57, , ,[' 1'],[' 2165+'],[' 1088'],"[' 602.036s (Solving', ' 595.59s 1st Model', ' 6.57s Unsat', ' 0.00s)']",[' 594.844s'], ,[' 51463086'],"[' 18742779 (Analyzed', ' 18632024)']","[' 35514    (Average', ' 524.64 Last', ' 156437)']",[' 2442.7  '],"[' 1088     (Average Length', ' 608.60 Splits', ' 0)']","[' 18632024 (Deleted', ' 18418174)']","[' 99       (Ratio', '   0.00%)']","[' 6893     (Ratio', '   0.04%)']","[' 18632024 (Average Length', '   13.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18632024 (Average', '  2.64 Max', ' 2745 Sum', ' 49171440)']","[' 18631374 (Average', '  2.62 Max', ' 2745 Sum', ' 48791077 Ratio', '  99.23%)']","[' 650      (Average', ' 585.17 Max', ' 784 Sum', ' 380363 Ratio', '   0.77%)']", ,[' 79050   '],[' 4129    '],[' 73075   '],[' 32251   '],"[' 83780    (Atom=Atom', ' 23248 Body=Body', ' 15308 Other', ' 45224)']",[' Yes'],"[' 5602     (Eliminated', '    0 Frozen', ' 5602)']","[' 1190     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.31916'],[' 0'], ,[' 389.658'],[' 0'],[' 10.8113'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.2277e+08'],[' 6.91837e+07'],[' 0'],[' 1.74237e+10'],[' 0'],[' 0'],[' 895 '],[' 1461 '],[' 2285 '],[' 2791 '],[' 3250 '],[' 5 '],[' 0 ']
Solving...,TA58, , ,[' 1'],[' 2389+'],[' 1200'],"[' 489.807s (Solving', ' 483.40s 1st Model', ' 12.37s Unsat', ' 0.37s)']",[' 485.500s'], ,[' 57602534'],"[' 15134439 (Analyzed', ' 15007366)']","[' 27792    (Average', ' 539.99 Last', ' 235619)']",[' 2459.3  '],"[' 1200     (Average Length', ' 668.43 Splits', ' 0)']","[' 15007366 (Deleted', ' 14827574)']","[' 101      (Ratio', '   0.00%)']","[' 9417     (Ratio', '   0.06%)']","[' 15007366 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15007366 (Average', '  3.68 Max', ' 2886 Sum', ' 55171037)']","[' 15006879 (Average', '  3.66 Max', ' 2886 Sum', ' 54885601 Ratio', '  99.48%)']","[' 487      (Average', ' 586.11 Max', ' 897 Sum', ' 285436 Ratio', '   0.52%)']", ,[' 79490   '],[' 4137    '],[' 73561   '],[' 32560   '],"[' 84403    (Atom=Atom', ' 23441 Body=Body', ' 15373 Other', ' 45589)']",[' Yes'],"[' 5713     (Eliminated', '    0 Frozen', ' 5713)']","[' 1112     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.31441'],[' 0'], ,[' 295.39'],[' 0'],[' 8.78813'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.45573e+08'],[' 9.30536e+07'],[' 0'],[' 1.27759e+10'],[' 0'],[' 0'],[' 825 '],[' 1361 '],[' 1975 '],[' 2530 '],[' 3049 '],[' 4 '],[' 1 ']
Solving...,TA59, , ,[' 1'],[' 2679+'],[' 1345'],"[' 595.160s (Solving', ' 589.21s 1st Model', ' 7.49s Unsat', ' 108.03s)']",[' 591.922s'], ,[' 69513713'],"[' 20233179 (Analyzed', ' 20107023)']","[' 38452    (Average', ' 522.91 Last', ' 54249)']",[' 2412.6  '],"[' 1345     (Average Length', ' 729.21 Splits', ' 0)']","[' 20107023 (Deleted', ' 19854770)']","[' 143      (Ratio', '   0.00%)']","[' 9578     (Ratio', '   0.05%)']","[' 20107023 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20107023 (Average', '  3.33 Max', ' 3035 Sum', ' 66893907)']","[' 20106504 (Average', '  3.31 Max', ' 3035 Sum', ' 66559939 Ratio', '  99.50%)']","[' 519      (Average', ' 643.48 Max', ' 978 Sum', ' 333968 Ratio', '   0.50%)']", ,[' 79095   '],[' 4074    '],[' 73312   '],[' 32291   '],"[' 83822    (Atom=Atom', ' 23306 Body=Body', ' 15183 Other', ' 45333)']",[' Yes'],"[' 5756     (Eliminated', '    0 Frozen', ' 5756)']","[' 1614     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.27672'],[' 0'], ,[' 381.982'],[' 0'],[' 11.2139'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.82931e+08'],[' 1.14567e+08'],[' 0'],[' 2.02519e+10'],[' 0'],[' 0'],[' 765 '],[' 1254 '],[' 1774 '],[' 2326 '],[' 2835 '],[' 4 '],[' 1 ']
Solving...,TA60, , ,[' 1'],[' 2691+'],[' 1351'],"[' 601.866s (Solving', ' 595.73s 1st Model', ' 6.11s Unsat', ' 0.00s)']",[' 600.234s'], ,[' 78742240'],"[' 20889307 (Analyzed', ' 20812938)']","[' 38577    (Average', ' 539.52 Last', ' 239014)']",[' 2313.0  '],"[' 1351     (Average Length', ' 733.70 Splits', ' 0)']","[' 20812938 (Deleted', ' 20586965)']","[' 148      (Ratio', '   0.00%)']","[' 11158    (Ratio', '   0.05%)']","[' 20812938 (Average Length', '   13.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20812938 (Average', '  3.66 Max', ' 2962 Sum', ' 76271504)']","[' 20812370 (Average', '  3.65 Max', ' 2962 Sum', ' 75865889 Ratio', '  99.47%)']","[' 568      (Average', ' 714.11 Max', ' 982 Sum', ' 405615 Ratio', '   0.53%)']", ,[' 79216   '],[' 4097    '],[' 73404   '],[' 32391   '],"[' 84359    (Atom=Atom', ' 23455 Body=Body', ' 15282 Other', ' 45622)']",[' Yes'],"[' 5806     (Eliminated', '    0 Frozen', ' 5806)']","[' 2065     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.29178'],[' 0'], ,[' 388.219'],[' 0'],[' 11.3334'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.06714e+08'],[' 1.31305e+08'],[' 0'],[' 2.04665e+10'],[' 0'],[' 0'],[' 723 '],[' 1319 '],[' 1955 '],[' 2500 '],[' 2982 '],[' 5 '],[' 0 ']
