Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 4791+'],[' 2406'],"[' 618.649s (Solving', ' 588.02s 1st Model', ' 30.65s Unsat', ' 0.00s)']",[' 601.844s'], ,[' 106593124'],"[' 12189930 (Analyzed', ' 12012949)']","[' 26065    (Average', ' 460.88 Last', ' 30012)']",[' 7545.8  '],"[' 2406     (Average Length', ' 1313.82 Splits', ' 0)']","[' 12012949 (Deleted', ' 11847097)']","[' 322      (Ratio', '   0.00%)']","[' 14604    (Ratio', '   0.12%)']","[' 12012949 (Average Length', '   19.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12012949 (Average', '  7.78 Max', ' 10061 Sum', ' 93425501)']","[' 12010547 (Average', '  7.56 Max', ' 10061 Sum', ' 90805587 Ratio', '  97.20%)']","[' 2402     (Average', ' 1090.72 Max', ' 1908 Sum', ' 2619914 Ratio', '   2.80%)']", ,[' 303096  '],[' 14289   '],[' 280647  '],[' 115718  '],"[' 271884   (Atom=Atom', ' 76689 Body=Body', ' 52296 Other', ' 142899)']",[' Yes'],"[' 17703    (Eliminated', '    0 Frozen', ' 17703)']","[' 2701     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.44145'],[' 0'], ,[' 356.084'],[' 0'],[' 11.5817'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.75996e+08'],[' 1.35331e+08'],[' 0'],[' 2.01218e+10'],[' 0'],[' 0'],[' 906 '],[' 1738 '],[' 2634 '],[' 3025 '],[' 3427 '],[' 3977 '],[' 4768 '],[' 5327 '],[' 5667 '],[' 6154 '],[' 10 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 5561+'],[' 2791'],"[' 610.996s (Solving', ' 574.76s 1st Model', ' 39.02s Unsat', ' 0.00s)']",[' 603.328s'], ,[' 90554115'],"[' 11579630 (Analyzed', ' 11387360)']","[' 25365    (Average', ' 448.94 Last', ' 49585)']",[' 7617.4  '],"[' 2791     (Average Length', ' 1462.15 Splits', ' 0)']","[' 11387360 (Deleted', ' 11231052)']","[' 423      (Ratio', '   0.00%)']","[' 10476    (Ratio', '   0.09%)']","[' 11387360 (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11387360 (Average', '  6.62 Max', ' 10195 Sum', ' 75408158)']","[' 11385024 (Average', '  6.38 Max', ' 10195 Sum', ' 72662935 Ratio', '  96.36%)']","[' 2336     (Average', ' 1175.18 Max', ' 2128 Sum', ' 2745223 Ratio', '   3.64%)']", ,[' 302151  '],[' 13766   '],[' 279061  '],[' 114309  '],"[' 266985   (Atom=Atom', ' 75523 Body=Body', ' 50993 Other', ' 140469)']",[' Yes'],"[' 17654    (Eliminated', '    0 Frozen', ' 17654)']","[' 1946     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.09436'],[' 0'], ,[' 337.56'],[' 0'],[' 10.6059'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.49902e+08'],[' 1.14451e+08'],[' 0'],[' 1.77856e+10'],[' 0'],[' 0'],[' 690 '],[' 1430 '],[' 1982 '],[' 2587 '],[' 3262 '],[' 3581 '],[' 4409 '],[' 4809 '],[' 5431 '],[' 5963 '],[' 10 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 4871+'],[' 2446'],"[' 610.388s (Solving', ' 578.65s 1st Model', ' 30.28s Unsat', ' 0.00s)']",[' 607.125s'], ,[' 96819695'],"[' 12786506 (Analyzed', ' 12632082)']","[' 26180    (Average', ' 482.51 Last', ' 6826)']",[' 7667.6  '],"[' 2446     (Average Length', ' 1342.52 Splits', ' 0)']","[' 12632082 (Deleted', ' 12478632)']","[' 430      (Ratio', '   0.00%)']","[' 11293    (Ratio', '   0.09%)']","[' 12632082 (Average Length', '   19.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12632082 (Average', '  6.58 Max', ' 9988 Sum', ' 83143155)']","[' 12629651 (Average', '  6.38 Max', ' 9988 Sum', ' 80582662 Ratio', '  96.92%)']","[' 2431     (Average', ' 1053.27 Max', ' 1913 Sum', ' 2560493 Ratio', '   3.08%)']", ,[' 302457  '],[' 13949   '],[' 279336  '],[' 114712  '],"[' 269169   (Atom=Atom', ' 76022 Body=Body', ' 51755 Other', ' 141392)']",[' Yes'],"[' 17611    (Eliminated', '    0 Frozen', ' 17611)']","[' 1780     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.8141'],[' 0'], ,[' 354.224'],[' 0'],[' 10.1107'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.63044e+08'],[' 1.21548e+08'],[' 0'],[' 1.9033e+10'],[' 0'],[' 0'],[' 1054 '],[' 1763 '],[' 2317 '],[' 2949 '],[' 3464 '],[' 3993 '],[' 4529 '],[' 5122 '],[' 5817 '],[' 6396 '],[' 10 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 5159+'],[' 2590'],"[' 610.427s (Solving', ' 577.05s 1st Model', ' 32.90s Unsat', ' 0.00s)']",[' 607.531s'], ,[' 87546991'],"[' 13048524 (Analyzed', ' 12906658)']","[' 26166    (Average', ' 493.26 Last', ' 402586)']",[' 7954.4  '],"[' 2590     (Average Length', ' 1379.85 Splits', ' 0)']","[' 12906658 (Deleted', ' 12752210)']","[' 417      (Ratio', '   0.00%)']","[' 10606    (Ratio', '   0.08%)']","[' 12906658 (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12906658 (Average', '  5.59 Max', ' 10217 Sum', ' 72154568)']","[' 12904401 (Average', '  5.41 Max', ' 10217 Sum', ' 69838138 Ratio', '  96.79%)']","[' 2257     (Average', ' 1026.33 Max', ' 1957 Sum', ' 2316430 Ratio', '   3.21%)']", ,[' 299987  '],[' 13516   '],[' 276720  '],[' 112079  '],"[' 267014   (Atom=Atom', ' 75448 Body=Body', ' 51176 Other', ' 140390)']",[' Yes'],"[' 17544    (Eliminated', '    0 Frozen', ' 17544)']","[' 1783     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.49126'],[' 0'], ,[' 344.783'],[' 0'],[' 10.3333'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.47729e+08'],[' 1.08808e+08'],[' 0'],[' 1.84881e+10'],[' 0'],[' 0'],[' 885 '],[' 1483 '],[' 1940 '],[' 2609 '],[' 3408 '],[' 3772 '],[' 4398 '],[' 4948 '],[' 5531 '],[' 6025 '],[' 10 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 5407+'],[' 2714'],"[' 609.645s (Solving', ' 578.83s 1st Model', ' 33.87s Unsat', ' 0.00s)']",[' 607.922s'], ,[' 102874977'],"[' 13015037 (Analyzed', ' 12783260)']","[' 27127    (Average', ' 471.24 Last', ' 34261)']",[' 7480.2  '],"[' 2714     (Average Length', ' 1434.02 Splits', ' 0)']","[' 12783260 (Deleted', ' 12630990)']","[' 329      (Ratio', '   0.00%)']","[' 13874    (Ratio', '   0.11%)']","[' 12783260 (Average Length', '   18.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12783260 (Average', '  6.91 Max', ' 10079 Sum', ' 88280944)']","[' 12781061 (Average', '  6.70 Max', ' 10079 Sum', ' 85607547 Ratio', '  96.97%)']","[' 2199     (Average', ' 1215.73 Max', ' 2050 Sum', ' 2673397 Ratio', '   3.03%)']", ,[' 303490  '],[' 13928   '],[' 280211  '],[' 114901  '],"[' 271274   (Atom=Atom', ' 76641 Body=Body', ' 51987 Other', ' 142646)']",[' Yes'],"[' 17927    (Eliminated', '    0 Frozen', ' 17927)']","[' 2684     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.96562'],[' 0'], ,[' 356.469'],[' 0'],[' 10.6924'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.72457e+08'],[' 1.2991e+08'],[' 0'],[' 2.02725e+10'],[' 0'],[' 0'],[' 904 '],[' 1344 '],[' 2114 '],[' 2879 '],[' 3304 '],[' 3746 '],[' 4194 '],[' 4887 '],[' 5707 '],[' 6162 '],[' 10 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 5091+'],[' 2556'],"[' 609.624s (Solving', ' 581.04s 1st Model', ' 28.04s Unsat', ' 0.00s)']",[' 608.047s'], ,[' 96991538'],"[' 14648579 (Analyzed', ' 14506720)']","[' 31167    (Average', ' 465.45 Last', ' 18299)']",[' 7580.0  '],"[' 2556     (Average Length', ' 1386.13 Splits', ' 0)']","[' 14506720 (Deleted', ' 14337255)']","[' 384      (Ratio', '   0.00%)']","[' 10573    (Ratio', '   0.07%)']","[' 14506720 (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14506720 (Average', '  5.71 Max', ' 10355 Sum', ' 82889416)']","[' 14504559 (Average', '  5.54 Max', ' 10355 Sum', ' 80376751 Ratio', '  96.97%)']","[' 2161     (Average', ' 1162.73 Max', ' 2033 Sum', ' 2512665 Ratio', '   3.03%)']", ,[' 300981  '],[' 13602   '],[' 277543  '],[' 112993  '],"[' 267802   (Atom=Atom', ' 75710 Body=Body', ' 51431 Other', ' 140661)']",[' Yes'],"[' 17586    (Eliminated', '    0 Frozen', ' 17586)']","[' 1762     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.39448'],[' 0'], ,[' 365.815'],[' 0'],[' 10.4954'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.59731e+08'],[' 1.16582e+08'],[' 0'],[' 2.17705e+10'],[' 0'],[' 0'],[' 799 '],[' 1418 '],[' 2166 '],[' 2669 '],[' 3161 '],[' 3742 '],[' 4363 '],[' 4858 '],[' 5607 '],[' 6182 '],[' 10 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 5051+'],[' 2536'],"[' 608.960s (Solving', ' 581.04s 1st Model', ' 29.09s Unsat', ' 0.00s)']",[' 607.719s'], ,[' 98469106'],"[' 14146907 (Analyzed', ' 14005005)']","[' 28873    (Average', ' 485.06 Last', ' 119486)']",[' 7405.8  '],"[' 2536     (Average Length', ' 1362.45 Splits', ' 0)']","[' 14005005 (Deleted', ' 13833331)']","[' 395      (Ratio', '   0.00%)']","[' 13094    (Ratio', '   0.09%)']","[' 14005005 (Average Length', '   17.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14005005 (Average', '  6.07 Max', ' 10199 Sum', ' 85000168)']","[' 14002700 (Average', '  5.88 Max', ' 9993 Sum', ' 82375400 Ratio', '  96.91%)']","[' 2305     (Average', ' 1138.73 Max', ' 2031 Sum', ' 2624768 Ratio', '   3.09%)']", ,[' 300657  '],[' 13567   '],[' 277285  '],[' 112825  '],"[' 266316   (Atom=Atom', ' 75296 Body=Body', ' 51063 Other', ' 139957)']",[' Yes'],"[' 17434    (Eliminated', '    0 Frozen', ' 17434)']","[' 2404     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.45495'],[' 0'], ,[' 364.26'],[' 0'],[' 10.6951'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.70273e+08'],[' 1.26415e+08'],[' 0'],[' 2.21225e+10'],[' 0'],[' 0'],[' 892 '],[' 1509 '],[' 2170 '],[' 2696 '],[' 3125 '],[' 3860 '],[' 4145 '],[' 5025 '],[' 5391 '],[' 6051 '],[' 10 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 5075+'],[' 2548'],"[' 609.917s (Solving', ' 579.03s 1st Model', ' 30.94s Unsat', ' 0.00s)']",[' 607.609s'], ,[' 97637664'],"[' 13804147 (Analyzed', ' 13652298)']","[' 28632    (Average', ' 476.82 Last', ' 116076)']",[' 7654.3  '],"[' 2548     (Average Length', ' 1376.94 Splits', ' 0)']","[' 13652298 (Deleted', ' 13472239)']","[' 337      (Ratio', '   0.00%)']","[' 11255    (Ratio', '   0.08%)']","[' 13652298 (Average Length', '   16.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13652298 (Average', '  6.12 Max', ' 10168 Sum', ' 83506781)']","[' 13650091 (Average', '  5.93 Max', ' 10168 Sum', ' 80915077 Ratio', '  96.90%)']","[' 2207     (Average', ' 1174.31 Max', ' 2059 Sum', ' 2591704 Ratio', '   3.10%)']", ,[' 300888  '],[' 13683   '],[' 277743  '],[' 113301  '],"[' 267021   (Atom=Atom', ' 75487 Body=Body', ' 51192 Other', ' 140342)']",[' Yes'],"[' 17513    (Eliminated', '    0 Frozen', ' 17513)']","[' 1650     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.98355'],[' 0'], ,[' 352.353'],[' 0'],[' 10.6777'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.6078e+08'],[' 1.18129e+08'],[' 0'],[' 2.01578e+10'],[' 0'],[' 0'],[' 779 '],[' 1565 '],[' 2292 '],[' 2668 '],[' 3283 '],[' 3724 '],[' 4597 '],[' 5000 '],[' 5523 '],[' 6199 '],[' 10 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 5723+'],[' 2872'],"[' 610.937s (Solving', ' 575.26s 1st Model', ' 36.35s Unsat', ' 0.00s)']",[' 607.344s'], ,[' 86765833'],"[' 11172028 (Analyzed', ' 10965660)']","[' 23478    (Average', ' 467.06 Last', ' 71320)']",[' 7820.6  '],"[' 2872     (Average Length', ' 1485.60 Splits', ' 0)']","[' 10965660 (Deleted', ' 10819510)']","[' 354      (Ratio', '   0.00%)']","[' 10061    (Ratio', '   0.09%)']","[' 10965660 (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10965660 (Average', '  6.42 Max', ' 10288 Sum', ' 70370111)']","[' 10963588 (Average', '  6.19 Max', ' 10288 Sum', ' 67902532 Ratio', '  96.49%)']","[' 2072     (Average', ' 1190.92 Max', ' 2188 Sum', ' 2467579 Ratio', '   3.51%)']", ,[' 301150  '],[' 13549   '],[' 277832  '],[' 113100  '],"[' 267756   (Atom=Atom', ' 75723 Body=Body', ' 51155 Other', ' 140878)']",[' Yes'],"[' 17731    (Eliminated', '    0 Frozen', ' 17731)']","[' 1540     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.89694'],[' 0'], ,[' 339.257'],[' 0'],[' 11.091'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.44311e+08'],[' 1.09239e+08'],[' 0'],[' 1.79717e+10'],[' 0'],[' 0'],[' 797 '],[' 1424 '],[' 2035 '],[' 2556 '],[' 3174 '],[' 3550 '],[' 4072 '],[' 4726 '],[' 5385 '],[' 5992 '],[' 10 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 5285+'],[' 2653'],"[' 610.651s (Solving', ' 574.10s 1st Model', ' 40.85s Unsat', ' 0.00s)']",[' 605.469s'], ,[' 94311939'],"[' 11288723 (Analyzed', ' 11097840)']","[' 23956    (Average', ' 463.26 Last', ' 18299)']",[' 7849.2  '],"[' 2653     (Average Length', ' 1420.74 Splits', ' 0)']","[' 11097840 (Deleted', ' 10943103)']","[' 418      (Ratio', '   0.00%)']","[' 12516    (Ratio', '   0.11%)']","[' 11097840 (Average Length', '   18.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11097840 (Average', '  7.12 Max', ' 10350 Sum', ' 79023076)']","[' 11095568 (Average', '  6.90 Max', ' 10350 Sum', ' 76561493 Ratio', '  96.88%)']","[' 2272     (Average', ' 1083.44 Max', ' 2038 Sum', ' 2461583 Ratio', '   3.12%)']", ,[' 302686  '],[' 13957   '],[' 279726  '],[' 114780  '],"[' 270701   (Atom=Atom', ' 76446 Body=Body', ' 51907 Other', ' 142348)']",[' Yes'],"[' 17841    (Eliminated', '    0 Frozen', ' 17841)']","[' 1857     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.07094'],[' 0'], ,[' 331.413'],[' 0'],[' 10.5862'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.56424e+08'],[' 1.20114e+08'],[' 0'],[' 1.64882e+10'],[' 0'],[' 0'],[' 1014 '],[' 1562 '],[' 2208 '],[' 2646 '],[' 3155 '],[' 3714 '],[' 4445 '],[' 4707 '],[' 5290 '],[' 5829 '],[' 10 '],[' 0 ']
