Optimal Found Or Timeout,Instances,Solving...,Solving...,Solving...,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , , , , ,[' 577'],[' 299'],"[' 188.860s (Solving', ' 187.29s 1st Model', ' 0.60s Unsat', ' 82.81s)']",[' 188.328s'], ,[' 12396370'],"[' 8195394  (Analyzed', ' 8156854)']","[' 17617    (Average', ' 463.01 Last', ' 455)']",[' 1365.4  '],"[' 299      (Average Length', ' 220.57 Splits', ' 0)']","[' 8156854  (Deleted', ' 8035794)']","[' 33       (Ratio', '   0.00%)']","[' 1407     (Ratio', '   0.02%)']","[' 8156854  (Average Length', '   12.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8156854  (Average', '  1.46 Max', ' 1876 Sum', ' 11889117)']","[' 8156447  (Average', '  1.45 Max', ' 1876 Sum', ' 11807478 Ratio', '  99.31%)']","[' 407      (Average', ' 200.59 Max', ' 317 Sum', '  81639 Ratio', '   0.69%)']", ,[' 76842   '],[' 2379    '],[' 71538   '],[' 21835   '],"[' 57132    (Atom=Atom', ' 17122 Body=Body', ' 10217 Other', ' 29793)']",[' Yes'],"[' 3464     (Eliminated', '    0 Frozen', ' 3464)']","[' 116      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.260782'],[' 0'], ,[' 132.647'],[' 0'],[' 2.65674'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.1183e+07'],[' 1.24919e+07'],[' 0'],[' 9.0015e+09'],[' 0'],[' 0'],[' 525 '],[' 867 '],[' 1229 '],[' 1677 '],[' 2087 '],[' 2265 '],[' 2857 '],[' 2898 '],[' 3411 '],[' 3744 '],[' 1 '],[' 9 ']
Solving...,TA62, , , , , ,[' 995'],[' 508'],"[' 300.542s (Solving', ' 298.34s 1st Model', ' 0.94s Unsat', ' 92.45s)']",[' 300.000s'], ,[' 21410276'],"[' 12519253 (Analyzed', ' 12477993)']","[' 25909    (Average', ' 481.61 Last', ' 10309)']",[' 1576.7  '],"[' 508      (Average Length', ' 318.86 Splits', ' 0)']","[' 12477993 (Deleted', ' 12293796)']","[' 19       (Ratio', '   0.00%)']","[' 1540     (Ratio', '   0.01%)']","[' 12477993 (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12477993 (Average', '  1.65 Max', ' 2190 Sum', ' 20548910)']","[' 12477626 (Average', '  1.64 Max', ' 2049 Sum', ' 20446636 Ratio', '  99.50%)']","[' 367      (Average', ' 278.68 Max', ' 465 Sum', ' 102274 Ratio', '   0.50%)']", ,[' 78434   '],[' 2498    '],[' 73044   '],[' 22921   '],"[' 59569    (Atom=Atom', ' 17803 Body=Body', ' 10572 Other', ' 31194)']",[' Yes'],"[' 3785     (Eliminated', '    0 Frozen', ' 3785)']","[' 165      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.41405'],[' 0'], ,[' 207.681'],[' 0'],[' 4.46002'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.67925e+07'],[' 2.84307e+07'],[' 0'],[' 1.39798e+10'],[' 0'],[' 0'],[' 526 '],[' 906 '],[' 1311 '],[' 1683 '],[' 1877 '],[' 2201 '],[' 2522 '],[' 2975 '],[' 3333 '],[' 3685 '],[' 2 '],[' 8 ']
Solving...,TA63, , , , , ,[' 873'],[' 447'],"[' 214.343s (Solving', ' 212.18s 1st Model', ' 0.87s Unsat', ' 6.45s)']",[' 212.672s'], ,[' 12550852'],"[' 7991110  (Analyzed', ' 7978136)']","[' 16177    (Average', ' 493.18 Last', ' 176193)']",[' 1554.3  '],"[' 447      (Average Length', ' 292.03 Splits', ' 0)']","[' 7978136  (Deleted', ' 7865675)']","[' 23       (Ratio', '   0.00%)']","[' 1328     (Ratio', '   0.02%)']","[' 7978136  (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7978136  (Average', '  1.49 Max', ' 2262 Sum', ' 11883446)']","[' 7977731  (Average', '  1.48 Max', ' 1998 Sum', ' 11778815 Ratio', '  99.12%)']","[' 405      (Average', ' 258.35 Max', ' 417 Sum', ' 104631 Ratio', '   0.88%)']", ,[' 77875   '],[' 2486    '],[' 72629   '],[' 22581   '],"[' 59175    (Atom=Atom', ' 17694 Body=Body', ' 10536 Other', ' 30945)']",[' Yes'],"[' 3710     (Eliminated', '    0 Frozen', ' 3710)']","[' 153      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.406642'],[' 0'], ,[' 154.004'],[' 0'],[' 2.95008'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.05976e+07'],[' 1.27689e+07'],[' 0'],[' 9.81886e+09'],[' 0'],[' 0'],[' 574 '],[' 913 '],[' 1380 '],[' 1504 '],[' 1788 '],[' 2134 '],[' 2474 '],[' 3074 '],[' 3474 '],[' 3642 '],[' 2 '],[' 8 ']
Solving...,TA64, , , , , ,[' 941'],[' 481'],"[' 172.601s (Solving', ' 170.33s 1st Model', ' 0.88s Unsat', ' 63.11s)']",[' 172.078s'], ,[' 13121589'],"[' 9505657  (Analyzed', ' 9486020)']","[' 19118    (Average', ' 496.18 Last', ' 214924)']",[' 1635.6  '],"[' 481      (Average Length', ' 304.00 Splits', ' 0)']","[' 9486020  (Deleted', ' 9360787)']","[' 27       (Ratio', '   0.00%)']","[' 1083     (Ratio', '   0.01%)']","[' 9486020  (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9486020  (Average', '  1.30 Max', ' 2054 Sum', ' 12350985)']","[' 9485630  (Average', '  1.29 Max', ' 1960 Sum', ' 12259333 Ratio', '  99.26%)']","[' 390      (Average', ' 235.01 Max', ' 399 Sum', '  91652 Ratio', '   0.74%)']", ,[' 77470   '],[' 2412    '],[' 72266   '],[' 22269   '],"[' 58159    (Atom=Atom', ' 17430 Body=Body', ' 10313 Other', ' 30416)']",[' Yes'],"[' 3673     (Eliminated', '    0 Frozen', ' 3673)']","[' 99       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.440895'],[' 0'], ,[' 105.371'],[' 0'],[' 1.83515'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.47127e+07'],[' 1.32461e+07'],[' 0'],[' 6.7947e+09'],[' 0'],[' 0'],[' 556 '],[' 942 '],[' 1301 '],[' 1636 '],[' 1831 '],[' 2092 '],[' 2338 '],[' 2869 '],[' 3071 '],[' 3403 '],[' 1 '],[' 9 ']
Solving...,TA65, , , , , ,[' 811'],[' 416'],"[' 105.219s (Solving', ' 103.38s 1st Model', ' 0.69s Unsat', ' 96.87s)']",[' 105.063s'], ,[' 6589915 '],"[' 4398744  (Analyzed', ' 4348059)']","[' 9560     (Average', ' 454.82 Last', ' 72981)']",[' 1409.2  '],"[' 416      (Average Length', ' 281.39 Splits', ' 0)']","[' 4348059  (Deleted', ' 4272001)']","[' 17       (Ratio', '   0.00%)']","[' 837      (Ratio', '   0.02%)']","[' 4348059  (Average Length', '   11.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4348059  (Average', '  1.40 Max', ' 2096 Sum', ' 6104761)']","[' 4347674  (Average', '  1.38 Max', ' 1836 Sum', ' 6003548 Ratio', '  98.34%)']","[' 385      (Average', ' 262.89 Max', ' 404 Sum', ' 101213 Ratio', '   1.66%)']", ,[' 77161   '],[' 2384    '],[' 71930   '],[' 22073   '],"[' 57501    (Atom=Atom', ' 17257 Body=Body', ' 10231 Other', ' 30013)']",[' Yes'],"[' 3587     (Eliminated', '    0 Frozen', ' 3587)']","[' 79       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.33896'],[' 0'], ,[' 70.353'],[' 0'],[' 1.12094'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.74093e+07'],[' 7.19233e+06'],[' 0'],[' 4.8465e+09'],[' 0'],[' 0'],[' 467 '],[' 775 '],[' 1045 '],[' 1420 '],[' 1777 '],[' 2247 '],[' 2570 '],[' 2801 '],[' 3298 '],[' 3581 '],[' 0 '],[' 10 ']
Solving...,TA66, , , , , ,[' 1005'],[' 513'],"[' 164.378s (Solving', ' 162.24s 1st Model', ' 0.87s Unsat', ' 54.95s)']",[' 163.672s'], ,[' 12430015'],"[' 8928831  (Analyzed', ' 8892471)']","[' 18762    (Average', ' 473.96 Last', ' 39794)']",[' 1519.8  '],"[' 513      (Average Length', ' 320.53 Splits', ' 0)']","[' 8892471  (Deleted', ' 8754347)']","[' 24       (Ratio', '   0.00%)']","[' 959      (Ratio', '   0.01%)']","[' 8892471  (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8892471  (Average', '  1.31 Max', ' 2381 Sum', ' 11693387)']","[' 8892098  (Average', '  1.30 Max', ' 1980 Sum', ' 11584728 Ratio', '  99.07%)']","[' 373      (Average', ' 291.31 Max', ' 468 Sum', ' 108659 Ratio', '   0.93%)']", ,[' 77923   '],[' 2439    '],[' 72603   '],[' 22599   '],"[' 58682    (Atom=Atom', ' 17576 Body=Body', ' 10397 Other', ' 30709)']",[' Yes'],"[' 3727     (Eliminated', '    0 Frozen', ' 3727)']","[' 80       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.411234'],[' 0'], ,[' 99.9741'],[' 0'],[' 2.08455'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.31584e+07'],[' 1.2816e+07'],[' 0'],[' 7.03714e+09'],[' 0'],[' 0'],[' 454 '],[' 822 '],[' 1081 '],[' 1504 '],[' 1840 '],[' 2228 '],[' 2453 '],[' 2751 '],[' 3193 '],[' 3618 '],[' 1 '],[' 9 ']
Solving...,TA67, , , , , ,[' 959'],[' 490'],"[' 175.545s (Solving', ' 173.39s 1st Model', ' 0.86s Unsat', ' 65.95s)']",[' 174.484s'], ,[' 20357988'],"[' 14160098 (Analyzed', ' 14147210)']","[' 25490    (Average', ' 555.01 Last', ' 574309)']",[' 1527.0  '],"[' 490      (Average Length', ' 309.66 Splits', ' 0)']","[' 14147210 (Deleted', ' 13962891)']","[' 17       (Ratio', '   0.00%)']","[' 1167     (Ratio', '   0.01%)']","[' 14147210 (Average Length', '   12.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14147210 (Average', '  1.38 Max', ' 1886 Sum', ' 19527791)']","[' 14146745 (Average', '  1.37 Max', ' 1886 Sum', ' 19398062 Ratio', '  99.34%)']","[' 465      (Average', ' 278.99 Max', ' 436 Sum', ' 129729 Ratio', '   0.66%)']", ,[' 77643   '],[' 2468    '],[' 72468   '],[' 22418   '],"[' 59027    (Atom=Atom', ' 17659 Body=Body', ' 10474 Other', ' 30894)']",[' Yes'],"[' 3733     (Eliminated', '    0 Frozen', ' 3733)']","[' 123      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.414384'],[' 0'], ,[' 86.538'],[' 0'],[' 2.65326'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.27731e+07'],[' 2.08759e+07'],[' 0'],[' 5.32001e+09'],[' 0'],[' 0'],[' 683 '],[' 1014 '],[' 1339 '],[' 1569 '],[' 1859 '],[' 2251 '],[' 2633 '],[' 2989 '],[' 3255 '],[' 3500 '],[' 1 '],[' 9 ']
Solving...,TA68, , , , , ,[' 863'],[' 442'],"[' 30.564s (Solving', ' 28.46s 1st Model', ' 0.84s Unsat', ' 20.74s)']",[' 30.375s'], ,[' 2449384 '],"[' 1039860  (Analyzed', ' 987094)']","[' 2414     (Average', ' 408.90 Last', ' 1691)']",[' 1672.8  '],"[' 442      (Average Length', ' 285.07 Splits', ' 0)']","[' 987094   (Deleted', ' 952495)']","[' 30       (Ratio', '   0.00%)']","[' 553      (Ratio', '   0.06%)']","[' 987094   (Average Length', '   11.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 987094   (Average', '  1.88 Max', ' 2123 Sum', ' 1858559)']","[' 986726   (Average', '  1.80 Max', ' 1988 Sum', ' 1777977 Ratio', '  95.66%)']","[' 368      (Average', ' 218.97 Max', ' 355 Sum', '  80582 Ratio', '   4.34%)']", ,[' 77203   '],[' 2371    '],[' 71942   '],[' 22121   '],"[' 57413    (Atom=Atom', ' 17233 Body=Body', ' 10193 Other', ' 29987)']",[' Yes'],"[' 3594     (Eliminated', '    0 Frozen', ' 3594)']","[' 39       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.416019'],[' 0'], ,[' 15.228'],[' 0'],[' 0.317508'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.04792e+06'],[' 3.37495e+06'],[' 0'],[' 1.04671e+09'],[' 0'],[' 0'],[' 412 '],[' 824 '],[' 1221 '],[' 1560 '],[' 1861 '],[' 2098 '],[' 2521 '],[' 2872 '],[' 3119 '],[' 3464 '],[' 0 '],[' 10 ']
Solving...,TA69, , , , , ,[' 769'],[' 395'],"[' 109.161s (Solving', ' 107.25s 1st Model', ' 0.69s Unsat', ' 1.22s)']",[' 108.453s'], ,[' 6744480 '],"[' 4577283  (Analyzed', ' 4541990)']","[' 9147     (Average', ' 496.56 Last', ' 609)']",[' 1501.3  '],"[' 395      (Average Length', ' 257.02 Splits', ' 0)']","[' 4541990  (Deleted', ' 4463936)']","[' 21       (Ratio', '   0.00%)']","[' 804      (Ratio', '   0.02%)']","[' 4541990  (Average Length', '   12.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4541990  (Average', '  1.37 Max', ' 2005 Sum', ' 6205936)']","[' 4541576  (Average', '  1.35 Max', ' 1929 Sum', ' 6119977 Ratio', '  98.61%)']","[' 414      (Average', ' 207.63 Max', ' 356 Sum', '  85959 Ratio', '   1.39%)']", ,[' 77159   '],[' 2384    '],[' 71897   '],[' 22084   '],"[' 57423    (Atom=Atom', ' 17232 Body=Body', ' 10229 Other', ' 29962)']",[' Yes'],"[' 3565     (Eliminated', '    0 Frozen', ' 3565)']","[' 64       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.355813'],[' 0'], ,[' 71.7202'],[' 0'],[' 1.68121'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.78004e+07'],[' 7.28004e+06'],[' 0'],[' 5.10827e+09'],[' 0'],[' 0'],[' 548 '],[' 905 '],[' 1337 '],[' 1666 '],[' 1977 '],[' 2350 '],[' 2666 '],[' 2887 '],[' 3416 '],[' 3724 '],[' 1 '],[' 9 ']
Solving...,TA70, , , , ,[' 1'],[' 699+'],[' 360'],"[' 413.389s (Solving', ' 411.78s 1st Model', ' 0.66s Unsat', ' 108.89s)']",[' 412.391s'], ,[' 29681550'],"[' 21055634 (Analyzed', ' 21028939)']","[' 42342    (Average', ' 496.64 Last', ' 109392)']",[' 1317.5  '],"[' 360      (Average Length', ' 247.00 Splits', ' 0)']","[' 21028939 (Deleted', ' 20756168)']","[' 23       (Ratio', '   0.00%)']","[' 1995     (Ratio', '   0.01%)']","[' 21028939 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21028939 (Average', '  1.37 Max', ' 1907 Sum', ' 28798752)']","[' 21028506 (Average', '  1.36 Max', ' 1907 Sum', ' 28687752 Ratio', '  99.61%)']","[' 433      (Average', ' 256.35 Max', ' 379 Sum', ' 111000 Ratio', '   0.39%)']", ,[' 77844   '],[' 2531    '],[' 72617   '],[' 22551   '],"[' 59629    (Atom=Atom', ' 17791 Body=Body', ' 10673 Other', ' 31165)']",[' Yes'],"[' 3674     (Eliminated', '    0 Frozen', ' 3674)']","[' 260      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.27253'],[' 0'], ,[' 282.094'],[' 0'],[' 6.59784'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.69198e+07'],[' 2.8924e+07'],[' 0'],[' 2.03536e+10'],[' 0'],[' 0'],[' 499 '],[' 1033 '],[' 1069 '],[' 1525 '],[' 2127 '],[' 2362 '],[' 2796 '],[' 3046 '],[' 3313 '],[' 3859 '],[' 3 '],[' 7 ']
