Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , , ,[' 1'],[' 2807+'],[' 1409'],"[' 601.416s (Solving', ' 595.40s 1st Model', ' 4.99s Unsat', ' 0.00s)']",[' 599.813s'], ,[' 62200982'],"[' 24347975 (Analyzed', ' 24210878)']","[' 45045    (Average', ' 537.48 Last', ' 119045)']",[' 2973.3  '],"[' 1409     (Average Length', ' 778.16 Splits', ' 0)']","[' 24210878 (Deleted', ' 23962761)']","[' 22       (Ratio', '   0.00%)']","[' 6054     (Ratio', '   0.03%)']","[' 24210878 (Average Length', '   14.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24210878 (Average', '  2.43 Max', ' 3895 Sum', ' 58793497)']","[' 24210057 (Average', '  2.40 Max', ' 3446 Sum', ' 58145737 Ratio', '  98.90%)']","[' 821      (Average', ' 788.99 Max', ' 1005 Sum', ' 647760 Ratio', '   1.10%)']", ,[' 98017   '],[' 4824    '],[' 90202   '],[' 36285   '],"[' 98283    (Atom=Atom', ' 27317 Body=Body', ' 17352 Other', ' 53614)']",[' Yes'],"[' 6714     (Eliminated', '    0 Frozen', ' 6714)']","[' 1169     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.32932'],[' 0'], ,[' 427.75'],[' 0'],[' 10.7962'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46297e+08'],[' 8.22797e+07'],[' 0'],[' 3.01507e+10'],[' 0'],[' 0'],[' 861 '],[' 1673 '],[' 2239 '],[' 3014 '],[' 3601 '],[' 5 '],[' 0 ']
Solving...,TA62, , , ,[' 1'],[' 2723+'],[' 1367'],"[' 601.674s (Solving', ' 595.30s 1st Model', ' 5.36s Unsat', ' 0.00s)']",[' 600.953s'], ,[' 76157919'],"[' 24715351 (Analyzed', ' 24585840)']","[' 44657    (Average', ' 550.55 Last', ' 78208)']",[' 3000.8  '],"[' 1367     (Average Length', ' 746.86 Splits', ' 0)']","[' 24585840 (Deleted', ' 24293668)']","[' 74       (Ratio', '   0.00%)']","[' 8875     (Ratio', '   0.04%)']","[' 24585840 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24585840 (Average', '  2.96 Max', ' 4048 Sum', ' 72745386)']","[' 24585107 (Average', '  2.94 Max', ' 3465 Sum', ' 72211560 Ratio', '  99.27%)']","[' 733      (Average', ' 728.28 Max', ' 932 Sum', ' 533826 Ratio', '   0.73%)']", ,[' 99203   '],[' 4950    '],[' 91203   '],[' 36915   '],"[' 100185   (Atom=Atom', ' 27779 Body=Body', ' 17730 Other', ' 54676)']",[' Yes'],"[' 6785     (Eliminated', '    0 Frozen', ' 6785)']","[' 1420     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.29441'],[' 0'], ,[' 417.375'],[' 0'],[' 11.0931'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.78302e+08'],[' 1.08347e+08'],[' 0'],[' 2.96166e+10'],[' 0'],[' 0'],[' 865 '],[' 1660 '],[' 2227 '],[' 2902 '],[' 3604 '],[' 5 '],[' 0 ']
Solving...,TA63, , , ,[' 1'],[' 2607+'],[' 1309'],"[' 601.573s (Solving', ' 595.71s 1st Model', ' 5.53s Unsat', ' 0.00s)']",[' 600.891s'], ,[' 65994487'],"[' 25045123 (Analyzed', ' 24874645)']","[' 46434    (Average', ' 535.70 Last', ' 6779)']",[' 3146.7  '],"[' 1309     (Average Length', ' 730.63 Splits', ' 0)']","[' 24874645 (Deleted', ' 24650394)']","[' 18       (Ratio', '   0.00%)']","[' 5335     (Ratio', '   0.02%)']","[' 24874645 (Average Length', '   15.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24874645 (Average', '  2.51 Max', ' 4092 Sum', ' 62349707)']","[' 24873801 (Average', '  2.48 Max', ' 3641 Sum', ' 61759323 Ratio', '  99.05%)']","[' 844      (Average', ' 699.51 Max', ' 919 Sum', ' 590384 Ratio', '   0.95%)']", ,[' 98982   '],[' 4931    '],[' 90914   '],[' 36863   '],"[' 99661    (Atom=Atom', ' 27645 Body=Body', ' 17673 Other', ' 54343)']",[' Yes'],"[' 6742     (Eliminated', '    0 Frozen', ' 6742)']","[' 929      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.24044'],[' 0'], ,[' 432.982'],[' 0'],[' 11.3788'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.45195e+08'],[' 8.00586e+07'],[' 0'],[' 3.15316e+10'],[' 0'],[' 0'],[' 913 '],[' 1640 '],[' 2167 '],[' 3052 '],[' 3543 '],[' 5 '],[' 0 ']
Solving...,TA64, , , ,[' 1'],[' 2773+'],[' 1392'],"[' 601.570s (Solving', ' 595.80s 1st Model', ' 4.98s Unsat', ' 0.00s)']",[' 600.750s'], ,[' 58181299'],"[' 23690936 (Analyzed', ' 23505245)']","[' 44324    (Average', ' 530.31 Last', ' 65595)']",[' 3058.4  '],"[' 1392     (Average Length', ' 766.21 Splits', ' 0)']","[' 23505245 (Deleted', ' 23272713)']","[' 25       (Ratio', '   0.00%)']","[' 5297     (Ratio', '   0.02%)']","[' 23505245 (Average Length', '   13.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 23505245 (Average', '  2.33 Max', ' 4587 Sum', ' 54653614)']","[' 23504508 (Average', '  2.30 Max', ' 3610 Sum', ' 54078444 Ratio', '  98.95%)']","[' 737      (Average', ' 780.42 Max', ' 1007 Sum', ' 575170 Ratio', '   1.05%)']", ,[' 98172   '],[' 4890    '],[' 90507   '],[' 36348   '],"[' 99275    (Atom=Atom', ' 27564 Body=Body', ' 17550 Other', ' 54161)']",[' Yes'],"[' 6742     (Eliminated', '    0 Frozen', ' 6742)']","[' 937      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.25461'],[' 0'], ,[' 433.613'],[' 0'],[' 10.7955'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.3676e+08'],[' 7.66076e+07'],[' 0'],[' 3.02157e+10'],[' 0'],[' 0'],[' 874 '],[' 1636 '],[' 2042 '],[' 2881 '],[' 3438 '],[' 5 '],[' 0 ']
Solving...,TA65, , , ,[' 1'],[' 2337+'],[' 1174'],"[' 601.364s (Solving', ' 596.86s 1st Model', ' 4.02s Unsat', ' 0.00s)']",[' 600.969s'], ,[' 60469989'],"[' 25207869 (Analyzed', ' 25040234)']","[' 47412    (Average', ' 528.14 Last', ' 27720)']",[' 2857.5  '],"[' 1174     (Average Length', ' 669.51 Splits', ' 0)']","[' 25040234 (Deleted', ' 24732970)']","[' 14       (Ratio', '   0.00%)']","[' 4548     (Ratio', '   0.02%)']","[' 25040234 (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25040234 (Average', '  2.30 Max', ' 3765 Sum', ' 57480747)']","[' 25039468 (Average', '  2.27 Max', ' 3553 Sum', ' 56934376 Ratio', '  99.05%)']","[' 766      (Average', ' 713.28 Max', ' 902 Sum', ' 546371 Ratio', '   0.95%)']", ,[' 98312   '],[' 4804    '],[' 89970   '],[' 36358   '],"[' 97373    (Atom=Atom', ' 27002 Body=Body', ' 17292 Other', ' 53079)']",[' Yes'],"[' 6493     (Eliminated', '    0 Frozen', ' 6493)']","[' 784      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.04315'],[' 0'], ,[' 433.473'],[' 0'],[' 11.4557'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.41113e+08'],[' 7.6859e+07'],[' 0'],[' 3.13926e+10'],[' 0'],[' 0'],[' 734 '],[' 1385 '],[' 2264 '],[' 3185 '],[' 3545 '],[' 5 '],[' 0 ']
Solving...,TA66, , , ,[' 1'],[' 2733+'],[' 1372'],"[' 601.676s (Solving', ' 595.95s 1st Model', ' 5.53s Unsat', ' 0.00s)']",[' 601.000s'], ,[' 65072715'],"[' 24243642 (Analyzed', ' 24098391)']","[' 47233    (Average', ' 510.20 Last', ' 27143)']",[' 3001.7  '],"[' 1372     (Average Length', ' 757.38 Splits', ' 0)']","[' 24098391 (Deleted', ' 23832710)']","[' 44       (Ratio', '   0.00%)']","[' 6341     (Ratio', '   0.03%)']","[' 24098391 (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24098391 (Average', '  2.56 Max', ' 4044 Sum', ' 61622796)']","[' 24097649 (Average', '  2.53 Max', ' 3575 Sum', ' 61028970 Ratio', '  99.04%)']","[' 742      (Average', ' 800.30 Max', ' 1008 Sum', ' 593826 Ratio', '   0.96%)']", ,[' 99654   '],[' 4962    '],[' 91432   '],[' 37240   '],"[' 100340   (Atom=Atom', ' 27832 Body=Body', ' 17766 Other', ' 54742)']",[' Yes'],"[' 6804     (Eliminated', '    0 Frozen', ' 6804)']","[' 1078     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.24712'],[' 0'], ,[' 430.365'],[' 0'],[' 11.9086'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.51131e+08'],[' 8.87993e+07'],[' 0'],[' 3.19216e+10'],[' 0'],[' 0'],[' 822 '],[' 1404 '],[' 2069 '],[' 2737 '],[' 3649 '],[' 5 '],[' 0 ']
Solving...,TA67, , , ,[' 1'],[' 2609+'],[' 1310'],"[' 601.924s (Solving', ' 595.83s 1st Model', ' 4.69s Unsat', ' 0.00s)']",[' 601.250s'], ,[' 62971124'],"[' 24759791 (Analyzed', ' 24605341)']","[' 45420    (Average', ' 541.73 Last', ' 10299)']",[' 3045.9  '],"[' 1310     (Average Length', ' 732.53 Splits', ' 0)']","[' 24605341 (Deleted', ' 24349620)']","[' 40       (Ratio', '   0.00%)']","[' 5696     (Ratio', '   0.02%)']","[' 24605341 (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24605341 (Average', '  2.42 Max', ' 4186 Sum', ' 59533259)']","[' 24604548 (Average', '  2.40 Max', ' 3522 Sum', ' 58977226 Ratio', '  99.07%)']","[' 793      (Average', ' 701.18 Max', ' 918 Sum', ' 556033 Ratio', '   0.93%)']", ,[' 97693   '],[' 4882    '],[' 90029   '],[' 36097   '],"[' 98861    (Atom=Atom', ' 27450 Body=Body', ' 17526 Other', ' 53885)']",[' Yes'],"[' 6665     (Eliminated', '    0 Frozen', ' 6665)']","[' 1099     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.25958'],[' 0'], ,[' 425.632'],[' 0'],[' 10.6855'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.45987e+08'],[' 8.04548e+07'],[' 0'],[' 3.06872e+10'],[' 0'],[' 0'],[' 1014 '],[' 1729 '],[' 2247 '],[' 2946 '],[' 3491 '],[' 5 '],[' 0 ']
Solving...,TA68, , , , ,[' 2859'],[' 1435'],"[' 511.326s (Solving', ' 504.57s 1st Model', ' 5.71s Unsat', ' 17.46s)']",[' 509.797s'], ,[' 52734008'],"[' 26323617 (Analyzed', ' 26153098)']","[' 50478    (Average', ' 518.11 Last', ' 65562)']",[' 3182.1  '],"[' 1435     (Average Length', ' 783.50 Splits', ' 0)']","[' 26153098 (Deleted', ' 25839233)']","[' 24       (Ratio', '   0.00%)']","[' 3133     (Ratio', '   0.01%)']","[' 26153098 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 26153098 (Average', '  1.87 Max', ' 3973 Sum', ' 48942391)']","[' 26152322 (Average', '  1.85 Max', ' 3642 Sum', ' 48379756 Ratio', '  98.85%)']","[' 776      (Average', ' 725.05 Max', ' 1007 Sum', ' 562635 Ratio', '   1.15%)']", ,[' 98154   '],[' 4804    '],[' 90261   '],[' 36369   '],"[' 98122    (Atom=Atom', ' 27263 Body=Body', ' 17292 Other', ' 53567)']",[' Yes'],"[' 6715     (Eliminated', '    0 Frozen', ' 6715)']","[' 527      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.47605'],[' 0'], ,[' 325.176'],[' 0'],[' 7.15536'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.25185e+08'],[' 6.17282e+07'],[' 0'],[' 2.29142e+10'],[' 0'],[' 0'],[' 809 '],[' 1509 '],[' 2116 '],[' 2892 '],[' 3467 '],[' 4 '],[' 1 ']
Solving...,TA69, , , ,[' 1'],[' 2499+'],[' 1255'],"[' 601.295s (Solving', ' 596.21s 1st Model', ' 4.90s Unsat', ' 0.00s)']",[' 599.047s'], ,[' 55332594'],"[' 22705995 (Analyzed', ' 22572948)']","[' 43047    (Average', ' 524.38 Last', ' 98455)']",[' 2919.8  '],"[' 1255     (Average Length', ' 704.32 Splits', ' 0)']","[' 22572948 (Deleted', ' 22335220)']","[' 24       (Ratio', '   0.00%)']","[' 4921     (Ratio', '   0.02%)']","[' 22572948 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22572948 (Average', '  2.31 Max', ' 4458 Sum', ' 52236999)']","[' 22572223 (Average', '  2.29 Max', ' 3610 Sum', ' 51694866 Ratio', '  98.96%)']","[' 725      (Average', ' 747.77 Max', ' 927 Sum', ' 542133 Ratio', '   1.04%)']", ,[' 98303   '],[' 4814    '],[' 90181   '],[' 36344   '],"[' 97738    (Atom=Atom', ' 27123 Body=Body', ' 17322 Other', ' 53293)']",[' Yes'],"[' 6582     (Eliminated', '    0 Frozen', ' 6582)']","[' 919      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.21162'],[' 0'], ,[' 428.201'],[' 0'],[' 10.7141'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.3305e+08'],[' 7.28525e+07'],[' 0'],[' 2.73041e+10'],[' 0'],[' 0'],[' 905 '],[' 1666 '],[' 2316 '],[' 2911 '],[' 3756 '],[' 5 '],[' 0 ']
Solving...,TA70, , , ,[' 1'],[' 2413+'],[' 1212'],"[' 601.794s (Solving', ' 595.90s 1st Model', ' 4.65s Unsat', ' 0.00s)']",[' 600.891s'], ,[' 62179564'],"[' 23031558 (Analyzed', ' 22911803)']","[' 42484    (Average', ' 539.30 Last', ' 2191)']",[' 2909.9  '],"[' 1212     (Average Length', ' 689.80 Splits', ' 0)']","[' 22911803 (Deleted', ' 22666081)']","[' 26       (Ratio', '   0.00%)']","[' 6634     (Ratio', '   0.03%)']","[' 22911803 (Average Length', '   14.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22911803 (Average', '  2.58 Max', ' 3845 Sum', ' 59144917)']","[' 22911092 (Average', '  2.56 Max', ' 3589 Sum', ' 58639694 Ratio', '  99.15%)']","[' 711      (Average', ' 710.58 Max', ' 877 Sum', ' 505223 Ratio', '   0.85%)']", ,[' 98761   '],[' 4905    '],[' 90610   '],[' 36669   '],"[' 99051    (Atom=Atom', ' 27444 Body=Body', ' 17595 Other', ' 54012)']",[' Yes'],"[' 6632     (Eliminated', '    0 Frozen', ' 6632)']","[' 1149     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.19296'],[' 0'], ,[' 430.02'],[' 0'],[' 10.8179'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.54366e+08'],[' 9.11871e+07'],[' 0'],[' 2.85954e+10'],[' 0'],[' 0'],[' 791 '],[' 1504 '],[' 2283 '],[' 2957 '],[' 3736 '],[' 5 '],[' 0 ']
