Optimal Found Or Timeout,Instances,Solving...,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , , ,[' 1'],[' 9977+'],[' 4991'],"[' 1034.342s (Solving', ' 920.97s 1st Model', ' 436.42s Unsat', ' 0.00s)']",[' 1024.766s'], ,[' 453100068'],"[' 7491366  (Analyzed', ' 221656)']","[' 3980     (Average', ' 55.69 Last', ' 33930)']",[' 20002.8 '],"[' 4991     (Average Length', ' 2581.50 Splits', ' 0)']","[' 221656   (Deleted', ' 181065)']","[' 55       (Ratio', '   0.02%)']","[' 28312    (Ratio', '  12.77%)']","[' 221656   (Average Length', '   33.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 221656   (Average', ' 1661.57 Max', ' 25201 Sum', ' 368297990)']","[' 218008   (Average', ' 1616.39 Max', ' 25201 Sum', ' 358282662 Ratio', '  97.28%)']","[' 3648     (Average', ' 2745.43 Max', ' 3104 Sum', ' 10015328 Ratio', '   2.72%)']", ,[' 456928  '],[' 32726   '],[' 418105  '],[' 199347  '],"[' 581032   (Atom=Atom', ' 147248 Body=Body', ' 103554 Other', ' 330230)']",[' Yes'],"[' 37920    (Eliminated', '    0 Frozen', ' 37920)']","[' 5714     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.2128'],[' 0'], ,[' 322.573'],[' 0'],[' 27.4987'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.60223e+08'],[' 6.09059e+08'],[' 0'],[' 1.37174e+10'],[' 0'],[' 0'],[' 2560 '],[' 5542 '],[' 6806 '],[' 3 '],[' 0 ']
Solving...,TA72, , , , ,[' 1'],[' 10683+'],[' 5344'],"[' 1035.599s (Solving', ' 915.13s 1st Model', ' 412.68s Unsat', ' 0.00s)']",[' 1025.828s'], ,[' 432394516'],"[' 7691311  (Analyzed', ' 234620)']","[' 3916     (Average', ' 59.91 Last', ' 43568)']",[' 20321.2 '],"[' 5344     (Average Length', ' 2706.49 Splits', ' 0)']","[' 234620   (Deleted', ' 186521)']","[' 66       (Ratio', '   0.03%)']","[' 28480    (Ratio', '  12.14%)']","[' 234620   (Average Length', '   31.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 234620   (Average', ' 1445.03 Max', ' 25274 Sum', ' 339032558)']","[' 231436   (Average', ' 1407.08 Max', ' 25274 Sum', ' 330128622 Ratio', '  97.37%)']","[' 3184     (Average', ' 2796.46 Max', ' 3186 Sum', ' 8903936 Ratio', '   2.63%)']", ,[' 455996  '],[' 32469   '],[' 417493  '],[' 198507  '],"[' 578295   (Atom=Atom', ' 146573 Body=Body', ' 102783 Other', ' 328939)']",[' Yes'],"[' 37875    (Eliminated', '    0 Frozen', ' 37875)']","[' 5571     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 19.6907'],[' 0'], ,[' 303.87'],[' 0'],[' 26.4925'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.42889e+08'],[' 5.89655e+08'],[' 0'],[' 1.36838e+10'],[' 0'],[' 0'],[' 2292 '],[' 5143 '],[' 6683 '],[' 3 '],[' 0 ']
Solving...,TA73, , , , ,[' 1'],[' 10561+'],[' 5283'],"[' 1036.346s (Solving', ' 916.68s 1st Model', ' 409.46s Unsat', ' 0.00s)']",[' 1027.453s'], ,[' 424891403'],"[' 7966284  (Analyzed', ' 205431)']","[' 3920     (Average', ' 52.41 Last', ' 24532)']",[' 20345.1 '],"[' 5283     (Average Length', ' 2693.16 Splits', ' 0)']","[' 205431   (Deleted', ' 160190)']","[' 63       (Ratio', '   0.03%)']","[' 25925    (Ratio', '  12.62%)']","[' 205431   (Average Length', '   31.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 205431   (Average', ' 1619.79 Max', ' 25651 Sum', ' 332754646)']","[' 202126   (Average', ' 1573.61 Max', ' 25651 Sum', ' 323269183 Ratio', '  97.15%)']","[' 3305     (Average', ' 2870.03 Max', ' 3237 Sum', ' 9485463 Ratio', '   2.85%)']", ,[' 455519  '],[' 32628   '],[' 416904  '],[' 199146  '],"[' 580474   (Atom=Atom', ' 147148 Body=Body', ' 103260 Other', ' 330066)']",[' Yes'],"[' 38023    (Eliminated', '    0 Frozen', ' 38023)']","[' 5169     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 19.1585'],[' 0'], ,[' 311.229'],[' 0'],[' 26.3549'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.0877e+08'],[' 5.59314e+08'],[' 0'],[' 1.44739e+10'],[' 0'],[' 0'],[' 2479 '],[' 5303 '],[' 7035 '],[' 3 '],[' 0 ']
Solving...,TA74, , , , ,[' 1'],[' 10975+'],[' 5490'],"[' 1035.728s (Solving', ' 916.75s 1st Model', ' 440.24s Unsat', ' 0.00s)']",[' 1029.859s'], ,[' 454365750'],"[' 7419024  (Analyzed', ' 231429)']","[' 3969     (Average', ' 58.31 Last', ' 40585)']",[' 20342.2 '],"[' 5490     (Average Length', ' 2790.30 Splits', ' 0)']","[' 231429   (Deleted', ' 181710)']","[' 64       (Ratio', '   0.03%)']","[' 28491    (Ratio', '  12.31%)']","[' 231429   (Average Length', '   31.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 231429   (Average', ' 1548.05 Max', ' 25686 Sum', ' 358264812)']","[' 228698   (Average', ' 1513.50 Max', ' 25686 Sum', ' 350268658 Ratio', '  97.77%)']","[' 2731     (Average', ' 2927.92 Max', ' 3346 Sum', ' 7996154 Ratio', '   2.23%)']", ,[' 457168  '],[' 32583   '],[' 418708  '],[' 199249  '],"[' 580529   (Atom=Atom', ' 147175 Body=Body', ' 103125 Other', ' 330229)']",[' Yes'],"[' 38090    (Eliminated', '    0 Frozen', ' 38090)']","[' 5177     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 19.209'],[' 0'], ,[' 298.937'],[' 0'],[' 27.2656'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.68439e+08'],[' 6.15571e+08'],[' 0'],[' 1.29377e+10'],[' 0'],[' 0'],[' 2329 '],[' 4678 '],[' 6680 '],[' 3 '],[' 0 ']
Solving...,TA75, , , , , ,[' 10575+'],[' 5290'],"[' 1044.515s (Solving', ' 917.41s 1st Model', ' 412.04s Unsat', ' 0.00s)']",[' 1032.938s'], ,[' 398279860'],"[' 7380298  (Analyzed', ' 173224)']","[' 3592     (Average', ' 48.22 Last', ' 36482)']",[' 20365.0 '],"[' 5291     (Average Length', ' 2678.11 Splits', ' 0)']","[' 173224   (Deleted', ' 133939)']","[' 58       (Ratio', '   0.03%)']","[' 22120    (Ratio', '  12.77%)']","[' 173224   (Average Length', '   35.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 173224   (Average', ' 1762.46 Max', ' 27040 Sum', ' 305299590)']","[' 170617   (Average', ' 1714.74 Max', ' 27040 Sum', ' 297033865 Ratio', '  97.29%)']","[' 2607     (Average', ' 3170.59 Max', ' 3359 Sum', ' 8265725 Ratio', '   2.71%)']", ,[' 458338  '],[' 32907   '],[' 419644  '],[' 200496  '],"[' 584858   (Atom=Atom', ' 148270 Body=Body', ' 104097 Other', ' 332491)']",[' Yes'],"[' 38289    (Eliminated', '    0 Frozen', ' 38289)']","[' 2624     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 19.2613'],[' 0'], ,[' 315.881'],[' 0'],[' 25.7994'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.44854e+08'],[' 5.02793e+08'],[' 0'],[' 1.38505e+10'],[' 0'],[' 0'],[' 2537 '],[' 6351 '],[' 6509 '],[' 3 '],[' 0 ']
Solving...,TA76, , , , ,[' 1'],[' 10401+'],[' 5203'],"[' 1035.393s (Solving', ' 920.00s 1st Model', ' 369.70s Unsat', ' 0.00s)']",[' 1029.094s'], ,[' 427645760'],"[' 8332226  (Analyzed', ' 191573)']","[' 3638     (Average', ' 52.66 Last', ' 18785)']",[' 20104.2 '],"[' 5203     (Average Length', ' 2651.82 Splits', ' 0)']","[' 191573   (Deleted', ' 147240)']","[' 51       (Ratio', '   0.03%)']","[' 23412    (Ratio', '  12.22%)']","[' 191573   (Average Length', '   32.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 191573   (Average', ' 1764.80 Max', ' 25957 Sum', ' 338088712)']","[' 188229   (Average', ' 1713.79 Max', ' 25957 Sum', ' 328315278 Ratio', '  97.11%)']","[' 3344     (Average', ' 2922.68 Max', ' 3231 Sum', ' 9773434 Ratio', '   2.89%)']", ,[' 456862  '],[' 32600   '],[' 418221  '],[' 198997  '],"[' 579870   (Atom=Atom', ' 146956 Body=Body', ' 103176 Other', ' 329738)']",[' Yes'],"[' 37917    (Eliminated', '    0 Frozen', ' 37917)']","[' 4470     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.668'],[' 0'], ,[' 323.814'],[' 0'],[' 26.9875'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.88045e+08'],[' 5.40982e+08'],[' 0'],[' 1.50172e+10'],[' 0'],[' 0'],[' 2347 '],[' 6472 '],[' 6597 '],[' 3 '],[' 0 ']
Solving...,TA77, , , , ,[' 1'],[' 11329+'],[' 5667'],"[' 1035.993s (Solving', ' 915.65s 1st Model', ' 417.87s Unsat', ' 0.00s)']",[' 1030.438s'], ,[' 461299916'],"[' 7433542  (Analyzed', ' 232314)']","[' 4115     (Average', ' 56.46 Last', ' 43301)']",[' 19748.0 '],"[' 5667     (Average Length', ' 2885.67 Splits', ' 0)']","[' 232314   (Deleted', ' 187517)']","[' 45       (Ratio', '   0.02%)']","[' 27841    (Ratio', '  11.98%)']","[' 232314   (Average Length', '   31.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 232314   (Average', ' 1588.84 Max', ' 25278 Sum', ' 369110540)']","[' 228810   (Average', ' 1540.34 Max', ' 25278 Sum', ' 357843420 Ratio', '  96.95%)']","[' 3504     (Average', ' 3215.50 Max', ' 3673 Sum', ' 11267120 Ratio', '   3.05%)']", ,[' 456600  '],[' 32586   '],[' 418271  '],[' 199373  '],"[' 581068   (Atom=Atom', ' 147364 Body=Body', ' 103134 Other', ' 330570)']",[' Yes'],"[' 38226    (Eliminated', '    0 Frozen', ' 38226)']","[' 5263     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 19.5684'],[' 0'], ,[' 301.361'],[' 0'],[' 27.7573'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.57452e+08'],[' 6.04874e+08'],[' 0'],[' 1.35218e+10'],[' 0'],[' 0'],[' 2328 '],[' 5509 '],[' 6388 '],[' 3 '],[' 0 ']
Solving...,TA78, , , , , ,[' 9401+'],[' 4703'],"[' 827.479s (Solving', ' 716.38s 1st Model', ' 218.87s Unsat', ' 0.00s)']",[' 823.484s'], ,[' 266392291'],"[' 9439964  (Analyzed', ' 35811)']","[' 2609     (Average', ' 13.73 Last', ' 1440)']",[' 22778.0 '],"[' 4703     (Average Length', ' 2384.81 Splits', ' 0)']","[' 35811    (Deleted', ' 10862)']","[' 25       (Ratio', '   0.07%)']","[' 3492     (Ratio', '   9.75%)']","[' 35811    (Average Length', '   40.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 35811    (Average', ' 4692.86 Max', ' 29441 Sum', ' 168056130)']","[' 33143    (Average', ' 4497.82 Max', ' 29441 Sum', ' 161071555 Ratio', '  95.84%)']","[' 2668     (Average', ' 2617.91 Max', ' 2702 Sum', ' 6984575 Ratio', '   4.16%)']", ,[' 456272  '],[' 32768   '],[' 417065  '],[' 199329  '],"[' 580991   (Atom=Atom', ' 147127 Body=Body', ' 103680 Other', ' 330184)']",[' Yes'],"[' 37658    (Eliminated', '    0 Frozen', ' 37658)']","[' 192      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.9888'],[' 0'], ,[' 301.663'],[' 0'],[' 16.0939'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.1177e+08'],[' 2.87321e+08'],[' 0'],[' 1.89315e+10'],[' 0'],[' 0'],[' 3084 '],[' 7900 '],[' 7245 '],[' 3 '],[' 0 ']
Solving...,TA79, , , , , ,[' 11671+'],[' 5839'],"[' 1041.548s (Solving', ' 911.17s 1st Model', ' 404.99s Unsat', ' 0.00s)']",[' 1036.328s'], ,[' 443089067'],"[' 8189506  (Analyzed', ' 200445)']","[' 4233     (Average', ' 47.35 Last', ' 20360)']",[' 20478.9 '],"[' 5840     (Average Length', ' 2956.89 Splits', ' 0)']","[' 200445   (Deleted', ' 154541)']","[' 53       (Ratio', '   0.03%)']","[' 24698    (Ratio', '  12.32%)']","[' 200445   (Average Length', '   32.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 200445   (Average', ' 1707.12 Max', ' 25777 Sum', ' 342182944)']","[' 197287   (Average', ' 1656.48 Max', ' 25777 Sum', ' 332033616 Ratio', '  97.03%)']","[' 3158     (Average', ' 3213.85 Max', ' 3607 Sum', ' 10149328 Ratio', '   2.97%)']", ,[' 459204  '],[' 32842   '],[' 421165  '],[' 200641  '],"[' 585312   (Atom=Atom', ' 148558 Body=Body', ' 103902 Other', ' 332852)']",[' Yes'],"[' 38776    (Eliminated', '    0 Frozen', ' 38776)']","[' 4829     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 20.3613'],[' 0'], ,[' 297.977'],[' 0'],[' 26.2212'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.26758e+08'],[' 5.77463e+08'],[' 0'],[' 1.43262e+10'],[' 0'],[' 0'],[' 2283 '],[' 4960 '],[' 8453 '],[' 3 '],[' 0 ']
Solving...,TA80, , , , , ,[' 11071+'],[' 5538'],"[' 1042.391s (Solving', ' 918.98s 1st Model', ' 459.64s Unsat', ' 0.00s)']",[' 1036.906s'], ,[' 487103247'],"[' 6774193  (Analyzed', ' 240445)']","[' 4012     (Average', ' 59.93 Last', ' 41331)']",[' 19792.4 '],"[' 5539     (Average Length', ' 2814.14 Splits', ' 0)']","[' 240445   (Deleted', ' 191132)']","[' 63       (Ratio', '   0.03%)']","[' 30861    (Ratio', '  12.83%)']","[' 240445   (Average Length', '   33.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 240445   (Average', ' 1644.91 Max', ' 25426 Sum', ' 395511369)']","[' 237318   (Average', ' 1605.27 Max', ' 25426 Sum', ' 385978399 Ratio', '  97.59%)']","[' 3127     (Average', ' 3048.60 Max', ' 11565 Sum', ' 9532970 Ratio', '   2.41%)']", ,[' 456838  '],[' 32664   '],[' 418371  '],[' 199544  '],"[' 581780   (Atom=Atom', ' 147546 Body=Body', ' 103368 Other', ' 330866)']",[' Yes'],"[' 38168    (Eliminated', '    0 Frozen', ' 38168)']","[' 5907     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.5645'],[' 0'], ,[' 288.969'],[' 0'],[' 29.0797'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.11472e+08'],[' 6.57765e+08'],[' 0'],[' 1.23458e+10'],[' 0'],[' 0'],[' 2469 '],[' 4485 '],[' 6021 '],[' 3 '],[' 0 ']
