Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,swv11, , ,[' 1'],[' 683+'],[' 348'],"[' 1000.433s (Solving', ' 998.82s 1st Model', ' 1.33s Unsat', ' 0.00s)']",[' 998.891s'], ,[' 87554352'],"[' 38753161 (Analyzed', ' 38717374)']","[' 64483    (Average', ' 600.43 Last', ' 278316)']",[' 1752.1  '],"[' 348      (Average Length', ' 169.43 Splits', ' 0)']","[' 38717374 (Deleted', ' 38349943)']","[' 12       (Ratio', '   0.00%)']","[' 7873     (Ratio', '   0.02%)']","[' 38717374 (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 38717374 (Average', '  2.21 Max', ' 2326 Sum', ' 85428466)']","[' 38716860 (Average', '  2.20 Max', ' 2326 Sum', ' 85354791 Ratio', '  99.91%)']","[' 514      (Average', ' 143.34 Max', ' 235 Sum', '  73675 Ratio', '   0.09%)']", ,[' 70346   '],[' 3891    '],[' 70185   '],[' 38233   '],"[' 114695   (Atom=Atom', ' 34840 Body=Body', ' 16591 Other', ' 63264)']",[' Yes'],"[' 4230     (Eliminated', '    0 Frozen', ' 4230)']","[' 1431     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.377949'],[' 0'], ,[' 801.488'],[' 0'],[' 12.4504'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.18102e+08'],[' 1.19382e+08'],[' 0'],[' 1.36649e+11'],[' 0'],[' 0'],[' 1104 '],[' 2053 '],[' 2651 '],[' 3534 '],[' 4549 '],[' 5589 '],[' 6 '],[' 0 ']
Solving...,swv12, , ,[' 1'],[' 659+'],[' 336'],"[' 1000.519s (Solving', ' 998.95s 1st Model', ' 1.27s Unsat', ' 0.00s)']",[' 999.328s'], ,[' 103376202'],"[' 44103068 (Analyzed', ' 44066775)']","[' 76554    (Average', ' 575.63 Last', ' 97458)']",[' 1607.8  '],"[' 336      (Average Length', ' 164.75 Splits', ' 0)']","[' 44066775 (Deleted', ' 43667915)']","[' 30       (Ratio', '   0.00%)']","[' 9755     (Ratio', '   0.02%)']","[' 44066775 (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 44066775 (Average', '  2.29 Max', ' 2112 Sum', ' 100998630)']","[' 44066125 (Average', '  2.29 Max', ' 2112 Sum', ' 100908419 Ratio', '  99.91%)']","[' 650      (Average', ' 138.79 Max', ' 224 Sum', '  90211 Ratio', '   0.09%)']", ,[' 70013   '],[' 3914    '],[' 69842   '],[' 37528   '],"[' 112580   (Atom=Atom', ' 34112 Body=Body', ' 16614 Other', ' 61854)']",[' Yes'],"[' 4243     (Eliminated', '    0 Frozen', ' 4243)']","[' 1664     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.36183'],[' 0'], ,[' 774.617'],[' 0'],[' 12.4854'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.73834e+08'],[' 1.63972e+08'],[' 0'],[' 1.27955e+11'],[' 0'],[' 0'],[' 1001 '],[' 2054 '],[' 3115 '],[' 3672 '],[' 4769 '],[' 5727 '],[' 6 '],[' 0 ']
Solving...,swv13, , ,[' 1'],[' 533+'],[' 273'],"[' 1000.344s (Solving', ' 999.20s 1st Model', ' 1.27s Unsat', ' 0.00s)']",[' 998.859s'], ,[' 115455174'],"[' 45066332 (Analyzed', ' 45043848)']","[' 76062    (Average', ' 592.20 Last', ' 29881)']",[' 1612.2  '],"[' 273      (Average Length', ' 133.37 Splits', ' 0)']","[' 45043848 (Deleted', ' 44649678)']","[' 20       (Ratio', '   0.00%)']","[' 10795    (Ratio', '   0.02%)']","[' 45043848 (Average Length', '   19.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 45043848 (Average', '  2.51 Max', ' 2213 Sum', ' 112970938)']","[' 45043339 (Average', '  2.51 Max', ' 2213 Sum', ' 112902695 Ratio', '  99.94%)']","[' 509      (Average', ' 134.07 Max', ' 202 Sum', '  68243 Ratio', '   0.06%)']", ,[' 70758   '],[' 3953    '],[' 70524   '],[' 38630   '],"[' 115886   (Atom=Atom', ' 35175 Body=Body', ' 16653 Other', ' 64058)']",[' Yes'],"[' 4219     (Eliminated', '    0 Frozen', ' 4219)']","[' 1665     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.311975'],[' 0'], ,[' 767.504'],[' 0'],[' 13.5123'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.00577e+08'],[' 1.84931e+08'],[' 0'],[' 1.24531e+11'],[' 0'],[' 0'],[' 1104 '],[' 2178 '],[' 3068 '],[' 3756 '],[' 4809 '],[' 6197 '],[' 6 '],[' 0 ']
Solving...,swv14, , ,[' 1'],[' 667+'],[' 340'],"[' 1000.522s (Solving', ' 998.77s 1st Model', ' 1.25s Unsat', ' 0.00s)']",[' 999.016s'], ,[' 95386292'],"[' 38529293 (Analyzed', ' 38497711)']","[' 67345    (Average', ' 571.65 Last', ' 212038)']",[' 1710.8  '],"[' 340      (Average Length', ' 166.46 Splits', ' 0)']","[' 38497711 (Deleted', ' 38126249)']","[' 9        (Ratio', '   0.00%)']","[' 9140     (Ratio', '   0.02%)']","[' 38497711 (Average Length', '   18.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 38497711 (Average', '  2.42 Max', ' 2166 Sum', ' 93177769)']","[' 38497095 (Average', '  2.42 Max', ' 2166 Sum', ' 93108219 Ratio', '  99.93%)']","[' 616      (Average', ' 112.91 Max', ' 217 Sum', '  69550 Ratio', '   0.07%)']", ,[' 69413   '],[' 3887    '],[' 69246   '],[' 36925   '],"[' 110771   (Atom=Atom', ' 33536 Body=Body', ' 16587 Other', ' 60648)']",[' Yes'],"[' 4220     (Eliminated', '    0 Frozen', ' 4220)']","[' 1459     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.39013'],[' 0'], ,[' 796.071'],[' 0'],[' 12.892'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.53085e+08'],[' 1.55173e+08'],[' 0'],[' 1.3256e+11'],[' 0'],[' 0'],[' 864 '],[' 1941 '],[' 2760 '],[' 3338 '],[' 4249 '],[' 5207 '],[' 6 '],[' 0 ']
Solving...,swv15, , ,[' 1'],[' 473+'],[' 243'],"[' 1000.423s (Solving', ' 999.10s 1st Model', ' 0.86s Unsat', ' 0.00s)']",[' 999.563s'], ,[' 102616766'],"[' 38694770 (Analyzed', ' 38679724)']","[' 65913    (Average', ' 586.83 Last', ' 62882)']",[' 1466.1  '],"[' 243      (Average Length', ' 118.67 Splits', ' 0)']","[' 38679724 (Deleted', ' 38355204)']","[' 6        (Ratio', '   0.00%)']","[' 11938    (Ratio', '   0.03%)']","[' 38679724 (Average Length', '   20.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 38679724 (Average', '  2.60 Max', ' 2186 Sum', ' 100408364)']","[' 38679272 (Average', '  2.59 Max', ' 2186 Sum', ' 100355075 Ratio', '  99.95%)']","[' 452      (Average', ' 117.90 Max', ' 183 Sum', '  53289 Ratio', '   0.05%)']", ,[' 70615   '],[' 3989    '],[' 70351   '],[' 38710   '],"[' 116126   (Atom=Atom', ' 35219 Body=Body', ' 16689 Other', ' 64218)']",[' Yes'],"[' 4225     (Eliminated', '    0 Frozen', ' 4225)']","[' 2036     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.265622'],[' 0'], ,[' 794.661'],[' 0'],[' 13.8956'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.72851e+08'],[' 1.67506e+08'],[' 0'],[' 1.30984e+11'],[' 0'],[' 0'],[' 1210 '],[' 2159 '],[' 3138 '],[' 3893 '],[' 4880 '],[' 5992 '],[' 6 '],[' 0 ']
Solving...,swv16, , , ,[' 479'],[' 246'],"[' 673.640s (Solving', ' 672.64s 1st Model', ' 0.59s Unsat', ' 5.25s)']",[' 672.391s'], ,[' 62100571'],"[' 44603316 (Analyzed', ' 44592550)']","[' 81400    (Average', ' 547.82 Last', ' 111291)']",[' 1322.6  '],"[' 246      (Average Length', ' 119.26 Splits', ' 0)']","[' 44592550 (Deleted', ' 44069637)']","[' 23       (Ratio', '   0.00%)']","[' 2139     (Ratio', '   0.00%)']","[' 44592550 (Average Length', '   12.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 44592550 (Average', '  1.36 Max', ' 1637 Sum', ' 60501722)']","[' 44592409 (Average', '  1.36 Max', ' 1637 Sum', ' 60495070 Ratio', '  99.99%)']","[' 141      (Average', ' 47.18 Max', ' 182 Sum', '   6652 Ratio', '   0.01%)']", ,[' 51257   '],[' 2495    '],[' 50995   '],[' 28953   '],"[' 86855    (Atom=Atom', ' 26956 Body=Body', ' 15195 Other', ' 44704)']",[' Yes'],"[' 2733     (Eliminated', '    0 Frozen', ' 2733)']","[' 296      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.243392'],[' 0'], ,[' 439.871'],[' 0'],[' 9.37019'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.58044e+08'],[' 5.82633e+07'],[' 0'],[' 5.83505e+10'],[' 0'],[' 0'],[' 810 '],[' 1591 '],[' 1959 '],[' 2593 '],[' 3051 '],[' 3520 '],[' 4 '],[' 2 ']
Solving...,swv17, , , ,[' 491'],[' 252'],"[' 690.877s (Solving', ' 689.89s 1st Model', ' 0.45s Unsat', ' 22.58s)']",[' 690.266s'], ,[' 69745686'],"[' 49222949 (Analyzed', ' 49210244)']","[' 86493    (Average', ' 568.95 Last', ' 350251)']",[' 1201.1  '],"[' 252      (Average Length', ' 122.71 Splits', ' 0)']","[' 49210244 (Deleted', ' 48653560)']","[' 29       (Ratio', '   0.00%)']","[' 2524     (Ratio', '   0.01%)']","[' 49210244 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 49210244 (Average', '  1.38 Max', ' 1658 Sum', ' 68104478)']","[' 49210080 (Average', '  1.38 Max', ' 1658 Sum', ' 68093073 Ratio', '  99.98%)']","[' 164      (Average', ' 69.54 Max', ' 195 Sum', '  11405 Ratio', '   0.02%)']", ,[' 51348   '],[' 2516    '],[' 51093   '],[' 28714   '],"[' 86138    (Atom=Atom', ' 26696 Body=Body', ' 15216 Other', ' 44226)']",[' Yes'],"[' 2761     (Eliminated', '    0 Frozen', ' 2761)']","[' 335      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.223522'],[' 0'], ,[' 434.354'],[' 0'],[' 8.79435'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.81045e+08'],[' 6.90545e+07'],[' 0'],[' 5.41938e+10'],[' 0'],[' 0'],[' 719 '],[' 1319 '],[' 1873 '],[' 2715 '],[' 3188 '],[' 3838 '],[' 4 '],[' 2 ']
Solving...,swv18, , , ,[' 549'],[' 281'],"[' 835.028s (Solving', ' 834.03s 1st Model', ' 0.78s Unsat', ' 0.08s)']",[' 834.578s'], ,[' 58730679'],"[' 39712913 (Analyzed', ' 39688338)']","[' 73947    (Average', ' 536.71 Last', ' 361200)']",[' 1267.1  '],"[' 281      (Average Length', ' 137.07 Splits', ' 0)']","[' 39688338 (Deleted', ' 39193378)']","[' 17       (Ratio', '   0.00%)']","[' 2923     (Ratio', '   0.01%)']","[' 39688338 (Average Length', '   12.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 39688338 (Average', '  1.44 Max', ' 1582 Sum', ' 57219979)']","[' 39688076 (Average', '  1.44 Max', ' 1582 Sum', ' 57189219 Ratio', '  99.95%)']","[' 262      (Average', ' 117.40 Max', ' 183 Sum', '  30760 Ratio', '   0.05%)']", ,[' 52345   '],[' 2647    '],[' 52119   '],[' 30096   '],"[' 90284    (Atom=Atom', ' 27947 Body=Body', ' 15347 Other', ' 46990)']",[' Yes'],"[' 2921     (Eliminated', '    0 Frozen', ' 2921)']","[' 587      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.259294'],[' 0'], ,[' 623.468'],[' 0'],[' 12.6068'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.52634e+08'],[' 6.38296e+07'],[' 0'],[' 9.11886e+10'],[' 0'],[' 0'],[' 688 '],[' 1250 '],[' 2086 '],[' 2622 '],[' 3166 '],[' 3607 '],[' 5 '],[' 1 ']
Solving...,swv19, , ,[' 1'],[' 391+'],[' 202'],"[' 712.029s (Solving', ' 711.14s 1st Model', ' 0.53s Unsat', ' 44.36s)']",[' 711.109s'], ,[' 52866459'],"[' 30930873 (Analyzed', ' 30919666)']","[' 56248    (Average', ' 549.70 Last', ' 24769)']",[' 1285.6  '],"[' 202      (Average Length', ' 97.51 Splits', ' 0)']","[' 30919666 (Deleted', ' 30583629)']","[' 37       (Ratio', '   0.00%)']","[' 3752     (Ratio', '   0.01%)']","[' 30919666 (Average Length', '   14.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 30919666 (Average', '  1.67 Max', ' 1656 Sum', ' 51510953)']","[' 30919518 (Average', '  1.67 Max', ' 1656 Sum', ' 51501993 Ratio', '  99.98%)']","[' 148      (Average', ' 60.54 Max', ' 157 Sum', '   8960 Ratio', '   0.02%)']", ,[' 52324   '],[' 2592    '],[' 52019   '],[' 29618   '],"[' 88850    (Atom=Atom', ' 27524 Body=Body', ' 15292 Other', ' 46034)']",[' Yes'],"[' 2787     (Eliminated', '    0 Frozen', ' 2787)']","[' 583      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.205743'],[' 0'], ,[' 554.384'],[' 0'],[' 10.3271'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.38833e+08'],[' 6.59962e+07'],[' 0'],[' 9.02201e+10'],[' 0'],[' 0'],[' 831 '],[' 1332 '],[' 2209 '],[' 2697 '],[' 3474 '],[' 4082 '],[' 4 '],[' 2 ']
Solving...,swv20, , ,[' 1'],[' 395+'],[' 204'],"[' 1000.344s (Solving', ' 999.45s 1st Model', ' 0.28s Unsat', ' 0.00s)']",[' 999.484s'], ,[' 63062554'],"[' 42165351 (Analyzed', ' 42156986)']","[' 76449    (Average', ' 551.44 Last', ' 328587)']",[' 1103.6  '],"[' 204      (Average Length', ' 98.06 Splits', ' 0)']","[' 42156986 (Deleted', ' 41660108)']","[' 9        (Ratio', '   0.00%)']","[' 2918     (Ratio', '   0.01%)']","[' 42156986 (Average Length', '   13.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 42156986 (Average', '  1.46 Max', ' 1441 Sum', ' 61525407)']","[' 42156729 (Average', '  1.46 Max', ' 1441 Sum', ' 61504511 Ratio', '  99.97%)']","[' 257      (Average', ' 81.31 Max', ' 151 Sum', '  20896 Ratio', '   0.03%)']", ,[' 51025   '],[' 2498    '],[' 50721   '],[' 28316   '],"[' 84944    (Atom=Atom', ' 26316 Body=Body', ' 15198 Other', ' 43430)']",[' Yes'],"[' 2694     (Eliminated', '    0 Frozen', ' 2694)']","[' 478      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.200279'],[' 0'], ,[' 779.886'],[' 0'],[' 15.2327'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.63075e+08'],[' 6.72582e+07'],[' 0'],[' 1.25531e+11'],[' 0'],[' 0'],[' 775 '],[' 1433 '],[' 1909 '],[' 2509 '],[' 3259 '],[' 3968 '],[' 6 '],[' 0 ']
