Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 919'],[' 469'],"[' 209.264s (Solving', ' 207.33s 1st Model', ' 0.77s Unsat', ' 2.69s)']",[' 208.750s'], ,[' 19938863'],"[' 12464808 (Analyzed', ' 12432169)']","[' 25299    (Average', ' 491.41 Last', ' 35852)']",[' 1509.4  '],"[' 469      (Average Length', ' 314.92 Splits', ' 0)']","[' 12432169 (Deleted', ' 12257602)']","[' 30       (Ratio', '   0.00%)']","[' 1763     (Ratio', '   0.01%)']","[' 12432169 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12432169 (Average', '  1.53 Max', ' 2247 Sum', ' 19057927)']","[' 12431991 (Average', '  1.53 Max', ' 2247 Sum', ' 19020917 Ratio', '  99.81%)']","[' 178      (Average', ' 207.92 Max', ' 518 Sum', '  37010 Ratio', '   0.19%)']", ,[' 80352   '],[' 2647    '],[' 74280   '],[' 24221   '],"[' 61850    (Atom=Atom', ' 18337 Body=Body', ' 11013 Other', ' 32500)']",[' Yes'],"[' 3885     (Eliminated', '    0 Frozen', ' 3885)']","[' 240      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.344499'],[' 0'], ,[' 132.316'],[' 0'],[' 3.13925'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.48488e+07'],[' 2.60901e+07'],[' 0'],[' 9.76508e+09'],[' 0'],[' 0'],[' 617 '],[' 1099 '],[' 1719 '],[' 2075 '],[' 2628 '],[' 3069 '],[' 3490 '],[' 4081 '],[' 4410 '],[' 3 '],[' 6 ']
Solving...,TA62, , ,[' 961'],[' 490'],"[' 247.520s (Solving', ' 245.64s 1st Model', ' 0.68s Unsat', ' 41.36s)']",[' 246.859s'], ,[' 20064113'],"[' 11413883 (Analyzed', ' 11310794)']","[' 24596    (Average', ' 459.86 Last', ' 11067)']",[' 1433.1  '],"[' 490      (Average Length', ' 315.72 Splits', ' 0)']","[' 11310794 (Deleted', ' 11129296)']","[' 16       (Ratio', '   0.00%)']","[' 1679     (Ratio', '   0.01%)']","[' 11310794 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11310794 (Average', '  1.69 Max', ' 2300 Sum', ' 19126540)']","[' 11310623 (Average', '  1.69 Max', ' 2300 Sum', ' 19077107 Ratio', '  99.74%)']","[' 171      (Average', ' 289.08 Max', ' 460 Sum', '  49433 Ratio', '   0.26%)']", ,[' 81396   '],[' 2758    '],[' 75184   '],[' 24863   '],"[' 63559    (Atom=Atom', ' 18800 Body=Body', ' 11345 Other', ' 33414)']",[' Yes'],"[' 4012     (Eliminated', '    0 Frozen', ' 4012)']","[' 202      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.325515'],[' 0'], ,[' 174.333'],[' 0'],[' 4.27293'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.93842e+07'],[' 2.36479e+07'],[' 0'],[' 1.31301e+10'],[' 0'],[' 0'],[' 615 '],[' 1022 '],[' 1678 '],[' 2035 '],[' 2530 '],[' 3304 '],[' 3714 '],[' 4338 '],[' 4618 '],[' 3 '],[' 6 ']
Solving...,TA63, , ,[' 935'],[' 477'],"[' 98.030s (Solving', ' 96.02s 1st Model', ' 0.85s Unsat', ' 23.31s)']",[' 97.578s'], ,[' 7696099 '],"[' 4596052  (Analyzed', ' 4589529)']","[' 10340    (Average', ' 443.86 Last', ' 12262)']",[' 1675.7  '],"[' 477      (Average Length', ' 321.36 Splits', ' 0)']","[' 4589529  (Deleted', ' 4511691)']","[' 20       (Ratio', '   0.00%)']","[' 1322     (Ratio', '   0.03%)']","[' 4589529  (Average Length', '   13.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4589529  (Average', '  1.51 Max', ' 2509 Sum', ' 6926942)']","[' 4589449  (Average', '  1.51 Max', ' 2509 Sum', ' 6913045 Ratio', '  99.80%)']","[' 80       (Average', ' 173.71 Max', ' 487 Sum', '  13897 Ratio', '   0.20%)']", ,[' 81041   '],[' 2736    '],[' 74927   '],[' 24659   '],"[' 63160    (Atom=Atom', ' 18690 Body=Body', ' 11276 Other', ' 33194)']",[' Yes'],"[' 3980     (Eliminated', '    0 Frozen', ' 3980)']","[' 80       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.378978'],[' 0'], ,[' 65.3093'],[' 0'],[' 1.41989'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.88875e+07'],[' 8.43445e+06'],[' 0'],[' 4.79291e+09'],[' 0'],[' 0'],[' 562 '],[' 1071 '],[' 1417 '],[' 1836 '],[' 2450 '],[' 2822 '],[' 3204 '],[' 3663 '],[' 4038 '],[' 1 '],[' 8 ']
Solving...,TA64, , ,[' 989'],[' 504'],"[' 287.201s (Solving', ' 285.05s 1st Model', ' 0.87s Unsat', ' 13.46s)']",[' 286.328s'], ,[' 28555979'],"[' 20436870 (Analyzed', ' 20422556)']","[' 41315    (Average', ' 494.31 Last', ' 48733)']",[' 1638.2  '],"[' 504      (Average Length', ' 329.87 Splits', ' 0)']","[' 20422556 (Deleted', ' 20122265)']","[' 16       (Ratio', '   0.00%)']","[' 1563     (Ratio', '   0.01%)']","[' 20422556 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20422556 (Average', '  1.34 Max', ' 2264 Sum', ' 27421341)']","[' 20422379 (Average', '  1.34 Max', ' 2264 Sum', ' 27382217 Ratio', '  99.86%)']","[' 177      (Average', ' 221.04 Max', ' 481 Sum', '  39124 Ratio', '   0.14%)']", ,[' 80792   '],[' 2699    '],[' 74710   '],[' 24525   '],"[' 62703    (Atom=Atom', ' 18575 Body=Body', ' 11158 Other', ' 32970)']",[' Yes'],"[' 3965     (Eliminated', '    0 Frozen', ' 3965)']","[' 275      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.4094'],[' 0'], ,[' 165.072'],[' 0'],[' 3.25671'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.60273e+07'],[' 2.88593e+07'],[' 0'],[' 1.16525e+10'],[' 0'],[' 0'],[' 782 '],[' 1359 '],[' 1882 '],[' 2243 '],[' 2716 '],[' 3190 '],[' 3595 '],[' 3972 '],[' 4278 '],[' 4 '],[' 5 ']
Solving...,TA65, , ,[' 907'],[' 463'],"[' 168.186s (Solving', ' 166.28s 1st Model', ' 0.69s Unsat', ' 93.58s)']",[' 167.844s'], ,[' 8774575 '],"[' 5749918  (Analyzed', ' 5593763)']","[' 12641    (Average', ' 442.51 Last', ' 2683)']",[' 1539.7  '],"[' 463      (Average Length', ' 312.45 Splits', ' 0)']","[' 5593763  (Deleted', ' 5493223)']","[' 31       (Ratio', '   0.00%)']","[' 1314     (Ratio', '   0.02%)']","[' 5593763  (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5593763  (Average', '  1.43 Max', ' 2398 Sum', ' 7971679)']","[' 5593601  (Average', '  1.42 Max', ' 2398 Sum', ' 7921383 Ratio', '  99.37%)']","[' 162      (Average', ' 310.47 Max', ' 507 Sum', '  50296 Ratio', '   0.63%)']", ,[' 80922   '],[' 2703    '],[' 74746   '],[' 24558   '],"[' 62634    (Atom=Atom', ' 18555 Body=Body', ' 11181 Other', ' 32898)']",[' Yes'],"[' 3936     (Eliminated', '    0 Frozen', ' 3936)']","[' 95       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.345575'],[' 0'], ,[' 127.029'],[' 0'],[' 2.9345'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.25196e+07'],[' 9.64397e+06'],[' 0'],[' 9.27428e+09'],[' 0'],[' 0'],[' 579 '],[' 1018 '],[' 1404 '],[' 1781 '],[' 2307 '],[' 2774 '],[' 3298 '],[' 3843 '],[' 4180 '],[' 1 '],[' 8 ']
Solving...,TA66, , ,[' 1171'],[' 595'],"[' 209.298s (Solving', ' 206.98s 1st Model', ' 1.04s Unsat', ' 2.75s)']",[' 208.391s'], ,[' 15084459'],"[' 9708812  (Analyzed', ' 9685915)']","[' 19717    (Average', ' 491.25 Last', ' 254332)']",[' 1632.7  '],"[' 595      (Average Length', ' 372.51 Splits', ' 0)']","[' 9685915  (Deleted', ' 9550220)']","[' 25       (Ratio', '   0.00%)']","[' 1825     (Ratio', '   0.02%)']","[' 9685915  (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9685915  (Average', '  1.46 Max', ' 2372 Sum', ' 14141451)']","[' 9685731  (Average', '  1.45 Max', ' 2372 Sum', ' 14081912 Ratio', '  99.58%)']","[' 184      (Average', ' 323.58 Max', ' 611 Sum', '  59539 Ratio', '   0.42%)']", ,[' 81223   '],[' 2734    '],[' 75164   '],[' 24826   '],"[' 63457    (Atom=Atom', ' 18800 Body=Body', ' 11271 Other', ' 33386)']",[' Yes'],"[' 4086     (Eliminated', '    0 Frozen', ' 4086)']","[' 202      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.435424'],[' 0'], ,[' 143.621'],[' 0'],[' 2.89093'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.95909e+07'],[' 1.77118e+07'],[' 0'],[' 9.88041e+09'],[' 0'],[' 0'],[' 546 '],[' 987 '],[' 1488 '],[' 1778 '],[' 2235 '],[' 2719 '],[' 3134 '],[' 3751 '],[' 4217 '],[' 3 '],[' 6 ']
Solving...,TA67, , ,[' 957'],[' 488'],"[' 238.697s (Solving', ' 236.62s 1st Model', ' 0.89s Unsat', ' 97.44s)']",[' 237.719s'], ,[' 22296510'],"[' 15384507 (Analyzed', ' 15362891)']","[' 32394    (Average', ' 474.25 Last', ' 95712)']",[' 1633.4  '],"[' 488      (Average Length', ' 317.46 Splits', ' 0)']","[' 15362891 (Deleted', ' 15118883)']","[' 19       (Ratio', '   0.00%)']","[' 1549     (Ratio', '   0.01%)']","[' 15362891 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15362891 (Average', '  1.38 Max', ' 2391 Sum', ' 21257128)']","[' 15362788 (Average', '  1.38 Max', ' 2391 Sum', ' 21235971 Ratio', '  99.90%)']","[' 103      (Average', ' 205.41 Max', ' 483 Sum', '  21157 Ratio', '   0.10%)']", ,[' 80852   '],[' 2698    '],[' 74715   '],[' 24539   '],"[' 62632    (Atom=Atom', ' 18560 Body=Body', ' 11166 Other', ' 32906)']",[' Yes'],"[' 3947     (Eliminated', '    0 Frozen', ' 3947)']","[' 151      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.386394'],[' 0'], ,[' 142.435'],[' 0'],[' 3.74792'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.09482e+07'],[' 2.55963e+07'],[' 0'],[' 1.00782e+10'],[' 0'],[' 0'],[' 873 '],[' 1213 '],[' 1743 '],[' 2289 '],[' 2876 '],[' 3158 '],[' 3608 '],[' 4071 '],[' 4436 '],[' 2 '],[' 7 ']
Solving...,TA68, , ,[' 977'],[' 498'],"[' 298.711s (Solving', ' 296.75s 1st Model', ' 0.75s Unsat', ' 26.82s)']",[' 298.063s'], ,[' 22992735'],"[' 15668357 (Analyzed', ' 15620879)']","[' 31691    (Average', ' 492.91 Last', ' 7636)']",[' 1477.4  '],"[' 498      (Average Length', ' 320.14 Splits', ' 0)']","[' 15620879 (Deleted', ' 15403772)']","[' 40       (Ratio', '   0.00%)']","[' 1906     (Ratio', '   0.01%)']","[' 15620879 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15620879 (Average', '  1.41 Max', ' 2305 Sum', ' 22040481)']","[' 15620674 (Average', '  1.41 Max', ' 2305 Sum', ' 21985432 Ratio', '  99.75%)']","[' 205      (Average', ' 268.53 Max', ' 507 Sum', '  55049 Ratio', '   0.25%)']", ,[' 80599   '],[' 2698    '],[' 74600   '],[' 24441   '],"[' 62679    (Atom=Atom', ' 18570 Body=Body', ' 11166 Other', ' 32943)']",[' Yes'],"[' 3963     (Eliminated', '    0 Frozen', ' 3963)']","[' 245      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.376008'],[' 0'], ,[' 199.574'],[' 0'],[' 4.43305'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.18331e+07'],[' 2.64701e+07'],[' 0'],[' 1.47399e+10'],[' 0'],[' 0'],[' 516 '],[' 1051 '],[' 1500 '],[' 1992 '],[' 2401 '],[' 2782 '],[' 3313 '],[' 3964 '],[' 4406 '],[' 4 '],[' 5 ']
Solving...,TA69, ,[' 1'],[' 989+'],[' 504'],"[' 338.738s (Solving', ' 336.69s 1st Model', ' 0.86s Unsat', ' 0.58s)']",[' 337.719s'], ,[' 23551040'],"[' 16169340 (Analyzed', ' 16120644)']","[' 33040    (Average', ' 487.91 Last', ' 14080)']",[' 1581.5  '],"[' 504      (Average Length', ' 328.79 Splits', ' 0)']","[' 16120644 (Deleted', ' 15889718)']","[' 18       (Ratio', '   0.00%)']","[' 1923     (Ratio', '   0.01%)']","[' 16120644 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16120644 (Average', '  1.39 Max', ' 2376 Sum', ' 22479126)']","[' 16120487 (Average', '  1.39 Max', ' 2376 Sum', ' 22432281 Ratio', '  99.79%)']","[' 157      (Average', ' 298.38 Max', ' 511 Sum', '  46845 Ratio', '   0.21%)']", ,[' 81056   '],[' 2694    '],[' 74878   '],[' 24635   '],"[' 62683    (Atom=Atom', ' 18560 Body=Body', ' 11154 Other', ' 32969)']",[' Yes'],"[' 3967     (Eliminated', '    0 Frozen', ' 3967)']","[' 237      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.391247'],[' 0'], ,[' 240.7'],[' 0'],[' 5.3543'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.97464e+07'],[' 2.37523e+07'],[' 0'],[' 1.79067e+10'],[' 0'],[' 0'],[' 654 '],[' 1249 '],[' 1605 '],[' 1982 '],[' 2743 '],[' 3062 '],[' 3552 '],[' 4140 '],[' 4521 '],[' 5 '],[' 4 ']
Solving...,TA70, , ,[' 705'],[' 362'],"[' 219.894s (Solving', ' 218.29s 1st Model', ' 0.57s Unsat', ' 14.94s)']",[' 219.328s'], ,[' 16002923'],"[' 10575851 (Analyzed', ' 10555949)']","[' 22760    (Average', ' 463.79 Last', ' 23656)']",[' 1510.7  '],"[' 362      (Average Length', ' 265.11 Splits', ' 0)']","[' 10555949 (Deleted', ' 10392813)']","[' 18       (Ratio', '   0.00%)']","[' 1576     (Ratio', '   0.01%)']","[' 10555949 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10555949 (Average', '  1.45 Max', ' 2336 Sum', ' 15266045)']","[' 10555823 (Average', '  1.44 Max', ' 2336 Sum', ' 15238517 Ratio', '  99.82%)']","[' 126      (Average', ' 218.48 Max', ' 432 Sum', '  27528 Ratio', '   0.18%)']", ,[' 81490   '],[' 2774    '],[' 75086   '],[' 24891   '],"[' 63367    (Atom=Atom', ' 18738 Body=Body', ' 11394 Other', ' 33235)']",[' Yes'],"[' 3903     (Eliminated', '    0 Frozen', ' 3903)']","[' 240      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.276378'],[' 0'], ,[' 154.23'],[' 0'],[' 3.603'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.16502e+07'],[' 1.79943e+07'],[' 0'],[' 1.15798e+10'],[' 0'],[' 0'],[' 571 '],[' 1060 '],[' 1534 '],[' 2225 '],[' 2823 '],[' 3145 '],[' 3630 '],[' 4383 '],[' 4614 '],[' 3 '],[' 6 ']
