Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , ,[' 1'],[' 5241+'],[' 2623'],"[' 605.501s (Solving', ' 584.83s 1st Model', ' 413.13s Unsat', ' 0.00s)']",[' 600.922s'], ,[' 288644976'],"[' 3114037  (Analyzed', ' 1452061)']","[' 5839     (Average', ' 248.68 Last', ' 189616)']",[' 6967.1  '],"[' 2623     (Average Length', ' 1290.65 Splits', ' 0)']","[' 1452061  (Deleted', ' 1381923)']","[' 293      (Ratio', '   0.02%)']","[' 55366    (Ratio', '   3.81%)']","[' 1452061  (Average Length', '   23.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1452061  (Average', ' 187.56 Max', ' 7640 Sum', ' 272343858)']","[' 1451590  (Average', ' 187.15 Max', ' 7640 Sum', ' 271757554 Ratio', '  99.78%)']","[' 471      (Average', ' 1244.81 Max', ' 1247 Sum', ' 586304 Ratio', '   0.22%)']", ,[' 116762  '],[' 10105   '],[' 115541  '],[' 57100   '],"[' 199595   (Atom=Atom', ' 55944 Body=Body', ' 33576 Other', ' 110075)']",[' Yes'],"[' 12603    (Eliminated', '    0 Frozen', ' 12603)']","[' 5778     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.0331'],[' 0'], ,[' 202.07'],[' 0'],[' 19.1866'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.61644e+08'],[' 7.73904e+08'],[' 0'],[' 5.91577e+09'],[' 0'],[' 0'],[' 1684 '],[' 3409 '],[' 2 '],[' 0 ']
Solving...,TA52, , , ,[' 1'],[' 4855+'],[' 2430'],"[' 604.156s (Solving', ' 586.81s 1st Model', ' 477.54s Unsat', ' 0.00s)']",[' 597.719s'], ,[' 296450066'],"[' 3025505  (Analyzed', ' 1423460)']","[' 5687     (Average', ' 250.30 Last', ' 232102)']",[' 6931.3  '],"[' 2430     (Average Length', ' 1186.81 Splits', ' 0)']","[' 1423460  (Deleted', ' 1352632)']","[' 347      (Ratio', '   0.02%)']","[' 60504    (Ratio', '   4.25%)']","[' 1423460  (Average Length', '   25.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1423460  (Average', ' 197.55 Max', ' 8204 Sum', ' 281210501)']","[' 1422947  (Average', ' 197.13 Max', ' 7401 Sum', ' 280612856 Ratio', '  99.79%)']","[' 513      (Average', ' 1165.00 Max', ' 1165 Sum', ' 597645 Ratio', '   0.21%)']", ,[' 117109  '],[' 10187   '],[' 115669  '],[' 57300   '],"[' 200033   (Atom=Atom', ' 55940 Body=Body', ' 33766 Other', ' 110327)']",[' Yes'],"[' 12500    (Eliminated', '    0 Frozen', ' 12500)']","[' 6354     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.41171'],[' 0'], ,[' 195.127'],[' 0'],[' 19.4093'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.22062e+08'],[' 8.3111e+08'],[' 0'],[' 5.82745e+09'],[' 0'],[' 0'],[' 1860 '],[' 3293 '],[' 2 '],[' 0 ']
Solving...,TA53, , , ,[' 1'],[' 4951+'],[' 2478'],"[' 604.375s (Solving', ' 586.22s 1st Model', ' 318.30s Unsat', ' 0.00s)']",[' 601.344s'], ,[' 302704093'],"[' 3087751  (Analyzed', ' 1517791)']","[' 5497     (Average', ' 276.11 Last', ' 175950)']",[' 6907.1  '],"[' 2478     (Average Length', ' 1211.00 Splits', ' 0)']","[' 1517791  (Deleted', ' 1451418)']","[' 278      (Ratio', '   0.02%)']","[' 55406    (Ratio', '   3.65%)']","[' 1517791  (Average Length', '   22.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1517791  (Average', ' 189.26 Max', ' 7551 Sum', ' 287263134)']","[' 1517278  (Average', ' 188.90 Max', ' 7333 Sum', ' 286713198 Ratio', '  99.81%)']","[' 513      (Average', ' 1072.00 Max', ' 1072 Sum', ' 549936 Ratio', '   0.19%)']", ,[' 115857  '],[' 9989    '],[' 114566  '],[' 56379   '],"[' 197390   (Atom=Atom', ' 55376 Body=Body', ' 33151 Other', ' 108863)']",[' Yes'],"[' 12365    (Eliminated', '    0 Frozen', ' 12365)']","[' 6345     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.58812'],[' 0'], ,[' 197.084'],[' 0'],[' 19.5652'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.47466e+08'],[' 8.52071e+08'],[' 0'],[' 5.70358e+09'],[' 0'],[' 0'],[' 1570 '],[' 3076 '],[' 2 '],[' 0 ']
Solving...,TA54, , , ,[' 1'],[' 5037+'],[' 2521'],"[' 604.478s (Solving', ' 586.84s 1st Model', ' 343.23s Unsat', ' 0.00s)']",[' 601.234s'], ,[' 299250424'],"[' 2872490  (Analyzed', ' 1365811)']","[' 5343     (Average', ' 255.63 Last', ' 198598)']",[' 6789.7  '],"[' 2521     (Average Length', ' 1232.14 Splits', ' 0)']","[' 1365811  (Deleted', ' 1296661)']","[' 237      (Ratio', '   0.02%)']","[' 58502    (Ratio', '   4.28%)']","[' 1365811  (Average Length', '   24.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1365811  (Average', ' 208.02 Max', ' 7761 Sum', ' 284117925)']","[' 1365276  (Average', ' 207.52 Max', ' 7326 Sum', ' 283436335 Ratio', '  99.76%)']","[' 535      (Average', ' 1274.00 Max', ' 1274 Sum', ' 681590 Ratio', '   0.24%)']", ,[' 116528  '],[' 10086   '],[' 115184  '],[' 56910   '],"[' 198954   (Atom=Atom', ' 55747 Body=Body', ' 33478 Other', ' 109729)']",[' Yes'],"[' 12460    (Eliminated', '    0 Frozen', ' 12460)']","[' 6196     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.55336'],[' 0'], ,[' 192.682'],[' 0'],[' 19.4665'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.30177e+08'],[' 8.40277e+08'],[' 0'],[' 5.61809e+09'],[' 0'],[' 0'],[' 1679 '],[' 3244 '],[' 2 '],[' 0 ']
Solving...,TA55, , , ,[' 1'],[' 4209+'],[' 2107'],"[' 603.494s (Solving', ' 589.48s 1st Model', ' 533.87s Unsat', ' 0.00s)']",[' 601.609s'], ,[' 313724661'],"[' 2574354  (Analyzed', ' 1634311)']","[' 5771     (Average', ' 283.19 Last', ' 460397)']",[' 6633.4  '],"[' 2107     (Average Length', ' 1039.53 Splits', ' 0)']","[' 1634311  (Deleted', ' 1562133)']","[' 325      (Ratio', '   0.02%)']","[' 62510    (Ratio', '   3.82%)']","[' 1634311  (Average Length', '   24.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1634311  (Average', ' 184.27 Max', ' 7488 Sum', ' 301162183)']","[' 1633875  (Average', ' 184.00 Max', ' 6988 Sum', ' 300708307 Ratio', '  99.85%)']","[' 436      (Average', ' 1041.00 Max', ' 1041 Sum', ' 453876 Ratio', '   0.15%)']", ,[' 116906  '],[' 10205   '],[' 115177  '],[' 57075   '],"[' 199338   (Atom=Atom', ' 55678 Body=Body', ' 33827 Other', ' 109833)']",[' Yes'],"[' 12235    (Eliminated', '    0 Frozen', ' 12235)']","[' 6304     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.80832'],[' 0'], ,[' 194.449'],[' 0'],[' 19.7654'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.01722e+09'],[' 9.16525e+08'],[' 0'],[' 5.67164e+09'],[' 0'],[' 0'],[' 1830 '],[' 3328 '],[' 2 '],[' 0 ']
Solving...,TA56, , , ,[' 1'],[' 4549+'],[' 2277'],"[' 603.678s (Solving', ' 588.26s 1st Model', ' 245.67s Unsat', ' 0.00s)']",[' 601.156s'], ,[' 318792514'],"[' 3960048  (Analyzed', ' 2393254)']","[' 6798     (Average', ' 352.05 Last', ' 95412)']",[' 6857.7  '],"[' 2277     (Average Length', ' 1115.19 Splits', ' 0)']","[' 2393254  (Deleted', ' 2318502)']","[' 377      (Ratio', '   0.02%)']","[' 58243    (Ratio', '   2.43%)']","[' 2393254  (Average Length', '   24.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2393254  (Average', ' 127.14 Max', ' 7524 Sum', ' 304271621)']","[' 2392771  (Average', ' 126.94 Max', ' 6888 Sum', ' 303793956 Ratio', '  99.84%)']","[' 483      (Average', ' 988.95 Max', ' 3377 Sum', ' 477665 Ratio', '   0.16%)']", ,[' 116035  '],[' 10047   '],[' 114491  '],[' 56453   '],"[' 197602   (Atom=Atom', ' 55358 Body=Body', ' 33335 Other', ' 108909)']",[' Yes'],"[' 12197    (Eliminated', '    0 Frozen', ' 12197)']","[' 5851     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.09697'],[' 0'], ,[' 211.01'],[' 0'],[' 19.7302'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.76507e+08'],[' 8.7434e+08'],[' 0'],[' 7.07075e+09'],[' 0'],[' 0'],[' 1946 '],[' 3234 '],[' 2 '],[' 0 ']
Solving...,TA57, , , ,[' 1'],[' 4491+'],[' 2248'],"[' 602.078s (Solving', ' 586.80s 1st Model', ' 177.47s Unsat', ' 0.00s)']",[' 598.781s'], ,[' 313199682'],"[' 3081266  (Analyzed', ' 1733548)']","[' 5360     (Average', ' 323.42 Last', ' 77402)']",[' 6872.2  '],"[' 2248     (Average Length', ' 1102.08 Splits', ' 0)']","[' 1733548  (Deleted', ' 1658183)']","[' 349      (Ratio', '   0.02%)']","[' 60602    (Ratio', '   3.50%)']","[' 1733548  (Average Length', '   25.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1733548  (Average', ' 172.52 Max', ' 7612 Sum', ' 299079296)']","[' 1733037  (Average', ' 172.24 Max', ' 6945 Sum', ' 298589758 Ratio', '  99.84%)']","[' 511      (Average', ' 958.00 Max', ' 958 Sum', ' 489538 Ratio', '   0.16%)']", ,[' 116204  '],[' 10075   '],[' 114653  '],[' 56548   '],"[' 197855   (Atom=Atom', ' 55395 Body=Body', ' 33403 Other', ' 109057)']",[' Yes'],"[' 12216    (Eliminated', '    0 Frozen', ' 12216)']","[' 6198     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.06339'],[' 0'], ,[' 198.931'],[' 0'],[' 19.8314'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.84042e+08'],[' 8.93298e+08'],[' 0'],[' 6.16746e+09'],[' 0'],[' 0'],[' 2035 '],[' 3435 '],[' 2 '],[' 0 ']
Solving...,TA58, , , ,[' 1'],[' 4151+'],[' 2078'],"[' 603.198s (Solving', ' 589.77s 1st Model', ' 387.50s Unsat', ' 0.00s)']",[' 605.375s'], ,[' 328745787'],"[' 2766555  (Analyzed', ' 1683809)']","[' 5801     (Average', ' 290.26 Last', ' 194435)']",[' 6655.8  '],"[' 2078     (Average Length', ' 1022.68 Splits', ' 0)']","[' 1683809  (Deleted', ' 1611558)']","[' 336      (Ratio', '   0.02%)']","[' 61815    (Ratio', '   3.67%)']","[' 1683809  (Average Length', '   24.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1683809  (Average', ' 187.76 Max', ' 7622 Sum', ' 316150627)']","[' 1683319  (Average', ' 187.46 Max', ' 7159 Sum', ' 315650337 Ratio', '  99.84%)']","[' 490      (Average', ' 1021.00 Max', ' 1021 Sum', ' 500290 Ratio', '   0.16%)']", ,[' 116192  '],[' 10101   '],[' 114463  '],[' 56548   '],"[' 197821   (Atom=Atom', ' 55339 Body=Body', ' 33517 Other', ' 108965)']",[' Yes'],"[' 12088    (Eliminated', '    0 Frozen', ' 12088)']","[' 6232     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.73234'],[' 0'], ,[' 197.077'],[' 0'],[' 20.2812'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.05036e+09'],[' 9.49586e+08'],[' 0'],[' 6.14018e+09'],[' 0'],[' 0'],[' 1769 '],[' 3568 '],[' 2 '],[' 0 ']
Solving...,TA59, , , ,[' 1'],[' 4219+'],[' 2112'],"[' 603.275s (Solving', ' 589.83s 1st Model', ' 241.27s Unsat', ' 0.00s)']",[' 601.547s'], ,[' 328791889'],"[' 2395002  (Analyzed', ' 1569812)']","[' 5470     (Average', ' 286.99 Last', ' 93391)']",[' 6566.0  '],"[' 2112     (Average Length', ' 1039.45 Splits', ' 0)']","[' 1569812  (Deleted', ' 1494391)']","[' 319      (Ratio', '   0.02%)']","[' 61839    (Ratio', '   3.94%)']","[' 1569812  (Average Length', '   23.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1569812  (Average', ' 201.68 Max', ' 7492 Sum', ' 316599992)']","[' 1569268  (Average', ' 201.30 Max', ' 7048 Sum', ' 316003768 Ratio', '  99.81%)']","[' 544      (Average', ' 1096.00 Max', ' 1096 Sum', ' 596224 Ratio', '   0.19%)']", ,[' 116090  '],[' 10081   '],[' 114408  '],[' 56470   '],"[' 197835   (Atom=Atom', ' 55415 Body=Body', ' 33559 Other', ' 108861)']",[' Yes'],"[' 12111    (Eliminated', '    0 Frozen', ' 12111)']","[' 6278     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.78565'],[' 0'], ,[' 191.732'],[' 0'],[' 20.2163'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.09283e+09'],[' 9.91657e+08'],[' 0'],[' 5.61941e+09'],[' 0'],[' 0'],[' 1617 '],[' 3235 '],[' 2 '],[' 0 ']
Solving...,TA60, , , ,[' 1'],[' 5255+'],[' 2630'],"[' 604.769s (Solving', ' 585.67s 1st Model', ' 471.47s Unsat', ' 0.00s)']",[' 602.109s'], ,[' 305177974'],"[' 2928820  (Analyzed', ' 1335732)']","[' 5581     (Average', ' 239.34 Last', ' 141232)']",[' 6777.6  '],"[' 2630     (Average Length', ' 1280.86 Splits', ' 0)']","[' 1335732  (Deleted', ' 1268718)']","[' 240      (Ratio', '   0.02%)']","[' 58126    (Ratio', '   4.35%)']","[' 1335732  (Average Length', '   22.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1335732  (Average', ' 216.71 Max', ' 7803 Sum', ' 289472953)']","[' 1335247  (Average', ' 216.23 Max', ' 7354 Sum', ' 288830328 Ratio', '  99.78%)']","[' 485      (Average', ' 1325.00 Max', ' 1325 Sum', ' 642625 Ratio', '   0.22%)']", ,[' 116592  '],[' 10077   '],[' 115360  '],[' 56971   '],"[' 199176   (Atom=Atom', ' 55841 Body=Body', ' 33464 Other', ' 109871)']",[' Yes'],"[' 12545    (Eliminated', '    0 Frozen', ' 12545)']","[' 5913     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.88802'],[' 0'], ,[' 189.716'],[' 0'],[' 19.8491'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.84171e+08'],[' 8.9138e+08'],[' 0'],[' 5.43769e+09'],[' 0'],[' 0'],[' 1684 '],[' 3172 '],[' 2 '],[' 0 ']
