Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 2353'],[' 1182'],"[' 621.104s (Solving', ' 614.86s 1st Model', ' 7.77s Unsat', ' 5.67s)']",[' 619.469s'], ,[' 49072393'],"[' 23400970 (Analyzed', ' 23294625)']","[' 42529    (Average', ' 547.74 Last', ' 167716)']",[' 2195.5  '],"[' 1182     (Average Length', ' 557.70 Splits', ' 0)']","[' 23294625 (Deleted', ' 22930619)']","[' 57       (Ratio', '   0.00%)']","[' 4060     (Ratio', '   0.02%)']","[' 23294625 (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 23294625 (Average', '  2.00 Max', ' 2567 Sum', ' 46668697)']","[' 23294110 (Average', '  1.99 Max', ' 2567 Sum', ' 46456890 Ratio', '  99.55%)']","[' 515      (Average', ' 411.28 Max', ' 831 Sum', ' 211807 Ratio', '   0.45%)']", ,[' 77917   '],[' 4225    '],[' 78259   '],[' 43283   '],"[' 129845   (Atom=Atom', ' 39806 Body=Body', ' 23300 Other', ' 66739)']",[' Yes'],"[' 5317     (Eliminated', '    0 Frozen', ' 5317)']","[' 617      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.46491'],[' 0'], ,[' 451.346'],[' 0'],[' 8.54739'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.45842e+08'],[' 8.08084e+07'],[' 0'],[' 4.47502e+10'],[' 0'],[' 0'],[' 687 '],[' 1330 '],[' 1968 '],[' 2550 '],[' 3176 '],[' 3 '],[' 2 ']
Solving...,TA52, , ,[' 2019'],[' 1015'],"[' 651.439s (Solving', ' 646.37s 1st Model', ' 5.34s Unsat', ' 40.82s)']",[' 650.141s'], ,[' 60229855'],"[' 21017162 (Analyzed', ' 20931383)']","[' 37946    (Average', ' 551.61 Last', ' 19166)']",[' 1998.3  '],"[' 1015     (Average Length', ' 478.34 Splits', ' 0)']","[' 20931383 (Deleted', ' 20668005)']","[' 74       (Ratio', '   0.00%)']","[' 6886     (Ratio', '   0.03%)']","[' 20931383 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20931383 (Average', '  2.78 Max', ' 2396 Sum', ' 58093002)']","[' 20930957 (Average', '  2.77 Max', ' 2396 Sum', ' 57946691 Ratio', '  99.75%)']","[' 426      (Average', ' 343.45 Max', ' 712 Sum', ' 146311 Ratio', '   0.25%)']", ,[' 78002   '],[' 4282    '],[' 78183   '],[' 43587   '],"[' 130757   (Atom=Atom', ' 40053 Body=Body', ' 23357 Other', ' 67347)']",[' Yes'],"[' 5213     (Eliminated', '    0 Frozen', ' 5213)']","[' 1240     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.24121'],[' 0'], ,[' 494.991'],[' 0'],[' 9.61207'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.82321e+08'],[' 1.17863e+08'],[' 0'],[' 5.51801e+10'],[' 0'],[' 0'],[' 777 '],[' 1286 '],[' 1964 '],[' 2595 '],[' 3230 '],[' 3 '],[' 2 ']
Solving...,TA53, , ,[' 2695'],[' 1353'],"[' 672.570s (Solving', ' 666.23s 1st Model', ' 7.32s Unsat', ' 64.28s)']",[' 671.141s'], ,[' 40937921'],"[' 15147072 (Analyzed', ' 14967383)']","[' 28798    (Average', ' 519.74 Last', ' 168782)']",[' 2222.0  '],"[' 1353     (Average Length', ' 616.65 Splits', ' 0)']","[' 14967383 (Deleted', ' 14736029)']","[' 85       (Ratio', '   0.00%)']","[' 6025     (Ratio', '   0.04%)']","[' 14967383 (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14967383 (Average', '  2.57 Max', ' 2334 Sum', ' 38464815)']","[' 14966870 (Average', '  2.55 Max', ' 2334 Sum', ' 38195976 Ratio', '  99.30%)']","[' 513      (Average', ' 524.05 Max', ' 952 Sum', ' 268839 Ratio', '   0.70%)']", ,[' 79076   '],[' 4294    '],[' 79517   '],[' 44459   '],"[' 133373   (Atom=Atom', ' 40913 Body=Body', ' 23369 Other', ' 69091)']",[' Yes'],"[' 5485     (Eliminated', '    0 Frozen', ' 5485)']","[' 1205     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.59596'],[' 0'], ,[' 547.028'],[' 0'],[' 8.69861'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.3354e+08'],[' 8.686e+07'],[' 0'],[' 6.60608e+10'],[' 0'],[' 0'],[' 717 '],[' 1271 '],[' 1785 '],[' 2402 '],[' 3051 '],[' 3 '],[' 2 ']
Solving...,TA54, , ,[' 2149'],[' 1080'],"[' 223.039s (Solving', ' 217.63s 1st Model', ' 4.59s Unsat', ' 7.60s)']",[' 222.078s'], ,[' 31847749'],"[' 14513387 (Analyzed', ' 14398491)']","[' 25667    (Average', ' 560.97 Last', ' 7278)']",[' 2301.0  '],"[' 1080     (Average Length', ' 505.23 Splits', ' 0)']","[' 14398491 (Deleted', ' 14181570)']","[' 67       (Ratio', '   0.00%)']","[' 2709     (Ratio', '   0.02%)']","[' 14398491 (Average Length', '   11.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14398491 (Average', '  2.05 Max', ' 2915 Sum', ' 29507739)']","[' 14398147 (Average', '  2.04 Max', ' 2915 Sum', ' 29400131 Ratio', '  99.64%)']","[' 344      (Average', ' 312.81 Max', ' 739 Sum', ' 107608 Ratio', '   0.36%)']", ,[' 78777   '],[' 4306    '],[' 79027   '],[' 44446   '],"[' 133334   (Atom=Atom', ' 40888 Body=Body', ' 23381 Other', ' 69065)']",[' Yes'],"[' 5306     (Eliminated', '    0 Frozen', ' 5306)']","[' 438      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.32877'],[' 0'], ,[' 123.349'],[' 0'],[' 4.25185'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.82994e+07'],[' 5.37371e+07'],[' 0'],[' 8.5431e+09'],[' 0'],[' 0'],[' 801 '],[' 1290 '],[' 1916 '],[' 2536 '],[' 3169 '],[' 1 '],[' 4 ']
Solving...,TA55, , ,[' 2305'],[' 1158'],"[' 430.359s (Solving', ' 423.83s 1st Model', ' 8.24s Unsat', ' 209.74s)']",[' 429.578s'], ,[' 37401139'],"[' 19784716 (Analyzed', ' 19660521)']","[' 36412    (Average', ' 539.95 Last', ' 242894)']",[' 2124.0  '],"[' 1158     (Average Length', ' 545.14 Splits', ' 0)']","[' 19660521 (Deleted', ' 19354224)']","[' 78       (Ratio', '   0.00%)']","[' 4048     (Ratio', '   0.02%)']","[' 19660521 (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19660521 (Average', '  1.79 Max', ' 2500 Sum', ' 35122692)']","[' 19660062 (Average', '  1.78 Max', ' 2500 Sum', ' 34966929 Ratio', '  99.56%)']","[' 459      (Average', ' 339.35 Max', ' 639 Sum', ' 155763 Ratio', '   0.44%)']", ,[' 78126   '],[' 4250    '],[' 78443   '],[' 43350   '],"[' 130046   (Atom=Atom', ' 39848 Body=Body', ' 23325 Other', ' 66873)']",[' Yes'],"[' 5317     (Eliminated', '    0 Frozen', ' 5317)']","[' 745      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.43268'],[' 0'], ,[' 289.589'],[' 0'],[' 6.2184'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.14464e+08'],[' 6.43519e+07'],[' 0'],[' 2.4679e+10'],[' 0'],[' 0'],[' 686 '],[' 1252 '],[' 1840 '],[' 2506 '],[' 3176 '],[' 1 '],[' 4 ']
Solving...,TA56, ,[' 1'],[' 1873+'],[' 942'],"[' 927.039s (Solving', ' 921.30s 1st Model', ' 4.60s Unsat', ' 123.31s)']",[' 925.375s'], ,[' 57429422'],"[' 25996210 (Analyzed', ' 25888987)']","[' 46899    (Average', ' 552.02 Last', ' 180001)']",[' 2123.4  '],"[' 942      (Average Length', ' 455.00 Splits', ' 0)']","[' 25888987 (Deleted', ' 25554968)']","[' 76       (Ratio', '   0.00%)']","[' 6424     (Ratio', '   0.02%)']","[' 25888987 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25888987 (Average', '  2.13 Max', ' 2493 Sum', ' 55155624)']","[' 25888463 (Average', '  2.12 Max', ' 2493 Sum', ' 54985815 Ratio', '  99.69%)']","[' 524      (Average', ' 324.06 Max', ' 629 Sum', ' 169809 Ratio', '   0.31%)']", ,[' 77753   '],[' 4246    '],[' 77904   '],[' 42986   '],"[' 128954   (Atom=Atom', ' 39488 Body=Body', ' 23321 Other', ' 66145)']",[' Yes'],"[' 5147     (Eliminated', '    0 Frozen', ' 5147)']","[' 841      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.46285'],[' 0'], ,[' 740.468'],[' 0'],[' 11.9419'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.70741e+08'],[' 1.00536e+08'],[' 0'],[' 7.94692e+10'],[' 0'],[' 0'],[' 821 '],[' 1351 '],[' 1937 '],[' 2690 '],[' 3264 '],[' 4 '],[' 1 ']
Solving...,TA57, , ,[' 1947'],[' 979'],"[' 422.700s (Solving', ' 417.26s 1st Model', ' 6.60s Unsat', ' 7.74s)']",[' 422.219s'], ,[' 46736759'],"[' 20869972 (Analyzed', ' 20767399)']","[' 35947    (Average', ' 577.72 Last', ' 9379)']",[' 2084.2  '],"[' 979      (Average Length', ' 470.91 Splits', ' 0)']","[' 20767399 (Deleted', ' 20502428)']","[' 72       (Ratio', '   0.00%)']","[' 5087     (Ratio', '   0.02%)']","[' 20767399 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20767399 (Average', '  2.14 Max', ' 2612 Sum', ' 44517676)']","[' 20767047 (Average', '  2.14 Max', ' 2612 Sum', ' 44432896 Ratio', '  99.81%)']","[' 352      (Average', ' 240.85 Max', ' 998 Sum', '  84780 Ratio', '   0.19%)']", ,[' 78248   '],[' 4281    '],[' 78426   '],[' 43518   '],"[' 130550   (Atom=Atom', ' 39985 Body=Body', ' 23356 Other', ' 67209)']",[' Yes'],"[' 5209     (Eliminated', '    0 Frozen', ' 5209)']","[' 773      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.23598'],[' 0'], ,[' 279.123'],[' 0'],[' 7.11884'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.32204e+08'],[' 7.68323e+07'],[' 0'],[' 2.28214e+10'],[' 0'],[' 0'],[' 850 '],[' 1475 '],[' 2085 '],[' 2754 '],[' 3379 '],[' 2 '],[' 3 ']
Solving...,TA58, , ,[' 2115'],[' 1063'],"[' 612.863s (Solving', ' 607.18s 1st Model', ' 5.16s Unsat', ' 0.76s)']",[' 611.094s'], ,[' 52865680'],"[' 22439833 (Analyzed', ' 22344550)']","[' 40520    (Average', ' 551.44 Last', ' 15660)']",[' 2106.7  '],"[' 1063     (Average Length', ' 506.47 Splits', ' 0)']","[' 22344550 (Deleted', ' 22018100)']","[' 70       (Ratio', '   0.00%)']","[' 5442     (Ratio', '   0.02%)']","[' 22344550 (Average Length', '   11.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22344550 (Average', '  2.26 Max', ' 2520 Sum', ' 50591368)']","[' 22344175 (Average', '  2.26 Max', ' 2520 Sum', ' 50468136 Ratio', '  99.76%)']","[' 375      (Average', ' 328.62 Max', ' 740 Sum', ' 123232 Ratio', '   0.24%)']", ,[' 78091   '],[' 4255    '],[' 78338   '],[' 43534   '],"[' 130598   (Atom=Atom', ' 40027 Body=Body', ' 23330 Other', ' 67241)']",[' Yes'],"[' 5252     (Eliminated', '    0 Frozen', ' 5252)']","[' 1041     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.33948'],[' 0'], ,[' 455.52'],[' 0'],[' 8.95741'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.57261e+08'],[' 9.77895e+07'],[' 0'],[' 4.46687e+10'],[' 0'],[' 0'],[' 737 '],[' 1384 '],[' 2076 '],[' 2671 '],[' 3288 '],[' 3 '],[' 2 ']
Solving...,TA59, , ,[' 1967'],[' 989'],"[' 718.013s (Solving', ' 712.45s 1st Model', ' 7.37s Unsat', ' 107.14s)']",[' 716.797s'], ,[' 38132563'],"[' 20209828 (Analyzed', ' 20121330)']","[' 38119    (Average', ' 527.86 Last', ' 23325)']",[' 2075.4  '],"[' 989      (Average Length', ' 473.19 Splits', ' 0)']","[' 20121330 (Deleted', ' 19819303)']","[' 59       (Ratio', '   0.00%)']","[' 4910     (Ratio', '   0.02%)']","[' 20121330 (Average Length', '   10.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20121330 (Average', '  1.80 Max', ' 2370 Sum', ' 36188143)']","[' 20120762 (Average', '  1.79 Max', ' 2370 Sum', ' 35957726 Ratio', '  99.36%)']","[' 568      (Average', ' 405.66 Max', ' 704 Sum', ' 230417 Ratio', '   0.64%)']", ,[' 77945   '],[' 4242    '],[' 78121   '],[' 43367   '],"[' 130097   (Atom=Atom', ' 39873 Body=Body', ' 23317 Other', ' 66907)']",[' Yes'],"[' 5168     (Eliminated', '    0 Frozen', ' 5168)']","[' 942      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.27238'],[' 0'], ,[' 583.054'],[' 0'],[' 9.20857'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.11897e+08'],[' 6.29431e+07'],[' 0'],[' 7.15317e+10'],[' 0'],[' 0'],[' 580 '],[' 1107 '],[' 1795 '],[' 2390 '],[' 2975 '],[' 3 '],[' 2 ']
Solving...,TA60, , ,[' 2379'],[' 1195'],"[' 457.430s (Solving', ' 451.09s 1st Model', ' 6.75s Unsat', ' 39.88s)']",[' 456.188s'], ,[' 55052014'],"[' 19536474 (Analyzed', ' 19436390)']","[' 34340    (Average', ' 566.00 Last', ' 290246)']",[' 2060.5  '],"[' 1195     (Average Length', ' 560.58 Splits', ' 0)']","[' 19436390 (Deleted', ' 19181560)']","[' 86       (Ratio', '   0.00%)']","[' 7310     (Ratio', '   0.04%)']","[' 19436390 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19436390 (Average', '  2.72 Max', ' 2168 Sum', ' 52859987)']","[' 19435790 (Average', '  2.71 Max', ' 2168 Sum', ' 52608837 Ratio', '  99.52%)']","[' 600      (Average', ' 418.58 Max', ' 782 Sum', ' 251150 Ratio', '   0.48%)']", ,[' 77889   '],[' 4280    '],[' 78245   '],[' 43257   '],"[' 129767   (Atom=Atom', ' 39725 Body=Body', ' 23355 Other', ' 66687)']",[' Yes'],"[' 5386     (Eliminated', '    0 Frozen', ' 5386)']","[' 1334     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.57238'],[' 0'], ,[' 307.786'],[' 0'],[' 6.95903'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.77751e+08'],[' 1.16012e+08'],[' 0'],[' 2.56606e+10'],[' 0'],[' 0'],[' 742 '],[' 1215 '],[' 1818 '],[' 2386 '],[' 2982 '],[' 2 '],[' 3 ']
