Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 6363+'],[' 3192'],"[' 617.069s (Solving', ' 561.32s 1st Model', ' 64.86s Unsat', ' 0.00s)']",[' 601.984s'], ,[' 101010255'],"[' 6292232  (Analyzed', ' 6096172)']","[' 14118    (Average', ' 431.80 Last', ' 12402)']",[' 7877.9  '],"[' 3192     (Average Length', ' 1682.53 Splits', ' 0)']","[' 6096172  (Deleted', ' 5994487)']","[' 610      (Ratio', '   0.01%)']","[' 15536    (Ratio', '   0.25%)']","[' 6096172  (Average Length', '   19.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6096172  (Average', ' 13.89 Max', ' 11284 Sum', ' 84668463)']","[' 6093296  (Average', ' 13.24 Max', ' 11284 Sum', ' 80742918 Ratio', '  95.36%)']","[' 2876     (Average', ' 1364.93 Max', ' 2594 Sum', ' 3925545 Ratio', '   4.64%)']", ,[' 328002  '],[' 16676   '],[' 303610  '],[' 137481  '],"[' 310145   (Atom=Atom', ' 87432 Body=Body', ' 60481 Other', ' 162232)']",[' Yes'],"[' 20310    (Eliminated', '    0 Frozen', ' 20310)']","[' 2453     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.88741'],[' 0'], ,[' 251.747'],[' 0'],[' 11.9275'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.69499e+08'],[' 1.42081e+08'],[' 0'],[' 9.12211e+09'],[' 0'],[' 0'],[' 949 '],[' 1871 '],[' 2559 '],[' 3074 '],[' 3644 '],[' 4397 '],[' 4819 '],[' 5230 '],[' 5884 '],[' 6305 '],[' 10 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 6873+'],[' 3447'],"[' 616.453s (Solving', ' 562.82s 1st Model', ' 63.68s Unsat', ' 0.00s)']",[' 611.594s'], ,[' 102833803'],"[' 7371382  (Analyzed', ' 7119246)']","[' 16433    (Average', ' 433.23 Last', ' 47363)']",[' 8146.9  '],"[' 3447     (Average Length', ' 1774.62 Splits', ' 0)']","[' 7119246  (Deleted', ' 7000329)']","[' 666      (Ratio', '   0.01%)']","[' 12885    (Ratio', '   0.18%)']","[' 7119246  (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7119246  (Average', ' 11.85 Max', ' 11172 Sum', ' 84359005)']","[' 7116488  (Average', ' 11.28 Max', ' 11172 Sum', ' 80290322 Ratio', '  95.18%)']","[' 2758     (Average', ' 1475.23 Max', ' 2738 Sum', ' 4068683 Ratio', '   4.82%)']", ,[' 319995  '],[' 15647   '],[' 296189  '],[' 130637  '],"[' 303858   (Atom=Atom', ' 85864 Body=Body', ' 59044 Other', ' 158950)']",[' Yes'],"[' 20090    (Eliminated', '    0 Frozen', ' 20090)']","[' 2310     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.61206'],[' 0'], ,[' 262.094'],[' 0'],[' 11.537'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.60467e+08'],[' 1.32369e+08'],[' 0'],[' 1.02842e+10'],[' 0'],[' 0'],[' 886 '],[' 1457 '],[' 2104 '],[' 2518 '],[' 3325 '],[' 3760 '],[' 4411 '],[' 4827 '],[' 5431 '],[' 5805 '],[' 10 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 6357+'],[' 3189'],"[' 616.639s (Solving', ' 562.11s 1st Model', ' 64.28s Unsat', ' 0.00s)']",[' 608.891s'], ,[' 102704682'],"[' 6875207  (Analyzed', ' 6638341)']","[' 15112    (Average', ' 439.28 Last', ' 19516)']",[' 8203.2  '],"[' 3189     (Average Length', ' 1676.57 Splits', ' 0)']","[' 6638341  (Deleted', ' 6533808)']","[' 631      (Ratio', '   0.01%)']","[' 14394    (Ratio', '   0.22%)']","[' 6638341  (Average Length', '   19.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6638341  (Average', ' 12.77 Max', ' 11340 Sum', ' 84797462)']","[' 6635639  (Average', ' 12.25 Max', ' 11340 Sum', ' 81297913 Ratio', '  95.87%)']","[' 2702     (Average', ' 1295.17 Max', ' 2603 Sum', ' 3499549 Ratio', '   4.13%)']", ,[' 321431  '],[' 16006   '],[' 297942  '],[' 131786  '],"[' 305415   (Atom=Atom', ' 86194 Body=Body', ' 59478 Other', ' 159743)']",[' Yes'],"[' 20048    (Eliminated', '    0 Frozen', ' 20048)']","[' 2469     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.75422'],[' 0'], ,[' 259.028'],[' 0'],[' 11.8845'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.62902e+08'],[' 1.34203e+08'],[' 0'],[' 1.0034e+10'],[' 0'],[' 0'],[' 1247 '],[' 1958 '],[' 2514 '],[' 3025 '],[' 3386 '],[' 4234 '],[' 4762 '],[' 5054 '],[' 5758 '],[' 6282 '],[' 10 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 6727+'],[' 3374'],"[' 616.691s (Solving', ' 560.76s 1st Model', ' 80.23s Unsat', ' 0.00s)']",[' 609.859s'], ,[' 98049983'],"[' 7090371  (Analyzed', ' 6912671)']","[' 15418    (Average', ' 448.35 Last', ' 117521)']",[' 8493.9  '],"[' 3374     (Average Length', ' 1751.90 Splits', ' 0)']","[' 6912671  (Deleted', ' 6803987)']","[' 721      (Ratio', '   0.01%)']","[' 11506    (Ratio', '   0.17%)']","[' 6912671  (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6912671  (Average', ' 11.31 Max', ' 11526 Sum', ' 78178965)']","[' 6909983  (Average', ' 10.83 Max', ' 11526 Sum', ' 74835936 Ratio', '  95.72%)']","[' 2688     (Average', ' 1243.69 Max', ' 2674 Sum', ' 3343029 Ratio', '   4.28%)']", ,[' 320000  '],[' 15675   '],[' 296364  '],[' 130432  '],"[' 302691   (Atom=Atom', ' 85482 Body=Body', ' 58771 Other', ' 158438)']",[' Yes'],"[' 20036    (Eliminated', '    0 Frozen', ' 20036)']","[' 1854     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.1258'],[' 0'], ,[' 251.515'],[' 0'],[' 11.4449'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.55297e+08'],[' 1.27979e+08'],[' 0'],[' 9.7606e+09'],[' 0'],[' 0'],[' 934 '],[' 1658 '],[' 2042 '],[' 2678 '],[' 3486 '],[' 4083 '],[' 4468 '],[' 4958 '],[' 5526 '],[' 5884 '],[' 10 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 5537+'],[' 2779'],"[' 613.405s (Solving', ' 570.30s 1st Model', ' 51.63s Unsat', ' 0.00s)']",[' 609.078s'], ,[' 110096269'],"[' 8111352  (Analyzed', ' 7909866)']","[' 17307    (Average', ' 457.03 Last', ' 36407)']",[' 7594.5  '],"[' 2779     (Average Length', ' 1492.12 Splits', ' 0)']","[' 7909866  (Deleted', ' 7778484)']","[' 651      (Ratio', '   0.01%)']","[' 16356    (Ratio', '   0.21%)']","[' 7909866  (Average Length', '   18.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7909866  (Average', ' 12.14 Max', ' 11274 Sum', ' 96008823)']","[' 7907100  (Average', ' 11.70 Max', ' 11274 Sum', ' 92529259 Ratio', '  96.38%)']","[' 2766     (Average', ' 1257.98 Max', ' 2268 Sum', ' 3479564 Ratio', '   3.62%)']", ,[' 324800  '],[' 16249   '],[' 299988  '],[' 134166  '],"[' 308606   (Atom=Atom', ' 86952 Body=Body', ' 60419 Other', ' 161235)']",[' Yes'],"[' 20033    (Eliminated', '    0 Frozen', ' 20033)']","[' 2899     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.53654'],[' 0'], ,[' 287.437'],[' 0'],[' 12.0613'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.82009e+08'],[' 1.49533e+08'],[' 0'],[' 1.19781e+10'],[' 0'],[' 0'],[' 911 '],[' 1680 '],[' 2321 '],[' 2837 '],[' 3546 '],[' 4252 '],[' 4658 '],[' 5442 '],[' 6230 '],[' 6395 '],[' 10 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 7233+'],[' 3626'],"[' 619.545s (Solving', ' 561.33s 1st Model', ' 61.14s Unsat', ' 0.00s)']",[' 615.781s'], ,[' 103203243'],"[' 8308140  (Analyzed', ' 8075460)']","[' 17848    (Average', ' 452.46 Last', ' 41522)']",[' 8506.2  '],"[' 3626     (Average Length', ' 1842.48 Splits', ' 0)']","[' 8075460  (Deleted', ' 7955522)']","[' 574      (Ratio', '   0.01%)']","[' 11719    (Ratio', '   0.15%)']","[' 8075460  (Average Length', '   17.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8075460  (Average', ' 10.12 Max', ' 11693 Sum', ' 81707067)']","[' 8073102  (Average', '  9.71 Max', ' 11693 Sum', ' 78428139 Ratio', '  95.99%)']","[' 2358     (Average', ' 1390.55 Max', ' 2841 Sum', ' 3278928 Ratio', '   4.01%)']", ,[' 322130  '],[' 15853   '],[' 298351  '],[' 132473  '],"[' 304584   (Atom=Atom', ' 86043 Body=Body', ' 59051 Other', ' 159490)']",[' Yes'],"[' 20243    (Eliminated', '    0 Frozen', ' 20243)']","[' 1798     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.97995'],[' 0'], ,[' 250.832'],[' 0'],[' 10.8725'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.63524e+08'],[' 1.3422e+08'],[' 0'],[' 1.06132e+10'],[' 0'],[' 0'],[' 912 '],[' 1634 '],[' 2304 '],[' 2668 '],[' 3369 '],[' 3920 '],[' 4532 '],[' 5006 '],[' 5541 '],[' 6221 '],[' 10 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 7221+'],[' 3621'],"[' 617.203s (Solving', ' 560.38s 1st Model', ' 63.36s Unsat', ' 0.00s)']",[' 611.875s'], ,[' 106352574'],"[' 8174778  (Analyzed', ' 7991154)']","[' 17653    (Average', ' 452.68 Last', ' 32853)']",[' 8740.7  '],"[' 3621     (Average Length', ' 1846.00 Splits', ' 0)']","[' 7991154  (Deleted', ' 7877882)']","[' 652      (Ratio', '   0.01%)']","[' 11843    (Ratio', '   0.15%)']","[' 7991154  (Average Length', '   18.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7991154  (Average', ' 10.56 Max', ' 11731 Sum', ' 84365639)']","[' 7988611  (Average', ' 10.12 Max', ' 11731 Sum', ' 80837038 Ratio', '  95.82%)']","[' 2543     (Average', ' 1387.57 Max', ' 2825 Sum', ' 3528601 Ratio', '   4.18%)']", ,[' 321557  '],[' 15909   '],[' 298173  '],[' 131834  '],"[' 305947   (Atom=Atom', ' 86391 Body=Body', ' 59297 Other', ' 160259)']",[' Yes'],"[' 20351    (Eliminated', '    0 Frozen', ' 20351)']","[' 1969     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.3226'],[' 0'], ,[' 244.203'],[' 0'],[' 10.7105'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.70467e+08'],[' 1.36462e+08'],[' 0'],[' 1.026e+10'],[' 0'],[' 0'],[' 1221 '],[' 1741 '],[' 2202 '],[' 3034 '],[' 3359 '],[' 3962 '],[' 4564 '],[' 4967 '],[' 5692 '],[' 6114 '],[' 10 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 7095+'],[' 3558'],"[' 615.438s (Solving', ' 564.27s 1st Model', ' 55.29s Unsat', ' 0.00s)']",[' 611.016s'], ,[' 100755421'],"[' 7991634  (Analyzed', ' 7724599)']","[' 17209    (Average', ' 448.87 Last', ' 59867)']",[' 7861.2  '],"[' 3558     (Average Length', ' 1813.70 Splits', ' 0)']","[' 7724599  (Deleted', ' 7598267)']","[' 660      (Ratio', '   0.01%)']","[' 13080    (Ratio', '   0.17%)']","[' 7724599  (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7724599  (Average', ' 10.74 Max', ' 11454 Sum', ' 82981353)']","[' 7721781  (Average', ' 10.18 Max', ' 11454 Sum', ' 78600273 Ratio', '  94.72%)']","[' 2818     (Average', ' 1554.68 Max', ' 2847 Sum', ' 4381080 Ratio', '   5.28%)']", ,[' 321806  '],[' 15877   '],[' 298101  '],[' 132383  '],"[' 304622   (Atom=Atom', ' 86043 Body=Body', ' 59081 Other', ' 159498)']",[' Yes'],"[' 20140    (Eliminated', '    0 Frozen', ' 20140)']","[' 2131     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.20399'],[' 0'], ,[' 265.589'],[' 0'],[' 11.3186'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.61992e+08'],[' 1.31856e+08'],[' 0'],[' 1.14554e+10'],[' 0'],[' 0'],[' 938 '],[' 1471 '],[' 2236 '],[' 2787 '],[' 3297 '],[' 4012 '],[' 4537 '],[' 5076 '],[' 5791 '],[' 6057 '],[' 10 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 7365+'],[' 3693'],"[' 614.614s (Solving', ' 567.03s 1st Model', ' 50.86s Unsat', ' 0.00s)']",[' 612.031s'], ,[' 102051158'],"[' 8756487  (Analyzed', ' 8478858)']","[' 19281    (Average', ' 439.75 Last', ' 37433)']",[' 8646.4  '],"[' 3693     (Average Length', ' 1861.25 Splits', ' 0)']","[' 8478858  (Deleted', ' 8351287)']","[' 519      (Ratio', '   0.01%)']","[' 10650    (Ratio', '   0.13%)']","[' 8478858  (Average Length', '   16.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8478858  (Average', '  9.41 Max', ' 11834 Sum', ' 79814215)']","[' 8476537  (Average', '  9.01 Max', ' 11834 Sum', ' 76352791 Ratio', '  95.66%)']","[' 2321     (Average', ' 1491.35 Max', ' 2807 Sum', ' 3461424 Ratio', '   4.34%)']", ,[' 320501  '],[' 15624   '],[' 296635  '],[' 130649  '],"[' 304564   (Atom=Atom', ' 86056 Body=Body', ' 58971 Other', ' 159537)']",[' Yes'],"[' 20275    (Eliminated', '    0 Frozen', ' 20275)']","[' 1562     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.73058'],[' 0'], ,[' 287.674'],[' 0'],[' 10.8974'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.60931e+08'],[' 1.29916e+08'],[' 0'],[' 1.37361e+10'],[' 0'],[' 0'],[' 808 '],[' 1475 '],[' 2124 '],[' 2702 '],[' 3224 '],[' 3771 '],[' 4395 '],[' 4909 '],[' 5482 '],[' 5976 '],[' 10 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 6327+'],[' 3174'],"[' 612.952s (Solving', ' 572.00s 1st Model', ' 42.57s Unsat', ' 0.00s)']",[' 610.734s'], ,[' 119329886'],"[' 10088542 (Analyzed', ' 9935193)']","[' 21142    (Average', ' 469.93 Last', ' 74995)']",[' 8124.1  '],"[' 3174     (Average Length', ' 1677.32 Splits', ' 0)']","[' 9935193  (Deleted', ' 9804560)']","[' 743      (Ratio', '   0.01%)']","[' 16837    (Ratio', '   0.17%)']","[' 9935193  (Average Length', '   18.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9935193  (Average', ' 10.24 Max', ' 11142 Sum', ' 101692907)']","[' 9932385  (Average', '  9.89 Max', ' 11142 Sum', ' 98249018 Ratio', '  96.61%)']","[' 2808     (Average', ' 1226.46 Max', ' 2532 Sum', ' 3443889 Ratio', '   3.39%)']", ,[' 323809  '],[' 16307   '],[' 300088  '],[' 134423  '],"[' 305581   (Atom=Atom', ' 86214 Body=Body', ' 59581 Other', ' 159786)']",[' Yes'],"[' 19984    (Eliminated', '    0 Frozen', ' 19984)']","[' 2828     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.46191'],[' 0'], ,[' 316.524'],[' 0'],[' 11.8343'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.0009e+08'],[' 1.60671e+08'],[' 0'],[' 1.69472e+10'],[' 0'],[' 0'],[' 1084 '],[' 1767 '],[' 2266 '],[' 2890 '],[' 3241 '],[' 3742 '],[' 4385 '],[' 4961 '],[' 5362 '],[' 5882 '],[' 10 '],[' 0 ']
