Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 5035+'],[' 2524'],"[' 511.767s (Solving', ' 477.97s 1st Model', ' 48.78s Unsat', ' 0.00s)']",[' 509.813s'], ,[' 165093619'],"[' 5662625  (Analyzed', ' 5530192)']","[' 12134    (Average', ' 455.76 Last', ' 15765)']",[' 10471.2 '],"[' 2523     (Average Length', ' 1393.73 Splits', ' 0)']","[' 5530192  (Deleted', ' 5459257)']","[' 19       (Ratio', '   0.00%)']","[' 13271    (Ratio', '   0.24%)']","[' 5530192  (Average Length', '   23.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5530192  (Average', ' 26.24 Max', ' 12694 Sum', ' 145111558)']","[' 5527374  (Average', ' 25.63 Max', ' 12694 Sum', ' 141726449 Ratio', '  97.67%)']","[' 2818     (Average', ' 1201.25 Max', ' 1660 Sum', ' 3385109 Ratio', '   2.33%)']", ,[' 319234  '],[' 16721   '],[' 288707  '],[' 115977  '],"[' 306416   (Atom=Atom', ' 83109 Body=Body', ' 55941 Other', ' 167366)']",[' Yes'],"[' 20289    (Eliminated', '    0 Frozen', ' 20289)']","[' 2114     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.64128'],[' 0'], ,[' 260.869'],[' 0'],[' 12.4955'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.20443e+08'],[' 1.92306e+08'],[' 0'],[' 1.53015e+10'],[' 0'],[' 0'],[' 3552 '],[' 2725 '],[' 3482 '],[' 4984 '],[' 5980 '],[' 6401 '],[' 6 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 5315+'],[' 2664'],"[' 610.619s (Solving', ' 576.27s 1st Model', ' 42.39s Unsat', ' 0.00s)']",[' 608.938s'], ,[' 175512055'],"[' 10039237 (Analyzed', ' 8825263)']","[' 18629    (Average', ' 473.74 Last', ' 44059)']",[' 9036.4  '],"[' 2664     (Average Length', ' 1441.68 Splits', ' 0)']","[' 8825263  (Deleted', ' 8716552)']","[' 25       (Ratio', '   0.00%)']","[' 18358    (Ratio', '   0.21%)']","[' 8825263  (Average Length', '   22.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8825263  (Average', ' 17.87 Max', ' 12961 Sum', ' 157667675)']","[' 8822393  (Average', ' 17.40 Max', ' 11839 Sum', ' 153520417 Ratio', '  97.37%)']","[' 2870     (Average', ' 1445.04 Max', ' 1843 Sum', ' 4147258 Ratio', '   2.63%)']", ,[' 320505  '],[' 16447   '],[' 289699  '],[' 115709  '],"[' 302723   (Atom=Atom', ' 82153 Body=Body', ' 55119 Other', ' 165451)']",[' Yes'],"[' 20192    (Eliminated', '    0 Frozen', ' 20192)']","[' 3537     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.49066'],[' 0'], ,[' 330.483'],[' 0'],[' 14.1209'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.52851e+08'],[' 2.09819e+08'],[' 0'],[' 1.9268e+10'],[' 0'],[' 0'],[' 1283 '],[' 2270 '],[' 3537 '],[' 4296 '],[' 5072 '],[' 6171 '],[' 6 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 5427+'],[' 2720'],"[' 609.846s (Solving', ' 574.87s 1st Model', ' 46.69s Unsat', ' 0.00s)']",[' 607.344s'], ,[' 164945117'],"[' 9479961  (Analyzed', ' 8651338)']","[' 18408    (Average', ' 469.98 Last', ' 10004)']",[' 9322.2  '],"[' 2720     (Average Length', ' 1459.65 Splits', ' 0)']","[' 8651338  (Deleted', ' 8553561)']","[' 25       (Ratio', '   0.00%)']","[' 15820    (Ratio', '   0.18%)']","[' 8651338  (Average Length', '   22.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8651338  (Average', ' 16.91 Max', ' 12281 Sum', ' 146300491)']","[' 8648384  (Average', ' 16.44 Max', ' 12281 Sum', ' 142198553 Ratio', '  97.20%)']","[' 2954     (Average', ' 1388.60 Max', ' 1866 Sum', ' 4101938 Ratio', '   2.80%)']", ,[' 318542  '],[' 16600   '],[' 288901  '],[' 115075  '],"[' 305196   (Atom=Atom', ' 82821 Body=Body', ' 55578 Other', ' 166797)']",[' Yes'],"[' 20399    (Eliminated', '    0 Frozen', ' 20399)']","[' 2992     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.86717'],[' 0'], ,[' 331.897'],[' 0'],[' 13.3232'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.36026e+08'],[' 1.9282e+08'],[' 0'],[' 1.87012e+10'],[' 0'],[' 0'],[' 1570 '],[' 2832 '],[' 3571 '],[' 4513 '],[' 5555 '],[' 6545 '],[' 6 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 5643+'],[' 2828'],"[' 610.689s (Solving', ' 574.67s 1st Model', ' 51.12s Unsat', ' 0.00s)']",[' 608.797s'], ,[' 163091599'],"[' 6712943  (Analyzed', ' 6170773)']","[' 13717    (Average', ' 449.86 Last', ' 17957)']",[' 8432.5  '],"[' 2828     (Average Length', ' 1524.50 Splits', ' 0)']","[' 6170773  (Deleted', ' 6083732)']","[' 52       (Ratio', '   0.00%)']","[' 23789    (Ratio', '   0.39%)']","[' 6170773  (Average Length', '   21.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6170773  (Average', ' 23.79 Max', ' 11069 Sum', ' 146788877)']","[' 6168025  (Average', ' 23.09 Max', ' 11069 Sum', ' 142513928 Ratio', '  97.09%)']","[' 2748     (Average', ' 1555.66 Max', ' 2024 Sum', ' 4274949 Ratio', '   2.91%)']", ,[' 320688  '],[' 16331   '],[' 289483  '],[' 115966  '],"[' 301297   (Atom=Atom', ' 81853 Body=Body', ' 54771 Other', ' 164673)']",[' Yes'],"[' 20207    (Eliminated', '    0 Frozen', ' 20207)']","[' 4532     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.84288'],[' 0'], ,[' 323.642'],[' 0'],[' 14.4513'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.79589e+08'],[' 2.34788e+08'],[' 0'],[' 1.78781e+10'],[' 0'],[' 0'],[' 1108 '],[' 2273 '],[' 3364 '],[' 4320 '],[' 5155 '],[' 6137 '],[' 6 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 6263+'],[' 3138'],"[' 610.916s (Solving', ' 571.78s 1st Model', ' 70.24s Unsat', ' 0.00s)']",[' 609.453s'], ,[' 191445277'],"[' 7820036  (Analyzed', ' 6902545)']","[' 14529    (Average', ' 475.09 Last', ' 6478)']",[' 8875.8  '],"[' 3138     (Average Length', ' 1642.82 Splits', ' 0)']","[' 6902545  (Deleted', ' 6799458)']","[' 35       (Ratio', '   0.00%)']","[' 24198    (Ratio', '   0.35%)']","[' 6902545  (Average Length', '   21.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6902545  (Average', ' 24.90 Max', ' 13149 Sum', ' 171893253)']","[' 6899720  (Average', ' 24.24 Max', ' 11674 Sum', ' 167325728 Ratio', '  97.34%)']","[' 2825     (Average', ' 1616.82 Max', ' 2242 Sum', ' 4567525 Ratio', '   2.66%)']", ,[' 323520  '],[' 16815   '],[' 292917  '],[' 117892  '],"[' 309682   (Atom=Atom', ' 84099 Body=Body', ' 56223 Other', ' 169360)']",[' Yes'],"[' 20918    (Eliminated', '    0 Frozen', ' 20918)']","[' 3949     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.55836'],[' 0'], ,[' 297.349'],[' 0'],[' 14.9368'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.90127e+08'],[' 2.4716e+08'],[' 0'],[' 1.57493e+10'],[' 0'],[' 0'],[' 1261 '],[' 2290 '],[' 3353 '],[' 4299 '],[' 5307 '],[' 6251 '],[' 6 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 5453+'],[' 2733'],"[' 610.124s (Solving', ' 575.52s 1st Model', ' 48.21s Unsat', ' 0.00s)']",[' 608.016s'], ,[' 167962654'],"[' 8353703  (Analyzed', ' 7696546)']","[' 16208    (Average', ' 474.86 Last', ' 12178)']",[' 8537.9  '],"[' 2733     (Average Length', ' 1463.39 Splits', ' 0)']","[' 7696546  (Deleted', ' 7597348)']","[' 36       (Ratio', '   0.00%)']","[' 22217    (Ratio', '   0.29%)']","[' 7696546  (Average Length', '   21.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7696546  (Average', ' 19.67 Max', ' 13295 Sum', ' 151378893)']","[' 7693801  (Average', ' 19.16 Max', ' 11480 Sum', ' 147437130 Ratio', '  97.40%)']","[' 2745     (Average', ' 1435.98 Max', ' 1975 Sum', ' 3941763 Ratio', '   2.60%)']", ,[' 321152  '],[' 16519   '],[' 290212  '],[' 116217  '],"[' 303885   (Atom=Atom', ' 82510 Body=Body', ' 55335 Other', ' 166040)']",[' Yes'],"[' 20288    (Eliminated', '    0 Frozen', ' 20288)']","[' 3993     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.67115'],[' 0'], ,[' 327.107'],[' 0'],[' 14.0387'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.61034e+08'],[' 2.16162e+08'],[' 0'],[' 1.80483e+10'],[' 0'],[' 0'],[' 1287 '],[' 2367 '],[' 3329 '],[' 4292 '],[' 5235 '],[' 6148 '],[' 6 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 5719+'],[' 2866'],"[' 609.722s (Solving', ' 575.62s 1st Model', ' 58.47s Unsat', ' 0.00s)']",[' 607.063s'], ,[' 188143859'],"[' 9080622  (Analyzed', ' 7916944)']","[' 16832    (Average', ' 470.35 Last', ' 72601)']",[' 8722.7  '],"[' 2866     (Average Length', ' 1524.35 Splits', ' 0)']","[' 7916944  (Deleted', ' 7819328)']","[' 23       (Ratio', '   0.00%)']","[' 19815    (Ratio', '   0.25%)']","[' 7916944  (Average Length', '   21.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7916944  (Average', ' 21.53 Max', ' 11668 Sum', ' 170488378)']","[' 7914090  (Average', ' 20.95 Max', ' 11668 Sum', ' 165856745 Ratio', '  97.28%)']","[' 2854     (Average', ' 1622.86 Max', ' 2146 Sum', ' 4631633 Ratio', '   2.72%)']", ,[' 318998  '],[' 16440   '],[' 289022  '],[' 115129  '],"[' 302939   (Atom=Atom', ' 82327 Body=Body', ' 55098 Other', ' 165514)']",[' Yes'],"[' 20275    (Eliminated', '    0 Frozen', ' 20275)']","[' 3550     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.73757'],[' 0'], ,[' 320.39'],[' 0'],[' 15.0339'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.66372e+08'],[' 2.21718e+08'],[' 0'],[' 1.80939e+10'],[' 0'],[' 0'],[' 1332 '],[' 2394 '],[' 3283 '],[' 4067 '],[' 5179 '],[' 6324 '],[' 6 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 5383+'],[' 2698'],"[' 609.665s (Solving', ' 575.48s 1st Model', ' 44.38s Unsat', ' 0.00s)']",[' 606.984s'], ,[' 149936614'],"[' 10148230 (Analyzed', ' 9113571)']","[' 19306    (Average', ' 472.06 Last', ' 46827)']",[' 9250.5  '],"[' 2698     (Average Length', ' 1455.60 Splits', ' 0)']","[' 9113571  (Deleted', ' 9014867)']","[' 27       (Ratio', '   0.00%)']","[' 13243    (Ratio', '   0.15%)']","[' 9113571  (Average Length', '   20.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9113571  (Average', ' 14.44 Max', ' 12320 Sum', ' 131570946)']","[' 9110569  (Average', ' 13.97 Max', ' 12320 Sum', ' 127346375 Ratio', '  96.79%)']","[' 3002     (Average', ' 1407.25 Max', ' 1888 Sum', ' 4224571 Ratio', '   3.21%)']", ,[' 320232  '],[' 16577   '],[' 289670  '],[' 116003  '],"[' 304620   (Atom=Atom', ' 82707 Body=Body', ' 55509 Other', ' 166404)']",[' Yes'],"[' 20345    (Eliminated', '    0 Frozen', ' 20345)']","[' 2387     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.69671'],[' 0'], ,[' 338.438'],[' 0'],[' 13.5509'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.14982e+08'],[' 1.75408e+08'],[' 0'],[' 1.91312e+10'],[' 0'],[' 0'],[' 1324 '],[' 2336 '],[' 3394 '],[' 4433 '],[' 5622 '],[' 6416 '],[' 6 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 6223+'],[' 3118'],"[' 610.908s (Solving', ' 571.57s 1st Model', ' 66.32s Unsat', ' 0.00s)']",[' 609.219s'], ,[' 197251950'],"[' 7128688  (Analyzed', ' 6557336)']","[' 14852    (Average', ' 441.51 Last', ' 119470)']",[' 8345.7  '],"[' 3118     (Average Length', ' 1646.81 Splits', ' 0)']","[' 6557336  (Deleted', ' 6450459)']","[' 41       (Ratio', '   0.00%)']","[' 31230    (Ratio', '   0.48%)']","[' 6557336  (Average Length', '   21.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6557336  (Average', ' 27.44 Max', ' 12420 Sum', ' 179928161)']","[' 6554502  (Average', ' 26.74 Max', ' 10495 Sum', ' 175328602 Ratio', '  97.44%)']","[' 2834     (Average', ' 1622.99 Max', ' 2205 Sum', ' 4599559 Ratio', '   2.56%)']", ,[' 322474  '],[' 16536   '],[' 291661  '],[' 116979  '],"[' 305227   (Atom=Atom', ' 82963 Body=Body', ' 55386 Other', ' 166878)']",[' Yes'],"[' 20638    (Eliminated', '    0 Frozen', ' 20638)']","[' 6025     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.66707'],[' 0'], ,[' 280.715'],[' 0'],[' 14.7351'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.45236e+08'],[' 2.94542e+08'],[' 0'],[' 1.44792e+10'],[' 0'],[' 0'],[' 1089 '],[' 2168 '],[' 3239 '],[' 4042 '],[' 4977 '],[' 5931 '],[' 6 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 5919+'],[' 2966'],"[' 610.533s (Solving', ' 573.23s 1st Model', ' 61.65s Unsat', ' 0.00s)']",[' 608.766s'], ,[' 200973746'],"[' 7217787  (Analyzed', ' 6378653)']","[' 14252    (Average', ' 447.56 Last', ' 5695)']",[' 8657.2  '],"[' 2966     (Average Length', ' 1572.62 Splits', ' 0)']","[' 6378653  (Deleted', ' 6283938)']","[' 46       (Ratio', '   0.00%)']","[' 30152    (Ratio', '   0.47%)']","[' 6378653  (Average Length', '   24.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6378653  (Average', ' 28.69 Max', ' 12946 Sum', ' 183008048)']","[' 6375747  (Average', ' 27.99 Max', ' 11344 Sum', ' 178539482 Ratio', '  97.56%)']","[' 2906     (Average', ' 1537.70 Max', ' 2094 Sum', ' 4468566 Ratio', '   2.44%)']", ,[' 322397  '],[' 16876   '],[' 292131  '],[' 117306  '],"[' 309925   (Atom=Atom', ' 84171 Body=Body', ' 56406 Other', ' 169348)']",[' Yes'],"[' 20773    (Eliminated', '    0 Frozen', ' 20773)']","[' 5322     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.243'],[' 0'], ,[' 296.833'],[' 0'],[' 15.4017'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.17393e+08'],[' 2.70849e+08'],[' 0'],[' 1.54352e+10'],[' 0'],[' 0'],[' 1440 '],[' 2405 '],[' 3079 '],[' 4323 '],[' 5093 '],[' 5956 '],[' 6 '],[' 0 ']
