Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , ,[' 4251'],[' 2136'],"[' 777.053s (Solving', ' 735.87s 1st Model', ' 46.57s Unsat', ' 8.28s)']",[' 772.109s'], ,[' 46797297'],"[' 8166213  (Analyzed', ' 7951753)']","[' 16665    (Average', ' 477.15 Last', ' 15565)']",[' 5196.7  '],"[' 2136     (Average Length', ' 1007.15 Splits', ' 0)']","[' 7951753  (Deleted', ' 7823644)']","[' 81       (Ratio', '   0.00%)']","[' 8038     (Ratio', '   0.10%)']","[' 7951753  (Average Length', '   14.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7951753  (Average', '  4.80 Max', ' 7269 Sum', ' 38194468)']","[' 7950498  (Average', '  4.69 Max', ' 7269 Sum', ' 37319600 Ratio', '  97.71%)']","[' 1255     (Average', ' 697.11 Max', ' 1652 Sum', ' 874868 Ratio', '   2.29%)']", ,[' 354947  '],[' 11470   '],[' 354944  '],[' 205444  '],"[' 616328   (Atom=Atom', ' 195972 Body=Body', ' 112370 Other', ' 307986)']",[' Yes'],"[' 13467    (Eliminated', '    0 Frozen', ' 13467)']","[' 1504     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.49034'],[' 0'], ,[' 630.309'],[' 0'],[' 9.73249'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.60659e+08'],[' 2.34816e+08'],[' 0'],[' 7.76303e+10'],[' 0'],[' 0'],[' 906 '],[' 1412 '],[' 2119 '],[' 3245 '],[' 3778 '],[' 4378 '],[' 4938 '],[' 5677 '],[' 6323 '],[' 6853 '],[' 7 '],[' 3 ']
Solving...,TA72, , ,[' 4077'],[' 2049'],"[' 859.404s (Solving', ' 821.37s 1st Model', ' 45.02s Unsat', ' 23.41s)']",[' 856.422s'], ,[' 46906593'],"[' 12342187 (Analyzed', ' 12159558)']","[' 26373    (Average', ' 461.06 Last', ' 63394)']",[' 5553.9  '],"[' 2049     (Average Length', ' 958.05 Splits', ' 0)']","[' 12159558 (Deleted', ' 11967636)']","[' 45       (Ratio', '   0.00%)']","[' 5354     (Ratio', '   0.04%)']","[' 12159558 (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12159558 (Average', '  3.11 Max', ' 7628 Sum', ' 37842646)']","[' 12158550 (Average', '  3.04 Max', ' 7628 Sum', ' 36970545 Ratio', '  97.70%)']","[' 1008     (Average', ' 865.18 Max', ' 1626 Sum', ' 872101 Ratio', '   2.30%)']", ,[' 354638  '],[' 11348   '],[' 354527  '],[' 209251  '],"[' 627749   (Atom=Atom', ' 199901 Body=Body', ' 112248 Other', ' 315600)']",[' Yes'],"[' 13237    (Eliminated', '    0 Frozen', ' 13237)']","[' 950      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.06386'],[' 0'], ,[' 694.998'],[' 0'],[' 9.80634'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.5954e+08'],[' 2.26406e+08'],[' 0'],[' 8.73262e+10'],[' 0'],[' 0'],[' 682 '],[' 1285 '],[' 1885 '],[' 2444 '],[' 3084 '],[' 3607 '],[' 4151 '],[' 4681 '],[' 5261 '],[' 5870 '],[' 8 '],[' 2 ']
Solving...,TA73, , ,[' 4233'],[' 2127'],"[' 870.141s (Solving', ' 829.15s 1st Model', ' 46.33s Unsat', ' 17.50s)']",[' 867.422s'], ,[' 55412216'],"[' 10554422 (Analyzed', ' 10381366)']","[' 21942    (Average', ' 473.13 Last', ' 54248)']",[' 5226.8  '],"[' 2127     (Average Length', ' 989.66 Splits', ' 0)']","[' 10381366 (Deleted', ' 10214834)']","[' 46       (Ratio', '   0.00%)']","[' 8913     (Ratio', '   0.09%)']","[' 10381366 (Average Length', '   13.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10381366 (Average', '  4.52 Max', ' 7015 Sum', ' 46884622)']","[' 10380091 (Average', '  4.42 Max', ' 7015 Sum', ' 45865290 Ratio', '  97.83%)']","[' 1275     (Average', ' 799.48 Max', ' 1643 Sum', ' 1019332 Ratio', '   2.17%)']", ,[' 354660  '],[' 11416   '],[' 354615  '],[' 205941  '],"[' 617819   (Atom=Atom', ' 196523 Body=Body', ' 112316 Other', ' 308980)']",[' Yes'],"[' 13371    (Eliminated', '    0 Frozen', ' 13371)']","[' 1834     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.69088'],[' 0'], ,[' 705.593'],[' 0'],[' 10.8561'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.95469e+08'],[' 2.61172e+08'],[' 0'],[' 8.12455e+10'],[' 0'],[' 0'],[' 925 '],[' 1580 '],[' 2171 '],[' 2727 '],[' 3334 '],[' 3889 '],[' 4570 '],[' 5221 '],[' 5819 '],[' 6327 '],[' 8 '],[' 2 ']
Solving...,TA74, , ,[' 3693'],[' 1857'],"[' 1004.696s (Solving', ' 966.16s 1st Model', ' 36.73s Unsat', ' 59.88s)']",[' 1001.656s'], ,[' 46771153'],"[' 10742487 (Analyzed', ' 10572643)']","[' 22304    (Average', ' 474.02 Last', ' 42005)']",[' 5724.0  '],"[' 1857     (Average Length', ' 889.95 Splits', ' 0)']","[' 10572643 (Deleted', ' 10402329)']","[' 24       (Ratio', '   0.00%)']","[' 6508     (Ratio', '   0.06%)']","[' 10572643 (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10572643 (Average', '  3.58 Max', ' 7742 Sum', ' 37850547)']","[' 10571693 (Average', '  3.52 Max', ' 7742 Sum', ' 37266422 Ratio', '  98.46%)']","[' 950      (Average', ' 614.87 Max', ' 1429 Sum', ' 584125 Ratio', '   1.54%)']", ,[' 355152  '],[' 11405   '],[' 354917  '],[' 208304  '],"[' 624908   (Atom=Atom', ' 198897 Body=Body', ' 112305 Other', ' 313706)']",[' Yes'],"[' 13170    (Eliminated', '    0 Frozen', ' 13170)']","[' 1213     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.22656'],[' 0'], ,[' 844.523'],[' 0'],[' 12.0962'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.56149e+08'],[' 2.25706e+08'],[' 0'],[' 1.06427e+11'],[' 0'],[' 0'],[' 761 '],[' 1369 '],[' 2008 '],[' 2692 '],[' 3249 '],[' 3829 '],[' 4529 '],[' 5098 '],[' 5661 '],[' 6185 '],[' 9 '],[' 1 ']
Solving...,TA75, ,[' 1'],[' 4873+'],[' 2447'],"[' 916.402s (Solving', ' 871.82s 1st Model', ' 55.52s Unsat', ' 2.08s)']",[' 913.391s'], ,[' 57188224'],"[' 8459094  (Analyzed', ' 8258168)']","[' 16998    (Average', ' 485.83 Last', ' 284779)']",[' 5091.3  '],"[' 2447     (Average Length', ' 1099.82 Splits', ' 0)']","[' 8258168  (Deleted', ' 8122252)']","[' 45       (Ratio', '   0.00%)']","[' 10765    (Ratio', '   0.13%)']","[' 8258168  (Average Length', '   15.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8258168  (Average', '  5.82 Max', ' 6979 Sum', ' 48103176)']","[' 8256869  (Average', '  5.68 Max', ' 6979 Sum', ' 46895930 Ratio', '  97.49%)']","[' 1299     (Average', ' 929.37 Max', ' 1913 Sum', ' 1207246 Ratio', '   2.51%)']", ,[' 355835  '],[' 11517   '],[' 356013  '],[' 206886  '],"[' 620654   (Atom=Atom', ' 197367 Body=Body', ' 112417 Other', ' 310870)']",[' Yes'],"[' 13695    (Eliminated', '    0 Frozen', ' 13695)']","[' 2098     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.31025'],[' 0'], ,[' 752.023'],[' 0'],[' 11.6233'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.09916e+08'],[' 2.79677e+08'],[' 0'],[' 9.47738e+10'],[' 0'],[' 0'],[' 915 '],[' 1453 '],[' 2137 '],[' 2738 '],[' 3320 '],[' 3956 '],[' 4744 '],[' 5305 '],[' 5880 '],[' 6405 '],[' 9 '],[' 1 ']
Solving...,TA76, ,[' 1'],[' 4131+'],[' 2076'],"[' 898.883s (Solving', ' 859.66s 1st Model', ' 44.48s Unsat', ' 71.36s)']",[' 894.844s'], ,[' 47373577'],"[' 10169402 (Analyzed', ' 9960776)']","[' 20548    (Average', ' 484.76 Last', ' 10635)']",[' 5460.1  '],"[' 2076     (Average Length', ' 980.75 Splits', ' 0)']","[' 9960776  (Deleted', ' 9793057)']","[' 44       (Ratio', '   0.00%)']","[' 6958     (Ratio', '   0.07%)']","[' 9960776  (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9960776  (Average', '  3.85 Max', ' 7449 Sum', ' 38388413)']","[' 9959665  (Average', '  3.77 Max', ' 7449 Sum', ' 37562297 Ratio', '  97.85%)']","[' 1111     (Average', ' 743.58 Max', ' 1647 Sum', ' 826116 Ratio', '   2.15%)']", ,[' 354134  '],[' 11383   '],[' 354070  '],[' 207195  '],"[' 621581   (Atom=Atom', ' 197810 Body=Body', ' 112283 Other', ' 311488)']",[' Yes'],"[' 13319    (Eliminated', '    0 Frozen', ' 13319)']","[' 1090     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.2762'],[' 0'], ,[' 743.315'],[' 0'],[' 10.9261'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.65098e+08'],[' 2.36054e+08'],[' 0'],[' 9.1191e+10'],[' 0'],[' 0'],[' 809 '],[' 1371 '],[' 1969 '],[' 2592 '],[' 3189 '],[' 3689 '],[' 4298 '],[' 4848 '],[' 5399 '],[' 5931 '],[' 8 '],[' 2 ']
Solving...,TA77, , ,[' 3731'],[' 1876'],"[' 744.731s (Solving', ' 707.11s 1st Model', ' 35.84s Unsat', ' 73.55s)']",[' 740.750s'], ,[' 39809399'],"[' 9506867  (Analyzed', ' 9355846)']","[' 19885    (Average', ' 470.50 Last', ' 22481)']",[' 5327.7  '],"[' 1876     (Average Length', ' 888.69 Splits', ' 0)']","[' 9355846  (Deleted', ' 9219871)']","[' 49       (Ratio', '   0.00%)']","[' 4891     (Ratio', '   0.05%)']","[' 9355846  (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9355846  (Average', '  3.41 Max', ' 7427 Sum', ' 31870934)']","[' 9354653  (Average', '  3.32 Max', ' 7427 Sum', ' 31050670 Ratio', '  97.43%)']","[' 1193     (Average', ' 687.56 Max', ' 1479 Sum', ' 820264 Ratio', '   2.57%)']", ,[' 352926  '],[' 11316   '],[' 352690  '],[' 205202  '],"[' 615602   (Atom=Atom', ' 195884 Body=Body', ' 112216 Other', ' 307502)']",[' Yes'],"[' 13080    (Eliminated', '    0 Frozen', ' 13080)']","[' 790      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.94646'],[' 0'], ,[' 604.319'],[' 0'],[' 9.58469'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.28412e+08'],[' 2.0204e+08'],[' 0'],[' 6.63611e+10'],[' 0'],[' 0'],[' 746 '],[' 1471 '],[' 2007 '],[' 2638 '],[' 3179 '],[' 3758 '],[' 4400 '],[' 5042 '],[' 5610 '],[' 6121 '],[' 6 '],[' 4 ']
Solving...,TA78, , ,[' 4045'],[' 2033'],"[' 697.825s (Solving', ' 657.33s 1st Model', ' 41.89s Unsat', ' 18.07s)']",[' 691.203s'], ,[' 46820748'],"[' 8459477  (Analyzed', ' 8292281)']","[' 17470    (Average', ' 474.66 Last', ' 131213)']",[' 5672.9  '],"[' 2033     (Average Length', ' 960.74 Splits', ' 0)']","[' 8292281  (Deleted', ' 8168745)']","[' 67       (Ratio', '   0.00%)']","[' 6493     (Ratio', '   0.08%)']","[' 8292281  (Average Length', '   16.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8292281  (Average', '  4.49 Max', ' 7839 Sum', ' 37216999)']","[' 8291422  (Average', '  4.43 Max', ' 7839 Sum', ' 36735759 Ratio', '  98.71%)']","[' 859      (Average', ' 560.23 Max', ' 1594 Sum', ' 481240 Ratio', '   1.29%)']", ,[' 356613  '],[' 11453   '],[' 356507  '],[' 209234  '],"[' 627698   (Atom=Atom', ' 199779 Body=Body', ' 112353 Other', ' 315566)']",[' Yes'],"[' 13347    (Eliminated', '    0 Frozen', ' 13347)']","[' 1162     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.50698'],[' 0'], ,[' 553.623'],[' 0'],[' 9.3041'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.55052e+08'],[' 2.28631e+08'],[' 0'],[' 6.27967e+10'],[' 0'],[' 0'],[' 946 '],[' 1502 '],[' 2136 '],[' 2668 '],[' 3218 '],[' 3885 '],[' 4642 '],[' 5161 '],[' 5754 '],[' 6282 '],[' 6 '],[' 4 ']
Solving...,TA79, ,[' 1'],[' 3865+'],[' 1943'],"[' 954.453s (Solving', ' 917.20s 1st Model', ' 38.99s Unsat', ' 38.49s)']",[' 950.922s'], ,[' 46460531'],"[' 10326579 (Analyzed', ' 10106939)']","[' 21836    (Average', ' 462.86 Last', ' 12929)']",[' 5554.2  '],"[' 1943     (Average Length', ' 915.68 Splits', ' 0)']","[' 10106939 (Deleted', ' 9942853)']","[' 19       (Ratio', '   0.00%)']","[' 5866     (Ratio', '   0.06%)']","[' 10106939 (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10106939 (Average', '  3.72 Max', ' 7776 Sum', ' 37634124)']","[' 10105970 (Average', '  3.65 Max', ' 7776 Sum', ' 36882085 Ratio', '  98.00%)']","[' 969      (Average', ' 776.10 Max', ' 1562 Sum', ' 752039 Ratio', '   2.00%)']", ,[' 357052  '],[' 11472   '],[' 356873  '],[' 210211  '],"[' 630629   (Atom=Atom', ' 200737 Body=Body', ' 112372 Other', ' 317520)']",[' Yes'],"[' 13293    (Eliminated', '    0 Frozen', ' 13293)']","[' 975      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.90378'],[' 0'], ,[' 801.605'],[' 0'],[' 11.5424'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.53796e+08'],[' 2.24332e+08'],[' 0'],[' 9.70945e+10'],[' 0'],[' 0'],[' 824 '],[' 1421 '],[' 2047 '],[' 2563 '],[' 3184 '],[' 3759 '],[' 4372 '],[' 4957 '],[' 5474 '],[' 6016 '],[' 9 '],[' 1 ']
Solving...,TA80, , ,[' 3341'],[' 1681'],"[' 935.049s (Solving', ' 902.06s 1st Model', ' 41.87s Unsat', ' 2.37s)']",[' 930.172s'], ,[' 44191004'],"[' 11289821 (Analyzed', ' 11090995)']","[' 23525    (Average', ' 471.46 Last', ' 45518)']",[' 5457.0  '],"[' 1681     (Average Length', ' 809.25 Splits', ' 0)']","[' 11090995 (Deleted', ' 10906990)']","[' 18       (Ratio', '   0.00%)']","[' 5136     (Ratio', '   0.05%)']","[' 11090995 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11090995 (Average', '  3.28 Max', ' 7860 Sum', ' 36379425)']","[' 11090135 (Average', '  3.23 Max', ' 7860 Sum', ' 35808609 Ratio', '  98.43%)']","[' 860      (Average', ' 663.74 Max', ' 1368 Sum', ' 570816 Ratio', '   1.57%)']", ,[' 358692  '],[' 11579   '],[' 358309  '],[' 211986  '],"[' 635954   (Atom=Atom', ' 202405 Body=Body', ' 112479 Other', ' 321070)']",[' Yes'],"[' 13196    (Eliminated', '    0 Frozen', ' 13196)']","[' 990      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.04523'],[' 0'], ,[' 783.986'],[' 0'],[' 11.2957'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.30065e+08'],[' 2.00449e+08'],[' 0'],[' 9.11621e+10'],[' 0'],[' 0'],[' 789 '],[' 1360 '],[' 1991 '],[' 2630 '],[' 3214 '],[' 3814 '],[' 4683 '],[' 5233 '],[' 5783 '],[' 6350 '],[' 9 '],[' 1 ']
