Optimal Found Or Timeout,Instances,Solving...,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , , ,[' 1'],[' 11131+'],[' 5568'],"[' 1036.240s (Solving', ' 914.70s 1st Model', ' 419.26s Unsat', ' 0.00s)']",[' 1032.859s'], ,[' 442304637'],"[' 7682744  (Analyzed', ' 198456)']","[' 3695     (Average', ' 53.71 Last', ' 59401)']",[' 20784.1 '],"[' 5568     (Average Length', ' 2818.28 Splits', ' 0)']","[' 198456   (Deleted', ' 151850)']","[' 64       (Ratio', '   0.03%)']","[' 25291    (Ratio', '  12.74%)']","[' 198456   (Average Length', '   35.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 198456   (Average', ' 1735.47 Max', ' 26589 Sum', ' 344415111)']","[' 195144   (Average', ' 1683.01 Max', ' 26589 Sum', ' 334003799 Ratio', '  96.98%)']","[' 3312     (Average', ' 3143.51 Max', ' 3506 Sum', ' 10411312 Ratio', '   3.02%)']", ,[' 461430  '],[' 33570   '],[' 422763  '],[' 203708  '],"[' 595609   (Atom=Atom', ' 151201 Body=Body', ' 106086 Other', ' 338322)']",[' Yes'],"[' 39190    (Eliminated', '    0 Frozen', ' 39190)']","[' 4887     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 19.2647'],[' 0'], ,[' 302.821'],[' 0'],[' 26.4681'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.19937e+08'],[' 5.70888e+08'],[' 0'],[' 1.36343e+10'],[' 0'],[' 0'],[' 2764 '],[' 5314 '],[' 7180 '],[' 3 '],[' 0 ']
Solving...,TA72, , , , ,[' 1'],[' 7393+'],[' 3699'],"[' 700.533s (Solving', ' 638.38s 1st Model', ' 254.13s Unsat', ' 0.00s)']",[' 698.000s'], ,[' 302951315'],"[' 7985296  (Analyzed', ' 188351)']","[' 2976     (Average', ' 63.29 Last', ' 17503)']",[' 15424.3 '],"[' 3698     (Average Length', ' 2089.34 Splits', ' 0)']","[' 188351   (Deleted', ' 159517)']","[' 47       (Ratio', '   0.02%)']","[' 23794    (Ratio', '  12.63%)']","[' 188351   (Average Length', '   30.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 188351   (Average', ' 1366.03 Max', ' 25136 Sum', ' 257293248)']","[' 184486   (Average', ' 1302.33 Max', ' 25136 Sum', ' 245295671 Ratio', '  95.34%)']","[' 3865     (Average', ' 3104.16 Max', ' 3459 Sum', ' 11997577 Ratio', '   4.66%)']", ,[' 457353  '],[' 33008   '],[' 417429  '],[' 199369  '],"[' 581748   (Atom=Atom', ' 147084 Body=Body', ' 104400 Other', ' 330264)']",[' Yes'],"[' 37188    (Eliminated', '    0 Frozen', ' 37188)']","[' 5162     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.7302'],[' 0'], ,[' 250.22'],[' 0'],[' 18.2065'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.42345e+08'],[' 3.98774e+08'],[' 0'],[' 1.41236e+10'],[' 0'],[' 0'],[' 2272 '],[' 7353 '],[' 17126 '],[' 3 '],[' 0 ']
Solving...,TA73, , , , ,[' 1'],[' 9177+'],[' 4591'],"[' 1031.000s (Solving', ' 930.17s 1st Model', ' 455.97s Unsat', ' 0.00s)']",[' 1027.828s'], ,[' 500983475'],"[' 7854839  (Analyzed', ' 252997)']","[' 3637     (Average', ' 69.56 Last', ' 40721)']",[' 19408.6 '],"[' 4591     (Average Length', ' 2400.00 Splits', ' 0)']","[' 252997   (Deleted', ' 211410)']","[' 57       (Ratio', '   0.02%)']","[' 31793    (Ratio', '  12.57%)']","[' 252997   (Average Length', '   31.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 252997   (Average', ' 1680.75 Max', ' 25242 Sum', ' 425225179)']","[' 249099   (Average', ' 1638.76 Max', ' 25242 Sum', ' 414600855 Ratio', '  97.50%)']","[' 3898     (Average', ' 2725.58 Max', ' 3046 Sum', ' 10624324 Ratio', '   2.50%)']", ,[' 457768  '],[' 33207   '],[' 418289  '],[' 201237  '],"[' 587210   (Atom=Atom', ' 148772 Body=Body', ' 104997 Other', ' 333441)']",[' Yes'],"[' 38021    (Eliminated', '    0 Frozen', ' 38021)']","[' 5808     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.9279'],[' 0'], ,[' 324.306'],[' 0'],[' 30.3398'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.21758e+08'],[' 6.66092e+08'],[' 0'],[' 1.442e+10'],[' 0'],[' 0'],[' 2626 '],[' 7634 '],[' 6673 '],[' 3 '],[' 0 ']
Solving...,TA74, , , , ,[' 1'],[' 10727+'],[' 5366'],"[' 1036.138s (Solving', ' 918.58s 1st Model', ' 409.57s Unsat', ' 0.00s)']",[' 1031.125s'], ,[' 462173462'],"[' 7810649  (Analyzed', ' 235664)']","[' 3955     (Average', ' 59.59 Last', ' 39313)']",[' 20367.5 '],"[' 5366     (Average Length', ' 2758.18 Splits', ' 0)']","[' 235664   (Deleted', ' 186222)']","[' 42       (Ratio', '   0.02%)']","[' 29098    (Ratio', '  12.35%)']","[' 235664   (Average Length', '   30.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 235664   (Average', ' 1567.00 Max', ' 25615 Sum', ' 369286628)']","[' 232316   (Average', ' 1525.23 Max', ' 25615 Sum', ' 359442115 Ratio', '  97.33%)']","[' 3348     (Average', ' 2940.42 Max', ' 11300 Sum', ' 9844513 Ratio', '   2.67%)']", ,[' 460246  '],[' 33085   '],[' 421603  '],[' 201406  '],"[' 587879   (Atom=Atom', ' 149059 Body=Body', ' 104631 Other', ' 334189)']",[' Yes'],"[' 38550    (Eliminated', '    0 Frozen', ' 38550)']","[' 5711     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.001'],[' 0'], ,[' 303.072'],[' 0'],[' 27.6095'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.82773e+08'],[' 6.27564e+08'],[' 0'],[' 1.42469e+10'],[' 0'],[' 0'],[' 2289 '],[' 5960 '],[' 6832 '],[' 3 '],[' 0 ']
Solving...,TA75, , , , , ,[' 11271+'],[' 5638'],"[' 1044.396s (Solving', ' 915.41s 1st Model', ' 443.81s Unsat', ' 0.00s)']",[' 1040.313s'], ,[' 447450304'],"[' 6934832  (Analyzed', ' 217676)']","[' 3772     (Average', ' 57.71 Last', ' 86894)']",[' 20369.0 '],"[' 5639     (Average Length', ' 2861.22 Splits', ' 0)']","[' 217676   (Deleted', ' 170942)']","[' 53       (Ratio', '   0.02%)']","[' 27166    (Ratio', '  12.48%)']","[' 217676   (Average Length', '   33.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 217676   (Average', ' 1615.38 Max', ' 26077 Sum', ' 351628946)']","[' 214492   (Average', ' 1568.50 Max', ' 26077 Sum', ' 341423892 Ratio', '  97.10%)']","[' 3184     (Average', ' 3205.10 Max', ' 3659 Sum', ' 10205054 Ratio', '   2.90%)']", ,[' 460645  '],[' 33165   '],[' 421997  '],[' 202237  '],"[' 589873   (Atom=Atom', ' 149650 Body=Body', ' 104871 Other', ' 335352)']",[' Yes'],"[' 38775    (Eliminated', '    0 Frozen', ' 38775)']","[' 4732     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.9505'],[' 0'], ,[' 288.961'],[' 0'],[' 27.7794'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.38177e+08'],[' 5.88314e+08'],[' 0'],[' 1.26188e+10'],[' 0'],[' 0'],[' 2519 '],[' 7076 '],[' 6692 '],[' 3 '],[' 0 ']
Solving...,TA76, , , , , ,[' 9749+'],[' 4878'],"[' 1037.323s (Solving', ' 921.15s 1st Model', ' 397.15s Unsat', ' 0.00s)']",[' 1025.516s'], ,[' 412782122'],"[' 7533959  (Analyzed', ' 174217)']","[' 3347     (Average', ' 52.05 Last', ' 19440)']",[' 20132.0 '],"[' 4879     (Average Length', ' 2518.64 Splits', ' 0)']","[' 174217   (Deleted', ' 131852)']","[' 39       (Ratio', '   0.02%)']","[' 22570    (Ratio', '  12.96%)']","[' 174217   (Average Length', '   31.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 174217   (Average', ' 1896.30 Max', ' 25847 Sum', ' 330366921)']","[' 170175   (Average', ' 1831.81 Max', ' 25847 Sum', ' 319132281 Ratio', '  96.60%)']","[' 4042     (Average', ' 2779.48 Max', ' 3090 Sum', ' 11234640 Ratio', '   3.40%)']", ,[' 459538  '],[' 33152   '],[' 420463  '],[' 201172  '],"[' 587435   (Atom=Atom', ' 148837 Body=Body', ' 104832 Other', ' 333766)']",[' Yes'],"[' 38209    (Eliminated', '    0 Frozen', ' 38209)']","[' 4562     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.7816'],[' 0'], ,[' 320.442'],[' 0'],[' 28.5016'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.64882e+08'],[' 5.20479e+08'],[' 0'],[' 1.35833e+10'],[' 0'],[' 0'],[' 2354 '],[' 6713 '],[' 6770 '],[' 3 '],[' 0 ']
Solving...,TA77, , , , ,[' 1'],[' 9613+'],[' 4810'],"[' 1033.077s (Solving', ' 917.51s 1st Model', ' 410.94s Unsat', ' 0.00s)']",[' 1022.563s'], ,[' 386348428'],"[' 6570216  (Analyzed', ' 196357)']","[' 3020     (Average', ' 65.02 Last', ' 83074)']",[' 19402.0 '],"[' 4810     (Average Length', ' 2468.03 Splits', ' 0)']","[' 196357   (Deleted', ' 157276)']","[' 56       (Ratio', '   0.03%)']","[' 23610    (Ratio', '  12.02%)']","[' 196357   (Average Length', '   29.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 196357   (Average', ' 1576.94 Max', ' 25678 Sum', ' 309642291)']","[' 192582   (Average', ' 1518.74 Max', ' 25678 Sum', ' 298215668 Ratio', '  96.31%)']","[' 3775     (Average', ' 3026.92 Max', ' 3167 Sum', ' 11426623 Ratio', '   3.69%)']", ,[' 458446  '],[' 32989   '],[' 419443  '],[' 200394  '],"[' 584796   (Atom=Atom', ' 148118 Body=Body', ' 104343 Other', ' 332335)']",[' Yes'],"[' 38081    (Eliminated', '    0 Frozen', ' 38081)']","[' 4638     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.922'],[' 0'], ,[' 316.632'],[' 0'],[' 25.892'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.42079e+08'],[' 4.96871e+08'],[' 0'],[' 1.21068e+10'],[' 0'],[' 0'],[' 2281 '],[' 9869 '],[' 6834 '],[' 3 '],[' 0 ']
Solving...,TA78, , , , , ,[' 10551+'],[' 5279'],"[' 1039.140s (Solving', ' 916.17s 1st Model', ' 421.23s Unsat', ' 0.00s)']",[' 1035.375s'], ,[' 418637737'],"[' 8321049  (Analyzed', ' 199995)']","[' 3389     (Average', ' 59.01 Last', ' 45346)']",[' 20716.2 '],"[' 5280     (Average Length', ' 2714.31 Splits', ' 0)']","[' 199995   (Deleted', ' 160849)']","[' 49       (Ratio', '   0.02%)']","[' 25057    (Ratio', '  12.53%)']","[' 199995   (Average Length', '   30.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 199995   (Average', ' 1617.17 Max', ' 25978 Sum', ' 323425719)']","[' 196971   (Average', ' 1573.82 Max', ' 25978 Sum', ' 314756617 Ratio', '  97.32%)']","[' 3024     (Average', ' 2866.77 Max', ' 3198 Sum', ' 8669102 Ratio', '   2.68%)']", ,[' 458104  '],[' 32875   '],[' 419461  '],[' 200420  '],"[' 584254   (Atom=Atom', ' 148130 Body=Body', ' 104001 Other', ' 332123)']",[' Yes'],"[' 38349    (Eliminated', '    0 Frozen', ' 38349)']","[' 4457     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.6982'],[' 0'], ,[' 310.054'],[' 0'],[' 26.4562'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.99621e+08'],[' 5.50037e+08'],[' 0'],[' 1.50367e+10'],[' 0'],[' 0'],[' 2382 '],[' 4982 '],[' 6642 '],[' 3 '],[' 0 ']
Solving...,TA79, , , , ,[' 1'],[' 10171+'],[' 5088'],"[' 1036.458s (Solving', ' 917.30s 1st Model', ' 405.99s Unsat', ' 0.00s)']",[' 1029.906s'], ,[' 385395660'],"[' 8498775  (Analyzed', ' 168398)']","[' 3278     (Average', ' 51.37 Last', ' 37956)']",[' 20631.5 '],"[' 5088     (Average Length', ' 2604.10 Splits', ' 0)']","[' 168398   (Deleted', ' 132273)']","[' 41       (Ratio', '   0.02%)']","[' 21869    (Ratio', '  12.99%)']","[' 168398   (Average Length', '   32.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 168398   (Average', ' 1737.69 Max', ' 27161 Sum', ' 292623229)']","[' 165798   (Average', ' 1691.14 Max', ' 27161 Sum', ' 284783829 Ratio', '  97.32%)']","[' 2600     (Average', ' 3015.15 Max', ' 3250 Sum', ' 7839400 Ratio', '   2.68%)']", ,[' 459983  '],[' 33131   '],[' 421049  '],[' 201352  '],"[' 587552   (Atom=Atom', ' 148965 Body=Body', ' 104769 Other', ' 333818)']",[' Yes'],"[' 38343    (Eliminated', '    0 Frozen', ' 38343)']","[' 2859     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 19.087'],[' 0'], ,[' 317'],[' 0'],[' 25.9295'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.33447e+08'],[' 4.88941e+08'],[' 0'],[' 1.50379e+10'],[' 0'],[' 0'],[' 2319 '],[' 6568 '],[' 7304 '],[' 3 '],[' 0 ']
Solving...,TA80, , , , ,[' 1'],[' 10071+'],[' 5038'],"[' 1035.180s (Solving', ' 918.51s 1st Model', ' 389.84s Unsat', ' 0.00s)']",[' 1030.641s'], ,[' 420635535'],"[' 8183999  (Analyzed', ' 207214)']","[' 3457     (Average', ' 59.94 Last', ' 63182)']",[' 20473.8 '],"[' 5038     (Average Length', ' 2596.92 Splits', ' 0)']","[' 207214   (Deleted', ' 162220)']","[' 66       (Ratio', '   0.03%)']","[' 26347    (Ratio', '  12.71%)']","[' 207214   (Average Length', '   32.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 207214   (Average', ' 1604.87 Max', ' 25631 Sum', ' 332551354)']","[' 203432   (Average', ' 1554.18 Max', ' 25631 Sum', ' 322047591 Ratio', '  96.84%)']","[' 3782     (Average', ' 2777.30 Max', ' 3107 Sum', ' 10503763 Ratio', '   3.16%)']", ,[' 459234  '],[' 33035   '],[' 420302  '],[' 200932  '],"[' 586065   (Atom=Atom', ' 148531 Body=Body', ' 104481 Other', ' 333053)']",[' Yes'],"[' 38259    (Eliminated', '    0 Frozen', ' 38259)']","[' 5119     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.334'],[' 0'], ,[' 316.042'],[' 0'],[' 26.8706'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.11863e+08'],[' 5.61909e+08'],[' 0'],[' 1.50405e+10'],[' 0'],[' 0'],[' 2410 '],[' 6851 '],[' 6446 '],[' 3 '],[' 0 ']
