Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1'],[' 5181+'],[' 2596'],"[' 603.974s (Solving', ' 588.98s 1st Model', ' 48.52s Unsat', ' 0.00s)']",[' 601.938s'], ,[' 149344614'],"[' 14339851 (Analyzed', ' 14090965)']","[' 28592    (Average', ' 492.83 Last', ' 49835)']",[' 4360.8  '],"[' 2596     (Average Length', ' 1375.59 Splits', ' 0)']","[' 14090965 (Deleted', ' 13888506)']","[' 336      (Ratio', '   0.00%)']","[' 21411    (Ratio', '   0.15%)']","[' 14090965 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14090965 (Average', ' 10.05 Max', ' 4829 Sum', ' 141648111)']","[' 14090256 (Average', ' 10.00 Max', ' 4829 Sum', ' 140839464 Ratio', '  99.43%)']","[' 709      (Average', ' 1140.55 Max', ' 1851 Sum', ' 808647 Ratio', '   0.57%)']", ,[' 120756  '],[' 7097    '],[' 113213  '],[' 57034   '],"[' 145749   (Atom=Atom', ' 40530 Body=Body', ' 27512 Other', ' 77707)']",[' Yes'],"[' 10082    (Eliminated', '    0 Frozen', ' 10082)']","[' 3172     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.23601'],[' 0'], ,[' 350.671'],[' 0'],[' 15.0472'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.45208e+08'],[' 2.65214e+08'],[' 0'],[' 1.78797e+10'],[' 0'],[' 0'],[' 761 '],[' 1380 '],[' 1957 '],[' 2696 '],[' 3256 '],[' 5 '],[' 0 ']
Solving...,TA62, , ,[' 1'],[' 5575+'],[' 2793'],"[' 528.571s (Solving', ' 511.90s 1st Model', ' 229.38s Unsat', ' 39.99s)']",[' 526.797s'], ,[' 162401491'],"[' 7823104  (Analyzed', ' 7622617)']","[' 17447    (Average', ' 436.90 Last', ' 207143)']",[' 4230.3  '],"[' 2793     (Average Length', ' 1468.88 Splits', ' 0)']","[' 7622617  (Deleted', ' 7507783)']","[' 396      (Ratio', '   0.01%)']","[' 27229    (Ratio', '   0.36%)']","[' 7622617  (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7622617  (Average', ' 20.33 Max', ' 4154 Sum', ' 154986784)']","[' 7621869  (Average', ' 20.22 Max', ' 4154 Sum', ' 154098928 Ratio', '  99.43%)']","[' 748      (Average', ' 1186.97 Max', ' 1939 Sum', ' 887856 Ratio', '   0.57%)']", ,[' 121843  '],[' 7212    '],[' 114400  '],[' 57900   '],"[' 147667   (Atom=Atom', ' 41061 Body=Body', ' 27765 Other', ' 78841)']",[' Yes'],"[' 10312    (Eliminated', '    0 Frozen', ' 10312)']","[' 4027     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.58969'],[' 0'], ,[' 261.848'],[' 0'],[' 13.8682'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.36264e+08'],[' 3.52476e+08'],[' 0'],[' 1.16549e+10'],[' 0'],[' 0'],[' 724 '],[' 1419 '],[' 2104 '],[' 2662 '],[' 3254 '],[' 4 '],[' 1 ']
Solving...,TA63, , ,[' 1'],[' 5451+'],[' 2731'],"[' 604.497s (Solving', ' 588.26s 1st Model', ' 202.69s Unsat', ' 0.00s)']",[' 601.641s'], ,[' 177695493'],"[' 13099411 (Analyzed', ' 12867424)']","[' 27008    (Average', ' 476.43 Last', ' 95656)']",[' 4311.4  '],"[' 2731     (Average Length', ' 1430.64 Splits', ' 0)']","[' 12867424 (Deleted', ' 12702405)']","[' 380      (Ratio', '   0.00%)']","[' 24078    (Ratio', '   0.19%)']","[' 12867424 (Average Length', '   12.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12867424 (Average', ' 13.21 Max', ' 4223 Sum', ' 169920169)']","[' 12866703 (Average', ' 13.14 Max', ' 4223 Sum', ' 169079277 Ratio', '  99.51%)']","[' 721      (Average', ' 1166.29 Max', ' 3905 Sum', ' 840892 Ratio', '   0.49%)']", ,[' 120645  '],[' 7059    '],[' 113168  '],[' 56910   '],"[' 145194   (Atom=Atom', ' 40405 Body=Body', ' 27300 Other', ' 77489)']",[' Yes'],"[' 10094    (Eliminated', '    0 Frozen', ' 10094)']","[' 3503     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.42868'],[' 0'], ,[' 316.741'],[' 0'],[' 15.7318'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.66348e+08'],[' 3.63708e+08'],[' 0'],[' 1.47352e+10'],[' 0'],[' 0'],[' 826 '],[' 1273 '],[' 1873 '],[' 2431 '],[' 2942 '],[' 5 '],[' 0 ']
Solving...,TA64, , ,[' 1'],[' 5295+'],[' 2653'],"[' 604.446s (Solving', ' 587.62s 1st Model', ' 141.78s Unsat', ' 0.00s)']",[' 601.859s'], ,[' 174069875'],"[' 13694817 (Analyzed', ' 13492512)']","[' 27789    (Average', ' 485.53 Last', ' 561758)']",[' 4206.6  '],"[' 2653     (Average Length', ' 1387.32 Splits', ' 0)']","[' 13492512 (Deleted', ' 13331729)']","[' 428      (Ratio', '   0.00%)']","[' 26230    (Ratio', '   0.19%)']","[' 13492512 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13492512 (Average', ' 12.35 Max', ' 4311 Sum', ' 166646894)']","[' 13491725 (Average', ' 12.29 Max', ' 4311 Sum', ' 165797189 Ratio', '  99.49%)']","[' 787      (Average', ' 1079.68 Max', ' 1769 Sum', ' 849705 Ratio', '   0.51%)']", ,[' 120250  '],[' 7050    '],[' 112731  '],[' 56574   '],"[' 145613   (Atom=Atom', ' 40490 Body=Body', ' 27443 Other', ' 77680)']",[' Yes'],"[' 10068    (Eliminated', '    0 Frozen', ' 10068)']","[' 4092     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.61001'],[' 0'], ,[' 316.856'],[' 0'],[' 15.0189'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.54575e+08'],[' 3.56137e+08'],[' 0'],[' 1.49147e+10'],[' 0'],[' 0'],[' 811 '],[' 1395 '],[' 1930 '],[' 2505 '],[' 3030 '],[' 5 '],[' 0 ']
Solving...,TA65, , ,[' 1'],[' 5701+'],[' 2856'],"[' 604.221s (Solving', ' 588.45s 1st Model', ' 243.76s Unsat', ' 0.00s)']",[' 602.766s'], ,[' 191834333'],"[' 13237110 (Analyzed', ' 12966328)']","[' 28105    (Average', ' 461.35 Last', ' 372891)']",[' 4129.0  '],"[' 2856     (Average Length', ' 1470.09 Splits', ' 0)']","[' 12966328 (Deleted', ' 12787551)']","[' 363      (Ratio', '   0.00%)']","[' 27843    (Ratio', '   0.21%)']","[' 12966328 (Average Length', '   12.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12966328 (Average', ' 14.21 Max', ' 3947 Sum', ' 184199700)']","[' 12965609 (Average', ' 14.14 Max', ' 3947 Sum', ' 183400308 Ratio', '  99.57%)']","[' 719      (Average', ' 1111.81 Max', ' 1952 Sum', ' 799392 Ratio', '   0.43%)']", ,[' 120770  '],[' 7052    '],[' 113308  '],[' 57082   '],"[' 145941   (Atom=Atom', ' 40641 Body=Body', ' 27364 Other', ' 77936)']",[' Yes'],"[' 10205    (Eliminated', '    0 Frozen', ' 10205)']","[' 3751     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.39598'],[' 0'], ,[' 308.583'],[' 0'],[' 15.816'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.44933e+08'],[' 4.32363e+08'],[' 0'],[' 1.52521e+10'],[' 0'],[' 0'],[' 720 '],[' 1241 '],[' 1824 '],[' 2410 '],[' 2976 '],[' 5 '],[' 0 ']
Solving...,TA66, , ,[' 1'],[' 5921+'],[' 2966'],"[' 604.424s (Solving', ' 587.59s 1st Model', ' 379.25s Unsat', ' 0.00s)']",[' 602.500s'], ,[' 191806327'],"[' 12794458 (Analyzed', ' 12541225)']","[' 29563    (Average', ' 424.22 Last', ' 351879)']",[' 4364.6  '],"[' 2966     (Average Length', ' 1521.93 Splits', ' 0)']","[' 12541225 (Deleted', ' 12387864)']","[' 441      (Ratio', '   0.00%)']","[' 25747    (Ratio', '   0.21%)']","[' 12541225 (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12541225 (Average', ' 14.63 Max', ' 4403 Sum', ' 183433679)']","[' 12540439 (Average', ' 14.55 Max', ' 4403 Sum', ' 182519799 Ratio', '  99.50%)']","[' 786      (Average', ' 1162.70 Max', ' 1975 Sum', ' 913880 Ratio', '   0.50%)']", ,[' 120724  '],[' 7070    '],[' 113476  '],[' 56977   '],"[' 146907   (Atom=Atom', ' 40883 Body=Body', ' 27493 Other', ' 78531)']",[' Yes'],"[' 10388    (Eliminated', '    0 Frozen', ' 10388)']","[' 3677     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.62443'],[' 0'], ,[' 303.004'],[' 0'],[' 15.6685'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.54319e+08'],[' 4.37414e+08'],[' 0'],[' 1.42043e+10'],[' 0'],[' 0'],[' 761 '],[' 1251 '],[' 1845 '],[' 2467 '],[' 3074 '],[' 5 '],[' 0 ']
Solving...,TA67, , ,[' 1'],[' 5479+'],[' 2745'],"[' 603.916s (Solving', ' 588.45s 1st Model', ' 65.40s Unsat', ' 0.00s)']",[' 602.875s'], ,[' 173884405'],"[' 14316376 (Analyzed', ' 14105488)']","[' 27658    (Average', ' 510.00 Last', ' 199242)']",[' 4294.2  '],"[' 2745     (Average Length', ' 1441.42 Splits', ' 0)']","[' 14105488 (Deleted', ' 13946900)']","[' 446      (Ratio', '   0.00%)']","[' 26277    (Ratio', '   0.19%)']","[' 14105488 (Average Length', '   13.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14105488 (Average', ' 11.78 Max', ' 4599 Sum', ' 166207422)']","[' 14104677 (Average', ' 11.72 Max', ' 4599 Sum', ' 165269913 Ratio', '  99.44%)']","[' 811      (Average', ' 1155.99 Max', ' 1916 Sum', ' 937509 Ratio', '   0.56%)']", ,[' 121516  '],[' 7212    '],[' 114044  '],[' 57662   '],"[' 147734   (Atom=Atom', ' 41072 Body=Body', ' 27797 Other', ' 78865)']",[' Yes'],"[' 10324    (Eliminated', '    0 Frozen', ' 10324)']","[' 3763     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.36298'],[' 0'], ,[' 336.68'],[' 0'],[' 14.958'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.43066e+08'],[' 3.48075e+08'],[' 0'],[' 1.72209e+10'],[' 0'],[' 0'],[' 851 '],[' 1377 '],[' 2042 '],[' 2760 '],[' 3226 '],[' 5 '],[' 0 ']
Solving...,TA68, , ,[' 1'],[' 4983+'],[' 2497'],"[' 603.518s (Solving', ' 589.90s 1st Model', ' 168.03s Unsat', ' 0.00s)']",[' 601.594s'], ,[' 173750909'],"[' 16797714 (Analyzed', ' 16643528)']","[' 34117    (Average', ' 487.84 Last', ' 246754)']",[' 4170.0  '],"[' 2497     (Average Length', ' 1313.22 Splits', ' 0)']","[' 16643528 (Deleted', ' 16450288)']","[' 381      (Ratio', '   0.00%)']","[' 22898    (Ratio', '   0.14%)']","[' 16643528 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16643528 (Average', ' 10.02 Max', ' 4194 Sum', ' 166701161)']","[' 16642742 (Average', '  9.96 Max', ' 4194 Sum', ' 165846574 Ratio', '  99.49%)']","[' 786      (Average', ' 1087.26 Max', ' 2604 Sum', ' 854587 Ratio', '   0.51%)']", ,[' 119911  '],[' 7007    '],[' 112245  '],[' 56322   '],"[' 144572   (Atom=Atom', ' 40198 Body=Body', ' 27321 Other', ' 77053)']",[' Yes'],"[' 9921     (Eliminated', '    0 Frozen', ' 9921)']","[' 3483     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.98606'],[' 0'], ,[' 337.504'],[' 0'],[' 14.7414'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.21343e+08'],[' 3.21423e+08'],[' 0'],[' 1.75687e+10'],[' 0'],[' 0'],[' 687 '],[' 1329 '],[' 1858 '],[' 2440 '],[' 3004 '],[' 5 '],[' 0 ']
Solving...,TA69, , ,[' 1'],[' 5301+'],[' 2656'],"[' 604.078s (Solving', ' 589.06s 1st Model', ' 206.32s Unsat', ' 0.00s)']",[' 603.234s'], ,[' 167879427'],"[' 14151391 (Analyzed', ' 13958359)']","[' 29455    (Average', ' 473.89 Last', ' 302783)']",[' 4408.8  '],"[' 2656     (Average Length', ' 1379.35 Splits', ' 0)']","[' 13958359 (Deleted', ' 13797314)']","[' 418      (Ratio', '   0.00%)']","[' 23245    (Ratio', '   0.17%)']","[' 13958359 (Average Length', '   13.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13958359 (Average', ' 11.45 Max', ' 4389 Sum', ' 159858925)']","[' 13957563 (Average', ' 11.39 Max', ' 4389 Sum', ' 159038256 Ratio', '  99.49%)']","[' 796      (Average', ' 1030.99 Max', ' 1798 Sum', ' 820669 Ratio', '   0.51%)']", ,[' 120497  '],[' 7112    '],[' 113039  '],[' 56837   '],"[' 146176   (Atom=Atom', ' 40643 Body=Body', ' 27525 Other', ' 78008)']",[' Yes'],"[' 10082    (Eliminated', '    0 Frozen', ' 10082)']","[' 3608     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.23948'],[' 0'], ,[' 340.409'],[' 0'],[' 15.0214'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.39433e+08'],[' 3.41571e+08'],[' 0'],[' 1.72841e+10'],[' 0'],[' 0'],[' 915 '],[' 1635 '],[' 2126 '],[' 2668 '],[' 3263 '],[' 5 '],[' 0 ']
Solving...,TA70, , ,[' 1'],[' 5367+'],[' 2689'],"[' 603.893s (Solving', ' 589.34s 1st Model', ' 47.32s Unsat', ' 0.00s)']",[' 602.656s'], ,[' 169320907'],"[' 11290832 (Analyzed', ' 11147413)']","[' 21885    (Average', ' 509.36 Last', ' 271695)']",[' 4142.3  '],"[' 2689     (Average Length', ' 1444.37 Splits', ' 0)']","[' 11147413 (Deleted', ' 11013376)']","[' 451      (Ratio', '   0.00%)']","[' 25620    (Ratio', '   0.23%)']","[' 11147413 (Average Length', '   14.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11147413 (Average', ' 14.56 Max', ' 5112 Sum', ' 162337205)']","[' 11146687 (Average', ' 14.48 Max', ' 5112 Sum', ' 161390590 Ratio', '  99.42%)']","[' 726      (Average', ' 1303.88 Max', ' 2023 Sum', ' 946615 Ratio', '   0.58%)']", ,[' 121616  '],[' 7182    '],[' 114148  '],[' 57728   '],"[' 146002   (Atom=Atom', ' 40596 Body=Body', ' 27473 Other', ' 77933)']",[' Yes'],"[' 10199    (Eliminated', '    0 Frozen', ' 10199)']","[' 3851     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.13222'],[' 0'], ,[' 344.702'],[' 0'],[' 15.2394'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.59684e+08'],[' 3.6418e+08'],[' 0'],[' 1.75878e+10'],[' 0'],[' 0'],[' 830 '],[' 1416 '],[' 2264 '],[' 2812 '],[' 3380 '],[' 5 '],[' 0 ']
