Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 961'],[' 491'],"[' 7.318s (Solving', ' 5.14s 1st Model', ' 0.65s Unsat', ' 0.37s)']",[' 7.250s'], ,[' 820888  '],"[' 232919   (Analyzed', ' 20504)']","[' 541      (Average', ' 37.90 Last', ' 325)']",[' 1083.8  '],"[' 491      (Average Length', ' 237.29 Splits', ' 0)']","[' 20504    (Deleted', ' 11302)']","[' 78       (Ratio', '   0.38%)']","[' 539      (Ratio', '   2.63%)']","[' 20504    (Average Length', '    7.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20504    (Average', '  9.90 Max', ' 968 Sum', ' 203074)']","[' 20418    (Average', '  9.79 Max', ' 968 Sum', ' 200808 Ratio', '  98.88%)']","[' 86       (Average', ' 26.35 Max', ' 304 Sum', '   2266 Ratio', '   1.12%)']", ,[' 71483   '],[' 2409    '],[' 71204   '],[' 40417   '],"[' 121247   (Atom=Atom', ' 38756 Body=Body', ' 21484 Other', ' 61007)']",[' Yes'],"[' 2880     (Eliminated', '    0 Frozen', ' 2880)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.546436'],[' 0'], ,[' 2.78268'],[' 0'],[' 0.0532015'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.33534e+06'],[' 6.80368e+06'],[' 0'],[' 2.57789e+08'],[' 0'],[' 0'],[' 572 '],[' 889 '],[' 1331 '],[' 1677 '],[' 2139 '],[' 2510 '],[' 2935 '],[' 3310 '],[' 3665 '],[' 3882 '],[' 0 '],[' 10 ']
Solving...,TA52, , ,[' 1161'],[' 591'],"[' 18.008s (Solving', ' 15.17s 1st Model', ' 0.82s Unsat', ' 8.24s)']",[' 17.828s'], ,[' 1334929 '],"[' 589182   (Analyzed', ' 239318)']","[' 1332     (Average', ' 179.67 Last', ' 345)']",[' 1161.0  '],"[' 591      (Average Length', ' 285.40 Splits', ' 0)']","[' 239318   (Deleted', ' 226310)']","[' 86       (Ratio', '   0.04%)']","[' 1022     (Ratio', '   0.43%)']","[' 239318   (Average Length', '    9.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 239318   (Average', '  1.94 Max', ' 499 Sum', ' 464513)']","[' 239232   (Average', '  1.94 Max', ' 499 Sum', ' 463747 Ratio', '  99.84%)']","[' 86       (Average', '  8.91 Max', ' 137 Sum', '    766 Ratio', '   0.16%)']", ,[' 72197   '],[' 2448    '],[' 72012   '],[' 40976   '],"[' 122924   (Atom=Atom', ' 39276 Body=Body', ' 21523 Other', ' 62125)']",[' Yes'],"[' 3013     (Eliminated', '    0 Frozen', ' 3013)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.687088'],[' 0'], ,[' 10.7725'],[' 0'],[' 0.191972'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.01945e+07'],[' 8.92133e+06'],[' 0'],[' 1.28544e+09'],[' 0'],[' 0'],[' 522 '],[' 952 '],[' 1462 '],[' 1823 '],[' 2364 '],[' 2682 '],[' 3027 '],[' 3363 '],[' 3714 '],[' 3882 '],[' 0 '],[' 10 ']
Solving...,TA53, , ,[' 1105'],[' 563'],"[' 12.802s (Solving', ' 10.21s 1st Model', ' 0.90s Unsat', ' 3.93s)']",[' 12.641s'], ,[' 1391702 '],"[' 650978   (Analyzed', ' 372567)']","[' 1547     (Average', ' 240.83 Last', ' 933)']",[' 1118.3  '],"[' 563      (Average Length', ' 270.54 Splits', ' 0)']","[' 372567   (Deleted', ' 362247)']","[' 66       (Ratio', '   0.02%)']","[' 774      (Ratio', '   0.21%)']","[' 372567   (Average Length', '    9.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 372567   (Average', '  1.70 Max', ' 640 Sum', ' 634784)']","[' 372503   (Average', '  1.70 Max', ' 640 Sum', ' 633550 Ratio', '  99.81%)']","[' 64       (Average', ' 19.28 Max', ' 195 Sum', '   1234 Ratio', '   0.19%)']", ,[' 71843   '],[' 2421    '],[' 71630   '],[' 40607   '],"[' 121817   (Atom=Atom', ' 38934 Body=Body', ' 21496 Other', ' 61387)']",[' Yes'],"[' 2958     (Eliminated', '    0 Frozen', ' 2958)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.653032'],[' 0'], ,[' 5.77917'],[' 0'],[' 0.119267'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.79589e+06'],[' 8.37658e+06'],[' 0'],[' 5.10443e+08'],[' 0'],[' 0'],[' 426 '],[' 726 '],[' 1122 '],[' 1491 '],[' 1878 '],[' 2226 '],[' 2606 '],[' 2954 '],[' 3284 '],[' 3531 '],[' 0 '],[' 10 ']
Solving...,TA54, , ,[' 1099'],[' 560'],"[' 7.890s (Solving', ' 5.33s 1st Model', ' 0.84s Unsat', ' 0.03s)']",[' 7.719s'], ,[' 863051  '],"[' 175191   (Analyzed', ' 4476)']","[' 259      (Average', ' 17.28 Last', ' 293)']",[' 1086.0  '],"[' 560      (Average Length', ' 270.69 Splits', ' 0)']","[' 4476     (Deleted', ' 0)']","[' 80       (Ratio', '   1.79%)']","[' 351      (Ratio', '   7.84%)']","[' 4476     (Average Length', '    5.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4476     (Average', ' 54.82 Max', ' 864 Sum', ' 245382)']","[' 4395     (Average', ' 54.41 Max', ' 864 Sum', ' 243542 Ratio', '  99.25%)']","[' 81       (Average', ' 22.72 Max', ' 512 Sum', '   1840 Ratio', '   0.75%)']", ,[' 72206   '],[' 2431    '],[' 71995   '],[' 40786   '],"[' 122354   (Atom=Atom', ' 39103 Body=Body', ' 21506 Other', ' 61745)']",[' Yes'],"[' 2970     (Eliminated', '    0 Frozen', ' 2970)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.63282'],[' 0'], ,[' 2.91604'],[' 0'],[' 0.0580975'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.47437e+06'],[' 6.99246e+06'],[' 0'],[' 2.12283e+08'],[' 0'],[' 0'],[' 535 '],[' 836 '],[' 1243 '],[' 1589 '],[' 1948 '],[' 2299 '],[' 2682 '],[' 3037 '],[' 3374 '],[' 3611 '],[' 0 '],[' 10 ']
Solving...,TA55, , ,[' 1249'],[' 635'],"[' 10.008s (Solving', ' 7.18s 1st Model', ' 0.94s Unsat', ' 0.31s)']",[' 9.844s'], ,[' 1032152 '],"[' 203549   (Analyzed', ' 12800)']","[' 258      (Average', ' 49.61 Last', ' 185)']",[' 1166.5  '],"[' 635      (Average Length', ' 296.29 Splits', ' 0)']","[' 12800    (Deleted', ' 7513)']","[' 102      (Ratio', '   0.80%)']","[' 432      (Ratio', '   3.38%)']","[' 12800    (Average Length', '    7.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12800    (Average', ' 23.41 Max', ' 1094 Sum', ' 299677)']","[' 12698    (Average', ' 23.21 Max', ' 1094 Sum', ' 297139 Ratio', '  99.15%)']","[' 102      (Average', ' 24.88 Max', ' 230 Sum', '   2538 Ratio', '   0.85%)']", ,[' 71150   '],[' 2385    '],[' 70984   '],[' 40059   '],"[' 120173   (Atom=Atom', ' 38422 Body=Body', ' 21460 Other', ' 60291)']",[' Yes'],"[' 2969     (Eliminated', '    0 Frozen', ' 2969)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.768394'],[' 0'], ,[' 3.86486'],[' 0'],[' 0.0711501'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.59805e+06'],[' 9.01199e+06'],[' 0'],[' 2.89402e+08'],[' 0'],[' 0'],[' 425 '],[' 799 '],[' 1079 '],[' 1477 '],[' 1821 '],[' 2153 '],[' 2470 '],[' 2848 '],[' 3152 '],[' 3358 '],[' 0 '],[' 10 ']
Solving...,TA56, , ,[' 957'],[' 489'],"[' 8.653s (Solving', ' 6.06s 1st Model', ' 0.82s Unsat', ' 0.11s)']",[' 8.609s'], ,[' 779610  '],"[' 208239   (Analyzed', ' 8025)']","[' 493      (Average', ' 16.28 Last', ' 160)']",[' 1093.4  '],"[' 489      (Average Length', ' 235.27 Splits', ' 0)']","[' 8025     (Deleted', ' 2672)']","[' 73       (Ratio', '   0.91%)']","[' 311      (Ratio', '   3.88%)']","[' 8025     (Average Length', '    6.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8025     (Average', ' 21.02 Max', ' 974 Sum', ' 168654)']","[' 7951     (Average', ' 20.96 Max', ' 974 Sum', ' 168194 Ratio', '  99.73%)']","[' 74       (Average', '  6.22 Max', ' 387 Sum', '    460 Ratio', '   0.27%)']", ,[' 71260   '],[' 2388    '],[' 70977   '],[' 40050   '],"[' 120146   (Atom=Atom', ' 38410 Body=Body', ' 21463 Other', ' 60273)']",[' Yes'],"[' 2855     (Eliminated', '    0 Frozen', ' 2855)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.68712'],[' 0'], ,[' 3.18296'],[' 0'],[' 0.062301'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.32917e+06'],[' 6.8305e+06'],[' 0'],[' 2.16212e+08'],[' 0'],[' 0'],[' 571 '],[' 949 '],[' 1304 '],[' 1803 '],[' 2111 '],[' 2392 '],[' 2675 '],[' 2970 '],[' 3301 '],[' 3547 '],[' 0 '],[' 10 ']
Solving...,TA57, , ,[' 941'],[' 481'],"[' 9.417s (Solving', ' 5.91s 1st Model', ' 1.20s Unsat', ' 1.42s)']",[' 9.078s'], ,[' 875457  '],"[' 74781    (Analyzed', ' 30444)']","[' 256      (Average', ' 118.92 Last', ' 592)']",[' 1127.0  '],"[' 481      (Average Length', ' 232.74 Splits', ' 0)']","[' 30444    (Deleted', ' 24741)']","[' 103      (Ratio', '   0.34%)']","[' 678      (Ratio', '   2.23%)']","[' 30444    (Average Length', '    7.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 30444    (Average', ' 13.55 Max', ' 1544 Sum', ' 412576)']","[' 30328    (Average', ' 13.44 Max', ' 1544 Sum', ' 409179 Ratio', '  99.18%)']","[' 116      (Average', ' 29.28 Max', ' 273 Sum', '   3397 Ratio', '   0.82%)']", ,[' 71440   '],[' 2416    '],[' 71154   '],[' 40258   '],"[' 120770   (Atom=Atom', ' 38590 Body=Body', ' 21491 Other', ' 60689)']",[' Yes'],"[' 2880     (Eliminated', '    0 Frozen', ' 2880)']","[' 4        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.847126'],[' 0'], ,[' 3.0535'],[' 0'],[' 0.0847646'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.71415e+06'],[' 7.30996e+06'],[' 0'],[' 2.39077e+08'],[' 0'],[' 0'],[' 600 '],[' 927 '],[' 1305 '],[' 1668 '],[' 2110 '],[' 2429 '],[' 2856 '],[' 3259 '],[' 3612 '],[' 3844 '],[' 0 '],[' 10 ']
Solving...,TA58, , ,[' 1023'],[' 522'],"[' 10.250s (Solving', ' 7.68s 1st Model', ' 0.92s Unsat', ' 0.36s)']",[' 10.016s'], ,[' 909905  '],"[' 275784   (Analyzed', ' 13745)']","[' 377      (Average', ' 36.46 Last', ' 802)']",[' 1133.5  '],"[' 522      (Average Length', ' 251.06 Splits', ' 0)']","[' 13745    (Deleted', ' 8178)']","[' 66       (Ratio', '   0.48%)']","[' 466      (Ratio', '   3.39%)']","[' 13745    (Average Length', '    7.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13745    (Average', ' 14.32 Max', ' 649 Sum', ' 196813)']","[' 13675    (Average', ' 14.23 Max', ' 649 Sum', ' 195595 Ratio', '  99.38%)']","[' 70       (Average', ' 17.40 Max', ' 300 Sum', '   1218 Ratio', '   0.62%)']", ,[' 71869   '],[' 2426    '],[' 71616   '],[' 40489   '],"[' 121463   (Atom=Atom', ' 38811 Body=Body', ' 21501 Other', ' 61151)']",[' Yes'],"[' 2923     (Eliminated', '    0 Frozen', ' 2923)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.717344'],[' 0'], ,[' 4.49766'],[' 0'],[' 0.0775493'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.32781e+06'],[' 7.72665e+06'],[' 0'],[' 3.41146e+08'],[' 0'],[' 0'],[' 464 '],[' 781 '],[' 1157 '],[' 1593 '],[' 2011 '],[' 2501 '],[' 2885 '],[' 3282 '],[' 3638 '],[' 3836 '],[' 0 '],[' 10 ']
Solving...,TA59, , ,[' 1071'],[' 546'],"[' 10.241s (Solving', ' 7.38s 1st Model', ' 1.08s Unsat', ' 0.99s)']",[' 10.109s'], ,[' 996514  '],"[' 298981   (Analyzed', ' 45492)']","[' 573      (Average', ' 79.39 Last', ' 2994)']",[' 1130.5  '],"[' 546      (Average Length', ' 258.81 Splits', ' 0)']","[' 45492    (Deleted', ' 37631)']","[' 85       (Ratio', '   0.19%)']","[' 657      (Ratio', '   1.44%)']","[' 45492    (Average Length', '    9.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 45492    (Average', '  6.01 Max', ' 781 Sum', ' 273180)']","[' 45408    (Average', '  5.99 Max', ' 781 Sum', ' 272409 Ratio', '  99.72%)']","[' 84       (Average', '  9.18 Max', ' 356 Sum', '    771 Ratio', '   0.28%)']", ,[' 71070   '],[' 2388    '],[' 70834   '],[' 40223   '],"[' 120665   (Atom=Atom', ' 38583 Body=Body', ' 21463 Other', ' 60619)']",[' Yes'],"[' 2902     (Eliminated', '    0 Frozen', ' 2902)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.680079'],[' 0'], ,[' 4.53896'],[' 0'],[' 0.0831928'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.73248e+06'],[' 8.02941e+06'],[' 0'],[' 3.87204e+08'],[' 0'],[' 0'],[' 430 '],[' 748 '],[' 1125 '],[' 1475 '],[' 1805 '],[' 2237 '],[' 2578 '],[' 2916 '],[' 3271 '],[' 3531 '],[' 0 '],[' 10 ']
Solving...,TA60, , ,[' 1137'],[' 579'],"[' 11.132s (Solving', ' 7.07s 1st Model', ' 1.48s Unsat', ' 0.94s)']",[' 11.000s'], ,[' 1085128 '],"[' 190162   (Analyzed', ' 36177)']","[' 391      (Average', ' 92.52 Last', ' 1384)']",[' 1222.0  '],"[' 579      (Average Length', ' 281.00 Splits', ' 0)']","[' 36177    (Deleted', ' 23488)']","[' 83       (Ratio', '   0.23%)']","[' 683      (Ratio', '   1.89%)']","[' 36177    (Average Length', '    7.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 36177    (Average', ' 11.04 Max', ' 1580 Sum', ' 399262)']","[' 36080    (Average', ' 10.91 Max', ' 1580 Sum', ' 394661 Ratio', '  98.85%)']","[' 97       (Average', ' 47.43 Max', ' 357 Sum', '   4601 Ratio', '   1.15%)']", ,[' 72093   '],[' 2430    '],[' 71893   '],[' 40618   '],"[' 121850   (Atom=Atom', ' 38936 Body=Body', ' 21505 Other', ' 61409)']",[' Yes'],"[' 2980     (Eliminated', '    0 Frozen', ' 2980)']","[' 5        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.857385'],[' 0'], ,[' 3.55614'],[' 0'],[' 0.0927298'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.00408e+07'],[' 9.44216e+06'],[' 0'],[' 2.45142e+08'],[' 0'],[' 0'],[' 462 '],[' 816 '],[' 1282 '],[' 1673 '],[' 2097 '],[' 2496 '],[' 2852 '],[' 3216 '],[' 3509 '],[' 3731 '],[' 0 '],[' 10 ']
